ReturnStepMax,InitialReturnMax,TimestepsSoFar,MaxIW,StdD2w0t,ReturnMeanIW,EpThisIter,EpisodesSoFar,ReturnStepMaxmin,InitialReturnMean,EpLenMean,EmpiricalD2,J_sample_variance,MeanEntropy,Bound,MaxD2w0t,MeanIW,InitialReturnMin,EpRewMean,InitialReturnStd,InitialBound,StdIW,MinD2w0t,MeanD2w0t,TimeElapsed,MinIW,Iteration,Weights
100.0,4.680847,42460,2.1566522,0.27530217,250.91443,100,1100,93.05763,-9.689331e-06,38.99,1.0504575,2543.56,1.4155847,151.70541,1.1362902,1.0169541,-1.9423599,-135.34153534442376,1.3713683,149.9071,0.23713462,,0.08004,122.32797741889954,0.54233027,11,[ 0.52  -0.287  0.181  0.411 -0.01 ]
100.0,4.9671097,45937,38.47879,0.8512942,396.53546,100,1200,92.45836,1.0375977e-05,34.77,10.12639,884242.0,1.4203513,239.2587,20.272068,1.592085,-1.9369583,-131.1114117227083,1.4203689,181.12822,4.682736,,0.15647784,132.7423279285431,0.0045211464,12,[ 0.517 -0.29   0.173  0.393 -0.003]
100.0,3.6489868,49199,513.24493,2.696593,669.51825,100,1300,92.09653,1.8310546e-06,32.62,11.818293,15394313.0,1.3704743,377.66498,194.68304,2.63181,-1.9588089,-128.90570792806747,1.1659716,202.2042,17.54142,,0.3070451,145.04243874549866,0.008493508,13,[ 0.603 -0.246  0.202  0.407  0.001]
100.0,4.1157684,52534,2.2071319,0.26308435,299.08087,100,1400,92.21948,-1.6021728e-06,33.35,1.140898,7777.637,1.3520658,202.24799,1.2667075,1.043484,-1.9691315,-129.74013080040683,1.3765188,195.33156,0.35553655,,0.07025884,159.56614685058594,0.18448469,14,[ 0.497 -0.205  0.116  0.347 -0.049]
100.0,3.546341,56057,2.4797664,0.2711194,286.91315,100,1500,92.511795,-8.392334e-07,35.23,1.0765091,3936.6904,1.3578031,183.2558,1.4110183,1.0567367,-1.9006577,-131.78183128539317,1.3137641,175.1145,0.26059377,,0.074518695,169.36724638938904,0.5398006,15,[ 0.519 -0.246  0.119  0.349 -0.067]
100.0,4.3562927,59635,3.270206,0.27644226,278.642,100,1600,92.61427,2.8991699e-06,35.78,1.2516953,12149.335,1.3621876,182.54172,1.4741693,1.0429151,-1.8185959,-132.1306127548555,1.3148336,177.0436,0.4916439,,0.07654768,180.31332516670227,0.32033533,16,[ 0.53  -0.254  0.133  0.34  -0.061]
100.0,3.8146744,62899,52.663784,1.1304835,468.557,100,1700,92.09482,-1.2969971e-06,32.64,13.848324,2043639.1,1.3203428,305.81787,47.57885,1.6516006,-1.823555,-129.01264678277894,1.2374247,201.64148,5.5240703,,0.1799611,191.52930283546448,0.0036383648,17,[ 0.546 -0.232  0.138  0.322 -0.057]
100.0,3.8355026,65884,8.508684,0.37287375,395.56967,100,1800,91.55466,-7.705688e-06,29.85,1.9179637,107385.15,1.2461962,275.10355,3.7610614,1.261268,-1.9161453,-126.04677116370004,1.282707,233.7205,1.2203035,,0.08936189,204.19508981704712,0.030753428,18,[ 0.588 -0.143  0.149  0.375 -0.099]
100.0,2.9248428,68860,5.012312,0.25929376,346.13568,100,1900,91.5302,-1.0223389e-05,29.76,1.150176,11496.428,1.2129174,242.15953,1.5799453,1.0803791,-1.8269653,-126.0306264541013,1.0820844,227.64642,0.37506735,,0.06502258,215.65327143669128,0.34004188,19,[ 0.619 -0.15   0.138  0.304 -0.173]
100.0,3.3357925,71816,2.0811636,0.26042846,342.15894,100,2000,91.49739,3.5858154e-06,29.56,1.1708125,13261.495,1.1690549,244.69145,1.4724476,1.0589606,-2.144226,-125.66859724943495,1.2097799,234.41364,0.4005573,,0.06512161,226.0536744594574,0.11573467,20,[ 0.617 -0.153  0.148  0.332 -0.206]
100.0,4.4460144,75130,62.872868,1.1284542,444.2488,100,2100,92.18958,9.918213e-07,33.14,14.844008,2433930.0,1.1103808,269.30017,59.746597,1.6352122,-2.2561493,-129.25755816935035,1.268682,194.6868,6.3533525,,0.17631477,237.13152885437012,0.002883941,21,[ 0.65  -0.166  0.16   0.324 -0.25 ]
100.0,2.9148178,77869,2.4581738,0.2437696,365.8706,100,2200,91.010925,-3.967285e-06,27.39,1.0959285,9461.806,1.1406317,266.29916,1.3202487,1.0540283,-2.511116,-123.10539952103063,1.1605511,255.41702,0.3206509,,0.05859296,247.7351348400116,0.545919,22,[ 0.695 -0.091  0.166  0.334 -0.309]
100.0,3.3124542,80667,37.57217,0.46473068,437.51395,100,2300,91.13117,2.3651123e-06,27.98,3.4318154,578548.4,1.2042017,304.13477,11.014492,1.3787942,-1.7722626,-123.87015411171073,1.0425122,257.09824,3.2755642,,0.0946392,257.2399821281433,0.050486483,23,[ 0.708 -0.1    0.175  0.326 -0.278]
100.0,3.5719528,83342,692.2905,8.025409,1337.1018,100,2400,90.84996,-7.781982e-06,26.75,19.613346,79878990.0,1.162596,808.8537,540.2051,5.14894,-2.0261307,-122.38180170573067,1.0710384,270.0055,40.44852,,0.55507386,268.27599120140076,0.012005121,24,[ 0.691 -0.14   0.191  0.352 -0.215]
100.0,4.041687,86052,4.7730575,0.31895837,417.08887,100,2500,90.97255,-9.155273e-07,27.1,1.7465234,62914.504,1.2011735,306.2412,3.0443163,1.2059784,-2.905098,-122.32205360875214,1.339981,262.52054,0.8009499,,0.073638484,282.9840350151062,0.12944171,25,[ 0.605 -0.115  0.221  0.26  -0.256]
100.0,3.689293,88812,6.781864,0.2752222,385.6691,100,2600,91.09784,-2.5939942e-06,27.6,1.8001894,74420.805,1.2159206,289.0239,2.276685,1.1249886,-2.5137634,-122.84977478719573,1.294693,258.55893,0.9189896,,0.06511751,294.2892851829529,0.16277748,26,[ 0.616 -0.098  0.225  0.311 -0.218]
100.0,3.6951752,91558,23.244778,0.4317931,475.07324,100,2700,91.03932,8.7738035e-06,27.46,2.2347558,196522.53,1.1591522,338.6795,5.7138357,1.4017307,-2.729515,-123.03004479560873,1.3539013,260.92172,1.4431418,,0.09588228,304.5514588356018,0.053199057,27,[ 0.571 -0.11   0.206  0.295 -0.203]
100.0,3.4586105,94313,25.614054,0.6471897,445.50937,100,2800,91.02959,-3.6621093e-06,27.55,6.6912684,732031.7,1.1796944,315.8249,27.381351,1.3959119,-2.1625137,-123.56750427790057,1.0790945,265.9824,3.3414068,,0.114986144,316.32011342048645,0.00878189,28,[ 0.531 -0.09   0.16   0.302 -0.26 ]
100.0,2.6225739,97106,3.0363584,0.26767752,364.2971,100,2900,91.17316,3.2806397e-06,27.93,1.2605759,26310.803,1.162957,266.46124,1.847352,1.0783617,-2.306343,-123.26694371552951,1.1919893,253.14157,0.53099006,,0.06447226,326.6269841194153,0.123811975,29,[ 0.566 -0.051  0.183  0.273 -0.239]
100.0,4.940834,99983,12.847178,0.3554159,394.4942,100,3000,91.36565,5.1879883e-06,28.77,2.5655618,124871.41,1.1634694,280.857,6.2781963,1.221732,-2.9372864,-124.20514353133558,1.3617336,243.98628,1.36439,,0.08139098,337.3449761867523,0.03433842,30,[ 0.578 -0.074  0.188  0.232 -0.256]
100.0,3.7356796,102854,84.431915,2.6549935,767.4619,100,3100,91.343216,-1.6021728e-06,28.71,32.411118,8266262.0,1.0537413,483.14542,170.96184,2.4769132,-2.4280853,-124.26821438220155,1.3938676,241.05795,10.107091,,0.28633267,348.0010781288147,3.318756e-05,31,[ 0.574 -0.115  0.175  0.254 -0.256]
100.0,3.537178,105356,2.4776535,0.23795964,401.1376,100,3200,90.38805,2.3651123e-06,25.02,1.1990756,17433.13,1.0532132,307.9579,1.7449471,1.0586988,-2.709114,-120.24554348927269,1.0724466,294.7531,0.41445228,,0.054395318,359.66609048843384,0.15306313,32,[ 0.641 -0.058  0.198  0.246 -0.365]
100.0,5.0046997,108037,1294.9536,146.43184,3843.7737,100,3300,90.90811,-4.9591063e-06,26.81,1183.5212,1245002400.0,0.9837247,2763.5405,22425.455,13.162889,-2.4732513,-121.87666219713832,1.3054554,266.31583,125.512146,,4.4239492,369.4636240005493,7.7600225e-06,33,[ 0.642 -0.077  0.208  0.271 -0.366]
100.0,3.3496628,111127,1490.452,14.691376,1120.0448,100,3400,91.84859,-6.1035155e-07,30.9,233.74799,73916370.0,1.0146563,658.67554,861.75433,4.207385,-2.377472,-125.93936181069085,1.2979583,214.77396,35.539608,,1.0502844,384.2288496494293,0.00021551026,34,[ 0.567 -0.175  0.214  0.202 -0.435]
100.0,4.3200226,114349,33.72674,0.72195476,407.77585,100,3500,92.066376,-7.93457e-06,32.22,3.0873065,714018.2,1.0027783,249.12456,12.847264,1.4144588,-2.5799026,-127.81059098800716,1.5179491,204.46878,3.3532238,,0.14612179,396.1659297943115,0.07967366,35,[ 0.501 -0.232  0.19   0.194 -0.404]
100.0,6.878357,117304,372.4162,9.907122,1198.9352,100,3600,91.604385,-3.1280517e-06,29.55,87.33162,78209704.0,1.1298546,650.2762,796.8405,4.4694767,-3.7134933,-124.0452765803553,2.0389054,233.77835,35.8906,,0.7864465,407.1053993701935,0.011906183,36,[ 0.514 -0.218  0.196  0.133 -0.416]
100.0,7.108101,120073,109.59248,2.177677,643.9729,100,3700,91.16208,8.163453e-06,27.69,32.82778,6695802.0,1.0469037,390.91632,106.2417,2.1356418,-2.731987,-122.36099582631994,1.9550879,252.9261,9.819721,,0.25529552,420.15178894996643,0.00043703555,37,[ 0.543 -0.185  0.221  0.137 -0.289]
100.0,8.090225,122663,2.3539748,0.23658861,382.8583,100,3800,90.72258,7.476807e-06,25.9,1.0835767,8211.83,1.0267001,288.8939,1.9282762,1.0532117,-2.5991974,-120.14266329823243,1.946001,277.81854,0.26951906,,0.05511343,430.6286623477936,0.36483234,38,[ 0.597 -0.112  0.229  0.153 -0.372]
100.0,6.4129868,125277,9.372998,0.3419491,431.07687,100,3900,90.794914,-5.1116945e-06,26.14,2.244657,146366.08,1.0487906,316.6174,3.663917,1.2132483,-2.6405945,-119.99923443263418,2.0678976,271.82956,1.2160331,,0.07705312,440.04436922073364,0.088560626,39,[ 0.593 -0.122  0.245  0.162 -0.392]
100.0,5.584671,127524,9.985784,0.2886982,475.81183,100,4000,89.5914,-7.019043e-06,22.47,2.2180119,206960.1,1.03467,379.8096,4.2007384,1.1466284,-3.738617,-116.94062432510178,1.7329234,344.37683,1.2804735,,0.05981983,448.69268321990967,0.08124672,40,[ 0.621 -0.115  0.268  0.146 -0.37 ]
100.0,5.3698807,130021,4.5694504,0.30124143,467.9573,100,4100,90.425545,-5.645752e-06,24.97,1.7507952,99177.32,0.95446396,364.93915,2.7693005,1.2661525,-2.8047943,-118.78745614900873,1.9145398,295.74542,0.9386329,,0.06732753,458.3610734939575,0.024303585,41,[ 0.585 -0.042  0.247  0.153 -0.384]
100.0,5.0597763,132553,44.83847,0.5553419,497.41254,100,4200,90.61419,-1.9073486e-06,25.32,3.3641586,1354082.0,0.97298026,327.10254,22.576645,1.450139,-4.3121185,-118.81801916015645,2.1230013,281.57928,4.29158,,0.10010502,469.7147331237793,0.0140015185,42,[ 0.571 -0.047  0.232  0.121 -0.464]
100.0,6.6208344,135046,429.43317,28.272463,1563.5248,100,4300,90.20706,6.790161e-06,24.93,384.57727,160093600.0,0.95064956,983.0197,2310.457,4.859474,-3.9481888,-118.73882202466788,2.0736012,293.26508,41.746323,,1.5224398,480.49036478996277,0.0004538586,43,[ 0.608 -0.021  0.218  0.152 -0.446]
100.0,6.1382446,137359,66.51892,2.4205785,709.82007,100,4400,89.67288,6.5612794e-06,23.13,33.702396,6399275.5,0.92496693,510.88925,142.75285,1.8391794,-4.284424,-116.72039144954248,2.0285838,323.46176,6.994003,,0.20453516,492.5457880496979,0.0012171675,44,[ 0.666  0.043  0.255  0.194 -0.468]
100.0,4.6612854,139488,25.851753,0.453086,574.4131,100,4500,88.835556,-6.027222e-06,21.29,4.063025,1076859.4,0.92350495,450.91327,23.003273,1.3349717,-3.8541946,-115.27527756015738,1.6743697,364.64377,2.6498258,,0.07452578,504.7354829311371,0.04746842,45,[ 0.724  0.097  0.265  0.237 -0.494]
100.0,7.657631,141470,20.102257,0.5386916,631.1759,100,4600,88.19016,4.9591063e-06,19.82,6.5161176,1167704.8,0.99575853,495.12772,20.575583,1.3950806,-2.9323196,-113.17627478653529,1.9159193,397.34125,2.6941125,,0.081814826,514.4735958576202,0.05191531,46,[ 0.759  0.126  0.255  0.2   -0.495]
100.0,7.502281,143619,146.18811,2.3713808,764.8787,100,4700,89.060684,2.3651123e-06,21.49,22.115625,10885627.0,1.0483404,511.88147,163.6313,1.809514,-4.4631042,-115.01346588019891,2.3011687,357.3432,8.443285,,0.19067308,526.3902959823608,0.009785576,47,[ 0.723  0.086  0.267  0.198 -0.423]
100.0,6.918144,145976,74.92705,1.4401646,586.35614,100,4800,89.83811,-3.0517579e-06,23.57,20.405302,6077153.5,1.0618615,401.0852,54.546783,1.516971,-4.225975,-116.70315134480248,2.388735,316.04364,7.2426853,,0.16883262,538.3825187683105,0.005344825,48,[ 0.751  0.017  0.246  0.141 -0.371]
100.0,8.303398,148469,12.314662,0.4925666,474.283,100,4900,90.23322,2.2888183e-07,24.93,3.0856833,268955.5,1.0270038,348.28638,12.631396,1.2784274,-3.479744,-119.24577072273848,2.0884137,297.4538,1.6372534,,0.09315658,550.5118184089661,0.016632495,49,[ 0.668 -0.003  0.199  0.12  -0.357]
100.0,4.707512,150986,269.58398,4.5550385,1021.7316,100,5000,90.355316,1.2359619e-05,25.17,18.481277,41447364.0,1.004851,699.7718,315.3405,2.9209378,-3.4885254,-119.75433826335731,1.635678,294.73206,19.45147,,0.40406835,559.9624383449554,0.0076162224,50,[ 0.689 -0.039  0.182  0.154 -0.392]
100.0,8.100639,153613,56.601017,0.6932467,524.9556,100,5100,90.603386,1.5258789e-07,26.27,8.513442,963357.56,0.9230168,375.00092,19.804651,1.5462078,-4.396286,-119.32778628726206,2.7779646,268.3902,3.206144,,0.11960037,571.7365891933441,0.0027562291,51,[ 0.697 -0.079  0.188  0.054 -0.414]
100.0,7.076561,155945,2.900842,0.23696823,423.2987,100,5200,89.57091,6.027222e-06,23.32,1.2009467,24162.361,0.9096575,327.9937,1.5626279,1.0559149,-3.9657974,-116.83306261527103,2.5351417,316.15652,0.4356011,,0.05218666,583.5031883716583,0.09115262,52,[ 0.738 -0.039  0.208  0.062 -0.496]
100.0,7.9647903,158347,1.9144561,0.22579421,401.23584,100,5300,90.048325,-8.544922e-06,24.02,1.0863847,8553.122,0.9122434,317.01755,1.3898318,1.0307691,-3.6031113,-117.62815337333916,2.2974083,310.19766,0.26250553,,0.05065836,593.5825340747833,0.35657144,53,[ 0.74  -0.045  0.196  0.071 -0.509]
100.0,7.1567917,160636,957.0361,61.6591,2605.3943,100,5400,89.591774,3.0517577e-07,22.89,329.59192,464784400.0,0.8419867,1888.2747,7318.572,6.9073887,-3.6176834,-116.57936342423604,2.2601206,327.25943,58.25111,,1.3552434,602.4832487106323,0.00011606797,54,[ 0.756 -0.062  0.209  0.081 -0.507]
100.0,6.742218,162819,74.577484,3.3120918,779.3045,100,5500,89.09324,-9.994506e-06,21.83,36.873672,9240282.0,0.8432526,537.824,360.21655,1.9135727,-3.2516556,-115.73975270723903,2.0567894,343.45984,7.983159,,0.22527528,616.529657125473,0.0022994175,55,[ 0.772  0.034  0.169  0.064 -0.577]
100.0,5.320381,164876,9.898995,0.39845967,578.78455,100,5600,88.64542,7.93457e-06,20.57,3.6167734,360595.06,0.8929215,470.44308,17.336294,1.2870861,-3.145874,-114.43612789479765,2.011489,379.52402,1.4173065,,0.06641021,628.0573840141296,0.06686124,56,[ 0.802  0.099  0.16   0.096 -0.576]
100.0,6.522644,166960,175.48071,5.6461706,974.718,100,5700,88.76591,-1.0147095e-05,20.84,44.74325,30811128.0,0.87842923,657.75146,569.21155,2.394515,-2.8859863,-114.97366814240486,1.9980083,374.182,14.938636,,0.31163207,638.8177759647369,0.0009214351,57,[ 0.854  0.105  0.182  0.126 -0.526]
100.0,8.162796,168884,10.566062,0.42452127,589.28394,100,5800,87.827736,-7.095337e-06,19.24,2.5242434,303673.44,0.8800304,469.51624,19.236055,1.2251682,-3.2314148,-112.712837905566,2.1302726,405.0965,1.2187634,,0.06565679,649.9932065010071,0.03397806,58,[ 0.893  0.152  0.187  0.086 -0.54 ]
100.0,7.1825485,170879,4.4761777,0.23321092,507.0815,100,5900,88.18234,6.408691e-06,19.95,1.364547,63609.52,0.9034538,419.4572,1.9239386,1.089616,-3.141983,-113.8925516168152,1.7380774,395.52563,0.6088519,,0.047125798,658.7900207042694,0.25307024,59,[ 0.9    0.162  0.188  0.144 -0.539]
100.0,6.2049484,172912,20.522259,0.59703684,630.6801,100,6000,88.46167,-4.043579e-06,20.33,6.2330837,1443836.6,0.8878645,493.1574,26.991133,1.4121375,-3.0543823,-114.04719808850079,1.7169725,381.8458,2.9502597,,0.08620615,666.9351785182953,0.019441117,60,[ 0.911  0.147  0.17   0.142 -0.515]
100.0,5.7622604,174984,5.201583,0.26235226,483.2403,100,6100,88.62131,-6.8664554e-07,20.72,1.9429396,126288.41,0.8960301,387.2383,5.7894287,1.0660228,-3.146515,-114.62791056182901,1.7721913,372.26642,0.8855048,,0.05188896,678.0545008182526,0.06332569,61,[ 0.959  0.165  0.207  0.181 -0.531]
100.0,6.2864456,176988,67.02405,4.074303,860.15985,100,6200,88.35605,-3.7384034e-06,20.04,13.842871,6779273.5,0.8823584,595.5121,561.4392,2.0459807,-3.269394,-114.14461424461189,1.7778846,391.0196,7.107793,,0.18842854,686.3297662734985,0.00015062268,62,[ 0.967  0.193  0.219  0.213 -0.523]
100.0,4.292755,179086,480.1218,62.532932,2264.2546,100,6300,88.95943,-3.1280517e-06,20.98,604.05493,348557200.0,0.90119225,1670.7617,10236.998,5.5513363,-2.9553986,-115.35052828863249,1.4552428,368.8955,47.282715,,1.88211,697.9826679229736,9.523083e-05,63,[ 0.974  0.188  0.253  0.295 -0.537]
100.0,4.376236,181210,16.115255,0.56811076,598.995,100,6400,88.86767,-2.2888185e-06,21.24,3.261657,594297.6,0.8199803,434.60138,15.614164,1.3885603,-3.21241,-115.52199592755285,1.4519206,356.75098,1.9903738,,0.09083308,711.1960687637329,0.008049929,64,[ 0.871  0.127  0.251  0.255 -0.518]
100.0,4.1587906,183469,112.931656,1.3101997,706.8416,100,6500,89.634,6.1035157e-06,22.59,8.306329,8674889.0,0.8257201,480.95343,72.55305,1.8464488,-2.9647293,-117.08391747494642,1.4142101,337.87234,8.814021,,0.17054541,721.3259093761444,0.03811374,65,[ 0.869  0.111  0.247  0.309 -0.599]
100.0,3.6492233,185583,188.00621,23.141993,1223.3022,100,6600,89.01888,3.4332274e-06,21.14,70.44028,37995100.0,0.87057096,823.8146,4136.2354,2.9231284,-2.2258072,-115.81382252536385,1.1900364,367.52136,15.393309,,0.6461497,731.9402561187744,0.004549112,66,[ 0.798  0.135  0.187  0.286 -0.593]
100.0,3.2879562,187677,4.266205,0.22588864,486.44296,100,6700,88.9152,-2.9754638e-06,20.94,1.2339389,32712.55,0.83593744,393.23105,2.2080023,1.0790242,-2.1861115,-115.95038462796876,1.0856879,371.4474,0.43220916,,0.04688575,743.964751958847,0.08696784,67,[ 0.807  0.168  0.15   0.346 -0.548]
100.0,2.6445694,189708,12.268874,0.4361921,584.074,100,6800,88.64711,-1.6784668e-06,20.31,2.4733982,422170.22,0.7765316,471.53778,20.262602,1.262266,-2.2928467,-115.28861405912143,1.1809138,388.79327,1.5003961,,0.06948926,752.8466885089874,0.023794916,68,[ 0.813  0.159  0.167  0.358 -0.583]
100.0,3.3139954,191824,9.654546,0.30410573,530.18774,100,6900,89.04812,2.2888183e-07,21.16,2.943512,272468.3,0.78173506,429.75693,4.183337,1.1977968,-2.6702652,-115.74855349011342,1.1993674,365.52783,1.3418525,,0.058372755,763.5675251483917,0.050285228,69,[ 0.777  0.174  0.157  0.29  -0.642]
100.0,4.843483,193886,330.48993,25.735394,1892.057,100,7000,88.81476,1.9073486e-06,20.62,89.57725,157048450.0,0.7038857,1254.3882,1737.9509,4.574362,-2.4663162,-115.3197741377041,1.3878465,386.28253,32.135372,,1.5807056,771.0470862388611,0.00017385688,70,[ 0.797  0.203  0.165  0.292 -0.637]
100.0,5.490158,195974,318.98782,9.227781,1377.7563,100,7100,88.91818,2.7465821e-06,20.88,67.38783,104618930.0,0.6777307,984.88983,877.26215,3.7277822,-3.182129,-114.8456199984771,1.7905912,376.5113,30.604765,,0.5404473,783.3526458740234,0.00018061075,71,[ 0.817  0.206  0.216  0.234 -0.715]
100.0,5.941391,198052,120.73122,4.708077,803.72797,100,7200,88.898285,-4.653931e-06,20.78,25.32968,9883645.0,0.6248041,559.50995,535.961,1.8602906,-2.8369598,-114.8969890100573,1.5807507,378.064,7.5858717,,0.3370095,795.6365113258362,0.0023247413,72,[ 0.836  0.231  0.171  0.253 -0.741]
100.0,5.6739426,199997,74.49996,1.5588273,746.12726,100,7300,87.9687,-6.2561035e-06,19.45,12.6611595,9341280.0,0.6222993,521.6685,126.39299,1.614283,-3.200241,-113.57014353653443,1.6588691,405.23828,7.278745,,0.121946484,806.8579080104828,0.0008468742,73,[ 0.803  0.208  0.189  0.191 -0.794]
100.0,4.380104,201862,63.439,2.4781218,1009.8517,100,7400,87.607346,-3.0517577e-07,18.65,13.278598,9787629.0,0.57152987,803.28,176.14273,2.0744328,-2.5820389,-112.7044715835127,1.5267797,421.78128,6.6927443,,0.19689623,817.1896312236786,0.0010171066,74,[ 0.832  0.229  0.162  0.188 -0.797]
100.0,6.8997803,203865,119.6554,4.259121,836.6139,100,7500,88.145,-3.3569336e-06,20.03,28.254929,15229933.0,0.5426648,601.54944,393.15863,2.0525804,-3.4086761,-113.57591163208785,1.9443308,389.93518,11.445975,,0.21642958,829.7310326099396,0.0004107972,75,[ 0.864  0.22   0.178  0.127 -0.847]
100.0,6.526985,205789,3638.6135,2903.932,16138.603,100,7600,87.75856,2.670288e-06,19.24,9134.256,24735621000.0,0.52972496,13120.133,454447.34,36.34831,-3.4488068,-112.60775977457178,2.2663004,410.91824,357.39243,,52.377514,840.3095145225525,2.0467724e-05,76,[ 0.836  0.199  0.156  0.066 -0.876]
100.0,7.349251,207562,13.11034,0.26256236,607.605,100,7700,86.9706,1.7547608e-06,17.73,2.0458388,433132.2,0.51808184,504.8441,8.349321,1.1752708,-3.5683594,-110.47335008141364,2.367451,451.48212,1.4177277,,0.045676302,854.3693845272064,0.11529193,77,[ 0.839  0.239  0.197  0.038 -0.889]
100.0,6.906502,209404,19.93318,0.7111426,683.0702,100,7800,87.27407,2.9754638e-06,18.42,3.618761,1238722.1,0.5014845,548.3894,31.827744,1.3719394,-3.847229,-111.5379125215757,2.326191,433.67374,2.3803372,,0.08453436,863.516664981842,0.027468022,78,[ 0.855  0.257  0.184  0.039 -0.901]
100.0,6.714279,211219,52.990585,1.5353501,960.38434,100,7900,87.15188,6.8664554e-07,18.15,17.466944,8140717.0,0.4964175,733.68164,126.14691,2.0367084,-3.8511353,-111.05235187452634,2.1763012,437.73825,6.5486617,,0.123648144,873.8536999225616,0.0015075698,79,[ 0.814  0.252  0.191  0.003 -0.917]
100.0,6.955818,213008,5.372055,0.24998242,582.5475,100,8000,87.01425,4.9591063e-06,17.89,1.609812,108264.414,0.4952995,496.55847,4.24091,1.1283298,-4.52092,-110.33987473900424,2.65147,448.16656,0.68198574,,0.046448573,883.3415813446045,0.028732963,80,[ 0.832  0.289  0.206  0.021 -0.922]
100.0,7.924713,214693,13.114914,0.3795047,707.3285,100,8100,86.382614,1.9836425e-06,16.85,2.935756,492196.44,0.47126028,592.4106,12.386436,1.2991209,-3.330574,-109.9795223011675,2.280383,478.7252,1.3849279,,0.056668963,891.4619688987732,0.0041143373,81,[ 0.835  0.284  0.219  0.044 -0.924]
