EpRewMean,MaxD2w0t,InitialReturnMax,StdIW,StdD2w0t,Weights,J_sample_variance,InitialReturnMean,InitialReturnMin,MeanEntropy,EntropyCoefficient,InitialReturnStd,Iteration,MaxIW,EpisodesSoFar,TimeElapsed,MeanIW,MinD2w0t,Bound,ReturnMeanIW,EmpiricalD2,MeanD2w0t,TimestepsSoFar,EpLenMean,ReturnStepMax,ReturnStepMaxmin,MinIW,EpThisIter,InitialBound
-68.07391081941537,1218.687,8.89824,1.2952864,103.65255,[-0.878 -0.934 -0.404 -0.617 -0.761],186.78494,-19.327263,-70.494965,0.6544951,,15.452921,163,19.641445,16300,10957.778660535812,0.69114935,,-16.670347,-15.6690035,298.93405,43.929615,5177986,375.33,100.0,99.0,0.00038854085,100,-20.003529
-77.44235802250651,12.937288,4.2630153,1.0560291,2.0510483,[-0.894 -0.93  -0.399 -0.604 -0.764],236.87009,-19.591806,-68.95833,0.6391132,,14.352434,164,22.384989,16400,11074.106351852417,0.94830424,,-18.794268,-17.959396,5.7870727,2.2184753,5217046,390.6,100.0,99.0,0.011645116,100,-20.361143
-73.00731239260551,116248.4,7.2300878,2.9089875,7212.995,[-0.895 -0.912 -0.392 -0.598 -0.78 ],1520.687,-22.434685,-69.76881,0.63970786,,16.953623,165,73.7074,16500,11187.094231843948,0.8839744,,-18.983587,-16.689362,21324.115,2052.8062,5253836,367.9,100.0,99.0,7.7899855e-08,100,-23.159962
-63.556434934001174,86503.31,5.515256,1.2172213,2202.5603,[-0.925 -0.932 -0.391 -0.618 -0.779],421.38593,-21.972923,-69.28471,0.6416636,,17.895147,166,25.71612,16600,11299.22352385521,0.68681383,,-19.214977,-17.784042,3580.3774,362.56308,5290376,365.4,100.0,99.0,5.014844e-05,100,-22.60431
-74.23083113435669,43799.51,6.038222,2.0315511,1908.3611,[-0.927 -0.934 -0.376 -0.613 -0.777],601.0613,-20.742775,-65.84254,0.6528789,,15.058567,167,64.93601,16700,11416.944282770157,0.64630806,,-18.040726,-16.314026,4522.9253,511.13724,5328277,379.01,100.0,99.0,1.147543e-05,100,-21.480206
-72.65865185886543,63272.816,10.181799,0.747779,1948.4403,[-0.906 -0.921 -0.355 -0.621 -0.766],405.02182,-21.868736,-70.154236,0.6467254,,17.574823,168,16.973148,16800,11523.510315418243,0.4421803,,-18.648712,-16.941563,4234.0884,368.32855,5363452,351.75,100.0,99.0,4.14229e-05,100,-22.590548
-74.30299472139431,11465.933,2.346352,10.230484,411.5821,[-0.893 -0.919 -0.334 -0.61  -0.772],453.17447,-20.26671,-68.35905,0.63989556,,14.784728,169,356.05353,16900,11647.371331214905,1.6601844,,-17.875767,-16.70941,1101.5459,117.01322,5402817,393.65,100.0,99.0,2.1196473e-05,100,-21.004858
-74.80855561594822,8283.472,7.5972023,1.7744511,728.9953,[-0.914 -0.902 -0.325 -0.602 -0.779],237.53986,-20.059053,-60.786873,0.6581461,,14.527112,170,61.496685,17000,11761.523456335068,0.5974763,,-17.440393,-15.864093,2221.9973,259.01865,5439130,363.13,100.0,99.0,4.0117793e-05,100,-20.802223
-84.1040831190961,21563.799,-0.5137175,2.1612182,2025.4713,[-0.908 -0.892 -0.319 -0.58  -0.761],327.0905,-20.632893,-47.89302,0.66339326,,8.368876,171,32.696583,17100,11896.041825771332,0.7802719,,-17.89742,-15.915122,7542.275,823.9225,5483108,439.78,100.0,99.0,8.159664e-06,100,-21.468407
-90.3563023358363,87487.44,1.01267,1.5313494,2782.3508,[-0.914 -0.889 -0.316 -0.595 -0.755],136.88724,-21.471102,-55.22729,0.65845203,,11.457994,172,56.046394,17200,12013.75052189827,0.6993998,,-18.671139,-16.63552,4216.625,398.8325,5518636,355.28,100.0,99.0,4.490465e-05,100,-22.36873
-72.78362978593059,208764.97,2.608985,4.7877784,5389.9775,[-0.905 -0.887 -0.33  -0.595 -0.76 ],649.9392,-23.377073,-67.35563,0.6630284,,14.794039,173,178.5737,17300,12113.306568861008,1.1101764,,-20.30868,-18.173819,11993.072,956.06976,5553720,350.84,100.0,99.0,6.880417e-06,100,-24.100126
-66.47724840652774,18859.81,6.365961,2.891008,684.143,[-0.904 -0.879 -0.347 -0.598 -0.756],321.6492,-20.971321,-64.8714,0.66894156,,16.78799,174,110.30308,17400,12222.613895893097,0.8704533,,-17.277351,-15.930483,2119.0303,188.46646,5588999,352.79,100.0,99.0,2.3330555e-05,100,-21.631725
-75.40120420628438,98965.75,6.242986,2.1112447,4575.905,[-0.912 -0.879 -0.334 -0.59  -0.75 ],347.22928,-22.259531,-67.703415,0.6663201,,15.629441,175,53.197845,17500,12333.022614717484,0.5908513,,-17.847366,-15.784062,9892.851,1004.67346,5623889,348.9,100.0,99.0,5.5414394e-06,100,-23.008589
-73.55923154789149,39899.31,10.792671,1.6536855,1623.0107,[-0.901 -0.88  -0.347 -0.582 -0.753],412.62515,-20.88194,-64.10124,0.66553867,,13.970177,176,51.61494,17600,12450.972222328186,0.6647172,,-18.651867,-17.171795,2882.3706,326.89407,5662446,385.57,100.0,99.0,5.111917e-06,100,-21.6127
-71.27581002615432,34442.0,3.548057,1.7135346,1175.0743,[-0.896 -0.88  -0.363 -0.581 -0.753],246.39674,-20.822481,-66.183624,0.66844565,,16.280737,177,41.444935,17700,12563.012724876404,0.66722244,,-18.460331,-17.067017,2547.1538,274.62625,5698984,365.38,100.0,99.0,1.6465172e-05,100,-21.530558
-73.07583927288535,967.9498,10.171484,1.6618257,117.5576,[-0.888 -0.88  -0.376 -0.573 -0.751],454.91882,-20.844572,-70.65849,0.6484498,,16.653004,178,46.866333,17800,12681.2357776165,0.7534893,,-19.297075,-18.129215,354.2109,56.0389,5737588,386.04,100.0,99.0,0.000113266426,100,-21.570528
-72.87503975443302,5245.283,3.893394,2.723498,431.61444,[-0.883 -0.882 -0.367 -0.588 -0.77 ],177.78018,-17.946339,-59.857983,0.6477169,,12.227659,179,72.09386,17900,12799.58600950241,0.7707577,,-16.15388,-14.76812,1380.3317,167.44444,5775999,384.11,100.0,99.0,7.145355e-05,100,-18.670301
-79.13315382863539,111986.22,-0.39074853,2.3200057,4886.409,[-0.884 -0.886 -0.36  -0.575 -0.771],369.55225,-21.560844,-68.896255,0.6517977,,12.220346,180,94.40576,18000,12920.8957426548,0.7321895,,-17.716824,-15.645541,13365.426,1189.9962,5815315,393.16,100.0,99.0,5.3511203e-06,100,-22.346977
-72.34996735371317,21263.078,9.569412,2.0673842,1108.6495,[-0.876 -0.881 -0.375 -0.578 -0.767],132.17828,-19.570894,-69.2645,0.650134,,13.090433,181,41.18931,18100,13042.603276014328,0.8292994,,-16.38932,-15.037709,2577.214,283.89508,5855737,404.22,100.0,99.0,1.3128971e-05,100,-20.289642
-73.40099702175172,40112.35,8.723926,1.0990661,1393.0052,[-0.869 -0.883 -0.389 -0.575 -0.769],206.26328,-19.450245,-69.92251,0.6470227,,12.800422,182,22.229874,18200,13163.30236196518,0.56028026,,-17.144863,-15.697964,2688.223,306.1846,5894400,386.63,100.0,99.0,3.6476927e-06,100,-20.17943
-68.93549122064087,43261480.0,6.426913,112.987976,1845745.0,[-0.874 -0.878 -0.373 -0.575 -0.772],194784.42,-17.498373,-74.30055,0.66290414,,14.442272,183,4732.125,18300,13287.577699184418,7.1516623,,13.548364,26.602612,6700923.5,417268.1,5934405,400.05,100.0,99.0,5.467731e-08,100,-18.1832
-71.76526730351699,1185.2095,4.150259,1.2554879,111.614426,[-0.885 -0.869 -0.372 -0.592 -0.756],250.2873,-23.48396,-71.399666,0.6719231,,18.311483,184,33.77607,18400,13386.470091104507,0.7551514,,-19.217564,-17.959759,259.5864,41.685894,5964681,302.76,100.0,99.0,0.00089197553,100,-24.196898
-72.53432947125489,25379.305,13.155798,1.1797829,1076.1091,[-0.891 -0.852 -0.379 -0.567 -0.747],359.10605,-19.245228,-70.93571,0.6694821,,16.220802,185,29.19232,18500,13486.81489276886,0.5510997,,-16.419575,-14.921461,3597.768,283.46255,5999381,347.0,100.0,99.0,5.1585266e-07,100,-19.965803
-74.53482869708029,60373.27,10.359455,1.8274312,3674.749,[-0.928 -0.807 -0.376 -0.533 -0.749],227.22385,-20.670078,-67.116035,0.66796803,,15.502956,186,25.956945,18600,13593.745825529099,0.77258813,,-16.330132,-14.164939,9459.039,1003.03674,6034114,347.33,100.0,99.0,1.1578626e-06,100,-21.41053
-75.39097229640504,39205.28,12.608237,1.5196792,2062.7866,[-0.926 -0.807 -0.362 -0.549 -0.751],650.582,-21.364746,-61.422276,0.6597165,,17.490393,187,33.60711,18700,13694.640377283096,0.7871924,,-17.503204,-15.649709,4935.335,548.0751,6066647,325.33,100.0,99.0,2.0748923e-05,100,-22.113703
-73.67044146258758,88025.57,12.212296,1.354858,2903.0564,[-0.92  -0.816 -0.373 -0.538 -0.759],266.6391,-21.205095,-72.195816,0.6428184,,16.487598,188,17.786478,18800,13798.179137468338,0.6524186,,-17.852274,-16.11803,5899.5376,481.31097,6101244,345.97,100.0,99.0,8.355961e-06,100,-21.93696
-77.27870951810227,81204.94,6.2172213,3.889556,2521.6782,[-0.928 -0.807 -0.356 -0.532 -0.776],306.7126,-19.587122,-62.1606,0.6374509,,13.915331,189,154.93047,18900,13900.953690052032,0.7418561,,-15.287484,-13.464018,4310.647,465.6294,6135777,345.33,100.0,99.0,1.6439222e-05,100,-20.35483
-76.79708214406428,17342.424,3.1818063,1.0843191,1385.4551,[-0.929 -0.802 -0.339 -0.536 -0.781],217.83589,-22.260393,-69.992065,0.63690084,,16.775791,190,24.332409,19000,14001.563488483429,0.57184696,,-18.498781,-16.682974,3867.1794,412.52524,6168079,323.02,100.0,99.0,1.7293243e-05,100,-23.023317
-84.96373156778316,14853.424,4.7618423,3.9316087,829.573,[-0.929 -0.809 -0.336 -0.523 -0.782],308.73126,-21.583591,-65.40697,0.64080673,,12.52539,191,98.246124,19100,14124.779355764389,0.9403708,,-18.958248,-17.189085,2612.3486,284.85236,6207367,392.88,100.0,99.0,5.050073e-06,100,-22.427647
-78.13779507362516,11442.84,5.0547924,1.7360991,449.98407,[-0.924 -0.803 -0.346 -0.531 -0.778],541.8884,-21.483152,-66.19862,0.60155916,,15.76454,192,26.095045,19200,14240.016042232513,0.842307,,-17.30875,-15.728267,585.5236,89.08287,6243838,364.71,100.0,99.0,0.000115975025,100,-22.259396
-70.62506822966569,594.25903,16.264507,0.8750215,47.277115,[-0.968 -0.796 -0.376 -0.528 -0.817],412.66446,-21.738716,-67.93734,0.5900362,,16.342484,193,12.181782,19300,14338.674626350403,0.635442,,-19.845528,-18.830645,119.668594,20.94754,6277432,335.94,100.0,99.0,7.1933864e-05,100,-22.440327
-78.91107997696453,19423.26,1.7466849,1.0132974,1676.4967,[-0.95  -0.789 -0.381 -0.519 -0.829],206.95193,-22.314463,-69.90892,0.590887,,15.7706785,194,20.398472,19400,14441.015743970871,0.48220694,,-18.580229,-16.634308,4919.264,507.091,6311191,337.59,100.0,99.0,1.04831815e-05,100,-23.098389
-70.75852899469287,16456.033,5.6551323,2.247746,1149.864,[-0.951 -0.793 -0.372 -0.506 -0.828],452.35785,-19.177794,-66.90276,0.5898599,,13.63263,195,53.49341,19500,14563.871309518814,0.7700889,,-17.110668,-15.587491,3920.8826,424.77,6352363,411.72,100.0,99.0,2.2448738e-07,100,-19.880732
-76.35490063838157,10294.015,6.8595223,1.9405062,407.40643,[-0.95  -0.787 -0.383 -0.514 -0.829],213.4581,-20.26799,-66.70727,0.58399725,,15.437131,196,59.38361,19600,14672.207547187805,0.78490376,,-17.260635,-15.963135,908.3875,111.57936,6388488,361.25,100.0,99.0,3.070018e-05,100,-21.026524
-76.07031000009998,73.48526,13.8614855,2.043595,9.423964,[-0.935 -0.791 -0.392 -0.511 -0.835],443.184,-21.145933,-68.4321,0.6071615,,15.310764,197,40.34637,19700,14798.666137218475,1.0326855,,-19.934528,-18.949318,24.084995,6.57853,6425191,367.03,100.0,99.0,0.0066802762,100,-21.90164
-73.50633587639186,23661.234,8.025443,1.4150707,1378.1484,[-0.932 -0.8   -0.383 -0.523 -0.812],339.0304,-21.493155,-63.50675,0.585882,,14.365588,198,27.097084,19800,14923.17625117302,0.5975164,,-18.294659,-16.536057,3584.752,398.776,6460934,357.43,100.0,99.0,6.6201176e-07,100,-22.223389
-67.99776742709126,591312.06,5.0171485,0.9210267,10363.09,[-0.947 -0.79  -0.401 -0.526 -0.833],149.60811,-21.819042,-73.59436,0.58515054,,18.497482,199,18.579292,19900,15040.582488059998,0.4812352,,-14.522063,-12.61367,13259.18,967.08466,6494025,330.91,100.0,99.0,9.530193e-06,100,-22.494553
-74.87298139009854,6476.5347,15.957604,1.0858451,429.60208,[-0.946 -0.792 -0.383 -0.522 -0.834],698.5235,-21.496428,-66.51178,0.57057065,,16.978815,200,20.482876,20000,15161.660794258118,0.70745736,,-19.017902,-17.570398,901.6908,124.39203,6528233,342.08,100.0,99.0,3.6071424e-06,100,-22.240238
-76.03639739442504,4190.983,8.108122,1.4485571,270.94598,[-0.929 -0.785 -0.365 -0.532 -0.848],336.066,-21.840479,-69.74041,0.5681714,,16.475489,201,42.470646,20100,15272.007410764694,0.61625427,,-19.429993,-18.019941,629.02966,82.047035,6558764,305.31,100.0,99.0,0.00025445872,100,-22.595846
-74.51560066654243,7745.316,6.4055557,3.8120813,771.8323,[-0.924 -0.791 -0.357 -0.522 -0.851],236.21512,-21.276619,-69.21319,0.5695844,,14.416549,202,133.97275,20200,15401.98571228981,0.80227983,,-17.83145,-16.285404,2287.3093,282.28857,6595267,365.03,100.0,99.0,6.6149523e-06,100,-22.01688
-75.03784349195558,2499079.2,1.5617634,28.28592,135055.27,[-0.927 -0.794 -0.365 -0.508 -0.849],9411.696,-21.824556,-68.46796,0.56720585,,12.324689,203,886.4754,20300,15545.029025793076,2.7160819,,-11.312509,-5.9825897,474247.88,34261.844,6636370,411.03,100.0,99.0,1.574398e-07,100,-22.570004
-75.66213753755855,7246.993,6.9268365,1.0664781,628.331,[-0.925 -0.78  -0.378 -0.512 -0.852],116.11337,-21.406126,-67.863495,0.5354188,,15.045986,204,27.092535,20400,15671.820147037506,0.5397286,,-19.45247,-17.95217,1787.2883,219.90382,6672099,357.29,100.0,99.0,9.1913726e-08,100,-22.157772
-77.93284904002024,1185.6426,7.745543,0.80503017,148.64568,[-0.935 -0.791 -0.386 -0.504 -0.883],298.99185,-20.696356,-62.841503,0.5364366,,14.216947,205,26.881712,20500,15802.898019075394,0.57959896,,-19.73168,-18.48189,435.2824,66.73247,6709448,373.49,100.0,99.0,0.00023169967,100,-21.47056
-79.67893039405212,81072.85,7.5974274,9.4382515,8934.869,[-0.929 -0.796 -0.386 -0.493 -0.882],1065.9312,-19.787548,-64.97898,0.5368839,,12.944982,206,381.53857,20600,15951.64624428749,1.3562366,,-12.074283,-9.499675,36471.61,3397.7354,6753187,437.39,100.0,99.0,1.07397994e-07,100,-20.579102
-77.12580365027794,8349.993,6.5597925,1.6977136,745.00385,[-0.929 -0.789 -0.384 -0.507 -0.882],259.37445,-20.903452,-68.89395,0.5356303,,15.5723915,207,29.78967,20700,16086.756804943085,0.6536281,,-18.48534,-16.922255,2591.3384,291.22092,6792274,390.87,100.0,99.0,1.7037286e-05,100,-21.669641
-79.58538927270642,10877.625,4.310785,0.9914388,1136.1726,[-0.934 -0.794 -0.378 -0.497 -0.883],137.62326,-21.062311,-65.05896,0.5349866,,12.392971,208,15.447748,20800,16235.4498026371,0.5067198,,-18.96497,-17.296577,4189.5254,487.2312,6834768,424.94,100.0,99.0,7.436192e-06,100,-21.852936
-86.45282405573164,21279.285,4.453808,1.3106568,1446.1731,[-0.931 -0.802 -0.381 -0.487 -0.884],136.77495,-20.806128,-63.206238,0.5360757,,9.117035,209,41.07749,20900,16403.558547258377,0.5620071,,-17.45713,-15.687446,5147.5205,551.6854,6882654,478.86,100.0,99.0,3.093943e-05,100,-21.664976
-87.3272698522899,73024.84,0.67039216,0.8947163,2904.3003,[-0.928 -0.8   -0.394 -0.489 -0.883],180.6295,-22.089344,-67.11862,0.5368058,,11.181162,210,19.27016,21000,16543.956845521927,0.5125505,,-18.404203,-16.456951,8465.992,849.171,6924514,418.6,100.0,99.0,2.8313421e-05,100,-22.956875
-79.01076266184894,106456.414,8.75057,1.3651866,3868.0828,[-0.927 -0.784 -0.379 -0.49  -0.882],403.5213,-18.403183,-66.71928,0.53387576,,10.543343,211,19.160372,21100,16694.121950864792,0.6733461,,-15.065732,-13.055339,12419.19,1110.5382,6967061,425.47,100.0,99.0,3.6588276e-06,100,-19.188097
-77.63654185781677,8468.869,15.237374,1.0829424,672.5576,[-0.917 -0.778 -0.39  -0.493 -0.885],219.69693,-18.661194,-67.71456,0.5341198,,12.806102,212,23.25953,21200,16834.955665826797,0.59049577,,-16.157675,-14.652564,2006.1709,257.15997,7007219,401.58,100.0,99.0,2.883014e-05,100,-19.432459
-75.86590052577051,82122.516,16.630981,1.6309092,1488.2611,[-0.917 -0.773 -0.381 -0.502 -0.885],163.47896,-21.36327,-69.5819,0.5267831,,16.73047,213,49.13161,21300,16958.114372491837,0.6424703,,-16.728357,-15.184579,4850.482,310.03537,7042819,356.0,100.0,99.0,2.4419707e-05,100,-22.116941
-81.01573861172737,5638.5034,5.403697,2.0634727,350.4322,[-0.942 -0.758 -0.376 -0.486 -0.892],173.79669,-20.45435,-69.19763,0.5264289,,15.339764,214,59.962105,21400,17084.856630563736,0.6644143,,-17.239153,-15.781494,1138.4563,120.8184,7079661,368.42,100.0,99.0,0.00013883888,100,-21.259184
-76.3481830809732,1527.4465,7.398195,2.622776,210.8271,[-0.944 -0.761 -0.365 -0.479 -0.892],319.6246,-21.633133,-60.93151,0.52886534,,12.888791,215,101.270004,21500,17229.722126960754,0.7550802,,-19.861443,-18.607452,724.9498,106.23322,7121722,420.61,100.0,99.0,2.5137488e-05,100,-22.391596
-77.05165403646006,7663.612,0.67896146,2.402391,275.98343,[-0.944 -0.755 -0.362 -0.489 -0.89 ],406.11923,-20.420378,-71.39948,0.535474,,14.874913,216,57.40015,21600,17359.92104291916,0.8719355,,-18.563995,-17.358686,735.4197,74.37997,7161032,393.1,100.0,99.0,1.6606755e-05,100,-21.185831
-75.65409240464676,4606.0957,10.156516,0.869426,475.12854,[-0.954 -0.743 -0.352 -0.478 -0.883],251.63974,-20.808735,-65.828964,0.5370491,,13.05708,217,12.245289,21700,17493.890687704086,0.48580492,,-19.38992,-17.965353,1466.5931,188.98024,7198789,377.57,100.0,99.0,6.840302e-05,100,-21.560305
-86.2933393122545,2260.0693,4.6202645,0.7435421,285.24777,[-0.95  -0.748 -0.353 -0.466 -0.882],303.1652,-22.804216,-65.46334,0.54514855,,12.862819,218,10.887784,21800,17636.45974969864,0.5189509,,-20.26067,-18.74462,946.9629,132.50444,7239803,410.14,100.0,99.0,6.878741e-05,100,-23.66148
-79.57671654971459,8141.085,-1.4918039,1.1595452,745.0309,[-0.955 -0.752 -0.348 -0.481 -0.874],169.17097,-21.00274,-49.677788,0.5265935,,10.685008,219,25.562424,21900,17772.302592515945,0.5788826,,-18.687763,-17.129692,2504.5127,301.37643,7280479,406.76,100.0,99.0,4.7629997e-06,100,-21.79328
-85.73337270453072,127582.85,6.6723413,1.6386681,2266.8054,[-0.952 -0.741 -0.339 -0.489 -0.892],335.02237,-22.242939,-65.00678,0.5292972,,14.141801,220,39.67182,22000,17893.333211183548,0.6686067,,-18.778015,-16.961899,4353.194,358.46408,7314393,339.14,100.0,99.0,3.08102e-05,100,-23.09464
-77.72294930250986,192055.16,8.307964,2.8855255,4841.778,[-0.926 -0.743 -0.345 -0.491 -0.89 ],444.57513,-21.492512,-67.54912,0.5300868,,15.974109,221,63.09138,22100,18010.199431419373,0.81442297,,-16.389301,-14.053083,11312.42,966.49695,7348836,344.43,100.0,99.0,2.642172e-06,100,-22.264635
-76.2911667966304,8846.854,-1.0028049,2.877395,371.73062,[-0.923 -0.736 -0.358 -0.495 -0.889],150.55963,-23.3177,-70.789375,0.47194004,,17.43457,222,68.80412,22200,18126.651670217514,0.7322936,,-15.814158,-14.188726,810.00165,111.6166,7380426,315.9,100.0,99.0,1.465204e-07,100,-24.075598
-63.111325926736114,490853.0,5.9479795,1.2801218,17208.7,[-0.862 -0.745 -0.334 -0.496 -0.947],366.677,-18.657202,-67.676056,0.461161,,16.266796,223,24.194626,22300,18258.447793245316,0.60399395,,-14.643093,-12.732988,22994.57,2121.7043,7417173,367.47,100.0,99.0,2.7816677e-05,100,-19.284166
-72.43894864797359,218175.6,6.1755724,5.3501143,6587.781,[-0.855 -0.741 -0.347 -0.494 -0.958],458.31577,-19.052032,-64.84039,0.4650866,,14.270882,224,183.47975,22400,18383.2572619915,1.0359343,,-15.259737,-13.03529,18620.781,1397.2682,7453355,361.82,100.0,99.0,4.8381284e-05,100,-19.771662
-67.5678649924639,31393.4,-0.12486447,2.2501879,1064.3904,[-0.859 -0.741 -0.337 -0.483 -0.954],167.9839,-20.189075,-67.72757,0.47151613,,13.607415,225,91.90709,22500,18520.97986459732,0.6828505,,-16.777811,-15.415892,2398.7087,246.82112,7493758,404.03,100.0,99.0,5.4404964e-06,100,-20.860313
-73.686187207758,295.73254,2.9615548,1.8742613,47.056534,[-0.859 -0.741 -0.323 -0.479 -0.947],222.99706,-19.970055,-61.302235,0.47185993,,11.318731,226,39.454884,22600,18666.502310037613,0.7935736,,-19.669483,-18.639212,149.97379,28.099714,7535247,414.89,100.0,99.0,5.7835605e-05,100,-20.702076
-75.24233711667561,13898.371,4.5277977,1.4141502,996.3962,[-0.859 -0.746 -0.327 -0.471 -0.947],150.9415,-20.077166,-61.273724,0.47272393,,9.232033,227,22.860615,22700,18823.018746614456,0.59700185,,-16.827482,-15.305203,3295.2705,378.94397,7580976,457.29,100.0,99.0,2.2620708e-05,100,-20.824646
-69.03789769865621,90948.34,0.07604765,1.3216748,5188.526,[-0.855 -0.744 -0.338 -0.476 -0.946],213.13425,-20.752487,-62.580788,0.46720386,,12.07267,228,26.151648,22800,18962.397668600082,0.610046,,-16.32864,-14.498885,13815.085,1374.6428,7622257,412.81,100.0,99.0,2.6230784e-06,100,-21.438332
-74.14846616513618,354495.84,3.6028433,7.262828,15766.75,[-0.85  -0.741 -0.35  -0.479 -0.952],1048.0305,-18.570568,-65.51905,0.46573952,,13.072538,229,273.44894,22900,19105.635774374008,1.4146985,,-14.582438,-11.88766,47534.336,4112.814,7663352,410.95,100.0,99.0,3.9853603e-07,100,-19.30718
-72.51034218978698,229589.56,12.780009,2.058511,6272.566,[-0.854 -0.742 -0.34  -0.491 -0.953],556.86523,-21.4889,-69.670906,0.45881078,,16.858622,230,42.925842,23000,19229.43726325035,0.75669295,,-19.120768,-17.268362,8417.322,840.7248,7699356,360.04,100.0,99.0,3.9597708e-06,100,-22.20924
-66.33205191286736,69476.945,5.899155,3.5593219,2830.5183,[-0.856 -0.745 -0.357 -0.491 -0.96 ],366.1905,-18.545551,-61.273903,0.45578972,,14.9487,231,94.80287,23100,19360.66542696953,0.87016624,,-15.450942,-13.977171,5674.9316,520.84375,7737200,378.44,100.0,99.0,2.3099938e-06,100,-19.204514
-68.30783527446532,73958.46,8.883488,1.5489017,3726.9307,[-0.86  -0.743 -0.343 -0.494 -0.963],331.74234,-17.98161,-64.634575,0.45377368,,12.660074,232,44.66411,23200,19493.690652132034,0.6477925,,-15.250607,-13.412943,11711.992,1046.9955,7775802,386.02,100.0,99.0,4.370007e-06,100,-18.6602
-71.6307661164855,149506.25,6.1587224,6.0939007,3968.7178,[-0.852 -0.736 -0.352 -0.5   -0.965],710.1988,-22.055273,-73.27343,0.44700438,,19.21862,233,213.33221,23300,19608.058116436005,1.1865305,,-15.927048,-13.785331,11027.603,661.4556,7808096,322.94,100.0,99.0,1.7256949e-05,100,-22.766874
-60.340995048277385,138293.48,0.85604095,1.0157897,2814.1528,[-0.859 -0.727 -0.337 -0.49  -0.972],163.20348,-16.404394,-70.0084,0.4444943,,14.346214,234,19.312876,23400,19738.271958351135,0.53784585,,-13.331051,-11.879896,5104.0107,515.2485,7845104,370.08,100.0,99.0,1.0573113e-05,100,-17.00384
-77.72494757021343,37539.062,7.6562166,0.96625847,2189.8574,[-0.86  -0.724 -0.349 -0.477 -0.974],670.1019,-20.332142,-67.28853,0.44089988,,14.415756,235,19.10488,23500,19868.30208826065,0.5354432,,-18.424706,-16.467735,7019.759,697.5379,7882728,376.24,100.0,99.0,4.4959756e-07,100,-21.104284
-73.82547919904675,16564.645,2.5953522,1.1920455,559.8166,[-0.854 -0.71  -0.353 -0.481 -0.978],788.26733,-20.622765,-69.77657,0.4347236,,15.994866,236,16.57136,23600,19964.86617898941,0.60299397,,-18.128197,-16.602512,1326.0023,127.97842,7913231,305.03,100.0,99.0,2.9554977e-07,100,-21.356167
-70.48986430239354,6042.0874,5.800062,1.6226659,418.0046,[-0.856 -0.713 -0.364 -0.492 -0.984],443.721,-22.949295,-67.50292,0.4344128,,19.192984,237,36.490627,23700,20067.622651338577,0.75363547,,-18.78383,-17.436808,983.42865,125.93374,7942904,296.73,100.0,99.0,0.00015912567,100,-23.649559
-67.7361821439411,24699.734,11.421538,1.0475742,1422.5479,[-0.854 -0.717 -0.37  -0.482 -0.985],395.87613,-19.843294,-67.073555,0.43350258,,17.363327,238,15.070899,23800,20179.761143922806,0.5352175,,-14.350872,-12.786474,3465.4954,371.75095,7974758,318.54,100.0,99.0,1.1665061e-05,100,-20.516205
-74.06270378974678,41255.3,4.831741,1.4659573,1556.1306,[-0.85  -0.724 -0.363 -0.474 -0.985],427.68347,-19.810942,-71.36969,0.4347961,,15.245543,239,30.73301,23900,20312.73942422867,0.6961869,,-17.445793,-15.823379,2879.5476,313.8398,8011281,365.23,100.0,99.0,4.3906457e-05,100,-20.546701
-74.78915101280785,9544.826,0.13296555,2.780738,384.97247,[-0.852 -0.726 -0.349 -0.476 -0.984],411.15674,-20.474401,-68.78489,0.4348087,,13.977324,240,68.09871,24000,20441.43505215645,0.7901761,,-19.863388,-18.556438,868.7037,111.49246,8048836,375.55,100.0,99.0,3.8378006e-05,100,-21.217379
-68.81183849884118,115049.55,1.9234416,15.783603,2737.1655,[-0.854 -0.725 -0.338 -0.481 -0.984],229.75635,-19.634174,-59.850803,0.43287903,,13.3812895,241,904.1484,24100,20571.63846206665,1.2899693,,-15.444565,-13.797062,7261.413,556.5967,8086409,375.73,100.0,99.0,2.446647e-05,100,-20.317772
-74.07231965525962,12470.557,12.672886,1.7196196,688.9484,[-0.851 -0.725 -0.351 -0.487 -0.986],629.00854,-20.740595,-63.00833,0.44116223,,15.977309,242,61.995827,24200,20690.480563163757,0.66451466,,-17.76785,-16.247858,2096.062,210.42276,8119512,331.03,100.0,99.0,0.00011240953,100,-21.476452
-71.90256624922797,30819.479,2.0261178,2.5274255,2098.8984,[-0.863 -0.717 -0.347 -0.47  -0.978],294.73514,-20.519348,-67.00174,0.44497883,,15.15015,243,70.01822,24300,20822.808773994446,0.7107682,,-16.304014,-14.242671,6461.2607,720.1851,8156922,374.1,100.0,99.0,1.3552849e-05,100,-21.233652
-67.6350676607443,71866.305,4.5532966,1.9581819,2931.861,[-0.873 -0.696 -0.352 -0.443 -0.974],328.90344,-18.657135,-71.998245,0.44098598,,13.689852,244,48.445942,24400,20969.303377389908,0.75671375,,-16.497162,-15.020761,7240.076,710.7624,8198273,413.51,100.0,99.0,2.230077e-06,100,-19.329042
-79.90390699455072,224.35603,10.237307,1.012291,31.749344,[-0.88  -0.694 -0.34  -0.447 -0.978],169.95676,-21.08198,-68.16504,0.44138813,,13.12232,245,17.186302,24500,21098.278099775314,0.6742208,,-20.697205,-19.616196,88.61589,17.599623,8235982,377.09,100.0,99.0,8.746289e-06,100,-21.875769
