EpRewMean,Iteration,MeanEntropy,ReturnMeanIW,MinD2w0t,MeanIW,MeanD2w0t,InitialReturnMax,InitialBound,InitialReturnMean,TimestepsSoFar,InitialReturnMin,TimeElapsed,MinIW,J_sample_variance,StdIW,Bound,Weights,StdD2w0t,EpThisIter,ReturnStepMaxmin,ReturnStepMax,EpLenMean,InitialReturnStd,EntropyCoefficient,MaxIW,EpisodesSoFar,MaxD2w0t,EmpiricalD2
-108.11662992608566,163,-0.07019752,-33.688137,,0.32394812,1.314501,-83.68448,-94.37192,-93.705536,269973,-97.74484,2132.242206096649,4.6233085e-06,13925.405,1.331715,-41.520294,[-0.325  1.006 -0.666  0.392 -1.488],20.251375,100,99.36869,100.0,16.04,2.650409,,13.721231,16300,1078.7664,302.87085
-108.15148176564517,164,-0.07204376,-36.015438,,0.3604206,2.0786443,-84.76135,-94.121414,-93.41455,271616,-97.54013,2145.5536637306213,8.968755e-05,6646.6665,0.9133054,-48.488907,[-0.316  1.026 -0.678  0.39  -1.489],34.96278,100,99.348305,100.0,16.43,2.8549461,,21.167326,16400,2195.5903,443.95712
-108.39364305224555,165,-0.07507325,-34.165844,,0.33146882,3.8649545,-83.84977,-93.96443,-93.27546,273301,-98.47277,2161.018219232559,4.4994544e-05,3922.2568,0.7274445,-47.775715,[-0.31   1.036 -0.702  0.388 -1.491],63.721756,100,99.392525,100.0,16.85,2.9386516,,13.8350525,16500,3426.4216,925.159
-108.64260058737955,166,-0.07729912,-58.089504,,0.5815172,3.923404,-87.40472,-94.71895,-93.908165,274936,-97.21547,2175.4373145103455,9.960879e-05,10324.529,1.2136272,-66.37514,[-0.321  1.023 -0.682  0.392 -1.494],170.96297,100,99.42442,100.0,16.35,2.2738051,,36.250473,16600,27741.883,831.88666
-107.91800110268223,167,-0.07870682,-37.035408,,0.37013796,1.6718234,-85.087364,-93.84981,-93.09337,276595,-97.250824,2188.66800737381,9.3224284e-05,6206.6167,0.92533916,-45.400917,[-0.304  1.051 -0.658  0.362 -1.496],24.590534,100,99.39671,100.0,16.59,2.884956,,41.47716,16700,996.616,351.86234
-108.27123868033033,168,-0.07858323,-52.853657,,0.53648955,1.8019338,-87.67064,-94.29824,-93.62029,278228,-97.64679,2200.5341489315033,3.584723e-05,24453.084,1.7088318,-64.14343,[-0.294  1.062 -0.676  0.357 -1.498],30.55037,100,99.36435,100.0,16.33,2.3683705,,35.45691,16800,2971.3376,464.4873
-107.91145420108911,169,-0.07878855,-46.07374,,0.45994496,1.8299559,-83.10946,-93.59405,-92.837654,279916,-97.768425,2213.998545408249,1.4157276e-06,18543.643,1.5666381,-54.95323,[-0.284  1.076 -0.698  0.363 -1.498],30.041998,100,99.365555,100.0,16.88,3.1910994,,91.25402,16900,1476.2549,553.65894
-108.33334988855393,170,-0.08150526,-48.179638,,0.49436536,1.0177015,-85.45711,-94.00971,-93.353004,281586,-97.56375,2228.826329946518,0.00020340571,3175.365,0.684685,-54.779636,[-0.322  1.05  -0.7    0.366 -1.498],24.453386,100,99.35412,100.0,16.7,2.5681381,,31.930952,17000,2345.4128,91.48142
-107.68144644625511,171,-0.07413362,-63.223843,,0.66396314,1.0771923,-84.532455,-94.10109,-93.406815,283181,-97.29905,2242.818192243576,0.001953628,6755.351,0.91867775,-69.542015,[-0.334  1.03  -0.721  0.336 -1.5  ],26.039244,100,99.36626,100.0,15.95,2.5829928,,10.51173,17100,1950.8458,65.88089
-108.42339973810874,172,-0.08566599,-70.82972,,0.74870265,0.68898916,-84.65061,-94.39526,-93.71637,284817,-97.80315,2257.449875831604,0.0009716848,12927.859,1.2761931,-76.234055,[-0.382  1.099 -0.684  0.341 -1.493],32.11274,100,99.360176,100.0,16.36,2.7535093,,11.630472,17200,4518.7246,85.33479
-108.17157541349836,173,-0.10302165,-27.110992,,0.2522806,2.056317,-82.95619,-94.21145,-93.54474,286446,-97.419205,2269.6559422016144,4.8010133e-05,4717.317,0.85656196,-35.13608,[-0.362  1.07  -0.714  0.324 -1.505],59.22257,100,99.38293,100.0,16.29,2.6808748,,53.793045,17300,10427.363,727.34705
-108.17732314189828,174,-0.10657215,-38.114872,,0.3711918,2.7072914,-84.446846,-94.20653,-93.55077,288076,-97.49836,2282.4090161323547,2.3031318e-05,7775.573,0.98428637,-47.99462,[-0.312  1.097 -0.71   0.329 -1.522],47.22849,100,99.35504,100.0,16.3,2.8390021,,16.706495,17400,2638.4587,726.17944
-108.1367475238646,175,-0.105407745,-27.820892,,0.2632353,2.523137,-86.72903,-94.22692,-93.582825,289697,-97.41144,2294.0902755260468,2.7611843e-05,2103.0159,0.60780716,-37.205383,[-0.325  1.071 -0.704  0.33  -1.526],38.090855,100,99.36976,100.0,16.21,2.3690617,,37.31341,17500,2239.251,672.4479
-108.16823072369327,176,-0.106878124,-62.707005,,0.645863,0.81732273,-82.711876,-94.10896,-93.43166,291339,-97.88459,2306.294406890869,0.00038144138,8971.1045,1.0773069,-67.984726,[-0.338  1.057 -0.683  0.326 -1.524],11.726151,100,99.39779,100.0,16.42,2.8752089,,17.656332,17600,432.37323,83.69851
-108.07155409060074,177,-0.11328097,-38.754684,,0.38720322,3.8120394,-83.653984,-93.54265,-92.855736,293040,-97.2632,2317.827260494232,6.026433e-05,7876.425,1.042007,-51.139076,[-0.337  1.052 -0.679  0.35  -1.526],65.313805,100,99.3687,100.0,17.01,3.0365853,,19.685564,17700,2713.643,1270.039
-108.3558793470057,178,-0.1167656,-44.253002,,0.4384201,2.931749,-87.058586,-94.05316,-93.39635,294708,-97.25121,2333.312705039978,5.8602322e-06,9412.069,1.136319,-54.21771,[-0.3    1.078 -0.678  0.35  -1.532],46.896687,100,99.397385,100.0,16.68,2.5189385,,27.766312,17800,2715.1187,765.5206
-108.25523279676858,179,-0.12152132,-32.584908,,0.30505395,2.8075004,-84.48934,-94.32258,-93.65534,296333,-97.44876,2347.087157726288,2.7415364e-05,5703.0776,0.84376824,-44.409954,[-0.289  1.096 -0.694  0.35  -1.536],49.57949,100,99.35883,100.0,16.25,2.7427402,,38.91825,17900,3585.1755,818.2837
-108.02630903603358,180,-0.12681504,-25.657423,,0.23684941,1.0999246,-82.56281,-93.59273,-92.86854,298030,-97.636826,2362.8254725933075,0.00012183544,2094.9749,0.5237006,-32.442177,[-0.278  1.121 -0.705  0.355 -1.54 ],14.650415,100,99.37214,100.0,16.97,3.1021779,,5.915246,18000,626.8897,243.48619
-108.67203407728344,181,-0.12749848,-27.80373,,0.25654697,2.1165812,-84.32484,-94.407295,-93.69703,299694,-97.80425,2374.0615649223328,0.00012803728,2993.5024,0.6175918,-36.89588,[-0.293  1.111 -0.688  0.357 -1.546],35.752724,100,99.35709,100.0,16.64,2.754786,,8.1607,18100,2033.7792,565.4193
-108.45034930431129,182,-0.12308887,-75.59921,,0.7955685,0.26365188,-82.35805,-94.309525,-93.62019,301343,-97.825096,2385.46689081192,0.0030832011,8332.302,1.01487,-80.135864,[-0.275  1.135 -0.692  0.354 -1.546],5.2871337,100,99.39045,100.0,16.49,2.948933,,13.173899,18200,383.53174,16.688704
-108.66607230759831,183,-0.12866181,-61.627552,,0.63286924,0.9286692,-83.81848,-94.19945,-93.40839,303040,-97.557465,2398.4996852874756,1.8263414e-06,7264.284,0.94704664,-67.79229,[-0.259  1.144 -0.673  0.368 -1.542],13.9766,100,99.36056,100.0,16.97,2.710354,,13.093756,18300,602.11523,85.54893
-108.99713461969166,184,-0.19091816,-50.49117,,0.50761473,2.0077837,-85.019264,-94.79797,-94.126175,304687,-97.518654,2412.9427392482758,2.9236655e-05,5568.9023,0.8462686,-57.819614,[-0.254  1.142 -0.661  0.389 -1.548],45.024067,100,99.41437,100.0,16.47,2.500448,,9.652567,18400,3430.5186,285.57025
-107.8926928782747,185,-0.19311276,-40.79492,,0.40391618,2.5328946,-83.37259,-93.94757,-93.28257,306321,-97.29399,2427.217746257782,9.833177e-05,6136.175,0.8810037,-48.833027,[-0.261  1.166 -0.661  0.371 -1.61 ],50.232277,100,99.375305,100.0,16.34,2.6620615,,12.790799,18500,4698.1074,485.30585
-108.29878641353231,186,-0.19384699,-61.021454,,0.6303829,0.8158065,-85.99078,-94.4301,-93.762596,307937,-97.55877,2441.03875207901,0.00032741175,6102.637,0.86653465,-67.30527,[-0.254  1.183 -0.664  0.358 -1.612],15.036602,100,99.36943,100.0,16.16,2.535505,,7.4201446,18600,816.2565,68.27613
-108.22877144322814,187,-0.19469185,-34.02261,,0.33762822,1.6661681,-85.30248,-93.9279,-93.1853,309618,-97.384964,2453.9222252368927,0.00012528151,4858.007,0.93564326,-42.56077,[-0.263  1.181 -0.67   0.331 -1.613],26.013819,100,99.35974,100.0,16.81,2.8175914,,38.27182,18700,1300.2737,498.36038
-108.16377567511314,188,-0.20191431,-51.04018,,0.5234691,6.995195,-86.96491,-94.21698,-93.572716,311244,-97.81254,2464.912654876709,1.8837238e-05,17625.729,1.474282,-67.19859,[-0.291  1.162 -0.664  0.33  -1.614],155.49295,100,99.3462,100.0,16.26,2.3932185,,31.493223,18800,12503.066,1393.0266
-108.7714524448703,189,-0.20308805,-36.261925,,0.3411391,1.9004909,-85.16073,-94.67262,-94.01326,312881,-97.351204,2475.9560203552246,5.3235708e-05,4461.0513,0.7596367,-44.65198,[-0.284  1.158 -0.701  0.341 -1.621],32.685104,100,99.42679,100.0,16.37,2.660973,,20.531765,18900,2025.6918,449.1716
-108.01987314254129,190,-0.2065042,-32.975956,,0.31138498,2.3820884,-83.71385,-94.06126,-93.374664,314517,-97.516136,2489.6684687137604,1.19643055e-05,6255.5264,0.91331804,-42.251465,[-0.274  1.176 -0.71   0.337 -1.622],95.41537,100,99.35721,100.0,16.36,3.0448248,,43.456303,19000,14612.84,747.36206
-108.40882182387777,191,-0.22016944,-25.1579,,0.23090418,3.396613,-86.023125,-94.304405,-93.60543,316165,-97.15706,2506.890201330185,1.891156e-05,2191.923,0.5488532,-33.966553,[-0.254  1.207 -0.705  0.337 -1.625],115.37087,100,99.36823,100.0,16.48,2.4445527,,16.43753,19100,16439.61,1205.559
-108.32398623059481,192,-0.22391322,-34.482574,,0.3339733,1.741508,-83.181564,-94.10821,-93.440544,317823,-97.5582,2522.1852009296417,4.357063e-05,3825.49,0.7109154,-44.00589,[-0.195  1.21  -0.716  0.343 -1.639],25.305729,100,99.35528,100.0,16.58,2.7426462,,10.872837,19200,1940.0599,371.83118
-108.70429134940272,193,-0.22680649,-37.47353,,0.35710844,2.450221,-84.34364,-94.413055,-93.72211,319489,-97.59746,2538.3071179389954,7.552157e-06,4957.467,0.7909461,-47.551716,[-0.21   1.213 -0.689  0.342 -1.643],41.96233,100,99.39267,100.0,16.66,2.7323804,,13.195184,19300,2249.0735,640.66943
-107.94111221898036,194,-0.22887924,-61.659534,,0.6393327,0.78168094,-82.99125,-94.11659,-93.401886,321112,-97.26886,2552.127291202545,8.9803696e-05,7437.8057,0.96361417,-66.68733,[-0.199  1.236 -0.694  0.34  -1.646],13.574103,100,99.36078,100.0,16.23,2.762641,,9.396485,19400,977.06335,80.68876
-108.24455987528434,195,-0.22871621,-47.205044,,0.48217753,2.4711838,-86.61995,-94.05126,-93.37349,322770,-97.567406,2566.2904872894287,8.633916e-05,16848.63,1.5375959,-57.27603,[-0.201  1.227 -0.699  0.366 -1.648],39.239765,100,99.389244,100.0,16.58,2.5943954,,25.119616,19500,2949.6587,533.9122
-108.37306437041556,196,-0.23022513,-58.25382,,0.61325264,0.420292,-84.34918,-93.822105,-93.13327,324472,-97.6298,2575.867523908615,0.00216788,5285.0215,0.8359421,-65.03234,[-0.193  1.228 -0.725  0.365 -1.648],10.706789,100,99.368355,100.0,17.02,2.636483,,8.925033,19600,1916.9282,49.245167
-108.07066326946129,197,-0.23107032,-57.51288,,0.59235173,1.2401484,-82.97625,-94.27186,-93.575066,326087,-97.87699,2586.268705844879,3.978032e-05,32785.01,2.0830493,-67.228806,[-0.174  1.218 -0.743  0.394 -1.649],22.178368,100,99.385635,100.0,16.15,2.782579,,38.13933,19700,2887.2095,316.23645
-108.27165580414196,198,-0.23263171,-90.5608,,0.9636346,0.037015565,-87.64426,-94.45773,-93.812836,327694,-97.389824,2597.4966752529144,0.17233899,2041.078,0.4846974,-91.26094,[-0.165  1.232 -0.758  0.399 -1.65 ],0.2057769,100,99.39323,100.0,16.07,2.3806787,,4.4800344,19800,2.2866185,1.2310731
-108.04362074592804,199,-0.23989959,-65.76036,,0.68881017,3.2577722,-85.33139,-94.455,-93.75839,329284,-97.58177,2609.5908448696136,6.036663e-06,13806.172,1.3191075,-73.22653,[-0.17   1.229 -0.767  0.405 -1.652],75.33867,100,99.3589,100.0,15.9,2.5072641,,11.9969845,19900,5505.33,427.22577
-107.87238281349374,200,-0.23547427,-47.835873,,0.49289897,4.3572087,-85.506584,-94.06816,-93.40328,330899,-97.8044,2622.76437830925,8.234785e-05,8337.301,1.0508695,-57.917336,[-0.178  1.251 -0.757  0.382 -1.659],142.96893,100,99.37453,100.0,16.15,2.5516062,,23.74654,20000,16905.6,1159.5145
-107.97360742241506,201,-0.2442622,-28.217785,,0.27023116,1.9680218,-89.113754,-94.43755,-93.783035,332478,-96.92653,2638.6499457359314,2.9672805e-05,3502.9302,0.6686682,-38.058525,[-0.16   1.258 -0.778  0.394 -1.654],31.928568,100,99.385216,100.0,15.79,1.8990092,,11.592031,20100,2579.7488,335.1457
-107.7541420741542,202,-0.24108627,-59.423954,,0.6220879,0.13842654,-84.255066,-93.976494,-93.26303,334096,-97.429756,2650.758367538452,0.005157765,2926.2632,0.62503004,-64.84741,[-0.153  1.252 -0.806  0.387 -1.663],6.226765,100,99.36815,100.0,16.18,2.7588315,,5.859796,20200,1216.6611,26.456276
-108.30552583696432,203,-0.2460837,-80.49198,,0.858069,0.08975178,-86.30564,-94.10001,-93.34086,335767,-97.34794,2665.098460674286,0.0076016113,7098.4546,0.91184753,-83.243805,[-0.165  1.233 -0.81   0.372 -1.66 ],0.8912352,100,99.42799,100.0,16.71,2.4802053,,10.899952,20300,53.257717,3.39906
-108.10655602978015,204,-0.24669409,-39.798336,,0.39093086,2.7473898,-84.67728,-93.99983,-93.29326,337421,-97.54916,2678.7174406051636,3.6032383e-05,6471.955,0.8975938,-50.120316,[-0.173  1.222 -0.833  0.379 -1.665],46.2249,100,99.36375,100.0,16.54,2.7664616,,10.754395,20400,2697.6685,582.8903
-108.31862545097022,205,-0.2569192,-49.435463,,0.4955564,1.4335052,-85.97673,-94.268936,-93.57055,339063,-97.67048,2692.7537004947662,5.8658043e-05,23604.803,1.714014,-56.33655,[-0.169  1.235 -0.846  0.373 -1.666],22.143185,100,99.37508,100.0,16.42,2.5533116,,16.027819,20500,903.0759,367.31747
-108.36869171829063,206,-0.25865963,-40.410984,,0.4092922,2.2915525,-86.05631,-94.46049,-93.781944,340686,-97.93591,2708.536810398102,0.00016338122,2701.0557,0.58280593,-47.437145,[-0.187  1.219 -0.838  0.376 -1.676],53.183598,100,99.378174,100.0,16.23,2.4025054,,15.276446,20600,3254.4111,221.96857
-107.86330548196837,207,-0.25695804,-54.47516,,0.55386037,1.8203906,-86.05218,-94.19381,-93.53996,342284,-97.273285,2723.1438372135162,0.00032576662,13608.138,1.2911098,-62.152466,[-0.174  1.208 -0.857  0.41  -1.678],28.903069,100,99.38846,100.0,15.98,2.4714487,,9.637583,20700,1299.8677,281.39642
-107.96278853340607,208,-0.26025334,-27.286045,,0.24685094,2.1126828,-86.14453,-94.323494,-93.599724,343885,-97.3949,2735.6621742248535,9.6517826e-05,2043.5356,0.5764673,-38.43774,[-0.171  1.211 -0.873  0.397 -1.676],34.556267,100,99.40344,100.0,16.01,2.5749066,,31.717623,20800,2808.286,575.9683
-108.13006635268086,209,-0.2625709,-67.7422,,0.7011897,1.2901022,-85.74789,-93.7779,-93.10084,345562,-97.23955,2751.1271200180054,7.343319e-05,13946.562,1.3498938,-73.26648,[-0.162  1.229 -0.884  0.401 -1.679],21.019598,100,99.35797,100.0,16.77,2.7496026,,50.245136,20900,1077.8049,158.39539
-108.50800604298715,210,-0.26883382,-87.91413,,0.9362982,0.04466226,-87.249,-94.66732,-93.906746,347184,-97.57057,2764.2451140880585,0.06459814,3216.3835,0.60975635,-88.95204,[-0.173  1.23  -0.878  0.423 -1.681],0.2630124,100,99.343575,100.0,16.22,2.207478,,5.2615747,21000,9.627067,1.5711287
-107.76411950612244,211,-0.26964462,-56.331135,,0.5737483,1.7302029,-82.03284,-93.92252,-93.25832,348805,-98.42861,2775.5455322265625,8.3571365e-05,15000.945,1.3638409,-64.43909,[-0.171  1.239 -0.865  0.415 -1.688],56.422234,100,99.35598,100.0,16.21,2.7424717,,18.07195,21100,10480.131,404.0569
-108.39327161884086,212,-0.27053598,-36.488728,,0.35659117,4.362949,-87.01526,-94.219925,-93.551834,350458,-97.55868,2788.676245212555,1.7414637e-05,8555.124,1.081449,-49.021023,[-0.159  1.265 -0.858  0.406 -1.689],79.626274,100,99.362526,100.0,16.53,2.529314,,19.179237,21200,4506.6616,1117.3306
-108.64747118853927,213,-0.26712728,-63.168095,,0.6451234,1.5768316,-86.50504,-94.53476,-93.743835,352114,-97.34756,2801.8607902526855,4.493361e-05,8136.2065,0.99207085,-69.36475,[-0.166  1.248 -0.847  0.409 -1.689],27.184694,100,99.399635,100.0,16.56,2.2791064,,15.224125,21300,1630.5057,157.75479
-108.42493071504738,214,-0.27054247,-53.882072,,0.55181634,4.553487,-88.16496,-94.22363,-93.566376,353770,-97.56674,2814.248176574707,7.2164315e-05,37221.38,2.1993797,-64.38222,[-0.17   1.253 -0.848  0.385 -1.686],78.80958,100,99.39161,100.0,16.56,2.3703222,,26.942083,21400,4367.0605,802.3443
-108.25659880343312,215,-0.2733519,-39.280453,,0.3962582,5.624246,-86.737595,-94.469536,-93.82473,355376,-97.748474,2827.799026966095,7.1040668e-06,9944.392,1.2136323,-52.213974,[-0.17   1.26  -0.864  0.374 -1.689],127.769936,100,99.40499,100.0,16.06,2.3018107,,84.351395,21500,12193.322,1600.9094
-108.54010086562613,216,-0.27706563,-67.48187,,0.71528065,2.024723,-86.518394,-94.16723,-93.477325,357052,-98.87943,2841.7580745220184,0.00015227818,18412.248,1.5850533,-73.21643,[-0.17   1.241 -0.847  0.364 -1.692],76.042564,100,99.36992,100.0,16.76,2.724814,,21.462128,21600,8917.933,476.9423
-107.91077477992418,217,-0.28036025,-34.90535,,0.34102747,1.8212211,-85.15205,-94.35297,-93.67728,358641,-97.49234,2855.941996574402,3.5691068e-05,3751.517,0.70916337,-46.644417,[-0.162  1.249 -0.867  0.382 -1.696],36.708652,100,99.40261,100.0,15.89,2.5754192,,21.663385,21700,3907.0964,501.50986
-107.82063670434196,218,-0.2797846,-26.097597,,0.24416016,2.1528876,-83.735504,-93.85011,-93.185555,360277,-97.83244,2872.1935498714447,0.00012684197,2407.839,0.5743122,-35.344154,[-0.17   1.235 -0.851  0.375 -1.699],34.68416,100,99.360146,100.0,16.36,2.7718813,,7.9461164,21800,1563.6339,576.83435
-108.03207677092485,219,-0.28405708,-41.868523,,0.41836405,2.6462843,-85.80835,-93.83783,-93.131744,361941,-97.50861,2884.032655954361,4.4795754e-05,8129.2544,1.0540391,-52.586723,[-0.181  1.217 -0.842  0.374 -1.699],42.002163,100,99.38309,100.0,16.64,2.715091,,12.830481,21900,1972.8915,716.6133
-108.34269344238436,220,-0.28616598,-27.994476,,0.26544043,2.7350113,-84.94104,-94.57236,-93.92703,363543,-97.463776,2897.224775791168,3.166293e-05,2610.4148,0.575813,-38.849968,[-0.194  1.201 -0.831  0.375 -1.703],45.10921,100,99.35855,100.0,16.02,2.4402595,,12.037237,22000,2992.083,679.59204
-108.4234499302565,221,-0.28451738,-39.25128,,0.38621134,2.8773658,-84.73354,-94.211845,-93.45976,365210,-97.44199,2908.6635501384735,2.8234913e-06,18987.639,1.6045146,-49.69126,[-0.201  1.191 -0.812  0.373 -1.705],46.59432,100,99.38188,100.0,16.67,2.6333888,,31.786415,22100,2063.1172,837.79736
-108.56348501696326,222,-0.28881022,-33.901382,,0.32529128,1.9834121,-86.39983,-94.350105,-93.69201,366863,-97.52181,2920.6115584373474,2.9589217e-05,3736.7068,0.6874317,-43.758377,[-0.183  1.211 -0.818  0.373 -1.703],32.094658,100,99.3837,100.0,16.53,2.5351253,,8.44264,22200,2111.1755,469.934
-108.27122546165128,223,-0.29334188,-31.617922,,0.3192741,1.0845978,-80.695076,-94.33677,-93.638695,368493,-97.559845,2933.8610274791718,3.538e-05,7347.4604,0.9825262,-38.483196,[-0.176  1.224 -0.832  0.372 -1.708],16.81191,100,99.37438,100.0,16.3,2.6363862,,9.286696,22300,1677.1423,141.91003
-108.72806506697405,224,-0.31240985,-52.051556,,0.5489624,4.282402,-85.56169,-94.3273,-93.64649,370170,-97.41438,2948.762259721756,8.5759464e-05,8717.063,1.047711,-61.39768,[-0.16   1.21  -0.862  0.368 -1.712],132.09828,100,99.377525,100.0,16.77,2.5854392,,16.848999,22400,7935.065,262.66843
-107.84789621384654,225,-0.31540442,-71.04194,,0.7372464,0.2733557,-82.97091,-94.244934,-93.54006,371766,-97.23563,2964.113065958023,0.00013188661,6412.137,0.87460715,-73.84489,[-0.154  1.226 -0.824  0.357 -1.731],3.8749912,100,99.388,100.0,15.96,2.279866,,5.005633,22500,183.6669,21.18391
-108.56237138456663,226,-0.3111649,-39.500507,,0.38866305,4.3414745,-85.44091,-94.164566,-93.484795,373445,-97.67813,2975.6500930786133,9.309502e-05,5470.423,0.8520547,-48.236504,[-0.148  1.214 -0.835  0.38  -1.734],168.80806,100,99.378586,100.0,16.79,2.7009523,,9.496985,22600,29218.504,1111.6605
-107.75783835466228,227,-0.30883798,-56.55525,,0.5819192,3.4499912,-87.69945,-94.34216,-93.700325,375013,-97.4161,2989.2008168697357,1.0971224e-05,19450.932,1.585946,-66.433975,[-0.16   1.186 -0.847  0.391 -1.73 ],64.44913,100,99.36142,100.0,15.68,2.3110173,,16.906752,22700,3526.8435,459.42328
-108.37863566215766,228,-0.3159244,-34.90882,,0.34139675,1.8595041,-81.35627,-94.314476,-93.63586,376652,-97.49734,3001.146627664566,0.00039002957,6825.106,0.9600475,-44.9964,[-0.153  1.183 -0.833  0.407 -1.728],28.70649,100,99.372765,100.0,16.39,3.0370834,,27.207283,22800,1969.4307,486.95642
-108.26211526888775,229,-0.31778038,-39.928593,,0.39442286,2.3359318,-85.33004,-94.27164,-93.573616,378289,-97.312904,3013.038545846939,3.4045614e-05,17393.81,1.835552,-51.29878,[-0.139  1.194 -0.847  0.408 -1.735],46.840565,100,99.37135,100.0,16.37,2.5315123,,232.14494,22900,4040.096,697.7196
-107.83166025265095,230,-0.3204286,-35.6516,,0.3458379,3.4353585,-83.037125,-93.9058,-93.2204,379923,-97.36374,3028.033373117447,4.0080772e-07,8497.644,1.0710579,-47.841503,[-0.125  1.212 -0.857  0.415 -1.737],55.76893,100,99.35161,100.0,16.34,2.5573103,,11.98747,23000,2696.3748,718.08734
-108.73269114880758,231,-0.3223585,-34.712193,,0.33497187,4.814401,-85.989235,-94.704895,-94.03471,381554,-97.61101,3041.639118909836,3.0311045e-05,6841.2344,0.9692696,-48.801804,[-0.112  1.214 -0.874  0.406 -1.739],103.44038,100,99.4133,100.0,16.31,2.450282,,16.018826,23100,6878.513,1632.3192
-107.86928103716438,232,-0.32617956,-49.042957,,0.5006166,3.0469205,-86.162834,-94.2445,-93.579666,383147,-97.438705,3058.1927411556244,4.008429e-05,13092.729,1.298756,-61.954082,[-0.094  1.239 -0.877  0.412 -1.741],53.160038,100,99.42709,100.0,15.93,2.5791566,,18.708214,23200,4178.3086,863.0893
-108.2459472662898,233,-0.32800493,-47.589012,,0.4767029,2.4582794,-83.48334,-93.96034,-93.28256,384818,-97.19108,3075.039031267166,0.0006888447,2987.53,0.6151109,-56.66224,[-0.087  1.255 -0.891  0.417 -1.745],40.71908,100,99.38018,100.0,16.71,2.582131,,5.6209774,23300,2044.5674,302.91147
-108.3459708028793,234,-0.32900465,-32.369896,,0.3087019,2.3063972,-86.06316,-94.362175,-93.70539,386449,-97.56434,3089.925409078598,4.268062e-05,4537.014,0.7751343,-41.240746,[-0.097  1.256 -0.884  0.44  -1.747],37.08045,100,99.387215,100.0,16.31,2.338227,,13.810862,23400,1690.9316,545.2104
-108.40213299639005,235,-0.32663706,-49.66337,,0.51042885,1.207474,-86.79232,-94.44112,-93.75209,388077,-97.629364,3103.3404624462128,0.0005572352,12886.958,1.3150314,-55.887608,[-0.089  1.271 -0.894  0.436 -1.748],68.68226,100,99.36276,100.0,16.28,2.5213225,,14.482527,23500,13245.879,376.06238
-107.97410128418956,236,-0.3287278,-42.60149,,0.43327603,3.162895,-84.72784,-94.25313,-93.5986,389678,-97.36097,3115.376249551773,6.986029e-06,7101.444,0.94485044,-53.69382,[-0.107  1.255 -0.888  0.42  -1.746],62.892105,100,99.39331,100.0,16.01,2.46869,,12.663574,23600,5799.0264,594.5077
-107.90005618127815,237,-0.33959267,-28.473202,,0.26816803,2.7027311,-83.47089,-93.8197,-93.16563,391324,-97.58917,3129.2942254543304,8.596733e-06,2296.9133,0.5682972,-39.280746,[-0.113  1.257 -0.86   0.411 -1.748],48.985424,100,99.36029,100.0,16.46,2.6329975,,9.8494625,23700,4011.8071,779.82733
-108.00862800812789,238,-0.33667177,-40.549778,,0.39401212,3.841793,-83.45818,-93.87262,-93.2069,392978,-97.71846,3144.0477211475372,6.373871e-06,5849.6064,0.86709297,-54.251637,[-0.12   1.229 -0.858  0.408 -1.759],71.72542,100,99.398254,100.0,16.54,2.852214,,13.859704,23800,4193.8057,869.8973
-108.49872261581955,239,-0.33850524,-37.640545,,0.37863797,1.5116622,-85.44151,-94.27034,-93.61264,394634,-97.58339,3158.093171596527,0.00013670098,8373.149,1.056002,-46.162804,[-0.126  1.213 -0.851  0.414 -1.756],21.541765,100,99.35663,100.0,16.56,2.584426,,19.981709,23900,1731.4956,308.8185
-108.31481633893083,240,-0.33968803,-44.72875,,0.4618624,1.3570908,-86.414185,-94.42882,-93.73046,396256,-97.45121,3171.4624700546265,0.00029495693,13386.18,1.3336917,-53.75042,[-0.121  1.217 -0.873  0.418 -1.757],19.599245,100,99.38464,100.0,16.22,2.5364902,,14.412496,24000,1546.9321,294.3733
-108.67780474125566,241,-0.33969378,-77.83618,,0.8297597,0.32071042,-83.96325,-94.58933,-93.89855,397897,-97.42511,3186.0392611026764,8.9827416e-05,23158.543,1.70485,-81.30767,[-0.142  1.22  -0.851  0.418 -1.759],11.226702,100,99.37566,100.0,16.41,2.6381702,,10.338749,24100,1839.9238,58.096607
-107.70112395967712,242,-0.3381366,-56.20744,,0.5831592,2.9773257,-86.266754,-93.89448,-93.24161,399513,-97.048965,3201.457745075226,8.610945e-06,23581.209,1.7631743,-66.80385,[-0.132  1.225 -0.865  0.437 -1.759],48.076855,100,99.42054,100.0,16.16,2.586678,,21.564125,24200,2287.6318,410.1521
-108.81642008143251,243,-0.33395475,-54.672886,,0.56071854,3.8433495,-86.38392,-94.59905,-93.81393,401178,-97.48532,3214.8242704868317,0.00016117792,4879.835,0.75366586,-63.168404,[-0.133  1.225 -0.883  0.426 -1.757],98.312515,100,99.39762,100.0,16.65,2.7164383,,23.100779,24300,14773.168,550.49817
-108.3810466570041,244,-0.3382304,-74.2504,,0.7872706,0.0858556,-82.09195,-94.166306,-93.45794,402841,-97.59935,3229.1621685028076,0.0005047904,9136.147,1.096929,-77.841034,[-0.139  1.206 -0.904  0.454 -1.753],2.3073776,100,99.38707,100.0,16.63,3.00489,,6.0471444,24400,440.07495,10.806488
