EpisodesSoFar,StdD2w0t,MaxD2w0t,InitialReturnStd,InitialBound,Iteration,Weights,J_sample_variance,ReturnMeanIW,TimestepsSoFar,MeanIW,EpThisIter,ReturnStepMax,StdIW,MinIW,TimeElapsed,Bound,MaxIW,InitialReturnMean,EpLenMean,InitialReturnMin,ReturnStepMaxmin,MeanD2w0t,EmpiricalD2,MeanEntropy,MinD2w0t,EpRewMean,InitialReturnMax
8300,13.205503,77.62615,9.969618,-15.719882,83,[-1.122 -0.633 -0.053 -0.623 -0.698],86.23677,-13.089016,2166701,1.0009722,100,100.0,1.8317865,0.00065830455,4384.046279430389,-14.532525,32.31125,-14.5749,443.58,-63.242863,99.0,10.65171,44.081036,0.7214099,,-47.052887406686025,5.306895
8400,109.94711,779.92395,6.0079136,-12.986411,84,[-1.123 -0.638 -0.052 -0.615 -0.698],44.455666,-10.85947,2215587,0.83622396,100,100.0,2.902401,0.00029326114,4470.170053482056,-12.0281725,84.76424,-12.202932,488.86,-31.528772,99.0,67.42624,427.3725,0.7023734,,-32.19698169171583,4.990031
8500,0.11732857,1.0,7.025726,-11.835787,85,[-1.115 -0.638 -0.058 -0.601 -0.717],49.85942,-11.137453,2264889,1.0,100,100.0,,1.0,4562.564265727997,-11.835787,1.0,-11.137454,493.02,-29.277313,99.0,0.98604,1.0,0.7023734,,-28.69791957151667,9.635359
8600,2514.4634,50160.484,6.3237047,-12.261844,86,[-1.115 -0.638 -0.058 -0.601 -0.717],82.51878,-8.57534,2314522,0.6123518,100,100.0,2.1079051,1.12305e-05,4648.333373069763,-10.1565895,66.91001,-11.581291,496.33,-29.943167,99.0,1053.153,9510.561,0.70708513,,-27.96720007210794,8.604859
8700,16.76149,127.26718,9.865136,-15.535375,87,[-1.105 -0.642 -0.06  -0.619 -0.712],76.39899,-12.04392,2358527,1.0601999,100,100.0,2.5762591,0.0020021056,4736.785767316818,-13.256343,63.017117,-14.586072,440.05,-42.99584,99.0,12.195493,52.551876,0.7057471,,-39.01148850134406,14.330913
8800,87.5259,1252.5741,6.722351,-12.264174,88,[-1.104 -0.647 -0.056 -0.611 -0.713],61.97018,-10.24047,2407504,0.76618075,100,100.0,1.9262601,0.0007987181,4830.298223972321,-11.32246,60.324574,-11.4842615,489.77,-27.82513,99.0,38.017513,230.80965,0.70600134,,-32.05038865716882,9.312565
8900,195.35754,1789.3997,11.238511,-15.167636,89,[-1.102 -0.642 -0.065 -0.616 -0.713],169.54301,-11.168437,2451281,0.96630025,100,100.0,2.0531523,6.882298e-05,4911.653529405594,-12.962182,33.540165,-14.015821,437.77,-71.60916,99.0,93.63396,649.6908,0.70313907,,-47.33362811051594,9.627301
9000,938.46466,11134.178,7.2330976,-11.779633,90,[-1.103 -0.649 -0.071 -0.608 -0.716],203.6995,-8.772146,2499775,0.8832741,100,100.0,2.9283886,3.0658488e-05,5001.147639751434,-10.064576,63.407726,-11.065539,484.94,-36.96753,99.0,334.34534,2902.195,0.6902008,,-29.34553556939703,10.775608
9100,25.400032,343.05756,9.970221,-14.635594,91,[-1.103 -0.625 -0.081 -0.602 -0.729],70.77675,-11.772348,2544268,0.8116586,100,100.0,1.6173985,1.946998e-05,5089.66205239296,-13.276301,37.022385,-13.461682,444.93,-57.26477,99.0,14.079375,66.95864,0.6843021,,-48.24179246316704,15.2362385
9200,17.22209,115.99402,10.608564,-13.557747,92,[-1.111 -0.634 -0.072 -0.613 -0.735],80.807205,-10.296204,2589196,0.6507746,100,100.0,0.7553669,0.00034311326,5179.578113555908,-11.7657585,8.837822,-12.394705,449.28,-68.912605,99.0,12.819722,56.356533,0.6840932,,-47.795001526320426,11.123562
9300,4.5314655,35.072636,7.378257,-12.072166,93,[-1.107 -0.638 -0.075 -0.604 -0.735],57.450012,-10.923658,2637211,0.99267846,100,100.0,1.4768447,0.007861075,5267.8387751579285,-11.775033,19.005222,-11.34737,480.15,-42.423073,99.0,5.1916976,15.618805,0.68353796,,-29.785396446712443,6.399438
9400,169.19571,2710.2383,10.076609,-12.705885,94,[-1.109 -0.642 -0.071 -0.599 -0.735],93.315704,-10.086022,2686072,0.63096744,100,100.0,0.95347714,2.1286394e-05,5359.476803779602,-11.08964,12.672429,-11.988726,488.61,-62.886208,99.0,69.37316,498.10962,0.69476664,,-29.471554561975175,19.626688
9500,51.756714,941.7512,6.959787,-12.3699465,95,[-1.106 -0.675 -0.067 -0.62  -0.724],62.068478,-9.725302,2735151,0.89846224,100,100.0,2.1195674,1.9398032e-05,5446.706524372101,-10.615877,42.10577,-11.676945,490.79,-33.227455,99.0,25.90917,138.38515,0.67848897,,-28.478889664439077,9.562967
9600,0.69625366,3.6059256,6.72904,-12.912637,96,[-1.098 -0.7   -0.062 -0.641 -0.74 ],50.47905,-11.800519,2783054,0.99967235,100,100.0,0.8060083,0.07402873,5541.819033384323,-12.589792,11.742518,-12.1637,479.03,-36.83963,99.0,1.7428815,2.9824924,0.67821914,,-30.777429440235167,4.734129
9700,8.255046,61.77021,8.314064,-12.071269,97,[-1.098 -0.703 -0.063 -0.636 -0.741],62.467266,-10.773263,2831293,0.91186315,100,100.0,1.6031377,0.0010747521,5630.802326202393,-11.524925,36.905224,-11.415539,482.39,-40.693638,99.0,5.984672,21.290123,0.68016124,,-26.94717637856922,7.7382007
9800,23627.885,854055.2,7.644171,-12.183013,98,[-1.098 -0.702 -0.071 -0.635 -0.739],1323.8104,-7.5133185,2879839,1.5326818,100,100.0,11.55156,1.9475605e-07,5716.330349445343,-9.429815,383.11298,-11.590489,485.46,-37.246212,99.0,5678.985,67359.17,0.70095456,,-24.349671706879327,15.052182
9900,2.6869946,22.195816,8.970323,-13.585905,99,[-1.075 -0.734 -0.069 -0.645 -0.718],65.569046,-11.89433,2927043,1.2683033,100,100.0,2.0683022,0.003749122,5809.182821035385,-12.683351,40.96124,-12.877829,472.04,-63.849438,99.0,3.184705,7.984561,0.7006693,,-29.098333739139274,4.540165
10000,676.39813,17118.668,7.2071958,-11.893138,100,[-1.076 -0.736 -0.063 -0.642 -0.718],52.90797,-9.600897,2976750,1.0398431,100,100.0,5.489999,1.0207607e-05,5903.993382692337,-10.668223,161.68646,-11.338213,497.07,-47.581554,99.0,310.93945,2558.724,0.68506974,,-22.80455538214892,4.587684
10100,32.010193,317.31693,7.736242,-12.715899,101,[-1.092 -0.759 -0.063 -0.671 -0.734],76.25989,-11.28399,3025213,0.68682814,100,100.0,1.2561423,0.0005163752,6001.9302978515625,-12.092855,24.271566,-12.0731735,484.63,-35.679688,99.0,18.268976,90.685616,0.6794991,,-26.412774473974718,5.79977
10200,1935.8771,27886.102,7.006923,-12.056389,102,[-1.097 -0.756 -0.053 -0.674 -0.739],193.01695,-9.181333,3073448,0.9135142,100,100.0,2.687379,1.8672997e-06,6093.119393348694,-10.145226,74.15176,-11.543343,482.35,-38.30969,99.0,520.66724,4673.2153,0.68553585,,-21.083571402841628,7.14325
10300,350.33527,4068.441,6.4382424,-11.613175,103,[-1.099 -0.759 -0.04  -0.672 -0.733],50.040306,-9.556882,3123351,0.66576314,100,100.0,1.7909424,5.413018e-05,6186.30988073349,-10.297284,50.38525,-11.1691885,499.03,-28.636782,99.0,181.20628,1401.2839,0.6855325,,-18.245651774390627,9.748309
10400,152.28743,1293.739,7.07294,-11.93876,104,[-1.097 -0.754 -0.034 -0.683 -0.733],91.61308,-9.324189,3172017,0.7173361,100,100.0,1.503647,0.00017903662,6273.484963178635,-10.418014,39.327103,-11.232583,486.66,-31.717709,99.0,81.84735,547.3941,0.70356995,,-29.020218761226516,5.466226
10500,2534.205,80304.734,6.4528327,-11.430732,105,[-1.112 -0.774 -0.027 -0.69  -0.715],191.0172,-8.582025,3221631,0.9268687,100,100.0,3.1634877,5.667627e-06,6368.656781196594,-9.640073,92.009964,-10.885433,496.14,-25.145515,99.0,696.1362,6529.7207,0.7016637,,-22.408971283709803,6.4968157
10600,2871.9978,61743.535,5.4895606,-11.322302,106,[-1.082 -0.793 -0.029 -0.695 -0.717],119.51431,-9.243021,3271631,1.2376944,100,1.0,4.687559,4.7846726e-05,6468.167550802231,-10.129811,152.32199,-10.848215,500.0,-24.61562,,723.3183,7389.5933,0.71429956,1.0041288,-19.482506686601184,8.307198
10700,1.4001786,8.677094,6.1624317,-12.281677,107,[-1.08  -0.79  -0.014 -0.694 -0.705],48.097435,-11.511868,3321462,1.0398206,100,100.0,1.0504328,0.010110261,6572.196363925934,-12.065279,29.839386,-11.764715,498.31,-26.094025,99.0,2.6006734,5.479174,0.71773076,,-21.2444225894335,5.788155
10800,0.17366794,1.6647323,6.898085,-11.229171,108,[-1.07  -0.798 -0.018 -0.699 -0.701],46.255035,-10.579819,3371021,1.0124599,100,100.0,0.41567564,0.12682122,6664.713358640671,-11.070649,5.167259,-10.746097,495.59,-28.192507,99.0,1.1707206,1.3973573,0.71824867,,-19.85188650593259,17.891184
10900,0.10879342,0.9999999,6.8155627,-10.932622,109,[-1.073 -0.796 -0.02  -0.701 -0.701],46.926712,-10.445179,3420422,1.0000364,100,100.0,0.00024652094,0.99906343,6756.526772022247,-10.932543,1.0009645,-10.445257,494.01,-34.08984,99.0,0.9880152,0.99994135,0.7182504,,-20.028166188637552,18.526005
11000,395.7516,7497.1084,6.06147,-12.091756,110,[-1.073 -0.796 -0.02  -0.701 -0.701],130.99362,-10.247873,3470057,1.0302092,100,100.0,3.3261516,7.056689e-05,6848.254613399506,-11.05082,88.02069,-11.571978,496.35,-26.15237,99.0,121.27898,937.1113,0.71723986,,-21.360208327896775,5.925844
11100,110.41473,1155.3635,8.591318,-12.616833,111,[-1.076 -0.794 -0.032 -0.707 -0.702],122.90171,-10.026433,3517611,0.94453657,100,100.0,2.793887,2.755723e-05,6934.398439407349,-10.90475,63.301296,-12.0003805,475.54,-52.04673,99.0,55.20608,352.25067,0.71612966,,-25.3330135704555,10.935751
11200,25.237417,302.25824,8.581666,-11.434863,112,[-1.07  -0.797 -0.042 -0.699 -0.703],63.034523,-9.532225,3565529,0.8811244,100,100.0,1.7829477,0.0020777192,7016.545328378677,-10.289966,38.52069,-10.824202,479.18,-57.132557,99.0,13.347895,60.879463,0.7140904,,-25.095017859156997,9.379416
11300,0.19764967,1.5583403,6.9735327,-10.473148,113,[-1.074 -0.799 -0.033 -0.696 -0.705],44.804893,-9.964584,3614867,0.96442217,100,100.0,0.4236586,0.15033707,7105.390817403793,-10.346473,3.7490025,-10.098139,493.38,-42.19152,99.0,1.2042856,1.4732198,0.71435523,,-15.410954636324393,8.469036
11400,10.791063,70.86144,6.414979,-12.014804,114,[-1.074 -0.801 -0.032 -0.694 -0.705],48.32299,-10.823722,3664637,0.82988524,100,100.0,1.314426,0.0028160224,7198.003588676453,-11.469683,22.277546,-11.481196,497.7,-31.345928,99.0,10.240607,39.602264,0.71387774,,-21.92849763108252,12.014535
11500,0.105807066,1.0718976,5.999912,-10.596702,115,[-1.073 -0.798 -0.028 -0.703 -0.705],35.578075,-10.155281,3714113,1.002003,100,100.0,0.1558404,0.41716456,7291.502741575241,-10.549572,2.07566,-10.203285,494.76,-29.588087,99.0,1.014759,1.0527326,0.7143421,,-16.16741910653668,7.5388603
11600,57.442368,744.9162,6.967645,-11.472407,116,[-1.074 -0.798 -0.027 -0.703 -0.705],81.054886,-10.305637,3762879,0.9170733,100,100.0,1.9929701,0.00035296017,7383.219820261002,-10.930846,35.245937,-10.977863,487.66,-38.000153,99.0,27.04556,158.43765,0.71950763,,-20.323187857376077,7.148809
11700,19.379171,201.82735,7.7552533,-12.939456,117,[-1.077 -0.794 -0.039 -0.699 -0.699],56.49166,-11.3912115,3810854,0.7526845,100,100.0,0.9610516,0.0015438553,7474.7679438591,-12.162918,12.145028,-12.335265,479.75,-47.144405,99.0,13.218463,56.228737,0.7185719,,-24.829128225016337,3.2502804
11800,22.924852,157.94469,6.9471374,-12.153584,118,[-1.077 -0.798 -0.032 -0.691 -0.7  ],59.38576,-11.001716,3860835,0.84169763,100,100.0,1.505505,0.0018489303,7567.865413427353,-11.596354,22.270887,-11.699846,499.81,-27.695795,99.0,19.104462,86.87881,0.71892023,,-18.646263062637555,9.434829
11900,65.85916,807.2905,7.52288,-11.52917,119,[-1.077 -0.793 -0.033 -0.701 -0.7  ],84.301926,-10.147756,3909770,1.1348444,100,100.0,2.8586993,0.00075607724,7657.777674674988,-10.906216,91.52141,-10.950461,489.35,-37.459602,99.0,27.188868,157.03781,0.71502227,,-23.781924867217366,9.371947
12000,589.6987,8354.183,6.7155647,-10.780913,120,[-1.078 -0.801 -0.022 -0.703 -0.704],129.83687,-8.920504,3959413,0.87583447,100,100.0,1.8159015,6.323277e-05,7748.673598527908,-9.636031,41.61821,-10.3365345,496.43,-31.481707,99.0,196.58,1577.3492,0.72124666,,-18.261649114184777,16.864395
12100,0.13780093,1.0931844,7.0234895,-10.591319,121,[-1.072 -0.811 -0.034 -0.706 -0.698],45.058083,-10.08037,4008535,1.0091218,100,100.0,0.18690147,0.49527,7840.667065143585,-10.551738,2.0106354,-10.121583,491.22,-33.61397,99.0,1.0178294,1.0729222,0.72114706,,-19.303722896566068,15.750822
12200,296.57205,4266.2314,7.2417884,-11.43415,122,[-1.072 -0.811 -0.034 -0.705 -0.698],85.73223,-10.365305,4057895,0.7925803,100,100.0,1.5377827,2.956696e-05,7931.2168526649475,-10.795954,50.012833,-11.127796,493.6,-45.340622,99.0,91.89605,691.38666,0.7277478,,-12.589591906299074,13.399402
12300,0.834687,4.3989644,5.2930346,-11.497599,123,[-1.065 -0.807 -0.021 -0.702 -0.691],31.224905,-10.820262,4107729,1.138076,100,100.0,1.288433,0.022509791,8025.06214761734,-11.3336935,16.159416,-11.016541,498.34,-24.187744,99.0,2.0966141,3.8645844,0.72851634,,-19.76901000430495,3.7773743
12400,25642.252,447782.12,7.438959,-13.170211,124,[-1.066 -0.803 -0.02  -0.706 -0.69 ],3448.9985,-6.4507303,4156056,1.5232266,100,100.0,14.099477,1.15840656e-07,8113.6003386974335,-8.774959,616.86145,-12.533575,483.27,-42.794853,99.0,7541.316,86187.09,0.72721666,,-26.162438571590098,1.5406474
12500,14403.449,539930.06,7.164233,-11.204624,125,[-1.062 -0.836 -0.03  -0.715 -0.692],324.0988,-6.501309,4205716,0.6553442,100,100.0,4.488932,2.592442e-06,8207.886610984802,-7.90164,207.28793,-10.737798,496.6,-28.814407,99.0,3286.6147,35800.203,0.72341436,,-19.1841443818101,13.483577
12600,39.207355,419.643,9.167658,-11.485914,126,[-1.038 -0.842 -0.035 -0.73  -0.696],97.230995,-9.158049,4253799,0.82716125,100,100.0,3.5077975,0.0005301125,8308.244106769562,-9.982216,100.96166,-10.892038,480.83,-58.796535,99.0,26.312284,134.20192,0.7160854,,-24.405224143614465,16.079248
12700,1.5630735,7.9539313,10.138705,-13.1437435,127,[-1.019 -0.823 -0.043 -0.714 -0.703],80.62284,-11.823835,4299565,0.95638907,100,100.0,0.8829279,0.010024367,8405.287016630173,-12.820307,8.652315,-12.236909,457.66,-66.26237,99.0,2.4795318,5.572222,0.7163611,,-37.26629283653493,8.44403
12800,174.83838,1959.6302,11.296643,-13.223709,128,[-1.02  -0.826 -0.041 -0.709 -0.703],61.73586,-9.975255,4346280,0.63998,100,100.0,0.87340903,0.0004448275,8499.283283472061,-10.725798,12.772192,-12.736344,467.15,-68.10193,99.0,73.9824,475.43817,0.71511954,,-20.02820725157622,10.215236
12900,16.238909,155.63834,6.019027,-11.350562,129,[-1.022 -0.831 -0.032 -0.701 -0.704],53.47458,-9.593239,4395993,0.7221992,100,100.0,1.4282701,0.00091880216,8607.489493846893,-10.164503,28.39928,-10.895238,497.13,-26.237335,99.0,12.939122,51.97133,0.70280766,,-18.711533107432114,6.114827
13000,661.6969,15133.516,7.940162,-11.697117,130,[-1.014 -0.843 -0.037 -0.716 -0.716],100.086464,-9.535067,4444349,0.8269244,100,100.0,1.5627071,1.0217259e-05,8716.28948712349,-10.33201,33.17616,-11.157672,483.56,-39.029907,99.0,162.81094,1342.21,0.69048405,,-22.168423464899494,7.5202966
13100,723.07513,9602.18,7.2140427,-11.64474,131,[-1.031 -0.825 -0.047 -0.696 -0.728],165.08243,-8.472583,4493771,1.2158135,100,100.0,4.877791,4.602202e-06,8821.570653915405,-9.214526,101.83948,-11.2532215,494.22,-39.63335,99.0,362.34943,2963.3083,0.6926435,,-16.08941490434111,7.1700325
13200,420.95636,5241.8525,9.354188,-11.679094,132,[-1.043 -0.825 -0.042 -0.712 -0.726],102.94586,-8.770057,4541478,0.8149442,100,100.0,2.9090042,1.0568723e-06,8942.280601978302,-9.647085,113.98402,-11.103641,477.07,-67.81746,99.0,139.02844,1158.4128,0.6848697,,-23.64818384876203,11.679643
13300,94.15802,1247.4939,10.187041,-11.96575,133,[-1.054 -0.822 -0.052 -0.699 -0.734],85.47743,-9.945645,4590151,0.90704936,100,100.0,2.433896,2.1583513e-05,9063.39576792717,-10.729373,37.892464,-11.427434,486.73,-68.545135,99.0,51.93712,309.52646,0.65455556,,-22.12200377863724,14.470386
13400,109619.83,2776997.0,8.411833,-12.024907,134,[-1.047 -0.838 -0.046 -0.698 -0.764],1275.8909,-5.5863934,4639382,2.3842943,100,100.0,36.822945,9.198515e-07,9188.477131128311,-7.6820664,2233.1455,-11.56164,492.31,-60.4132,99.0,18769.928,272032.44,0.66187143,,-19.037869031972914,7.2711544
13500,320.1256,3851.6248,6.2116103,-11.821049,135,[-1.062 -0.831 -0.032 -0.697 -0.757],57.984135,-9.5205965,4689382,0.718655,100,1.0,1.643535,0.00011325217,9316.225121974945,-10.235504,71.330154,-11.357617,500.0,-27.811989,,118.72524,867.20917,0.65948224,1.0024829,-19.044604477730296,5.475027
13600,871.54803,9235.877,7.093618,-12.035633,136,[-1.058 -0.831 -0.044 -0.698 -0.759],127.88331,-7.8142643,4739341,0.667132,100,100.0,1.4581724,5.253221e-05,9438.251760482788,-8.662353,35.416954,-11.589136,499.59,-27.465921,99.0,419.58176,3446.6973,0.6602053,,-18.348755144274488,6.3692107
13700,1872.8977,34967.402,6.8792496,-10.830726,137,[-1.057 -0.827 -0.038 -0.711 -0.759],86.59718,-8.734754,4788942,0.51687294,100,100.0,0.9459263,2.8089118e-05,9563.378060102463,-9.466238,14.8315735,-10.497449,496.01,-27.185982,99.0,688.1336,5798.6943,0.65875125,,-13.695967127775956,7.2111015
13800,8.4430685,48.920208,9.313645,-13.0908985,138,[-1.051 -0.835 -0.043 -0.729 -0.76 ],77.7919,-11.128916,4835475,1.0448053,100,100.0,2.153034,0.0029307255,9679.370414495468,-12.083921,57.275505,-12.304752,465.33,-50.21051,99.0,8.036028,29.392141,0.659176,,-32.30656026096955,4.6259065
13900,43310.418,1343275.2,7.7044625,-11.196571,139,[-1.052 -0.839 -0.042 -0.722 -0.76 ],3249.5374,-3.5325756,4884213,1.4464109,100,100.0,10.95491,1.7781682e-07,9798.791839122772,-5.1879554,456.62775,-10.80505,487.38,-37.331596,99.0,10926.917,138016.2,0.6545532,,-16.089514343987208,10.826345
14000,106.91613,1271.7365,6.64514,-10.935022,140,[-1.08  -0.84  -0.032 -0.719 -0.764],61.21461,-9.395424,4933673,0.7430716,100,100.0,1.0341551,0.0001307778,9931.426837205887,-9.956,12.034439,-10.520469,494.6,-23.81926,99.0,44.41918,286.9208,0.6533779,,-17.03600105473768,7.698736
14100,2699.2764,56768.957,6.3860116,-11.493302,141,[-1.08  -0.841 -0.021 -0.718 -0.766],153.594,-8.9861965,4983673,0.9885033,100,1.0,2.577156,3.3334632e-06,10073.955402612686,-9.747033,77.97882,-11.078424,500.0,-25.879068,,562.87494,5433.9517,0.6476928,1.0000669,-17.04936672185518,7.1151514
14200,12152.895,242055.9,6.4026394,-10.717945,142,[-1.079 -0.833 -0.008 -0.712 -0.771],510.94415,-6.8085904,5033673,0.70715576,100,1.0,4.2488794,1.85764e-07,10235.849355697632,-7.9944687,160.82312,-10.355583,500.0,-26.685879,,4091.744,46006.906,0.64478993,1.0000161,-14.891183548208263,6.10905
14300,0.27725428,2.3334012,7.5438113,-12.661285,143,[-1.072 -0.84  -0.002 -0.698 -0.774],62.918026,-11.78011,5083673,1.0580086,100,1.0,0.6800045,0.13341422,10388.752452135086,-12.377403,10.313601,-12.079176,500.0,-29.64208,,1.3716307,1.8468878,0.64740294,1.0000131,-23.921722181912088,8.463702
14400,4434.383,71178.766,7.1784835,-13.177006,144,[-1.069e+00 -8.300e-01 -1.143e-04 -6.931e-01 -7.716e-01],261.88428,-10.169738,5133673,1.0020698,100,1.0,3.7167609,1.4768367e-05,10537.198677062988,-11.433521,94.30399,-12.584521,500.0,-32.4129,,1234.2582,13012.295,0.6486939,1.0002143,-24.34811064367139,8.9736185
14500,259.83713,2558.9004,6.515229,-12.157587,145,[-1.073 -0.819  0.012 -0.694 -0.77 ],77.41058,-9.751892,5183673,1.1851807,100,1.0,6.5429697,2.234275e-06,10690.334589719772,-10.610441,257.08505,-11.611844,500.0,-24.98224,,131.61884,902.1283,0.6359264,1.0003477,-22.42720623368281,6.51649
14600,1.6624014,11.565562,7.2102823,-12.529979,146,[-1.061 -0.835  0.016 -0.715 -0.783],53.41117,-11.669734,5233673,0.8952607,100,1.0,1.0061036,0.006558679,10840.730595588684,-12.129789,12.481353,-12.105788,500.0,-30.68767,,2.79748,6.193626,0.6374392,1.0001022,-17.432059832833062,4.7736325
14700,7323.573,213102.06,6.9859295,-10.73325,147,[-1.053 -0.835  0.011 -0.716 -0.782],417.8195,-7.551155,5283673,0.94257265,100,1.0,3.48799,1.7133794e-05,10995.435362100601,-8.44948,90.069725,-10.347411,500.0,-27.345373,,1660.7312,18126.07,0.6330568,1.0011747,-15.856004874040746,17.812107
14800,949053.1,29436790.0,6.942312,-10.379794,148,[-1.047 -0.833 -0.003 -0.719 -0.786],13459.917,1.9289341,5333317,2.3715713,100,100.0,29.802217,1.3647498e-06,11143.150743961334,-1.0626152,1308.6428,-10.060528,496.44,-31.350769,99.0,143044.77,1972208.4,0.65697795,,-13.12024492355383,11.632054
14900,0.14589743,1.0,7.5108943,-10.742935,149,[-1.005 -0.832 -0.007 -0.717 -0.762],56.982002,-10.345568,5382229,1.0000005,100,100.0,3.8020033e-05,0.9998801,11293.659459590912,-10.742926,1.0001588,-10.345577,489.12,-36.710316,99.0,0.97824,1.0,0.65697795,,-16.329345402125817,9.792444
15000,7863696.5,214811260.0,5.9901247,-10.726333,150,[-1.005 -0.832 -0.007 -0.717 -0.762],71360.88,20.326092,5432067,1.5307733,100,100.0,10.318218,9.695478e-08,11444.381184339523,11.669819,230.8347,-10.41722,498.38,-26.871435,99.0,1935185.6,34488590.0,0.6562385,,-12.702933542710433,5.0488663
15100,3.0327668e-05,1.0000596,6.694687,-12.172573,151,[-0.997 -0.847 -0.013 -0.705 -0.763],45.27212,-11.78734,5482067,1.0000099,100,1.0,0.00013904496,0.99941796,11598.504425287247,-12.172547,1.0005802,-11.78737,500.0,-36.68078,,1.0000049,1.0000595,0.6562385,1.0000001,-15.829999339726497,5.880936
15200,11569.735,260309.45,8.120867,-11.708446,152,[-0.997 -0.847 -0.013 -0.705 -0.763],186.5715,-8.03144,5532067,1.1714519,100,1.0,6.1192603,1.0768069e-06,11746.189053058624,-9.000524,159.74135,-11.402265,500.0,-34.096985,,4344.744,48720.176,0.6557129,1.0000014,-12.582474715128953,10.711575
15300,59660.05,1563435.0,7.352484,-9.791532,153,[-0.997 -0.84  -0.008 -0.718 -0.763],566.3991,-6.3342314,5582067,1.0482161,100,1.0,11.787272,3.017557e-07,11895.082964420319,-7.380434,862.57983,-9.569747,500.0,-30.197844,,16156.858,199392.05,0.64605486,1.0001806,-9.114203034728764,12.967688
15400,39.86764,275.09198,13.070497,-14.196395,154,[-0.998 -0.831 -0.015 -0.731 -0.773],132.13173,-11.14087,5627212,0.7109367,100,100.0,1.1423253,9.201402e-05,12042.518954992294,-12.222351,19.460972,-13.405335,451.45,-67.33967,99.0,26.51679,138.97125,0.6447878,,-32.5084340105276,18.67656
15500,128.95279,1358.175,6.737626,-11.054046,155,[-0.999 -0.836 -0.015 -0.722 -0.774],43.527607,-10.011398,5676704,0.6078158,100,100.0,0.83350027,1.9790681e-05,12184.54614853859,-10.372669,15.137224,-10.790479,494.92,-28.986301,99.0,52.98009,344.37274,0.64478993,,-10.831234181331784,4.3072076
15600,88699.58,1275686.8,6.851684,-9.910275,156,[-1.    -0.836 -0.003 -0.722 -0.774],2031.4181,-4.203266,5726280,1.0342742,100,100.0,6.6096196,1.7061039e-07,12332.990767002106,-6.0641727,200.53488,-9.590384,495.76,-23.405432,99.0,30518.287,386257.97,0.64433444,,-13.145923305971364,16.216267
15700,0.6714964,3.779274,7.4908347,-10.729105,157,[-0.997 -0.843 -0.007 -0.706 -0.775],53.39091,-10.105464,5776028,0.9404473,100,100.0,0.7180982,0.045208093,12483.099448919296,-10.444017,9.274822,-10.407827,497.48,-27.365175,99.0,1.866394,3.2047968,0.64433664,,-13.202878859959448,10.768074
15800,,1.0,6.153906,-10.230128,158,[-0.999 -0.842 -0.004 -0.711 -0.775],38.252594,-9.992887,5826028,1.0000019,100,1.0,0.000110533,0.99965864,12636.814654827118,-10.230104,1.0005361,-9.99291,500.0,-24.978025,,1.0,1.0,0.64433664,1.0,-9.748432046403835,6.7090473
15900,644.8546,6932.7134,7.5954366,-12.084014,159,[-0.999 -0.842 -0.004 -0.711 -0.775],120.56976,-9.82533,5876028,0.6263504,100,1.0,1.2302938,4.590251e-05,12786.874131202698,-10.58986,19.901411,-11.654309,500.0,-28.418451,,243.94884,1811.6322,0.6453254,1.0000024,-17.658667674777984,11.825184
16000,11502.887,171746.66,8.374395,-11.783352,160,[-0.994 -0.84  -0.014 -0.719 -0.774],1043.9099,-4.8285584,5925014,1.4697988,100,100.0,8.688324,3.485597e-09,12934.153730869293,-6.326911,248.74208,-11.342402,489.86,-42.716103,99.0,4258.0034,44954.27,0.5976523,,-18.12073139661022,16.227827
16100,2503.717,45994.785,6.895222,-9.514702,161,[-1.01  -0.893 -0.009 -0.755 -0.821],112.77306,-7.6372766,5974429,0.6135156,100,100.0,1.1394162,3.399299e-05,13086.996782064438,-8.079424,15.689874,-9.309049,494.15,-32.90913,99.0,782.944,7147.7925,0.59381336,,-8.451296239419369,8.88938
16200,0.08593506,1.0,6.8113427,-10.306564,162,[-1.017 -0.894  0.002 -0.749 -0.825],46.86294,-10.065252,6024057,0.9999995,100,100.0,5.620256e-05,0.9998257,13238.172902584076,-10.30656,1.0002428,-10.065258,496.28,-40.0952,99.0,0.99256,1.0,0.59381336,,-9.91647860158639,9.688084
16300,2376.6677,43511.617,6.322198,-10.159767,163,[-1.017 -0.894  0.002 -0.749 -0.825],98.00777,-8.647882,6074057,0.55763227,100,1.0,1.2110037,1.5798127e-05,13388.60503411293,-9.042,39.15472,-9.979221,500.0,-24.689886,,760.9085,6472.3774,0.59490764,1.000002,-7.419504151065889,9.8705435
16400,4.69597,35.136,7.88423,-9.415274,164,[-1.008 -0.896 -0.007 -0.759 -0.824],66.04229,-8.909311,6123660,0.98025936,100,100.0,1.1451129,0.0014711486,13534.165501594543,-9.038558,18.109695,-9.3021965,496.03,-45.987972,99.0,4.545785,13.216653,0.59178007,,-4.646894560370063,11.856324
16500,25.346563,199.3365,5.5861926,-11.103779,165,[-1.009 -0.891 -0.013 -0.761 -0.827],74.574486,-10.13846,6173311,0.9927305,100,100.0,2.928374,0.00064296974,13684.51248383522,-10.58807,63.616024,-10.748707,496.51,-26.707869,99.0,19.296515,91.59239,0.5918517,,-14.591624961154796,6.702935
