ReturnMeanIW,InitialReturnStd,MeanEntropy,EpThisIter,EntropyCoefficient,ReturnStepMax,Bound,TimeElapsed,EpisodesSoFar,Weights,MeanD2w0t,MaxD2w0t,EpRewMean,StdD2w0t,EpLenMean,J_sample_variance,ReturnStepMaxmin,StdIW,InitialReturnMax,TimestepsSoFar,InitialReturnMean,Iteration,MeanIW,MinD2w0t,MaxIW,InitialReturnMin,InitialBound,MinIW,EmpiricalD2
248.47768,11.312484,1.3906245,100,10.0,100.0,-34.124073,154.12456917762756,1500,[-0.815 -0.519 -0.477 -0.755  0.005],0.0753655,1.2165694,-108.01084071109389,0.27319923,35.43,3747.0605,92.903,0.31269574,34.209694,53294,-3.2043456e-06,15,1.1351361,,2.5275939,-15.269165,-47.75152,0.49218068,1.1073413
223.3091,11.986369,1.3925762,100,10.0,100.0,-61.655552,164.8041708469391,1600,[-0.808 -0.526 -0.477 -0.767 -0.028],0.07160434,1.0189049,-108.10830795695294,0.25834706,35.67,311.23184,92.93864,0.06682266,36.966373,56861,-6.1416627e-06,16,1.0077231,,1.238924,-16.60891,-62.751408,0.8331354,1.0044547
233.55061,12.798904,1.3834417,100,10.0,100.0,-58.352364,174.459406375885,1700,[-0.815 -0.529 -0.482 -0.766 -0.026],0.070076585,1.06098,-107.22329322474707,0.2567464,34.67,931.13086,92.8147,0.13019311,53.995667,60328,-9.918213e-07,17,1.0317339,,1.4312696,-15.6022415,-61.754093,0.59050363,1.0153068
238.2548,10.466221,1.3914865,100,10.0,100.0,-35.187782,185.36820435523987,1800,[-0.829 -0.531 -0.489 -0.762 -0.035],0.06890449,1.0598007,-108.12383247224838,0.2545906,34.13,1181.5148,92.664185,0.1827673,35.010017,63741,1.2969971e-06,18,1.0242412,,1.8620784,-16.046082,-37.314262,0.66440076,1.0256256
221.94727,11.873692,1.3808595,100,10.0,100.0,-59.93686,195.58097624778748,1900,[-0.816 -0.531 -0.49  -0.765 -0.028],0.073049344,1.0579615,-107.75106158631041,0.26184183,36.11,955.037,93.03206,0.16301818,31.42495,67352,1.411438e-06,19,1.0261172,,1.6270869,-16.017143,-62.14234,0.59452933,1.0221813
219.83917,10.792531,1.372449,100,10.0,100.0,-56.088528,206.89534831047058,2000,[-0.807 -0.526 -0.486 -0.768 -0.038],0.07339916,1.0409399,-108.66283254397423,0.26172915,36.46,494.59442,93.04071,0.123444565,22.884583,70998,2.4795531e-06,20,1.0163959,,1.5142431,-16.370262,-57.699844,0.688056,1.0124875
229.01434,11.147587,1.3622106,100,10.0,100.0,-58.505516,217.33864426612854,2100,[-0.816 -0.52  -0.485 -0.762 -0.047],0.07227441,1.076304,-108.35543964557664,0.2609383,35.63,848.3946,92.91775,0.15092476,25.5484,74561,3.929138e-06,21,1.0347385,,1.5616227,-16.221191,-62.043194,0.63791263,1.0270041
224.46832,12.045686,1.3573058,100,10.0,100.0,-48.830444,227.86776876449585,2200,[-0.811 -0.528 -0.49  -0.77  -0.057],0.07178857,1.0420071,-107.67216302705215,0.25917742,35.63,741.54724,92.9561,0.14438015,41.73282,78124,2.2125244e-06,22,1.0161446,,1.4540207,-16.100395,-50.628914,0.6961313,1.0225668
228.67949,11.850117,1.3764342,100,10.0,100.0,-50.73494,237.92533254623413,2300,[-0.821 -0.529 -0.49  -0.766 -0.062],0.07327946,1.07441,-108.13931200789088,0.26358697,35.88,1844.8312,92.97217,0.21282618,38.699963,81712,2.4032593e-06,23,1.0497459,,2.2985463,-16.534134,-55.56671,0.5715766,1.0380467
224.61343,10.602448,1.3955079,100,10.0,100.0,-49.502777,248.93726539611816,2400,[-0.819 -0.528 -0.49  -0.769 -0.043],0.0741322,1.0733523,-108.20764848314035,0.26490363,36.32,1465.696,93.04143,0.19602972,29.646046,85344,-8.773804e-07,24,1.0441359,,1.9787935,-16.408646,-53.569946,0.63324976,1.0348408
224.2398,10.53194,1.404751,100,10.0,100.0,-56.871223,259.5510630607605,2500,[-0.813 -0.533 -0.49  -0.77  -0.023],0.07534939,1.1118277,-108.5409768135876,0.26769936,36.72,1991.7537,93.08833,0.26428974,35.15642,89016,4.4250487e-06,25,1.0531719,,1.8543382,-16.068748,-61.48456,0.5405918,1.0630727
250.07118,11.153655,1.4184954,100,10.0,100.0,-29.408323,268.4502182006836,2600,[-0.814 -0.531 -0.495 -0.777 -0.014],0.06946175,1.1434327,-107.56312468118796,0.2586801,33.66,2390.1814,92.609184,0.23027912,45.258045,92382,1.5640259e-06,26,1.0632253,,1.9717295,-14.070221,-36.232307,0.58074373,1.0437177
231.29042,11.443062,1.4239339,100,10.0,100.0,-49.539272,280.3718333244324,2700,[-7.996e-01 -5.349e-01 -4.980e-01 -7.720e-01 -4.632e-04],0.07119163,1.0552952,-108.64477793152966,0.25879145,35.18,868.2292,92.82358,0.13535002,36.801846,95900,1.8310546e-06,27,1.0220753,,1.5513834,-14.70771,-51.996506,0.69116265,1.017766
244.85593,10.917811,1.4361665,100,10.0,100.0,-39.09442,291.67881417274475,2800,[-0.795 -0.543 -0.497 -0.78   0.005],0.07689315,1.4675092,-107.61005024052864,0.27859026,35.54,11563.652,92.945045,0.6315753,33.75107,99454,4.043579e-06,28,1.145758,,4.019632,-16.148285,-48.44389,0.23837891,1.1922307
231.65376,13.496698,1.4438931,100,10.0,100.0,-58.065205,303.1609263420105,2900,[-0.788 -0.523 -0.491 -0.786  0.017],0.07236598,1.1259423,-106.29373102196249,0.2628198,35.26,2383.9756,92.970856,0.2551643,40.18508,102980,4.272461e-06,29,1.0565798,,2.4446068,-16.690071,-63.44763,0.6350924,1.0588838
242.7299,13.032888,1.447271,100,10.0,100.0,-49.80538,313.6854770183563,3000,[-0.805 -0.529 -0.489 -0.787  0.025],0.07054909,1.13389,-106.69751912772323,0.26026237,34.24,3619.189,92.767685,0.25284517,43.83266,106404,6.1035155e-07,30,1.0558542,,2.6487987,-15.99749,-56.994617,0.64659005,1.0399013
204.04515,11.853284,1.4429994,100,10.0,100.0,-92.26683,324.5830132961273,3100,[-0.783 -0.531 -0.475 -0.79   0.028],0.08066994,1.0778449,-107.47758846575503,0.27581352,39.41,1634.887,93.54568,0.22455743,38.1845,110345,3.8146972e-08,31,1.0527042,,1.8427138,-17.121422,-97.274025,0.52246696,1.0439658
234.28348,11.985766,1.4559717,100,10.0,100.0,-59.70127,335.94691133499146,3200,[-0.774 -0.537 -0.466 -0.792  0.024],0.07078334,1.0623066,-108.57411697836348,0.25820956,34.95,1081.0449,92.7869,0.174256,40.00203,113840,5.0735475e-06,32,1.033011,,1.719261,-15.001991,-63.15016,0.6025605,1.0252782
295.15527,10.188275,1.5034857,100,10.0,100.0,-10.350977,346.1195914745331,3300,[-0.761 -0.535 -0.464 -0.794  0.037],0.07825153,1.6132224,-108.86704674366281,0.29384762,33.55,44457.5,92.55749,1.0724655,28.679504,117195,5.722046e-06,33,1.268327,,9.109003,-14.262978,-33.88601,0.22661518,1.2699063
234.63242,11.334088,1.5196363,100,10.0,100.0,-65.6848,357.3828446865082,3400,[-0.729 -0.543 -0.455 -0.793  0.085],0.07452483,1.1607893,-108.44951122946708,0.2678264,35.96,3698.545,92.96834,0.3438077,35.38866,120791,5.722046e-06,34,1.0743128,,2.110778,-15.682739,-72.14077,0.4424563,1.0796679
225.54259,12.643598,1.5045571,100,10.0,100.0,-61.359657,368.0481514930725,3500,[-0.718 -0.547 -0.464 -0.8    0.101],0.07297878,1.0596087,-107.7569922022825,0.26222333,35.95,907.8532,93.00517,0.15261944,54.207275,124386,2.1743774e-06,35,1.0348575,,1.4133742,-15.670868,-64.89746,0.6150168,1.0256307
234.78618,10.809913,1.5198532,100,10.0,100.0,-52.67047,379.12993454933167,3600,[-0.722 -0.55  -0.469 -0.804  0.086],0.07234848,1.0790716,-108.18197174663341,0.26231247,35.36,1275.2001,92.88119,0.17563927,29.548683,127922,7.2479247e-07,36,1.0581063,,1.8847613,-15.304749,-58.926903,0.68133587,1.033987
226.76945,11.304333,1.531348,100,10.0,100.0,-45.038494,389.7337522506714,3700,[-0.733 -0.544 -0.474 -0.795  0.101],0.0715072,1.0374109,-107.96380876529552,0.25887224,35.45,590.8958,92.90897,0.12082866,31.661446,131467,-7.6293944e-08,37,1.0205389,,1.516489,-15.123932,-47.056458,0.7272941,1.014844
242.82005,12.050128,1.5279264,100,10.0,100.0,-38.80345,400.20659494400024,3800,[-0.724 -0.55  -0.476 -0.799  0.112],0.06748438,1.0505228,-107.41704569705227,0.25215563,33.42,810.19257,92.57169,0.10390909,38.44708,134809,-4.8065185e-06,38,1.0165164,,1.4313293,-15.906128,-41.045666,0.7802192,1.011014
237.07768,10.880628,1.5308331,100,10.0,100.0,-46.79868,411.1455752849579,3900,[-0.713 -0.549 -0.468 -0.805  0.109],0.070882306,1.1168816,-107.88975414328448,0.25890753,34.88,2085.1965,92.813995,0.23946835,32.228024,138297,-2.861023e-06,39,1.0496511,,2.4422913,-14.814697,-52.353836,0.4845599,1.0320314
228.31744,12.690062,1.5361118,100,10.0,100.0,-46.365627,421.4722375869751,4000,[-0.739 -0.551 -0.471 -0.807  0.112],0.071796946,1.0810366,-107.712394710959,0.26014015,35.4,1276.3982,92.91455,0.17458203,35.488068,141837,3.2424928e-06,40,1.0291932,,1.9383184,-16.57721,-49.175037,0.6390471,1.0231786
211.30157,13.120944,1.5390382,100,10.0,100.0,-86.10425,432.2075800895691,4100,[-0.734 -0.565 -0.472 -0.817  0.117],0.074806616,1.0206991,-107.83221094386168,0.26373473,37.23,474.36804,93.207245,0.07459584,43.075134,145560,6.980896e-06,41,1.0099936,,1.357042,-17.957146,-87.18538,0.8282771,1.0060055
240.55353,10.56017,1.5433781,100,10.0,100.0,-41.033688,442.8046305179596,4200,[-0.725 -0.566 -0.467 -0.821  0.12 ],0.072815634,1.165657,-108.13805635565681,0.26556173,35.0,5337.696,92.82081,0.3592974,27.308914,149060,-5.340576e-07,42,1.067244,,3.1148508,-13.94342,-46.861084,0.55423284,1.0782664
201.34665,11.775771,1.5484209,100,10.0,100.0,-80.370926,454.1499881744385,4300,[-0.721 -0.567 -0.464 -0.808  0.124],0.07807232,1.0240139,-107.56027816324831,0.269252,38.78,482.03925,93.45282,0.10890113,39.12513,152938,1.9454956e-06,43,1.0214937,,1.4408927,-16.477524,-81.85977,0.757604,1.014733
226.79556,12.487242,1.555094,100,10.0,100.0,-62.54577,464.2912292480469,4400,[-0.718 -0.568 -0.461 -0.804  0.129],0.07197598,1.0608659,-107.50030511908503,0.26014394,35.56,1236.7501,92.95389,0.17602205,40.013695,156494,-8.010864e-07,44,1.0299273,,1.601454,-15.082794,-65.5858,0.635483,1.0315895
203.12035,10.808241,1.5556847,100,10.0,100.0,-87.590935,475.7348484992981,4500,[-0.724 -0.571 -0.457 -0.802  0.136],0.07845835,1.0417473,-109.45553977397647,0.2697571,39.0,440.04742,93.387375,0.1281348,31.845543,160394,1.7547608e-06,45,1.0192761,,1.5990498,-17.679436,-89.08897,0.7007609,1.0182981
214.10735,11.254943,1.55826,100,10.0,100.0,-65.41235,486.9660179615021,4600,[-0.708 -0.571 -0.456 -0.807  0.137],0.07523611,1.0304115,-108.9259548152565,0.26490566,37.32,493.7295,93.16276,0.10859982,46.900898,164126,4.196167e-07,46,1.0184145,,1.3844924,-17.189735,-67.21458,0.6818929,1.0144825
212.40405,11.274436,1.5660743,100,10.0,100.0,-60.837273,498.57597041130066,4700,[-0.711 -0.568 -0.455 -0.799  0.139],0.07530213,1.0331773,-108.19794315808775,0.2650764,37.34,581.0418,93.20504,0.12249768,25.378643,167860,1.0681152e-06,47,1.0161712,,1.47084,-16.901825,-62.315975,0.76641005,1.014679
200.95377,11.992769,1.5679525,100,10.0,100.0,-88.146736,509.27885127067566,4800,[-0.717 -0.562 -0.459 -0.796  0.147],0.07925724,1.0541866,-108.68691717109984,0.27149177,39.27,782.90027,93.46464,0.1708871,35.564713,171787,2.4414062e-06,48,1.0211611,,1.6385301,-18.625954,-89.84585,0.71697164,1.023889
210.56845,11.522858,1.5729306,100,10.0,100.0,-78.483,520.0412328243256,4900,[-0.709 -0.554 -0.456 -0.799  0.149],0.077176705,1.1063079,-108.47084327136328,0.26866078,38.12,1028.9878,93.30946,0.17004684,33.73233,175599,6.4849855e-06,49,1.0288614,,2.0890064,-17.765015,-81.932396,0.6374117,1.025345
229.59322,12.938061,1.5614274,100,10.0,100.0,-59.137848,530.4557907581329,5000,[-0.689 -0.551 -0.45  -0.805  0.154],0.070111394,1.0273564,-107.05280852591264,0.25634214,34.8,550.738,92.84755,0.093625516,43.27434,179079,-4.8828124e-06,50,1.0161877,,1.276726,-16.088646,-60.89295,0.7550911,1.0115123
205.67084,13.101002,1.5673014,100,10.0,100.0,-89.86407,541.626323223114,5100,[-0.687 -0.55  -0.448 -0.802  0.142],0.07568357,1.0119883,-107.03933439804392,0.26491973,37.73,385.54337,93.32607,0.06807199,57.981888,182852,8.850097e-06,51,1.0061692,,1.2369845,-17.44384,-90.50429,0.8445109,1.0043486
204.76439,12.136357,1.5650208,100,10.0,100.0,-88.20314,552.3519153594971,5200,[-0.686 -0.552 -0.447 -0.805  0.148],0.07652245,1.0074514,-108.4488107732932,0.26610637,38.19,223.92482,93.32062,0.041171018,40.174667,186671,-6.790161e-06,52,1.0037138,,1.1095778,-16.08696,-88.693214,0.86499304,1.0021579
231.0213,12.758643,1.561855,100,10.0,100.0,-51.49397,561.0871834754944,5300,[-0.69  -0.553 -0.45  -0.803  0.146],0.07216282,1.0886724,-107.67235184269072,0.26116627,35.48,1149.1771,92.930756,0.15445887,43.160137,190219,4.4250487e-06,53,1.0476639,,1.6503141,-15.554672,-56.54323,0.68735474,1.0255823
220.7856,11.545639,1.5634509,100,10.0,100.0,-63.86407,572.0634598731995,5400,[-0.709 -0.546 -0.445 -0.804  0.143],0.07289667,1.0335406,-108.21334814690462,0.26092854,36.2,517.337,93.02138,0.103080235,43.312775,193839,-2.708435e-06,54,1.0134088,,1.3170085,-15.795448,-65.55322,0.6504251,1.0124886
195.6903,13.20987,1.5614222,100,10.0,100.0,-99.41114,582.9312994480133,5500,[-0.718 -0.554 -0.449 -0.808  0.144],0.07911821,1.014847,-107.78679315117287,0.27028665,39.46,306.03772,93.53697,0.06571469,45.80739,197785,1.5258789e-07,55,1.0080912,,1.1961993,-17.168419,-100.0347,0.81714153,1.0041518
211.4533,13.204753,1.5735475,100,10.0,100.0,-73.27736,593.4553894996643,5600,[-0.715 -0.549 -0.447 -0.806  0.142],0.07529135,1.0284472,-107.70914566830425,0.26500198,37.35,560.7832,93.232445,0.11499199,51.179585,201520,-1.8310546e-06,56,1.0166402,,1.410486,-18.623383,-74.87617,0.7456001,1.0129129
201.11601,13.530245,1.575771,100,10.0,100.0,-91.42282,604.3311293125153,5700,[-0.713 -0.545 -0.445 -0.805  0.155],0.07777969,1.038725,-106.92522782204871,0.26883513,38.62,623.60645,93.462814,0.11929243,34.189106,205382,-2.9754638e-06,57,1.0179944,,1.6931393,-19.415901,-92.93451,0.7253055,1.0107493
198.81522,14.541029,1.5761516,100,10.0,100.0,-96.6133,615.6159348487854,5800,[-0.702 -0.548 -0.44  -0.805  0.157],0.07755946,1.0062383,-107.48359581001984,0.26762074,38.74,209.02577,93.45102,0.037113626,53.73236,209256,-1.1825562e-06,58,1.0035614,,1.166035,-17.895447,-96.997314,0.8711916,1.0015048
193.02127,13.494515,1.5767678,100,10.0,100.0,-102.8428,627.2529594898224,5900,[-0.709 -0.546 -0.442 -0.802  0.157],0.07975076,1.0245211,-106.547746675284,0.27151442,39.71,454.01862,93.63372,0.08235445,39.31904,213227,-7.400513e-06,59,1.0133872,,1.3284873,-19.12777,-104.01511,0.8057112,1.0069721
199.40948,12.0055,1.5807308,100,10.0,100.0,-91.36383,638.4611904621124,6000,[-0.701 -0.542 -0.439 -0.798  0.158],0.07851648,1.0175705,-108.21247284721129,0.26961103,39.09,423.39496,93.463425,0.083685994,31.179153,217136,-1.8692017e-06,60,1.0126486,,1.4315399,-16.929909,-92.384026,0.8364947,1.0077091
208.39903,12.925135,1.583662,100,10.0,100.0,-87.760864,648.424319267273,6100,[-0.701 -0.539 -0.434 -0.796  0.162],0.07823248,1.0962982,-108.0406751288776,0.27086338,38.51,1253.2766,93.38955,0.20563665,52.063263,220987,-6.8664554e-07,61,1.0478772,,1.909591,-18.305817,-91.99191,0.58938557,1.0397683
191.34857,13.497415,1.590226,100,10.0,100.0,-104.99407,659.4518246650696,6200,[-0.679 -0.532 -0.429 -0.8    0.165],0.080661245,1.0180467,-107.50169856510848,0.27286372,40.18,361.36462,93.649055,0.09153579,42.240543,225005,1.1444092e-06,62,1.0136998,,1.3623521,-18.51966,-105.93254,0.754326,1.0076911
216.37706,13.762114,1.5976763,100,10.0,100.0,-77.20938,670.0229141712189,6300,[-0.675 -0.534 -0.43  -0.803  0.171],0.07833771,1.1601454,-107.21731366881238,0.27344912,37.96,2196.1318,93.35109,0.29778042,54.80504,228801,-7.3623655e-06,63,1.0815237,,2.2786524,-20.08786,-83.729256,0.6326121,1.0654156
226.34717,12.927416,1.6116449,100,10.0,100.0,-61.993813,680.9538083076477,6400,[-0.658 -0.526 -0.434 -0.799  0.179],0.07741254,1.1908303,-107.42783938102198,0.27385578,37.05,3863.942,93.20093,0.33456936,52.984043,232506,-2.2506713e-06,64,1.0823017,,2.630789,-17.56871,-70.08281,0.43785882,1.0811785
209.06697,12.188617,1.6143558,100,10.0,100.0,-83.57457,692.2405092716217,6500,[-0.667 -0.551 -0.444 -0.811  0.193],0.07749446,1.0614957,-108.09409382595827,0.2694411,38.21,902.44806,93.3423,0.16720565,35.847363,236327,3.0517577e-07,65,1.0394133,,1.6806431,-17.833954,-86.51421,0.73209906,1.0221057
232.6634,11.262897,1.631523,100,10.0,100.0,-48.38739,702.2333569526672,6600,[-0.665 -0.542 -0.443 -0.802  0.196],0.072783805,1.0885409,-108.57733720696159,0.26321536,35.53,2200.7854,92.88848,0.23751298,50.91471,239880,1.6784668e-06,66,1.0449594,,2.2804751,-17.187637,-52.953915,0.5557476,1.0423663
193.44492,12.63071,1.6373239,100,10.0,100.0,-96.0581,713.1925752162933,6700,[-0.657 -0.529 -0.437 -0.796  0.213],0.081618346,1.0570501,-108.6964626777787,0.27510726,40.45,855.5719,93.62564,0.1791281,35.136055,243925,-1.411438e-06,67,1.0229907,,2.1527054,-17.28897,-97.57893,0.67631483,1.0220584
214.96785,11.731429,1.6483415,100,10.0,100.0,-55.723816,724.8266394138336,6800,[-0.666 -0.535 -0.439 -0.793  0.218],0.07508312,1.0299684,-108.51969973476383,0.2649938,37.16,732.3553,93.16091,0.119910665,30.71325,247641,-1.9836425e-06,68,1.0164688,,1.4563932,-17.732483,-57.784523,0.74360126,1.0178863
239.09042,10.80964,1.6256578,100,10.0,100.0,-55.1205,734.2919125556946,6900,[-0.664 -0.537 -0.434 -0.795  0.229],0.074031696,1.181649,-108.58523286666775,0.2673897,35.63,3504.3623,92.90486,0.3200574,30.833916,251204,2.9754638e-06,69,1.0856392,,2.2231805,-16.226227,-62.90439,0.44142103,1.0844452
188.52682,11.505869,1.6371036,100,10.0,100.0,-103.6391,744.9576930999756,7000,[-0.678 -0.542 -0.432 -0.789  0.207],0.08425199,1.0575455,-108.33741444602302,0.27981186,41.57,965.78986,93.78771,0.17930749,32.83257,255361,1.5258789e-06,70,1.0355549,,1.9988185,-17.967834,-106.310715,0.6575024,1.0235541
176.80156,12.978764,1.6347843,100,10.0,100.0,-109.659134,756.3851866722107,7100,[-0.677 -0.55  -0.43  -0.795  0.218],0.08618236,1.0230175,-108.23373508014919,0.28113306,42.95,337.68497,93.96002,0.09653009,32.356075,259656,-7.6293946e-07,71,1.0105692,,1.2826909,-20.782997,-110.35013,0.7800727,1.0095156
196.94417,14.625491,1.6354256,100,10.0,100.0,-98.20774,767.9091145992279,7200,[-0.688 -0.549 -0.432 -0.79   0.216],0.078507684,1.0204145,-106.71937062049145,0.26965886,39.07,408.60132,93.53702,0.07186047,73.951225,263563,-5.645752e-06,72,1.0112997,,1.2487649,-18.725494,-99.2251,0.81092566,1.0055758
206.68034,11.194115,1.6299013,100,10.0,100.0,-73.98555,779.3816859722137,7300,[-0.691 -0.546 -0.428 -0.792  0.216],0.0777854,1.0711405,-108.20750124714336,0.2695918,38.43,1293.6171,93.368614,0.1994934,32.881493,267406,-1.7547608e-06,73,1.0277004,,1.6457863,-16.978004,-75.9967,0.50122553,1.0301771
194.62367,12.242066,1.6357617,100,10.0,100.0,-92.74124,790.1743130683899,7400,[-0.702 -0.556 -0.43  -0.794  0.211],0.081892215,1.0628359,-107.70017146998815,0.27635562,40.37,1206.4316,93.66435,0.19643345,42.68718,271443,-4.53949e-06,74,1.0332254,,2.014128,-18.776192,-95.73326,0.74555737,1.0304744
191.17038,12.5694685,1.6341757,100,10.0,100.0,-104.46473,801.413816690445,7500,[-0.713 -0.555 -0.424 -0.792  0.217],0.08313296,1.0739064,-107.96824396077959,0.2779867,41.05,1037.4865,93.7397,0.19319999,38.509415,275548,-8.010864e-06,75,1.0426937,,2.0409927,-19.191925,-107.81024,0.67751443,1.0295795
194.91438,12.756037,1.6270453,100,10.0,100.0,-100.70048,812.3216722011566,7600,[-0.726 -0.549 -0.418 -0.785  0.215],0.08146568,1.0428393,-108.44400871183994,0.27496183,40.35,498.4357,93.6251,0.112106234,43.106647,279583,-6.4849854e-07,76,1.0308053,,1.3902994,-18.87944,-103.29504,0.71788526,1.0135777
191.89502,11.573978,1.6379888,100,10.0,100.0,-104.22408,824.4677362442017,7700,[-0.715 -0.556 -0.42  -0.784  0.208],0.084415115,1.0942036,-108.85597254176686,0.28044426,41.55,958.7886,93.76046,0.1819891,36.459713,283738,1.4877319e-06,77,1.0496688,,1.6481866,-17.904266,-108.55143,0.6211361,1.0274594
196.53069,13.328634,1.6336969,100,10.0,100.0,-95.02886,835.8755614757538,7800,[-0.725 -0.544 -0.419 -0.782  0.219],0.07986777,1.038292,-107.67604819333478,0.27233377,39.6,829.8661,93.56181,0.1487015,35.778,287698,7.6293944e-08,78,1.0184907,,1.4511199,-18.455505,-96.58999,0.582803,1.0186381
194.70992,12.95616,1.6373972,100,10.0,100.0,-102.279335,846.4702007770538,7900,[-0.731 -0.542 -0.414 -0.778  0.215],0.07999691,1.0280393,-107.81861732298789,0.2720665,39.79,585.13116,93.58084,0.11253672,51.442192,291677,-4.53949e-06,79,1.0153397,,1.3576822,-17.530724,-103.654625,0.75060785,1.0136743
