J_sample_variance,InitialBound,StdIW,InitialReturnMean,EpRewMean,EpLenMean,EpisodesSoFar,Weights,TimestepsSoFar,MeanEntropy,TimeElapsed,EmpiricalD2,ReturnStepMaxmin,MeanD2w0t,ReturnMeanIW,EpThisIter,InitialReturnMax,Iteration,Bound,MeanIW,MaxIW,MinD2w0t,EntropyCoefficient,InitialReturnStd,MaxD2w0t,InitialReturnMin,MinIW,ReturnStepMax,StdD2w0t
171026.73,273.39008,0.8895712,-3.4332274e-06,-109.4215441542066,17.6,16300,[-0.845  0.947 -0.803  0.888 -0.422],293916,0.9716463,1464.4538102149963,1.5828247,86.96168,0.041631933,588.6824,100,5.8445587,163,301.63266,1.1365173,5.172832,,,2.4902875,1.9022334,-4.0203934,0.082283825,100.0,0.22068481
18110.406,275.1386,0.27841642,-2.8991699e-06,-109.57219756816714,17.57,16400,[-0.852  0.933 -0.788  0.885 -0.447],295673,0.9674426,1472.3083410263062,1.0891263,86.994576,0.036578692,539.89496,100,6.4668274,164,283.68103,1.0283083,2.0326688,,,2.4147027,1.2152745,-3.7857513,0.32617024,100.0,0.19186111
12112.607,261.61258,0.23354556,3.3569336e-06,-110.32890704951733,18.54,16500,[-0.861  0.929 -0.788  0.897 -0.451],297527,0.9858398,1479.6840198040009,1.0397344,87.549034,0.03812538,515.0392,100,5.821495,165,272.75037,1.0381914,2.4037313,,,2.371116,1.2018094,-3.8322906,0.6644434,100.0,0.19435455
11585.965,246.69928,0.23774134,-9.384155e-06,-109.70888671652033,18.34,16600,[-0.856  0.916 -0.798  0.892 -0.433],299361,0.9663169,1488.033719778061,1.0526272,87.44141,0.03731276,513.52246,100,5.710663,166,255.60367,1.0266486,1.8383852,,,2.344084,1.076442,-4.359833,0.45887884,100.0,0.19123334
49309.09,258.63712,0.48845652,5.264282e-06,-110.29950064678216,18.0,16700,[-0.877  0.92  -0.793  0.892 -0.453],301161,0.94202405,1494.9548182487488,1.1893435,87.23945,0.03793183,544.87024,100,7.8151627,167,273.31247,1.0660763,2.7304,,,2.3786995,1.4462329,-3.715866,0.27306378,100.0,0.19663613
39214110000.0,273.987,447.5928,1.9073486e-06,-109.53734713758676,18.11,16800,[-0.858  0.931 -0.793  0.896 -0.477],302972,0.95686615,1502.4321928024292,3559.7856,87.35833,24.82412,20119.986,100,6.6812897,168,12490.611,44.82321,7090.61,,,2.4974067,35892.55,-4.056183,0.000242231,100.0,552.0786
108561.516,271.17303,0.6956361,-2.3651123e-06,-109.1808630738711,17.24,16900,[-0.876  0.963 -0.838  0.845 -0.462],304696,0.94563955,1515.9903855323792,1.3211614,86.74026,0.038053412,576.9237,100,7.6968307,169,292.0618,1.0881829,3.8684523,,,2.4790323,1.8276759,-3.7202606,0.15371284,100.0,0.20285425
2501370.8,251.55322,3.4998953,-1.4495849e-06,-109.67958040198305,18.36,17000,[-0.895  0.963 -0.822  0.826 -0.473],306532,0.99511725,1524.5514032840729,5.4361477,87.489815,0.08448645,711.0592,100,6.356697,170,333.28793,1.4549936,29.96616,,,2.533643,14.645304,-4.5595856,0.030709656,100.0,0.58392566
83492.78,256.83743,0.59780353,1.7547608e-06,-109.29429836388874,17.81,17100,[-0.932  0.948 -0.817  0.858 -0.424],308313,0.9591506,1534.4715423583984,1.2227314,87.12756,0.040094912,558.0206,100,8.307709,171,278.0672,1.0862927,5.1276164,,,2.5518253,1.616344,-4.469589,0.16162036,100.0,0.20993298
228082.08,282.24344,1.0262123,-6.1798096e-06,-109.16144377017646,17.54,17200,[-0.928  0.938 -0.821  0.88  -0.46 ],310067,0.9813148,1542.4604198932648,1.4580806,86.94111,0.03973698,575.1791,100,7.607628,172,303.52533,1.1097761,7.929627,,,2.7086518,3.0340614,-4.8021545,0.23156439,100.0,0.2107904
216430.97,270.7889,0.9756767,2.1362305e-06,-109.51636584028509,17.53,17300,[-0.947  0.911 -0.831  0.882 -0.438],311820,0.9664411,1550.3311131000519,1.820953,86.852135,0.0437942,606.80615,100,6.267044,173,315.44495,1.1718075,6.6232734,,,2.4311347,2.2368898,-3.966568,0.12199409,100.0,0.23529825
2777.4062,259.0459,0.11601241,-4.5776366e-07,-110.12632648491079,18.38,17400,[-0.971  0.9   -0.819  0.889 -0.452],313658,0.9536473,1559.8629100322723,1.0210878,87.44559,0.037060607,508.17035,100,6.2791443,174,263.734,1.0142099,1.3519397,,,2.3346057,1.0504051,-4.0943604,0.64147496,100.0,0.18971515
160257.53,285.3363,0.8354848,-4.577637e-06,-109.61684536895072,17.64,17500,[-0.979  0.9   -0.817  0.884 -0.465],315422,0.94580007,1568.6587393283844,1.4970078,86.95487,0.04155937,595.3182,100,5.9747314,175,326.49063,1.1536217,8.814275,,,2.4413464,2.6437733,-3.8682327,0.16207694,100.0,0.220421
8784.854,268.64685,0.201443,-1.5258789e-07,-109.87548586902449,17.92,17600,[-0.923  0.89  -0.829  0.91  -0.473],317214,0.9474004,1577.9961223602295,1.043548,87.18135,0.036296178,524.7831,100,8.29892,176,274.64523,1.0196875,1.6157517,,,2.524543,1.1049178,-3.6506271,0.5703945,100.0,0.18827431
39577.297,274.8577,0.42337576,1.1138916e-05,-109.67856301355688,17.83,17700,[-0.936  0.883 -0.833  0.912 -0.472],318997,0.94430417,1585.8603866100311,1.1321324,87.1951,0.038258232,542.85565,100,8.208977,177,287.2412,1.0540509,2.9741983,,,2.4890468,1.4557507,-3.7243042,0.39418843,100.0,0.19945551
7109133.0,280.73965,5.982117,-7.6293946e-07,-110.00040940228907,17.7,17800,[-0.929  0.879 -0.842  0.935 -0.475],320767,0.9371724,1594.4800744056702,12.050441,87.09763,0.10384387,865.2763,100,6.664749,178,397.61026,1.7650437,45.656303,,,2.255188,84.09826,-3.5869446,0.001124846,100.0,1.0815327
625052.75,215.98648,1.8115481,-8.69751e-06,-110.87604270114416,19.25,17900,[-1.052  0.896 -0.804  0.908 -0.482],322692,0.93115443,1602.8292934894562,2.2020278,87.92681,0.057175547,605.70294,100,7.6911087,179,284.9481,1.290695,15.954799,,,2.6474712,6.0699673,-4.126877,0.029514886,100.0,0.31640017
25226.385,234.64662,0.39068165,2.2125244e-06,-110.77017845879945,19.36,18000,[-1.072  0.875 -0.815  0.944 -0.488],324628,0.94383717,1613.8689682483673,1.0969125,88.1657,0.03978567,484.9574,100,6.635132,180,237.10205,1.0243112,3.471228,,,2.509687,1.2650185,-4.0197067,0.28658083,100.0,0.19837174
234453.53,271.45258,1.136383,-6.1798096e-06,-110.05585264557695,18.34,18100,[-1.071  0.883 -0.82   0.954 -0.475],326462,0.93052435,1622.6104109287262,1.8426754,87.43708,0.04292355,602.1671,100,5.367531,181,329.45224,1.2326366,8.625523,,,2.22937,3.1805584,-3.5285568,0.06972362,100.0,0.22632807
55104.293,288.17725,0.50371385,-1.6021728e-06,-110.14893706963284,17.84,18200,[-1.107  0.862 -0.82   0.937 -0.488],328246,0.93326885,1631.1945736408234,1.2636868,87.169235,0.038765922,563.0375,100,8.699066,182,314.59705,1.0886996,2.9160433,,,2.4336212,1.7146717,-3.5318985,0.20257512,100.0,0.20262116
1844.4009,220.20361,0.10532841,3.2043456e-06,-111.16694887372391,19.71,18300,[-1.117  0.859 -0.807  0.919 -0.486],330217,0.9237853,1640.6321339607239,1.0113811,88.23124,0.03958444,469.61343,100,5.842514,183,221.8987,1.0066084,1.484825,,,2.500227,1.0239332,-4.391388,0.7271097,100.0,0.19540903
95313.44,280.93646,0.67643476,-2.0599366e-06,-110.18483285947691,18.14,18400,[-1.118  0.857 -0.805  0.916 -0.495],332031,0.9107764,1648.0791788101196,1.4352024,87.28526,0.04204665,571.6451,100,9.843185,184,319.03784,1.1322203,3.8917089,,,2.4083278,1.757402,-3.4702682,0.22558093,100.0,0.21885306
31699.035,296.46057,0.36940455,1.9073486e-06,-109.89870147947723,17.71,18500,[-1.127  0.846 -0.797  0.924 -0.508],333802,0.8695851,1656.2125334739685,1.1176523,87.13725,0.037825923,559.54785,100,5.268814,185,322.0088,1.0757843,2.219702,,,2.1553,1.222166,-3.54171,0.32129306,100.0,0.19756944
103043.586,261.74734,0.7166974,2.0599366e-06,-110.43943375377812,18.34,18600,[-1.127  0.851 -0.785  0.927 -0.549],335636,0.8748257,1664.526817560196,1.406474,87.39922,0.040637694,538.25854,100,7.9579773,186,279.51016,1.0759623,5.604686,,,2.4139988,1.6039193,-3.9412994,0.15975569,100.0,0.20965199
384363520.0,250.99426,44.121098,,-110.7419310876292,18.41,18700,[-1.158  0.845 -0.781  0.933 -0.544],337477,0.84273547,1672.2358915805817,185.73213,87.36746,1.0920261,2609.569,100,6.416069,187,940.3098,5.658519,448.0888,,,2.1518803,2980.499,-3.8330078,0.00012633264,100.0,25.014376
1434.3395,211.93903,0.08683,-1.0681152e-06,-111.96205684265253,19.79,18800,[-1.242  0.859 -0.712  0.898 -0.576],339456,0.8401802,1684.1595721244812,1.0083842,88.17127,0.039772786,469.99158,100,6.1424484,188,213.10791,1.0043697,1.2803495,,,2.3387465,1.0273643,-3.5347137,0.71538234,100.0,0.19592655
1994.8218,269.41208,0.09408199,-1.1367798e-05,-110.35996932168351,18.09,18900,[-1.24   0.854 -0.714  0.902 -0.579],341265,0.8339851,1692.3869860172272,1.011838,87.30462,0.036525797,519.04333,100,6.366188,189,274.19916,1.0145243,1.5597298,,,2.1964157,1.0522667,-3.9002533,0.80403787,100.0,0.18852396
56180.562,257.8694,0.52347785,5.8746336e-06,-110.70423155569154,18.19,19000,[-1.249  0.851 -0.721  0.907 -0.585],343084,0.83417314,1700.9885997772217,1.2434318,87.35164,0.0386897,537.3161,100,5.690407,190,273.93604,1.056881,2.8271322,,,2.210595,1.3010858,-3.6603851,0.23986745,100.0,0.19960843
114675540.0,208.37796,26.60449,-3.7384034e-06,-111.77928668806858,19.83,19100,[-1.271  0.848 -0.714  0.905 -0.585],345067,0.87954164,1710.0003488063812,63.799774,88.23535,0.5268152,2051.1755,100,6.4061813,191,1191.6255,4.973059,260.06042,,,2.2005775,3184.9888,-3.846367,0.004588809,100.0,19.971313
117514.46,265.10864,0.7568919,-2.0599366e-06,-110.6498435045633,18.55,19200,[-1.227  0.879 -0.694  0.839 -0.539],346922,0.92121303,1722.4495871067047,1.3640481,87.52639,0.04276558,555.3539,100,9.468964,192,296.05374,1.12361,4.6124377,,,2.6313758,1.8501219,-3.5618668,0.18709159,100.0,0.21995042
415054850.0,237.96141,45.322006,4.043579e-06,-110.70985169328156,18.89,19300,[-1.215  0.877 -0.709  0.857 -0.498],348811,0.83270264,1732.0498559474945,38.25293,87.72238,0.46187675,2419.302,100,7.2381516,193,1562.8257,5.273771,624.35254,,,2.4794743,629.001,-3.5563126,0.00044032402,100.0,8.654072
52427.258,241.82132,0.51724494,-2.4414062e-06,-109.75217010267252,18.39,19400,[-1.276  0.954 -0.687  0.804 -0.586],350650,0.82928294,1744.9808564186096,1.2760992,87.46606,0.03976109,539.78644,100,5.3176727,194,270.00897,1.0891355,2.990217,,,2.281243,1.3920997,-4.023506,0.33157855,100.0,0.2041836
21128.934,300.08917,0.28548825,7.858276e-06,-109.39971198361854,17.46,19500,[-1.255  0.958 -0.693  0.799 -0.59 ],352396,0.8357825,1753.344967842102,1.0788435,86.89907,0.037006408,548.47943,100,7.069206,195,310.80682,1.0376372,2.8251941,,,2.368106,1.3409097,-4.0885696,0.4375,100.0,0.19491331
36337.58,262.92307,0.41601738,-2.0599366e-06,-109.42617952384717,17.97,19600,[-1.25   0.968 -0.676  0.788 -0.583],354193,0.84034383,1762.303962945938,1.1628096,87.21869,0.038156312,541.96063,100,9.674744,196,281.94138,1.0650853,2.8171492,,,2.6768441,1.4655793,-3.950409,0.30659658,100.0,0.19814587
1224495.0,297.36896,2.3069134,3.8146973e-07,-109.27930292626178,17.38,19700,[-1.267  0.973 -0.662  0.776 -0.579],355931,0.8255267,1770.8740618228912,3.0018551,86.81535,0.05121496,707.61426,100,9.403198,197,374.1647,1.3621815,16.965147,,,2.6659782,8.592706,-4.0384293,0.011566224,100.0,0.31188476
24433.727,286.41626,0.31738427,-1.9836425e-06,-109.29225339998031,17.32,19800,[-1.242  0.985 -0.684  0.808 -0.593],357663,0.81937337,1780.1808302402496,1.0947127,86.72807,0.03629286,554.72095,100,8.14328,198,300.1832,1.0439326,2.3305922,,,2.6698277,1.3553737,-4.205467,0.50963056,100.0,0.19186814
357083.84,257.07986,1.2932098,6.8664554e-07,-110.32219081781972,18.34,19900,[-1.253  0.992 -0.67   0.797 -0.6  ],359497,0.80191916,1788.0314238071442,1.846362,87.362465,0.04922127,599.1564,100,5.3433228,199,315.2078,1.2112232,9.978632,,,2.325171,4.2202506,-5.486603,0.07750738,100.0,0.2672897
2164.7034,267.0033,0.1013586,-5.569458e-06,-109.57012876414159,17.7,20000,[-1.238  1.01  -0.659  0.768 -0.617],361267,0.79541,1797.6796262264252,1.0125701,87.08171,0.035529066,525.6636,100,6.1546555,200,270.20587,1.0098478,1.3674073,,,2.3692884,1.0312821,-3.8832169,0.7831812,100.0,0.18546598
4137.2935,275.00543,0.12785898,-4.043579e-06,-109.3183371289719,17.07,20100,[-1.231  1.012 -0.659  0.77  -0.624],362974,0.803024,1805.073230266571,1.0236492,86.56964,0.0345094,551.4467,100,8.050095,201,281.60217,1.0174721,1.6160867,,,2.6454797,1.0446619,-4.5295258,0.7365127,100.0,0.18355995
27749.484,278.85382,0.3451741,-5.0354006e-06,-109.13275750484952,16.98,20200,[-1.222  1.009 -0.662  0.766 -0.616],364672,0.8014292,1812.5724079608917,1.1137105,86.51094,0.03503126,561.6317,100,7.996994,202,289.0961,1.0362169,2.0813177,,,2.471213,1.1706048,-3.7717667,0.37357312,100.0,0.18694904
8220.262,299.5116,0.18548548,-1.7547608e-06,-109.14011654977934,17.17,20300,[-1.2    1.01  -0.664  0.763 -0.618],366389,0.78758734,1821.5484437942505,1.0391073,86.65726,0.034860052,546.0434,100,7.517906,203,305.60056,1.0165609,1.5737585,,,2.323803,1.0854337,-3.8853455,0.57467395,100.0,0.1848837
33031024.0,263.854,12.34368,3.8146973e-07,-109.92977473769453,17.74,20400,[-1.183  1.008 -0.664  0.756 -0.631],368163,0.7836939,1829.7612278461456,29.026587,87.02722,0.18896322,1371.7792,100,6.8065414,204,735.7514,2.822709,120.250435,,,2.4076655,95.18772,-3.6837616,0.0043508643,100.0,1.9999502
6695.304,261.05408,0.17251046,-3.2806397e-06,-109.6494086017956,18.12,20500,[-1.243  0.975 -0.657  0.773 -0.635],369975,0.7958959,1841.0544927120209,1.0257958,87.302444,0.036862064,518.3465,100,7.54937,205,267.5413,1.0224817,1.7570167,,,2.7115607,1.080876,-4.2923965,0.64180076,100.0,0.1901082
100729.766,269.40735,0.65667355,3.0517577e-07,-109.66224555772293,17.4,20600,[-1.24   0.97  -0.664  0.773 -0.623],371715,0.8316991,1849.0197656154633,1.2572845,86.80391,0.038942847,576.55554,100,6.5099106,206,293.6134,1.0909349,4.825657,,,2.5472498,1.5825763,-5.1523285,0.20849821,100.0,0.20631053
7406.822,310.6975,0.17665412,-8.010864e-06,-109.78488784187935,17.36,20700,[-1.244  0.961 -0.667  0.786 -0.587],373451,0.8098705,1858.9124157428741,1.0315063,86.729225,0.03521216,547.3543,100,6.8740997,207,321.6734,1.0264869,1.5262864,,,2.4694633,1.0844703,-3.7236862,0.61037964,100.0,0.18567191
7976.8745,236.19565,0.19956942,5.4931643e-06,-110.59889197271455,18.81,20800,[-1.232  0.964 -0.663  0.784 -0.609],375332,0.7981776,1867.356585741043,1.0397477,87.625824,0.038345527,502.32846,100,7.8229446,208,243.64911,1.0256703,1.6304762,,,2.8069007,1.1180379,-4.5264816,0.57451946,100.0,0.19397177
28725.088,271.71622,0.37465754,-5.340576e-06,-109.96674116539643,18.48,20900,[-1.233  0.965 -0.668  0.794 -0.621],377180,0.7957005,1875.3179726600647,1.1655974,87.51244,0.03976263,529.9125,100,7.496643,209,293.75745,1.0669285,2.3437376,,,2.6670997,1.4649646,-4.2425995,0.33523616,100.0,0.2033788
2001578.0,230.59091,3.0703354,-5.722046e-06,-110.54579153955221,18.61,21000,[-1.239  0.944 -0.682  0.799 -0.623],379041,0.78042734,1883.5303192138672,2.2508202,87.52283,0.060651124,756.93414,100,8.044373,210,366.91846,1.5573668,29.745796,,,2.5385585,9.08744,-3.9070435,0.104257904,100.0,0.35541847
549171.0,253.40503,1.6552832,2.670288e-06,-109.80825584908048,18.32,21100,[-1.266  0.961 -0.653  0.758 -0.639],380873,0.784824,1893.329782485962,2.7927833,87.40747,0.05297855,623.7465,100,8.302032,211,316.02225,1.2690936,12.294851,,,2.8363795,4.3030825,-4.3756332,0.057523377,100.0,0.29246515
225699.31,270.4493,0.9936694,-8.468628e-06,-110.26083383125098,18.25,21200,[-1.312  0.956 -0.642  0.769 -0.634],382698,0.77779037,1903.4368166923523,1.2706169,87.30544,0.043192353,547.1444,100,8.848061,212,289.6316,1.0844826,10.116939,,,2.8721142,3.0312488,-4.6519547,0.20554683,100.0,0.22589533
1942.7931,255.91772,0.09646587,-3.5858154e-06,-109.71917164733038,18.11,21300,[-1.325  0.978 -0.621  0.751 -0.641],384509,0.7709474,1912.6024994850159,1.0109093,87.26179,0.03638491,514.05884,100,7.4838333,213,259.3735,1.0117991,1.2864045,,,2.787283,1.05746,-4.0435944,0.75478196,100.0,0.18769804
35376.43,290.24756,0.39142892,1.1444092e-06,-108.8198536270179,17.04,21400,[-1.332  0.976 -0.623  0.749 -0.648],386213,0.775226,1919.7028028964996,1.1561319,86.62874,0.035622794,563.5612,100,8.587845,214,305.8969,1.0444926,2.513183,,,2.4570587,1.1973857,-4.3111496,0.402995,100.0,0.1898545
141956.03,268.97546,0.8276078,-2.2888183e-07,-109.58515522643603,17.81,21500,[-1.348  0.973 -0.619  0.75  -0.644],387994,0.7648086,1927.2886323928833,1.3903617,87.152534,0.03935523,574.2894,100,7.6353455,215,299.84973,1.1216248,6.9888725,,,2.6710978,2.114196,-3.857689,0.14487489,100.0,0.20683008
178472.64,277.80692,0.8491759,-4.272461e-06,-109.43476520185266,17.42,21600,[-1.328  0.978 -0.628  0.765 -0.654],389736,0.76078224,1936.0777897834778,1.5171611,86.81932,0.04508998,600.2694,100,4.949272,216,319.14078,1.1382891,6.639501,,,2.303909,3.1463284,-3.7780838,0.23442307,100.0,0.24535908
7964683300.0,235.5322,207.22021,-1.8310546e-06,-110.67185095286872,19.03,21700,[-1.305  0.955 -0.645  0.791 -0.658],391639,0.7641202,1944.6449718475342,1340.0033,87.741394,5.139696,9369.32,100,5.639015,217,4280.441,21.433432,2108.4019,,,2.3802276,28511.814,-3.918991,0.00013939304,100.0,198.73894
204804.2,248.1355,0.9969453,1.0986329e-05,-109.95105427426624,18.22,21800,[-1.248  0.976 -0.69   0.845 -0.655],393461,0.7673703,1956.550585269928,1.5062679,87.36955,0.046592247,572.08044,100,7.9764633,218,277.9567,1.1424962,8.656805,,,2.5655913,3.0283337,-3.9669418,0.100920305,100.0,0.24879414
82014.336,274.5661,0.5991323,6.408691e-06,-110.02774370630421,17.65,21900,[-1.249  0.989 -0.677  0.815 -0.652],395226,0.7768045,1965.2623343467712,1.3360873,86.99823,0.04039943,579.4024,100,7.559601,219,309.82214,1.111647,4.9134507,,,2.2858043,1.9960327,-4.288063,0.22187106,100.0,0.21387959
124189.78,298.4693,0.7781596,-5.0354006e-06,-109.96344472558823,17.66,22000,[-1.256  0.982 -0.675  0.831 -0.642],396992,0.77641624,1973.4430153369904,1.4168462,86.98702,0.038841102,565.39264,100,6.505928,220,316.90808,1.0929564,4.8917212,,,2.3763115,1.9907782,-3.7133331,0.12249288,100.0,0.20453116
222134.84,256.1765,1.0703253,2.5939942e-06,-111.16154670527123,18.69,22100,[-1.265  0.958 -0.681  0.822 -0.642],398861,0.7669234,1981.209456205368,1.9538536,87.574936,0.04672617,579.6551,100,6.4664307,221,299.468,1.1809378,5.597768,,,2.319734,2.28216,-3.3493042,0.059911672,100.0,0.24383047
70404.64,248.71893,0.5813205,3.4332274e-06,-110.29866234045012,18.54,22200,[-1.286  0.944 -0.673  0.826 -0.652],400715,0.74267244,1989.8270092010498,1.2722241,87.54464,0.042153895,526.12256,100,6.1988754,222,258.5583,1.0618942,3.7079647,,,2.54889,1.8102334,-3.9732056,0.06366593,100.0,0.21679251
12448.371,289.2608,0.23321632,2.4414062e-06,-109.95460157822646,17.78,22300,[-1.285  0.935 -0.674  0.843 -0.676],402493,0.7597525,1998.2179863452911,1.0544926,87.0821,0.036528893,534.6653,100,4.877716,223,298.57056,1.0278845,2.3467247,,,2.2318459,1.1056018,-3.767212,0.5655321,100.0,0.19026396
938626.1,262.40778,2.0563195,6.942749e-06,-110.01174499823918,18.01,22400,[-1.282  0.933 -0.682  0.844 -0.659],404294,0.76513743,2005.5675358772278,2.207335,87.16021,0.058483995,677.0726,100,6.8908615,224,344.26892,1.3471415,16.94845,,,2.307137,10.885404,-3.9756088,0.09295109,100.0,0.3438974
21768.652,280.3806,0.30473417,-1.2969971e-06,-109.78727385432008,17.95,22500,[-1.266  0.957 -0.657  0.806 -0.654],406089,0.7754396,2015.424621105194,1.1008575,87.131096,0.038272835,539.486,100,8.262306,225,295.89142,1.0518352,2.6400905,,,2.4895875,1.5195476,-3.879448,0.4107524,100.0,0.1987521
158008.73,251.62378,0.8475687,-2.2125244e-06,-110.01105280325218,17.75,22600,[-1.27   0.966 -0.643  0.793 -0.643],407864,0.7838471,2024.6997077465057,1.4977225,87.058075,0.04255562,585.6021,100,7.6597137,226,284.7588,1.1325519,6.085406,,,2.6473956,2.4217021,-3.7967148,0.25681877,100.0,0.22622637
436010.34,263.56665,1.4036896,-3.0517579e-06,-110.05896775336649,17.87,22700,[-1.259  0.979 -0.641  0.776 -0.635],409651,0.7770222,2032.430665254593,2.0797966,87.0895,0.052461542,633.45374,100,6.119133,227,314.66766,1.2397168,11.883295,,,2.1946235,4.3965244,-3.7555923,0.03566824,100.0,0.29404673
1837153.0,223.42807,2.9920425,1.2207031e-06,-110.50075202580666,19.05,22800,[-1.27   0.976 -0.633  0.803 -0.642],411556,0.74466944,2040.8298149108887,1.6697217,87.81143,0.05430131,665.86676,100,9.020538,228,325.0288,1.3988816,35.47772,,,3.2582312,5.099426,-4.4677277,0.036779154,100.0,0.2943591
47496.21,251.45036,0.48245388,7.2479247e-06,-110.49997295132376,18.42,22900,[-1.271  0.991 -0.604  0.775 -0.674],413398,0.7573366,2051.2641789913177,1.2114152,87.35678,0.039461788,530.3929,100,9.136078,229,269.4633,1.0610797,2.8934622,,,2.623188,1.4004995,-4.672638,0.24335216,100.0,0.20237316
1630.5963,227.2873,0.094241925,-6.942749e-06,-110.33123348212337,18.84,23000,[-1.281  0.984 -0.602  0.782 -0.662],415282,0.74783295,2059.5144321918488,1.009092,87.691315,0.037822794,492.18234,100,8.510162,230,230.13239,1.0083389,1.4149776,,,2.6354904,1.01837,-4.696869,0.76977617,100.0,0.19115064
2845.5596,240.83853,0.117482394,3.2043456e-06,-110.59457596775759,18.49,23100,[-1.287  0.985 -0.6    0.781 -0.671],417131,0.73731494,2068.1516692638397,1.0138161,87.47882,0.03717327,504.17245,100,8.566551,231,243.5184,1.0082711,1.2460344,,,2.5790799,1.0228984,-3.8153992,0.71062136,100.0,0.18970661
2965.8894,233.71243,0.120206974,1.3732911e-06,-110.65057691547936,18.84,23200,[-1.285  0.987 -0.601  0.781 -0.682],419015,0.7529191,2074.8336102962494,1.018415,87.6914,0.03809321,497.95975,100,7.783478,232,239.4531,1.0169078,1.3336275,,,2.587928,1.0481672,-3.8450928,0.70067286,100.0,0.19251144
466528.7,227.54846,1.6325345,6.866455e-06,-110.7231272573132,19.18,23300,[-1.283  0.989 -0.598  0.776 -0.666],420933,0.76236445,2083.451424598694,1.9681653,87.898544,0.049508203,576.39874,100,9.074821,233,265.02325,1.2331903,11.326035,,,2.6129868,3.5834267,-4.044716,0.10463791,100.0,0.2588085
18260.01,273.56464,0.29017383,-5.9509275e-06,-109.81916961395433,17.65,23400,[-1.311  0.993 -0.574  0.753 -0.657],422698,0.7397353,2092.8554389476776,1.0719333,86.97432,0.036656935,552.358,100,6.924011,234,291.5591,1.0591435,2.388932,,,2.3481994,1.2039763,-3.836792,0.36489815,100.0,0.19171356
19319240.0,251.23874,10.171886,6.1035157e-06,-109.9601470997419,18.29,23500,[-1.317  0.995 -0.581  0.752 -0.679],424527,0.69704974,2099.7650294303894,18.635174,87.38728,0.15231538,924.33374,100,7.6501846,235,399.5387,1.9538245,103.583496,,,2.3271935,93.865326,-3.9245377,0.0007657601,100.0,1.5265843
1336687.6,300.31152,2.4243279,3.2043456e-06,-109.7713117739494,17.58,23600,[-1.254  1.019 -0.584  0.727 -0.722],426285,0.67969877,2109.241515159607,2.3979435,86.890976,0.05750962,697.7705,100,7.407089,236,391.7029,1.3593185,22.086487,,,2.7780564,5.164903,-3.8274765,0.029730754,100.0,0.3311642
153765.8,279.70514,0.8194745,-7.858276e-06,-109.82548079659391,17.77,23700,[-1.294  1.04  -0.551  0.722 -0.739],428062,0.6767022,2119.510424852371,1.5659001,87.014145,0.0444825,599.28076,100,9.05909,237,325.614,1.1643015,4.8410044,,,2.6145961,2.8339143,-3.826622,0.12386382,100.0,0.23995288
6592353.5,253.79938,5.6537614,-1.9836425e-06,-109.80856437302685,17.83,23800,[-1.29   1.05  -0.55   0.702 -0.742],429845,0.65869236,2128.240154504776,9.506902,87.060265,0.08958182,908.24097,100,7.603508,238,460.47876,1.8414272,53.20038,,,2.5297205,15.442427,-3.690239,0.0029806944,100.0,0.64377445
9317330.0,281.93875,6.531744,1.1444092e-05,-109.31549831151295,17.57,23900,[-1.35   1.041 -0.532  0.704 -0.76 ],431602,0.64375144,2139.88450050354,5.1557145,86.92537,0.10025049,949.76294,100,8.989334,239,541.31323,1.89778,64.67057,,,2.7855034,20.980583,-4.165619,0.005583451,100.0,0.7838172
48013.516,265.1607,0.4620935,-1.2130738e-05,-109.32492589512671,17.83,24000,[-1.346  1.058 -0.511  0.655 -0.775],433385,0.6386874,2150.79282951355,1.1934243,87.106895,0.039080787,563.541,100,10.759026,240,292.23083,1.0992911,3.2230432,,,3.1401472,1.6875622,-4.2076263,0.131704,100.0,0.20426525
5234.6694,287.82736,0.14972931,-1.1062622e-05,-109.55184182895127,18.0,24100,[-1.332  1.063 -0.508  0.671 -0.78 ],435185,0.6525735,2158.7020518779755,1.0208994,87.19068,0.036509573,518.12866,100,6.43441,241,292.60938,1.0153966,1.5917227,,,2.7003386,1.0763756,-4.3190384,0.72305524,100.0,0.18893357
5454.257,291.42114,0.15376493,3.967285e-06,-109.55235377187843,17.66,24200,[-1.324  1.064 -0.503  0.667 -0.766],436951,0.63885725,2166.176856994629,1.0244346,86.95472,0.035753973,531.98474,100,7.8753967,242,298.86517,1.0186808,1.5694889,,,2.4742382,1.0711781,-3.8345795,0.6118348,100.0,0.18686986
353825.97,254.1001,1.2116742,-4.4250487e-06,-109.93421051180796,17.75,24300,[-1.31   1.064 -0.499  0.661 -0.78 ],438726,0.6536104,2173.1170632839203,1.6701431,86.97722,0.0482847,607.07605,100,6.9438477,243,283.97177,1.1752911,10.525361,,,2.417445,3.5861206,-3.3352203,0.10274162,100.0,0.2654589
125251.95,273.90167,0.7272281,-8.621216e-06,-109.20547934590734,17.21,24400,[-1.317  1.072 -0.49   0.632 -0.765],440447,0.64605707,2182.3299856185913,1.4669453,86.6991,0.04071799,601.9945,100,6.697426,244,314.13647,1.1345091,4.2896385,,,2.4567244,2.0936015,-3.8555145,0.16948938,100.0,0.2193372
