ReturnStepMax,EpThisIter,InitialReturnMax,TimeElapsed,ReturnMeanIW,EpLenMean,MinIW,MaxD2w0t,MeanIW,J_sample_variance,Weights,EmpiricalD2,MinD2w0t,EpRewMean,Iteration,InitialReturnMean,MaxIW,StdIW,MeanD2w0t,EpisodesSoFar,ReturnStepMaxmin,StdD2w0t,MeanEntropy,TimestepsSoFar,InitialReturnMin,Bound,InitialReturnStd,InitialBound
100.0,100,-83.81554,6.50475549697876,-57.92626,17.45,0.00058725354,119.83315,0.6092402,5398.076,[-0.689  0.919 -0.673  0.288  0.   ],16.983183,,-108.67197648780628,1,-93.01559,16.828531,0.82023543,0.2496378,100,99.36191,2.6458964,1.3716315,1745,-97.78645,-67.04097,3.275067,-96.09316
100.0,100,-83.715805,20.02954339981079,-50.751472,16.22,4.9494898e-05,192.68265,0.52048296,16108.904,[-0.699  0.84  -0.765  0.415 -0.047],67.70725,,-108.43472461866122,2,-93.8305,18.337894,1.4473425,0.37926584,200,99.36166,4.566043,1.3251948,3367,-98.00152,-65.11837,2.8302765,-97.09244
100.0,100,-83.36383,32.25218057632446,-79.32701,17.07,0.010113478,99.75131,0.85087126,10940.79,[-0.634  0.892 -0.822  0.399 -0.094],11.442938,,-108.63597500968235,3,-93.31452,8.365224,1.2300491,0.12004745,300,99.41035,1.3639998,1.3833319,5074,-97.54842,-86.39129,2.7304473,-96.557465
100.0,100,-82.60364,45.942184925079346,-47.739765,16.81,0.00066354556,220.74052,0.4897132,18086.36,[-0.527  0.864 -0.895  0.44  -0.036],70.67277,,-108.08047519786726,4,-93.05531,29.519533,1.5550324,0.36262617,400,99.35669,4.1827545,1.3613045,6755,-97.58885,-61.384575,2.8399782,-95.71995
100.0,100,-82.37873,61.301366090774536,-40.444763,16.35,0.00057627464,178.06198,0.40786093,5068.4897,[-0.571  0.78  -0.853  0.428 -0.058],69.98727,,-107.71255449156133,5,-93.10733,8.620161,0.8389107,0.41631433,500,99.37108,4.7565966,1.3409336,8390,-97.78176,-56.72013,3.324366,-95.995705
100.0,100,-83.45764,76.10916829109192,-61.6035,16.3,0.0013353126,159.75613,0.6342079,8172.246,[-0.625  0.744 -0.783  0.442 -0.078],41.453724,,-108.23347395226563,6,-93.600876,12.956163,1.0201089,0.29404753,600,99.37207,3.8127017,1.3535151,10020,-97.82246,-72.40336,3.0841284,-96.352684
100.0,100,-84.095894,90.40897560119629,-37.131924,16.48,6.9679772e-06,293.08115,0.3636511,6488.1787,[-0.691  0.709 -0.755  0.492 -0.065],62.342007,,-108.29864923967298,7,-93.49854,18.515968,0.9156125,0.4424306,700,99.36223,4.5279784,1.2198328,11668,-97.17696,-53.393707,2.702954,-96.21103
100.0,100,-83.26434,104.78593063354492,-69.88851,17.41,0.00071065605,206.82074,0.7247614,6707.9863,[-0.683  0.683 -0.642  0.463 -0.199],27.316551,,-109.16678409710862,8,-93.49647,20.269487,0.9367764,0.34692413,800,99.43678,4.574868,1.1928794,13409,-97.571434,-81.73432,2.8029876,-96.55721
100.0,100,-82.41376,119.15799832344055,-64.06226,17.04,0.014576975,218.18681,0.6663168,5150.1494,[-0.706  0.717 -0.652  0.383 -0.226],30.670033,,-108.8405706107049,9,-93.514305,7.0260925,0.8106579,0.2342059,900,99.37624,3.2842965,1.2943351,15113,-97.58573,-75.33023,2.953251,-96.39696
100.0,100,-84.27347,137.49745655059814,-67.43952,16.48,0.0021077914,393.94342,0.7100412,11201.768,[-0.612  0.705 -0.709  0.43  -0.125],46.860653,,-108.42482451475573,10,-93.613556,20.41446,1.2672595,0.3617282,1000,99.35556,5.3754077,1.3588694,16761,-97.83275,-78.708824,2.7820659,-96.28668
100.0,100,-84.21791,154.69391465187073,-34.761898,16.63,0.00019495092,415.663,0.34262672,4038.7944,[-0.635  0.614 -0.736  0.48  -0.06 ],53.66584,,-108.20903605742896,11,-93.29917,13.831803,0.7504457,0.26451832,1100,99.362434,4.748768,1.2442688,18424,-97.32124,-47.988056,2.9806821,-96.12813
100.0,100,-85.06602,170.25926733016968,-67.447685,16.8,0.0027016392,711.5955,0.70326614,5174.2593,[-0.522  0.665 -0.782  0.548 -0.175],45.795708,,-108.6947870414589,12,-93.58832,10.134736,0.81308615,0.3897161,1200,99.390564,7.388898,1.2743194,20104,-97.402435,-77.508575,2.491107,-96.696365
100.0,100,-83.946846,185.38581609725952,-57.985336,16.9,3.446308e-06,286.46222,0.60026026,9823.307,[-0.586  0.607 -0.826  0.639 -0.145],18.522057,,-108.66813490506807,13,-93.48458,13.895322,1.0882928,0.19675812,1300,99.49211,3.1154346,1.0963095,21794,-97.86872,-72.563545,2.7180238,-96.43336
100.0,100,-86.08522,202.30331993103027,-80.35712,17.32,0.03557775,17.648605,0.8504258,4672.219,[-0.597  0.6   -0.912  0.739 -0.323],2.7889004,,-108.76388849855519,14,-93.21184,5.4508734,0.76205885,0.07031086,1400,99.400345,0.4888669,1.0780118,23526,-97.740135,-86.6419,2.689568,-96.26129
100.0,100,-85.36131,216.92688584327698,-59.229782,17.18,0.0005331024,707.4581,0.6027483,22293.197,[-0.56   0.612 -0.889  0.787 -0.341],69.774445,,-108.99512524307062,15,-93.525856,15.901898,1.632139,0.36848417,1500,99.493126,6.213241,1.105123,25244,-97.69446,-70.93553,2.5134096,-96.517296
100.0,100,-86.147095,232.72716188430786,-55.12371,18.3,0.0015043936,155.54707,0.56849945,11569.357,[-0.416  0.705 -0.814  0.742 -0.314],56.02016,,-109.95156047482644,16,-93.4369,16.897736,1.2378125,0.3201535,1600,99.47741,3.4632444,1.1412272,27074,-97.68657,-69.29414,2.3585954,-96.793144
100.0,100,-87.01049,247.4770050048828,-55.671307,18.01,0.0028794203,319.96063,0.5762953,9876.757,[-0.373  0.743 -0.857  0.752 -0.278],65.96616,,-109.62452561650358,17,-93.3938,14.220608,1.1521248,0.37357876,1700,99.42835,4.588309,1.1851852,28875,-97.82845,-72.45178,2.5991144,-96.69154
100.0,100,-85.96698,261.4890077114105,-56.76701,17.74,0.0024193411,372.70862,0.57323027,15189.68,[-0.432  0.731 -0.79   0.73  -0.234],47.592934,,-109.84544128394096,18,-93.81495,24.77345,1.365586,0.26626477,1800,99.48449,3.931937,1.1790957,30649,-97.59122,-71.35975,2.5142808,-97.236115
100.0,100,-87.47645,276.37302136421204,-61.09708,18.71,0.011206364,385.96793,0.62585413,9997.09,[-0.488  0.694 -0.737  0.688 -0.24 ],75.781006,,-110.56992876926135,19,-93.625114,15.661186,1.1096364,0.43260163,1900,99.506676,5.8387637,1.2733182,32520,-97.19298,-74.499306,2.4061837,-97.11163
100.0,100,-87.08326,291.18732213974,-48.36346,18.01,7.838527e-05,300.082,0.4908182,11351.192,[-0.581  0.694 -0.677  0.664 -0.146],42.361725,,-109.98536824863693,20,-93.71456,10.096084,1.2483301,0.22561875,2000,99.52681,3.0515802,1.1772801,34321,-97.56838,-61.821396,2.4276047,-96.66389
100.0,100,-86.557655,304.96505904197693,-37.41102,18.05,0.0015206354,1279.5698,0.35714906,2903.2522,[-0.633  0.58  -0.687  0.633 -0.242],303.45807,,-109.91600611434906,21,-93.60288,16.2407,0.6298903,1.2682287,2100,99.48629,19.858343,1.2027692,36126,-97.31852,-59.7184,2.391361,-96.80351
100.0,100,-86.14653,319.7450132369995,-57.603603,18.13,0.0006726631,195.43457,0.5867497,19181.922,[-0.548  0.637 -0.717  0.614 -0.216],71.17867,,-108.99378356903988,22,-92.72305,13.790653,1.5564841,0.43865466,2200,99.44399,4.997723,1.167866,37939,-97.65749,-71.60994,2.9672074,-95.89684
100.0,100,-85.29661,334.6542811393738,-36.133835,17.6,0.00016414118,537.9589,0.34402314,2702.356,[-0.57   0.565 -0.69   0.627 -0.251],112.09918,,-109.73159396271699,23,-93.8466,8.90988,0.5935052,0.6173939,2300,99.501915,8.199907,1.1362388,39699,-97.62705,-53.598732,2.3697715,-96.89122
100.0,100,-82.524414,349.7090165615082,-83.26012,16.86,0.098246254,3.7516134,0.88755107,3646.2598,[-0.543  0.632 -0.723  0.611 -0.283],1.6207314,,-108.77837309292123,24,-93.616,6.3458147,0.7087546,0.04588078,2400,99.442055,0.2576581,1.1958007,41385,-97.53553,-87.37436,2.6714866,-96.63417
100.0,100,-86.83713,363.95475482940674,-52.25101,17.18,2.1861152e-10,400.5967,0.5365716,28230.256,[-0.574  0.626 -0.736  0.58  -0.223],91.48803,,-108.8803638475524,25,-93.443665,29.946913,1.9355679,0.41861063,2500,99.403496,5.4327226,1.0328697,43103,-97.35388,-69.5039,2.3394742,-96.39819
100.0,100,-82.52499,376.087366104126,-59.541878,17.36,0.00064945105,121.37233,0.61144584,11131.875,[-0.711  0.525 -0.769  0.584 -0.386],36.477592,,-108.93050625953848,26,-93.319855,8.556258,1.1880195,0.20331344,2600,99.42388,2.2538168,1.0616671,44839,-97.6191,-71.51396,2.939071,-96.30951
100.0,100,-84.45106,388.99267649650574,-35.613117,16.81,7.1163915e-05,44.163788,0.3466232,4473.7646,[-0.651  0.56  -0.801  0.607 -0.357],20.506746,,-108.55131460504931,27,-93.456795,13.684402,0.75381535,0.18409517,2700,99.43642,1.5268488,0.88911796,46520,-97.475845,-45.380775,2.8843849,-96.2947
100.0,100,-85.1925,406.2329318523407,-80.527466,16.96,0.0010124565,7.273921,0.8685299,9863.028,[-0.611  0.577 -0.846  0.599 -0.53 ],3.0619292,,-108.22446319695378,28,-93.03526,8.681124,1.1612666,0.06263167,2800,99.38771,0.3860105,0.83491576,48216,-97.77894,-84.75031,3.1637306,-95.82639
100.0,100,-85.23919,418.4277582168579,-44.80023,16.5,0.00018702993,190.40414,0.4633604,9585.965,[-0.606  0.582 -0.796  0.576 -0.584],72.326996,,-107.8586359068843,29,-93.086624,12.282001,1.1447513,0.42187876,2900,99.37959,4.555197,0.8243649,49866,-97.222466,-61.27562,2.7035053,-96.17075
100.0,100,-84.59812,430.57302236557007,-73.43718,17.56,0.011870498,62.227375,0.7803186,6310.538,[-0.628  0.561 -0.749  0.575 -0.595],5.3687315,,-108.80550555792652,30,-93.06565,6.040848,0.88675874,0.081811845,3000,99.41056,0.69798326,0.8318847,51622,-97.753815,-81.32828,2.8854082,-96.05189
100.0,100,-84.741066,444.54528307914734,-61.33829,17.32,0.0009016399,92.13553,0.6255814,9373.068,[-0.659  0.574 -0.706  0.519 -0.587],21.762304,,-108.84704127199738,31,-93.30557,18.964518,1.0955974,0.23124997,3100,99.43809,2.4466732,0.84097266,53354,-97.35374,-70.52203,2.7795064,-96.11276
100.0,100,-84.53881,459.13592433929443,-48.89345,16.63,0.00033802824,223.30911,0.49580687,8774.122,[-0.649  0.596 -0.719  0.483 -0.578],81.630226,,-107.97439062582978,32,-93.09783,13.920559,1.0630178,0.42672825,3200,99.37137,4.9704185,0.83052117,55017,-97.49162,-66.47666,3.0705578,-95.95754
100.0,100,-86.86197,471.9882836341858,-70.583595,16.08,0.005159477,24.48823,0.7350855,15859.236,[-0.677  0.558 -0.687  0.481 -0.588],14.579142,,-108.13570410506047,33,-93.71787,15.162251,1.4198347,0.1019191,3300,99.42175,0.8759492,0.85190713,56625,-97.243256,-76.735664,2.3730025,-96.38387
100.0,100,-88.76543,486.1415512561798,-49.300076,16.21,0.00040114715,102.950836,0.49948415,9814.215,[-0.599  0.606 -0.669  0.476 -0.567],40.947697,,-108.57177171193662,34,-93.97868,10.038057,1.1468909,0.22043172,3400,99.36498,2.4024382,0.8525033,58246,-97.73197,-60.305,2.0949645,-96.698
100.0,100,-81.59956,501.7004339694977,-45.417664,17.23,0.00028799954,251.17053,0.45098984,5078.421,[-0.56   0.676 -0.661  0.481 -0.566],94.80137,,-108.6893206080243,35,-93.233734,15.258558,0.8175985,0.47950593,3500,99.36381,6.1438303,0.850239,59969,-97.77221,-61.493454,3.4678562,-96.03685
100.0,100,-83.26445,516.8034710884094,-86.31496,17.12,0.1060493,2.7527838,0.92173195,3034.3857,[-0.592  0.617 -0.651  0.487 -0.569],1.4876834,,-108.81012947989089,36,-93.4301,4.586689,0.61475724,0.043451767,3600,99.38198,0.23752165,0.8139273,61681,-97.65532,-89.841156,3.0568018,-96.41646
100.0,100,-85.63485,530.6014392375946,-38.13042,17.28,5.674918e-06,742.6177,0.36944133,6130.9346,[-0.569  0.598 -0.682  0.501 -0.605],163.68755,,-108.7793218765255,37,-93.27456,16.195587,0.89023155,0.8158768,3700,99.35678,12.672054,0.719684,63409,-97.3939,-55.17166,2.8802454,-96.292755
100.0,100,-83.756874,544.9653480052948,-45.19894,16.5,0.00026394447,462.17227,0.45299485,9527.415,[-0.522  0.661 -0.679  0.479 -0.699],92.89082,,-108.24577289913913,38,-93.434364,17.624855,1.1091726,0.44373843,3800,99.3804,6.8707156,0.70680755,65059,-97.641136,-59.02117,2.8442714,-96.73855
100.0,100,-85.3734,563.5610210895538,-67.41184,17.08,0.0016503289,145.49742,0.7029319,8478.076,[-0.597  0.656 -0.636  0.463 -0.712],22.700102,,-108.72571940775134,39,-93.3809,9.274469,1.0528716,0.2803799,3900,99.389755,3.452491,0.6820822,66767,-97.878494,-77.65295,3.0079656,-96.788506
