TimestepsSoFar,MeanEntropy,InitialReturnMin,StdD2w0t,EpisodesSoFar,Bound,MaxIW,MeanIW,ReturnStepMaxmin,ReturnStepMax,Weights,EmpiricalD2,InitialReturnStd,InitialReturnMax,EpLenMean,Iteration,InitialReturnMean,MaxD2w0t,InitialBound,StdIW,J_sample_variance,TimeElapsed,EpThisIter,EpRewMean,ReturnMeanIW,MinD2w0t,MeanD2w0t,MinIW
303998,1.5657555,-18.235481,0.27399248,8200,-113.68759,1.8606656,1.0358757,93.59549,100.0,[-0.879 -0.467 -0.44  -0.734  0.146],1.020971,13.79404,47.821304,39.48,82,4.5776366e-07,1.1201689,-117.26816,0.17983392,1393.0851,865.218314409256,100,-106.68519956995148,198.70651,,0.08020853,0.64985675
307539,1.5640633,-16.848526,0.2726299,8300,-68.523895,3.379307,1.1161395,92.948685,100.0,[-0.858 -0.465 -0.43  -0.738  0.147],1.1599828,12.64904,46.03608,35.41,83,-4.4250487e-06,1.3137833,-76.78528,0.5316078,9185.375,875.7413580417633,100,-107.13857792239149,241.66031,,0.07514934,0.42757434
311786,1.5669996,-20.466202,0.27939892,8400,-133.17404,1.166204,1.0069596,94.001785,100.0,[-0.87  -0.478 -0.423 -0.736  0.145],1.0032189,13.71709,33.657097,42.47,84,2.708435e-06,1.0109928,-133.75272,0.053676333,223.2843,887.002739906311,100,-106.13710905556289,175.55841,,0.085127406,0.76411605
315454,1.5565586,-16.845985,0.26873186,8500,-68.73198,1.7323852,1.0836843,93.08408,100.0,[-0.873 -0.475 -0.422 -0.736  0.148],1.0789695,11.073416,26.33965,36.68,85,2.5939942e-06,1.1322079,-76.4969,0.22892913,1689.9427,897.8747334480286,100,-108.50598380114668,227.97664,,0.07559075,0.6193843
319717,1.5563129,-18.821777,0.28008068,8600,-138.65175,1.4035529,1.0062279,93.936646,100.0,[-0.866 -0.468 -0.425 -0.743  0.138],1.0049188,13.614486,35.718773,42.63,86,1.0681152e-06,1.0140105,-139.2948,0.07998021,418.25165,909.7262091636658,100,-107.92549903594653,177.50917,,0.08550494,0.83774006
323505,1.5581847,-15.279274,0.26510108,8700,-106.93196,1.2648709,1.0062625,93.301445,100.0,[-0.867 -0.465 -0.421 -0.74   0.137],1.0025383,12.646314,36.985176,37.88,87,-1.1062622e-06,1.0141195,-107.47746,0.049759597,254.18277,918.6640124320984,100,-107.9319310719168,205.78746,,0.075896785,0.8633501
327384,1.5572845,-16.993126,0.2728534,8800,-107.54396,3.6774433,1.0482779,93.427345,100.0,[-0.87  -0.46  -0.419 -0.738  0.139],1.0351909,11.415878,32.345535,38.79,88,1.2588501e-06,1.1706743,-112.51041,0.31040737,2734.648,929.083078622818,100,-108.08657155803786,207.68571,,0.07910844,0.61198705
331161,1.5419722,-17.388245,0.26838118,8900,-102.1998,1.5054975,1.0370369,93.36982,100.0,[-0.846 -0.455 -0.409 -0.744  0.138],1.0291744,13.520732,48.117092,37.77,89,-8.8119505e-06,1.0685194,-105.52466,0.16763413,895.6942,938.850958108902,100,-106.33102048036743,209.42108,,0.07671059,0.5417751
334906,1.5364697,-18.183006,0.26435286,9000,-93.51988,1.4190471,1.014839,93.30827,100.0,[-0.844 -0.451 -0.411 -0.745  0.123],1.0078655,13.128084,35.586567,37.45,90,7.2479247e-07,1.0306083,-94.947556,0.08725419,338.73975,950.3782577514648,100,-106.5775810058588,207.68529,,0.07522038,0.72985643
339052,1.5396444,-18.43547,0.27715957,9100,-126.59015,1.4075541,1.0163063,93.82017,100.0,[-0.833 -0.456 -0.411 -0.75   0.118],1.0085747,13.334432,35.57239,41.46,91,-4.5776366e-07,1.0298406,-128.00505,0.09468249,423.44272,961.6384375095367,100,-107.38115710772458,184.16528,,0.08333666,0.8166707
342739,1.5497017,-17.122406,0.26542133,9200,-94.002365,1.7260857,1.0362194,93.19446,100.0,[-0.824 -0.453 -0.409 -0.748  0.121],1.0359639,13.954616,71.58666,36.87,92,-3.852844e-06,1.0840786,-97.01393,0.19984947,1283.7009,971.6456983089447,100,-107.02527019762827,216.59288,,0.07488152,0.5899793
346562,1.5626024,-18.375343,0.27116325,9300,-89.551636,1.7294757,1.049444,93.40636,100.0,[-0.817 -0.452 -0.413 -0.752  0.131],1.0410997,12.58961,38.817833,38.23,93,3.3569336e-06,1.0825632,-93.542435,0.20305467,1238.3976,982.1487197875977,100,-106.9250642661683,208.64032,,0.07801485,0.55310977
350573,1.5674596,-17.318947,0.27340612,9400,-120.245926,1.6421815,1.0205119,93.643364,100.0,[-0.816 -0.455 -0.419 -0.759  0.144],1.0087658,13.759482,48.85764,40.11,94,-4.310608e-06,1.0312688,-121.92952,0.09394027,427.91058,993.4715917110443,100,-107.43178834348878,192.53084,,0.08074034,0.76784635
354524,1.5738944,-17.03379,0.27105507,9500,-103.98776,1.2491935,1.015916,93.50612,100.0,[-0.828 -0.454 -0.425 -0.758  0.149],1.0090336,12.240811,40.987835,39.51,95,9.536743e-07,1.0298721,-105.60742,0.08294124,354.00403,1004.6227684020996,100,-108.53174829431364,197.8259,,0.07939294,0.7487333
358292,1.5797731,-18.414314,0.2661774,9600,-96.22272,1.5325986,1.0188069,93.26852,100.0,[-0.815 -0.453 -0.422 -0.76   0.155],1.0120747,11.873207,29.76706,37.68,96,7.6293944e-08,1.0340829,-98.10594,0.10831284,592.601,1015.5266478061676,100,-107.98333782353814,210.16095,,0.07598999,0.7585909
362239,1.5772294,-21.121094,0.270049,9700,-117.63115,1.1502289,1.0047215,93.638054,100.0,[-0.817 -0.454 -0.421 -0.766  0.161],1.0029755,16.132849,59.407944,39.47,97,7.5531007e-06,1.007758,-117.94789,0.053391326,339.82687,1026.254863500595,100,-105.81813618622236,191.3843,,0.07905609,0.84097713
366078,1.5850616,-18.058777,0.26888424,9800,-106.074356,1.5971922,1.0287027,93.436905,100.0,[-0.817 -0.456 -0.422 -0.768  0.158],1.0161531,14.162363,39.39304,38.39,98,4.348755e-06,1.0520959,-108.4928,0.12936817,687.84625,1037.0867323875427,100,-106.78351637692293,203.98067,,0.077538624,0.7315166
369768,1.5936744,-16.190681,0.26736966,9900,-76.67926,2.3769047,1.0496947,93.152084,100.0,[-0.826 -0.451 -0.424 -0.77   0.166],1.0479349,11.355877,47.894405,36.9,99,5.569458e-06,1.1254997,-80.69183,0.24424037,1947.4321,1047.0190303325653,100,-107.89974040389053,220.26154,,0.07545444,0.61796314
373784,1.5907385,-19.248047,0.27231014,10000,-117.952896,1.173359,1.0069886,93.62818,100.0,[-0.833 -0.464 -0.429 -0.768  0.175],1.0033603,12.525839,44.133324,40.16,100,5.264282e-06,1.0105904,-118.54549,0.052354906,217.4952,1058.0941920280457,100,-107.86665916869575,191.23564,,0.08047645,0.84373003
377448,1.5943254,-18.116829,0.26524758,10100,-70.37134,2.1875486,1.0535437,93.167145,100.0,[-0.829 -0.468 -0.429 -0.767  0.172],1.0471936,11.707714,30.058853,36.64,101,4.6920777e-06,1.1499647,-75.387115,0.2366813,1391.7245,1068.4645907878876,100,-106.85797369966906,220.76202,,0.074572064,0.56394887
381329,1.5930983,-17.325546,0.27193502,10200,-98.39456,1.8713166,1.0363479,93.44786,100.0,[-0.796 -0.469 -0.426 -0.774  0.175],1.0346541,12.25574,38.285706,38.81,102,6.1798096e-06,1.0825303,-101.05539,0.22140923,1589.5366,1079.1061446666718,100,-107.73918456549438,204.61246,,0.078872606,0.51975524
385591,1.5944064,-19.496307,0.28334776,10300,-126.66945,1.9917972,1.0357414,93.87522,100.0,[-0.807 -0.481 -0.428 -0.78   0.174],1.0172403,12.6083,33.668694,42.62,103,-3.013611e-06,1.0694276,-129.4308,0.16140194,936.8918,1090.0224661827087,100,-109.20916714119228,184.15596,,0.08648738,0.74572945
389708,1.5938444,-20.474411,0.2766724,10400,-117.44859,1.3299968,1.0183396,93.78993,100.0,[-0.803 -0.471 -0.418 -0.779  0.175],1.0101006,12.889915,29.361233,41.17,104,-3.8146973e-07,1.0333227,-118.83452,0.10396796,464.00674,1101.4281947612762,100,-107.24925716173323,186.07994,,0.08287543,0.74529874
393218,1.5986528,-16.205368,0.25808707,10500,-57.52339,1.4749935,1.022575,92.86112,100.0,[-0.802 -0.48  -0.422 -0.78   0.175],1.0257782,11.291183,32.249428,35.1,105,-3.3569336e-06,1.0503454,-60.07434,0.15320598,933.0785,1111.7222077846527,100,-107.73808416077254,229.87956,,0.07090906,0.7047721
396975,1.5956262,-17.05149,0.26521862,10600,-98.36212,1.2687674,1.0137271,93.29542,100.0,[-0.813 -0.489 -0.423 -0.782  0.18 ],1.0075583,13.862438,35.43383,37.57,106,-5.607605e-06,1.0253756,-99.80315,0.072695516,457.72998,1123.2414932250977,100,-107.16088270791137,208.02408,,0.0755965,0.82170796
401037,1.5917908,-19.199043,0.2757668,10700,-117.66841,1.4129676,1.0212891,93.77658,100.0,[-0.81  -0.49  -0.418 -0.786  0.177],1.0204036,14.577409,46.615974,40.62,107,6.866455e-06,1.0394102,-119.55,0.14123175,631.0052,1132.4662663936615,100,-106.08778870524512,188.1415,,0.082001224,0.5746264
404796,1.5826997,-19.410889,0.26563153,10800,-98.76152,1.3210833,1.0213065,93.27528,100.0,[-0.809 -0.493 -0.413 -0.785  0.173],1.0136799,12.110837,35.763145,37.59,108,5.0354006e-06,1.0440214,-100.46417,0.11294793,512.8539,1142.2002837657928,100,-107.59651976173102,209.62804,,0.07573314,0.7444049
408641,1.584563,-18.385315,0.2703231,10900,-105.03679,2.0522645,1.0337231,93.47952,100.0,[-0.824 -0.492 -0.416 -0.781  0.164],1.0333962,14.270314,45.810898,38.45,109,7.6293946e-07,1.1017905,-106.920044,0.24832763,1882.9066,1152.625422000885,100,-106.1316424809012,202.51167,,0.078017145,0.6511421
412597,1.5781312,-19.629913,0.27070445,11000,-111.86069,1.1565992,1.0082693,93.640465,100.0,[-0.831 -0.488 -0.409 -0.774  0.166],1.0051149,12.627145,30.177208,39.56,110,-1.0681152e-06,1.0119784,-112.62155,0.060387433,277.46912,1163.859079360962,100,-106.01460958369633,192.13019,,0.07934938,0.83265066
416448,1.5722862,-18.171638,0.26948938,11100,-95.10341,1.409637,1.0250847,93.53679,100.0,[-0.836 -0.488 -0.408 -0.775  0.159],1.018381,13.214481,32.575603,38.51,111,7.6293944e-08,1.0333333,-97.482834,0.12299282,624.62103,1174.0404267311096,100,-105.19428793095183,200.40242,,0.07784368,0.71096647
420577,1.5700004,-20.093468,0.27591044,11200,-122.55954,1.1965959,1.0081687,93.78484,100.0,[-0.832 -0.492 -0.402 -0.778  0.153],1.005094,12.961715,56.53177,41.29,112,-2.7465821e-06,1.0186067,-123.468445,0.059198458,279.3258,1185.302339553833,100,-107.6669402351486,184.65622,,0.082775615,0.776498
425030,1.5684375,-19.037277,0.28811654,11300,-141.64726,1.4722824,1.039588,94.15341,100.0,[-0.823 -0.497 -0.402 -0.783  0.151],1.0249506,12.578814,38.79999,44.53,113,3.7384034e-06,1.0575838,-144.15195,0.15031366,411.4407,1196.5493893623352,100,-107.9128256531674,171.67152,,0.09008148,0.70434463
428896,1.5726475,-16.974358,0.27530292,11400,-93.8208,2.0032876,1.0841589,93.45254,100.0,[-0.821 -0.492 -0.406 -0.781  0.15 ],1.0466233,12.193122,32.75575,38.66,114,6.8664554e-07,1.1459744,-100.979675,0.210148,1233.1566,1207.4936997890472,100,-107.23506757474114,212.10129,,0.07966449,0.6073302
433338,1.5741234,-20.999146,0.28658748,11500,-146.01735,1.5417817,1.0219247,94.18363,100.0,[-0.81  -0.504 -0.419 -0.787  0.154],1.0097759,13.21918,52.355293,44.42,115,-1.2969971e-06,1.028138,-147.332,0.118174985,531.92786,1218.7916164398193,100,-106.97160978131784,168.79793,,0.08948892,0.7869874
437374,1.5693371,-17.489365,0.27408677,11600,-114.490875,1.2842417,1.0171158,93.62592,100.0,[-0.802 -0.504 -0.412 -0.789  0.155],1.0093879,11.498586,36.076645,40.36,116,-1.8310546e-06,1.0208325,-115.9301,0.092495896,277.33942,1228.8929190635681,100,-108.45034563498382,192.93536,,0.08121929,0.737949
441054,1.5755237,-15.859161,0.26423553,11700,-88.237274,1.8269384,1.0284424,93.1179,100.0,[-0.806 -0.506 -0.418 -0.789  0.15 ],1.0201644,12.207626,32.466923,36.8,117,1.1444092e-06,1.0661415,-90.88934,0.17112145,1241.9983,1239.4050023555756,100,-108.23465164750833,218.34586,,0.07447292,0.7123571
445044,1.5667322,-18.355766,0.273095,11800,-112.456955,1.3992538,1.0242552,93.63226,100.0,[-0.795 -0.509 -0.414 -0.786  0.157],1.0146286,13.848593,41.80115,39.9,118,-2.3269654e-06,1.0538679,-114.726974,0.11026967,471.51788,1249.1551911830902,100,-107.08620553631707,194.13814,,0.080418475,0.7212379
448870,1.5706948,-17.13182,0.26792932,11900,-96.256134,1.4873087,1.0199493,93.383385,100.0,[-0.809 -0.504 -0.416 -0.78   0.148],1.0151341,12.748279,36.243225,38.26,119,4.8446655e-06,1.0378737,-98.05621,0.12296548,628.6424,1259.9627134799957,100,-107.44654861308119,204.92255,,0.07712139,0.6994634
453086,1.5738362,-20.747696,0.27884942,12000,-120.16968,1.3741915,1.0114346,93.86296,100.0,[-0.816 -0.514 -0.421 -0.783  0.152],1.0062349,12.527988,28.99118,42.16,120,4.8446655e-06,1.0195352,-121.29903,0.07537602,339.21527,1272.0951135158539,100,-108.28910641786462,181.42868,,0.08461498,0.8449138
457198,1.5713848,-19.60212,0.2750553,12100,-119.20213,1.1216527,1.0040389,93.832466,100.0,[-0.827 -0.511 -0.421 -0.781  0.155],1.0018498,13.196007,33.247345,41.12,121,1.8310546e-06,1.0046921,-119.4521,0.04530513,254.59744,1283.045000076294,100,-106.24510643628912,182.57283,,0.082338974,0.8578415
461280,1.573142,-19.26979,0.27714336,12200,-117.587234,1.5915697,1.0347247,93.767334,100.0,[-0.824 -0.513 -0.42  -0.784  0.153],1.0157325,13.621785,27.89952,40.82,122,2.0980835e-06,1.0660731,-119.99072,0.14317438,669.4124,1294.8901414871216,100,-106.79906147602486,189.52766,,0.082624756,0.63875455
465389,1.5761958,-19.45768,0.27481565,12300,-134.16714,1.0937053,1.001121,93.71112,100.0,[-0.817 -0.522 -0.427 -0.786  0.154],1.0009559,12.938695,59.6951,41.09,123,-3.929138e-06,1.0031638,-134.34084,0.026453255,175.78545,1305.5641496181488,100,-108.66039720866334,186.16403,,0.082230195,0.9168935
469054,1.5757911,-15.17395,0.26210287,12400,-76.32585,1.4625793,1.0107843,93.10789,100.0,[-0.815 -0.522 -0.427 -0.786  0.157],1.0121726,12.103095,33.32745,36.65,124,6.4849854e-07,1.0280274,-77.30202,0.11114349,519.5835,1314.6964869499207,100,-107.97360970384308,215.77815,,0.07371466,0.73469216
473192,1.5908405,-17.561806,0.2908406,12500,-118.99773,3.7281976,1.1304727,93.81289,100.0,[-0.821 -0.522 -0.427 -0.78   0.157],1.1224685,13.553288,40.385414,41.38,125,4.119873e-06,1.2763942,-127.43254,0.5046242,5547.454,1326.3233268260956,100,-107.32155062444707,202.2816,,0.0872733,0.5397885
476866,1.5758479,-15.620781,0.26413915,12600,-68.2444,1.4635214,1.0227618,93.0965,100.0,[-0.828 -0.538 -0.431 -0.775  0.172],1.0201641,10.811714,28.055542,36.74,126,-4.4631956e-06,1.04131,-70.22946,0.14734176,830.267,1337.9507069587708,100,-108.45052484408934,218.24553,,0.07438408,0.6686365
480853,1.5885601,-17.314384,0.2740095,12700,-109.027115,1.5700521,1.031169,93.55235,100.0,[-0.84  -0.539 -0.435 -0.773  0.157],1.0200362,11.637739,31.389305,39.87,127,5.302429e-06,1.0464095,-111.19125,0.16603251,767.1935,1348.8537254333496,100,-108.59896112256841,197.89827,,0.08065682,0.68372804
485100,1.5934285,-20.2398,0.28436083,12800,-128.00905,1.979223,1.0493954,93.962074,100.0,[-0.839 -0.534 -0.436 -0.771  0.17 ],1.032748,14.482627,64.958336,42.47,128,1.8310546e-06,1.0969044,-131.62917,0.22023202,1240.1572,1360.7009539604187,100,-106.98220304044173,182.96715,,0.08662335,0.6010709
489169,1.5927926,-17.551964,0.27530104,12900,-129.25813,1.3384686,1.0171151,93.73575,100.0,[-0.844 -0.525 -0.425 -0.767  0.174],1.0151229,14.48878,54.079376,40.69,129,4.5013426e-06,1.0300643,-130.95854,0.1157205,682.45996,1372.5238020420074,100,-107.10137090315402,188.75002,,0.081938885,0.77050287
493435,1.6044917,-20.04512,0.282568,13000,-129.68828,1.9399964,1.032412,93.93647,100.0,[-0.849 -0.529 -0.422 -0.767  0.174],1.023323,12.3095875,39.113464,42.66,130,5.41687e-06,1.0458462,-131.72247,0.20096734,903.23096,1383.6534969806671,100,-108.0050725139347,180.83852,,0.0862973,0.70741534
497544,1.6077452,-19.993164,0.27518243,13100,-123.324265,1.2396973,1.0061222,93.75706,100.0,[-0.841 -0.532 -0.425 -0.771  0.186],1.0033046,12.399654,33.37406,41.09,131,2.5558472e-06,1.0097582,-123.79988,0.054312628,267.437,1395.126137495041,100,-107.71630773940483,185.34248,,0.08234447,0.8730071
501824,1.6034396,-20.486084,0.28102273,13200,-132.49666,1.3134649,1.0123314,93.97587,100.0,[-0.837 -0.536 -0.425 -0.774  0.189],1.0066544,13.591263,30.940277,42.8,132,4.196167e-07,1.0197637,-133.56218,0.08159009,362.144,1406.6519730091095,100,-107.51861976408053,176.69267,,0.085982546,0.70487416
505848,1.6080241,-18.718231,0.27271095,13300,-116.02188,1.3542211,1.0040766,93.66824,100.0,[-0.843 -0.529 -0.422 -0.772  0.184],1.0050292,12.468446,34.483467,40.24,133,-1.7929077e-06,1.0138152,-116.402466,0.0852197,366.14404,1417.7759506702423,100,-107.27487758866855,189.62457,,0.0806811,0.85534185
509844,1.6096977,-18.46833,0.2731745,13400,-115.193665,1.3059072,1.0195894,93.63704,100.0,[-0.849 -0.533 -0.424 -0.772  0.189],1.0095239,13.397606,43.386837,39.96,134,1.8310546e-06,1.038158,-117.04727,0.09625583,390.26306,1429.060050725937,100,-107.1519500897249,193.47757,,0.08051164,0.7602945
514099,1.6230223,-21.425774,0.2834972,13500,-124.586,1.7549386,1.0361419,93.9875,100.0,[-0.858 -0.529 -0.429 -0.765  0.191],1.0271964,14.410542,34.330513,42.55,135,-8.392334e-07,1.057455,-127.448715,0.17657776,957.4391,1440.7476615905762,100,-106.6410006943579,180.50726,,0.08645483,0.70204103
518593,1.6258792,-19.986847,0.28692305,13600,-146.13222,1.3087898,1.0134995,94.19806,100.0,[-0.859 -0.535 -0.432 -0.763  0.204],1.0057399,13.263333,42.705513,44.94,136,-1.6021728e-06,1.0186551,-147.15372,0.07990586,330.06622,1451.7648770809174,100,-107.89976162592781,166.39058,,0.09016902,0.72610545
522679,1.6249216,-17.825317,0.2746028,13700,-108.542404,1.2055706,1.0086092,93.68204,100.0,[-0.85  -0.541 -0.432 -0.767  0.207],1.003954,10.944282,34.400135,40.86,137,8.163453e-06,1.0117272,-109.14748,0.056622412,185.65038,1463.0181860923767,100,-108.64623636458978,188.65471,,0.081916586,0.8723405
526929,1.6162125,-19.808426,0.28474665,13800,-114.656265,2.0309827,1.0544134,93.85476,100.0,[-0.859 -0.536 -0.434 -0.764  0.206],1.0409888,11.938846,37.65611,42.5,138,1.8310546e-06,1.084975,-118.643036,0.19855116,1126.2286,1474.52441573143,100,-109.3365065750207,187.42302,,0.08677385,0.631784
530918,1.6133618,-16.501144,0.27388364,13900,-113.39873,1.5938476,1.028989,93.65548,100.0,[-0.858 -0.535 -0.432 -0.753  0.197],1.0164869,13.256794,33.657604,39.89,139,-3.2043456e-06,1.0485171,-116.04553,0.14571184,819.53827,1485.9155843257904,100,-106.5975577100061,194.503,,0.08064005,0.63228524
535178,1.6074966,-20.904121,0.28090793,14000,-139.1133,1.33255,1.0164194,94.000694,100.0,[-0.846 -0.527 -0.426 -0.747  0.195],1.0106167,14.689519,48.53428,42.6,140,-5.0354006e-06,1.0230106,-140.6579,0.09277635,443.38596,1496.3642191886902,100,-106.48530931112586,177.01802,,0.08572447,0.66835386
539441,1.6022344,-21.370155,0.28078568,14100,-133.44853,1.3219899,1.0141382,94.004364,100.0,[-0.842 -0.528 -0.424 -0.744  0.189],1.0077507,14.362868,41.7506,42.63,141,-1.9073487e-07,1.0211476,-134.49846,0.09182284,375.61063,1508.0787255764008,100,-106.48206789315248,176.2936,,0.08572023,0.7402663
543330,1.5927784,-15.889465,0.27134565,14200,-91.27316,1.5668714,1.0281255,93.45223,100.0,[-0.848 -0.525 -0.428 -0.738  0.183],1.0257069,11.572701,30.024055,38.89,142,-4.119873e-06,1.0549502,-93.648544,0.17487991,1023.1522,1518.5797710418701,100,-107.87702652036575,203.01169,,0.0787988,0.5301793
547932,1.5956795,-20.284866,0.29295114,14300,-161.0378,1.9465015,1.041713,94.34228,100.0,[-0.862 -0.53  -0.429 -0.741  0.174],1.0196698,12.719666,63.363197,46.02,143,-5.340576e-06,1.0570455,-164.41766,0.16770111,736.20105,1530.8406484127045,100,-107.17520175278808,164.94017,,0.09326691,0.7094966
552127,1.591817,-16.356491,0.27856225,14400,-126.18707,1.3182153,1.0143719,93.85443,100.0,[-0.845 -0.531 -0.419 -0.742  0.177],1.0104144,12.599649,38.646534,41.95,144,-8.087158e-06,1.0204247,-127.09868,0.105551265,345.1969,1541.6819095611572,100,-107.92820259439446,182.01053,,0.08429871,0.75119114
556268,1.5917907,-17.807297,0.2764229,14500,-119.12053,1.2389538,1.0079564,93.81449,100.0,[-0.843 -0.534 -0.42  -0.748  0.173],1.0049785,12.765751,38.74413,41.41,145,-3.3187866e-06,1.0148916,-119.7491,0.06758107,279.47324,1552.836772441864,100,-107.3659436754578,183.66896,,0.08306513,0.7998877
560349,1.5960054,-19.75299,0.2763036,14600,-120.83295,1.4096531,1.0302218,93.777695,100.0,[-0.842 -0.53  -0.419 -0.743  0.173],1.0209594,13.040328,32.11196,40.81,146,4.9591063e-06,1.0462426,-123.03508,0.13864653,519.1325,1564.9341440200806,100,-106.56138409338517,188.41422,,0.08236964,0.6979419
564080,1.5881975,-15.175507,0.26633623,14700,-102.075134,1.4958527,1.0488952,93.275406,100.0,[-0.841 -0.522 -0.42  -0.743  0.177],1.0333961,13.981053,48.09263,37.31,147,7.93457e-06,1.0654578,-106.09802,0.16958559,757.0226,1574.1688361167908,100,-106.7925690506297,213.61176,,0.07562628,0.6208116
567826,1.5943314,-16.160446,0.265036,14800,-97.42012,1.3320684,1.0172117,93.259476,100.0,[-0.828 -0.52  -0.422 -0.746  0.169],1.017099,12.10947,40.568066,37.46,148,3.4332277e-07,1.0346097,-99.03902,0.12052936,465.7792,1585.1704323291779,100,-107.52012810330262,210.26427,,0.07542548,0.7610462
571913,1.5995097,-16.874321,0.27817866,14900,-120.71748,1.787278,1.0493611,93.69669,100.0,[-0.821 -0.515 -0.422 -0.748  0.175],1.0247645,11.437041,30.22931,40.87,149,-1.8692017e-06,1.0728927,-124.43005,0.1731514,866.4897,1596.0687160491943,100,-108.37350330700869,194.30757,,0.08298335,0.62658906
575896,1.5963789,-16.812233,0.27355355,15000,-122.90384,1.8518384,1.0373355,93.615326,100.0,[-0.819 -0.528 -0.427 -0.758  0.18 ],1.0253533,13.081673,46.781235,39.83,150,5.0735475e-06,1.0746479,-126.25502,0.15721248,756.6939,1607.427342414856,100,-107.23729210918935,196.8052,,0.080478095,0.70749235
579878,1.6077996,-18.34732,0.2780778,15100,-107.56204,3.3184147,1.0832918,93.624825,100.0,[-0.804 -0.521 -0.422 -0.761  0.177],1.0661819,12.673461,37.654858,39.82,151,4.577637e-06,1.179117,-113.67528,0.3368555,2642.2854,1618.2923953533173,100,-107.01980948777582,202.48047,,0.08177343,0.5815056
583955,1.6064205,-21.31572,0.2764262,15200,-122.228775,1.5480881,1.0279528,93.78891,100.0,[-0.777 -0.519 -0.419 -0.768  0.189],1.0205342,16.078402,69.60468,40.77,152,3.2043456e-06,1.0562422,-124.314575,0.13886425,560.81995,1629.105190038681,100,-106.2281678764693,187.47328,,0.08236035,0.72817975
588011,1.601563,-18.414124,0.2756393,15300,-120.24988,1.7357546,1.0207222,93.740234,100.0,[-0.771 -0.525 -0.424 -0.776  0.187],1.02364,13.371696,41.922115,40.56,153,-3.3187866e-06,1.0550231,-121.745865,0.17637451,874.6659,1640.5784845352173,100,-106.66815445875513,189.49576,,0.08189256,0.5774025
591857,1.5966029,-19.199158,0.26731133,15400,-106.36612,1.2076105,1.0114362,93.44627,100.0,[-0.763 -0.519 -0.422 -0.78   0.183],1.005401,12.463045,43.307068,38.46,154,-6.1035155e-07,1.01821,-107.1469,0.07451323,280.02948,1651.1248140335083,100,-106.79819620117934,200.49854,,0.07716556,0.79679394
595587,1.5936745,-18.216019,0.26512,15500,-95.93999,1.4451656,1.0252798,93.23726,100.0,[-0.754 -0.516 -0.418 -0.78   0.178],1.0226709,12.617392,36.736164,37.3,155,4.653931e-06,1.0459163,-97.971146,0.14356631,759.8647,1660.777495622635,100,-107.47533464658478,212.09126,,0.0752701,0.66770816
599523,1.5976813,-18.217491,0.27044123,15600,-110.188385,1.6397448,1.0116622,93.52065,100.0,[-0.749 -0.518 -0.423 -0.785  0.175],1.0069629,13.5667715,36.970078,39.36,156,2.1362305e-06,1.0222516,-111.20749,0.09087236,450.94278,1671.482146024704,100,-107.84284438825767,196.90207,,0.07905004,0.8361993
603071,1.5956228,-14.761017,0.25880474,15700,-77.71008,1.492771,1.0243344,92.889,100.0,[-0.74  -0.515 -0.42  -0.786  0.179],1.02329,11.890961,38.57,35.48,157,1.1062622e-06,1.0533391,-80.49835,0.14750098,670.45184,1681.794151544571,100,-108.40932122400365,228.01572,,0.07152192,0.7026006
607065,1.6015621,-17.15673,0.27341127,15800,-106.50148,1.5169702,1.024022,93.58933,100.0,[-0.725 -0.512 -0.419 -0.791  0.177],1.0212371,12.085473,43.177563,39.94,158,,1.052658,-108.89656,0.1317183,530.85675,1693.387077331543,100,-108.05110115596803,196.02315,,0.08055413,0.66874
611086,1.5928535,-19.536964,0.2745021,15900,-110.283035,1.3815603,1.0224506,93.637985,100.0,[-0.736 -0.512 -0.419 -0.784  0.183],1.0133147,11.742015,34.678646,40.21,159,3.6621093e-06,1.037011,-112.29648,0.10337746,504.05765,1703.895434141159,100,-107.8032430049144,193.7387,,0.08117357,0.74010134
614865,1.5921234,-15.914757,0.26662198,16000,-82.34006,1.4194224,1.0191925,93.28883,100.0,[-0.737 -0.512 -0.415 -0.788  0.174],1.0164082,11.395629,30.62936,37.79,160,-1.8692017e-06,1.0585843,-84.32451,0.11571279,565.94836,1712.0797164440155,100,-107.91320358051854,209.39911,,0.07623675,0.7030332
618724,1.5980515,-15.63475,0.26917797,16100,-99.35689,1.4936126,1.0230287,93.432495,100.0,[-0.748 -0.522 -0.421 -0.791  0.173],1.0147818,12.601845,35.900475,38.59,161,-5.531311e-06,1.0509979,-101.57889,0.1127049,520.7244,1723.2695207595825,100,-107.42606837866802,203.30824,,0.07784013,0.71221256
622614,1.5970615,-17.181763,0.26895723,16200,-99.881836,1.5063498,1.0120682,93.44811,100.0,[-0.755 -0.531 -0.426 -0.791  0.179],1.0079811,11.45504,37.167847,38.9,162,-4.8446655e-06,1.0340179,-101.12157,0.08335563,308.65225,1733.609228849411,100,-107.98526146909386,200.50623,,0.078118294,0.7850415
626654,1.598953,-19.013939,0.27766716,16300,-117.01283,2.0252724,1.0524546,93.6767,100.0,[-0.745 -0.526 -0.421 -0.793  0.178],1.0488299,13.317799,37.61534,40.4,163,-1.4877319e-06,1.0890698,-120.68503,0.23683898,1338.7415,1744.874172925949,100,-107.53073964325932,195.41093,,0.08231215,0.5734316
