Weights,ReturnStepMaxmin,ReturnMeanIW,MinIW,MinD2w0t,TimestepsSoFar,ReturnStepMax,InitialReturnMax,MaxIW,MeanEntropy,J_sample_variance,StdD2w0t,InitialBound,InitialReturnStd,StdIW,EmpiricalD2,Bound,InitialReturnMean,Iteration,MeanD2w0t,MeanIW,EpisodesSoFar,MaxD2w0t,EpRewMean,TimeElapsed,InitialReturnMin,EpLenMean,EpThisIter,EntropyCoefficient
[-1.456 -0.662 -0.174 -0.528  0.513],98.808975,-7.4898148,0.5200573,,6694537,100.0,31.706116,1.5197219,1.9309126,105.40035,0.27719167,-107.59409,10.1720915,0.13618127,1.0360768,-107.44747,3.8146972e-08,242,0.93605393,1.0088112,24200,1.0538609,-43.91120389890807,9566.0477643013,-37.34015,459.76,100,
[-1.464 -0.658 -0.173 -0.527  0.512],98.86856,-8.964858,0.8582887,,6741600,100.0,27.754131,1.2130618,1.9332786,119.19137,0.23581651,-108.865074,10.825597,0.051011592,1.0055093,-108.83669,-9.822845e-07,243,0.94395393,0.99813336,24300,1.0060666,-30.929490911482347,9622.751076459885,-47.81597,470.63,100,
[-1.464 -0.657 -0.173 -0.527  0.514],98.8521,-6.33444,0.78608334,,6789647,100.0,15.3730345,1.3411692,1.9339246,76.43355,0.19465514,-106.27597,8.606293,0.06937066,1.0093447,-106.21838,4.386902e-07,244,0.9653884,1.016777,24400,1.0113007,-35.53251578103523,9679.02847981453,-38.19198,480.47,100,
[-1.463 -0.656 -0.173 -0.529  0.515],98.849976,-5.9201856,0.6631019,,6836932,100.0,22.563946,1.6388128,1.9338421,68.2601,0.22949009,-105.97028,8.058847,0.10896888,1.0246276,-105.868126,6.294251e-07,245,0.95719796,1.0067264,24500,1.0298649,-35.46929875690649,9734.995483875275,-18.959785,472.85,100,
[-1.463 -0.655 -0.172 -0.531  0.515],98.859985,-7.96858,0.7957055,,6885458,100.0,24.981928,1.2297729,1.9336103,123.192726,0.16966884,-107.866974,10.925961,0.051469952,1.0060354,-107.838684,8.773804e-07,246,0.97345406,0.9920296,24600,1.0069216,-33.969921655036295,9792.289542913437,-26.914196,485.26,100,
[-1.463 -0.654 -0.172 -0.532  0.515],98.872925,-8.075862,0.65395427,,6933575,100.0,26.446869,1.3749197,1.9328822,133.46428,0.19186483,-108.04372,11.465941,0.0911038,1.0155208,-107.97944,,247,0.9695809,0.9922934,24700,1.01915,-30.572342334975524,9848.717047452927,-50.26595,481.17,100,
[-1.463 -0.652 -0.171 -0.533  0.514],98.85071,-7.295739,0.58992004,,6980136,100.0,27.372574,1.5590553,1.9303532,106.07261,0.25667056,-107.37403,10.674969,0.121144466,1.0275736,-107.25218,-1.3732911e-06,248,0.94387704,0.9999334,24800,1.0358373,-34.75443920720632,9904.130368947983,-45.20069,465.61,100,
[-1.464 -0.652 -0.168 -0.534  0.511],98.8535,-7.1959124,0.6175894,,7028330,100.0,20.092691,1.6445918,1.9279842,104.10052,0.18982658,-107.31521,10.003344,0.13276656,1.0320891,-107.184,-2.3841858e-07,249,0.97934514,0.9991253,24900,1.0391638,-35.30258330689301,9960.975221157074,-29.20838,481.94,100,
[-1.463 -0.649 -0.17  -0.535  0.509],98.835556,-6.650659,0.73094976,,7074937,100.0,19.625658,1.3532009,1.927481,78.28024,0.25317153,-106.63645,8.768157,0.09030239,1.0128266,-106.55328,-1.4305115e-06,250,0.9381996,1.0032113,25000,1.0167677,-38.32132139136783,10016.045463323593,-24.900108,466.07,100,
[-1.467 -0.65  -0.169 -0.537  0.509],98.84462,-5.445483,0.58852756,,7122126,100.0,17.038454,1.6484475,1.9277383,94.44316,0.23442653,-105.57618,9.505669,0.13887946,1.0339738,-105.42279,-2.0456314e-06,251,0.95952,1.0260653,25100,1.0448339,-36.66253040640298,10072.269522666931,-33.16591,471.89,100,
[-1.463 -0.645 -0.168 -0.538  0.509],98.869644,-8.187624,0.8364536,,7170271,100.0,19.99776,1.1718571,1.9270263,81.01446,0.18924415,-108.05613,8.995689,0.040875874,1.0025966,-108.04003,4.5776366e-07,252,0.96409374,1.0006853,25200,1.0032189,-31.381147521923886,10130.213455200195,-52.91177,481.45,100,
[-1.463 -0.643 -0.167 -0.537  0.508],98.844635,-7.463705,0.8613336,,7216490,100.0,26.395308,1.128114,1.9280466,124.61045,0.26485178,-107.346344,11.092469,0.040321473,1.0034149,-107.32327,3.8146972e-08,253,0.9259892,0.9955207,25300,1.0043854,-35.905618962742935,10184.395073652267,-45.47371,462.19,100,
[-1.462 -0.645 -0.167 -0.538  0.509],98.8257,-5.2032056,0.80956376,,7262024,100.0,35.581413,1.1748189,1.9286914,160.98885,0.28576025,-105.09928,12.798162,0.045535337,1.0038269,-105.06249,-4.959106e-07,254,0.9124421,1.0049089,25400,1.0055593,-39.683953153425485,10238.773918151855,-38.459366,455.34,100,
[-1.466 -0.646 -0.167 -0.538  0.51 ],98.8486,-7.9606147,0.8351451,,7308336,100.0,20.88156,1.2147917,1.9286436,153.1754,0.26184538,-107.83984,12.372335,0.04264673,1.0037203,-107.81804,-3.2424927e-07,255,0.9278787,1.0008565,25500,1.006352,-35.056865900911546,10294.244681596756,-58.08071,463.12,100,
[-1.463 -0.648 -0.166 -0.538  0.51 ],98.852264,-8.584834,0.5879924,,7355540,100.0,29.554367,1.6127367,1.928712,147.0271,0.2324885,-108.61504,12.432238,0.10803296,1.0235881,-108.51137,8.773804e-07,256,0.95470107,0.9896822,25600,1.0341017,-34.86904798925156,10350.117428064346,-52.922966,472.04,100,
[-1.463 -0.647 -0.164 -0.538  0.51 ],98.85893,-6.9751983,0.85686404,,7401870,100.0,24.697052,1.1439056,1.9276555,118.73187,0.26105994,-106.83831,10.876538,0.035898034,1.0020151,-106.82821,-4.863739e-07,257,0.9275461,1.0007975,25700,1.0023993,-32.67873576701842,10405.219799995422,-29.854725,463.3,100,
[-1.463 -0.647 -0.164 -0.538  0.509],98.86903,-7.442032,0.83232605,,7449377,100.0,20.98119,1.2697054,1.9270701,137.53278,0.21856263,-107.37066,11.461673,0.060548313,1.0082755,-107.31765,-9.536743e-07,258,0.9540326,1.0084983,25800,1.0105845,-31.11012675134783,10461.113501548767,-48.77633,475.07,100,
[-1.464 -0.644 -0.164 -0.537  0.508],98.85643,-7.2919965,0.6846249,,7497366,100.0,19.825657,1.4118605,1.9260346,93.6976,0.19871026,-107.33155,9.703411,0.10075388,1.0218153,-107.22847,-3.33786e-07,259,0.9701567,0.99081427,25900,1.0263028,-34.44836474904084,10518.188482761383,-29.78077,479.89,100,
[-1.464 -0.641 -0.164 -0.538  0.507],98.847244,-7.005418,0.81203514,,7544451,100.0,24.927185,1.2239084,1.9257178,118.82314,0.23498164,-106.92822,10.797801,0.05210737,1.0055355,-106.875725,-8.5830686e-07,260,0.94437206,1.0027803,26000,1.0072703,-35.96338142308602,10573.948461055756,-30.755518,470.85,100,
[-1.466 -0.641 -0.164 -0.54   0.507],98.82283,-7.9403086,0.568876,,7589193,100.0,30.566458,2.164364,1.923828,130.93442,0.3158732,-108.27513,11.893075,0.19185576,1.0550051,-107.98572,4.196167e-07,261,0.9198656,0.99848354,26100,1.0829396,-39.63337587973081,10627.156546831131,-43.255177,447.42,100,
[-1.477 -0.636 -0.165 -0.54   0.505],98.84691,-7.879192,0.7433481,,7635746,100.0,32.20158,1.3028193,1.9238479,146.28271,0.25445667,-107.783264,12.158753,0.067796275,1.0089409,-107.75403,5.340576e-07,262,0.9350578,0.9994569,26200,1.0120512,-35.635774143628765,10683.456512451172,-47.019653,465.53,100,
[-1.478 -0.636 -0.163 -0.54   0.505],98.83368,-7.026865,0.77559143,,7681567,100.0,24.128193,1.2322515,1.9231839,163.49101,0.2775863,-106.944145,12.911973,0.0542167,1.0062366,-106.890724,2.2888183e-07,263,0.9191412,1.0040225,26300,1.0100403,-38.104960494127006,10737.504427433014,-52.46256,458.21,100,
[-1.483 -0.636 -0.164 -0.539  0.504],98.87082,-7.6345224,0.8665096,,7729501,100.0,26.19777,1.1544573,1.923512,114.17133,0.19930793,-107.49884,10.615054,0.03790725,1.0028931,-107.48834,1.1730194e-06,264,0.96000624,1.0010657,26400,1.0037351,-30.96255377118095,10794.860569477081,-35.725243,479.34,100,
[-1.483 -0.635 -0.163 -0.54   0.504],98.836,-8.367323,0.8297326,,7774471,100.0,21.355387,1.2091055,1.9231013,137.76917,0.30168852,-108.26015,12.005289,0.053819995,1.0058076,-108.235146,-1.2588501e-06,265,0.90204203,0.99614763,26500,1.0086925,-36.87589568470755,10848.036549568176,-51.104156,449.7,100,
[-1.483 -0.636 -0.162 -0.539  0.504],98.82924,-5.4425974,0.689753,,7821021,100.0,18.504353,1.3781295,1.9212266,100.27778,0.25594676,-105.44628,10.143582,0.09183217,1.0199704,-105.35577,4.1007996e-07,266,0.9398506,0.99945396,26600,1.0266364,-39.74587157925507,10903.11824631691,-33.59781,465.5,100,
[-1.482 -0.634 -0.16  -0.54   0.502],98.844925,-6.926235,0.8035054,,7867580,100.0,23.10883,1.3001363,1.921879,101.65149,0.25396374,-106.82744,10.095275,0.05926544,1.0065355,-106.792206,1.9073486e-08,267,0.9341466,1.0004612,26700,1.009483,-36.10189242621303,10958.071190357208,-33.90236,465.59,100,
[-1.483 -0.633 -0.159 -0.539  0.503],98.83687,-5.5645633,0.8239534,,7913206,100.0,41.27227,1.3273364,1.9208817,129.47044,0.28356552,-105.48933,11.272174,0.06415296,1.0071362,-105.43973,-7.6293944e-08,268,0.9158157,1.0030442,26800,1.0093896,-37.214338331699594,11012.091851472855,-27.47115,456.26,100,
[-1.481 -0.632 -0.159 -0.539  0.502],98.82272,-5.8687873,0.5704457,,7958083,100.0,34.96969,1.5027124,1.9211639,137.15291,0.3062433,-105.955925,12.015011,0.10038035,1.0185361,-105.80799,-1.8119812e-07,269,0.90622705,1.0041555,26900,1.0267591,-39.778427569331626,11065.467284202576,-50.9635,448.77,100,
[-1.486 -0.635 -0.159 -0.541  0.502],98.867676,-5.7905793,0.87438285,,8005384,100.0,23.518673,1.1981151,1.9208944,92.691025,0.22631998,-105.65967,9.625489,0.034117963,1.0030884,-105.646126,-4.7683717e-08,270,0.9474398,0.99997765,27000,1.0040574,-31.296882659200513,11122.426192760468,-29.831501,473.01,100,
[-1.486 -0.635 -0.158 -0.542  0.502],98.80403,-5.3314915,0.6078365,,8049798,100.0,18.366734,1.7066984,1.9180483,134.69185,0.32046872,-105.48082,11.951499,0.1333619,1.032916,-105.30503,1.3732911e-06,271,0.9031013,1.0023358,27100,1.0514449,-43.5181492992062,11174.476530075073,-48.24088,444.14,100,
[-1.488 -0.634 -0.156 -0.541  0.499],98.82422,-8.116408,0.7849804,,8095831,100.0,20.829071,1.2561557,1.916988,137.41843,0.2711003,-108.0384,11.962671,0.055311196,1.0063518,-107.981636,-6.4849854e-07,272,0.92346656,1.0014588,27200,1.0103267,-40.46013533169558,11228.90617609024,-48.97425,460.33,100,
[-1.492 -0.632 -0.157 -0.54   0.498],98.860214,-7.2850285,0.8481464,,8143801,100.0,21.158358,1.2256316,1.9167248,98.31598,0.19798757,-107.184715,9.737692,0.053259388,1.0062162,-107.15626,5.531311e-07,273,0.9623986,1.0014232,27300,1.0073719,-33.5267007983007,11286.210568904877,-34.09651,479.7,100,
[-1.492 -0.632 -0.156 -0.541  0.498],98.82701,-5.389694,0.86163616,,8190932,100.0,21.928802,1.1406975,1.9169908,89.447174,0.23281345,-105.251366,9.389282,0.028988957,1.0022261,-105.241234,4.863739e-07,274,0.9436108,0.99996,27400,1.0029844,-40.7658438570161,11341.715167760849,-26.189625,471.31,100,
[-1.492 -0.631 -0.156 -0.542  0.498],98.87514,-8.678031,0.7659751,,8237978,100.0,20.431398,1.177309,1.9149762,134.74998,0.23663934,-108.61321,11.707427,0.053452205,1.0071636,-108.5548,5.912781e-07,275,0.9443318,1.0025551,27500,1.0090318,-29.372122883724355,11397.151237010956,-49.59383,470.46,100,
[-1.491 -0.631 -0.156 -0.542  0.496],98.82762,-7.606706,0.79825044,,8284230,100.0,24.1096,1.3239207,1.9156867,148.1579,0.26450214,-107.519455,12.110097,0.062645845,1.0090957,-107.48386,-1.0299683e-06,276,0.92910916,1.0040542,27600,1.0120307,-39.86407678007495,11451.807833433151,-43.32466,462.52,100,
[-1.492 -0.631 -0.155 -0.543  0.497],98.85826,-8.105231,0.62944674,,8330942,100.0,24.753967,1.5551798,1.9152936,105.130394,0.24984643,-108.08811,10.525458,0.1058829,1.0161821,-108.00904,-4.196167e-07,277,0.94150966,1.0057623,27700,1.0227213,-33.10443868626377,11506.322853565216,-40.0381,467.12,100,
[-1.493 -0.631 -0.153 -0.543  0.496],98.820206,-7.662154,0.5361967,,8374605,100.0,24.978504,1.7614394,1.9127564,239.07552,0.3434073,-108.01816,16.055662,0.17278399,1.0590835,-107.72575,-6.4849854e-07,278,0.8998216,1.0027877,27800,1.0949239,-39.25142149363123,11557.742391586304,-64.51809,436.63,100,
[-1.495 -0.628 -0.149 -0.542  0.494],98.85458,-7.702893,0.73025334,,8421570,100.0,20.003048,1.3908701,1.916016,85.463356,0.24033776,-107.69097,9.22387,0.080787905,1.0124538,-107.6102,-5.626678e-07,279,0.94531876,0.99739885,27900,1.0136818,-34.14704788038772,11614.419656515121,-35.670296,469.65,100,
[-1.496 -0.628 -0.149 -0.543  0.497],98.85341,-9.665582,0.4731725,,8468617,100.0,21.709303,2.005789,1.913106,119.363716,0.24014403,-109.83842,12.084786,0.15167546,1.0354693,-109.66104,-4.2915343e-07,280,0.9575178,1.0231489,28000,1.0469483,-34.484116940000355,11670.112401485443,-55.530205,470.47,100,
[-1.497 -0.63  -0.147 -0.542  0.494],98.86377,-7.319615,0.814206,,8515360,100.0,27.991581,1.4627032,1.9104742,153.1306,0.24850218,-107.3131,12.81176,0.07715735,1.0132996,-107.229744,-1.1444092e-06,281,0.94128984,1.0055414,28100,1.0156097,-31.840620462702155,11725.035444021225,-68.42389,467.43,100,
[-1.497 -0.631 -0.146 -0.541  0.492],98.888275,-6.9994583,0.7942475,,8564326,100.0,29.429226,1.3324811,1.9121773,112.59957,0.14313957,-106.94633,10.574052,0.07065972,1.0116254,-106.88568,5.722046e-07,282,0.9847167,0.9988238,28200,1.0146939,-27.354025355658987,11782.886368751526,-53.528202,489.66,100,
[-1.497 -0.629 -0.145 -0.541  0.493],98.88583,-8.288349,0.88390034,,8612838,100.0,33.213566,1.0989052,1.9111534,132.81586,0.17008229,-108.15893,11.479086,0.031820305,1.0018553,-108.140594,-5.531311e-07,283,0.9711328,1.0007545,28300,1.0023,-27.69314026641738,11841.348086833954,-47.44168,485.12,100,
[-1.497 -0.63  -0.145 -0.542  0.492],98.84346,-6.801491,0.80173767,,8659829,100.0,18.813763,1.1651034,1.911858,92.172806,0.238438,-106.70227,9.581646,0.04785811,1.0051035,-106.66864,3.8146973e-07,284,0.94224,0.9958919,28400,1.0069691,-36.78036463825872,11899.263594150543,-41.02709,469.91,100,
[-1.497 -0.63  -0.144 -0.544  0.493],98.86302,-6.416576,0.92273366,,8708194,100.0,18.6147,1.0741578,1.9120897,62.065746,0.17792055,-106.27777,7.840161,0.020358892,1.0007985,-106.262886,1.0585785e-06,285,0.96766806,1.0018966,28500,1.0012655,-33.124727160671796,11958.379186868668,-19.687153,483.65,100,
[-1.498 -0.631 -0.144 -0.544  0.493],98.86502,-8.777492,0.88739836,,8755822,100.0,21.162165,1.0968478,1.9117799,100.95591,0.21275517,-108.63649,9.9843,0.027158612,1.0016391,-108.628456,-7.1525574e-07,286,0.95334685,0.99765235,28600,1.0018849,-32.14508804900558,12016.983155488968,-36.75692,476.28,100,
[-1.498 -0.631 -0.144 -0.545  0.493],98.862854,-6.504964,0.75265086,,8804004,100.0,22.15503,1.401283,1.9120268,87.687996,0.18845272,-106.46521,9.222099,0.083034135,1.0136217,-106.40485,-1.0585785e-06,287,0.96992654,1.0149677,28700,1.0172902,-33.041622360328226,12076.21020746231,-32.874065,481.82,100,
[-1.498 -0.63  -0.146 -0.545  0.493],98.86583,-8.40723,0.7825205,,8851953,100.0,24.660503,1.2135204,1.9098997,111.291084,0.19895409,-108.31079,10.602552,0.053281076,1.0061653,-108.278336,9.727478e-07,288,0.9619248,0.991161,28800,1.0071663,-32.16759576656901,12135.800018072128,-33.663956,479.49,100,
[-1.498 -0.63  -0.147 -0.545  0.491],98.83986,-6.8834934,0.74388796,,8897977,100.0,26.20575,1.4140115,1.907494,165.24641,0.27277252,-106.871376,13.02528,0.09073001,1.0161475,-106.79341,1.14440915e-07,289,0.9278828,1.016867,28900,1.0208006,-36.8507982574461,12192.876376867294,-49.283916,460.24,100,
[-1.498 -0.629 -0.145 -0.545  0.489],98.838974,-6.3417835,0.9203045,,8944205,100.0,23.547474,1.1335992,1.9075459,117.146126,0.26425505,-106.19638,10.814093,0.022646006,1.0011548,-106.19045,-8.010864e-07,290,0.9250981,1.0014447,29000,1.0013895,-37.220587040626576,12250.52861046791,-53.304882,462.28,100,
[-1.498 -0.629 -0.145 -0.544  0.489],98.86215,-7.5242724,0.7144035,,8991842,100.0,26.33465,1.4217556,1.9075414,114.429184,0.2138776,-107.50455,10.399943,0.093959175,1.0153834,-107.43623,2.670288e-07,291,0.9600678,1.0120265,29100,1.018041,-32.83447787583596,12308.498397111893,-50.945454,476.37,100,
[-1.499 -0.628 -0.145 -0.546  0.489],98.83803,-6.3402343,0.8662224,,9038558,100.0,31.170452,1.1617646,1.9091636,131.82397,0.2481823,-106.230255,11.417977,0.03937712,1.0036281,-106.19973,-1.5258789e-07,292,0.9360459,0.9991662,29200,1.0044743,-37.83279182093741,12365.77361369133,-47.668777,467.16,100,
[-1.498 -0.63  -0.145 -0.547  0.49 ],98.89024,-8.1686535,0.70887566,,9086983,100.0,20.277586,1.4437687,1.911137,118.696045,0.17599718,-108.14139,11.115371,0.088959016,1.0153373,-108.07357,-5.245209e-07,293,0.9755275,1.0065359,29300,1.0199233,-26.575315963423574,12425.072217226028,-53.384026,484.25,100,
[-1.498 -0.63  -0.143 -0.547  0.492],98.84604,-7.5832815,0.73202366,,9132896,100.0,21.198353,1.3079001,1.9114633,152.37776,0.27589875,-107.58009,12.604208,0.0788066,1.0138016,-107.48708,-2.2888183e-07,294,0.92461205,1.0029445,29400,1.0191027,-35.344223245274115,12482.437389612198,-52.233948,459.13,100,
[-1.497 -0.635 -0.142 -0.548  0.493],98.871155,-7.01022,0.9299348,,9181007,100.0,20.74522,1.1222025,1.9113852,76.19907,0.19077861,-106.86243,8.693829,0.023900058,1.0012699,-106.858284,-1.9073486e-08,295,0.9627905,0.9998037,29500,1.0017128,-30.99528047407208,12541.805772066116,-45.528343,481.11,100,
[-1.497 -0.635 -0.143 -0.548  0.492],98.86925,-6.9766216,0.8879578,,9229082,100.0,19.965897,1.1215396,1.9113879,85.98303,0.1925576,-106.83313,9.302589,0.030058179,1.0017323,-106.82633,3.0517577e-07,296,0.96227837,0.9984153,29600,1.002274,-31.431288956914553,12600.881929159164,-45.921543,480.75,100,
[-1.497 -0.635 -0.142 -0.548  0.492],98.84314,-7.1285486,0.7400837,,9275055,100.0,24.378483,1.5796155,1.912109,176.50533,0.27595752,-107.21103,13.834704,0.11077669,1.0269158,-107.08784,-1.335144e-07,297,0.9319561,1.0106276,29700,1.036319,-36.05671463534683,12657.213618516922,-54.874107,459.73,100,
[-1.498 -0.637 -0.14  -0.548  0.493],98.871155,-7.6214914,0.8498869,,9322774,100.0,23.119604,1.1965561,1.9117955,103.23251,0.20902508,-107.493675,10.064934,0.04125194,1.0035971,-107.47943,-6.4849854e-07,298,0.95603675,1.0040843,29800,1.0043838,-30.743120855025726,12716.268253087997,-32.987335,477.19,100,
[-1.499 -0.636 -0.14  -0.548  0.493],98.84439,-6.4914513,0.9116912,,9369932,100.0,20.84655,1.0773593,1.9112166,115.13703,0.23166019,-106.34429,10.586592,0.022178808,1.0010514,-106.33975,-6.8664554e-07,299,0.943658,1.0020305,29900,1.0013192,-36.69039140294862,12774.534873962402,-50.72529,471.58,100,
[-1.499 -0.636 -0.14  -0.549  0.492],98.84743,-6.898831,0.7365542,,9416993,100.0,26.904413,1.2802,1.9108764,102.98837,0.23613827,-106.80822,10.211272,0.06034379,1.0079681,-106.77064,6.294251e-07,300,0.9448653,1.0054636,30000,1.0108402,-35.901506507321926,12832.147108316422,-47.764355,470.61,100,
[-1.5   -0.635 -0.139 -0.549  0.492],98.84204,-6.816476,0.82845086,,9464171,100.0,20.29965,1.2381994,1.9108803,130.42073,0.23134635,-106.70855,11.447498,0.049128685,1.0051551,-106.67671,-1.14440915e-07,301,0.9458897,1.0020059,30100,1.0075427,-37.26079093094871,12890.210144758224,-55.318634,471.78,100,
[-1.499 -0.633 -0.138 -0.548  0.492],98.85959,-6.8869457,0.8109678,,9510814,100.0,25.023312,1.2327975,1.9104087,106.6997,0.25088426,-106.78087,10.324265,0.050540246,1.0050818,-106.75241,6.1035155e-07,302,0.9351483,0.99961454,30200,1.0070735,-32.74498069110149,12947.585581064224,-37.21545,466.43,100,
[-1.5   -0.632 -0.139 -0.547  0.491],98.87198,-6.519611,0.84697574,,9558822,100.0,18.488535,1.1786875,1.912129,72.043076,0.1960891,-106.430756,8.431008,0.048786175,1.0052352,-106.38717,3.8146973e-07,303,0.9626125,1.0020655,30300,1.0066897,-30.73121512689906,13007.44420671463,-30.282753,480.08,100,
[-1.498 -0.634 -0.138 -0.548  0.493],98.863144,-6.57015,0.8794882,,9607023,100.0,31.917076,1.164878,1.9127673,110.098305,0.1865209,-106.44124,10.408507,0.035645157,1.003017,-106.42688,-2.193451e-07,304,0.9654593,0.99867517,30400,1.0036675,-32.983987545524755,13067.31864118576,-26.91843,482.01,100,
[-1.498 -0.633 -0.138 -0.549  0.494],98.83678,-7.1751304,0.7385423,,9653604,100.0,21.042309,1.3729515,1.9110699,146.98247,0.25409833,-107.14045,12.172642,0.08149797,1.0136273,-107.07226,5.340576e-07,305,0.9377672,1.0046071,30500,1.017943,-38.01422289781225,13124.716140985489,-49.147396,465.81,100,
[-1.498 -0.632 -0.136 -0.55   0.492],98.86371,-7.3955994,0.82592916,,9700855,100.0,20.917452,1.1708124,1.9110688,115.70648,0.22857298,-107.280556,10.831189,0.04929214,1.0057043,-107.2596,-7.6293946e-07,306,0.9476081,1.0034719,30600,1.0076413,-32.199232033679316,13183.010132074356,-55.366367,472.51,100,
[-1.499 -0.632 -0.135 -0.55   0.492],98.874954,-8.473676,0.862797,,9748587,100.0,23.67977,1.1301988,1.9114636,124.7182,0.20834173,-108.3386,11.036981,0.034673262,1.0023649,-108.3279,-5.8174135e-07,307,0.9557773,0.99868375,30700,1.0027891,-29.845034194865256,13241.710524082184,-52.467007,477.32,100,
[-1.499 -0.632 -0.135 -0.551  0.493],98.81569,-5.193994,0.72477746,,9794662,100.0,29.747417,1.6101774,1.9143955,132.51231,0.2713058,-105.225044,11.502614,0.09898728,1.0168651,-105.11711,-1.7166138e-07,308,0.9293825,1.0229708,30800,1.0204076,-42.45887132576072,13298.520892381668,-35.849373,460.75,100,
[-1.501 -0.633 -0.133 -0.552  0.496],98.85202,-8.699618,0.66439605,,9841260,100.0,18.651442,1.4745846,1.9143769,100.16817,0.25476974,-108.732056,10.23001,0.10350452,1.0233196,-108.62415,4.196167e-07,309,0.9424503,1.0062108,30900,1.0343423,-34.47878540144935,13356.40406870842,-48.442577,465.98,100,
[-1.503 -0.632 -0.131 -0.551  0.496],98.85808,-6.6068163,0.7949053,,9888472,100.0,31.293991,1.139449,1.9138114,141.04541,0.22994293,-106.483826,11.877592,0.044195592,1.0043503,-106.46689,-2.7656554e-07,310,0.9462192,0.993384,31000,1.0056659,-33.5037378883955,13414.731710672379,-56.532475,472.12,100,
[-1.503 -0.632 -0.13  -0.552  0.495],98.89009,-9.257276,0.80782217,,9936185,100.0,20.31118,1.3398491,1.911448,101.1379,0.20990214,-109.19752,10.243262,0.06882517,1.0092385,-109.14123,-4.4822693e-07,311,0.9586567,0.98980904,31100,1.0107025,-26.21989303254402,13473.535192012787,-49.89077,477.13,100,
[-1.504 -0.631 -0.129 -0.552  0.493],98.87288,-8.358292,0.7435223,,9983261,100.0,25.57544,1.2993609,1.910487,99.57406,0.23609047,-108.30414,9.933921,0.068431534,1.0126176,-108.24803,1.3065338e-06,312,0.9471613,0.9923939,31200,1.0169617,-29.920267595087402,13531.393613100052,-46.296837,470.76,100,
[-1.504 -0.631 -0.127 -0.553  0.492],98.87749,-9.085734,0.8244412,,10031907,100.0,18.846952,1.1776124,1.9108657,59.48942,0.16276148,-108.977554,7.690048,0.049636547,1.0053836,-108.95269,3.8146972e-08,313,0.97553796,0.988335,31300,1.0065229,-29.800555550366898,13591.430953979492,-17.386597,486.46,100,
[-1.503 -0.63  -0.128 -0.554  0.492],98.85362,-8.069693,0.6558887,,10078403,100.0,27.630283,1.4384313,1.9124427,141.96536,0.25751936,-108.10536,12.045346,0.09970705,1.0168461,-107.99193,-1.335144e-07,314,0.9378814,1.0088294,31400,1.0210325,-34.030144311780866,13648.435870170593,-47.349976,464.96,100,
[-1.507 -0.632 -0.127 -0.556  0.494],98.85457,-6.7036276,0.8784936,,10125952,100.0,25.497341,1.1865778,1.9123617,112.10517,0.21619114,-106.567924,10.5126295,0.032482818,1.0027325,-106.55749,-1.0299683e-06,315,0.9522098,1.0026294,31500,1.0036887,-34.57547550082064,13707.715174674988,-48.19439,475.49,100,
[-1.507 -0.632 -0.126 -0.556  0.493],98.86566,-7.2926493,0.76797915,,10173433,100.0,24.372946,1.3065112,1.9099007,97.996086,0.21993342,-107.254005,9.994872,0.0753991,1.0106837,-107.18763,3.8146973e-07,316,0.95475334,0.99999714,31600,1.0121678,-31.89410281899143,13765.818835735321,-42.244114,474.81,100,
[-1.508 -0.633 -0.126 -0.556  0.491],98.90654,-7.5732713,0.8424392,,10222311,100.0,22.22482,1.1973572,1.9104246,116.79856,0.1484064,-107.46935,10.798815,0.04596258,1.0043824,-107.43002,2.7656554e-07,317,0.97947156,1.0041275,31700,1.0063102,-22.84198791268211,13826.521416425705,-58.137383,488.78,100,
[-1.505 -0.633 -0.125 -0.556  0.492],98.85823,-6.77024,0.8460158,,10270150,100.0,24.802994,1.1995425,1.9110503,93.67089,0.20392679,-106.663925,9.69428,0.04809269,1.0056189,-106.63854,-9.059906e-07,318,0.95944947,1.0000858,31800,1.0067089,-33.91174355808954,13886.094578504562,-37.279106,478.39,100,
[-1.505 -0.632 -0.124 -0.557  0.492],98.85208,-8.266209,0.66326004,,10316523,100.0,22.833937,1.6183671,1.9101616,144.33098,0.26360026,-108.39266,12.814633,0.13606346,1.0317792,-108.23639,3.8146972e-08,319,0.9418286,0.9993619,31900,1.04535,-34.29553328358917,13943.308017253876,-54.33295,463.73,100,
[-1.505 -0.633 -0.122 -0.556  0.491],98.856415,-5.7224894,0.92015463,,10364466,100.0,18.004328,1.0626805,1.9100893,74.02555,0.19870459,-105.585205,8.551964,0.019971294,1.0009353,-105.56998,-6.1035155e-07,320,0.9592889,1.0018896,32000,1.0014119,-34.42115421130322,14003.11097240448,-21.39356,479.43,100,
[-1.505 -0.634 -0.121 -0.557  0.491],98.82657,-6.6429577,0.68674743,,10409777,100.0,27.131105,1.4079758,1.9120256,118.329765,0.29540375,-106.74291,11.449945,0.109790705,1.0258005,-106.59779,-4.1007996e-07,321,0.91792345,1.0026807,32100,1.0367042,-39.29026302688677,14058.950127363205,-47.550068,453.11,100,
[-1.505 -0.635 -0.119 -0.556  0.493],98.87166,-8.688004,0.8153669,,10456943,100.0,25.46294,1.2045643,1.9108764,120.902374,0.23200428,-108.610504,11.313167,0.052328445,1.0065792,-108.56201,1.0490418e-06,322,0.9464421,0.99838096,32200,1.0090659,-30.267439978725427,14116.722762346268,-39.280006,471.66,100,
