TimeElapsed,Iteration,InitialReturnStd,StdIW,ReturnMeanIW,InitialBound,StdD2w0t,MinIW,EmpiricalD2,ReturnStepMax,MinD2w0t,InitialReturnMax,TimestepsSoFar,EpisodesSoFar,EpRewMean,J_sample_variance,InitialReturnMean,InitialReturnMin,MaxD2w0t,EntropyCoefficient,MeanEntropy,EpLenMean,ReturnStepMaxmin,EpThisIter,MeanD2w0t,MeanIW,Bound,MaxIW,Weights
9.126784563064575,1,8.854463,0.6726208,-40.17991,-69.29379,19.58197,0.0009085612,163.36647,100.0,,-56.768597,4573,100,-121.62483749719935,2277.462,-82.39787,-99.28012,1226.044,10.0,1.4466481,45.73,99.023315,100,2.3117354,0.39662665,-35.084576,18.973763,[-0.365 -0.68  -0.484 -0.253  0.   ]
30.126535892486572,2,9.428541,1.1119126,-49.369476,-64.613304,12.7732525,0.0013606367,76.82598,100.0,,-38.18218,10342,200,-125.19797115559184,5246.931,-77.89367,-94.87575,1136.1102,10.0,1.4429421,57.69,99.05683,100,1.3333784,0.5189748,-41.83774,20.56145,[-0.413 -0.712 -0.431 -0.244  0.028]
53.20693373680115,3,12.024571,0.82284206,-60.100155,-56.758217,14.032713,0.00011789768,14.280384,100.0,,-36.01422,19579,300,-137.87668470958977,2433.5803,-69.81915,-89.3129,615.7083,10.0,1.4398125,92.37,99.10271,100,1.289232,0.7805445,-49.27859,5.2594748,[-0.459 -0.728 -0.395 -0.208  0.024]
71.91225337982178,4,10.013434,1.0693043,-54.904587,-60.54258,24.562374,0.014463619,24.600029,100.0,,-32.523487,26672,400,-128.6454497698016,2528.421,-73.66814,-97.34687,1493.9214,10.0,1.4684165,70.93,99.11917,100,1.2029998,0.71136826,-45.625816,16.09027,[-0.484 -0.715 -0.418 -0.242  0.021]
98.75826096534729,5,13.502792,0.8771885,-55.52709,-53.21808,67.53851,0.0008289006,46.55807,100.0,,-38.632217,37709,500,-142.82304388828044,2150.2283,-66.48351,-91.86676,3128.564,10.0,1.5030096,110.37,99.063774,100,4.5640354,0.75838405,-44.388214,6.0439887,[-0.522 -0.717 -0.406 -0.206  0.05 ]
126.10944128036499,6,13.638278,0.798209,-44.48935,-52.619286,37.694504,0.00077093113,44.27979,100.0,,-21.254284,47819,600,-135.14893164974666,1757.3177,-66.31009,-94.60937,1325.753,10.0,1.5341551,101.1,99.02558,100,3.8170536,0.55387026,-33.68656,9.78166,[-0.545 -0.675 -0.416 -0.232  0.084]
148.79507279396057,7,14.800366,0.8137742,-44.46649,-55.93406,25.80101,0.0027953486,40.25243,100.0,,-13.17866,55299,700,-123.49779983048076,2203.897,-70.05522,-94.531906,1183.0205,10.0,1.484705,74.8,99.0,100,2.1210487,0.55454075,-34.79153,13.57522,[-0.573 -0.582 -0.433 -0.234  0.115]
172.30020546913147,8,15.816922,1.2583565,-37.95478,-47.61089,107.427246,0.0020594897,111.19905,100.0,,-17.394806,65530,800,-124.31376277272574,1194.1731,-61.223473,-90.94852,6830.434,10.0,1.4542098,102.31,99.00004,100,6.98045,0.63352334,-28.463417,40.16868,[-0.647 -0.508 -0.437 -0.174  0.066]
206.40679478645325,9,19.352158,3.4780388,-41.564503,-37.070534,264.87973,0.00090754544,409.38556,100.0,,-12.771895,84040,900,-129.4207490086331,1117.1759,-50.326927,-90.81378,5011.828,10.0,1.4593146,185.1,99.00001,100,45.20763,1.0149121,-29.649042,114.76172,[-0.661 -0.538 -0.403 -0.187  0.035]
266.34708547592163,10,16.572712,1.60336,-30.888407,-23.893812,54.85834,0.00026005716,130.56946,100.0,,-8.224369,113611,1000,-106.60919086356118,403.06793,-37.42787,-82.199486,599.93994,10.0,1.4242506,295.71,99.0,100,20.8528,0.9171589,-18.189714,24.589573,[-0.681 -0.553 -0.378 -0.199  0.04 ]
