ReturnStepMaxmin,InitialReturnMean,StdIW,Weights,MaxIW,EntropyCoefficient,MinIW,InitialReturnMin,Bound,EpLenMean,StdD2w0t,TimestepsSoFar,J_sample_variance,ReturnMeanIW,MeanIW,InitialReturnMax,EpRewMean,InitialReturnStd,EmpiricalD2,MeanEntropy,Iteration,MinD2w0t,MaxD2w0t,EpThisIter,EpisodesSoFar,InitialBound,MeanD2w0t,ReturnStepMax,TimeElapsed
94.072685,1.9454956e-06,0.060311064,[-0.407 -0.67  -0.477 -0.263  0.146],1.1796979,100.0,0.8359177,-17.592781,-427.5849,47.79,0.29454505,381014,211.06447,173.28252,1.0191219,25.762035,-120.86467780416186,9.6524,1.0037851,1.5634782,80,,1.0108933,100,8000,-428.96753,0.09575561,100.0,928.8105301856995
94.285965,2.2888183e-07,0.064907394,[-0.406 -0.677 -0.479 -0.266  0.145],1.2574998,100.0,0.8514352,-18.749428,-424.27167,50.73,0.30255568,386087,193.19188,161.71555,1.0110633,20.111359,-122.68393889335934,9.079182,1.0044277,1.565329,81,,1.0064142,100,8100,-425.17987,0.10166766,100.0,941.0498242378235
93.90901,5.0354006e-06,0.07999725,[-0.408 -0.681 -0.479 -0.266  0.146],1.3406205,100.0,0.82256746,-13.921783,-414.0077,47.8,0.29501706,390867,163.63148,176.78064,1.0266366,31.85059,-122.8303718790729,8.389846,1.0079094,1.5702345,82,,1.0201046,100,8200,-416.16577,0.095919356,100.0,952.3821356296539
93.881546,3.0517577e-07,0.030759081,[-0.4   -0.686 -0.478 -0.269  0.151],1.1040411,100.0,0.9003272,-16.480484,-391.177,47.73,0.29409665,395640,101.8589,173.38283,1.0060002,31.949257,-122.15853612135498,10.031194,1.0013051,1.569648,83,,1.0022655,100,8300,-391.58777,0.09554094,100.0,964.2245874404907
94.08689,1.7547608e-06,0.049354337,[-0.402 -0.684 -0.479 -0.268  0.151],1.1653221,100.0,0.8776985,-17.587769,-396.2211,48.21,0.29566914,400461,144.84544,172.12955,1.0064466,26.488308,-122.64235548348864,9.223684,1.0025462,1.5732675,84,,1.0047045,100,8400,-397.02545,0.09658189,100.0,975.757780790329
94.145294,1.9454956e-06,0.07025599,[-0.406 -0.685 -0.482 -0.268  0.154],1.2675663,100.0,0.87063086,-14.876602,-393.11148,47.6,0.29431984,405221,161.15494,175.32812,1.0138952,21.184193,-122.21679053879038,8.849128,1.005157,1.5771232,85,,1.0084906,100,8500,-394.32004,0.09546705,100.0,987.3776204586029
93.74658,-3.6239624e-06,0.06509837,[-0.408 -0.683 -0.485 -0.264  0.158],1.1947216,100.0,0.80527097,-17.323036,-400.7041,45.46,0.28796098,409767,91.96936,182.46806,1.0133414,21.798752,-119.93190138196644,8.463987,1.003652,1.5791076,86,,1.0094136,100,8600,-401.70444,0.09106609,100.0,998.421865940094
93.85773,-6.1416627e-06,0.057816125,[-0.407 -0.687 -0.488 -0.265  0.16 ],1.1854314,100.0,0.88931227,-17.131775,-397.53006,46.42,0.2909785,414409,173.41374,177.45857,1.015348,41.215794,-119.35585378210031,10.070467,1.0036334,1.5816519,87,,1.0080428,100,8700,-399.0603,0.09308549,100.0,1009.8071947097778
93.98083,-3.4332274e-06,0.039307304,[-0.414 -0.688 -0.494 -0.264  0.163],1.1421399,100.0,0.9277128,-16.140388,-411.79257,47.73,0.29409805,419182,126.59916,173.2897,1.0034533,25.611183,-122.23723641306796,8.874995,1.0017985,1.5848647,88,,1.003709,100,8800,-412.24026,0.09554156,100.0,1021.2927572727203
94.33976,4.119873e-06,0.07344784,[-0.418 -0.688 -0.495 -0.264  0.166],1.270971,100.0,0.83881074,-16.877419,-416.9638,50.57,0.30228734,424239,173.6835,162.28716,1.010939,23.482056,-122.35149091206519,9.096376,1.0050935,1.5892683,89,,1.00873,100,8900,-418.06955,0.10139985,100.0,1033.2203414440155
94.04122,,0.047727607,[-0.418 -0.686 -0.492 -0.263  0.17 ],1.1790572,100.0,0.87701696,-17.19497,-396.83167,48.44,0.2962369,429083,149.65822,171.33437,1.0061994,18.538292,-122.87969744934242,8.79693,1.0025047,1.5931515,90,,1.0043943,100,9000,-397.52954,0.097029,100.0,1044.5631260871887
94.040054,-2.861023e-06,0.09233977,[-0.421 -0.688 -0.495 -0.264  0.174],1.2372329,100.0,0.7488398,-15.788574,-400.32178,48.33,0.29659623,433916,224.76436,173.80728,1.026773,24.989418,-122.5638845111142,9.048681,1.0088731,1.5977563,91,,1.0196649,100,9100,-402.4209,0.09702328,100.0,1056.7519209384918
93.75151,-2.1362305e-06,0.05727816,[-0.416 -0.695 -0.495 -0.268  0.179],1.1594518,100.0,0.816868,-12.929131,-385.53058,45.31,0.28758103,438447,104.9379,187.90294,1.0163852,21.114532,-122.88033928371793,7.7963357,1.0041126,1.5975561,92,,1.0120451,100,9200,-386.69977,0.09078252,100.0,1067.7526457309723
94.06195,9.155274e-06,0.035802983,[-0.409 -0.703 -0.496 -0.27   0.178],1.1533694,100.0,0.920604,-15.898003,-383.14676,47.85,0.2943413,443232,108.989365,172.38947,1.0047207,22.293877,-121.87387750836399,9.04801,1.001409,1.5986277,93,,1.003731,100,9300,-383.48578,0.09575623,100.0,1078.3148353099823
94.09995,3.967285e-06,0.058961675,[-0.407 -0.708 -0.498 -0.272  0.18 ],1.2018129,100.0,0.8935682,-16.891037,-402.87488,48.84,0.29726774,448116,125.303375,169.69658,1.0074096,22.555588,-122.99405733244471,8.601541,1.0031061,1.6016375,94,,1.00539,100,9400,-403.51358,0.097809866,100.0,1090.0689599514008
93.938225,-3.5095215e-06,0.031885512,[-0.411 -0.708 -0.5   -0.27   0.183],1.1026384,100.0,0.916915,-16.137245,-396.9851,46.62,0.29093134,452778,64.263054,178.6999,1.0057366,16.997833,-122.12021909332628,7.9478016,1.0012579,1.6000031,95,,1.001937,100,9500,-397.30786,0.093294024,100.0,1101.7028741836548
94.001755,-6.5994263e-06,0.09242955,[-0.409 -0.704 -0.499 -0.27   0.181],1.4118829,100.0,0.78039193,-13.785698,-383.56244,46.82,0.29221156,457460,235.973,179.04951,1.0203882,27.729797,-121.4689253404062,7.9044385,1.0074801,1.5989522,96,,1.019459,100,9600,-385.11163,0.09392418,100.0,1113.1153602600098
93.83732,-2.0217894e-06,0.04041762,[-0.402 -0.7   -0.494 -0.273  0.18 ],1.110796,100.0,0.9065156,-15.309662,-404.75513,47.19,0.29263756,462179,118.0045,176.16263,1.0089886,44.85925,-121.81427810217983,9.53408,1.0019271,1.5975561,97,,1.0062565,100,9700,-405.44745,0.094474226,100.0,1124.4282627105713
93.94173,-3.8146973e-07,0.066145584,[-0.402 -0.704 -0.494 -0.273  0.178],1.2594818,100.0,0.8009163,-17.67974,-417.46167,47.92,0.29493356,466971,189.94693,172.8075,1.0156502,49.293503,-121.20810439788069,9.553745,1.0040494,1.5933733,98,,1.0072198,100,9800,-418.43323,0.09602427,100.0,1135.1775624752045
94.06413,-4.7683716e-06,0.08794345,[-0.406 -0.7   -0.494 -0.271  0.174],1.4429055,100.0,0.84810024,-18.747833,-439.7115,48.72,0.2976184,471843,317.96848,169.36732,1.0278751,42.940365,-120.24063777250079,10.214467,1.0064868,1.5965796,99,,1.0187756,100,9900,-441.7608,0.09778988,100.0,1146.5434288978577
93.949974,-7.2479247e-07,0.03587471,[-0.409 -0.697 -0.491 -0.272  0.177],1.1396099,100.0,0.89109576,-14.216225,-409.05347,46.06,0.28949383,476449,148.48048,182.01648,1.0103081,28.59914,-121.92599841770347,8.80437,1.0015225,1.5940558,100,,1.0033498,100,10000,-409.9682,0.09221281,100.0,1157.9939198493958
94.07607,4.997253e-06,0.08033201,[-0.415 -0.7   -0.495 -0.272  0.175],1.2435532,100.0,0.8428613,-17.377106,-404.19617,49.02,0.2982876,481351,241.88062,169.27939,1.0157955,26.239754,-122.34551728011601,10.558962,1.0063665,1.600586,101,,1.0124112,100,10100,-405.7032,0.09834281,100.0,1169.3575387001038
93.9537,-2.2506713e-06,0.027618017,[-0.421 -0.7   -0.497 -0.271  0.182],1.0593892,100.0,0.86307275,-18.200531,-413.25287,48.28,0.2954771,486179,111.73208,170.00502,1.0019728,42.522526,-121.81920491121535,9.323318,1.0006934,1.6006062,102,,1.002228,100,10200,-413.49866,0.09659611,100.0,1180.681349515915
94.15728,-1.1444092e-06,0.0790097,[-0.424 -0.702 -0.498 -0.272  0.182],1.3377038,100.0,0.87188137,-17.955276,-433.2153,48.62,0.29711732,491041,231.37482,170.5257,1.0172479,34.899193,-121.63005266094714,9.056769,1.0059353,1.6043936,103,,1.0113024,100,10300,-434.89716,0.097509764,100.0,1192.5195455551147
94.22081,-3.2806397e-06,0.08526832,[-0.428 -0.71  -0.501 -0.272  0.185],1.3623011,100.0,0.8498852,-16.127716,-393.7472,48.94,0.29812577,495935,201.60529,169.64131,1.0151879,18.916618,-122.25842300180484,8.173906,1.0058694,1.6109499,104,,1.0102806,100,10400,-395.25565,0.09820033,100.0,1204.0056374073029
93.90672,-1.4495849e-06,0.04892689,[-0.426 -0.704 -0.497 -0.271  0.192],1.160811,100.0,0.89994603,-16.789719,-393.76608,48.27,0.29563153,500762,114.28866,172.09473,1.0053319,26.250095,-122.9276156204242,8.507777,1.0022103,1.614233,105,,1.0035926,100,10500,-394.45898,0.09663873,100.0,1215.1774578094482
94.07787,3.6621093e-06,0.078483075,[-0.43  -0.707 -0.499 -0.271  0.195],1.4842794,100.0,0.84278667,-17.15873,-420.8314,49.33,0.29872036,505695,199.84804,167.22887,1.01512,23.364578,-122.02737977391979,8.707699,1.0036957,1.6152328,106,,1.0102017,100,10600,-422.01852,0.09883123,100.0,1226.8873980045319
93.926056,-1.2207031e-06,0.038366072,[-0.423 -0.704 -0.495 -0.273  0.196],1.1291952,100.0,0.90294206,-16.869278,-426.1068,47.8,0.2942967,510475,148.6672,172.06697,1.0034184,33.016487,-121.66728978484615,9.721247,1.0016605,1.6184807,107,,1.0042493,100,10700,-426.6003,0.09568277,100.0,1238.5131685733795
93.888954,-9.155273e-07,0.09409082,[-0.426 -0.701 -0.495 -0.272  0.2  ],1.2735281,100.0,0.7807522,-16.300705,-374.61176,46.14,0.29031828,515089,228.47441,179.86867,1.0160776,22.125057,-119.98544720316328,8.88555,1.0077671,1.619796,108,,1.0126482,100,10800,-375.8637,0.09256349,100.0,1248.9793252944946
94.17696,4.9591063e-06,0.040679533,[-0.424 -0.699 -0.496 -0.275  0.201],1.1671689,100.0,0.88646823,-16.642418,-427.9793,49.85,0.2998007,520074,124.1087,165.2775,1.003302,29.245232,-123.37192116751227,8.951037,1.0015503,1.6206989,109,,1.0028646,100,10900,-428.3186,0.09976871,100.0,1261.2673075199127
93.93896,-1.1825562e-06,0.078860395,[-0.424 -0.699 -0.494 -0.274  0.202],1.3008151,100.0,0.76616,-17.762276,-402.16083,48.29,0.29597417,524903,244.52458,172.3625,1.0181448,41.585777,-122.20086764504374,10.227331,1.0060917,1.618751,110,,1.0107539,100,11000,-403.3365,0.09677211,100.0,1272.2646231651306
94.37513,-1.9836425e-06,0.060421444,[-0.419 -0.698 -0.493 -0.278  0.2  ],1.2181201,100.0,0.8711783,-16.685661,-415.16156,50.91,0.30290893,529994,160.61063,160.3568,1.0071328,21.4525,-122.46963547559803,8.842567,1.0033895,1.6221454,111,,1.0054154,100,11100,-415.90326,0.101987265,100.0,1283.458128452301
94.206604,-8.773804e-07,0.13554828,[-0.416 -0.701 -0.492 -0.28   0.203],1.61304,100.0,0.7975893,-18.271141,-417.235,49.4,0.3000655,534934,537.2739,167.22725,1.0352815,26.64635,-120.12567895772199,10.161226,1.0107186,1.6273279,112,,1.0203173,100,11200,-419.89117,0.09935476,100.0,1295.1652410030365
94.09208,-1.0681152e-06,0.07148968,[-0.423 -0.702 -0.492 -0.282  0.208],1.2610135,100.0,0.86900514,-15.0905075,-407.0103,48.35,0.2961754,539769,192.85728,172.46094,1.0144501,25.719902,-122.90541170113706,8.673619,1.0043682,1.6311778,113,,1.0078894,100,11300,-408.28625,0.09690289,100.0,1306.529268503189
94.19035,9.9563595e-06,0.050311264,[-0.426 -0.708 -0.494 -0.282  0.212],1.1267474,100.0,0.8742808,-17.72274,-403.8867,48.39,0.29596227,544608,73.097534,168.8847,1.0094774,23.374462,-120.83912008234105,8.574193,1.0026898,1.6321347,114,,1.0062065,100,11400,-404.40918,0.09687584,100.0,1317.2750499248505
94.11084,9.918213e-07,0.040665302,[-0.422 -0.71  -0.496 -0.282  0.213],1.0996523,100.0,0.8640591,-16.806831,-414.65637,49.97,0.30030242,549605,135.53177,164.3807,1.0109464,44.57844,-122.38307018657255,9.98106,1.002038,1.6318544,115,,1.0058718,100,11500,-415.64493,0.10006871,100.0,1329.011165857315
94.225174,-5.722046e-06,0.06340357,[-0.425 -0.717 -0.499 -0.284  0.213],1.1891484,100.0,0.7932768,-15.756134,-406.44464,50.49,0.30188638,554654,150.63405,165.20822,1.0164846,25.532932,-124.20617348096214,8.873595,1.0047383,1.6295649,116,,1.0075936,100,11600,-407.578,0.101177536,100.0,1340.3408644199371
94.15878,-7.6293946e-07,0.0333682,[-0.428 -0.722 -0.501 -0.282  0.211],1.0950147,100.0,0.91095656,-16.951202,-402.18402,48.92,0.29725718,559546,85.02316,167.10439,1.0039953,22.23259,-121.64014867039485,8.854958,1.0012544,1.6307625,117,,1.0025496,100,11700,-402.4853,0.097892545,100.0,1351.895905971527
94.050575,-2.822876e-06,0.04740856,[-0.43  -0.724 -0.503 -0.281  0.212],1.1631858,100.0,0.8486583,-16.335175,-390.22925,48.46,0.2962648,564392,101.43712,172.2874,1.0131873,24.57101,-123.32177850372622,8.666241,1.0037036,1.6318164,118,,1.0092843,100,11800,-391.15594,0.09705486,100.0,1363.5338037014008
94.12721,7.6293944e-08,0.042229142,[-0.423 -0.729 -0.502 -0.283  0.213],1.1411209,100.0,0.8847167,-17.460922,-437.60382,50.48,0.3015185,569440,98.449295,162.1228,1.0056748,38.07974,-122.98913241400228,10.355972,1.0018058,1.6343756,119,,1.0042778,100,11900,-438.02783,0.101039186,100.0,1375.7093830108643
93.864075,-5.0354006e-06,0.04774896,[-0.42  -0.729 -0.502 -0.283  0.215],1.147078,100.0,0.88202035,-16.91835,-387.62347,47.16,0.2926165,574156,122.340546,175.88081,1.0047128,40.633038,-122.0769315052274,9.162708,1.0023408,1.6386904,120,,1.0043504,100,12000,-388.16608,0.09443307,100.0,1385.4793453216553
94.24788,-2.5939942e-06,0.05532369,[-0.419 -0.731 -0.503 -0.285  0.22 ],1.2183915,100.0,0.8842514,-15.549751,-434.4144,51.04,0.30324838,579260,124.50705,163.90077,1.0096221,29.325687,-125.78858582268431,9.670935,1.0035121,1.6421884,121,,1.0076038,100,12100,-435.27588,0.1022451,100.0,1397.5780057907104
94.06501,-3.0517577e-07,0.05112856,[-0.419 -0.729 -0.501 -0.282  0.223],1.1446186,100.0,0.89317584,-17.035515,-411.4925,49.64,0.2994196,584224,133.37375,166.59755,1.0099487,39.034397,-123.2462704507946,9.602286,1.0024028,1.6416076,122,,1.0050793,100,12200,-412.06357,0.099404246,100.0,1409.0273597240448
94.036095,-3.3569336e-06,0.041441858,[-0.419 -0.73  -0.502 -0.279  0.223],1.166764,100.0,0.89115834,-17.287064,-407.26904,47.99,0.29493374,589023,126.185684,170.84148,1.0075272,24.62503,-120.84301383598611,8.805862,1.0019406,1.6409361,123,,1.0052115,100,12300,-407.86664,0.09609907,100.0,1420.114069700241
94.16649,-2.3651123e-06,0.1444046,[-0.423 -0.727 -0.504 -0.28   0.222],1.8232667,100.0,0.8133578,-14.281258,-397.79175,49.39,0.3000253,593962,441.27036,170.4843,1.0330741,23.719421,-123.03072155899815,8.234281,1.0131273,1.6467955,124,,1.0274065,100,12400,-400.0453,0.099328615,100.0,1431.3849275112152
94.32441,5.722046e-06,0.044389922,[-0.426 -0.724 -0.5   -0.278  0.228],1.1226134,100.0,0.86419773,-16.144592,-417.04184,51.27,0.30370927,599089,113.41201,160.3314,1.0069464,24.059921,-123.88808250075701,8.546561,1.0026325,1.647825,125,,1.0046877,100,12500,-417.57483,0.10265978,100.0,1442.6727793216705
94.46413,9.918213e-07,0.06258612,[-0.426 -0.726 -0.499 -0.276  0.229],1.2715292,100.0,0.89417076,-20.969704,-420.71558,51.86,0.3055817,604275,228.13599,155.17517,1.01218,29.673168,-120.88990506199463,10.29403,1.003653,1.6523439,126,,1.0074995,100,12600,-421.92264,0.10395427,100.0,1454.0644600391388
94.018745,-1.8692017e-06,0.04450125,[-0.424 -0.723 -0.495 -0.277  0.233],1.1784198,100.0,0.8930199,-15.918182,-400.20923,49.11,0.29805484,609186,134.72581,169.22809,1.0117533,26.781906,-123.08891869554591,9.314211,1.0031265,1.6503675,127,,1.0073572,100,12700,-401.02692,0.098365575,100.0,1466.1022391319275
93.97823,-5.302429e-06,0.10885166,[-0.424 -0.717 -0.492 -0.274  0.231],1.3788061,100.0,0.78021634,-17.635101,-385.94202,48.07,0.29601905,613993,206.91335,175.4813,1.0307398,21.108837,-122.4519440639936,8.108245,1.0113893,1.6536888,128,,1.018808,100,12800,-388.51813,0.09654445,100.0,1477.1883251667023
93.8858,4.6920777e-06,0.07175437,[-0.417 -0.709 -0.488 -0.277  0.235],1.2780302,100.0,0.85373557,-16.159225,-442.29016,47.8,0.29481387,618773,141.96951,174.54153,1.0185884,48.062943,-122.22912332874326,9.362516,1.0049504,1.6597766,129,,1.0135555,100,12900,-443.9002,0.09585053,100.0,1488.4173595905304
94.046486,-4.615784e-06,0.034081753,[-0.416 -0.705 -0.487 -0.277  0.241],1.1082215,100.0,0.9214222,-17.530548,-396.1237,48.08,0.29496816,623581,108.4544,170.19185,1.0036211,31.29084,-121.17803292825398,9.490785,1.0014586,1.6604464,130,,1.0023226,100,13000,-396.46185,0.09621251,100.0,1499.7077474594116
94.12282,-4.577637e-06,0.05472943,[-0.413 -0.703 -0.486 -0.279  0.241],1.2408864,100.0,0.8710464,-18.726273,-403.71735,49.85,0.30028152,628566,159.20906,164.41098,1.0107869,34.886673,-122.0293292659028,9.952338,1.0042019,1.6663041,131,,1.006861,100,13100,-404.7957,0.09992756,100.0,1511.0576825141907
94.04468,-7.400513e-06,0.07160782,[-0.414 -0.706 -0.487 -0.279  0.247],1.2702448,100.0,0.8401271,-17.136696,-391.68237,48.79,0.29751724,633445,133.73183,171.27443,1.0212485,23.916775,-122.99154675395687,8.59999,1.0062579,1.6695386,132,,1.0144205,100,13200,-393.2497,0.09783068,100.0,1523.4008555412292
94.00406,3.013611e-06,0.04479336,[-0.405 -0.713 -0.486 -0.282  0.25 ],1.1521118,100.0,0.88193583,-16.17685,-401.21463,49.1,0.2978872,638355,115.0335,169.11281,1.0057477,32.841003,-123.62369541242346,9.493274,1.0022712,1.6718558,133,,1.0041888,100,13300,-401.7652,0.098298356,100.0,1534.727821111679
94.09765,-4.7683716e-06,0.026986388,[-0.405 -0.714 -0.486 -0.28   0.253],1.0985968,100.0,0.9520262,-17.540047,-420.3487,49.18,0.29793268,643273,119.97296,167.59682,1.001951,25.353252,-122.99353691335338,9.659882,1.0007213,1.6725409,134,,1.0016385,100,13400,-420.584,0.098404296,100.0,1545.7934398651123
94.00959,8.31604e-06,0.09911,[-0.404 -0.713 -0.484 -0.279  0.254],1.4042525,100.0,0.8315001,-16.806602,-399.22998,48.98,0.2985593,648171,353.71442,171.8024,1.0193725,31.888233,-123.69390292083816,9.426667,1.0074956,1.6786205,135,,1.0122715,100,13500,-400.9992,0.09838877,100.0,1557.7504205703735
94.34651,-2.4414062e-06,0.05797773,[-0.402 -0.715 -0.481 -0.282  0.26 ],1.2049888,100.0,0.8949497,-15.758369,-396.35712,51.0,0.30325377,653271,125.95324,163.16878,1.0120113,16.873665,-124.92631703199508,8.219876,1.003847,1.6812792,136,,1.0066563,100,13600,-397.24097,0.10220579,100.0,1570.064624786377
94.013725,-1.4495849e-06,0.09711687,[-0.4   -0.718 -0.481 -0.28   0.262],1.3362058,100.0,0.7016276,-14.864845,-386.71436,48.51,0.2971679,658122,236.28891,173.31863,1.0238409,22.707596,-122.98834917554582,8.520796,1.008183,1.6851672,137,,1.0161437,100,13700,-388.53125,0.09740718,100.0,1581.7788481712341
94.03393,3.1661987e-06,0.04611255,[-0.405 -0.722 -0.485 -0.275  0.266],1.1818706,100.0,0.8734818,-17.520248,-403.61676,48.8,0.29746276,663002,160.52689,170.5019,1.0155574,29.699352,-122.37854366629782,9.068722,1.003044,1.6848775,138,,1.0079609,100,13800,-405.11072,0.097823665,100.0,1592.2795774936676
94.007324,-1.0681152e-06,0.06046918,[-0.411 -0.724 -0.49  -0.276  0.266],1.1839906,100.0,0.8631519,-17.061203,-387.71915,48.44,0.29634008,667846,99.24376,172.79604,1.0097378,22.657005,-123.84365403251411,8.345144,1.0035609,1.6893766,139,,1.006746,100,13900,-388.59918,0.09705775,100.0,1603.5546531677246
94.27641,-3.4332274e-06,0.04212583,[-0.412 -0.724 -0.491 -0.274  0.27 ],1.1270931,100.0,0.8991868,-18.335953,-423.503,50.9,0.30262053,672936,114.22964,161.51126,1.0052047,26.631775,-123.94179896855448,10.032351,1.0017105,1.6917608,140,,1.0038035,100,14000,-423.94052,0.10188088,100.0,1614.2211339473724
94.09392,4.15802e-06,0.13166037,[-0.406 -0.724 -0.489 -0.274  0.273],1.5267947,100.0,0.78490347,-16.522171,-418.08337,49.58,0.3011602,677894,322.71426,173.78955,1.0490345,34.81679,-124.5373848884729,10.050806,1.0140966,1.7022204,141,,1.0252808,100,14100,-421.8982,0.099916175,100.0,1626.4877572059631
94.33563,-8.888244e-06,0.027264267,[-0.404 -0.718 -0.486 -0.271  0.283],1.1037189,100.0,0.9361878,-17.20192,-446.0858,51.47,0.30394363,683041,123.83714,159.69933,1.0021446,46.042995,-124.65942809111661,9.763604,1.0006852,1.7020547,142,,1.0018357,100,14200,-446.26453,0.10296231,100.0,1638.402195930481
94.18952,2.784729e-06,0.031272724,[-0.406 -0.716 -0.486 -0.27   0.283],1.1145395,100.0,0.9207983,-18.140274,-414.94806,50.14,0.30052802,688055,113.38055,163.6718,1.0031414,24.322048,-123.27523563356013,9.335859,1.0010294,1.7031059,143,,1.0021414,100,14300,-415.18753,0.10033001,100.0,1650.4207997322083
94.341774,-1.411438e-06,0.039500043,[-0.406 -0.719 -0.487 -0.272  0.284],1.1364511,100.0,0.9170407,-18.093231,-416.8679,51.49,0.30421856,693204,126.54971,157.7358,1.0054758,27.3078,-122.6617138510122,9.618476,1.0020047,1.7037259,144,,1.0034328,100,14400,-417.27576,0.103078604,100.0,1662.989812374115
94.23389,-1.5258789e-07,0.05851751,[-0.406 -0.72  -0.486 -0.271  0.285],1.1523072,100.0,0.84327006,-17.338585,-396.8037,51.33,0.3041046,698337,131.70482,160.9529,1.0154465,26.270367,-123.49203888546681,8.64517,1.0035777,1.6988423,145,,1.0067328,100,14500,-397.7584,0.10285932,100.0,1674.1854112148285
94.16748,6.1035155e-07,0.046667673,[-0.402 -0.724 -0.485 -0.271  0.28 ],1.2022045,100.0,0.9122678,-17.188034,-437.73175,51.13,0.30324608,703450,204.74432,160.48276,1.0061244,39.213215,-123.5987435079715,11.033634,1.0026051,1.6985248,146,,1.0057306,100,14600,-438.24432,0.10234741,100.0,1686.103479385376
94.383675,-3.5476685e-06,0.03202758,[-0.406 -0.725 -0.485 -0.271  0.28 ],1.0943753,100.0,0.9043822,-17.846916,-430.5558,52.41,0.30656213,708691,152.02257,155.17018,1.0066146,30.147503,-123.27638704418085,10.903863,1.0014062,1.6959883,147,,1.0025095,100,14700,-430.94562,0.104901195,100.0,1697.8320400714874
93.78962,4.005432e-06,0.11413473,[-0.406 -0.721 -0.484 -0.271  0.277],1.4928446,100.0,0.7891144,-16.133965,-389.48093,46.89,0.29315376,713380,302.89578,181.54611,1.0336146,45.771404,-122.50256177745703,10.4179535,1.0120823,1.7001969,148,,1.0233637,100,14800,-392.12958,0.09430611,100.0,1709.0968747138977
94.20864,4.5013426e-06,0.04664256,[-0.404 -0.714 -0.485 -0.272  0.281],1.2358809,100.0,0.9285404,-15.724838,-422.9165,49.68,0.29935765,718348,164.5412,165.76625,1.0048776,23.649338,-123.1997198169687,8.866954,1.0017613,1.7017725,149,,1.0045489,100,14900,-423.3605,0.09943005,100.0,1721.133861541748
93.98436,7.705688e-06,0.09740204,[-0.407 -0.714 -0.484 -0.272  0.283],1.3608617,100.0,0.81451654,-15.38398,-412.03046,49.36,0.29966223,723284,223.67139,173.32637,1.0299752,23.59383,-125.27122110969583,8.677935,1.0092096,1.7069563,150,,1.0200708,100,15000,-414.36646,0.09917687,100.0,1732.067412853241
94.21198,-1.0681152e-06,0.04413127,[-0.405 -0.717 -0.483 -0.268  0.288],1.1788208,100.0,0.8564672,-18.450592,-454.4142,51.49,0.30417177,728433,153.23975,158.3594,1.0080098,56.641167,-123.27405726207658,11.352913,1.0023785,1.7080125,151,,1.0044558,100,15100,-454.85712,0.10306172,100.0,1744.1878352165222
94.07906,8.773804e-07,0.05699593,[-0.402 -0.717 -0.483 -0.27   0.289],1.1675646,100.0,0.87494445,-17.418892,-397.36908,49.07,0.29811755,733340,185.98152,170.0627,1.0169902,32.946793,-122.793219286159,9.430976,1.0036017,1.7054315,152,,1.010855,100,15200,-398.92593,0.098342404,100.0,1755.250854730606
94.07317,-3.8146972e-08,0.06386228,[-0.413 -0.718 -0.488 -0.27   0.287],1.252759,100.0,0.8824785,-17.896416,-399.6386,48.92,0.29772928,738232,151.80167,169.22247,1.0163246,31.596725,-122.10601397284259,9.246482,1.0034337,1.7064064,153,,1.0094297,100,15300,-401.08594,0.098046504,100.0,1766.7924387454987
94.37269,-4.234314e-06,0.05912044,[-0.406 -0.71  -0.483 -0.268  0.287],1.2624032,100.0,0.87778836,-17.092262,-417.4768,51.11,0.30347636,743343,159.99748,160.95055,1.0100695,26.968552,-123.41079688161102,9.39639,1.0041064,1.7109144,154,,1.0069547,100,15400,-418.45428,0.10239869,100.0,1778.8390140533447
93.981125,6.5231325e-06,0.074923195,[-0.412 -0.713 -0.485 -0.267  0.292],1.2235848,100.0,0.8049778,-16.531738,-418.74237,47.25,0.29340148,748068,177.39363,176.82126,1.0199777,36.991413,-121.75982356435661,9.296153,1.0057111,1.7164253,155,,1.0114466,100,15500,-420.39917,0.094786406,100.0,1789.4138412475586
94.247444,1.9073486e-06,0.028151792,[-0.41  -0.709 -0.486 -0.266  0.297],1.1032066,100.0,0.9453603,-17.592918,-398.9331,49.86,0.29973388,753054,100.25004,163.31332,1.0020996,26.717865,-121.94005449491046,8.992243,1.0007999,1.7174195,156,,1.0020206,100,15600,-399.17773,0.099757,100.0,1801.416771888733
94.12034,-1.3732911e-06,0.018643359,[-0.411 -0.705 -0.483 -0.265  0.298],1.081634,100.0,0.94210345,-16.114471,-420.59186,49.61,0.29903075,758015,87.11908,166.17146,1.0020075,25.518154,-123.5587399690848,8.691927,1.0003906,1.7180572,157,,1.001071,100,15700,-420.8302,0.09924456,100.0,1812.588131904602
94.46416,2.9373168e-06,0.06260665,[-0.408 -0.703 -0.481 -0.265  0.299],1.1755207,100.0,0.86923754,-19.417404,-445.28357,53.88,0.31061706,763403,228.32356,151.12935,1.010475,35.66161,-124.31616820200774,10.475619,1.0031483,1.7193719,158,,1.0062388,100,15800,-446.0387,0.10794549,100.0,1825.1534197330475
94.02302,-6.1035155e-07,0.05734318,[-0.408 -0.706 -0.48  -0.266  0.3  ],1.200388,100.0,0.88439626,-16.883415,-401.21063,49.08,0.2979929,768311,130.53238,170.3425,1.0112811,44.991615,-124.23773267449576,10.319875,1.0038742,1.7230046,159,,1.006765,100,15900,-402.02844,0.098311774,100.0,1836.5626826286316
