MaxD2w0t,InitialReturnStd,ReturnMeanIW,Iteration,MinD2w0t,EpisodesSoFar,MinIW,MeanIW,StdD2w0t,MeanEntropy,InitialReturnMin,EpRewMean,EmpiricalD2,InitialBound,EpThisIter,InitialReturnMax,MaxIW,EpLenMean,TimestepsSoFar,ReturnStepMaxmin,InitialReturnMean,Bound,StdIW,Weights,MeanD2w0t,J_sample_variance,TimeElapsed,ReturnStepMax
1.0080203,2.1839964,-95.84642,82,,8200,0.8137089,0.9812472,0.30892783,1.410178,-99.61634,-148.86450866427242,1.0058814,-884.0107,100,-90.839806,1.2518382,53.26,368718,100.0,-97.06179,-883.3792,0.07236543,[ 0.531 -0.56   0.209  0.407 -0.008],0.10666735,27.191717,967.6911101341248,100.0
1.0052749,1.9460374,-96.47164,83,,8300,0.7854063,0.9860553,0.29858756,1.408551,-99.78502,-145.47511720732203,1.0036361,-903.78033,100,-91.12342,1.1515927,49.36,373654,100.0,-97.51523,-903.19196,0.064768076,[ 0.528 -0.563  0.208  0.407 -0.009],0.09881969,29.716091,981.9093978404999,100.0
1.0016499,1.6202357,-97.07666,84,,8400,0.90227425,0.99261916,0.277899,1.4085453,-99.65349,-138.59199044508557,1.0006982,-891.22595,100,-91.97631,1.041866,42.12,377866,100.0,-97.75166,-890.8129,0.02343202,[ 0.533 -0.562  0.209  0.406 -0.01 ],0.08428364,7.078499,994.3933987617493,100.0
1.0048592,1.8708109,-96.84707,85,,8500,0.84180915,0.9898265,0.28988105,1.4088333,-99.65497,-142.54350097433198,1.0038233,-897.227,100,-92.46077,1.1277255,46.21,382487,100.0,-97.69665,-896.8042,0.055926137,[ 0.536 -0.567  0.211  0.407 -0.01 ],0.09250666,21.665798,1006.3033716678619,100.0
1.002633,1.5424355,-97.22719,86,,8600,0.9092835,0.99317706,0.28740156,1.4098104,-99.694984,-141.73530233555186,1.0018436,-898.37213,100,-92.33328,1.1065607,45.38,387025,100.0,-97.682625,-898.1422,0.03429318,[ 0.539 -0.564  0.211  0.408 -0.01 ],0.09080445,10.187362,1016.1319649219513,100.0
1.0022241,2.128838,-96.9773,87,,8700,0.924143,0.99425757,0.30180636,1.4106807,-99.64564,-146.65755379869833,1.0007694,-896.4647,100,-89.83294,1.0615343,50.63,392088,100.0,-97.43292,-896.22906,0.023126893,[ 0.537 -0.566  0.211  0.409 -0.009],0.10130689,9.849803,1028.774172782898,100.0
1.0029476,1.7671248,-97.06373,88,,8800,0.85920924,0.992497,0.29672295,1.4101777,-99.72937,-144.99951530456255,1.0019348,-878.9527,100,-91.49134,1.1272604,48.72,396960,100.0,-97.64744,-878.6409,0.045841474,[ 0.537 -0.564  0.21   0.409 -0.008],0.09749725,15.531616,1039.476650238037,100.0
1.0011685,1.7261015,-97.29954,89,,8900,0.9023644,0.9975948,0.29700804,1.4111594,-99.664825,-144.9994369770178,1.0006241,-882.89197,100,-91.918304,1.0980948,48.86,401846,100.0,-97.513115,-882.78204,0.026125679,[ 0.536 -0.566  0.21   0.411 -0.009],0.09774315,7.2946835,1051.5662779808044,100.0
1.0026711,1.7507063,-96.97412,90,,9000,0.8673534,0.99521345,0.29612583,1.4114733,-99.66495,-144.51490925986033,1.0015837,-895.6357,100,-91.97633,1.0863504,48.51,406697,100.0,-97.39168,-895.4276,0.036382772,[ 0.537 -0.566  0.211  0.411 -0.008],0.097065605,8.553625,1063.1537160873413,100.0
1.0005066,1.8415995,-97.42531,91,,9100,0.9418091,0.9985072,0.29718342,1.4107656,-99.69978,-145.08906077496516,1.0002849,-901.53125,100,-91.07982,1.0369589,48.94,411591,100.0,-97.53816,-901.4716,0.014705638,[ 0.539 -0.565  0.211  0.41  -0.008],0.09789017,5.394569,1076.5734467506409,100.0
1.001218,1.5403806,-97.35872,92,,9200,0.93936133,0.99607533,0.27169618,1.4096053,-99.88671,-136.51842782824238,1.0003922,-869.6582,100,-92.08714,1.0832565,40.1,415601,100.0,-97.72467,-869.4676,0.022097522,[ 0.538 -0.565  0.211  0.411 -0.008],0.08022644,6.94455,1087.48654794693,100.0
1.002754,1.6961718,-96.9484,93,,9300,0.8683153,0.9933663,0.29081553,1.4077542,-99.5974,-142.7272496718166,1.00116,-901.4868,100,-92.604965,1.0806733,46.58,420259,100.0,-97.4937,-901.20465,0.035692167,[ 0.537 -0.563  0.21   0.411 -0.009],0.093209416,9.49823,1100.7498376369476,100.0
1.0026286,1.4368124,-97.38359,94,,9400,0.8903375,0.99461865,0.28310376,1.4078395,-99.589935,-140.40133740910912,1.0017354,-898.73334,100,-91.963196,1.176951,43.88,424647,100.0,-97.826,-898.51764,0.038479593,[ 0.536 -0.565  0.21   0.412 -0.011],0.08780652,11.957452,1111.9133355617523,100.0
1.0039378,2.0069888,-96.61619,95,,9500,0.8383531,0.9913658,0.29803008,1.4083102,-99.59792,-145.1081404344799,1.0017439,-896.59424,100,-89.76688,1.097125,49.19,429566,100.0,-97.310585,-896.2357,0.04305907,[ 0.534 -0.566  0.209  0.411 -0.011],0.09844395,12.8924465,1123.4782047271729,100.0
1.004107,1.8146747,-96.85931,96,,9600,0.8659192,0.9897295,0.2951329,1.4077768,-99.65784,-144.31134560614913,1.0033244,-889.50745,100,-91.522964,1.1927342,48.11,434377,100.0,-97.578064,-889.1249,0.0536951,[ 0.537 -0.564  0.209  0.409 -0.011],0.09629694,21.058107,1135.4446120262146,100.0
1.0076852,1.6913503,-96.30907,97,,9700,0.7826357,0.9853116,0.28798872,1.4092666,-99.43277,-141.6921661381101,1.0042579,-906.9975,100,-92.10845,1.1939654,45.51,438928,100.0,-97.54268,-906.3116,0.06700278,[ 0.534 -0.566  0.208  0.408 -0.011],0.0911325,30.686731,1147.3554463386536,100.0
1.0004183,1.7902921,-97.496796,98,,9800,0.9685126,0.99861884,0.2966759,1.4101789,-99.72489,-144.9506745555525,1.0002244,-889.524,100,-91.07038,1.0359572,48.75,443803,100.0,-97.5946,-889.4728,0.014679047,[ 0.533 -0.57   0.207  0.408 -0.01 ],0.097509354,4.6972675,1159.909106016159,100.0
1.0011792,1.8974711,-97.19739,99,,9900,0.9252354,0.9966603,0.29855978,1.4117414,-99.72836,-145.5445434148318,1.0006677,-880.61755,100,-91.38071,1.0878164,49.43,448746,100.0,-97.492615,-880.467,0.022612557,[ 0.533 -0.571  0.207  0.408 -0.009],0.09889166,6.181691,1173.4732201099396,100.0
1.0041479,1.7474328,-97.0547,100,,10000,0.8905434,0.9925218,0.2992566,1.4134485,-99.69266,-145.929505184563,1.0008659,-891.8395,100,-92.38321,1.0732679,49.66,453712,100.0,-97.63979,-891.5514,0.022839472,[ 0.532 -0.571  0.206  0.406 -0.007],0.099371366,6.193707,1184.3365774154663,100.0
1.011213,1.5981395,-95.74803,101,,10100,0.7600187,0.97410905,0.2817904,1.4150372,-99.64086,-139.82188599837008,1.0073988,-866.3176,100,-91.178825,1.2185242,43.28,458040,100.0,-97.83091,-865.21204,0.08100722,[ 0.53  -0.572  0.207  0.407 -0.006],0.086741574,45.69236,1196.2241683006287,100.0
1.0013956,1.8137815,-97.21297,102,,10200,0.93861705,0.9960776,0.29588258,1.4151452,-99.59432,-144.59394262805577,1.0005932,-874.0871,100,-91.12933,1.0694727,48.45,462885,100.0,-97.50569,-873.8776,0.021102497,[ 0.526 -0.575  0.206  0.409 -0.004],0.096917614,6.2060404,1208.9559257030487,100.0
1.0038829,1.6177653,-96.77827,103,,10300,0.82351965,0.9891396,0.28021353,1.4117635,-99.73666,-139.21335344496282,1.0013033,-889.178,100,-93.67465,1.097194,42.88,467173,100.0,-97.65538,-888.73047,0.040041495,[ 0.523 -0.573  0.205  0.408 -0.004],0.08582487,11.521851,1220.1645030975342,100.0
1.000675,1.7758107,-97.36729,104,,10400,0.93593967,0.99839604,0.28406194,1.4117464,-99.72219,-140.3887098029689,1.000413,-890.9664,100,-92.53602,1.05342,44.25,471598,99.99308,-97.49205,-890.90216,0.020123793,[ 0.523 -0.572  0.205  0.408 -0.007],0.08851138,5.0387177,1230.3499479293823,100.0
1.0031763,1.583842,-97.173485,105,,10500,0.89390904,0.9931214,0.28573558,1.4106083,-99.77321,-141.30086812342975,1.0020645,-886.2408,100,-92.779854,1.1169993,44.78,476076,100.0,-97.81772,-885.89014,0.04146294,[ 0.523 -0.573  0.205  0.408 -0.007],0.08961988,13.01172,1240.6386742591858,100.0
1.002083,1.5964555,-97.44367,106,,10600,0.92083937,0.99452657,0.2878277,1.4116632,-99.68501,-142.13422910931834,1.0012456,-894.4223,100,-93.025856,1.0848491,45.53,480629,100.0,-97.90942,-894.18066,0.035356767,[ 0.52  -0.573  0.203  0.406 -0.008],0.091101564,11.482703,1252.7445390224457,100.0
1.0013002,1.6036593,-97.37993,107,,10700,0.89399594,0.9958033,0.29567534,1.4105833,-99.61946,-144.65112498422556,1.0006219,-901.3262,100,-92.67439,1.0542425,48.37,485466,100.0,-97.64219,-901.1736,0.025509011,[ 0.519 -0.575  0.203  0.404 -0.007],0.096762665,6.5072255,1266.064544916153,100.0
1.0007298,1.9704309,-97.28966,108,,10800,0.95925355,0.9974824,0.29586613,1.4111111,-99.6846,-144.546759359129,1.0002732,-894.3175,100,-91.84679,1.0544405,48.44,490310,100.0,-97.50086,-894.2128,0.013785425,[ 0.521 -0.575  0.204  0.404 -0.008],0.09690133,5.3924875,1278.7454597949982,100.0
1.0019442,1.7121344,-96.95979,109,,10900,0.934147,0.99400705,0.2902642,1.4111261,-99.65954,-142.54331459686054,1.0008947,-876.8692,100,-93.11344,1.0808882,46.38,494948,100.0,-97.50293,-876.5912,0.027231313,[ 0.519 -0.573  0.203  0.404 -0.008],0.092815615,8.41453,1292.3394899368286,100.0
1.0040218,1.8282552,-97.12148,110,,11000,0.8691096,0.99298847,0.2917423,1.4106098,-99.681496,-143.3551433081124,1.002683,-875.8112,100,-91.82561,1.1213934,46.89,499637,100.0,-97.807816,-875.4386,0.042336926,[ 0.518 -0.571  0.202  0.401 -0.008],0.09384893,13.015528,1304.008493423462,100.0
1.0010709,1.8049018,-97.270035,111,,11100,0.94492364,0.9973946,0.27740526,1.4090731,-99.71185,-138.18397542810683,1.0003386,-897.96155,100,-91.34891,1.037415,41.99,503836,100.0,-97.494316,-897.8471,0.016540743,[ 0.518 -0.568  0.202  0.401 -0.008],0.083996445,3.8864813,1314.4519639015198,100.0
1.0006914,2.0600972,-97.22835,112,,11200,0.9323113,0.998593,0.2921201,1.4082048,-99.646835,-143.0856169149737,1.0004481,-899.67474,100,-89.883835,1.0486326,47.09,508545,100.0,-97.36381,-899.6047,0.022620605,[ 0.517 -0.568  0.202  0.401 -0.01 ],0.09419298,6.835857,1325.3946747779846,100.0
1.0039654,1.7684028,-96.6331,113,,11300,0.86126477,0.9899518,0.27489322,1.4072261,-99.66366,-137.30565917956798,1.0022575,-884.93463,100,-91.626396,1.1222248,41.1,512655,100.0,-97.48393,-884.4832,0.04144264,[ 0.518 -0.567  0.202  0.401 -0.011],0.08226415,13.217463,1337.1993367671967,100.0
1.0017827,1.7907349,-97.321686,114,,11400,0.8781694,0.9965604,0.2975082,1.4065926,-99.65309,-145.30738165314423,1.0005208,-874.2152,100,-90.83952,1.0643368,49.04,517559,100.0,-97.633766,-874.05066,0.025320733,[ 0.519 -0.562  0.201  0.4   -0.012],0.09811006,8.027403,1350.2063410282135,100.0
1.0016485,1.6195828,-97.15901,115,,11500,0.9127836,0.9952258,0.2922597,1.4081764,-99.76138,-143.308109647619,1.0010859,-884.46533,100,-92.539894,1.0741191,47.12,522271,100.0,-97.516426,-884.27466,0.032520205,[ 0.522 -0.564  0.202  0.399 -0.012],0.0942732,9.699165,1362.5871794223785,100.0
1.0011463,2.0726008,-97.068535,116,,11600,0.9327693,0.9962453,0.30228257,1.4085722,-99.72859,-146.73627013224925,1.0005472,-901.4684,100,-91.36551,1.052214,50.83,527354,100.0,-97.32548,-901.333,0.02271352,[ 0.524 -0.564  0.203  0.399 -0.011],0.10168692,7.6408734,1375.3293480873108,100.0
1.0060264,1.6302185,-96.84244,117,,11700,0.8078364,0.9862806,0.29297745,1.4068626,-99.724106,-143.83262182739745,1.0037774,-894.07214,100,-92.17285,1.1298002,47.3,532084,100.0,-97.869354,-893.532,0.05707813,[ 0.527 -0.566  0.203  0.4   -0.01 ],0.094700724,22.703167,1388.7100772857666,100.0
1.0012037,1.63553,-97.22479,118,,11800,0.94197816,0.994895,0.28323767,1.4077716,-99.54925,-140.22910048732254,1.0005211,-886.94617,100,-91.63881,1.0583109,43.96,536480,100.0,-97.59061,-886.6886,0.020236252,[ 0.525 -0.569  0.203  0.401 -0.012],0.08794082,4.7201643,1402.0727660655975,100.0
1.0010327,1.8800116,-97.42953,119,,11900,0.94228864,0.99804544,0.2858152,1.407312,-99.715294,-141.04346690747704,1.0002604,-899.4886,100,-90.97421,1.0339861,44.86,540966,100.0,-97.558044,-899.4226,0.013975038,[ 0.522 -0.567  0.202  0.4   -0.011],0.08972898,4.7449136,1413.7949879169464,100.0
1.0033792,2.0257275,-96.77491,120,,12000,0.86063945,0.989479,0.30008063,1.4083109,-99.793045,-146.08661529917865,1.0021449,-888.6406,100,-90.96575,1.1001477,49.94,545960,100.0,-97.5336,-888.25916,0.038063988,[ 0.521 -0.568  0.202  0.4   -0.012],0.09996203,11.837761,1427.102145433426,100.0
1.001146,1.794003,-97.39594,121,,12100,0.9050816,0.99762505,0.29555538,1.4067997,-99.71261,-144.58139995139,1.0004674,-900.467,100,-91.4557,1.0454168,48.33,550793,100.0,-97.614105,-900.3594,0.021148209,[ 0.52  -0.571  0.202  0.403 -0.011],0.09668189,6.238049,1438.8957748413086,100.0
1.0012554,1.915037,-96.81708,122,,12200,0.9410414,0.99471015,0.28633443,1.4073333,-99.75497,-140.91843837502688,1.0004456,-867.5289,100,-91.37843,1.061779,45.02,555295,100.0,-97.28181,-867.20825,0.020057252,[ 0.521 -0.571  0.203  0.403 -0.012],0.09006806,5.8285894,1452.0469453334808,100.0
1.0032223,1.8083726,-97.08405,123,,12300,0.8821992,0.9937091,0.2803366,1.4076797,-99.68404,-139.28393526316933,1.0023974,-891.14703,100,-90.543434,1.1316345,42.93,559588,100.0,-97.67274,-890.86005,0.041262966,[ 0.519 -0.568  0.202  0.401 -0.012],0.085913554,14.321185,1464.5624527931213,100.0
1.003508,1.9021845,-96.97147,124,,12400,0.866327,0.99178565,0.28876084,1.4071145,-99.65848,-142.16211565344665,1.0010409,-899.00385,100,-91.52051,1.0969169,45.83,564171,100.0,-97.67449,-898.65826,0.031346865,[ 0.517 -0.57   0.201  0.402 -0.011],0.091726504,11.852035,1474.9453971385956,100.0
1.0005662,1.7345635,-97.535034,125,,12500,0.9611814,0.99901015,0.2910201,1.4072546,-99.54639,-142.97405257101872,1.0001608,-894.7403,100,-92.79284,1.033857,46.7,568841,100.0,-97.62618,-894.6915,0.0104176,[ 0.518 -0.572  0.202  0.405 -0.012],0.093407616,4.0954003,1487.1154582500458,100.0
1.0021471,1.7873156,-97.35306,126,,12600,0.9161515,0.99582607,0.2999279,1.4053006,-99.73103,-146.2585647723193,1.0007042,-904.3833,100,-91.13895,1.0726349,49.93,573834,100.0,-97.71879,-904.202,0.024573812,[ 0.517 -0.573  0.202  0.405 -0.012],0.09989723,7.8707237,1497.9193863868713,100.0
1.0026861,2.0068538,-97.149765,127,,12700,0.88496995,0.99418986,0.28792128,1.4062505,-99.75933,-141.85563029128303,1.0016407,-898.0865,100,-89.20763,1.1142778,45.57,578391,100.0,-97.61928,-897.8139,0.042165074,[ 0.516 -0.574  0.202  0.406 -0.014],0.09117885,16.204996,1508.6495101451874,100.0
1.0007591,1.5879228,-97.5432,128,,12800,0.94267374,0.9972058,0.293728,1.4053605,-99.643295,-144.11365825445418,1.000328,-893.0114,100,-93.37961,1.0374345,47.66,583157,100.0,-97.77881,-892.88873,0.018430028,[ 0.519 -0.574  0.203  0.406 -0.013],0.09534184,5.9502096,1521.1658155918121,100.0
1.0007287,1.7841918,-97.321205,129,,12900,0.9551208,0.9980464,0.28466144,1.4049047,-99.64689,-140.6022188468169,1.0003384,-892.3822,100,-92.549255,1.0597582,44.46,587603,100.0,-97.48674,-892.28265,0.01648,[ 0.52  -0.575  0.203  0.404 -0.014],0.08893194,4.942561,1533.314651966095,100.0
1.0017017,1.5884134,-97.59952,130,,13000,0.90017873,0.99654514,0.28526378,1.4047525,-99.679245,-141.2561760099727,1.0012661,-885.3687,100,-90.95621,1.0953629,44.65,592068,100.0,-97.91806,-885.20276,0.03720629,[ 0.519 -0.573  0.203  0.405 -0.014],0.08933054,10.464022,1544.5279171466827,100.0
1.0036271,1.8435239,-96.987755,131,,13100,0.82212424,0.99094796,0.28809577,1.4033275,-99.56756,-142.05931570696902,1.0027032,-900.47107,100,-90.45224,1.1342051,45.59,596627,100.0,-97.79517,-900.02454,0.05296726,[ 0.521 -0.572  0.204  0.405 -0.014],0.09125195,21.224937,1556.3808333873749,100.0
1.0009785,1.8020095,-97.4183,132,,13200,0.9670349,0.99754083,0.27401608,1.4029553,-99.66656,-137.21614642344218,1.0002061,-877.00287,100,-89.53644,1.0364394,40.87,600714,100.0,-97.636604,-876.89215,0.011760401,[ 0.518 -0.573  0.203  0.404 -0.016],0.081754506,4.5995226,1566.6250829696655,100.0
1.0037311,1.9362953,-96.941635,133,,13300,0.8748423,0.992835,0.30312142,1.4028642,-99.74075,-147.24769944568317,1.002161,-885.5024,100,-89.51371,1.1239536,51.1,605824,100.0,-97.56044,-885.1927,0.040434998,[ 0.519 -0.574  0.202  0.405 -0.016],0.10227082,13.017018,1577.4057066440582,100.0
1.0017687,1.5590736,-97.34542,134,,13400,0.9296288,0.99662095,0.28970182,1.4022353,-99.76561,-142.5505603646929,1.0005145,-881.9384,100,-92.59079,1.0594335,46.21,610445,100.0,-97.6628,-881.7768,0.021500912,[ 0.516 -0.573  0.2    0.404 -0.016],0.09244751,5.314508,1588.675610780716,100.0
1.0011264,1.8933166,-97.13809,135,,13500,0.9285804,0.9973449,0.29478216,1.4022367,-99.520035,-144.06273765845532,1.0004624,-893.9117,100,-92.177124,1.0538002,48.04,615249,99.99975,-97.39879,-893.7748,0.020660875,[ 0.517 -0.572  0.2    0.402 -0.017],0.0961051,5.574731,1599.6486563682556,100.0
1.0024012,1.7475603,-97.04039,136,,13600,0.91040033,0.9944906,0.29610732,1.4027998,-99.757385,-144.67801217416314,1.0012202,-889.48694,100,-93.14308,1.0832676,48.49,620098,100.0,-97.557556,-889.2312,0.030438393,[ 0.518 -0.576  0.201  0.402 -0.017],0.09703569,9.495537,1612.108482837677,100.0
1.0023997,1.6908703,-97.17739,137,,13700,0.92324847,0.99502814,0.28955704,1.4022353,-99.525475,-142.42048713368212,1.0011976,-893.8681,100,-92.94762,1.096549,46.14,624712,100.0,-97.665344,-893.6144,0.03365174,[ 0.52  -0.577  0.203  0.403 -0.016],0.09232496,10.114922,1624.021703004837,100.0
1.0056841,1.9363297,-96.507065,138,,13800,0.79706955,0.9890949,0.30904138,1.4004831,-99.7214,-149.38739633288577,1.0041285,-897.00214,100,-90.86267,1.1605982,53.33,630045,99.935135,-97.471794,-896.5213,0.060555216,[ 0.519 -0.577  0.202  0.4   -0.017],0.10678125,26.948631,1636.8431305885315,100.0
1.0026939,2.0272267,-96.41234,139,,13900,0.879729,0.9913605,0.2915104,1.4003031,-99.468216,-142.54725151321824,1.0009412,-893.66174,100,-91.74861,1.0629078,46.81,634726,100.0,-97.14885,-893.2806,0.03148107,[ 0.517 -0.58   0.201  0.399 -0.018],0.093685016,12.85823,1648.7275080680847,100.0
1.0002928,1.7774686,-97.631935,140,,14000,0.97409,0.9993461,0.29583967,1.4003851,-99.69879,-144.78335637120642,1.0000639,-891.88184,100,-92.19165,1.0323339,48.45,639571,100.0,-97.68213,-891.85364,0.0075922,[ 0.519 -0.583  0.203  0.401 -0.019],0.096903905,3.906208,1662.6531901359558,100.0
1.002504,2.2205133,-96.59529,141,,14100,0.9077489,0.99330384,0.31349123,1.4017956,-99.71167,-150.9363960819239,1.0011687,-900.90845,100,-89.842155,1.1204845,55.18,645089,100.0,-97.22444,-900.5159,0.03278807,[ 0.518 -0.584  0.203  0.401 -0.019],0.11041586,12.653404,1673.8904831409454,100.0
1.0003003,1.6217419,-97.80561,142,,14200,0.96663284,0.9993453,0.28368416,1.4018018,-99.72736,-140.7011224773318,1.0001695,-890.95734,100,-91.76274,1.0367693,44.13,649502,100.0,-97.85721,-890.93243,0.01134564,[ 0.517 -0.581  0.204  0.401 -0.017],0.08826502,3.5449746,1685.8427393436432,100.0
1.0006002,1.7195945,-97.415886,143,,14300,0.94253767,0.99878407,0.2874863,1.4024361,-99.65271,-141.62644116374847,1.0003068,-872.64764,100,-92.355576,1.0400343,45.44,654046,100.0,-97.54995,-872.5802,0.016213967,[ 0.517 -0.581  0.203  0.401 -0.017],0.09089342,4.6697454,1696.5431697368622,100.0
1.0021574,1.8608825,-97.29312,144,,14400,0.8922181,0.9947268,0.30047056,1.4032987,-99.784485,-146.404304844547,1.0013676,-901.7696,100,-90.32588,1.071036,50.13,659059,100.0,-97.6267,-901.6079,0.030763514,[ 0.518 -0.581  0.203  0.402 -0.016],0.100299045,10.240822,1704.7920892238617,100.0
1.0045472,1.7853907,-96.75933,145,,14500,0.8633367,0.9900519,0.28759772,1.4038628,-99.68851,-141.60901924844654,1.0034473,-875.5474,100,-92.328896,1.1394696,45.41,663600,100.0,-97.54404,-875.1569,0.053319234,[ 0.52  -0.58   0.204  0.403 -0.016],0.09089636,19.370605,1716.1512429714203,100.0
1.0013667,1.7393941,-97.36236,146,,14600,0.93847567,0.997532,0.29828414,1.404409,-99.671135,-145.50917428573214,1.0002667,-898.89777,100,-90.858765,1.0338951,49.34,668534,100.0,-97.568405,-898.7968,0.015019123,[ 0.517 -0.583  0.204  0.402 -0.015],0.0986989,5.469419,1729.8864569664001,100.0
1.0045359,1.64623,-97.12748,147,,14700,0.86923003,0.9909059,0.28090787,1.404731,-99.58195,-139.73245720305815,1.0021462,-882.7229,100,-92.89789,1.1041535,43.11,672845,100.0,-97.889824,-882.3057,0.041651268,[ 0.519 -0.584  0.204  0.402 -0.014],0.086286895,16.748207,1740.8423516750336,100.0
1.0021629,1.5203421,-97.40846,148,,14800,0.8275142,0.99327147,0.29407462,1.4019943,-99.840866,-144.42425347736742,1.0010375,-873.07654,100,-92.38608,1.0535862,47.75,677620,100.0,-97.97882,-872.787,0.034472324,[ 0.518 -0.588  0.204  0.4   -0.014],0.095556855,10.2241745,1754.0599310398102,100.0
1.0022112,1.693366,-97.43183,149,,14900,0.8804876,0.9954474,0.30032644,1.4024565,-99.91695,-146.4794556930068,1.0010018,-882.05054,100,-92.15794,1.0627066,50.08,682628,100.0,-97.77491,-881.8747,0.030594647,[ 0.519 -0.587  0.204  0.401 -0.017],0.10019899,7.7091017,1763.4880666732788,100.0
1.0019969,1.663227,-97.33396,150,,15000,0.9259345,0.9944378,0.29924595,1.4047453,-99.65434,-146.08881020976784,1.0005994,-893.9714,100,-93.065186,1.0675645,49.67,687595,100.0,-97.768616,-893.73846,0.022100642,[ 0.522 -0.589  0.206  0.402 -0.016],0.099379435,6.552716,1777.0631139278412,100.0
1.0038797,2.0444794,-96.74876,151,,15100,0.89127785,0.9903867,0.3041288,1.4039268,-99.74208,-147.53023911727823,1.0019764,-899.40845,100,-91.18068,1.1377691,51.48,692743,100.0,-97.47792,-899.01086,0.040574413,[ 0.524 -0.589  0.206  0.402 -0.014],0.10303381,13.683877,1792.071299791336,100.0
1.0021563,2.1578977,-96.815346,152,,15200,0.92708874,0.9961581,0.2939131,1.4046457,-99.70104,-143.39364130041346,1.0004013,-881.3714,100,-89.42378,1.085512,47.73,697516,100.0,-97.09578,-881.20575,0.018210184,[ 0.521 -0.59   0.205  0.404 -0.015],0.09548051,6.8194036,1806.4876821041107,100.0
1.0047246,1.7777126,-96.80312,153,,15300,0.8803003,0.9897992,0.2938243,1.4043838,-99.71695,-143.90276354980207,1.0031064,-903.22705,100,-90.32886,1.1556255,47.62,702278,100.0,-97.62691,-902.79443,0.048489526,[ 0.518 -0.588  0.205  0.404 -0.014],0.09532758,19.18814,1819.945277929306,100.0
1.002376,1.8321996,-97.02164,154,,15400,0.9178992,0.9949244,0.29236358,1.4051875,-99.82819,-143.23637183279124,1.0015483,-904.11084,100,-92.11604,1.1015819,47.14,706992,100.0,-97.44636,-903.8949,0.033401247,[ 0.515 -0.589  0.204  0.402 -0.015],0.09432342,10.62468,1832.2081751823425,100.0
1.0021541,1.8399006,-97.12695,155,,15500,0.92204726,0.994108,0.2961925,1.4065979,-99.67717,-144.81456982801694,1.0006576,-905.7269,100,-91.9496,1.0543895,48.53,711845,99.992966,-97.62618,-905.4708,0.02374449,[ 0.514 -0.591  0.203  0.401 -0.014],0.0971091,8.621902,1844.7469713687897,100.0
1.0032848,1.8964264,-96.66274,156,,15600,0.91125757,0.98858905,0.2977666,1.4057283,-99.62019,-145.37313212642027,1.0010399,-894.48773,100,-89.796234,1.0836375,49.09,716754,100.0,-97.6711,-893.8391,0.026490295,[ 0.514 -0.592  0.203  0.398 -0.012],0.09825064,9.299263,1855.6503465175629,100.0
1.0012457,1.7174461,-97.285446,157,,15700,0.9417551,0.9964463,0.30607477,1.4042914,-99.66127,-148.47719209742743,1.0004199,-893.1544,100,-92.848114,1.0673385,52.28,721982,100.0,-97.59173,-893.0073,0.020409448,[ 0.512 -0.587  0.202  0.397 -0.013],0.10459439,6.2078204,1868.7407636642456,100.0
1.0061635,1.6621978,-96.61154,158,,15800,0.79006475,0.98564404,0.2980805,1.4052507,-99.695274,-145.55243561528786,1.0048529,-891.5767,100,-92.33339,1.218885,49.15,726897,100.0,-97.73588,-890.9846,0.068187274,[ 0.513 -0.589  0.202  0.396 -0.015],0.098420605,31.197752,1882.8885660171509,100.0
1.0058655,1.7652246,-96.34097,159,,15900,0.84839165,0.9859555,0.29470313,1.4063581,-99.56242,-143.92722134490216,1.0041443,-899.86365,100,-92.17296,1.173955,47.91,731688,100.0,-97.36831,-899.33777,0.05714316,[ 0.511 -0.592  0.202  0.395 -0.014],0.09593344,24.635632,1895.33739900589,100.0
1.0010558,1.6401085,-97.40633,160,,16000,0.9363455,0.99693555,0.29329455,1.4062272,-99.756516,-143.8122933927959,1.0005425,-881.34436,100,-93.19537,1.0429778,47.5,736438,100.0,-97.63796,-881.2279,0.022372354,[ 0.508 -0.595  0.201  0.393 -0.012],0.09502422,7.7480474,1906.3600854873657,100.0
1.0023793,1.7333541,-97.04182,161,,16100,0.91464424,0.994378,0.2794674,1.4036678,-99.650406,-138.89539967163344,1.0008262,-860.29565,100,-91.76889,1.087165,42.65,740703,100.0,-97.56802,-860.01874,0.030633066,[ 0.51  -0.596  0.202  0.394 -0.013],0.08534067,9.307555,1917.3313345909119,100.0
1.0046093,1.5962931,-96.755806,162,,16200,0.8914844,0.9893563,0.29545978,1.405707,-99.67171,-144.55952396271124,1.0015674,-903.1704,100,-92.626976,1.078855,48.22,745525,100.0,-97.68931,-902.6967,0.03210585,[ 0.513 -0.598  0.202  0.395 -0.015],0.09652772,10.691191,1929.7296605110168,100.0
1.001937,1.706281,-97.517586,163,,16300,0.9201622,0.9956314,0.3001291,1.4057233,-99.7103,-146.52242785896075,1.0009712,-904.74713,100,-89.43446,1.0850754,50.0,750525,100.0,-97.89506,-904.5546,0.02947788,[ 0.515 -0.602  0.203  0.397 -0.013],0.100042425,8.819459,1942.8423428535461,100.0
