Bound,EpThisIter,MinIW,ReturnStepMaxmin,InitialReturnMean,ReturnMeanIW,ReturnStepMax,TimestepsSoFar,InitialReturnMin,Weights,MeanEntropy,EpRewMean,MeanIW,StdIW,InitialBound,StdD2w0t,MeanD2w0t,InitialReturnStd,EmpiricalD2,MaxIW,EpisodesSoFar,MinD2w0t,TimeElapsed,InitialReturnMax,EpLenMean,J_sample_variance,Iteration,MaxD2w0t
-20920.924,100,0.0031814622,299.22015,-196.75623,-16326.027,299.22015,4609,-199.22017,[ 0.579 -0.554  0.227  0.402  0.   ],1.3724259,-141.8229098366061,0.80483484,1.0858421,-22279.88,1.2206639,0.28260067,2.1648555,8.813532,7.270972,100,,11.46200180053711,-190.33928,46.09,286210600.0,1,28.976244
-17868.627,100,0.0045651356,298.9961,-197.12189,-12901.476,298.9961,8772,-198.9961,[ 0.668 -0.553  0.258  0.492 -0.047],1.336033,-137.9154640622653,0.5229797,0.96502763,-22219.43,1.9125289,0.28711593,1.5790739,23.375721,8.429048,200,,29.194936752319336,-192.48885,41.63,230696910.0,2,89.071884
-19944.73,100,0.024179613,299.36505,-197.63397,-15851.081,299.36505,13467,-199.36505,[ 0.515 -0.553  0.22   0.511 -0.083],1.3569572,-143.60630880929162,0.7378344,0.694091,-22306.393,0.8999026,0.22258914,1.5467248,4.646546,4.2801323,300,,47.534778356552124,-192.59857,46.95,117222140.0,3,23.89028
