InitialBound,InitialReturnMax,StdD2w0t,EpThisIter,ReturnStepMaxmin,EpLenMean,MeanIW,EpisodesSoFar,EmpiricalD2,InitialReturnMin,TimestepsSoFar,EpRewMean,Bound,StdIW,ReturnMeanIW,TimeElapsed,Weights,InitialReturnStd,Iteration,J_sample_variance,InitialReturnMean,MeanD2w0t,ReturnStepMax,MaxD2w0t,MaxIW,MinIW,MeanEntropy,MinD2w0t
155.78662,30.891148,0.2429606,100,88.46593,20.06,1.1752033,2700,1.6871244,-6.280182,53920,-108.19012524032355,190.92688,1.0156807,517.2185,331.10461020469666,[ 0.804 -0.242 -0.534 -0.881  0.113],6.6634693,27,158582.28,-6.790161e-06,0.048738264,100.0,2.289814,6.52265,0.13977739,1.5175914,
86.32321,47.23347,0.21352944,100,89.289696,22.31,1.0506786,2800,1.0740794,-8.035782,56151,-108.32455930401129,96.3815,0.28808096,411.0581,345.48063373565674,[ 0.754 -0.248 -0.512 -0.861  0.099],9.280301,28,10183.506,-9.155274e-06,0.046123866,100.0,1.1640325,2.0184557,0.47576806,1.5105997,
154.04065,44.993618,0.20108525,100,88.07819,19.83,1.03818,2900,1.078092,-6.849968,58134,-108.2927785775902,162.49649,0.38505977,468.02002,356.63004660606384,[ 0.77  -0.254 -0.524 -0.873  0.092],6.931823,29,25118.475,-1.0299683e-06,0.040843774,100.0,1.1955261,4.0312724,0.5938136,1.5242347,
114.28793,44.805515,0.24161474,100,88.830605,21.25,1.1593909,3000,1.5660754,-8.005669,60259,-108.05760999808211,138.88712,0.9613421,473.57193,368.66069078445435,[ 0.741 -0.256 -0.524 -0.86   0.105],9.068006,30,125990.195,-7.743835e-06,0.050165743,100.0,2.3910666,6.6768265,0.1167507,1.5318791,
119.829834,46.92228,0.21071374,100,88.62769,20.85,1.0639571,3100,1.1590213,-7.427536,62344,-108.14211727581167,132.56464,0.4498429,448.52576,382.7766304016113,[ 0.794 -0.243 -0.531 -0.883  0.113],8.7824,31,27855.95,-9.841919e-06,0.043896396,100.0,1.2991202,3.0311518,0.3310628,1.523385,
128.12363,44.60504,0.20479654,100,88.42914,20.41,1.0538664,3200,1.093203,-7.180847,64385,-107.89082293698522,140.5224,0.3065313,455.49008,394.1724307537079,[ 0.764 -0.249 -0.523 -0.872  0.104],7.6628923,32,13855.524,-1.5258789e-06,0.042224668,100.0,1.204552,2.088082,0.52454865,1.5265477,
92.6073,50.7644,0.20425226,100,88.99108,21.41,1.0170072,3300,1.0139917,-7.694824,66526,-107.14746539486539,96.13782,0.10473922,413.97168,407.04494857788086,[ 0.788 -0.246 -0.527 -0.886  0.108],10.5050535,33,1785.7576,-9.613037e-06,0.043199945,100.0,1.0546855,1.3463068,0.76627195,1.5240778,
105.80838,66.74094,0.20499083,100,88.70529,20.96,1.0273587,3400,1.0596784,-7.4294205,68622,-107.88992877878029,111.78427,0.2468718,431.86975,419.0183689594269,[ 0.791 -0.245 -0.529 -0.893  0.105],9.400862,34,8603.935,7.3242186e-06,0.042871676,100.0,1.1079648,2.1175961,0.4879388,1.5193214,
87.05536,54.900604,0.20690854,100,89.09321,21.72,1.0209781,3500,1.038949,-8.280281,70794,-107.95457460204197,92.66205,0.19179522,412.88834,431.22925782203674,[ 0.813 -0.249 -0.539 -0.902  0.1  ],10.505942,35,4455.1807,5.9127806e-06,0.044087578,100.0,1.0766592,1.5951059,0.5843618,1.5095642,
105.72952,55.569687,0.20413281,100,88.835655,21.27,1.0281564,3600,1.0195162,-7.7037277,72921,-108.09889828764112,111.67871,0.12578943,425.45178,443.617418050766,[ 0.831 -0.251 -0.546 -0.906  0.09 ],9.060739,36,2140.9685,6.4849855e-06,0.043022316,100.0,1.0832319,1.3762418,0.76306176,1.5254333,
123.078094,35.810905,0.21106228,100,89.09193,21.29,1.1026572,3700,1.0784343,-8.240707,75050,-107.97596563279907,143.29639,0.37913877,451.57248,455.55758118629456,[ 0.839 -0.247 -0.546 -0.904  0.107],8.165357,37,16918.592,2.2125244e-06,0.0444065,100.0,1.4390302,3.3777456,0.4991508,1.5390631,
138.45142,37.36363,0.646818,100,88.83728,20.74,2.510909,3800,2.1108427,-7.596466,77124,-108.11505654216215,308.3863,12.269596,972.08844,467.49911856651306,[ 0.861 -0.232 -0.537 -0.894  0.12 ],7.324176,38,19086436.0,1.1444092e-06,0.07958482,100.0,23.350464,156.70375,0.09457012,1.581867,
165.23651,35.34285,0.19938534,100,88.04136,19.66,1.0369428,3900,1.05062,-7.1848145,79090,-107.73318954565202,173.32382,0.24109854,468.86844,482.3385531902313,[ 0.877 -0.182 -0.484 -0.86   0.163],7.664377,39,9586.6455,-6.1035155e-07,0.04032881,100.0,1.1308055,2.1238596,0.68296254,1.6074125,
92.2905,51.731976,0.20937774,100,89.324135,22.24,1.0273243,4000,1.0470108,-8.654526,81314,-108.5613449201677,99.36163,0.18196388,405.63593,495.3876214027405,[ 0.865 -0.187 -0.482 -0.858  0.188],10.308402,40,4087.489,5.722046e-06,0.04516814,100.0,1.1002232,1.6828086,0.6373234,1.6113383,
71.12042,43.36814,0.2129407,100,89.78649,22.87,1.0315955,4100,1.0335666,-9.013412,83601,-108.00907015137749,76.3201,0.1955435,390.82205,510.45125675201416,[ 0.846 -0.194 -0.481 -0.853  0.192],10.243924,41,4265.3164,6.4849854e-07,0.04661285,100.0,1.0981416,2.031691,0.5330101,1.5937375,
100.33295,36.429745,0.21988484,100,89.34687,22.34,1.0764209,4200,1.0725616,-8.8567505,85835,-108.27021231757286,107.38428,0.80825216,417.81717,523.7242119312286,[ 0.835 -0.198 -0.481 -0.847  0.175],8.976408,42,67317.34,-8.468628e-06,0.047421407,100.0,1.513737,9.010564,0.6122966,1.617828,
91.7193,45.04467,0.20941783,100,89.01703,21.61,1.0390493,4300,1.0796444,-7.641777,87996,-107.87416712535898,99.49902,0.306777,419.99985,536.7531263828278,[ 0.851 -0.189 -0.463 -0.847  0.199],9.271487,43,12041.172,-1.1863708e-05,0.044490743,100.0,1.1715137,2.091809,0.51555556,1.6248153,
185.50107,22.952171,0.19459297,100,88.192345,19.62,1.001973,4400,1.0050963,-7.021431,89958,-108.54394619075163,185.87735,0.074823216,459.23148,547.0107488632202,[ 0.876 -0.189 -0.472 -0.858  0.206],5.201725,44,972.9766,-2.2125244e-06,0.039324556,100.0,1.0129048,1.2425635,0.82254326,1.6204919,
122.64258,37.970222,0.20873804,100,88.893875,20.85,1.0617851,4500,1.1073364,-8.477196,92043,-107.75999506863504,135.1521,0.3953235,447.07532,560.2117693424225,[ 0.868 -0.189 -0.471 -0.853  0.202],8.4006195,45,22448.188,7.705688e-06,0.04350145,100.0,1.2436749,3.215761,0.4933544,1.6307029,
104.43973,32.937756,0.20656945,100,89.235435,22.06,1.0085154,4600,1.0089906,-7.894348,94249,-107.76711840495636,106.13547,0.09295056,399.7877,572.6933145523071,[ 0.899 -0.185 -0.472 -0.87   0.212],8.328219,46,1211.2223,4.272461e-06,0.044376127,100.0,1.0298321,1.3142349,0.72987664,1.6302216,
63.83612,50.32723,0.21346813,100,89.72804,23.12,1.028681,4700,1.0278352,-8.971016,96561,-107.19222587946511,68.67447,0.16585016,381.975,586.3693151473999,[ 0.897 -0.183 -0.473 -0.876  0.211],11.97132,47,3220.4924,-1.335144e-06,0.047000073,100.0,1.0991526,1.5375686,0.4795968,1.6119616,
146.97394,42.83501,0.20100491,100,88.13818,19.76,1.0470573,4800,1.0755575,-6.8575897,98537,-107.455880412522,157.0057,0.3077063,468.61417,598.7490017414093,[ 0.906 -0.18  -0.475 -0.882  0.193],7.7072015,48,15911.833,2.822876e-06,0.04075827,100.0,1.1987563,2.2404337,0.54634106,1.6334094,
135.07678,27.501484,0.24081348,100,88.9815,21.13,1.2360193,4900,1.5236887,-7.9015427,100650,-108.39851614349374,165.93353,1.257757,498.88174,610.7833709716797,[ 0.924 -0.175 -0.481 -0.884  0.214],7.42249,49,156049.86,8.506775e-06,0.049767777,100.0,2.4413788,11.607139,0.14648229,1.6016117,
79.27481,61.56597,0.20517017,100,89.04117,21.57,1.0162811,5000,1.0239766,-8.65007,102807,-107.40658873189341,82.31888,0.16604286,411.0496,621.5935719013214,[ 0.896 -0.213 -0.473 -0.896  0.183],10.314463,50,3451.1296,6.027222e-06,0.043563243,100.0,1.0846035,1.5164975,0.67309034,1.605518,
117.56366,27.812279,0.20926552,100,89.40948,22.17,1.0236319,5100,1.0284584,-7.544304,105024,-108.10619157303279,122.32022,0.15812495,404.09656,633.3453781604767,[ 0.906 -0.206 -0.474 -0.898  0.187],7.5332465,51,3172.836,-4.4250487e-06,0.045066454,100.0,1.0679351,1.6530826,0.6499356,1.6111698,
79.53897,44.048717,0.22293797,100,89.684685,22.65,1.1113913,5200,1.2225902,-8.111618,107289,-107.93398601990194,102.74054,0.47186458,421.14954,646.9331164360046,[ 0.91  -0.207 -0.467 -0.89   0.192],9.389354,52,24296.924,-8.125306e-06,0.04844378,100.0,1.4431577,3.003574,0.34565163,1.6138861,
99.34497,49.980064,0.20402738,100,88.998604,21.56,1.010238,5300,1.004916,-8.255859,109445,-107.8151889528514,101.341125,0.064424686,410.86002,659.4367015361786,[ 0.874 -0.213 -0.452 -0.88   0.195],10.1911,53,651.0686,1.6784668e-06,0.043313134,100.0,1.0376397,1.2330495,0.7148454,1.6072258,
178.8234,32.51373,0.19419937,100,87.55692,18.85,1.0308337,5400,1.0557201,-6.314995,111330,-107.99855766203105,185.97314,0.22805318,490.17,671.5195951461792,[ 0.886 -0.218 -0.453 -0.879  0.188],5.649763,54,9667.418,-4.4631956e-06,0.038431827,100.0,1.1303655,2.0208716,0.5841681,1.6023138,
61.66696,51.120697,0.21014959,100,89.55191,22.75,1.01691,5500,1.0106571,-8.53389,113605,-107.7765162118404,64.655914,0.10371485,387.49426,683.9906027317047,[ 0.901 -0.205 -0.449 -0.884  0.183],10.7161045,55,1274.2504,7.2479247e-06,0.045881134,100.0,1.0651525,1.4415877,0.6701109,1.5900444,
114.79898,42.972435,0.20668754,100,88.96265,21.31,1.0328687,5600,1.0406234,-7.586174,115736,-108.54032648747551,120.95969,0.21141645,428.65543,695.8812875747681,[ 0.898 -0.204 -0.448 -0.879  0.171],9.074624,56,6406.063,1.5640259e-06,0.043598827,100.0,1.1373272,1.7777222,0.4974231,1.5728782,
123.34595,44.07791,0.20036294,100,88.65439,20.41,1.0300128,5700,1.0202641,-7.6858673,117777,-107.73442936096725,129.4205,0.14658673,446.07193,709.3157768249512,[ 0.9   -0.209 -0.443 -0.874  0.154],7.06476,57,3238.372,1.0681152e-06,0.041328125,100.0,1.124798,1.4231207,0.7203258,1.5916436,
89.8313,44.67486,0.20754816,100,89.392914,22.19,1.015445,5800,1.0192114,-9.014023,119996,-108.12271499712881,92.73706,0.14294323,399.73138,721.7445781230927,[ 0.905 -0.205 -0.442 -0.871  0.173],8.793184,58,2431.0845,1.0299683e-05,0.044722248,100.0,1.0440481,1.4949284,0.7008044,1.6003716,
190.58893,28.228634,0.20816183,100,88.101,19.5,1.0910535,5900,1.1579689,-6.102722,121946,-108.00709293961724,206.0867,0.62925136,496.5146,733.813036441803,[ 0.887 -0.202 -0.436 -0.868  0.182],5.755934,59,63556.19,8.010864e-07,0.041724842,100.0,1.7991339,6.5659986,0.13058922,1.5970548,
96.476685,39.50834,0.20812838,100,89.2004,22.07,1.0220593,6000,1.0260869,-8.031937,124153,-108.13857103478651,100.65845,0.15952604,405.27963,745.0360770225525,[ 0.886 -0.16  -0.416 -0.86   0.178],9.187912,60,3441.227,1.15966795e-05,0.04471786,100.0,1.0729637,1.6872599,0.6769282,1.6112903,
34.169342,54.023117,0.22002026,100,90.12286,24.25,1.047818,6100,1.0330324,-10.146233,126578,-107.63588828590073,43.618317,0.20138498,369.75528,757.3484826087952,[ 0.885 -0.165 -0.413 -0.858  0.192],11.521164,61,4541.0747,-1.335144e-06,0.049660187,100.0,1.138954,1.7660207,0.67003274,1.6287097,
78.101654,38.820927,0.2135005,100,89.66502,22.83,1.033289,6200,1.0657574,-8.279709,128861,-108.10374467764403,84.05609,0.26969033,392.08597,769.2167029380798,[ 0.868 -0.156 -0.404 -0.851  0.209],9.728382,62,8213.504,6.5612794e-06,0.046690844,100.0,1.1256843,1.8663428,0.41363522,1.6165464,
118.95126,48.394585,0.42805743,100,88.95726,21.51,1.4881072,6300,4.2147136,-8.448441,131012,-108.01336038073741,150.19943,3.811035,566.1977,781.1806461811066,[ 0.843 -0.16  -0.399 -0.844  0.198],9.2780485,63,1665113.2,-1.8310546e-06,0.0771336,100.0,7.6126523,34.29205,0.010314767,1.6134695,
34.738617,49.368183,0.23335434,100,90.10455,24.07,1.140512,6400,1.2433243,-9.442184,133419,-107.05770853256918,61.01117,0.57245344,399.1546,794.9160189628601,[ 0.774 -0.2   -0.377 -0.812  0.195],11.720786,64,31929.795,-5.264282e-06,0.0523076,100.0,1.5308393,4.4380507,0.3202847,1.6210818,
96.38196,32.879322,0.21348777,100,89.54079,22.71,1.0434685,6500,1.0423915,-8.93927,135690,-108.54171624873652,104.76608,0.19331609,400.50842,809.2245283126831,[ 0.738 -0.204 -0.361 -0.801  0.202],8.582418,65,4240.4653,9.3460085e-06,0.046557296,100.0,1.1146579,1.7122686,0.6735885,1.6445678,
48.345337,49.37166,0.21535276,100,90.094604,24.08,1.009885,6600,1.013013,-9.903961,138098,-108.14800111913655,50.430054,0.12153152,361.52698,823.2499287128448,[ 0.743 -0.204 -0.368 -0.803  0.226],11.941284,66,1599.034,-6.752014e-06,0.048439708,100.0,1.0339472,1.4662136,0.6266271,1.6361222,
65.744415,37.177456,0.21526836,100,89.87041,23.72,1.019555,6700,1.0197324,-9.585747,140470,-108.87428949703158,69.481445,0.17197216,374.57584,836.9670262336731,[ 0.728 -0.203 -0.364 -0.801  0.217],8.858975,67,3469.985,8.125306e-06,0.048034042,100.0,1.068452,2.0750904,0.7482117,1.649663,
71.5867,47.806633,0.21625425,100,89.80979,23.19,1.0519748,6800,1.0738505,-8.708031,142789,-108.70137744935309,80.61609,0.27062255,393.69672,850.1566035747528,[ 0.746 -0.211 -0.372 -0.803  0.231],9.63273,68,7697.9326,7.93457e-06,0.047676757,100.0,1.1742662,1.8394604,0.36003587,1.6346066,
45.20157,37.106857,0.2239268,100,90.27206,24.77,1.0573397,6900,1.0378033,-10.961891,145266,-108.09743207526091,53.58304,0.22087868,363.0599,863.5007593631744,[ 0.768 -0.204 -0.379 -0.803  0.215],11.068067,69,4571.518,-3.6621093e-06,0.05109193,100.0,1.1626526,2.4326491,0.5053964,1.6152225,
120.93277,32.949425,0.22686222,100,89.03078,21.78,1.1343262,7000,1.1266226,-7.6178284,147444,-108.56799460050715,138.24353,0.78578347,454.75507,876.2917246818542,[ 0.777 -0.216 -0.387 -0.797  0.196],7.7803164,70,84207.164,1.0948181e-05,0.04792987,100.0,2.1604767,9.36372,0.3288412,1.635973,
152.69583,27.765411,0.26563278,100,88.63103,20.58,1.2337673,7100,1.8897189,-7.328537,149502,-108.09593893701985,185.00543,1.4989365,519.01514,887.7493371963501,[ 0.786 -0.197 -0.366 -0.81   0.217],6.717052,71,312508.16,2.9754638e-06,0.053336047,100.0,2.778015,12.281907,0.14255874,1.6574329,
61.79483,61.953888,0.20805581,100,89.612404,22.57,1.004545,7200,1.0024097,-8.30368,151759,-107.74803671068304,62.7016,0.038239088,386.7707,901.5882761478424,[ 0.812 -0.176 -0.393 -0.827  0.238],11.163901,72,395.3334,7.2479247e-07,0.045236427,100.0,1.0169889,1.1938642,0.88725066,1.6503792,
72.18164,47.183693,0.21044558,100,89.545296,22.82,1.0155102,7300,1.0104326,-9.435188,154041,-107.88244029434472,75.125244,0.09720791,386.66452,914.1844186782837,[ 0.811 -0.177 -0.394 -0.827  0.231],10.181036,73,982.0968,-2.4414062e-06,0.046020348,100.0,1.0520878,1.4632857,0.5129047,1.6373142,
40.35672,54.349827,0.24463028,100,90.11873,24.23,1.2308332,7400,1.4533981,-10.120522,156464,-107.5984774321214,79.67514,0.9359476,418.33118,928.3365416526794,[ 0.808 -0.171 -0.391 -0.823  0.218],12.612021,74,74264.13,3.5858154e-06,0.05462698,100.0,2.359583,5.2143126,0.1739458,1.6484351,
81.70764,33.399094,0.21349867,100,89.72548,23.0,1.023893,7500,1.0566835,-9.562721,158764,-108.3761212447908,85.308685,0.26068667,386.78925,943.0233645439148,[ 0.903 -0.181 -0.406 -0.848  0.229],9.930416,75,7439.4023,-3.4713746e-06,0.04687313,100.0,1.1126962,1.8665038,0.52692544,1.6466417,
108.99924,43.055393,0.2064299,100,89.05225,21.27,1.0344536,7600,1.0450919,-8.18177,160891,-107.40981144945589,113.98355,0.25783482,423.71414,955.5563728809357,[ 0.922 -0.174 -0.409 -0.856  0.228],8.747215,76,8527.538,9.07898e-06,0.043503404,100.0,1.140013,2.5453162,0.61613804,1.6554769,
32.67682,58.34951,0.21596746,100,90.11854,24.38,1.0085388,7700,1.0040421,-9.512856,163329,-108.27238225413554,33.97711,0.06330854,355.20856,969.7374556064606,[ 0.927 -0.174 -0.422 -0.86   0.236],11.974596,77,525.11847,8.239746e-06,0.048898485,100.0,1.029328,1.3778081,0.8239484,1.6541041,
79.712524,64.41412,0.20698078,100,89.33861,22.31,1.0044227,7800,1.0028694,-7.8047943,165560,-107.7733226667742,80.49951,0.05914409,392.2433,981.3054692745209,[ 0.942 -0.177 -0.422 -0.862  0.235],11.454277,78,523.2801,1.3084412e-05,0.044727568,100.0,1.0139031,1.2451931,0.8988826,1.658791,
96.19571,45.121662,0.220678,100,89.21593,21.69,1.1451687,7900,1.2450486,-8.242447,167729,-107.9513595761254,126.68393,0.5545464,455.19357,994.252738237381,[ 0.938 -0.174 -0.418 -0.863  0.24 ],9.65546,79,37276.39,-1.49917605e-05,0.046846315,100.0,1.5274992,3.3594286,0.22209543,1.6445407,
121.635376,43.581947,0.20256883,100,88.9727,21.06,1.016905,8000,1.0178837,-7.961052,169835,-108.05350228867924,124.73065,0.13493799,425.6942,1007.2839560508728,[ 0.896 -0.187 -0.406 -0.858  0.226],7.5457196,80,2553.804,-2.9754638e-06,0.04247607,100.0,1.0839916,1.5466261,0.71611595,1.6486316,
64.041016,46.208958,0.21521081,100,89.67174,23.08,1.0496411,8100,1.0492058,-8.469727,172143,-108.61726047005139,72.61603,0.21990444,395.26724,1021.285621881485,[ 0.905 -0.177 -0.4   -0.86   0.23 ],9.8385,81,5858.963,-1.2207031e-06,0.04732752,100.0,1.1573391,1.7167702,0.5075012,1.6347631,
