InitialReturnMean,MeanIW,StdD2w0t,MaxIW,Weights,Bound,Iteration,ReturnStepMax,TimestepsSoFar,StdIW,InitialReturnMax,InitialReturnStd,EpLenMean,InitialBound,MeanD2w0t,MinIW,EpThisIter,TimeElapsed,EmpiricalD2,InitialReturnMin,EpisodesSoFar,EpRewMean,ReturnMeanIW,MeanEntropy,ReturnStepMaxmin,MinD2w0t,MaxD2w0t,J_sample_variance
-71.485504,0.6819499,5.225096,11.705063,[-1.183 -0.489 -0.358 -0.736 -1.046],-60.43406,83,100.0,326987,1.2990483,-31.107397,13.199474,44.45,-73.10789,0.5912493,0.0020598846,100,648.7460598945618,27.66905,-90.90344,8300,-104.86618027865228,-53.644714,0.37510628,99.0,,284.34113,10770.803
-72.948555,0.3797972,21.58074,10.1793375,[-1.178 -0.469 -0.358 -0.746 -1.044],-41.56225,84,100.0,331198,0.6085166,-37.44236,12.54046,42.11,-74.45992,1.9688553,0.00031722276,100,657.0346660614014,160.13484,-93.82651,8400,-105.36372471705933,-31.40893,0.37741524,99.0,,1244.4597,2082.3542
-72.20095,0.6399557,13.491516,66.74721,[-1.181 -0.453 -0.368 -0.762 -1.042],-52.684273,85,100.0,335526,1.5866725,-44.533024,12.559741,43.28,-73.734146,1.0759944,8.19301e-05,100,665.3962519168854,103.365944,-93.1887,8500,-105.20866159086343,-44.82895,0.37784398,99.0,,1271.6509,8150.923
-72.63946,0.46834767,30.629017,13.966705,[-1.216 -0.475 -0.372 -0.754 -1.041],-46.629097,86,100.0,339828,0.9508268,-30.153427,13.052368,43.02,-74.20127,2.38233,9.4564835e-05,100,673.6169140338898,298.65924,-92.25381,8600,-105.29123325614535,-35.499046,0.36105672,99.0,,2230.2148,3878.0923
-69.77268,0.50340015,24.667103,21.06148,[-1.245 -0.485 -0.363 -0.738 -1.058],-47.39473,87,100.0,344383,1.2421026,-36.18283,11.6488495,45.55,-71.321846,2.5078728,6.747888e-05,100,682.0393786430359,233.23463,-91.668495,8700,-104.231952525595,-36.256172,0.3553107,99.0,,1025.1956,5600.1665
-69.55879,0.9094087,0.555304,10.657398,[-1.249 -0.501 -0.355 -0.721 -1.064],-65.4783,88,100.0,348934,1.1825341,-43.197014,12.029946,45.51,-71.18188,0.15511517,0.025211537,100,691.1229245662689,2.9844325,-91.41783,8800,-103.78773321642261,-62.99261,0.34982497,99.00003,,9.63946,6136.1353
-68.24044,0.74672556,2.559661,8.20393,[-1.255 -0.516 -0.352 -0.722 -1.069],-56.252563,89,100.0,353564,1.0872061,-22.920452,13.3904705,46.3,-69.84522,0.3896853,0.0035263316,100,699.7198331356049,10.81993,-92.514565,8900,-102.69871685833542,-51.120102,0.33981434,99.0,,148.974,5195.3164
-69.64874,0.37192622,21.243443,12.113319,[-1.285 -0.517 -0.342 -0.722 -1.079],-37.94094,90,100.0,358153,0.6902198,-39.599476,11.742691,45.89,-71.18871,2.443926,0.00010643258,100,708.4880034923553,172.75229,-89.97794,9000,-104.24572276608419,-28.199392,0.32483497,99.0,,1016.23956,1941.2305
-70.59487,0.58636063,7.782007,7.350235,[-1.268 -0.501 -0.355 -0.726 -1.094],-51.16054,91,100.0,362693,0.7312815,-15.973801,13.303004,45.4,-72.23321,0.55731136,0.0040635387,100,717.3242042064667,23.175217,-91.54035,9100,-104.93101988414816,-42.864983,0.3264405,99.0,,682.4955,2510.2593
-70.38501,0.7616571,2.4677217,7.914141,[-1.254 -0.487 -0.362 -0.73  -1.092],-57.340923,92,100.0,367292,1.0112816,-18.0308,14.126448,45.99,-72.02373,0.37540728,0.0030810128,100,726.1985151767731,5.715494,-92.80649,9200,-104.54907314377996,-52.54069,0.31970957,99.0,,81.35236,2787.2632
-70.30748,0.5635195,8.337961,10.696651,[-1.246 -0.505 -0.351 -0.749 -1.099],-50.63407,93,100.0,371822,0.74866927,-33.403694,11.5240755,45.3,-71.81802,1.4446564,0.00074070075,100,734.7945184707642,41.088234,-90.91998,9300,-104.72455372899934,-43.656372,0.32211834,99.0,,270.05643,2654.2317
-69.61321,0.30445364,15.516046,6.0737753,[-1.245 -0.515 -0.342 -0.78  -1.097],-33.176247,94,100.0,376507,0.5163711,-38.548367,12.12709,46.85,-71.14368,1.4122361,0.000109025474,100,744.0556082725525,165.0325,-91.69491,9400,-104.76825702269478,-25.724213,0.3094563,99.00001,,890.59875,1229.6611
-69.30053,0.4993743,28.605486,54.282993,[-1.214 -0.509 -0.344 -0.799 -1.109],-46.21843,95,100.0,381134,1.218528,-30.396662,12.667366,46.27,-70.86094,2.837069,6.2579405e-05,100,753.0476245880127,230.70103,-92.17717,9500,-103.84780739988854,-35.895634,0.3104006,99.0,,2180.4724,4573.0483
-68.621864,0.6708961,15.678909,8.6010685,[-1.214 -0.518 -0.329 -0.783 -1.109],-54.757458,96,100.0,386081,0.84460706,1.7734175,15.425743,49.47,-70.306305,0.775413,0.0101340655,100,762.1211476325989,23.55684,-93.71627,9600,-104.45976575216133,-48.12624,0.30996084,99.0,,1378.1831,3335.8633
-70.210976,0.73817766,4.3568554,9.490252,[-1.208 -0.513 -0.33  -0.798 -1.109],-57.7398,97,100.0,390460,0.84507865,19.409927,15.52396,43.79,-71.85923,0.31652102,0.0025443034,100,770.7170181274414,8.370554,-92.9871,9700,-102.10730354387975,-53.88196,0.29928467,99.0,,377.81238,3346.5044
-68.51743,0.6833236,3.1812356,18.04332,[-1.193 -0.511 -0.324 -0.813 -1.12 ],-56.251087,98,100.0,395042,1.0448692,-22.90173,14.540096,45.82,-70.1153,0.4076943,0.0084358305,100,779.4995222091675,14.411557,-92.50724,9800,-102.17548087455796,-51.124634,0.29639316,99.0,,200.9597,6275.714
-68.034515,0.86095876,2.1878383,9.690466,[-1.203 -0.523 -0.324 -0.803 -1.123],-64.8835,99,100.0,399862,0.7955909,-30.153492,13.359194,48.2,-69.643295,0.27733952,0.018596308,100,788.1055092811584,4.7305946,-92.77182,9900,-103.4850549380325,-60.34954,0.29931444,99.0,,137.2943,2210.664
-71.06619,0.6417576,8.256969,16.690168,[-1.197 -0.531 -0.333 -0.794 -1.12 ],-51.96735,100,100.0,404254,1.0610049,-29.148058,13.772734,43.92,-72.69562,0.57406056,0.006017764,100,796.686550617218,22.6831,-93.08399,10000,-103.88100781851253,-43.995014,0.30249655,99.0,,773.6693,4145.099
-68.67928,0.800383,2.6944509,17.317003,[-1.199 -0.541 -0.33  -0.781 -1.116],-62.03768,101,100.0,408996,1.1764044,-17.420681,15.156918,47.42,-70.2776,0.39241478,0.0024878085,100,806.0759632587433,9.564262,-90.32192,10100,-103.41742673805005,-57.045822,0.30224806,99.0,,135.31839,6184.272
-69.718056,0.6121088,12.924664,11.519731,[-1.196 -0.536 -0.346 -0.784 -1.117],-53.61052,102,100.0,413531,1.259109,-5.489296,13.2295,45.35,-71.28318,1.6328572,7.689881e-06,100,814.4226968288422,66.99295,-90.57261,10200,-103.98789995866028,-45.7217,0.30382517,99.0,,699.182,10086.804
-68.191635,0.6889741,4.7465615,16.210209,[-1.197 -0.565 -0.334 -0.796 -1.115],-56.15784,103,100.0,418275,0.7996928,-32.192337,12.066922,47.44,-69.79081,0.5215207,0.002991011,100,823.4847466945648,12.408361,-91.71038,10300,-103.47288296581354,-49.0378,0.29922733,99.0,,305.70367,2440.847
-68.66713,0.80264467,1.3268038,7.061657,[-1.199 -0.561 -0.342 -0.774 -1.12 ],-61.39614,104,100.0,422950,0.83766496,-39.22682,13.133196,46.75,-70.26895,0.29889074,0.042885687,100,832.6277482509613,4.056546,-92.40869,10400,-103.33053322769106,-57.616234,0.29587296,99.0,,35.980995,2871.6226
-68.11071,0.6039786,6.367874,14.814377,[-1.204 -0.573 -0.333 -0.791 -1.123],-46.77894,105,100.0,427768,1.0269067,-8.363483,14.837646,48.18,-69.75366,0.4436832,0.01022697,100,841.3760929107666,11.80512,-92.45239,10500,-103.43465862052551,-40.673626,0.29723486,99.0,,486.60806,3519.1357
-68.766945,0.5925755,19.871733,20.349304,[-1.208 -0.579 -0.325 -0.783 -1.122],-48.064953,106,100.0,432367,1.5800203,-46.982677,11.123415,45.99,-70.2382,1.5185387,0.00028187266,100,850.342301607132,151.34015,-92.684,10600,-103.48166100152132,-41.00999,0.29037297,99.0,,2478.2148,9460.988
-67.06171,0.74247354,4.2925444,6.544277,[-1.224 -0.582 -0.313 -0.764 -1.129],-56.507736,107,100.0,437488,0.796399,8.153171,14.135233,51.21,-68.74214,0.4716427,0.008432493,100,859.400532245636,10.68176,-92.29839,10700,-103.9829627350974,-51.34698,0.29824293,99.0,,223.88849,2459.0774
-66.69628,0.6907143,4.5413,7.7177753,[-1.21  -0.607 -0.313 -0.791 -1.121],-55.19085,108,100.0,442392,0.8517724,-34.2627,11.583629,49.04,-68.303665,0.6135496,0.0011308872,100,869.5672426223755,13.0843315,-90.93334,10800,-102.94983010240301,-48.067978,0.298245,99.00001,,161.60313,2620.4636
-65.22649,0.67902905,50.5551,33.05459,[-1.219 -0.633 -0.306 -0.805 -1.121],-44.622902,109,100.0,447618,1.3549472,-9.241265,13.345759,52.26,-66.879776,1.9273081,0.014274236,100,879.4495868682861,69.15741,-89.13446,10900,-102.54105580497621,-34.899918,0.2970239,99.0,,4659.7285,3466.9526
-65.37334,0.8236375,0.9106973,6.4508963,[-1.23  -0.647 -0.304 -0.797 -1.122],-57.021545,110,100.0,452610,0.6822696,-15.233528,11.110286,49.92,-66.990265,0.16851656,0.036256086,100,888.7735288143158,3.1396067,-88.751335,11000,-102.14016814723607,-53.818317,0.29495534,99.0,,50.387978,1903.7391
-65.31363,0.68885213,15.518512,19.443163,[-1.25  -0.631 -0.298 -0.787 -1.124],-52.846962,111,100.0,457763,1.0826284,-25.073313,14.081926,51.53,-66.920074,1.1195937,0.00044693705,100,897.7786378860474,46.610146,-88.97766,11100,-102.06784889659576,-44.790672,0.29934198,99.0,,1439.665,3611.697
-66.69336,0.7719181,2.4022534,4.185645,[-1.26  -0.643 -0.292 -0.779 -1.12 ],-57.574726,112,100.0,462886,0.63124824,-18.184687,12.294391,51.23,-68.35977,0.27530488,0.0053791725,100,907.1316239833832,3.788865,-88.65142,11200,-104.12001887105646,-53.480686,0.29550007,99.0,,122.94054,1917.5922
-65.11539,0.82117724,1.4473381,10.359576,[-1.251 -0.64  -0.278 -0.775 -1.123],-58.115116,113,100.0,468048,1.0407959,-24.36024,11.537787,51.62,-66.695335,0.3220064,0.003419158,100,916.8298335075378,5.049196,-88.72466,11300,-102.91768653224062,-54.605545,0.28894255,99.00001,,27.110498,3404.5315
-64.05817,0.9060094,14.375197,4.048031,[-1.249 -0.632 -0.267 -0.786 -1.13 ],-61.25507,114,100.0,473798,0.59684545,7.797147,15.517635,57.5,-65.70143,0.9503433,0.058188666,100,927.1001210212708,7.1524305,-89.94103,11400,-101.29487996693246,-58.761353,0.27908802,99.0,,538.6358,1536.1305
-64.43175,0.7271094,7.5063367,7.14063,[-1.254 -0.638 -0.26  -0.789 -1.14 ],-54.653656,115,100.0,479096,0.8057828,-22.539576,10.980797,52.98,-66.024475,0.71347326,0.00040433733,100,936.756462097168,11.456596,-86.966156,11500,-102.94906735898621,-48.737587,0.2728552,99.0,,381.7628,2100.665
-64.860985,0.55015975,62.83524,16.442917,[-1.248 -0.649 -0.243 -0.807 -1.146],-45.08239,116,100.0,484257,1.0620003,-26.499323,11.636489,51.61,-66.4459,2.845362,0.000103119535,100,946.5173275470734,312.81943,-88.1807,11600,-102.44418901297813,-35.14538,0.26321265,99.0,,5971.2793,4283.932
-62.14059,0.6770539,4.895333,10.507491,[-1.269 -0.647 -0.23  -0.794 -1.156],-48.745125,117,100.0,489973,0.9430137,-6.5473013,13.535728,57.16,-63.768295,0.6420251,0.0038372045,100,957.2591741085052,14.052014,-85.11876,11700,-101.82282358157647,-43.78762,0.2548834,99.0,,194.44081,3135.5693
-61.520943,0.847614,12.586917,15.16514,[-1.262 -0.631 -0.23  -0.798 -1.164],-56.18026,118,100.0,495929,1.0697663,2.6986914,14.428245,59.56,-63.175434,0.8926875,0.004419119,100,967.6992065906525,19.67219,-82.24705,11800,-102.48281820117491,-50.81861,0.2540675,99.0,,903.0264,3497.5193
-60.971806,0.5228751,50.306984,87.33034,[-1.256 -0.637 -0.224 -0.788 -1.165],-37.55355,119,100.0,502054,1.4386004,-4.1204796,17.127186,61.25,-62.614517,2.97726,0.000931559,100,978.8603374958038,147.05994,-84.53903,11900,-101.87178311697477,-28.115007,0.25321317,99.0,,4442.3516,2421.2146
-56.81778,0.85399336,1.8419482,14.4918,[-1.274 -0.64  -0.217 -0.776 -1.166],-51.56281,120,100.0,509238,1.5204823,-12.718407,17.308716,71.84,-58.470165,0.40782347,0.012880733,100,991.7825784683228,8.52974,-83.24397,12000,-102.61901390796521,-48.75652,0.25520983,99.0,,103.00195,5918.86
-59.215176,0.64214885,4.0633802,5.8650017,[-1.26  -0.649 -0.218 -0.793 -1.164],-45.363144,121,100.0,515787,0.8028303,-13.918774,16.513662,65.49,-60.85179,0.74477875,0.0016407131,100,1003.4580428600311,11.588917,-85.73786,12100,-102.17310393153244,-41.250713,0.25350848,99.0,,140.51723,2724.3296
-57.14804,0.6765594,8.656154,11.534008,[-1.276 -0.654 -0.208 -0.798 -1.165],-43.290104,122,100.0,522854,1.1972216,-7.218815,17.502703,70.67,-58.784035,1.1891134,0.0017926625,100,1015.3202624320984,35.463852,-82.0558,12200,-101.38118217642828,-38.725914,0.25489065,99.0,,377.5536,4549.6797
-58.595894,0.69297844,13.340111,14.480452,[-1.286 -0.641 -0.205 -0.776 -1.164],-48.987064,123,100.0,529864,0.9245248,-9.962747,16.806246,70.1,-60.274876,1.8109626,0.0002575611,100,1027.7942802906036,38.635777,-79.481415,12300,-103.94810235319342,-43.01606,0.25454623,99.0,,616.2279,2511.9998
-61.030155,0.81082296,5.1255546,28.360016,[-1.277 -0.643 -0.22  -0.778 -1.164],-52.730217,124,100.0,536172,1.6060103,-6.7559733,17.067947,63.08,-62.686817,0.7354997,0.0017408927,100,1039.2751636505127,20.162054,-87.300735,12400,-102.98911822853742,-48.397774,0.25137264,99.0,,258.37042,9302.51
-55.367554,0.7941825,15.467607,9.577689,[-1.286 -0.639 -0.217 -0.761 -1.168],-50.82039,125,100.0,543859,1.0158131,0.61562335,18.425432,76.87,-57.03508,2.068683,0.0028168699,100,1052.0628740787506,28.629465,-75.615364,12500,-102.86860277885391,-45.358177,0.25440374,99.0,,558.61017,3454.6465
-54.87238,0.6158587,29.70458,10.793963,[-1.291 -0.647 -0.204 -0.765 -1.165],-40.72155,126,100.0,551680,0.8949,-6.3717904,17.510715,78.21,-56.54752,2.3495407,0.002179945,100,1065.350477218628,67.54715,-80.36113,12600,-103.33277294341809,-34.97026,0.25426495,99.0,,2429.2322,2651.5168
-51.503895,0.5939476,28.399456,10.218869,[-1.301 -0.641 -0.204 -0.747 -1.165],-37.995613,127,100.0,560673,0.9541006,-7.6514015,18.384336,89.93,-53.209583,3.1554332,0.0030118907,100,1080.1864268779755,88.94416,-83.37603,12700,-105.23005895933535,-31.85417,0.2521054,99.0,,1917.1357,2115.767
-49.154667,0.6982964,11.020874,7.337919,[-1.317 -0.643 -0.198 -0.739 -1.167],-40.971527,128,100.0,570714,0.781723,0.44486046,20.337908,100.41,-50.872593,2.2120693,0.0004883816,100,1097.0951602458954,38.131508,-74.33662,12800,-106.15332773434218,-36.594944,0.25362328,99.0,,303.433,1578.4397
-50.03648,0.60497445,6.442837,9.705768,[-1.308 -0.647 -0.19  -0.754 -1.165],-38.200012,129,100.0,580098,0.63202417,-7.3368745,19.12154,93.84,-51.73893,1.4576929,0.0018543267,100,1112.0269980430603,22.07238,-75.468315,12900,-105.24575883611469,-34.14759,0.25329837,99.0,,209.32784,1355.226
-51.62371,0.65350085,34.45394,20.552446,[-1.294 -0.653 -0.178 -0.769 -1.166],-42.33954,130,100.0,589329,1.0093588,-0.5499697,20.13213,92.31,-53.317593,4.141334,0.0013588725,100,1126.9107253551483,89.65127,-78.15291,13000,-104.55921405392344,-36.20012,0.2577269,99.0,,2505.791,2969.7231
-51.63829,0.59855956,29.052517,51.385845,[-1.302 -0.662 -0.168 -0.768 -1.161],-35.30186,131,100.0,598002,1.4258573,-8.935991,17.667334,86.73,-53.341675,3.9703293,0.00018509458,100,1141.735459804535,116.15241,-72.67991,13100,-105.41183235946826,-27.1811,0.2573262,99.0,,1630.8456,1061.0109
-52.838936,0.55946726,19.693281,7.851196,[-1.299 -0.661 -0.176 -0.78  -1.162],-35.696194,132,100.0,606320,0.7618568,3.012115,19.378931,83.18,-54.505592,2.314501,0.0018467372,100,1155.8673672676086,75.93344,-77.5231,13200,-103.02070286806948,-30.279917,0.25618705,99.0,,1184.23,1835.0925
-51.307457,0.66167516,20.64729,18.4631,[-1.339 -0.654 -0.188 -0.77  -1.163],-41.349705,133,100.0,615286,0.8665255,-1.6286688,19.716434,89.66,-52.988243,2.389636,0.0004232839,100,1170.9419836997986,45.893665,-75.954796,13300,-103.70478164835482,-36.32978,0.25607422,99.0,,1092.6558,2023.14
-51.768055,0.6938392,77.72548,32.397545,[-1.342 -0.656 -0.187 -0.758 -1.163],-43.327717,134,100.0,624681,1.1704718,-3.0647821,19.249897,93.95,-53.497124,4.8488173,0.00039577967,100,1186.4167091846466,97.51281,-79.13581,13400,-106.59719685595863,-38.057137,0.25500733,99.0,,5199.999,3986.8994
-46.209145,0.6103751,10.851106,11.085125,[-1.35  -0.659 -0.187 -0.748 -1.164],-35.551487,135,100.0,635503,0.73906535,1.6671088,20.130089,108.22,-47.943756,2.0029726,0.0010001678,100,1203.9258816242218,27.252558,-74.40535,13500,-107.04576614640796,-31.508022,0.25516382,99.0,,256.50403,1015.85986
-48.298237,0.67968047,25.149338,22.724895,[-1.351 -0.675 -0.199 -0.753 -1.164],-41.901123,136,100.0,645996,1.0338273,-8.550209,18.926037,104.93,-50.047577,3.4354224,0.00040007033,100,1220.6836516857147,64.56599,-73.96678,13600,-108.0040518488214,-36.629906,0.2561113,99.0,,983.01984,3150.8105
-49.774593,0.49072215,31.581835,13.042805,[-1.344 -0.68  -0.209 -0.762 -1.163],-29.822403,137,100.0,655656,0.8077233,1.0385566,19.496286,96.6,-51.484375,3.8997312,0.0008006819,100,1236.2189877033234,91.25706,-73.75964,13700,-105.56943847333768,-23.723751,0.2563568,99.0,,1582.4895,1257.2002
-47.89725,0.81969917,14.961687,7.994749,[-1.346 -0.673 -0.192 -0.758 -1.163],-44.875824,138,100.0,665962,0.85281056,3.9703689,18.559307,103.06,-49.61882,1.677127,0.008759512,100,1254.27068400383,17.856312,-73.73796,13800,-106.12636717831452,-41.449974,0.26477274,99.0,,564.4284,1335.2991
-50.818256,0.8066153,4.6822696,7.4343677,[-1.346 -0.657 -0.19  -0.757 -1.154],-46.858276,139,100.0,675177,0.78220105,-2.83217,18.18755,92.15,-52.54404,0.7264967,0.0023720954,100,1269.4687690734863,8.432047,-76.31188,13900,-106.83583472313342,-43.774307,0.25808573,99.0,,174.3399,1618.2727
-47.871395,0.44748676,26.608456,17.959059,[-1.334 -0.654 -0.18  -0.763 -1.161],-28.235197,140,100.0,685346,0.78250813,0.10100937,20.367416,101.69,-49.57695,4.2111063,0.00076104864,100,1286.4128856658936,81.83551,-81.099785,14000,-105.23980191828814,-22.40519,0.25720412,99.0,,900.92194,979.63654
-51.681583,0.52049613,32.83015,12.456304,[-1.343 -0.653 -0.169 -0.756 -1.162],-34.316765,141,100.0,694636,0.7981864,-12.575013,18.23975,92.9,-53.411606,5.1452494,0.00047477483,100,1301.6263556480408,110.914764,-73.14888,14100,-106.95739849009202,-26.895271,0.25378415,99.0,,1523.244,1354.1788
-48.402035,0.74345756,44.44446,21.932505,[-1.345 -0.658 -0.158 -0.749 -1.165],-36.80508,142,100.0,704924,1.3278815,-4.6330004,17.859007,102.88,-50.15499,4.022631,0.00037532035,100,1318.6038126945496,61.56829,-72.890434,14200,-108.0977575009025,-31.180532,0.2534203,99.0,,2014.1443,1549.117
-44.795704,0.78809977,38.32453,11.282722,[-1.35  -0.659 -0.152 -0.739 -1.166],-39.348953,143,100.0,716842,1.1448414,-0.22325611,20.009712,119.18,-46.552963,4.5730357,0.0040260814,100,1338.0808856487274,54.455433,-72.65574,14300,-108.3490347507702,-35.03913,0.25427988,99.0,,1464.6086,1950.9928
-38.453705,0.71504146,163.19798,29.442162,[-1.352 -0.666 -0.152 -0.732 -1.165],-32.44072,144,100.0,732672,1.0257887,1.1488883,21.492718,158.3,-40.25863,20.0059,0.005689558,100,1362.59836769104,195.26794,-72.00997,14400,-111.2645160542548,-28.30879,0.25179192,99.0,,4663.4673,976.08234
-33.63064,0.683727,338.99316,21.196394,[-1.356 -0.654 -0.152 -0.717 -1.167],-29.512764,145,100.0,753081,1.2747902,3.0212708,21.038595,204.09,-35.439953,54.168724,0.0002295224,100,1394.4473133087158,483.8917,-72.952446,14500,-111.53025139640104,-25.656775,0.25060788,99.0,,9132.829,1608.5869
-28.327137,0.6200792,677.1334,21.575275,[-1.359 -0.656 -0.151 -0.707 -1.168],-23.239925,146,100.0,777786,1.034528,-1.4810597,19.079344,247.05,-30.034502,113.99406,2.8311693e-05,100,1431.5023651123047,949.353,-71.90655,14600,-105.24588524501854,-19.722095,0.23986022,99.0,,14003.104,425.88928
-25.70327,0.82459265,259.41086,43.443096,[-1.367 -0.647 -0.144 -0.702 -1.179],-23.193302,147,100.0,807097,1.8370359,2.2004247,17.610249,293.11,-27.380428,79.79508,0.00030234814,100,1476.2205998897552,619.99243,-71.03013,14700,-103.38397079796815,-20.222813,0.24889936,99.0,,3984.3052,634.2553
-20.7295,1.0417932,6.3836107,38.676933,[-1.37  -0.655 -0.149 -0.699 -1.17 ],-20.21429,148,100.0,839012,2.0300603,5.75429,14.968554,319.15,-22.19865,3.816678,0.0011721142,100,1524.1122152805328,14.379899,-68.27502,14800,-90.56176290173691,-18.511242,0.24739803,99.0,,58.615665,275.3871
-23.187746,0.57723993,597.5732,19.12941,[-1.369 -0.667 -0.151 -0.704 -1.172],-17.346346,149,100.0,867823,1.0565542,9.037569,17.633102,288.11,-24.81605,140.24574,4.1068415e-05,100,1567.838368654251,1254.7013,-73.153595,14900,-100.3722579868755,-13.988278,0.24819931,99.0,,12053.277,153.3426
-21.694143,0.82468534,22386.975,170.65079,[-1.356 -0.673 -0.147 -0.698 -1.171],-12.989155,150,100.0,900021,5.025291,7.4329557,17.491875,321.98,-23.135572,1469.074,1.50588285e-05,100,1616.2487320899963,23415.867,-71.565216,15000,-88.85286486958867,-8.417994,0.24793474,99.0,,1567190.8,1058.0441
-16.350832,0.58939314,342.44077,16.222162,[-1.358 -0.678 -0.139 -0.692 -1.171],-14.179531,151,100.0,938324,1.1081456,9.406847,9.91246,383.03,-17.714256,68.71989,0.00055495027,100,1674.2725789546967,544.3777,-53.993088,15100,-84.04452929872969,-11.911339,0.24719253,99.0,,9202.212,83.240005
-14.587327,1.1741254,116.75309,64.22231,[-1.358 -0.679 -0.132 -0.688 -1.172],-12.610031,152,100.0,982199,3.4150333,3.5447268,10.515486,438.75,-15.413163,59.22614,0.00021421135,100,1739.3925907611847,376.21848,-68.91333,15200,-50.906510856374844,-11.333476,0.24730498,99.0,,1251.6953,224.4484
-13.1273,0.5440741,182.30313,12.997789,[-1.36  -0.682 -0.128 -0.682 -1.172],-12.234254,153,100.0,1029931,0.79978156,14.660959,7.234222,477.32,-13.84011,73.31304,0.00023353874,100,1809.9523334503174,516.20233,-34.06678,15300,-43.93923831759091,-11.24477,0.24966586,99.0,,3697.6304,62.90874
-11.172412,0.8915822,275.14648,30.569614,[-1.354 -0.699 -0.125 -0.694 -1.169],-10.076655,154,100.0,1077499,1.8292935,4.2912493,7.674288,475.68,-11.857579,103.48132,0.00042848443,100,1879.866197347641,768.7045,-39.685993,15400,-42.2352578494276,-8.963514,0.24988788,99.0,,3885.9302,111.862686
-12.166403,0.9441933,11.045408,20.531485,[-1.355 -0.703 -0.12  -0.69  -1.169],-12.150619,155,100.0,1125730,1.4363469,10.10818,7.1622853,482.31,-12.777457,7.7012863,0.0046387776,100,1950.6988639831543,29.802515,-32.110054,15500,-37.66684177677855,-11.436128,0.24609125,99.0,,93.97778,65.7224
-11.450537,0.9816137,0.24870992,7.083514,[-1.355 -0.701 -0.114 -0.691 -1.173],-11.867168,156,100.0,1174465,0.53482264,10.384594,6.416496,487.35,-11.990474,1.2119057,0.14662634,100,2022.3104364871979,1.5195454,-31.465292,15600,-33.282932911715655,-11.316149,0.2462158,99.0,,1.6183796,44.10144
-12.575252,1.0848266,1.3545523,31.141354,[-1.355 -0.702 -0.113 -0.689 -1.173],-12.584979,157,100.0,1223016,1.6380023,9.264477,7.103562,485.51,-13.146559,2.2769003,0.009367158,100,2093.299377679825,4.7804527,-43.716442,15700,-35.21680660604512,-11.970212,0.24597359,99.0,,8.594955,49.655884
-12.714967,1.5208039,15117.034,320.07037,[-1.356 -0.703 -0.11  -0.688 -1.173],-10.105162,158,100.0,1272750,9.756552,8.522456,6.349594,497.34,-13.273551,5854.7573,1.1904211e-07,100,2165.488817691803,65111.684,-29.310064,15800,-34.432411837900524,-8.158394,0.2463074,99.0,,181605.75,465.28497
-11.953278,1.0213798,0.33775106,10.978395,[-1.356 -0.707 -0.112 -0.678 -1.173],-12.2921095,159,100.0,1322717,0.69464964,8.843561,5.303768,499.67,-12.45541,1.4927453,0.0657679,100,2234.078046321869,2.1446183,-24.601286,15900,-30.952554012939054,-11.772171,0.24658188,99.0,,2.375211,31.013327
-11.226694,0.7173976,825.003,73.282196,[-1.356 -0.708 -0.113 -0.676 -1.172],-10.466623,160,100.0,1372707,2.1592343,10.084013,6.9107,499.9,-11.64665,284.62265,3.8163183e-05,100,2298.6900255680084,2463.9841,-27.641071,16000,-25.887066415860396,-9.756988,0.24573533,99.0,,13081.999,92.86402
-11.620994,1.2319055,2060362.0,809.0455,[-1.355 -0.711 -0.12  -0.671 -1.173],-2.5754347,161,1.0,1422707,8.797945,5.711744,5.9443045,500.0,-12.097988,223141.25,2.088743e-08,100,2362.676549911499,3965701.8,-24.516205,16100,-29.403010467666604,1.967359,0.24437648,,1.0002841,76481630.0,16865.94
-11.884709,1.0359243,119.62782,95.06856,[-1.339 -0.704 -0.108 -0.67  -1.175],-11.59258,162,1.0,1472707,3.6709516,7.647381,5.7695966,500.0,-12.32832,70.83058,0.0003070995,100,2428.339509010315,444.54343,-29.513193,16200,-27.34514374624819,-10.9429245,0.24524128,,1.0000014,1271.705,118.240005
-10.499112,0.61690307,769.982,17.974813,[-1.337 -0.702 -0.104 -0.678 -1.174],-9.646089,163,100.0,1522440,1.0906081,6.721985,6.1957154,497.33,-10.97616,305.5743,1.2210943e-05,100,2492.321954011917,2818.8623,-23.822039,16300,-29.40628826277485,-8.817638,0.24549152,99.0,,9657.6045,86.5924
-11.187143,0.8036447,68.402725,25.701164,[-1.337 -0.705 -0.111 -0.672 -1.173],-10.659989,164,1.0,1572440,1.531021,8.436708,5.514173,500.0,-11.659932,37.10917,0.0003587259,100,2556.2151172161102,189.50117,-20.8403,16400,-29.14382698655475,-10.013969,0.24601182,,1.0000044,869.15326,55.250538
-12.202423,0.9192788,369.84457,75.98963,[-1.329 -0.707 -0.114 -0.679 -1.173],-11.336643,165,100.0,1621414,2.846658,16.105364,7.3957667,489.74,-12.710017,181.42915,2.253327e-05,100,2619.216333389282,1326.2532,-30.322632,16500,-31.289178970217137,-10.465513,0.24227037,99.0,,4126.4604,117.45037
