Bound,TimestepsSoFar,InitialReturnMax,Iteration,MeanEntropy,MaxD2w0t,MeanIW,ReturnMeanIW,MinIW,EpisodesSoFar,InitialReturnMean,TimeElapsed,InitialReturnStd,J_sample_variance,ReturnStepMaxmin,MinD2w0t,EpLenMean,EpRewMean,StdIW,InitialBound,Weights,MeanD2w0t,ReturnStepMax,InitialReturnMin,MaxIW,StdD2w0t,EmpiricalD2,EpThisIter
-839.6035,65339,-17.48044,18,1.4077716,1.0032212,0.9924782,-75.67006,0.90824157,1800,-76.15601,183.25876593589783,17.375711,314.16013,99.0,,37.27,-104.60355842137832,0.026872547,-839.896,[-0.548 -1.089 -0.803 -1.046 -0.011],0.074565746,100.0,-96.59896,1.0577192,0.26273194,1.000945,100
-778.89294,68826,-43.236477,19,1.4057964,1.0017658,0.9941698,-79.39807,0.89167464,1900,-79.834496,193.10161876678467,12.271698,152.16179,99.0,,34.87,-108.07417257168856,0.028562771,-779.10803,[-0.553 -1.087 -0.804 -1.044 -0.011],0.06977549,100.0,-94.84483,1.0520654,0.25484663,1.0009265,100
-793.8787,72296,-40.725105,20,1.4056365,1.0007905,0.9977522,-78.64174,0.94176084,2000,-78.819046,201.69390225410461,13.207328,179.67395,99.0,,34.7,-106.57688740686066,0.021482013,-793.96814,[-0.553 -1.09  -0.804 -1.045 -0.013],0.06941403,100.0,-96.37656,1.047949,0.25418964,1.0004772,100
-808.5685,75779,-34.654964,21,1.4057056,1.0058163,0.988422,-77.78859,0.85429585,2100,-78.61901,209.63235569000244,14.80582,224.88696,99.0,,34.83,-105.99404322555705,0.036421467,-809.02423,[-0.552 -1.09  -0.805 -1.045 -0.013],0.069717735,100.0,-96.42267,1.0843111,0.25478193,1.0015285,100
-844.757,79089,-20.191956,22,1.4052519,1.0001909,0.9991408,-80.00523,0.9752494,2200,-80.05829,219.98040962219238,14.166833,203.02187,99.00001,,33.1,-106.25303904026576,0.008588119,-844.78894,[-0.559 -1.09  -0.807 -1.044 -0.013],0.06620243,100.0,-96.08835,1.022336,0.24864565,1.0000675,100
-796.6728,82579,-43.547104,23,1.4051878,1.0043982,0.9924207,-79.15996,0.8703618,2300,-79.75089,230.87308478355408,11.930461,147.44957,99.000046,,34.9,-107.84485020919713,0.04153703,-796.9637,[-0.56  -1.09  -0.807 -1.044 -0.014],0.06984327,100.0,-95.05158,1.0951118,0.25497255,1.0021766,100
-804.20703,86418,-40.428806,24,1.4071184,1.0007212,0.9971518,-75.46402,0.94121444,2400,-75.66636,242.7706437110901,14.854881,222.91803,99.0,,38.39,-105.50566627858417,0.020770645,-804.31335,[-0.564 -1.09  -0.808 -1.043 -0.014],0.07679611,100.0,-93.27111,1.071981,0.26629537,1.0003604,100
-795.6661,90071,-49.3297,25,1.4049304,1.0006647,0.99742216,-78.36076,0.93602586,2500,-78.555595,253.1785023212433,12.350424,153.72145,99.0,,36.53,-107.82669231204372,0.018988447,-795.7684,[-0.564 -1.09  -0.807 -1.042 -0.012],0.07307476,100.0,-97.237305,1.0364338,0.26028866,1.0003271,100
-816.57446,93779,-35.301117,26,1.40427,1.0023504,0.99304014,-77.73157,0.89692426,2600,-78.22079,261.81483483314514,12.834789,170.72246,99.00001,,37.08,-107.7273137061153,0.028090512,-816.8459,[-0.565 -1.09  -0.808 -1.042 -0.014],0.07419018,100.0,-96.558914,1.0705537,0.26213133,1.0007614,100
-825.1382,97455,-27.952488,27,1.4028698,1.0023501,0.99296635,-77.536125,0.900907,2700,-78.101685,273.5868399143219,14.85454,221.91104,99.0,,36.76,-106.89760699829829,0.034213908,-825.45154,[-0.562 -1.093 -0.809 -1.044 -0.015],0.07355827,100.0,-96.09259,1.1072109,0.26112005,1.0012708,100
-825.1763,101130,-14.172264,28,1.401801,1.0007291,0.9982189,-77.747955,0.93917084,2800,-77.92256,285.7298974990845,15.459289,236.67451,99.0,,36.75,-106.83237726206582,0.018803893,-825.2724,[-0.566 -1.095 -0.81  -1.044 -0.016],0.07351166,100.0,-94.00493,1.046922,0.2609933,1.0003773,100
-832.9618,104561,-20.628183,29,1.4014744,1.0017595,0.99527687,-80.23675,0.9191026,2900,-80.58613,296.64939880371094,14.031548,200.60677,99.00032,,34.31,-108.09411817328053,0.02354138,-833.1413,[-0.567 -1.096 -0.811 -1.044 -0.017],0.06864186,100.0,-96.56936,1.0423018,0.25288242,1.0005912,100
-821.29767,108532,-30.228365,30,1.4013888,1.0009353,0.9969339,-75.20819,0.95874625,3000,-75.452545,307.83876061439514,15.661174,244.74368,99.0,,39.71,-106.39804136633042,0.016023465,-821.42786,[-0.569 -1.094 -0.81  -1.043 -0.017],0.079437934,100.0,-94.91845,1.0591564,0.27046216,1.0003116,100
-798.9991,111855,-39.329155,31,1.3994212,1.0024056,0.9933884,-79.49116,0.8765252,3100,-80.05137,318.84614276885986,13.398863,179.62512,99.0,,33.23,-106.75895132017112,0.033515666,-799.2808,[-0.568 -1.096 -0.81  -1.044 -0.018],0.06649811,100.0,-96.5672,1.084059,0.24923186,1.0012462,100
-804.9166,115567,-37.756676,32,1.3960475,1.0031691,0.98879236,-77.700035,0.8547733,3200,-78.50383,328.87013602256775,12.842112,177.79332,99.00098,,37.12,-108.24872791813375,0.039059393,-805.3522,[-0.569 -1.098 -0.81  -1.044 -0.019],0.07429669,100.0,-94.315994,1.0804307,0.26236686,1.0016882,100
-815.7194,119433,-33.42762,33,1.3968294,1.0039257,0.9927709,-76.85433,0.8868802,3300,-77.3575,340.50003480911255,14.664219,238.17334,99.0,,38.66,-107.67031520436632,0.040146723,-815.9826,[-0.572 -1.098 -0.811 -1.043 -0.023],0.077359274,100.0,-95.527855,1.1357337,0.26723006,1.0016809,100
-795.04156,123150,-39.20459,34,1.3946456,1.0015329,0.9949577,-77.647934,0.9157455,3400,-78.017395,350.65830302238464,12.102558,148.81538,99.0,,37.17,-107.9921275832625,0.031487152,-795.23016,[-0.567 -1.098 -0.81  -1.044 -0.022],0.07436861,100.0,-95.96599,1.081257,0.2624155,1.0008402,100
-811.62274,126687,-35.001823,35,1.3965074,1.0014309,0.99495095,-77.63506,0.9464166,3500,-78.02985,360.8098680973053,14.07289,196.17953,99.000046,,35.37,-106.09181323718694,0.021611257,-811.8344,[-0.566 -1.098 -0.81  -1.045 -0.024],0.0707663,100.0,-95.217224,1.0864749,0.25648108,1.0006896,100
-792.19403,130237,-30.676052,36,1.3954217,1.007407,0.9816147,-76.42095,0.8213877,3600,-77.69354,370.85973167419434,13.75732,218.89801,99.0,,35.5,-105.92005844173984,0.0611137,-792.84265,[-0.567 -1.1   -0.812 -1.046 -0.022],0.07109775,100.0,-93.56983,1.1509571,0.25718465,1.0040191,100
-814.54913,134274,-34.285423,37,1.3939207,1.001569,0.9940175,-75.72107,0.92230844,3700,-76.11922,381.3133599758148,13.7760935,191.77592,99.0,,40.37,-107.83887733078309,0.027770014,-814.7443,[-0.566 -1.098 -0.812 -1.046 -0.024],0.08077452,100.0,-94.57311,1.0760211,0.27255923,1.0008699,100
-798.94507,137772,-43.10373,38,1.3931168,1.0012553,0.9970755,-79.58962,0.94449455,3800,-79.835526,390.68932819366455,11.708269,138.5701,99.00001,,34.98,-108.0956471953643,0.019633988,-799.06494,[-0.566 -1.098 -0.813 -1.047 -0.025],0.069978245,100.0,-94.67938,1.0570105,0.25513673,1.0005659,100
-799.55304,141375,-39.53152,39,1.3935546,1.002806,0.9935692,-78.13014,0.89668417,3900,-78.58539,400.6818404197693,12.617351,167.2009,99.0,,36.03,-107.47066463784624,0.033791937,-799.78546,[-0.568 -1.1   -0.814 -1.047 -0.026],0.07209534,100.0,-96.12412,1.1087018,0.2587099,1.001334,100
-804.6113,144823,-24.454803,40,1.393009,1.00171,0.9961578,-79.47567,0.9226713,4000,-79.78047,410.6186182498932,12.451454,160.91977,99.00001,,34.48,-107.58220134592062,0.026036266,-804.78894,[-0.57  -1.1   -0.815 -1.046 -0.025],0.068978235,100.0,-94.90394,1.067499,0.2534573,1.0006416,100
-804.43884,148367,-21.476852,41,1.3932084,1.0035683,0.99190617,-77.298645,0.9145442,4100,-77.935425,420.9979929924011,15.381217,242.28401,99.00001,,35.44,-105.8276217645745,0.04100289,-804.7838,[-0.567 -1.099 -0.814 -1.046 -0.026],0.070921764,100.0,-96.03059,1.1154767,0.25678167,1.0017409,100
-804.41034,151580,-42.47476,42,1.3910832,1.0021813,0.9921078,-80.99688,0.89131516,4200,-81.58596,431.02113366127014,12.303293,156.86394,99.00006,,32.13,-107.8235860052698,0.032800004,-804.71204,[-0.571 -1.101 -0.816 -1.045 -0.026],0.06429413,100.0,-95.51139,1.0717479,0.24533881,1.0009406,100
-773.669,155433,-41.88887,43,1.3896705,1.0010556,0.99729383,-76.79696,0.9463852,4300,-77.00608,442.02048230171204,12.062604,147.16614,99.0,,38.53,-107.78134707561732,0.020292044,-773.7903,[-0.57  -1.104 -0.816 -1.046 -0.028],0.077075765,100.0,-95.20871,1.0556017,0.26674622,1.0005434,100
-806.11505,159155,-33.551968,44,1.389296,1.0002986,0.99954313,-77.4492,0.9721939,4400,-77.49195,453.69808316230774,14.054918,198.46405,99.00007,,37.22,-106.73188024308614,0.009693514,-806.1389,[-0.573 -1.104 -0.816 -1.045 -0.029],0.07444271,100.0,-96.154366,1.0322224,0.26250184,1.0001084,100
-798.77075,162863,-27.771454,45,1.3909985,1.0006459,0.9964004,-77.476875,0.9392736,4500,-77.668526,464.0148675441742,14.424313,217.55838,99.0,,37.08,-106.9434428280458,0.016193734,-798.8686,[-0.574 -1.103 -0.816 -1.045 -0.03 ],0.07417556,100.0,-94.600945,1.0384561,0.2620821,1.0003018,100
-808.3295,166581,-23.002895,46,1.3922333,1.0065416,0.9886654,-77.509224,0.84089315,4600,-78.34653,474.02375173568726,13.210961,189.16042,99.00002,,37.18,-107.92034635117116,0.049179297,-808.7517,[-0.574 -1.103 -0.816 -1.045 -0.028],0.07442867,100.0,-93.34591,1.144693,0.26260722,1.0026666,100
-808.7727,170073,-27.845076,47,1.393582,1.004685,0.9897378,-78.02341,0.8758424,4700,-78.72962,484.4891908168793,13.647355,207.68236,99.00002,,34.92,-106.5467922375778,0.039656784,-809.1348,[-0.57  -1.104 -0.816 -1.048 -0.027],0.06989345,100.0,-95.76254,1.0930369,0.25506878,1.0015346,100
-791.03235,173616,-36.567654,48,1.3934466,1.0054636,0.9901969,-77.71744,0.8513583,4800,-78.43111,494.6923933029175,13.76719,201.30832,99.00001,,35.43,-106.48776178511473,0.03809653,-791.46814,[-0.573 -1.106 -0.818 -1.047 -0.025],0.070900075,100.0,-94.54623,1.0929282,0.25673902,1.0015827,100
-818.05664,177321,-26.644146,49,1.3934453,1.0005081,0.99881685,-77.85867,0.9555425,4900,-77.936615,505.43261885643005,14.3845,209.9778,99.00001,,37.05,-107.07312895750721,0.013288756,-818.09796,[-0.579 -1.105 -0.819 -1.045 -0.026],0.07410584,100.0,-95.43343,1.0375803,0.26195675,1.0002277,100
-821.4074,180840,-30.490732,50,1.3929298,1.0004847,0.9989141,-78.23174,0.96099895,5000,-78.31994,515.9447085857391,14.460947,212.64238,99.0,,35.19,-105.92621305560989,0.012214579,-821.4528,[-0.577 -1.106 -0.819 -1.046 -0.026],0.0703861,100.0,-95.40601,1.0494351,0.25580385,1.0001961,100
-809.44617,184353,-40.097595,51,1.395481,1.0023601,0.9920391,-78.75876,0.91842794,5100,-79.34331,526.804651260376,12.85761,172.63551,99.0,,35.13,-107.43926854377857,0.03365784,-809.74854,[-0.578 -1.105 -0.819 -1.045 -0.026],0.070298485,100.0,-94.990204,1.0976393,0.25572747,1.0010753,100
-825.2051,187867,-30.87169,52,1.3955351,1.0002562,0.9992965,-79.20974,0.97251785,5200,-79.25336,537.9924325942993,13.627378,189.61061,99.0,,35.14,-107.29993319180733,0.010288236,-825.22864,[-0.578 -1.107 -0.819 -1.045 -0.024],0.07028265,100.0,-95.06089,1.0316123,0.25563267,1.0001366,100
-826.8358,191327,-21.730839,53,1.3955023,1.0010202,0.99733675,-79.38982,0.9477234,5300,-79.58604,546.6270091533661,14.040712,201.02524,99.0,,34.6,-107.2042016572961,0.015490562,-826.9359,[-0.577 -1.107 -0.819 -1.046 -0.023],0.06921544,100.0,-95.860054,1.046747,0.25385147,1.0003372,100
-791.30835,194766,-48.19803,54,1.3954808,1.0001254,0.9995939,-80.418564,0.9765858,5400,-80.45158,555.6502468585968,11.406831,131.4537,99.000015,,34.39,-108.36306722823791,0.0057394276,-791.32697,[-0.579 -1.107 -0.821 -1.045 -0.023],0.06878226,100.0,-95.98241,1.0221616,0.2530865,1.0000435,100
-790.2039,198495,-38.09256,55,1.3946187,1.0003059,0.9986153,-77.13116,0.96582246,5500,-77.20899,565.3774297237396,13.638332,190.7351,99.00002,,37.29,-106.83043951486194,0.010791609,-790.24603,[-0.58  -1.107 -0.821 -1.045 -0.024],0.07458594,100.0,-93.89936,1.0224898,0.26273063,1.0001162,100
-785.39813,201942,-32.022545,56,1.3931011,1.0028479,0.9912228,-78.66582,0.84243387,5600,-79.32615,575.0251483917236,12.500875,168.6737,99.000015,,34.47,-107.21179344030135,0.040953737,-785.7239,[-0.58  -1.106 -0.821 -1.044 -0.024],0.06899099,100.0,-95.44751,1.0796393,0.25354114,1.0017167,100
-798.6489,205331,-39.88753,57,1.3916291,1.0027431,0.9924502,-79.19974,0.8822569,5700,-79.752785,584.0689148902893,13.147522,180.66371,99.00001,,33.89,-107.04534053565145,0.029325776,-798.98224,[-0.579 -1.107 -0.821 -1.046 -0.026],0.067810126,100.0,-94.9919,1.075545,0.25148377,1.0008086,100
-804.7802,208937,-40.930332,58,1.3909755,1.0018656,0.99434835,-77.77673,0.9053212,5800,-78.14252,595.1817438602448,12.281491,161.74637,99.00001,,36.06,-107.0284123049467,0.030140292,-804.9909,[-0.576 -1.108 -0.82  -1.048 -0.027],0.07214083,100.0,-95.278625,1.0888538,0.25877175,1.0007962,100
-788.1171,212323,-42.841194,59,1.3910792,1.0019048,0.9944968,-79.20795,0.92283183,5900,-79.703285,604.8939728736877,12.5084715,150.53906,99.00004,,33.86,-106.99014609114016,0.029244483,-788.366,[-0.579 -1.109 -0.821 -1.048 -0.028],0.06776049,100.0,-93.57428,1.0602385,0.25140777,1.0012399,100
-833.25085,216439,-17.503187,60,1.3883193,1.002108,0.9902936,-74.4737,0.89513105,6000,-75.1373,615.6115725040436,14.724876,219.64526,99.0,,41.16,-106.82668915207879,0.02991834,-833.5888,[-0.579 -1.11  -0.823 -1.049 -0.028],0.082373895,100.0,-95.212746,1.0658665,0.27502468,1.0009829,100
-811.23224,220126,-21.481997,61,1.3902509,1.0009147,0.9968395,-77.312706,0.9579385,6100,-77.53507,626.759583234787,15.27481,238.28752,99.00004,,36.87,-106.35505634780286,0.01687455,-811.33966,[-0.579 -1.11  -0.822 -1.049 -0.031],0.073757544,100.0,-94.95227,1.068861,0.26140723,1.0003802,100
-800.1759,223661,-46.436893,62,1.3890449,1.0006782,0.9968244,-78.85513,0.93765956,6200,-79.101524,638.7163319587708,12.359808,154.51329,99.00006,,35.35,-107.62032072430938,0.019751873,-800.3016,[-0.578 -1.111 -0.822 -1.049 -0.029],0.07071975,100.0,-96.55733,1.0451251,0.2564003,1.0003892,100
-818.6321,227481,-29.834328,63,1.3891311,1.0063915,0.9828961,-74.827034,0.8320211,6300,-76.2078,649.823362827301,14.678443,215.05511,99.0,,38.2,-106.13267154471119,0.059074845,-819.3407,[-0.578 -1.109 -0.82  -1.049 -0.03 ],0.07650517,100.0,-95.72581,1.1681358,0.26601043,1.0040121,100
-807.8285,230938,-39.069027,64,1.3896253,1.0023134,0.99476874,-78.96804,0.86798584,6400,-79.40953,659.9097516536713,13.031267,168.50743,99.000015,,34.57,-107.07868631158135,0.03378162,-808.0565,[-0.58  -1.112 -0.821 -1.048 -0.03 ],0.06916913,100.0,-94.16084,1.0719143,0.2538073,1.0012877,100
-791.86444,234553,-46.340263,65,1.3880478,1.0011542,0.9968476,-78.73161,0.9120102,6500,-78.942535,669.4497404098511,12.308259,157.11098,99.00003,,36.15,-107.83861357409353,0.021327281,-791.9796,[-0.583 -1.113 -0.821 -1.048 -0.029],0.0723149,100.0,-95.16916,1.0433517,0.25903177,1.0004171,100
-812.05493,238341,-35.59538,66,1.3893028,1.000998,0.9956152,-76.46508,0.942372,6600,-76.75888,679.3726487159729,14.627772,216.78568,99.0,,37.88,-106.14319868434487,0.01934646,-812.20654,[-0.585 -1.113 -0.822 -1.047 -0.031],0.07578212,100.0,-96.048355,1.0711801,0.26468405,1.0004042,100
-820.76117,241939,-33.069317,67,1.3876665,1.0009611,0.9959195,-77.512245,0.88752973,6700,-77.7789,690.8915436267853,15.527206,250.9486,99.00001,,35.98,-105.88673295734807,0.022304555,-820.91174,[-0.584 -1.113 -0.822 -1.047 -0.03 ],0.071976475,100.0,-95.21843,1.0484123,0.2584901,1.0004382,100
-790.47687,245306,-42.764664,68,1.3866916,1.0012412,0.99661475,-79.48373,0.9274418,6800,-79.73403,701.2564353942871,12.566696,162.18556,99.0,,33.67,-106.85616250175183,0.020426203,-790.6094,[-0.582 -1.112 -0.821 -1.047 -0.031],0.067357995,100.0,-95.53937,1.0474683,0.2506799,1.0003688,100
-821.84247,248726,-32.818428,69,1.3875867,1.0006025,0.9972116,-80.07139,0.9515738,6900,-80.283714,713.320957660675,12.047517,146.92505,99.00003,,34.2,-107.8889921314179,0.01303438,-821.9473,[-0.579 -1.113 -0.82  -1.048 -0.032],0.06841493,100.0,-95.84755,1.0457425,0.25247994,1.0002835,100
-799.52716,252291,-27.030828,70,1.3867419,1.0028533,0.9934631,-78.074265,0.8707649,7000,-78.5851,723.8992912769318,13.979373,196.56088,99.0,,35.65,-107.12078694248922,0.036943715,-799.78516,[-0.579 -1.113 -0.819 -1.048 -0.031],0.07133939,100.0,-95.911606,1.1119895,0.25747594,1.0014386,100
-791.8744,255730,-46.11612,71,1.3876896,1.0008036,0.99613476,-78.72797,0.9501436,7100,-78.983215,733.0665121078491,12.705836,166.50883,99.00016,,34.39,-106.4823235054106,0.017429775,-792.02026,[-0.579 -1.115 -0.819 -1.048 -0.032],0.06879722,100.0,-95.24414,1.0544939,0.25313875,1.0003546,100
-847.1407,259306,-12.697092,72,1.3863671,1.0006537,0.99786735,-77.67494,0.9487459,7200,-77.85351,742.8182859420776,16.347586,268.77838,99.000015,,35.76,-105.60268962488084,0.01432057,-847.2298,[-0.579 -1.117 -0.82  -1.049 -0.031],0.07153138,100.0,-96.11826,1.0346183,0.25773716,1.0002805,100
-803.4655,262847,-24.965263,73,1.3870867,1.0013193,0.9976625,-78.369194,0.9467481,7300,-78.54996,752.301073551178,14.134584,200.8955,99.0,,35.41,-106.70187691592564,0.021727461,-803.5585,[-0.58  -1.118 -0.82  -1.049 -0.033],0.07083338,100.0,-95.54793,1.0537844,0.25656644,1.0006113,100
-822.9809,266386,-23.54446,74,1.3852804,1.0025302,0.9907837,-78.0349,0.8922288,7400,-78.787674,762.5302419662476,14.655709,218.2655,99.0,,35.39,-106.74212468894778,0.03756952,-823.3575,[-0.577 -1.117 -0.82  -1.05  -0.032],0.07084004,100.0,-97.11827,1.08339,0.25666642,1.001393,100
-827.07294,269816,-13.887781,75,1.3837656,1.003343,0.99145454,-78.04668,0.8422669,7500,-78.72565,772.7155611515045,15.711936,253.07664,99.0,,34.3,-105.57760657075383,0.044910472,-827.4201,[-0.576 -1.117 -0.818 -1.05  -0.034],0.068641804,100.0,-96.21476,1.0823897,0.25292256,1.0016894,100
-808.7145,273434,-41.591652,76,1.3804843,1.0026755,0.989303,-77.94083,0.8981479,7600,-78.696266,783.8448197841644,13.111273,188.41496,99.0001,,36.18,-107.50264527766687,0.03508133,-809.1015,[-0.58  -1.119 -0.819 -1.049 -0.035],0.072415404,100.0,-96.52221,1.0790268,0.259287,1.0014122,100
-824.2835,277349,-10.550787,77,1.3788776,1.0019431,0.9946095,-75.3896,0.88144255,7700,-75.80066,795.3529236316681,15.006376,225.79396,99.0,,39.15,-106.30070854439973,0.024461849,-824.4951,[-0.58  -1.117 -0.819 -1.049 -0.038],0.078330964,100.0,-93.79594,1.0715117,0.26874667,1.0006415,100
-795.34515,281092,-39.139587,78,1.3789299,1.0009751,0.9979592,-76.05406,0.9489357,7800,-76.2049,805.8808875083923,14.446901,213.9408,99.0,,37.43,-105.36062464308152,0.019216249,-795.4343,[-0.583 -1.117 -0.819 -1.049 -0.04 ],0.07486998,100.0,-95.646675,1.0613289,0.26320577,1.0003524,100
-784.51733,284751,-43.633705,79,1.3794203,1.0027177,0.99376893,-77.87701,0.9172685,7900,-78.37177,816.582820892334,11.919389,141.1426,99.000015,,36.59,-107.90964545091873,0.039415345,-784.7695,[-0.585 -1.117 -0.82  -1.048 -0.04 ],0.073218144,100.0,-94.61176,1.103699,0.26057246,1.0018097,100
-792.8265,288397,-39.206078,80,1.3818355,1.0036651,0.9873792,-77.28333,0.9000439,8000,-78.076164,827.1195011138916,12.423872,170.38863,99.000015,,36.46,-107.37736322759585,0.02948011,-793.2253,[-0.587 -1.117 -0.819 -1.047 -0.04 ],0.072978936,100.0,-95.03857,1.0686257,0.26022518,1.0012919,100
-819.1925,292005,-34.87384,81,1.3829267,1.0064429,0.98296773,-76.91727,0.8512683,8100,-78.16826,837.2835102081299,14.681557,231.63939,99.0,,36.08,-106.47575834793426,0.054369554,-819.8319,[-0.59  -1.115 -0.819 -1.047 -0.037],0.07224832,100.0,-94.89659,1.1441464,0.25906736,1.0038241,100
