Weights,StdD2w0t,J_sample_variance,TimeElapsed,MeanD2w0t,EpRewMean,InitialReturnMean,EpThisIter,EpLenMean,EmpiricalD2,InitialReturnMin,InitialBound,MeanEntropy,StdIW,EpisodesSoFar,ReturnMeanIW,Bound,EntropyCoefficient,InitialReturnStd,Iteration,MeanIW,TimestepsSoFar,MaxIW,MaxD2w0t,ReturnStepMax,MinIW,InitialReturnMax,MinD2w0t,ReturnStepMaxmin
[-0.646 -0.355 -0.008 -0.335 -0.672],132.32744,110.88396,43363.925791502,82.67995,-16.61947721023062,-12.60875,100,489.32,523.0491,-41.063477,-13.26916,0.7131581,3.0777814,33100,-10.651307,-11.676613,,8.910152,331,0.74365735,14879183,139.79706,1045.0713,100.0,2.9145456e-05,12.903005,,99.0
[-0.65  -0.353 -0.011 -0.348 -0.706],155.91495,110.29397,43534.564707279205,60.86648,-16.152126958460837,-9.93843,100,480.01,383.0054,-43.53533,-10.580269,0.71138006,1.6768074,33200,-8.899977,-9.819849,,7.873504,332,1.0212966,14927184,50.31752,2141.294,100.0,0.00010115647,6.8755317,,99.0
[-0.645 -0.354 -0.001 -0.339 -0.708],1094.5957,192.25319,43700.87084841728,340.43936,-19.270090701867467,-11.843725,100,480.44,3101.3875,-48.89828,-12.609465,0.7085411,5.223432,33300,-9.477107,-10.7415,,8.629572,333,1.2940828,14975228,119.950294,15981.969,100.0,9.579895e-07,6.752984,,99.0
[-0.641 -0.36   0.013 -0.341 -0.71 ],9319.98,500.63467,43869.819489479065,1804.1194,-18.782748982077003,-11.034916,100,476.99,22304.99,-44.151352,-11.78129,0.7114364,12.95636,33400,-7.1821594,-8.928098,,8.560045,334,1.3261385,15022927,500.7096,396096.75,100.0,5.0429932e-08,10.814938,,99.0
[-0.618 -0.361  0.023 -0.331 -0.707],244.65587,88.171585,44040.55031657219,127.13872,-15.454028809517864,-10.4969425,100,489.57,870.1065,-36.608192,-11.111041,0.7097468,2.9491963,33500,-8.71967,-9.714809,,7.072455,335,0.795077,15071884,123.81264,3615.6177,100.0,3.631537e-05,7.1723833,,99.0
[-0.612 -0.357  0.019 -0.342 -0.709],5898.6777,819.1317,44199.100009441376,1304.745,-33.80868166164519,-12.8872385,100,451.6,15540.227,-73.6161,-14.2307005,0.69580424,11.008508,33600,-8.693436,-11.501858,,11.1101675,336,1.5368217,15117044,389.9958,90621.16,100.0,1.254285e-05,14.095497,,99.0
[-0.625 -0.359  0.004 -0.343 -0.723],7.603345,64.49587,44363.83241224289,6.343326,-23.321417184652873,-10.900559,100,470.44,22.984455,-48.260593,-11.827286,0.6943362,1.0443306,33700,-10.073336,-11.130779,,9.568602,337,0.83509344,15164088,18.529455,64.39542,100.0,0.00047258844,5.739392,,99.0
[-0.625 -0.363 -0.005 -0.344 -0.725],42.030308,90.28485,44531.4764714241,25.538055,-23.758041663512817,-11.123902,100,486.4,140.17686,-49.474415,-12.067981,0.6963329,2.106082,33800,-10.070972,-11.274046,,9.258514,338,1.0008695,15212728,52.40825,432.19495,100.0,0.0007107917,7.2569757,,99.0
[-0.623 -0.361  0.003 -0.353 -0.723],134.88031,158.21576,44681.03177499771,59.30615,-35.31690169157987,-13.855666,100,424.62,412.12207,-58.07025,-15.259061,0.68794173,1.724346,33900,-9.991667,-11.99277,,12.378982,339,0.88920146,15255190,19.263258,1698.1383,100.0,3.3710992e-05,6.1469617,,99.0
[-0.635 -0.376 -0.003 -0.351 -0.731],813.63684,170.84343,44855.85677027702,232.3953,-19.9904818216784,-11.86148,100,494.72,1851.7745,-26.46945,-12.655846,0.6879873,1.4924178,34000,-9.595371,-10.9498005,,6.9145412,340,0.7166035,15304662,32.914356,21317.066,100.0,1.067218e-05,12.154636,,99.0
[-0.629 -0.378 -0.012 -0.361 -0.731],3.0142806,113.06092,45013.66706395149,3.4952912,-30.18871112290283,-13.0976305,100,449.69,9.876959,-45.354683,-14.297245,0.686538,1.0168192,34100,-11.450346,-12.776804,,9.574329,341,0.88722306,15349631,16.363146,18.368135,100.0,0.007515558,9.827926,,99.0
[-0.637 -0.395 -0.014 -0.366 -0.732],25.168102,80.41233,45178.70863318443,16.164858,-17.39844885414183,-10.986157,100,468.57,74.00243,-49.662643,-11.677521,0.70622814,2.436434,34200,-9.278178,-10.170039,,9.768505,342,1.052137,15396488,43.04883,362.00598,100.0,0.001467949,6.205985,,99.0
[-0.625 -0.373 -0.009 -0.348 -0.713],3798.789,453.79416,45351.26530909538,1313.1919,-12.579234613456782,-9.961156,100,492.35,13451.825,-36.728584,-10.461018,0.70601195,9.530216,34300,-7.2002854,-8.342095,,7.9703536,343,1.328656,15445723,297.64682,76637.984,100.0,1.7341954e-06,6.50155,,99.0
[-0.603 -0.383 -0.019 -0.348 -0.713],18.390179,63.016506,45513.86831974983,9.448185,-27.359956188560446,-13.244879,100,458.27,44.473408,-64.2348,-14.332087,0.6838241,1.157716,34400,-11.309619,-12.560042,,11.729728,344,0.9216602,15491550,18.514467,295.9903,100.0,0.0002665339,14.478355,,99.0
[-0.626 -0.385 -0.025 -0.345 -0.735],5028.616,1416.5011,45684.08852314949,1571.4733,-19.066867529394404,-11.439856,100,486.2,16351.605,-28.57373,-12.197519,0.6858162,8.328706,34500,-6.716981,-8.452598,,7.0776215,345,1.3544025,15540170,369.79156,60821.605,100.0,7.3664654e-07,7.060093,,99.0
[-0.616 -0.386 -0.038 -0.341 -0.733],52.98255,134.81523,45849.79210662842,23.866465,-23.457559520279524,-12.309291,100,466.78,136.777,-64.502045,-13.241428,0.6871975,2.9425876,34600,-10.589661,-11.816727,,10.358484,346,0.914055,15586848,88.95245,696.5199,100.0,0.00027820963,7.9515824,,99.0
[-0.62  -0.401 -0.029 -0.355 -0.732],106659.22,23275.219,46010.76576709747,18451.73,-33.306027983049006,-13.125449,100,449.18,261569.77,-49.366577,-14.4489355,0.6867098,5.5990777,34700,4.466285,-1.3269238,,10.156385,347,0.9385762,15631766,246.9694,2539693.2,100.0,1.94092e-06,7.7331886,,99.0
[-0.619 -0.398 -0.012 -0.356 -0.732],1.6154195,50.593605,46184.41489982605,2.5223148,-12.813827911943982,-10.007783,100,497.14,5.6849957,-32.112137,-10.516968,0.68732196,0.6962939,34800,-9.833788,-10.377106,,6.780328,348,0.81107056,15681480,10.674978,10.742802,100.0,0.010205813,15.808446,,99.0
[-0.618 -0.398 -0.005 -0.356 -0.732],64266.117,1830.2793,46355.8938729763,14698.415,-9.652176452137098,-10.93689,100,495.16,183327.95,-40.801888,-11.320437,0.67576665,5.4687424,34900,-4.9922285,-6.6370993,,7.994855,349,1.1444439,15730996,146.17139,1487475.8,100.0,6.6409626e-08,11.407013,,99.0
[-0.614 -0.438 -0.003 -0.368 -0.743],13273.495,317.02698,46528.873539209366,1279.6234,-19.47469962969458,-12.648196,100,494.49,15194.251,-32.670822,-13.422065,0.66212094,48.126804,35000,-10.095158,-11.457027,,7.6151743,350,3.3159544,15780445,1465.1941,415488.84,100.0,2.5369724e-07,7.443989,,99.0
[-0.581 -0.445  0.005 -0.381 -0.757],17.058647,99.69733,46696.572075366974,9.361269,-13.861308530577626,-12.304928,100,478.88,43.419975,-66.20029,-12.855738,0.6608384,1.4441404,35100,-11.507726,-12.148121,,10.129954,351,0.96486336,15828333,30.144524,240.8857,100.0,0.0009792035,7.6425157,,99.0
[-0.589 -0.439 -0.005 -0.379 -0.758],1565.7245,169.93857,46867.87263965607,446.70233,-10.868887175622355,-10.201805,100,496.32,3915.4597,-36.593346,-10.633703,0.66167784,1.9930263,35200,-8.3466425,-9.15016,,7.8696475,352,0.8323525,15877965,39.858536,24808.326,100.0,8.667055e-05,19.485186,,99.0
[-0.589 -0.438 -0.016 -0.385 -0.757],3750.2195,840.36945,47021.22547459602,943.56104,-31.445235827276182,-12.474334,100,440.67,9549.5,-54.137627,-13.723878,0.6575179,11.109002,35300,-7.36706,-10.012556,,11.309757,353,1.4399722,15922032,413.23773,96290.72,100.0,1.0336583e-05,18.80472,,99.0
[-0.581 -0.436 -0.029 -0.376 -0.761],2.7310083,53.34609,47167.61192083359,3.0145617,-41.61621403554772,-12.564998,100,418.67,8.346087,-62.053753,-14.218709,0.6545288,1.2433554,35400,-10.262189,-12.123875,,11.774138,354,0.86965376,15963899,22.87264,18.205685,100.0,0.017905295,11.29376,,99.0
[-0.584 -0.429 -0.028 -0.364 -0.764],7410.2036,616.45135,47332.66135287285,1413.5494,-20.571075732491536,-11.240797,100,471.68,15269.157,-66.061295,-12.058233,0.6455659,3.611834,35500,-6.458263,-8.110552,,10.581031,355,1.0801975,16011067,112.34664,127607.914,100.0,1.2437707e-05,10.571075,,99.0
[-0.56  -0.419 -0.013 -0.354 -0.773],1310.4283,178.46227,47507.0543615818,635.6592,-10.727254425735929,-10.508844,100,494.06,5488.0156,-35.742462,-10.935114,0.6338484,2.457641,35600,-7.6961546,-8.585334,,7.1841283,356,0.854584,16060473,62.748093,13834.301,100.0,7.991828e-06,2.8585024,,99.0
[-0.551 -0.408 -0.014 -0.363 -0.785],728.87866,1184.3148,47647.97355914116,228.46698,-41.857228031396396,-16.928883,100,393.53,2279.3306,-68.1788,-18.59217,0.6293955,27.540907,35700,-7.944235,-10.829538,,17.337624,357,2.5511773,16099826,922.86475,24940.459,100.0,4.9536407e-05,14.932525,,99.0
[-0.564 -0.409 -0.021 -0.351 -0.79 ],40.519073,140.51732,47816.153527498245,19.765173,-19.619380269038526,-11.719541,100,476.11,107.16933,-72.20472,-12.49916,0.61914444,1.3755995,35800,-10.3552,-11.369106,,11.3067465,358,0.7452509,16147437,20.140862,535.6703,100.0,6.0323036e-05,13.205489,,99.0
[-0.565 -0.391 -0.03  -0.334 -0.8  ],0.8457365,81.99446,47981.99296450615,1.6901575,-24.11116312134207,-12.74509,100,461.73,3.0858188,-60.478405,-13.7031975,0.6214021,0.7538996,35900,-11.824325,-12.821509,,11.741481,359,0.95724267,16193610,9.266136,4.8324423,100.0,0.061689038,6.772095,,99.0
[-0.577 -0.39  -0.031 -0.33  -0.797],61.16849,99.67076,48150.01789236069,31.514673,-16.97694686402291,-13.266588,100,481.85,194.59506,-50.954193,-13.941205,0.6166868,1.4217988,36000,-11.815888,-12.682347,,10.10705,360,0.8164657,16241795,26.226694,615.88306,100.0,0.0001440258,3.9607608,,99.0
[-0.581 -0.388 -0.021 -0.335 -0.802],890.00543,161.95993,48321.24052834511,436.3807,-12.322491208441296,-11.39618,100,492.33,3787.1392,-46.44898,-11.885841,0.61668307,3.325006,36100,-10.133172,-11.067199,,8.534081,361,0.8437213,16291028,99.22861,9377.662,100.0,1.4502762e-05,5.4052434,,99.0
[-0.584 -0.378 -0.019 -0.345 -0.802],828788.5,486593.84,48481.47661972046,159275.81,-20.552276614382112,-11.700614,100,465.72,2339424.5,-58.09054,-12.517302,0.61406326,824.0067,36200,57.80596,49.226208,,9.388168,362,34.56157,16337600,43317.81,17989544.0,100.0,1.144253e-06,12.640706,,99.0
[-0.574 -0.386 -0.008 -0.333 -0.805],1267529.6,127508.86,48656.09976387024,346965.4,-15.127900125582018,-12.591381,100,494.67,5651734.5,-32.57431,-13.19252,0.6201013,18.545471,36300,23.874899,15.5085535,,7.8352666,363,1.6050203,16387067,616.64734,22792112.0,100.0,4.7584883e-09,11.726191,,99.0
[-0.57  -0.36  -0.015 -0.335 -0.799],3741.0308,331.99008,48818.906031131744,1006.9523,-21.315803610810857,-11.755531,100,459.77,10938.245,-65.70927,-12.602561,0.61987287,6.469294,36400,-8.324203,-10.038069,,10.813223,364,1.022406,16433044,256.4319,60782.695,100.0,1.0520695e-06,14.616885,,99.0
[-0.568 -0.365 -0.028 -0.332 -0.799],23106.742,5953.7866,48967.887577056885,3420.4873,-33.8159188353043,-13.919849,100,427.96,48078.316,-68.15786,-15.263599,0.6144897,20.337975,36500,-5.1639695,-8.682597,,13.130247,365,2.0365365,16475840,836.073,868640.44,100.0,1.1969224e-05,9.521497,,99.0
[-0.554 -0.359 -0.015 -0.339 -0.804],54.131264,134.21698,49110.0295085907,25.872375,-42.73004261448402,-15.666424,100,405.83,152.06102,-65.58478,-17.364395,0.6149252,1.7037306,36600,-11.552573,-13.903577,,14.603696,366,0.9517856,16516423,26.099564,861.42566,100.0,0.0005585776,5.0324664,,99.0
[-0.556 -0.365 -0.009 -0.333 -0.804],118.36206,284.3979,49267.130289554596,55.38587,-22.102151272099526,-13.099998,100,452.86,339.98935,-60.760067,-13.978276,0.62083673,1.6955249,36700,-10.583833,-11.894839,,11.4379425,367,0.87399095,16561709,38.96219,2049.3667,100.0,8.2832645e-05,7.038641,,99.0
[-0.54  -0.358 -0.005 -0.316 -0.798],15328.127,183.88506,49443.85527801514,3905.9602,-7.040635235581635,-9.994337,100,496.6,41993.32,-36.057976,-10.274111,0.62058944,2.2933521,36800,-7.0229216,-7.8661366,,6.952053,368,0.7636407,16611369,48.477657,407773.25,100.0,3.7270333e-08,6.392072,,99.0
[-0.538 -0.346 -0.015 -0.32  -0.798],10308.055,944.6026,49605.86424636841,2735.9514,-18.470910920126563,-10.652743,100,455.67,29463.27,-63.93581,-11.3867235,0.6202999,19.030909,36900,-6.2959666,-8.262737,,10.956937,369,2.39417,16656936,593.0415,162211.2,100.0,6.5313765e-07,8.514075,,99.0
[-0.541 -0.343 -0.005 -0.332 -0.799],55.730694,123.66958,49734.61372423172,26.643948,-53.368564130592524,-15.82145,100,367.12,157.24176,-63.988346,-17.942165,0.61907697,1.5768633,37000,-9.108771,-12.1552925,,14.985008,370,0.76776236,16693648,35.39423,484.75394,100.0,0.002296806,14.944323,,99.0
[-0.543 -0.343 -0.004 -0.319 -0.8  ],1199.386,159.93773,49901.34303498268,292.43472,-10.477364878739902,-9.816452,100,473.83,2598.0645,-57.25074,-10.232792,0.61915576,2.5242786,37100,-8.462431,-9.160788,,9.501957,371,0.97728,16741031,48.13469,30015.53,100.0,3.6598572e-06,8.7240925,,99.0
[-0.554 -0.346 -0.015 -0.328 -0.8  ],50.478954,174.9125,50048.645273685455,25.439058,-33.92707943321608,-11.88003,100,424.8,149.14351,-64.859406,-13.228195,0.60161644,6.0048013,37200,-9.751441,-11.555922,,12.912733,372,1.3197417,16783511,299.64062,546.72894,100.0,2.3009978e-05,8.731177,,99.0
[-0.556 -0.345 -0.022 -0.317 -0.817],4.512797,79.06934,50210.04508686066,4.438776,-16.64353239558117,-10.802655,100,458.95,13.306936,-60.242798,-11.464024,0.6013223,2.0700407,37300,-9.794833,-10.542729,,10.686639,373,0.96631414,16829406,53.827374,32.241154,100.0,0.003916863,16.308828,,99.0
[-0.561 -0.344 -0.016 -0.314 -0.818],35961.242,1507.6206,50378.13468146324,12693.039,-13.558449287228125,-10.883851,100,487.02,154775.38,-62.73631,-11.422626,0.6003459,3.7165651,37400,-2.563505,-4.939617,,9.290583,374,0.9319655,16878108,93.82564,553529.6,100.0,1.2201698e-07,13.48792,,99.0
[-0.561 -0.334 -0.018 -0.326 -0.819],10.745212,131.61037,50509.70333623886,6.859011,-55.94070943559343,-17.06364,100,369.69,28.49448,-68.69478,-19.286568,0.600081,2.1058156,37500,-12.593082,-15.333188,,14.968459,375,1.0585622,16915077,45.705685,83.14282,100.0,0.0029340368,3.3563046,,99.0
[-0.561 -0.339 -0.014 -0.32  -0.819],35508.64,2710.0,50670.62866663933,6581.3745,-20.10475311870291,-11.715065,100,466.2,83683.27,-52.004833,-12.51397,0.6002785,42.915462,37600,-6.0774827,-8.659328,,9.494361,376,2.7779906,16961697,1628.6852,694873.9,100.0,1.0203558e-07,7.2273374,,99.0
[-5.622e-01 -3.453e-01  4.494e-04 -3.210e-01 -8.187e-01],65.2688,179.498,50839.188425302505,40.947136,-12.194627014279744,-11.131814,100,480.19,229.57326,-61.39795,-11.616392,0.6012552,7.176802,37700,-9.270805,-9.976096,,10.063541,377,1.2533047,17009716,236.25652,613.8161,100.0,0.000104261475,9.888184,,99.0
[-0.553 -0.328 -0.003 -0.301 -0.818],0.16924581,60.052536,51012.915341854095,1.0657476,-14.219853969091172,-12.035454,100,489.07,1.1856813,-60.496452,-12.600512,0.6013192,0.26522166,37800,-11.942756,-12.511988,,8.702433,378,0.987964,17058623,3.053988,1.2426633,100.0,0.31044948,4.548467,,99.0
[-0.553 -0.329 -0.002 -0.299 -0.818],1264.2039,113.94555,51188.56858944893,376.91727,-10.784046743801916,-10.780793,100,490.23,3657.146,-48.225395,-11.209321,0.60496396,1.6159025,37900,-9.350059,-10.045388,,8.614084,379,0.8186819,17107646,40.722584,21544.744,100.0,2.1920247e-05,6.980784,,99.0
[-0.562 -0.323 -0.015 -0.298 -0.814],30752.645,2268.7815,51364.22814011574,7643.1743,-14.543053897111186,-11.456643,100,490.46,97222.38,-41.56009,-12.034543,0.61278903,3.435279,38000,-5.6563225,-7.647403,,8.454462,380,0.92254233,17156692,101.22124,712527.6,100.0,2.8323289e-08,10.374396,,99.0
[-0.57  -0.338 -0.002 -0.314 -0.806],466.08038,177.8312,51531.505054950714,208.1232,-9.827904536174517,-10.734361,100,486.55,1552.6293,-44.309944,-11.124891,0.61615914,2.0757873,38100,-9.327249,-10.001844,,8.170162,381,0.94474375,17205347,55.264473,5637.923,100.0,1.6191765e-05,2.7984207,,99.0
[-0.568 -0.334 -0.007 -0.324 -0.803],3.7034645,108.30278,51671.627932310104,3.7921515,-32.762779302861134,-13.394934,100,433.66,10.779001,-65.825615,-14.696835,0.61590564,1.072587,38200,-11.571677,-13.050442,,12.406493,382,1.0047832,17248713,22.357935,27.670605,100.0,0.0056201927,10.900409,,99.0
[-0.572 -0.333 -0.003 -0.318 -0.803],25081992.0,904240.2,51820.5658826828,2967606.5,-15.643531066174491,-11.271834,100,468.61,57480600.0,-61.043102,-11.893464,0.61375326,870.1522,38300,83.72084,62.039696,,10.890777,383,40.010357,17295574,43940.043,1202785000.0,100.0,5.100045e-08,28.906021,,99.0
[-0.558 -0.342  0.007 -0.303 -0.805],1007.93536,144.86209,51982.479707956314,332.8467,-13.987676729633009,-11.1019535,100,497.73,2595.145,-40.47927,-11.6577835,0.6128061,1.0772878,38400,-10.012581,-11.010046,,8.036841,384,0.5060358,17345347,33.59926,21847.012,100.0,5.799763e-06,7.6129136,,99.0
[-5.529e-01 -3.366e-01  4.933e-04 -3.118e-01 -8.061e-01],1293.41,232.05473,52139.51388192177,607.5516,-14.523812474909064,-12.607478,100,487.22,5202.0596,-30.382393,-13.184614,0.61420566,1.502583,38500,-9.114917,-10.303081,,8.086024,385,0.6423598,17394069,32.82284,12112.864,100.0,4.6977457e-06,13.369364,,99.0
[-0.553 -0.329 -0.001 -0.323 -0.805],25.615913,93.94893,52264.262758255005,14.657146,-52.57812249673436,-16.014814,100,390.45,73.25849,-64.49634,-18.10412,0.6125448,3.328761,38600,-11.574083,-14.328327,,14.46807,386,0.9680608,17433114,96.08491,272.89587,100.0,0.00063975644,4.589246,,99.0
[-5.576e-01 -3.306e-01  4.694e-04 -3.129e-01 -8.064e-01],4763.923,348.68106,52420.89798283577,1381.4578,-11.734983853664222,-11.252433,100,485.53,12391.363,-41.3092,-11.718748,0.6124836,5.999016,38700,-8.230449,-9.382422,,8.564237,387,1.2401165,17481667,125.92461,94894.92,100.0,4.3331183e-06,12.320277,,99.0
[-0.544 -0.323 -0.007 -0.319 -0.807],41.779747,115.53983,52550.39950251579,19.568834,-46.88600759547064,-14.227398,100,401.76,108.7611,-54.900276,-16.090515,0.605892,10.715134,38800,-11.3547125,-13.728888,,12.307171,388,1.4754857,17521843,372.55133,456.77798,100.0,0.00038155034,8.618214,,99.0
[-0.519 -0.325 -0.003 -0.312 -0.813],29.905151,112.74403,52678.875321388245,15.683965,-44.01897029212584,-16.9461,100,392.65,78.18709,-67.87289,-18.69529,0.6023455,2.2473145,38900,-12.643669,-14.905972,,16.153667,389,0.9233067,17561108,60.84077,377.91437,100.0,0.0004008502,10.62982,,99.0
[-5.319e-01 -3.279e-01 -2.019e-04 -3.056e-01 -8.166e-01],2975325.0,65261.47,52829.01773810387,326463.25,-15.2320234394084,-11.829876,100,468.3,5442656.5,-62.22079,-12.435153,0.5998527,380.8391,39000,16.616554,8.919737,,10.360219,390,25.212738,17607938,11324.874,146327700.0,100.0,1.09418934e-07,5.093748,,99.0
[-0.536 -0.318  0.016 -0.305 -0.819],804.8475,333.21432,52968.69847178459,223.01672,-33.90532880928852,-12.023669,100,429.45,2013.5518,-44.398342,-13.370973,0.59845525,3.2869618,39100,-8.414825,-10.5894985,,10.121465,391,0.90400815,17650883,87.99279,10922.625,100.0,1.24818735e-05,7.6946864,,99.0
[-0.535 -0.323  0.004 -0.303 -0.82 ],1.7018441,92.029564,53118.07469034195,2.5003815,-18.089853437603978,-11.696278,100,465.33,5.9747953,-39.510223,-12.415117,0.59648985,0.8588644,39200,-11.189293,-11.961481,,10.1088295,392,0.9449625,17697416,8.68198,10.148991,100.0,0.0054177544,14.491371,,99.0
[-5.362e-01 -3.247e-01 -6.260e-04 -2.990e-01 -8.224e-01],23923.916,269.56567,53274.245129823685,4193.91,-9.029581856733266,-10.863561,100,491.89,53835.773,-43.278896,-11.222371,0.5856891,5.0843525,39300,-7.8425,-8.765708,,8.5302725,393,0.93011874,17746605,249.44406,1238175.0,100.0,3.3728888e-06,9.228659,,99.0
[-0.5   -0.316  0.008 -0.3   -0.833],19.99549,148.91356,53414.6641163826,12.934491,-27.905508927085705,-12.406147,100,436.05,64.52915,-62.296673,-13.515034,0.58448976,1.9532248,39400,-9.926921,-11.296015,,12.466222,394,0.9746688,17790210,44.760956,202.74127,100.0,0.00022953094,15.482534,,99.0
[-0.5   -0.32   0.002 -0.293 -0.834],749.39764,130.06255,53569.69192624092,265.51508,-8.571619485031487,-10.890939,100,486.64,2307.9504,-46.98969,-11.231551,0.58477217,1.5624607,39500,-9.7566395,-10.302114,,7.621828,395,0.7671016,17838874,40.476246,8840.841,100.0,1.603117e-05,5.524367,,99.0
[-0.5   -0.314  0.013 -0.298 -0.834],134.01877,134.05666,53700.700642347336,55.40955,-35.18248724781849,-13.322212,100,423.08,398.78766,-50.353058,-14.720264,0.5856942,4.0779605,39600,-9.432974,-11.404989,,12.691153,396,1.1113836,17881182,149.22519,1890.8463,100.0,0.00023095334,12.407727,,99.0
[-0.496 -0.317  0.003 -0.293 -0.833],334.2298,94.937805,53842.197761535645,120.42238,-15.742405084681096,-11.116314,100,473.25,884.6018,-45.055637,-11.741871,0.5883755,1.292217,39700,-9.40379,-10.348887,,9.016926,397,0.7059685,17928507,25.68128,5972.9307,100.0,6.2746614e-05,6.125135,,99.0
[-0.49  -0.316 -0.008 -0.295 -0.831],8055.9673,1002.7742,53970.124460458755,1638.2421,-24.724323077204275,-12.461908,100,430.5,18391.836,-69.87069,-13.444384,0.58989865,6.2453218,39800,-7.251356,-9.526373,,13.555804,398,1.0609553,17971557,244.0073,148591.12,100.0,2.5649065e-06,11.818603,,99.0
[-0.491 -0.311  0.006 -0.294 -0.829],24.869516,76.87396,54104.60622739792,13.682789,-27.550366261115126,-13.97735,100,437.37,64.228645,-65.38483,-15.072124,0.5861176,1.9495556,39900,-11.742412,-13.102153,,12.017684,399,0.8492589,18015294,60.24067,298.57748,100.0,0.0005928011,5.1186395,,99.0
[-0.499 -0.313  0.014 -0.294 -0.833],14.74832,114.124954,54241.98368811607,10.426829,-17.362592962390444,-11.834094,100,459.47,44.009384,-49.35577,-12.5240345,0.58959967,2.650638,40000,-10.295271,-11.106295,,10.338391,400,1.2745095,18061241,43.557438,151.17596,100.0,0.000597379,9.680849,,99.0
[-0.494 -0.326  0.008 -0.297 -0.829],368.85648,199.02048,54386.37956881523,135.50523,-9.193620507919604,-9.931009,100,474.97,1087.9783,-42.06139,-10.296337,0.5883792,3.1532054,40100,-8.123919,-8.666055,,10.258262,401,1.0052749,18108738,93.21973,5248.4204,100.0,3.1247864e-06,12.241363,,99.0
[-0.493 -0.33  -0.002 -0.292 -0.831],0.38262853,62.168102,54531.077805519104,1.3191631,-7.627736565383102,-9.454349,100,477.93,1.8514749,-37.625687,-9.757452,0.5883143,0.5505497,40200,-9.088622,-9.400169,,8.50576,402,0.95020485,18156531,4.6938033,2.072082,100.0,0.0985918,20.940489,,99.0
[-0.494 -0.332 -0.002 -0.289 -0.831],29339.627,234.02527,54676.77659893036,5872.9956,-3.515581957907847,-9.119236,100,494.23,73516.96,-44.12001,-9.258935,0.5856901,3.9426425,40300,-5.7326927,-6.161653,,9.362108,403,0.82118624,18205954,129.82663,581512.6,100.0,1.3755368e-07,12.052768,,99.0
[-0.49  -0.332  0.008 -0.303 -0.833],0.33657578,77.51486,54817.94956755638,1.1214124,-17.351262577786613,-11.3518095,100,464.8,1.4336448,-51.92343,-12.041299,0.58568054,0.43449366,40400,-11.188086,-11.889204,,9.963141,404,0.991786,18252434,3.9731143,1.6588571,100.0,0.24016696,11.626264,,99.0
[-0.491 -0.333  0.01  -0.301 -0.833],403.51633,101.28208,54960.04797697067,143.1067,-12.913903892841828,-10.725304,100,473.78,1068.5471,-46.889908,-11.238467,0.58642906,2.0876524,40500,-9.124904,-9.930158,,10.114464,405,0.91155237,18299812,64.21894,5907.3203,100.0,4.900348e-05,13.553964,,99.0
[-4.903e-01 -3.290e-01 -4.620e-04 -3.048e-01 -8.325e-01],3.2649894,81.88029,55089.65769100189,3.6024487,-15.093084643671778,-10.412361,100,457.05,10.898321,-59.203583,-11.012118,0.5822923,1.1747252,40600,-9.08397,-9.738283,,12.043773,406,0.9895546,18345517,27.055962,23.13851,100.0,0.013192587,17.572268,,99.0
[-0.505 -0.338 -0.004 -0.307 -0.837],10.0898905,82.10583,55218.03672814369,8.588826,-13.268845296789612,-11.025956,100,461.87,34.405285,-60.989838,-11.553222,0.5820151,1.0469514,40700,-9.035517,-9.665432,,11.300287,407,0.7926944,18391704,14.558142,69.94994,100.0,0.0020217686,9.234284,,99.0
[-0.506 -0.341 -0.008 -0.299 -0.837],0.2344535,97.34173,55352.59529924393,1.2039908,-5.434151011844007,-10.307403,100,489.96,1.5060724,-43.42907,-10.523339,0.5820141,0.45095244,40800,-10.204376,-10.423994,,8.249496,408,0.95958346,18440700,4.658163,1.7448245,100.0,0.107759506,15.258776,,99.0
[-0.506 -0.34  -0.01  -0.301 -0.837],1424.7151,99.28903,55478.270746946335,418.20844,-15.371322669178412,-11.090381,100,476.1,3993.2153,-47.26418,-11.701193,0.581041,3.6564574,40900,-8.802214,-9.847882,,8.66096,409,1.1261424,18488310,76.62526,20144.326,100.0,2.0780706e-05,6.491273,,99.0
[-0.508 -0.337 -0.023 -0.3   -0.838],33728.234,14647.487,55590.94957304001,5182.4893,-29.180408959709457,-11.390517,100,440.33,65544.32,-53.573147,-12.550063,0.59839284,57.87024,41000,2.6535559,-1.402473,,10.791851,410,4.0039372,18532343,1800.1589,1162378.1,100.0,5.495537e-06,15.790361,,99.0
[-0.489 -0.303 -0.015 -0.277 -0.821],22.458204,145.26405,55706.269726514816,15.878002,-21.69662650896099,-12.779833,100,457.0,73.812874,-66.10344,-13.641995,0.5939307,2.7178006,41100,-11.1855755,-12.273147,,11.803181,411,1.2486355,18578043,51.163795,192.05174,100.0,0.0011930477,17.809086,,99.0
[-0.505 -0.31  -0.009 -0.281 -0.825],1019883.2,8129.6987,55833.214576244354,253817.4,-3.087815509858566,-9.667671,100,491.05,3858626.0,-35.494873,-9.790372,0.59319437,56.487194,41200,-1.126163,-2.624465,,7.6860895,412,4.08792,18627148,1828.3191,22855888.0,100.0,1.265156e-07,10.353879,,99.0
