EntropyCoefficient,MeanEntropy,MeanIW,EmpiricalD2,StdD2w0t,InitialReturnStd,TimeElapsed,Weights,TimestepsSoFar,StdIW,EpThisIter,Iteration,EpisodesSoFar,Bound,MinIW,MaxD2w0t,InitialReturnMax,InitialReturnMean,ReturnStepMax,InitialBound,InitialReturnMin,MaxIW,ReturnStepMaxmin,J_sample_variance,ReturnMeanIW,EpLenMean,EpRewMean,MeanD2w0t,MinD2w0t
10.0,0.41877398,0.55085176,171.4592,17.878649,2.9306738,1155.6763632297516,[-0.81   0.947 -0.264 -0.102 -1.023],135918,0.79523844,100,81,8100,-60.725224,8.0584156e-05,1248.5317,-80.05037,-92.71935,100.0,-90.49794,-96.68409,9.8265705,99.36219,4679.1826,-53.09539,16.38,-107.3289737438537,0.8873546,
10.0,0.41843763,0.72361326,31.019869,6.0967174,2.6395738,1170.311827659607,[-0.846  0.936 -0.246 -0.08  -1.   ],137544,0.9105377,100,82,8200,-71.987305,0.002484194,286.21985,-82.38788,-92.92187,100.0,-90.72809,-98.150085,10.732279,99.39738,6584.2437,-69.0931,16.26,-107.43989835473447,0.33961686,
10.0,0.42342958,0.7764105,29.410688,3.408577,2.5927062,1184.9566118717194,[-0.835  0.92  -0.256 -0.047 -1.001],139146,1.154067,100,83,8300,-75.081154,0.003438805,165.8494,-84.6823,-93.42469,100.0,-90.942154,-98.492615,9.235735,99.356926,10449.415,-73.333534,16.02,-107.75836926842794,0.25090858,
10.0,0.4236725,0.48165438,51.658722,4.216726,2.6444168,1198.01997256279,[-0.821  0.938 -0.262 -0.072 -0.995],140729,0.78535503,100,84,8400,-54.40333,0.0006011506,299.86087,-83.05077,-93.31815,100.0,-90.8044,-97.89159,8.345374,99.35178,4690.051,-47.323006,15.83,-107.46972882735179,0.34103754,
10.0,0.3928223,0.6871752,22.344088,4.3797765,2.2929132,1211.906662940979,[-0.827  0.93  -0.222 -0.077 -0.995],142297,1.4093314,100,85,8500,-66.07997,0.0010088735,787.85974,-86.04563,-93.155075,100.0,-90.63371,-96.78361,26.574568,99.3553,15215.383,-65.49853,15.68,-107.14644160268142,0.14678007,
10.0,0.38916016,0.6896291,14.218485,2.7900643,2.6575418,1221.6677997112274,[-0.781  0.942 -0.235 -0.031 -1.026],143891,0.706675,100,86,8600,-68.66259,0.00084937835,154.05713,-80.33352,-93.085526,100.0,-90.99965,-97.582664,5.8824115,99.3779,3955.098,-65.48918,15.94,-107.30444885862902,0.18431106,
10.0,0.3893212,0.6355743,100.857155,10.016011,2.177718,1236.6963982582092,[-0.755  0.935 -0.248  0.006 -1.03 ],145451,1.1982017,100,87,8700,-67.07396,0.0006722321,543.1366,-86.08761,-93.532814,100.0,-91.48644,-97.98709,12.156885,99.39989,10953.943,-60.910458,15.6,-107.47246687191235,0.57995194,
10.0,0.3790117,0.44492382,185.56842,13.667231,2.6214235,1249.4629776477814,[-0.74   0.955 -0.266 -0.009 -1.03 ],147028,1.1202364,100,88,8800,-52.01552,0.0002027656,791.78107,-79.93124,-93.47231,100.0,-91.36701,-97.00684,47.69596,99.36464,8575.499,-43.63742,15.77,-107.59487981959931,0.86640763,
10.0,0.3705181,0.37188485,175.19608,10.878166,2.5584178,1261.815094947815,[-0.72   0.997 -0.267 -0.018 -1.04 ],148635,0.9233459,100,89,8900,-46.046413,7.524605e-05,611.6826,-82.34548,-93.35648,100.0,-91.24384,-97.022934,14.764782,99.390396,6385.1665,-37.517704,16.07,-107.74173520455567,0.7530788,
10.0,0.3763602,0.47196212,235.4154,14.850352,2.8762953,1277.1113586425781,[-0.694  1.043 -0.264 -0.02  -1.048],150200,1.0510644,100,90,9000,-55.58972,0.00015894065,852.1915,-79.881905,-93.03016,100.0,-91.05988,-97.52776,21.833466,99.38694,8511.522,-46.40469,15.65,-106.96997854493033,0.9086537,
10.0,0.3428828,0.34001043,269.29578,17.244043,2.5578928,1291.5975856781006,[-0.728  1.    -0.269 -0.019 -1.043],151767,1.0920966,100,91,9100,-46.084293,5.0981656e-05,938.1074,-83.38583,-93.262794,100.0,-91.16889,-97.49052,31.325277,99.36327,9141.708,-34.806973,15.67,-107.24234400503173,1.1163293,
10.0,0.33228153,0.7050131,22.87101,5.403696,2.7279904,1306.2837405204773,[-0.757  0.958 -0.264 -0.014 -1.076],153416,0.6931644,100,92,9200,-70.746765,0.00045633467,285.2714,-85.18947,-93.27236,100.0,-91.77001,-97.550896,11.417652,99.354965,3954.7576,-66.73724,16.49,-108.03680965817813,0.28809017,
10.0,0.34573025,0.63620114,205.71193,17.004074,2.669194,1319.0935850143433,[-0.76   0.945 -0.298  0.002 -1.087],155041,1.8187389,100,93,9300,-68.369736,3.537794e-05,1647.2072,-85.103836,-93.40884,100.0,-91.74183,-97.8771,16.627834,99.3486,24769.959,-61.172417,16.25,-107.95699530364702,0.74667406,
10.0,0.34179088,0.31609502,214.95708,16.116617,2.765325,1331.973871231079,[-0.744  0.996 -0.292  0.016 -1.073],156654,0.7050968,100,94,9400,-41.833805,0.00021303321,943.93616,-82.76711,-92.98811,100.0,-91.315414,-97.565254,24.911692,99.36343,3542.0808,-32.27154,16.13,-107.3959556420636,1.0197295,
10.0,0.33096215,0.7996814,24.984121,5.121713,2.3645377,1344.9358983039856,[-0.725  1.036 -0.293  0.007 -1.077],158227,0.6937596,100,95,9500,-77.38068,0.0005358342,333.6471,-83.417244,-93.25259,100.0,-91.71364,-97.26006,15.396286,99.35456,3819.1409,-75.46599,15.73,-107.3056266823652,0.27368945,
10.0,0.32970542,0.80836403,44.000473,7.098386,2.460551,1358.3148076534271,[-0.739  1.058 -0.261 -0.004 -1.088],159804,1.0382987,100,96,9600,-80.88777,0.0015199482,483.6759,-84.18422,-93.16835,100.0,-91.771355,-97.23276,15.197615,99.37839,8918.045,-75.92453,15.77,-107.26019610392095,0.3617767,
10.0,0.31979454,0.6342707,127.25917,24.282246,1.8540214,1371.7811334133148,[-0.737  1.082 -0.229 -0.011 -1.089],161323,1.0226148,100,97,9700,-66.43864,0.000474263,4521.9233,-86.02658,-93.33486,100.0,-91.624725,-96.46117,19.138046,99.38949,8242.047,-60.425976,15.19,-106.87433210150726,0.40850937,
10.0,0.31543723,0.88466626,4.4929185,0.46249816,2.3344963,1385.3525111675262,[-0.693  1.113 -0.233  0.026 -1.099],162870,0.90285784,100,98,9800,-82.07027,0.005477562,47.19008,-86.38198,-93.51203,100.0,-91.96071,-97.97886,5.7579947,99.37665,6275.06,-82.65119,15.47,-107.3587521180562,0.053691857,
10.0,0.31112668,0.58043456,56.622738,6.7794566,2.1223667,1399.4848942756653,[-0.683  1.14  -0.228  0.057 -1.103],164450,0.7052015,100,99,9900,-61.61873,0.00021092089,329.70215,-87.17483,-93.334305,100.0,-91.87681,-96.83696,5.313778,99.356064,3999.8374,-56.28546,15.8,-107.44319213232069,0.44259298,
,0.26455474,0.532797,163.17221,21.446898,2.0119839,1410.922479391098,[-0.682  1.127 -0.211  0.077 -1.108],165939,1.2020626,100,100,10000,-60.60902,6.077517e-05,2571.389,-87.38043,-93.68399,100.0,-95.2993,-97.73411,51.9498,99.41755,12035.345,-52.059227,14.89,-106.99203367310807,0.6767892,
,0.2601626,0.5926342,42.33916,3.4289305,2.336711,1427.2421569824219,[-0.625  1.127 -0.244  0.096 -1.154],167562,0.690822,100,101,10100,-66.526146,0.0001561198,170.97871,-86.1924,-93.1444,100.0,-94.912476,-96.8195,9.071981,99.38504,3706.5552,-57.36332,16.23,-107.6708618033365,0.26729947,
,0.24389584,0.6695023,28.032717,5.6105075,2.639549,1439.0281655788422,[-0.619  1.143 -0.269  0.098 -1.159],169130,1.1040089,100,102,10200,-72.74567,6.300235e-05,296.8215,-85.811714,-93.621376,100.0,-95.38959,-97.46801,22.824636,99.360886,9530.44,-64.07076,15.68,-107.67878596659965,0.36373106,
,0.2361662,0.6064335,35.182198,11.091127,2.1389349,1452.5964255332947,[-0.617  1.137 -0.307  0.113 -1.175],170742,0.9472102,100,103,10300,-67.04375,0.00045434647,815.2921,-87.07142,-93.780205,100.0,-95.619896,-96.89855,9.706124,99.385605,7113.9224,-58.143322,16.12,-108.27476913210323,0.44574746,
,0.22937217,0.41439524,116.93334,7.77876,1.9988945,1466.413343667984,[-0.635  1.147 -0.272  0.094 -1.183],172278,0.5974245,100,104,10400,-53.934437,0.00011085459,400.28604,-85.91136,-93.49815,100.0,-95.16767,-96.56083,9.993396,99.38762,2614.8098,-41.339336,15.36,-107.23029387501867,0.54432577,
,0.22583272,0.5969342,109.22077,8.154392,2.9479244,1478.2722630500793,[-0.61   1.156 -0.302  0.1   -1.19 ],173845,0.983568,100,105,10500,-72.35293,7.693861e-05,708.3212,-79.50656,-93.81237,100.0,-95.66457,-97.58139,42.893585,99.40532,7216.8384,-56.63032,15.67,-107.87868821861258,0.5606944,
,0.21715215,0.67012405,32.33257,7.292665,2.512347,1492.5105922222137,[-0.632  1.149 -0.272  0.098 -1.193],175418,0.9827017,100,106,10600,-71.78156,0.0024664868,388.7854,-83.37903,-93.34067,100.0,-95.03685,-97.241295,8.171794,99.38928,7905.8203,-64.524254,15.73,-107.399882674163,0.39653897,
,0.20118411,0.59760034,27.780811,8.856085,2.4649715,1505.58562707901,[-0.605  1.141 -0.279  0.135 -1.202],177023,0.6616815,100,107,10700,-64.105125,0.0061122007,845.71985,-85.59311,-93.50806,100.0,-95.21191,-98.0399,5.836503,99.34243,3463.1824,-57.01237,16.05,-107.88466077478584,0.31485227,
,0.1881824,0.6889834,43.42573,4.525308,2.479599,1516.8424360752106,[-0.592  1.149 -0.242  0.117 -1.218],178583,1.0729256,100,108,10800,-75.341286,0.00010945479,199.78755,-85.40782,-93.40848,100.0,-95.10403,-97.35816,12.9674,99.36794,9046.758,-65.96071,15.6,-107.35909348955582,0.3486347,
,0.18535662,0.44958743,186.9205,17.261986,2.1739786,1529.3629772663116,[-0.595  1.147 -0.216  0.131 -1.231],180158,1.2196476,100,109,10900,-57.12272,0.00012618274,1377.6312,-86.42042,-93.63643,100.0,-95.38389,-97.96341,37.879875,99.387184,11062.775,-45.001698,15.75,-107.74387404214798,0.9923021,
,0.1765108,0.5506419,35.33338,4.818788,2.1956697,1543.792290687561,[-0.608  1.117 -0.214  0.146 -1.234],181718,1.1733482,100,110,11000,-63.331696,0.0023890762,272.93115,-87.32504,-93.41717,100.0,-95.11298,-97.211044,16.575283,99.38792,11505.755,-53.09239,15.6,-107.37630927313037,0.40321672,
,0.17427051,0.5696521,108.41619,7.4473014,1.8289821,1556.981193304062,[-0.6    1.126 -0.173  0.142 -1.242],183210,1.2398449,100,111,11100,-64.3118,0.0010031912,399.9636,-86.80203,-93.95544,100.0,-95.52136,-97.084236,28.956968,99.39861,12254.962,-55.551434,14.92,-107.32861202968041,0.5042004,
,0.17866547,0.6185269,45.18121,6.257174,2.1100163,1573.0741505622864,[-0.608  1.088 -0.169  0.14  -1.245],184758,0.9945427,100,112,11200,-70.22068,0.00020264921,289.87653,-85.72213,-93.39175,100.0,-95.131035,-97.51012,6.8421726,99.382835,7624.825,-58.63313,15.48,-107.2396528826278,0.451914,
,0.17427048,0.62480843,19.358679,2.0667121,2.1296642,1587.235591173172,[-0.606  1.08  -0.198  0.12  -1.24 ],186284,0.89360195,100,113,11300,-66.61152,0.002988938,324.82144,-86.822205,-93.6295,100.0,-95.347145,-97.20079,6.4949474,99.36574,6242.544,-59.807552,15.26,-107.28931163354599,0.105505094,
,0.1456944,0.64293844,97.95461,15.103139,2.1598773,1599.5910897254944,[-0.635  1.054 -0.202  0.1   -1.245],187816,1.1811469,100,114,11400,-68.5482,0.00033493005,1597.3054,-86.27468,-93.57764,100.0,-95.17049,-98.06175,9.669339,99.35262,11134.143,-61.682476,15.32,-107.27339913768232,0.42643633,
,0.14935301,0.6887996,23.681404,3.4459949,2.071653,1612.056389093399,[-0.653  1.039 -0.179  0.071 -1.273],189324,0.88618946,100,115,11500,-72.27416,0.0022943825,463.848,-84.805626,-93.60877,100.0,-95.40862,-97.43163,11.28615,99.37144,6446.476,-65.57414,15.08,-107.08987022211463,0.15507464,
,0.14348057,0.55582917,54.468575,7.9121213,2.4766357,1625.8860321044922,[-0.643  1.064 -0.155  0.084 -1.27 ],190906,0.9747889,100,116,11600,-66.00598,0.0011813883,667.6033,-82.831955,-93.20038,100.0,-94.94115,-97.434525,17.118898,99.38656,7229.3105,-53.510723,15.82,-107.33056983351011,0.48879617,
,0.156385,0.65929216,13.646602,1.8066396,2.2509608,1638.7215423583984,[-0.626  1.06  -0.191  0.093 -1.275],192516,0.70066446,100,117,11700,-71.77372,0.006377769,67.81384,-85.2779,-93.25243,100.0,-95.292244,-97.253525,5.8081145,99.39756,4067.1501,-63.38392,16.1,-107.64620964421295,0.16883433,
,0.15449212,0.5852767,191.31522,25.238804,2.342765,1652.024165391922,[-0.64   1.067 -0.169  0.11  -1.263],194128,0.8466718,100,118,11800,-68.839096,0.00016774643,2370.5874,-86.30834,-93.40876,100.0,-95.13545,-97.39737,7.1362166,99.387535,5370.2837,-56.572327,16.12,-107.85505369639773,1.3057404,
,0.12485798,0.65479785,76.80937,5.4781065,2.5765126,1665.8182377815247,[-0.633  1.083 -0.171  0.082 -1.264],195706,1.2223186,100,119,11900,-71.241806,7.85657e-05,248.62267,-83.87965,-93.367165,100.0,-95.11017,-97.34524,15.006368,99.384636,11395.924,-62.447544,15.78,-107.46842407694356,0.36311442,
,0.09574295,0.4668998,281.91348,16.864685,2.4688568,1679.0897777080536,[-0.663  1.067 -0.157  0.085 -1.294],197276,1.2468977,100,120,12000,-59.758522,3.3354238e-05,865.87415,-85.346306,-93.41277,100.0,-95.109566,-96.918945,45.24695,99.37997,11398.008,-45.530922,15.7,-107.43797052380744,1.0154656,
,0.09584506,0.4935438,55.191498,10.061575,2.3839412,1693.2483639717102,[-0.627  1.1   -0.154  0.085 -1.323],198856,0.59312505,100,121,12100,-59.06598,0.00053715135,1722.8735,-85.09937,-93.357605,100.0,-95.14357,-97.86826,7.414949,99.377785,2756.5085,-48.181587,15.8,-107.47762104254915,0.36237434,
,0.091395594,0.33695155,196.31339,10.894451,2.2344875,1708.1089766025543,[-0.613  1.119 -0.122  0.101 -1.323],200420,0.73988163,100,122,12200,-46.126,0.00041442242,470.84933,-86.35251,-93.59625,100.0,-95.40463,-97.40625,6.081506,99.38749,3772.795,-34.01126,15.64,-107.5973527685354,0.76224375,
,0.09891301,0.7504299,44.106358,5.1933465,2.47106,1722.3352885246277,[-0.635  1.084 -0.122  0.098 -1.328],201993,0.9804519,100,123,12300,-78.098366,0.0022623849,373.2932,-85.3398,-93.230965,100.0,-94.9927,-96.73877,12.832771,99.33954,7664.8364,-71.45797,15.73,-107.28447795977893,0.28928158,
,0.08206369,0.6619917,28.719093,3.559422,2.2436297,1737.4246385097504,[-0.621  1.105 -0.107  0.091 -1.32 ],203607,0.7583634,100,124,12400,-73.256294,3.320884e-05,141.77925,-86.94289,-93.46987,100.0,-95.30348,-97.958496,11.616804,99.37033,4691.984,-63.759468,16.14,-107.9169575658587,0.28916925,
,0.06976541,0.7346795,41.288857,4.6784635,2.4729266,1748.7221841812134,[-0.62   1.103 -0.083  0.103 -1.337],205171,1.1453254,100,125,12500,-79.393105,0.0016837528,293.28552,-86.32738,-93.383484,100.0,-95.03029,-98.23482,13.132736,99.37482,10602.1455,-69.78892,15.64,-107.36978282208642,0.32281476,
,0.04857192,0.7408292,31.43505,5.138192,2.0621605,1762.5733683109283,[-0.628  1.107 -0.116  0.103 -1.349],206732,0.92700106,100,126,12600,-76.316826,8.879682e-05,325.14438,-86.81319,-93.072136,100.0,-94.807106,-96.90944,6.359524,99.38162,7120.838,-69.98076,15.61,-106.97322360021039,0.2979914,
,0.025587559,0.55419177,72.938416,15.717374,2.0933003,1773.9416563510895,[-0.659  1.126 -0.132  0.143 -1.37 ],208268,0.9180172,100,127,12700,-64.23347,0.00054915505,836.747,-87.23156,-93.30959,100.0,-94.925255,-97.028755,18.185043,99.39614,6476.632,-53.587082,15.36,-107.01507408971537,0.78166693,
,0.024337864,0.35055214,191.42827,11.16077,2.1703389,1787.1804313659668,[-0.664  1.144 -0.144  0.189 -1.393],209886,0.7424702,100,128,12800,-50.018417,0.0008892347,587.0134,-86.549095,-93.56268,100.0,-95.37901,-97.07415,14.516297,99.355606,4570.8564,-36.745274,16.18,-108.07035611781866,0.74425143,
,0.029500205,0.49741122,259.9406,17.484272,2.0432973,1802.2264370918274,[-0.689  1.113 -0.147  0.187 -1.395],211441,1.1541438,100,129,12900,-62.66645,0.00013290491,931.86304,-87.540886,-93.48445,100.0,-95.13172,-97.88217,8.494947,99.353966,10474.671,-49.016407,15.55,-107.40019689374164,1.0023472,
,0.021757266,0.54924035,62.277065,5.1615133,2.031731,1816.9684612751007,[-0.704  1.087 -0.137  0.184 -1.389],212959,0.747512,100,130,13000,-64.88637,0.0009773484,384.03717,-88.279655,-93.731155,100.0,-95.4021,-97.95771,12.776035,99.38559,4380.6914,-53.367702,15.18,-107.32282828665963,0.3812392,
,0.015960848,0.68242854,43.693935,12.238383,1.9980288,1832.0973875522614,[-0.698  1.092 -0.164  0.183 -1.397],214506,0.6188394,100,131,13100,-72.61702,0.0003251651,1332.893,-87.01643,-93.906715,100.0,-95.67673,-97.0199,15.371958,99.372574,3194.15,-64.9801,15.47,-107.78976575709426,0.4117054,
,0.00958633,0.6817335,23.132832,4.5921373,2.2315078,1846.4231572151184,[-0.706  1.086 -0.187  0.2   -1.403],216082,0.8212124,100,132,13200,-74.3122,0.0010851279,598.1963,-86.72248,-93.68186,100.0,-95.43043,-98.151085,5.968555,99.35495,5250.762,-64.938934,15.76,-107.81158411878815,0.26481766,
,0.0047150874,0.34874195,135.91696,7.895814,2.222308,1860.9484074115753,[-0.727  1.074 -0.2    0.169 -1.409],217680,0.82393223,100,133,13300,-47.104794,0.00066849764,367.47308,-88.0365,-93.53089,100.0,-95.3832,-97.61045,22.47813,99.37631,5422.56,-36.34862,15.98,-107.88572905910874,0.58298355,
,0.00450325,0.7073481,52.342617,10.456912,2.2092612,1875.8136184215546,[-0.748  1.044 -0.202  0.169 -1.414],219243,1.0503752,100,134,13400,-75.95776,0.0002756258,819.84753,-83.09053,-93.85516,100.0,-95.53515,-97.27328,54.00917,99.38836,8191.545,-67.757324,15.63,-107.90352544711168,0.52526295,
,0.005433926,0.55744725,53.956974,4.0069513,2.390033,1890.9371638298035,[-0.753  1.045 -0.172  0.152 -1.414],220819,0.97694594,100,135,13500,-63.427788,0.00025425229,241.42685,-83.19253,-93.285545,100.0,-95.06977,-97.371704,10.583456,99.39303,7697.8916,-54.411167,15.76,-107.37300045177174,0.2980599,
,-0.0032813838,0.61104286,118.251396,7.8175387,2.3758736,1904.4683907032013,[-0.74   1.059 -0.188  0.152 -1.414],222400,1.9619373,100,136,13600,-68.79844,0.00024754152,599.2186,-85.70958,-93.584915,100.0,-95.2626,-97.337715,26.962975,99.408844,30659.002,-59.25325,15.81,-107.75590308825585,0.4839987,
,-0.00845308,0.39228,204.95216,13.527947,1.9463791,1920.15403175354,[-0.73   1.093 -0.191  0.161 -1.422],223927,0.757453,100,137,13700,-52.15887,6.623844e-05,794.9828,-87.46242,-93.48787,100.0,-95.18001,-97.43715,14.125738,99.39565,4490.745,-39.61076,15.27,-107.14322967631755,0.8856296,
,-0.00885393,0.7207853,27.873127,3.2886043,2.3480241,1935.5830829143524,[-0.745  1.061 -0.193  0.163 -1.427],225464,0.69300693,100,138,13800,-73.1253,0.0012770023,179.64888,-86.63702,-93.45137,100.0,-95.21173,-97.37424,8.645768,99.37662,3842.0671,-67.99527,15.37,-107.20115417583067,0.22114028,
,-0.013493681,0.712107,39.604313,5.51762,2.5357478,1949.5534586906433,[-0.735  1.077 -0.169  0.163 -1.428],227025,1.0491804,100,139,13900,-77.64848,0.0003918329,329.92703,-86.10135,-93.45596,100.0,-95.220024,-97.00499,12.018474,99.38609,9115.574,-67.83947,15.61,-107.42673609627467,0.40088612,
,-0.014885605,0.7548219,28.82577,3.0973055,2.0351963,1962.8942425251007,[-0.74   1.095 -0.137  0.168 -1.432],228577,1.0934986,100,140,14000,-80.839775,0.0011413427,334.90808,-86.696014,-93.62165,100.0,-95.50402,-97.24706,20.5227,99.38061,9271.397,-71.80047,15.52,-107.50060895989783,0.14573972,
,-0.019767752,0.5914541,79.071754,12.782111,1.9688007,1975.6264579296112,[-0.724  1.116 -0.144  0.182 -1.434],230067,0.5812381,100,141,14100,-62.989685,0.0043976777,1576.0337,-87.19173,-93.12406,100.0,-94.84934,-97.11579,8.724222,99.36577,2721.5957,-56.883026,14.9,-106.37583398750759,0.3205178,
,-0.02341209,0.53147984,153.98747,31.197748,2.174667,1989.026859998703,[-0.756  1.101 -0.168  0.172 -1.439],231657,0.7179262,100,142,14200,-62.83815,0.00018610829,5428.922,-87.57149,-93.46487,100.0,-95.41832,-97.78104,14.087549,99.37332,3908.542,-51.293125,15.9,-107.71817493776771,0.8351062,
,-0.020034906,0.6896103,14.806414,2.8107746,2.5254273,2004.4914531707764,[-0.737  1.106 -0.191  0.196 -1.442],233293,0.80325073,100,143,14300,-74.79028,0.0010816259,239.44836,-86.15674,-93.23564,100.0,-95.15932,-97.5375,7.9420295,99.36332,5071.8545,-66.32496,16.36,-107.87983164935532,0.22004448,
,-0.02333101,0.7566696,49.730694,7.780151,2.1714582,2019.3283243179321,[-0.743  1.103 -0.195  0.17  -1.439],234839,0.92543006,100,144,14400,-77.748146,0.0011866083,673.95966,-87.85288,-93.73214,100.0,-95.32991,-97.05669,5.7620697,99.373505,7309.3096,-71.680954,15.46,-107.60576183286635,0.37997988,
,-0.030104598,0.63172626,57.294067,10.250481,2.4091358,2033.6311204433441,[-0.729  1.115 -0.167  0.165 -1.442],236417,0.8643615,100,145,14500,-70.37576,0.0024788124,500.02008,-82.527885,-93.768974,100.0,-95.54143,-98.03265,14.082599,99.36803,5819.1826,-61.284687,15.78,-107.93745693029867,0.59890264,
,-0.053720385,0.80889714,30.036709,3.5531611,2.2208772,2047.7291369438171,[-0.73   1.124 -0.165  0.137 -1.449],237978,1.2916377,100,146,14600,-83.877686,0.0009805637,457.23364,-86.974,-93.6737,100.0,-95.41996,-97.54058,9.796083,99.38203,13425.823,-76.59983,15.61,-107.66958078965011,0.1825923,
,-0.050710972,0.6710797,109.79165,10.415408,2.2234187,2060.5036747455597,[-0.725  1.105 -0.15   0.119 -1.473],239495,1.3808564,100,147,14700,-73.72977,0.0005739551,612.17865,-86.97839,-93.316895,100.0,-94.903496,-97.85118,19.898407,99.3818,14872.134,-63.972214,15.17,-106.8523438582798,0.6001298,
,-0.052471444,0.70915306,137.67091,12.464866,2.4839401,2073.772370815277,[-0.73   1.086 -0.144  0.127 -1.47 ],241069,2.2038965,100,148,14800,-76.15828,6.3791835e-05,996.06586,-84.47669,-93.3837,100.0,-95.03163,-97.665825,17.260778,99.37068,35219.727,-66.40829,15.74,-107.44381972853404,0.7227242,
,-0.057078302,0.53378224,150.02917,25.356268,2.1464198,2089.061244249344,[-0.714  1.106 -0.146  0.117 -1.471],242632,0.75541526,100,149,14900,-64.74304,0.00015731712,3574.9907,-87.11862,-93.747185,100.0,-95.578285,-98.103065,60.764404,99.36431,3964.4314,-53.306927,15.63,-107.76918346456233,0.75855595,
,-0.0625892,0.6847122,152.5518,11.240129,1.9149148,2105.486784696579,[-0.726  1.101 -0.118  0.099 -1.476],244142,0.9445049,100,150,15000,-75.35324,0.00086813455,691.3959,-86.95472,-93.57342,100.0,-95.215576,-97.03073,16.28124,99.38749,6792.3853,-65.58881,15.1,-107.06673750691841,0.6086589,
,-0.062868655,0.35828942,164.02666,10.721151,2.3634224,2118.3982722759247,[-0.746  1.086 -0.102  0.095 -1.482],245672,0.7935692,100,151,15100,-48.598614,0.00020401884,628.3894,-81.33705,-93.56408,100.0,-95.234116,-98.6461,10.8929405,99.36313,5197.8477,-36.632706,15.3,-107.26432502983926,0.72085583,
,-0.064667344,0.60272646,55.787163,9.093879,1.9468068,2133.0660321712494,[-0.732  1.115 -0.1    0.094 -1.482],247159,0.8953518,100,152,15200,-65.79978,0.00012878122,640.52484,-86.53468,-93.64219,100.0,-95.22989,-96.97499,15.309899,99.355675,6607.274,-57.911293,14.87,-106.92646127593818,0.4752876,
,-0.0653709,0.8145617,47.202934,3.9344404,2.8956587,2144.443558692932,[-0.737  1.101 -0.117  0.062 -1.484],248743,1.596354,100,153,15300,-86.00065,0.0009475627,176.38522,-81.61429,-92.97743,100.0,-94.71445,-97.92922,27.035198,99.36766,20383.166,-76.96242,15.84,-107.09924980001489,0.28368554,
,-0.062174328,0.69303006,23.979155,2.9016247,2.6189353,2157.6339781284332,[-0.725  1.111 -0.133  0.059 -1.484],250339,0.74552214,100,154,15400,-74.08183,0.001445631,107.68381,-85.49709,-93.01705,100.0,-94.91295,-96.78894,7.911704,99.35829,4516.272,-66.09744,15.96,-107.27517843908483,0.22721894,
,-0.057658385,0.6119144,70.18839,8.661819,2.1427693,2169.3693957328796,[-0.727  1.108 -0.116  0.07  -1.481],251874,0.9286811,100,155,15500,-67.574844,0.0006204861,530.191,-87.86857,-93.41128,100.0,-94.945625,-97.98265,24.720987,99.366936,6939.448,-59.629795,15.35,-107.13630151629708,0.5622121,
,-0.055195015,0.40273815,145.72392,11.45522,2.0520763,2182.552383184433,[-0.728  1.093 -0.115  0.088 -1.477],253396,1.0243448,100,156,15600,-51.41814,0.0006012796,582.75336,-87.1417,-93.469246,100.0,-95.03161,-97.27748,13.034573,99.35927,7888.6934,-39.734398,15.22,-107.08480066608199,0.78182304,
,-0.06377392,0.8121885,6.2820754,0.8471728,2.109372,2198.604700088501,[-0.73   1.125 -0.115  0.085 -1.474],254915,0.97431254,100,157,15700,-81.814545,0.0116283465,104.97771,-86.089096,-93.55992,100.0,-95.36052,-97.36267,5.8217793,99.38632,7382.8403,-76.27471,15.19,-107.13420727416806,0.06351548,
,-0.06781191,0.42547765,89.25882,12.1877165,1.9347659,2212.435295343399,[-0.706  1.138 -0.111  0.104 -1.483],256431,0.78896254,100,158,15800,-53.280636,0.000516402,1162.3021,-86.29076,-93.25257,100.0,-94.864204,-97.36314,12.588266,99.34137,4899.887,-41.289253,15.16,-106.74940054611994,0.77362955,
,-0.067739904,0.3227489,92.613655,16.318449,2.0385206,2226.876106262207,[-0.704  1.151 -0.076  0.106 -1.487],257930,0.42469156,100,159,15900,-42.052498,0.00033084527,2385.0303,-85.136826,-93.32999,100.0,-94.94091,-96.874664,8.434333,99.37165,1376.2,-32.391644,14.99,-106.70104379307296,0.5135487,
,-0.06988315,0.7159183,30.09715,2.8594673,2.135291,2240.6251175403595,[-0.719  1.135 -0.077  0.065 -1.487],259482,0.8107568,100,160,16000,-76.90748,0.00045624285,242.66342,-85.68937,-93.13614,100.0,-94.892815,-97.87326,12.599529,99.345604,5279.329,-67.608765,15.52,-106.97630143992419,0.20317051,
,-0.07366933,0.59004444,79.137726,8.867743,2.0983474,2255.247507572174,[-0.726  1.127 -0.057  0.065 -1.489],261046,0.833064,100,161,16100,-65.3504,0.0023011188,532.18304,-86.95557,-93.39858,100.0,-95.04553,-98.19204,11.967651,99.35271,5297.4526,-56.494156,15.64,-107.379282806089,0.4756695,
,-0.076776,0.43259087,101.24628,15.59367,2.3277936,2269.6563999652863,[-0.719  1.14  -0.068  0.055 -1.493],262592,0.8735268,100,162,16200,-54.49285,0.00039012107,1213.4086,-84.0547,-92.81162,100.0,-94.39373,-97.088745,20.922316,99.33381,6036.5044,-41.80677,15.46,-106.54966909775521,1.0195683,
