InitialReturnMax,EmpiricalD2,MaxIW,StdD2w0t,J_sample_variance,EpisodesSoFar,TimeElapsed,EpRewMean,ReturnStepMaxmin,InitialBound,EpLenMean,EpThisIter,TimestepsSoFar,Iteration,ReturnMeanIW,MeanIW,InitialReturnStd,InitialReturnMean,MeanEntropy,StdIW,MeanD2w0t,EntropyCoefficient,ReturnStepMax,InitialReturnMin,MinD2w0t,Bound,Weights,MaxD2w0t,MinIW
5.6284866,1.2168854,2.5094197,0.23322333,30125.828,7900,806.2575073242188,-117.99041238068315,89.97237,136.4567,23.58,100,283933,79,449.50357,1.1307276,1.4268295,6.8664554e-07,1.3817273,0.4950254,0.051773924,10.0,100.0,-3.4090424,,162.6303,[ 1.067 -0.028  0.357  0.359  0.008],1.4417866,0.21366902
3.765396,1.3052232,4.3905315,0.22839776,46830.19,8000,816.4991481304169,-117.31333830645418,89.82979,149.13628,23.07,100,286240,80,436.71307,1.0716643,1.4984939,-3.890991e-06,1.3946229,0.6121103,0.05001888,10.0,100.0,-3.3922272,,162.85574,[ 1.039 -0.03   0.338  0.355 -0.037],1.4921722,0.24374315
4.3725967,1.2674032,2.7947478,0.222908,31268.328,8100,825.2599539756775,-116.88231236181836,89.67471,148.67075,22.64,100,288504,81,455.5673,1.1037946,1.3873721,-4.196167e-06,1.4053646,0.4950546,0.048392676,10.0,100.0,-3.461563,,172.92627,[ 1.061 -0.01   0.351  0.354 -0.024],1.4471337,0.27949637
3.4652634,1.1208035,2.8205824,0.21461777,18501.605,8200,834.3882024288177,-117.05471874739641,89.641174,161.17963,22.6,100,290764,82,431.8519,1.0389143,1.3529031,4.653931e-06,1.4105872,0.37686908,0.04666391,10.0,100.0,-2.666916,,168.75085,[ 1.078  0.009  0.365  0.37  -0.014],1.1874937,0.39386788
3.8184738,1.4322798,4.9334316,0.24319257,75944.09,8300,842.774270772934,-117.8777476033435,89.959305,144.12585,23.48,100,293112,83,458.00516,1.1433747,1.4298352,-9.384155e-06,1.4300507,0.7685936,0.05343082,10.0,100.0,-3.110405,,172.78317,[ 1.044  0.005  0.354  0.372 -0.008],2.3657918,0.20040242
4.010536,1.0162301,1.4221418,0.2191499,1563.0385,8400,852.1314346790314,-119.36639982942364,90.46976,97.3866,25.05,100,295617,84,379.86874,1.0057544,1.326234,9.460449e-06,1.4332522,0.121012196,0.050328556,10.0,100.0,-2.937355,,98.77469,[1.053 0.038 0.362 0.416 0.011],1.0291384,0.7251948
4.4817657,1.1215789,2.458638,0.21663162,20024.973,8500,859.3872103691101,-115.98965623757414,89.22581,199.59613,21.59,100,297776,85,463.24768,1.0609558,1.4223756,4.5776366e-07,1.3935779,0.36220112,0.045968175,10.0,100.0,-3.5791397,,212.8445,[1.051 0.047 0.364 0.417 0.014],1.3040798,0.36083215
4.192314,1.0613755,2.1407206,0.21337582,8073.302,8600,868.950765132904,-117.18833749571942,89.79038,149.4264,23.04,100,300080,86,419.9855,1.0296645,1.3355322,6.1798096e-06,1.4059069,0.2551972,0.046889957,10.0,100.0,-3.5018158,,156.81078,[ 1.055  0.027  0.375  0.4   -0.025],1.1020117,0.60350066
6.489067,1.7766597,6.935075,0.25939068,151360.61,8700,877.7804012298584,-117.38771097301829,89.907936,146.59163,23.34,100,302414,87,480.0331,1.2090739,1.6844753,5.0354006e-06,1.3926876,1.0941671,0.05624063,10.0,100.0,-3.5405273,,185.6171,[ 1.024  0.03   0.365  0.396 -0.013],2.406015,0.11384218
4.517853,33.844006,545.21484,2.1825614,33688308.0,8800,887.0673584938049,-117.70581459714029,89.94186,135.64908,23.5,100,304764,88,948.9008,2.5292263,1.3425869,-1.6021728e-06,1.4349048,16.548538,0.22806922,10.0,100.0,-3.1274033,,306.76562,[ 1.079  0.049  0.376  0.374 -0.026],91.46408,0.0045472775
3.9525986,1.0630453,1.9347372,0.22491275,7243.032,8900,899.0993881225586,-118.99307216808828,90.32184,110.748245,24.59,100,307223,89,403.3304,1.0511671,1.5225146,-3.2043456e-06,1.4234642,0.24622507,0.051120304,10.0,100.0,-3.2416382,,121.22823,[ 1.005 -0.022  0.339  0.368  0.016],1.1736418,0.48109
4.7032394,1.1993395,2.4749372,0.2210068,24505.67,9000,908.1130430698395,-117.34779623045381,89.84442,142.7698,23.11,100,309534,90,433.1901,1.0703883,1.6062859,-1.5258789e-06,1.4090661,0.44114193,0.048559718,10.0,100.0,-3.605156,,155.36343,[ 1.018 -0.023  0.345  0.347  0.005],1.3484662,0.23241039
5.1283646,1.0787275,2.2459426,0.21454453,17192.799,9100,916.4536051750183,-116.5886391702018,89.27428,187.8288,21.74,100,311708,91,457.922,1.0547869,1.3698473,1.7547608e-06,1.3739142,0.3336358,0.045699384,10.0,100.0,-2.7192612,,197.12204,[ 1.032e+00  3.716e-04  3.497e-01  3.646e-01 -1.000e-02],1.2669572,0.34395424
3.7139587,1.7607074,7.4199467,0.26832083,159261.62,9200,924.4046730995178,-116.37445579549716,89.49214,171.1915,22.15,100,313923,92,517.7715,1.234162,1.2498016,-7.400513e-06,1.3501123,1.0440238,0.055775166,10.0,100.0,-2.5006714,,217.72058,[ 1.044  0.003  0.338  0.372 -0.045],4.6194525,0.03674979
3.551857,1.2482151,3.4246657,0.23010373,29579.75,9300,934.6799895763397,-118.55535080860044,90.24637,122.052574,24.31,100,316354,93,414.5875,1.073199,1.377689,3.1280517e-06,1.356333,0.5256598,0.051874742,10.0,100.0,-3.7536163,,136.99792,[ 1.077  0.017  0.369  0.438 -0.069],1.3568575,0.3057354
4.389206,1.0559471,2.1940203,0.21661681,8713.404,9400,943.1859366893768,-118.00790378028671,89.89226,156.7074,23.35,100,318689,94,422.10745,1.0456027,1.3666959,-6.866455e-06,1.3759695,0.256766,0.04793172,10.0,100.0,-3.1891327,,167.70552,[ 1.099  0.031  0.384  0.443 -0.063],1.1354253,0.5874037
3.3459396,4.256655,38.900047,0.38632983,963357.2,9500,952.0744054317474,-118.00728609472266,90.06673,95.911,23.76,100,321065,95,524.5075,1.358303,1.3157678,1.8310546e-06,1.3902514,2.7662907,0.07443998,10.0,100.0,-3.5405197,,137.99168,[ 1.077  0.055  0.374  0.444 -0.043],6.428062,0.027878173
4.786522,1.1235116,2.7607727,0.21376339,17976.201,9600,962.510694026947,-116.31261117815752,89.488235,184.18501,22.13,100,323278,96,441.23203,1.0350986,1.5918838,-6.790161e-06,1.398984,0.35145444,0.045956172,10.0,100.0,-3.7352371,,192.55972,[ 1.118  0.114  0.384  0.439 -0.029],1.3034539,0.35765633
4.886406,1.5055195,4.956532,0.24038623,91067.69,9700,970.7062523365021,-116.41527278088375,89.5732,146.98154,22.33,100,325511,97,492.77158,1.1903617,1.5254196,6.713867e-06,1.3597285,0.8354735,0.051427208,10.0,100.0,-2.2418747,,182.46527,[ 1.109  0.095  0.383  0.414 -0.02 ],2.0503483,0.040644284
3.4732208,1.7612671,5.9945364,0.23697555,136479.31,9800,978.6869277954102,-115.47341554932497,89.157425,183.65851,21.3,100,327641,98,520.2113,1.2103297,1.2446188,6.942749e-06,1.3730706,0.98258424,0.04912151,10.0,100.0,-3.3909073,,232.29245,[ 1.102  0.054  0.382  0.383 -0.059],2.4437199,0.09376775
3.4060898,1.0252054,1.4766743,0.20030664,3705.6726,9900,988.592246055603,-114.69272801454107,88.61643,209.02072,20.52,100,329693,99,465.83582,1.0133789,1.4622792,-1.6784668e-06,1.3597505,0.1485709,0.04143519,10.0,100.0,-3.2705994,,213.25922,[ 1.182  0.068  0.387  0.397 -0.046],1.0365971,0.68853533
5.2691116,1.2232475,3.3729777,0.21618344,37261.434,10000,996.8003911972046,-116.04678618827745,89.36813,169.59927,21.83,100,331876,100,459.17377,1.0714529,1.742866,-6.790161e-06,1.3710003,0.5135877,0.046088777,,100.0,-3.607666,,184.09543,[ 1.16   0.072  0.383  0.4   -0.059],1.4175215,0.35122722
3.8865738,16.995348,209.71828,1.319558,33372468.0,10100,1005.8968045711517,-115.45093056521284,89.05378,176.52234,21.2,100,333996,101,1137.5123,2.7772443,1.5396885,1.4801026e-05,1.4576566,14.919875,0.16224897,,100.0,-2.9965897,,447.55096,[ 1.193  0.087  0.379  0.394 -0.048],58.000217,0.019013328
5.158127,1.0263622,1.3472565,0.21043059,2880.0325,10200,1018.0730822086334,-116.9477052839153,89.69624,138.22476,22.7,100,336266,102,421.59198,1.0146971,1.548844,1.9836425e-06,1.4444454,0.14740403,0.045889124,,100.0,-3.4692688,,141.45248,[1.102 0.046 0.365 0.432 0.039],1.0471482,0.58708787
3.950119,9.620266,111.5777,0.75072193,6008997.5,10300,1027.0079243183136,-118.98653197069773,90.20617,103.89542,24.51,100,338717,103,684.9728,2.1920254,1.257549,1.3732911e-06,1.466381,10.468226,0.11578875,,100.0,-2.8025131,,176.66342,[1.092 0.042 0.363 0.438 0.026],19.708374,0.008358967
4.1716995,1.2849852,2.7179902,0.238947,23562.396,10400,1036.44011592865,-121.14347482144765,90.77002,89.21954,26.25,100,341342,104,398.33258,1.1192563,1.3043224,-5.340576e-07,1.4530411,0.51046634,0.05606744,,100.0,-2.912468,,111.57199,[ 1.06  -0.044  0.359  0.465  0.047],1.4033098,0.2853551
3.3561707,1.8083915,8.346873,0.26559508,170911.19,10500,1044.8221509456635,-120.8266803037723,90.60446,71.93146,25.72,100,343914,105,441.46985,1.2105117,1.0968137,2.7465821e-06,1.4613738,1.2706627,0.0604889,,100.0,-2.791832,,115.08594,[ 1.031 -0.072  0.362  0.449  0.034],2.9801826,0.088908166
5.0166626,1.0085018,1.2121229,0.21762063,721.9296,10600,1054.402682542801,-119.50713496546638,90.33847,109.15903,24.76,100,346390,106,385.01157,1.0051458,1.3030095,-4.272461e-06,1.4619136,0.08102108,0.049671493,,100.0,-2.955368,,110.30609,[ 0.962 -0.088  0.339  0.413  0.042],1.0187488,0.752588
4.1609497,64.83307,314.7929,3.9243402,113158616.0,10700,1062.674150466919,-119.68262700197461,90.38307,78.63129,24.89,100,348879,107,1506.8184,4.242739,1.2124944,-4.119873e-06,1.486738,31.195292,0.36473867,,100.0,-2.7457504,,523.71277,[ 0.969 -0.097  0.339  0.406  0.043],158.26396,0.0018146625
5.2049026,1.7554723,7.2742653,0.2513793,112401.44,10800,1073.5122184753418,-118.00192373680247,89.88844,119.668335,23.34,100,351213,108,472.63364,1.1841667,1.2825197,-1.6784668e-06,1.4823142,0.9461979,0.05444592,,100.0,-3.4134293,,158.7171,[ 1.089 -0.033  0.389  0.422  0.068],2.426993,0.081336334
5.161911,1.2991049,3.5299656,0.23619361,38932.77,10900,1082.601061820984,-118.90599768577778,90.28454,108.88895,24.67,100,353680,109,410.18326,1.0694461,1.4909496,1.04522705e-05,1.4550519,0.5850917,0.053627755,,100.0,-3.6109695,,119.391235,[ 1.136 -0.005  0.412  0.443  0.063],1.4393096,0.09755884
3.4342728,2665.2546,5709.001,303.6828,25036087000.0,11000,1092.7560303211212,-116.92360570499477,89.625656,114.611084,22.58,100,355938,110,16467.637,50.289635,1.4050112,2.0599366e-06,1.4569436,498.99576,10.487125,,100.0,-3.552475,,10179.275,[1.159 0.016 0.422 0.439 0.036],27497.5,2.639111e-05
3.4536972,1.5836596,7.8621163,0.25017518,164548.36,11100,1108.9510180950165,-117.50647169646932,89.52885,143.07623,22.86,100,358224,111,477.07132,1.1626816,1.3667189,5.569458e-06,1.4786237,1.0855153,0.053920187,,100.0,-2.777588,,168.09888,[ 1.13  -0.091  0.31   0.333  0.038],2.620645,0.23470622
5.2474136,4.131549,19.70135,0.3949862,789489.4,11200,1117.5322558879852,-118.56958276637032,90.20792,111.89105,24.26,100,360650,112,549.60895,1.4716476,1.5941015,2.670288e-06,1.4483255,2.7385197,0.07721651,,100.0,-3.0305405,,173.9596,[ 1.128 -0.043  0.302  0.306  0.06 ],7.7365227,0.01788172
3.8563461,1.0664467,2.0931692,0.21298645,12012.497,11300,1126.834572315216,-116.28469753005318,89.39975,169.53937,21.94,100,362844,113,451.02652,1.052473,1.4238296,-8.392334e-07,1.4180747,0.27859566,0.045611612,,100.0,-3.3577194,,182.1499,[1.133 0.054 0.295 0.337 0.029],1.1430658,0.40773454
5.3331604,1.3594804,4.115547,0.22776732,60351.156,11400,1135.3290688991547,-116.21846884455198,89.50624,161.31738,22.15,100,365059,114,466.5691,1.1061721,1.7567883,-2.4414062e-06,1.3961352,0.664419,0.04878125,,100.0,-3.7255096,,181.58417,[ 1.087e+00  7.842e-02  2.816e-01  3.259e-01 -7.800e-04],1.6163424,0.112602025
4.611862,1.0396669,1.8529481,0.21086173,6313.5474,11500,1145.8552939891815,-116.2739260251527,89.34622,149.60709,22.08,100,367267,115,440.8457,1.0324246,1.6319838,-3.0517579e-06,1.4008458,0.20052244,0.045307778,,100.0,-3.3460388,,157.13583,[ 1.114  0.104  0.28   0.31  -0.023],1.1120627,0.5508639
7.3804398,2.2304683,36.99248,0.41834512,1817019.2,11600,1153.932682275772,-115.43842457466027,88.90892,189.08337,21.13,100,369380,116,654.3902,1.5020863,1.7354517,-1.0757446e-05,1.380888,3.3297846,0.075296916,,100.0,-3.3411255,,262.53604,[ 1.108  0.11   0.286  0.296 -0.018],8.956545,0.06428713
6.4441833,2.5821023,12.2467575,0.29365605,474758.06,11700,1164.450695514679,-114.65088337290237,88.70212,173.38531,20.58,100,371438,117,569.06,1.263572,1.709136,-6.027222e-06,1.4215304,1.7180225,0.056681484,,100.0,-3.0993881,,225.71317,[ 1.129  0.107  0.318  0.227 -0.038],5.009069,0.073738396
5.3126144,1.2860303,7.8095994,0.23548374,125744.79,11800,1173.978064775467,-114.5778489563378,88.69386,187.00937,21.15,100,373553,118,510.5098,1.1761796,2.0700202,8.163453e-06,1.448132,0.9244043,0.048782114,,100.0,-3.7764053,,216.23352,[1.191 0.13  0.35  0.257 0.003],2.7350318,0.37499684
5.2651978,1.3468627,3.620504,0.21796985,65823.92,11900,1182.312848329544,-114.62797060787665,88.6911,179.49695,21.07,100,375660,119,485.9218,1.1058263,1.7283783,5.0354006e-06,1.4536681,0.6694525,0.04548059,,100.0,-3.5420532,,205.24911,[1.206 0.129 0.319 0.219 0.029],1.5988781,0.19994736
6.273117,1.0282125,1.636271,0.20063019,4440.1826,12000,1190.1011502742767,-114.11316801241902,88.5628,215.09297,20.2,100,377680,120,475.90988,1.0211511,1.9610064,1.9073486e-06,1.4408737,0.15601972,0.041159738,,100.0,-3.4121933,,221.70663,[1.147 0.119 0.301 0.209 0.035],1.1106946,0.6313231
6.636795,1.0494505,1.7298996,0.1975877,9981.579,12100,1198.3112490177155,-112.52360392178726,87.77343,248.91585,19.13,100,379593,121,503.90585,1.0309321,1.9267751,-1.9836425e-06,1.4232168,0.22050427,0.03939705,,100.0,-4.1062164,,257.80466,[1.128 0.137 0.291 0.22  0.022],1.1316453,0.29042006
6.211525,1.1412709,2.4698565,0.21237811,29640.67,12200,1206.3511900901794,-114.28343978808131,88.465324,205.6661,20.51,100,381644,122,483.73325,1.0592732,1.6975466,8.850097e-06,1.3743795,0.40901345,0.04387894,,100.0,-3.14637,,217.3689,[1.159 0.12  0.281 0.22  0.004],1.2872462,0.21826437
7.289276,1.0760324,2.1564505,0.21210642,12254.914,12300,1214.8023526668549,-115.04078320891044,88.94071,165.8872,21.46,100,383790,123,458.26816,1.0535384,2.0841112,3.2806397e-06,1.3627464,0.280573,0.044872466,,100.0,-3.434311,,177.53735,[ 1.172  0.125  0.291  0.221 -0.045],1.247526,0.3821954
6.0130005,4.2959676,59.40465,0.54549,3317290.0,12400,1222.9607701301575,-114.79735400328846,88.78314,201.93082,20.96,100,385886,124,644.2553,1.4916006,1.7691149,7.2479247e-06,1.3304619,4.493677,0.07881872,,100.0,-3.6276932,,277.80063,[ 1.178  0.128  0.295  0.249 -0.056],27.950127,0.0061248513
4.5114975,1.180095,2.6968937,0.21379666,27384.43,12500,1231.3966221809387,-115.0052131283717,88.719475,182.54184,20.89,100,387975,125,485.5497,1.0845836,1.5255338,-6.1035157e-06,1.295993,0.42287806,0.04455826,,100.0,-3.2619247,,201.5242,[ 1.182  0.175  0.325  0.355 -0.089],1.3598526,0.15913177
4.5391617,1.1146121,2.5643196,0.2100972,15547.47,12600,1240.2432153224945,-114.84131471961642,88.63381,199.07669,20.78,100,390053,126,479.44006,1.0607947,1.6025853,-6.1798096e-06,1.2960145,0.2998982,0.04370859,,100.0,-3.5215683,,216.22021,[ 1.181  0.149  0.333  0.345 -0.123],1.2520531,0.35292062
8.0383835,1.0730919,2.7355652,0.20892325,16715.428,12700,1248.886929512024,-114.81182495341648,88.722534,153.59299,20.99,100,392152,127,462.63956,1.0336455,1.82106,2.822876e-06,1.2940453,0.31177133,0.043692697,,100.0,-4.0720367,,160.87265,[ 1.193  0.155  0.345  0.336 -0.123],1.2642732,0.5436405
7.355377,34.57538,132.44135,2.1203387,37168424.0,12800,1261.120934009552,-113.0168117024456,88.180595,233.48242,19.66,100,394118,128,1256.4802,2.8517582,2.062297,-8.850097e-06,1.2586683,14.371282,0.21038403,,100.0,-4.19796,,546.89435,[ 1.198  0.157  0.347  0.313 -0.125],94.48057,0.00017926146
6.2134857,1.0343691,2.100303,0.19626017,6187.871,12900,1273.4687521457672,-113.43696896301118,87.98118,224.32965,19.51,100,396069,129,489.546,1.0184247,1.9730424,-9.307862e-06,1.2508742,0.1875374,0.03954317,,100.0,-3.0857391,,228.19427,[ 1.288  0.238  0.347  0.293 -0.16 ],1.1238438,0.5688711
7.5121765,1.2920318,3.2834752,0.2101934,59446.207,13000,1281.4006686210632,-112.57362706407332,87.94827,230.88135,19.54,100,398023,130,511.88345,1.080471,2.1808734,-6.790161e-06,1.2147446,0.5777568,0.04223411,,100.0,-4.0255814,,248.76569,[ 1.283  0.229  0.354  0.294 -0.168],1.6330304,0.192458
5.520813,102.23594,407.58505,6.0354443,278822560.0,13100,1289.2328243255615,-112.76612561317111,87.777565,232.82773,19.24,100,399947,131,1957.3618,4.4621987,1.8352869,-6.408691e-06,1.2142315,39.83956,0.46052155,,100.0,-3.3886719,,736.0054,[ 1.301  0.251  0.358  0.309 -0.204],278.21924,0.00024116148
6.8375397,2.4216814,9.757655,0.32807893,539026.94,13200,1301.544284582138,-112.36536720955903,87.71606,229.94083,19.16,100,401863,132,625.90106,1.3148928,2.1929414,1.6784668e-06,1.1567365,1.6937617,0.060003467,,100.0,-3.7998352,,277.40768,[ 1.345  0.358  0.363  0.318 -0.205],5.4315176,0.014859201
4.828865,1.2416656,2.8731313,0.19917712,56397.77,13300,1311.0264019966125,-111.57198325931967,87.32469,274.06375,18.12,100,403675,133,539.0654,1.0476495,1.8923845,-9.155273e-07,1.1449126,0.5153643,0.038514417,,100.0,-3.2140121,,285.49716,[ 1.326  0.338  0.344  0.349 -0.262],1.3692452,0.26570898
5.862465,1.066771,1.6983364,0.19635956,13743.611,13400,1318.6725392341614,-111.94894506995314,87.63351,233.49988,18.87,100,405562,134,514.6528,1.0439758,2.041455,-3.2806397e-06,1.1165833,0.26059222,0.038878147,,100.0,-3.8196564,,247.00592,[ 1.301  0.325  0.336  0.346 -0.274],1.1223215,0.42464593
6.481224,8.852337,312.77747,1.5786357,119312800.0,13500,1326.3611323833466,-111.55782951303625,87.13757,277.96823,18.0,100,407362,135,1585.6737,3.351666,1.6278896,-3.5858154e-06,1.1972971,24.262402,0.16644445,,100.0,-3.6045303,,868.46436,[ 1.27   0.331  0.33   0.351 -0.302],62.864265,0.0076736477
5.260254,1.167147,4.0006714,0.21197721,37301.66,13600,1338.478105545044,-113.41532476947368,88.1901,227.80215,19.57,100,409319,136,516.0983,1.0778347,1.5889934,6.8664554e-07,1.1967767,0.44587415,0.04258962,,100.0,-3.0837784,,247.7803,[ 1.274  0.359  0.322  0.444 -0.222],1.6698853,0.34641296
4.403389,27.231102,112.13919,1.7526098,33087084.0,13700,1346.2919607162476,-113.96626698961812,88.19533,225.01025,19.75,100,411294,137,1267.4481,2.839915,1.5043129,-4.9591063e-06,1.1459962,13.489648,0.16545703,,100.0,-2.9016418,,636.74524,[ 1.271  0.342  0.334  0.418 -0.222],99.0358,0.0012691779
3.7693634,16359.992,14578.223,1294.4681,232441540000.0,13800,1356.5847783088684,-114.58489998390037,88.62786,215.45108,20.56,100,413350,138,48443.34,137.0695,1.3905839,5.4931643e-06,1.0228021,1404.1469,47.685795,,100.0,-2.994217,,32995.26,[ 1.19   0.266  0.325  0.383 -0.273],154955.22,2.6584818e-10
4.772911,7.679374,31.176939,0.57582843,2647497.0,13900,1370.0406267642975,-116.08979284198068,89.3642,149.0766,21.83,100,415533,139,779.4668,1.93497,1.4202214,-3.5858154e-06,1.0079321,4.5326962,0.087689154,,100.0,-3.211464,,320.10733,[ 1.122  0.142  0.28   0.381 -0.396],14.610052,0.016787576
3.3658295,1.9019133,11.877747,0.31269273,419546.62,14000,1379.522735118866,-114.81690013551277,88.65307,206.47232,20.56,100,417589,140,596.3859,1.3223183,1.3887382,-3.6621093e-06,1.0581056,1.4943491,0.060143173,,100.0,-2.8660278,,272.70184,[ 1.15   0.196  0.296  0.401 -0.411],7.3395176,0.17145205
4.754875,1.7329347,7.2773304,0.22889112,223874.28,14100,1388.3527500629425,-112.87388019369568,87.91775,238.03275,19.02,100,419491,141,554.112,1.1295153,1.6732346,9.307862e-06,1.0418698,1.054793,0.044385213,,100.0,-3.303978,,268.03366,[ 1.154  0.199  0.296  0.35  -0.361],2.8661802,0.04894788
4.244873,1.2393444,2.393376,0.20721547,40984.418,14200,1397.3959307670593,-113.26838450399835,87.9349,234.96033,19.24,100,421415,142,531.1664,1.0972234,1.4353039,9.155273e-07,1.0130275,0.46979374,0.041346885,,100.0,-2.9670715,,262.35583,[ 1.189  0.22   0.304  0.38  -0.377],1.3680809,0.18494989
4.8095703,2.438995,11.784784,0.31691897,499798.66,14300,1405.8616073131561,-113.78707544053694,88.44955,226.23433,19.96,100,423411,143,625.58826,1.352256,1.5292692,-1.0223389e-05,1.0194135,1.6461449,0.059425503,,100.0,-2.863533,,305.78955,[ 1.188  0.199  0.304  0.381 -0.406],6.516773,0.07023754
4.93573,1.5950835,8.44657,0.23927356,211895.05,14400,1413.5505259037018,-112.9839823964384,87.91896,251.3998,18.97,100,425308,144,595.0037,1.2176906,1.6286752,-8.392334e-06,0.98880005,1.034622,0.046141084,,100.0,-2.9675674,,308.72665,[ 1.207  0.223  0.306  0.347 -0.4  ],3.957081,0.05276656
4.5747604,1.3509324,4.049666,0.21736221,65692.66,14500,1422.308572769165,-113.79327549859306,88.32644,212.92358,20.03,100,427311,145,516.0156,1.1117058,1.5059832,1.2512207e-05,0.9842455,0.6282036,0.04404334,,100.0,-3.1471252,,238.9693,[ 1.207  0.191  0.31   0.305 -0.43 ],2.2978957,0.22462694
3.756874,1.2321612,5.5615797,0.21628,74130.34,14600,1430.0532433986664,-113.1933374534792,87.96464,241.41257,19.2,100,429231,146,526.7063,1.0843084,1.5332918,3.967285e-06,1.006965,0.6328184,0.04294994,,100.0,-3.1441345,,257.30917,[ 1.195  0.17   0.321  0.317 -0.435],2.0285504,0.23839119
4.585457,1.0700426,1.9452478,0.20420112,13803.745,14700,1439.5062539577484,-114.61309585063059,88.589424,205.67975,20.56,100,431287,147,469.49756,1.0282328,1.5894977,1.9836425e-06,1.0218236,0.29127225,0.042266168,,100.0,-3.1848297,,210.97562,[ 1.19   0.166  0.328  0.349 -0.412],1.2364328,0.3936423
5.2681885,1.3763167,4.9903483,0.21950372,83415.51,14800,1447.8088791370392,-113.28223902571938,87.87404,245.84328,19.2,100,433207,148,546.52576,1.1276814,1.5046064,2.1362305e-06,0.9856799,0.6638162,0.043398604,,100.0,-3.2175217,,278.3045,[ 1.198  0.172  0.323  0.339 -0.397],2.4312391,0.091948986
5.2992096,1.899748,14.773783,0.25769177,357622.94,14900,1456.7346160411835,-114.13877561916867,88.399605,168.77753,20.27,100,435234,149,565.1858,1.2391853,1.4003817,2.7465821e-06,0.98324525,1.4220277,0.05099757,,100.0,-3.0406418,,217.71194,[ 1.167  0.164  0.332  0.362 -0.433],4.092505,0.08599901
3.7076187,1.2368882,3.416681,0.213255,49588.242,15000,1465.6508140563965,-113.74256827882714,88.019554,221.92166,19.58,100,437192,150,528.25415,1.1045947,1.5003941,-3.2043456e-06,0.9368755,0.5117456,0.04291773,,100.0,-2.6507034,,249.61191,[ 1.187  0.187  0.326  0.337 -0.436],1.5798876,0.19585705
5.8298798,1.1242311,2.2025127,0.20004392,21326.75,15100,1474.0882487297058,-113.21503200387286,87.93195,220.66736,19.23,100,439115,151,514.42786,1.0574212,1.4911761,-1.4495849e-06,0.9193024,0.33414727,0.039976932,,100.0,-3.1088028,,239.18127,[ 1.196  0.197  0.336  0.356 -0.482],1.2255349,0.31914678
6.0898895,1.3220178,5.9933476,0.21900229,106850.91,15200,1481.1478502750397,-113.5912688934341,88.22343,206.72043,19.77,100,441092,152,517.99634,1.104428,1.7679924,9.155274e-06,0.89288956,0.8220745,0.04406693,,100.0,-3.2984467,,222.90546,[ 1.222  0.197  0.346  0.359 -0.5  ],2.0918915,0.111464344
5.2948074,6.9462986,36.733326,0.516176,2830659.5,15300,1489.5799598693848,-114.7147060269977,88.855774,169.62119,20.95,100,443187,153,699.5617,1.6452186,1.6323526,-6.8664554e-07,0.9417253,4.4538155,0.08076468,,100.0,-3.2817764,,286.73154,[ 1.226  0.172  0.359  0.362 -0.526],12.29629,0.025233157
5.5424957,1.1791804,2.3666868,0.20553938,41034.902,15400,1499.462396144867,-112.21247363445495,87.682175,246.20703,18.55,100,445042,154,545.1336,1.0828055,1.7216896,5.264282e-06,0.90199065,0.4361588,0.0402586,,100.0,-3.4917145,,267.93695,[ 1.28   0.199  0.372  0.372 -0.477],1.5098791,0.16870093
5.169937,1.5631942,13.457447,0.25610843,286396.34,15500,1506.6378083229065,-113.18327313701656,88.03908,229.8568,19.53,100,446995,155,538.3149,1.1300708,1.643614,8.850097e-06,0.90039337,1.2266546,0.049922127,,100.0,-3.7160873,,251.08652,[ 1.302  0.196  0.388  0.389 -0.517],2.7764122,0.09577981
5.4137344,1.0124127,1.335141,0.19196796,2033.1814,15600,1516.04274892807,-112.17171459925211,87.83257,239.79187,18.92,100,448887,156,499.5306,1.0113823,1.8297765,-1.1520386e-05,0.8934118,0.100299075,0.03806918,,100.0,-3.8085632,,244.01405,[ 1.3    0.18   0.389  0.346 -0.519],1.0422146,0.64731973
5.7517624,1.0211579,1.4164584,0.19536884,5035.2964,15700,1524.2841410636902,-112.58605475675739,88.16841,230.63635,19.35,100,450822,157,492.98026,1.02289,1.7094512,8.010864e-06,0.8734894,0.15768704,0.039197333,,100.0,-3.8571548,,237.69888,[ 1.315  0.175  0.394  0.351 -0.526],1.0513699,0.56730556
4.555237,1.080137,1.964978,0.20466095,15437.474,15800,1532.1896212100983,-113.15045052072438,88.17926,215.13309,19.51,100,452773,158,512.9052,1.0749352,1.7012538,1.27410885e-05,0.85316813,0.28161904,0.041205786,,100.0,-3.5557632,,234.12744,[ 1.301  0.182  0.388  0.352 -0.546],1.1945611,0.46819857
6.5325623,4.33178,73.961,0.8207874,10569585.0,15900,1540.5170404911041,-112.87435787069981,87.8247,218.58917,19.3,100,454703,159,871.5626,1.8497287,2.0641863,1.0757446e-05,0.8583984,7.28956,0.09912879,,100.0,-3.7838821,,372.51382,[ 1.294  0.187  0.376  0.356 -0.566],50.030174,0.009484447
5.4816513,3.2337976,25.807186,0.36812764,1503339.8,16000,1550.2313809394836,-112.27145019894888,87.86026,237.15802,19.21,100,456624,160,687.16046,1.4465909,1.718406,-4.653931e-06,0.8162569,2.7032585,0.062979266,,100.0,-4.0076065,,344.77628,[ 1.22   0.202  0.373  0.299 -0.561],9.914886,0.036275066
