MaxIW,EpisodesSoFar,ReturnStepMaxmin,MinD2w0t,InitialReturnMean,Weights,InitialReturnStd,MeanEntropy,EpRewMean,Iteration,EpThisIter,EpLenMean,InitialReturnMin,EmpiricalD2,MaxD2w0t,StdD2w0t,Bound,MeanD2w0t,J_sample_variance,ReturnStepMax,MinIW,StdIW,InitialReturnMax,TimeElapsed,TimestepsSoFar,MeanIW,InitialBound,ReturnMeanIW
19.43695,8300,87.96581,,-6.3323973e-06,[ 1.124  0.63   0.615  0.83  -1.253],1.3585787,0.16150667,-112.17408741518037,83,100,19.17,-3.7023468,12.044722,88.63452,1.1623759,512.3773,0.09820592,1472348.1,100.0,0.0008628409,2.9149404,2.7976074,1044.1555647850037,154145,1.3818234,411.08316,640.801
12.675125,8400,87.38227,,-2.5177003e-06,[ 1.091  0.621  0.6    0.811 -1.257],1.4565408,0.14245398,-111.62887389251301,84,100,18.46,-3.3944778,4.7186975,6.601903,0.35931462,488.2535,0.059617255,736813.3,100.0,0.02217997,1.9220518,4.0247726,1055.7692866325378,155991,1.182308,434.81668,588.03577
69.47267,8500,87.509995,,-2.9754638e-06,[ 1.045  0.614  0.598  0.811 -1.276],1.5006466,0.13699937,-111.80066323654027,85,100,18.59,-3.7456894,6.241344,36.66458,0.84109384,521.87866,0.11899119,3770710.0,100.0,0.027874842,4.2950077,3.4664764,1069.1666479110718,157850,1.4738978,429.49884,714.59875
3.3511877,8600,88.759254,,-4.5776366e-07,[ 1.058  0.599  0.579  0.813 -1.282],1.5070488,0.14413686,-113.5658673574277,86,100,20.24,-3.88311,1.3465096,1.7919601,0.21767128,404.99115,0.04448778,56152.1,100.0,0.25887227,0.5889763,3.1787567,1082.4039688110352,159874,1.0526948,388.67603,484.43307
3.5289268,8700,87.16041,,-1.6784668e-06,[ 1.036  0.598  0.579  0.807 -1.275],1.3500205,0.15146439,-111.25352712362312,87,100,18.0,-3.5004578,1.4367596,1.6900198,0.21128862,465.78967,0.040478673,81328.41,100.0,0.14262411,0.60993546,4.113861,1094.681497335434,161674,1.0552294,446.6883,545.27374
354.9735,8800,87.389854,,6.942749e-06,[ 1.038  0.607  0.584  0.811 -1.267],1.4754722,0.13891546,-111.08648570033654,88,100,18.11,-4.0706635,577.4678,14398.519,86.61721,1337.9186,2.5155797,256629360.0,100.0,3.8170115e-06,34.86939,4.93589,1104.5385389328003,163485,4.3124886,445.8427,2050.0017
56.226032,8900,87.27229,,-5.9509275e-06,[ 1.055  0.642  0.58   0.793 -1.28 ],1.7149925,0.12680134,-111.38866399882056,89,100,18.21,-4.3419037,7.1669335,56.09928,1.4956182,550.9175,0.17482151,5383977.5,100.0,0.007905579,5.0749326,4.6552277,1119.7120039463043,165306,1.5060962,441.77866,752.0972
2.1595926,9000,87.638824,,-9.155273e-07,[ 1.065  0.631  0.603  0.774 -1.292],1.620796,0.11292347,-112.03915606031573,90,100,18.9,-4.279648,1.0695925,1.1948413,0.19792032,433.24597,0.039205194,13106.369,100.0,0.4465321,0.2535616,4.0042496,1132.1870946884155,167196,1.0253234,423.03867,506.18652
6.798135,9100,87.589806,,3.3569336e-06,[ 1.056  0.638  0.603  0.771 -1.306],1.698793,0.11133076,-111.83181243902033,91,100,18.85,-3.2266693,2.1876597,3.463118,0.26919398,461.64462,0.05076437,208823.36,100.0,0.07485508,1.0272769,3.4987793,1143.859458208084,169081,1.1183321,422.94662,550.71387
6.5845957,9200,87.57783,,1.2207031e-06,[ 1.053  0.652  0.61   0.774 -1.308],1.6510756,0.10392922,-112.1658926867074,92,100,18.86,-4.0928574,1.4148245,2.389192,0.2550165,452.24802,0.04907982,99322.0,100.0,0.13858655,0.67654854,3.672058,1156.2434368133545,170967,1.112634,417.2051,549.5149
5.145959,9300,87.68286,,-1.2207031e-06,[ 1.057  0.654  0.603  0.786 -1.315],1.4591893,0.11038778,-111.92582225414108,93,100,18.83,-3.6434708,1.6931796,5.5551596,0.2494498,450.92407,0.046576906,124462.65,100.0,0.01584012,0.78090936,3.0659943,1168.3942635059357,172850,1.0941457,413.53867,542.3772
46.456604,9400,87.98846,,4.8065185e-06,[ 1.085  0.649  0.614  0.8   -1.309],1.7149384,0.12072998,-112.27766555727501,94,100,19.49,-4.1780624,39.753033,363.50427,5.2516136,528.6029,0.31096685,5743764.5,100.0,0.0018742481,5.82514,3.7922745,1181.299823999405,174799,1.6393939,400.0775,740.97046
1626.8712,9500,87.60384,,-2.8991699e-06,[ 1.059  0.638  0.611  0.821 -1.298],1.711845,0.114756465,-111.93172041515506,95,100,18.73,-3.3644257,7281.5923,217257.47,1099.9451,5443.625,18.688475,4907300400.0,100.0,9.380302e-06,159.86841,5.158806,1194.894728422165,176672,18.035551,425.11658,8039.0713
94.748375,9600,87.56093,,-4.577637e-06,[ 1.029  0.593  0.609  0.801 -1.304],1.626927,0.098886475,-111.2471509186682,96,100,18.38,-4.85717,60.155937,122.14026,3.532155,842.3218,0.3049768,19159782.0,100.0,0.001924749,9.798602,4.507759,1209.377833366394,178510,2.4324367,430.67505,1150.0382
956.3463,9700,87.67897,,6.8664554e-07,[ 1.053  0.618  0.619  0.805 -1.32 ],1.6460946,0.06505874,-111.54371460976022,97,100,18.81,-4.1761093,469.40765,7610.8438,109.27862,2659.5662,5.420024,1060800260.0,100.0,0.00019215155,71.35662,4.621628,1222.6587777137756,180391,8.053225,414.5769,3729.4543
10.570875,9800,88.21203,,-2.2125244e-06,[ 1.013  0.633  0.602  0.851 -1.354],1.4641448,0.047186483,-112.60512132548493,98,100,19.56,-4.5473785,3.4109452,24.095192,0.4249979,487.27426,0.0602599,371131.0,100.0,0.012566007,1.4640623,3.1148605,1237.763939857483,182347,1.252274,404.69675,580.9458
116.82191,9900,87.966324,,-7.3242186e-06,[ 1.039  0.634  0.616  0.872 -1.372],1.4746898,0.05110601,-111.98090660085312,99,100,18.68,-4.419632,42.42188,274.65616,4.259962,647.21716,0.36488983,25933082.0,100.0,0.0019499908,11.562026,4.595871,1251.207481622696,184215,2.0440216,425.08917,960.8134
33.525295,10000,88.11127,,-1.5258789e-06,[ 1.02   0.62   0.604  0.888 -1.368],1.4285257,0.044981517,-112.64901432338097,100,100,18.99,-3.559288,10.784055,79.905495,1.559185,540.7531,0.15095024,2463878.5,100.0,0.0021300102,3.4643624,2.8631973,1265.0834686756134,186114,1.4701415,418.51892,703.2178
30.4236,10100,88.55314,,-4.5013426e-06,[ 1.003  0.62   0.616  0.93  -1.374],1.5186874,0.029541057,-113.3447330801046,101,100,19.93,-4.4593277,9.687719,40.90956,0.85036623,482.03583,0.105473004,2975983.2,100.0,0.0032201863,4.1901,3.8800507,1276.9620208740234,188107,1.3829775,391.21942,632.93036
94.81526,10200,88.384705,,6.2561035e-06,[ 0.978  0.606  0.62   0.946 -1.389],1.3155708,0.025522068,-113.44425837079571,102,100,19.67,-3.7044144,22.22556,306.4328,3.4703565,606.59985,0.18726027,13395902.0,100.0,0.0002279844,9.20274,3.7051315,1290.7958402633667,190074,1.8871226,401.48657,835.81146
94.425354,10300,88.5172,,-5.41687e-06,[ 0.973  0.583  0.635  0.936 -1.393],1.4428654,0.02953307,-113.41715143059604,103,100,19.78,-3.7913437,32.819534,291.65704,3.5360296,615.8833,0.2764104,11653981.0,100.0,0.0015464413,9.310005,3.6891403,1304.1189260482788,192052,1.9628856,398.84567,841.6808
9.498688,10400,88.525734,,-1.2054444e-05,[ 1.011  0.587  0.648  0.92  -1.389],1.4492908,0.01917718,-113.16643322425607,104,100,19.91,-4.45504,2.6649976,3.8365445,0.29027456,456.4292,0.05531708,288494.1,100.0,0.044410057,1.285092,4.093605,1317.5596482753754,194043,1.1921747,394.77524,552.5717
556.85016,10500,88.40117,,9.460449e-06,[ 1.006  0.571  0.649  0.923 -1.4  ],1.4693664,0.028503418,-113.31113479253098,105,100,19.69,-3.7753296,181.15562,11282.143,97.36135,1317.703,2.1472073,121126760.0,100.0,0.0038800156,24.709614,2.7712479,1329.2182178497314,196012,4.092042,399.28452,1842.2703
2.5776653,10600,88.41842,,-6.1035157e-06,[ 1.003  0.575  0.632  0.868 -1.39 ],1.5005227,0.0090406975,-113.07666850473049,106,100,19.78,-4.388794,1.1360044,1.3177828,0.20368302,415.01874,0.041285194,21167.39,100.0,0.42479557,0.3552429,3.1438522,1343.2970175743103,197990,1.052588,395.2684,495.99573
16.699211,10700,88.40758,,-3.890991e-06,[ 0.997  0.57   0.634  0.866 -1.41 ],1.399978,0.012283425,-112.64003857674368,107,100,19.51,-2.8136368,5.5522027,9.595362,0.4267353,465.74536,0.069584675,859192.25,100.0,0.010419643,2.231918,4.207489,1354.434760093689,199941,1.2496107,403.21347,585.7512
5.599427,10800,88.62297,,2.2125244e-06,[ 0.984  0.552  0.635  0.864 -1.407],1.4208165,0.024630807,-113.17931342748236,108,100,20.0,-2.9619522,1.4198412,2.2307372,0.24144761,410.56442,0.048508506,79136.24,100.0,0.11416508,0.65950364,3.1612625,1368.55135679245,201941,1.0627327,394.8769,492.12045
171.24658,10900,88.61252,,1.4495849e-06,[ 0.997  0.551  0.639  0.854 -1.394],1.4767768,0.029946212,-113.28198446187794,109,100,20.07,-3.7290573,39.94965,1415.7085,9.671129,624.85785,0.32709968,29223470.0,100.0,0.002470603,13.313414,3.8988876,1382.37761926651,203948,2.3507843,390.31137,1021.6119
91.38452,11000,88.5596,,-6.790161e-06,[ 0.965  0.551  0.661  0.864 -1.389],1.5767564,0.0134078255,-113.19133006057757,110,100,19.87,-4.352417,59.676437,194.89742,3.505825,577.92346,0.28043684,15607099.0,100.0,0.0007244963,9.138311,3.2159348,1397.527412891388,205935,1.803435,389.98135,822.5547
150.1316,11100,88.33079,,-1.2207031e-06,[ 1.002  0.569  0.67   0.87  -1.406],1.3615704,0.009920059,-112.41331803072549,111,100,19.37,-3.2697601,30.04747,395.40305,5.536232,574.24023,0.37561798,15850421.0,100.0,0.00049315294,9.768967,3.0409088,1410.9079101085663,207872,1.8553363,403.1076,831.52155
6.3772764,11200,88.54354,,1.0681152e-05,[ 1.007  0.578  0.679  0.919 -1.409],1.4137006,-0.0015506621,-112.99433919126544,112,100,19.88,-4.154709,1.6143527,3.2073941,0.2911471,422.19305,0.056459893,146220.28,100.0,0.09952605,0.8664859,3.6411133,1425.1031997203827,209860,1.1074952,394.30762,516.4844
251.18407,11300,87.7578,,-2.0599366e-06,[ 1.011  0.572  0.682  0.9   -1.42 ],1.3720577,-0.004535671,-111.96925617735255,113,100,18.89,-4.11187,187.52621,1249.8184,13.908659,1278.7708,0.66231424,106107624.0,100.0,0.0002475047,24.802317,3.9833832,1435.9814684391022,211749,4.055549,421.63742,1791.0203
6.7481217,11400,88.34653,,-5.41687e-06,[ 0.976  0.546  0.682  0.883 -1.423],1.4332876,-0.008425059,-112.595515222304,114,100,19.48,-3.423973,1.840798,6.147808,0.28006113,430.06805,0.052772194,178986.47,100.0,0.08742141,0.96082157,3.1623,1451.02214884758,213697,1.0866697,402.7719,520.33734
8.143125,11500,87.97883,,7.171631e-06,[ 0.964  0.548  0.672  0.862 -1.427],1.484228,0.026447522,-112.31814925273424,115,100,18.85,-3.8451004,2.6243293,5.02559,0.28066674,470.01556,0.052000135,288832.5,100.0,0.07950888,1.227401,3.9668198,1463.895588874817,215582,1.1520579,417.22083,566.03186
26.23513,11600,87.99679,,-4.577637e-06,[ 0.985  0.551  0.681  0.866 -1.392],1.552876,0.002040274,-111.9538665098625,116,100,18.82,-4.9820633,4.393822,35.588684,0.7730258,495.85406,0.10344578,1558668.5,100.0,0.016756777,2.8662648,3.311119,1475.1065111160278,217464,1.3316691,417.01093,642.6195
3.094936,11700,88.073784,,-6.1035157e-06,[ 0.969  0.56   0.669  0.833 -1.417],1.5716094,-0.0049054557,-111.93189226667205,117,100,19.08,-3.244522,1.1745378,1.3710322,0.20349875,427.12903,0.040467218,27397.545,100.0,0.39980736,0.3737123,4.5555573,1488.4231643676758,219372,1.0346897,413.87485,505.11127
3.2229333,11800,87.91734,,1.7547608e-06,[ 0.967  0.557  0.663  0.828 -1.424],1.6424963,-0.011087517,-112.12143734056565,118,100,18.96,-4.989609,1.2148182,1.9580698,0.20959643,427.4513,0.041440528,43271.23,100.0,0.33871508,0.4708301,4.694954,1500.2594230175018,221268,1.0542268,410.08313,518.10834
10.487279,11900,87.8925,,5.8746336e-06,[ 0.974  0.549  0.658  0.825 -1.43 ],1.5290496,-0.005374671,-112.52457284307634,119,100,19.19,-2.8283157,2.1180158,9.591892,0.32364327,476.04584,0.059619386,244162.69,100.0,0.029106224,1.0674257,3.6241837,1512.9245827198029,223187,1.1992021,408.84018,580.3247
10.021118,12000,88.49161,,4.043579e-06,[ 0.98   0.539  0.665  0.844 -1.424],1.4026833,-0.013880925,-112.76790943486759,120,100,19.86,-4.660118,2.0491962,4.884366,0.34435466,439.26706,0.06515158,213245.02,100.0,0.07542276,1.06047,2.8810577,1527.362795829773,225173,1.1849661,390.75665,548.8151
19.236412,12100,88.51996,,-9.155273e-07,[ 0.984  0.54   0.671  0.829 -1.433],1.535905,-0.024098957,-112.72204331714597,121,100,19.89,-3.9240189,14.065582,41.849777,0.9286,648.147,0.10859664,2036626.8,100.0,0.0026129333,3.612088,3.499115,1540.5197188854218,227162,1.8118106,392.9429,793.53204
84.04566,12200,88.02483,,3.4332274e-06,[ 0.968  0.519  0.668  0.82  -1.443],1.4635203,-0.02069114,-112.02430282335189,122,100,19.2,-3.3108292,19.010395,84.79431,2.0854032,539.1057,0.23964879,12362961.0,100.0,0.0033376194,8.31338,3.8499832,1553.4894680976868,229082,1.6842046,401.40607,774.2615
62.138775,12300,88.034164,,-9.155273e-07,[ 0.983  0.526  0.683  0.809 -1.44 ],1.638973,-0.03435586,-112.17287982781556,123,100,18.95,-4.199417,49.96066,307.58154,3.9583476,656.4945,0.29366532,12928965.0,100.0,0.00057863025,8.190453,4.831978,1568.7320687770844,230977,1.9202994,416.01907,903.23267
36.683914,12400,87.92891,,6.1798096e-06,[ 1.022  0.529  0.709  0.817 -1.453],1.6736779,-0.036348153,-111.96921025109344,124,100,19.02,-3.1000595,8.726005,102.04082,1.3754827,519.7835,0.13156231,3061949.8,100.0,0.0064062155,3.8467014,4.505829,1580.8904612064362,232879,1.4183546,413.55594,681.9934
195.94377,12500,87.879295,,-9.155273e-07,[ 1.037  0.509  0.728  0.841 -1.455],1.5495776,-0.034607496,-111.52774814628364,125,100,18.75,-3.1818695,116.67319,287.5025,6.34275,1126.7211,0.4808197,71089880.0,100.0,0.0001768774,20.354258,4.3866577,1593.73974776268,234754,3.4994037,420.34216,1556.3137
42.780914,12600,88.321304,,-2.5177003e-06,[ 1.007  0.484  0.73   0.839 -1.454],1.4603854,-0.028268095,-111.96398502517935,126,100,19.48,-3.2419357,15.403246,275.3903,3.5857806,574.37714,0.20195538,4179789.2,100.0,0.009422734,4.7489247,4.348778,1608.9673380851746,236702,1.6583314,395.35593,769.9671
136.71555,12700,88.24748,,-1.0528564e-05,[ 1.007  0.476  0.715  0.8   -1.447],1.540846,-0.045021735,-112.08631519142459,127,100,19.3,-3.7214508,31.726416,575.96326,3.615629,598.3684,0.20817553,23152652.0,100.0,0.00030981342,13.143856,3.4426727,1621.856003522873,238632,2.0594902,408.68787,872.855
4.2596602,12800,88.28258,,8.69751e-06,[ 1.007  0.51   0.704  0.799 -1.464],1.7815553,-0.045350436,-112.60482680946177,128,100,19.66,-4.61409,1.3898625,2.0684974,0.23074861,431.06998,0.04604952,55206.96,100.0,0.12724397,0.557316,4.503578,1635.871425151825,240598,1.1111501,393.8291,522.39026
3.6386328,12900,88.22347,,-4.5013426e-06,[ 1.003  0.52   0.702  0.811 -1.464],1.6693088,-0.057188574,-112.18638794842717,129,100,19.77,-3.4062195,1.3867562,3.1211,0.22643168,428.60614,0.04535592,56295.73,100.0,0.1305452,0.56453884,4.267952,1647.2998147010803,242575,1.1042758,391.84872,515.1339
159.31604,13000,86.97338,,-1.3580322e-05,[ 1.016  0.523  0.696  0.803 -1.476],1.5886624,-0.08662591,-110.68453630903103,130,100,17.72,-3.2339554,26.870152,498.76324,4.7925334,630.6431,0.22966674,14398567.0,100.0,0.0042803315,7.8734436,3.415825,1659.7274038791656,244347,1.6414015,452.19824,832.9213
20.727173,13100,87.96104,,-4.8065185e-06,[ 1.007  0.538  0.714  0.839 -1.506],1.534468,-0.08874863,-112.04511582950965,131,100,19.3,-3.482666,6.167955,29.224262,0.581808,513.9315,0.0806339,1112370.4,100.0,0.01448315,2.5019999,4.000778,1671.88343501091,246277,1.3926072,400.87692,661.0684
7.1827626,13200,87.46258,,-2.8991699e-06,[ 0.987  0.527  0.713  0.819 -1.508],1.7122563,-0.08574051,-111.45544465264729,132,100,18.42,-4.740204,1.9796479,5.7876487,0.24763896,468.4288,0.04630222,171210.53,100.0,0.10618438,0.931109,4.192772,1685.2477688789368,248119,1.1167097,433.96066,559.15765
8.116118,13300,88.013176,,-6.942749e-06,[ 0.991  0.541  0.706  0.823 -1.505],1.6526378,-0.09281451,-111.9087069702557,133,100,19.18,-5.3784714,1.180611,2.9354568,0.22560038,429.77628,0.044455625,64228.938,100.0,0.0982033,0.57188475,3.7927628,1695.7303502559662,250037,1.0733999,407.497,520.5092
8.460527,13400,87.7933,,1.6021728e-06,[ 0.983  0.549  0.695  0.82  -1.512],1.5084301,-0.095215514,-111.51939610608196,134,100,18.85,-3.224533,1.6557069,3.6257868,0.23240042,447.65295,0.044830948,97952.14,100.0,0.1441752,0.71089745,3.5422134,1706.522948026657,251922,1.0930514,414.182,538.6862
35.936184,13500,88.06159,,1.7547608e-06,[ 0.986  0.554  0.704  0.831 -1.514],1.802909,-0.08751081,-112.27380583683116,135,100,19.62,-4.721939,9.803902,56.761642,1.5893384,530.3462,0.1808183,2043448.6,100.0,0.013440355,3.266925,5.0053177,1718.356929063797,253884,1.5487345,394.92502,717.3948
233.00798,13600,87.54594,,-9.384155e-06,[ 0.976  0.553  0.697  0.798 -1.506],1.6085783,-0.06892682,-111.5170192009853,136,100,18.63,-4.058853,200.1616,2577.249,19.724512,758.87146,0.73297185,96515520.0,100.0,7.8029945e-05,22.796118,3.4483795,1731.4939007759094,255747,2.9072504,414.08646,1331.8423
13.3102045,13700,87.9346,,-3.4332274e-06,[ 0.959  0.526  0.696  0.776 -1.488],1.658005,-0.08270623,-111.6389135680415,137,100,19.11,-4.197624,1.8880838,6.1615596,0.3092281,444.98746,0.057623476,337433.78,100.0,0.086015895,1.4657847,3.788475,1745.3672378063202,257658,1.2045672,405.5293,568.9414
62.79395,13800,87.3727,,-1.8310546e-06,[ 0.958  0.529  0.711  0.78  -1.502],1.5222996,-0.0866149,-111.10730583571228,138,100,18.18,-3.3066864,29.184107,563.24164,4.0063543,673.6257,0.18251505,8922142.0,100.0,0.00022629242,6.7422333,3.2672043,1756.9510555267334,259476,1.8097769,438.19434,865.5958
5.168715,13900,87.3867,,1.2207031e-06,[ 0.98   0.539  0.72   0.809 -1.506],1.7684623,-0.084046975,-110.89596312304296,139,100,18.02,-3.0878372,1.8036487,4.8459444,0.26512372,467.32303,0.049194127,158307.27,100.0,0.076893546,0.85332406,3.766388,1772.0718076229095,261278,1.0840228,447.17014,552.60254
2.4358153,14000,88.07893,,-9.002685e-06,[ 0.986  0.542  0.725  0.827 -1.503],1.5545725,-0.08540462,-111.7970567213945,140,100,19.42,-3.3993607,1.0748574,1.3953587,0.20245199,409.39545,0.040669024,10877.358,100.0,0.32416937,0.23456632,3.7826843,1784.910531282425,263220,1.0214195,401.65924,488.04117
78.34511,14100,87.591675,,5.264282e-06,[ 0.986  0.545  0.72   0.822 -1.504],1.6633629,-0.09669201,-111.17377441391318,141,100,18.46,-4.4617386,47.795998,221.41794,3.1438088,700.9885,0.22550653,12004914.0,100.0,0.0010197164,8.309308,3.6542664,1795.5430936813354,265066,2.0594363,432.79437,950.59894
1.5557988,14200,87.411026,,-1.2207031e-06,[ 1.011  0.566  0.721  0.833 -1.516],1.4659544,-0.094723426,-111.38400705112554,142,100,18.36,-2.9202957,1.0177041,1.1162789,0.19077337,433.10425,0.037244834,3384.7888,100.0,0.6101571,0.120222785,4.8557663,1809.8789885044098,266902,1.01196,427.92728,514.27
139.39175,14300,87.93232,,8.544922e-06,[ 1.019  0.562  0.725  0.833 -1.514],1.6329558,-0.11705688,-111.54233464342667,143,100,18.66,-4.1799316,102.681366,1172.0552,11.321774,798.4536,0.64583623,36112012.0,100.0,0.0011606741,13.897363,4.028267,1820.6400456428528,268768,2.5770593,422.0855,1196.7661
21.775963,14400,87.968796,,-1.2207031e-05,[ 1.01   0.535  0.732  0.848 -1.536],1.5044425,-0.1266788,-111.8129992666607,144,100,19.05,-3.5096893,7.377879,18.06651,0.56123185,524.1058,0.0849735,1648582.1,100.0,0.008964036,2.9699132,3.5576096,1835.3149914741516,270673,1.3694303,413.67142,648.38495
15.215162,14500,87.45093,,1.8310546e-06,[ 1.043  0.537  0.745  0.848 -1.546],1.6633767,-0.13681337,-111.1076958414636,145,100,18.38,-4.7455063,3.6679766,21.064728,0.5826125,491.41724,0.0846885,755687.94,100.0,0.019561812,1.8763146,4.240265,1846.8906695842743,272511,1.2501202,433.02832,618.43933
8.896483,14600,88.62042,,1.5029907e-05,[ 1.05   0.528  0.742  0.862 -1.556],1.7199421,-0.13427967,-112.97814038351821,146,100,20.12,-3.4284973,3.2977357,14.058948,0.32504338,479.42218,0.05699364,287586.88,100.0,0.0045137964,1.3208244,4.602249,1859.0704543590546,274523,1.3077142,378.1697,586.0828
3.4695213,14700,87.23578,,-1.2359619e-05,[ 1.063  0.535  0.749  0.874 -1.553],1.4839255,-0.13684125,-111.25430711704232,147,100,18.11,-2.7654037,1.1718377,2.3761818,0.21526705,461.34662,0.041312475,41209.812,100.0,0.26740286,0.4236381,3.376068,1871.0231454372406,276334,1.0656534,440.57584,547.5121
7.3421474,14800,87.64225,,-4.5776366e-07,[ 1.065  0.537  0.741  0.875 -1.556],1.5476876,-0.13577165,-111.72780126490606,148,100,18.64,-2.7773514,2.000821,4.940227,0.24729133,463.50815,0.046617266,216095.16,100.0,0.04733724,1.0591902,4.028183,1882.1468513011932,278198,1.1213908,423.5482,555.2777
15.193194,14900,87.89611,,-2.4414062e-06,[ 1.085  0.539  0.744  0.886 -1.555],1.3813986,-0.13818572,-111.7505107434321,149,100,18.93,-3.1992264,2.4809968,9.754668,0.29105216,456.63315,0.051378008,472429.4,100.0,0.04660719,1.5560361,3.2030869,1896.1147785186768,280091,1.1133659,420.15402,546.76074
28.137545,15000,87.99708,,-2.2888183e-07,[ 1.07   0.535  0.738  0.872 -1.557],1.4462345,-0.14855118,-111.95779783838894,150,100,18.96,-2.7908936,6.9357753,61.497036,0.9227993,451.08966,0.093118966,1510953.9,100.0,0.005274803,2.7322521,4.3435745,1908.136233329773,281987,1.175029,416.98718,573.64087
1475.2844,15100,87.68367,,6.6375733e-06,[ 1.073  0.542  0.75   0.9   -1.567],1.5299608,-0.18004102,-111.3369146043071,151,100,18.22,-3.0361938,3367.2844,43452.69,384.2294,4832.045,13.47551,3894394400.0,100.0,1.4002972e-05,143.9515,3.8461456,1920.816004037857,283809,14.80125,441.8994,6567.8257
185.21161,15200,87.98531,,6.3323973e-06,[ 1.063  0.512  0.746  0.912 -1.599],1.4413673,-0.1882071,-112.41161561135979,152,100,19.25,-4.871933,62.755547,1893.6921,12.609773,746.4674,0.55269766,23916582.0,100.0,0.0009789963,11.388763,3.5865097,1937.362056016922,285734,2.2911563,409.18805,1058.2728
101.41439,15300,88.00529,,-6.6375733e-06,[ 1.065  0.527  0.751  0.894 -1.607],1.353014,-0.18541017,-111.57170415941293,153,100,18.71,-3.6772156,16.577887,143.99533,2.64177,710.6621,0.2526444,9896898.0,100.0,0.0018957274,7.0993824,4.030777,1950.8585526943207,287605,2.031889,421.7599,960.5071
2.6199634,15400,88.0123,,2.670288e-06,[ 1.055  0.538  0.754  0.932 -1.604],1.4291224,-0.19335452,-111.85126306174962,154,100,18.81,-3.2974625,1.2144932,1.6473384,0.21489082,441.97433,0.04220963,35957.98,100.0,0.24550144,0.41860113,3.9508133,1963.5910770893097,289486,1.0612605,419.3985,524.6155
929.4804,15500,88.05895,,-7.6293945e-06,[ 1.059  0.539  0.755  0.924 -1.612],1.5148968,-0.19384636,-112.13487082919619,155,100,18.97,-2.9546356,750.3842,10791.924,79.09474,2615.1062,2.968449,1602254100.0,100.0,2.4356235e-05,89.595314,4.0102844,1975.1103339195251,291383,9.403255,411.44653,4274.798
121.09006,15600,88.48514,,1.6784668e-06,[ 1.057  0.513  0.741  0.918 -1.613],1.4986479,-0.18286264,-112.73056687086977,156,100,19.58,-2.9182587,4.1735473,57.4281,0.88583905,604.64545,0.08127124,6597266.0,100.0,0.03958368,7.293162,3.951416,1987.2296092510223,293341,1.9540297,396.5907,835.98364
16.141895,15700,87.85965,,6.1035155e-07,[ 1.028  0.509  0.749  0.921 -1.602],1.431243,-0.18993975,-111.65312461470602,157,100,18.54,-4.696884,5.464953,33.667233,0.6809782,544.22894,0.08956057,1163363.4,100.0,0.0034762959,2.3532205,3.4445267,2002.423629283905,295195,1.3616672,426.86533,669.432
1.6014192,15800,87.97371,,-4.4250487e-06,[ 1.035  0.518  0.749  0.908 -1.609],1.4072021,-0.18722914,-111.8590537732941,158,100,18.84,-2.734352,1.0363375,1.1087847,0.19494087,428.94382,0.03856502,6964.2266,100.0,0.5128236,0.18648453,3.785881,2014.5148839950562,297079,1.0227435,420.19037,505.4275
174.08679,15900,88.334015,,-3.1280517e-06,[ 1.027  0.524  0.747  0.912 -1.606],1.3934945,-0.18296547,-112.57289712859476,159,100,19.47,-3.0657425,39.52604,505.9747,9.468979,698.78326,0.7171,31757038.0,100.0,0.0005755557,12.846056,3.6778564,2026.4553582668304,299026,2.4346323,397.40543,1117.0908
32.71273,16000,88.54838,,-8.392334e-07,[ 1.002  0.533  0.735  0.941 -1.602],1.5002048,-0.18666084,-113.12581002670706,160,100,19.92,-4.1521378,5.7533207,13.762447,0.5637096,485.3695,0.08939636,1050718.8,100.0,0.0053249444,2.4766936,3.4283905,2040.85622215271,301018,1.340255,391.59692,620.0296
3.6389706,16100,88.20844,,,[ 1.001  0.549  0.737  0.935 -1.606],1.5703111,-0.18150148,-112.2840236292333,161,100,19.19,-4.5094376,1.2392294,2.566628,0.21548907,416.4156,0.042640477,53100.305,100.0,0.20575303,0.5477572,3.9227371,2050.7171466350555,302937,1.0519693,405.11472,508.07092
372.23724,16200,88.892204,,6.5612794e-06,[ 1.004  0.555  0.732  0.93  -1.6  ],1.4115858,-0.19482432,-113.63291901742112,162,100,20.54,-3.8836975,551.9077,5920.6924,44.57295,1267.4836,1.9502271,207160220.0,100.0,9.446965e-05,36.56773,3.2762299,2063.323452234268,304991,4.609576,370.01678,1898.1929
4.138703,16300,88.330025,,6.6375733e-06,[ 0.959  0.552  0.706  0.925 -1.614],1.3469831,-0.19997118,-112.43194348040812,163,100,19.31,-4.455864,1.2686589,1.7177582,0.20908931,418.407,0.041713927,51194.555,100.0,0.1564665,0.539923,3.9285278,2078.1457421779633,306922,1.0462102,403.98544,505.0659
9.639145,16400,88.45394,,1.3504028e-05,[ 0.965  0.542  0.708  0.923 -1.619],1.5665785,-0.21011443,-112.9235677240947,164,100,19.7,-4.765396,2.4446979,23.593155,0.41744676,485.23364,0.06361234,249947.02,100.0,0.009796706,1.1474161,4.293724,2089.0438084602356,308892,1.2331929,397.92712,586.1029
