Iteration,EpThisIter,StdIW,InitialBound,TimeElapsed,ReturnMeanIW,InitialReturnMean,MeanD2w0t,EpisodesSoFar,J_sample_variance,EpRewMean,ReturnStepMax,InitialReturnStd,MeanEntropy,Bound,StdD2w0t,MaxIW,ReturnStepMaxmin,EmpiricalD2,MinIW,TimestepsSoFar,Weights,InitialReturnMax,MinD2w0t,MaxD2w0t,EpLenMean,InitialReturnMin,MeanIW
328,100,0.042902015,-184.98225,3798.8125183582306,131.95915,-9.918213e-07,0.105754025,32800,244.797,-105.21660655467578,100.0,14.724319,1.6197406,-184.69054,0.30772886,1.150847,95.015274,1.0017817,0.898511,1463273,[-1.016 -1.376 -0.744 -1.019  0.198],51.149593,,1.0035447,52.81,-25.785187,1.0050673
329,100,0.13898785,-169.57286,3812.569067955017,142.49504,-2.8991699e-06,0.10232883,32900,419.14426,-106.96937731996182,100.0,13.389816,1.6191455,-168.40501,0.30422872,1.558737,94.790276,1.0164256,0.7230878,1468355,[-1.01  -1.374 -0.74  -1.018  0.201],31.92176,,1.0316011,50.82,-21.828133,1.0218842
330,100,0.06320423,-171.54324,3825.313772201538,136.25966,-3.8146973e-07,0.105139725,33000,236.48668,-107.05544682324897,100.0,12.988077,1.6211689,-170.9571,0.30718344,1.184695,94.91626,1.0046577,0.7976468,1473598,[-1.008 -1.369 -0.741 -1.021  0.2  ],35.286827,,1.0122037,52.43,-23.060928,1.0099229
331,100,0.20330408,-166.3836,3837.434812784195,150.64493,3.5858154e-06,0.10075256,33100,925.16437,-105.65743841181202,100.0,14.204724,1.6074281,-163.26804,0.30446735,1.9926623,94.7189,1.0321866,0.47430596,1478534,[-1.004 -1.376 -0.742 -1.022  0.202],45.246994,,1.077359,49.36,-22.081032,1.0518626
332,100,0.037605748,-173.18317,3849.1207666397095,142.54022,1.14440915e-07,0.09966211,33200,197.14534,-105.5353584488634,100.0,12.996027,1.6054925,-173.05997,0.2996449,1.1074525,94.761635,1.0013443,0.87654066,1483514,[-1.    -1.377 -0.744 -1.017  0.189],40.65992,,1.0027279,49.8,-23.51902,1.0020211
333,100,0.06652863,-175.62451,3860.321148633957,141.50328,-9.918213e-07,0.101253435,33300,259.26382,-106.09074206164647,100.0,14.22922,1.5993046,-174.89897,0.30215457,1.2330557,94.79672,1.0049107,0.81735754,1488562,[-1.001 -1.376 -0.743 -1.016  0.187],45.84422,,1.0126088,50.48,-21.610336,1.0121493
334,100,0.082079664,-178.27171,3873.1751527786255,137.99768,1.5640259e-06,0.104719944,33400,343.83975,-107.46334785110339,100.0,13.975826,1.5993088,-177.37207,0.30698076,1.3066466,94.87632,1.0061874,0.8214303,1493774,[-1.003 -1.372 -0.742 -1.014  0.18 ],38.11597,,1.0195957,52.12,-23.518143,1.0122896
335,100,0.13102362,-183.97151,3885.191089630127,139.48347,-1.5258789e-07,0.10443166,33500,399.90802,-107.01310429120302,100.0,14.375759,1.5986325,-182.04002,0.30689204,1.6579049,94.87539,1.0117998,0.7853514,1498963,[-1.003 -1.368 -0.737 -1.015  0.18 ],42.614094,,1.0287901,51.89,-23.952568,1.0309421
336,100,0.14342807,-175.9813,3897.104063272476,137.31543,4.959106e-07,0.106276564,33600,487.92294,-106.15316928659837,100.0,13.122606,1.602544,-173.54431,0.3097923,1.6101626,94.96759,1.0180688,0.69193584,1504228,[-1.019 -1.364 -0.743 -1.008  0.18 ],27.407104,,1.03746,52.65,-24.217957,1.0349022
337,100,0.22522356,-169.52776,3909.7049412727356,141.56943,-6.980896e-06,0.10671006,33700,803.4151,-106.84453127519723,100.0,12.532187,1.6039084,-166.20001,0.31210682,1.9373804,94.9173,1.0402792,0.59220415,1509462,[-1.031 -1.37  -0.745 -1.012  0.184],30.039406,,1.0717585,52.34,-22.043518,1.0596828
338,100,0.09124895,-159.20659,3921.173437833786,147.62598,-1.4877319e-06,0.09918443,33800,289.65265,-107.02621393526898,100.0,12.68844,1.5989379,-158.31851,0.2996493,1.3076308,94.66433,1.0075907,0.7510704,1514399,[-1.034 -1.378 -0.755 -1.022  0.185],29.489605,,1.0179682,49.37,-20.651207,1.0184523
339,100,0.091217965,-168.4142,3934.3949205875397,140.41351,-2.3651123e-06,0.10352074,33900,242.47252,-106.59462345184244,100.0,13.017787,1.6014862,-166.7555,0.30566314,1.3820679,94.856384,1.009602,0.7736584,1519544,[-1.036 -1.381 -0.758 -1.02   0.18 ],27.159492,,1.0250502,51.45,-24.08818,1.0254064
340,100,0.13075484,-180.75706,3947.176474571228,131.10167,2.861023e-06,0.109826766,34000,304.19333,-106.87747783134571,100.0,12.987609,1.6097664,-179.43788,0.31403923,1.4010046,95.07716,1.0158968,0.7244233,1524993,[-1.042 -1.389 -0.767 -1.026  0.182],41.22054,,1.0272506,54.49,-26.30661,1.0299222
341,100,0.09705255,-150.23163,3958.9701387882233,153.95999,3.852844e-06,0.09627781,34100,298.7309,-106.53319722892073,100.0,11.797075,1.6016375,-148.8237,0.29613522,1.3024826,94.54254,1.0139772,0.6775556,1529773,[-1.039 -1.389 -0.769 -1.027  0.191],32.644375,,1.025146,47.8,-17.064384,1.020864
342,100,0.14821462,-167.72101,3970.244351387024,144.4797,3.8146973e-07,0.10347119,34200,433.52853,-107.60567142732071,100.0,13.043406,1.5972604,-165.39603,0.30662957,1.5097078,94.79007,1.0261327,0.6686754,1534885,[-1.039 -1.395 -0.77  -1.027  0.183],42.488728,,1.0497878,51.12,-23.57962,1.0426726
343,100,0.10236961,-174.09256,3983.0793192386627,138.61566,2.2506713e-06,0.10475285,34300,349.70532,-106.99211249627506,100.0,12.76491,1.598553,-172.40387,0.30708736,1.4082813,94.894394,1.0107942,0.7846913,1540097,[-1.039 -1.408 -0.772 -1.028  0.178],31.832455,,1.0211952,52.12,-23.237038,1.0202668
344,100,0.11845613,-172.83707,3995.8372201919556,136.62302,-2.632141e-06,0.105569325,34400,336.54468,-106.70785663741734,100.0,14.471711,1.6063459,-171.75427,0.30841643,1.6239394,94.93028,1.0138911,0.7556708,1545341,[-1.052 -1.418 -0.778 -1.031  0.18 ],39.72587,,1.0240057,52.44,-22.803795,1.0235485
345,100,0.052710574,-152.80957,4007.2711119651794,151.47214,2.5177003e-06,0.09646805,34500,233.73119,-107.08547440690037,100.0,12.417868,1.6044127,-152.27914,0.29558492,1.156012,94.550156,1.0032266,0.86934114,1550154,[-1.047 -1.418 -0.78  -1.033  0.187],39.906654,,1.0056771,48.13,-19.096283,1.0075675
346,100,0.109453686,-189.2151,4020.2000567913055,128.85878,3.6239624e-06,0.109864786,34600,322.67972,-105.6631497470421,100.0,13.881166,1.5960802,-188.11516,0.31383523,1.3629336,95.128845,1.0114071,0.6793716,1555613,[-1.05  -1.421 -0.782 -1.037  0.185],34.031353,,1.0224051,54.59,-25.728722,1.0218163
347,100,0.056445725,-188.0499,4033.7381916046143,129.3762,2.4032593e-06,0.108172014,34700,199.3963,-105.57896213323426,100.0,13.2326145,1.5923778,-187.51686,0.31096962,1.1784317,95.087494,1.0034201,0.8391393,1561010,[-1.05  -1.418 -0.783 -1.036  0.177],30.769642,,1.0108074,53.97,-26.489883,1.0112936
348,100,0.18140027,-161.3429,4047.1960167884827,145.26457,3.0517577e-07,0.10193834,34800,590.5433,-105.84538348390188,100.0,13.813467,1.5960838,-159.16338,0.30489454,1.721395,94.789764,1.0272415,0.54155946,1566038,[-1.048 -1.423 -0.785 -1.037  0.173],32.14742,,1.0515926,50.28,-23.8965,1.0447167
349,100,0.09926846,-181.02989,4060.346159696579,137.47382,-3.0517579e-06,0.10559086,34900,293.0274,-106.71574673419805,100.0,12.409243,1.5966605,-179.19101,0.3084779,1.3351209,94.92999,1.0099406,0.76529694,1571282,[-1.05  -1.416 -0.785 -1.041  0.177],34.965874,,1.0182915,52.44,-21.04287,1.0253112
350,100,0.070706934,-177.91504,4072.798436641693,137.1718,5.760193e-06,0.10340164,35000,258.42032,-105.37243775994394,100.0,14.312539,1.5970051,-176.99232,0.30490598,1.2081544,94.91342,1.0040412,0.86010206,1576439,[-1.047 -1.429 -0.785 -1.049  0.178],54.112473,,1.0101682,51.57,-22.775024,1.0117619
351,100,0.0841017,-152.82913,4085.61571931839,146.47021,7.6293944e-08,0.09925153,35100,293.69528,-105.74726961204,100.0,12.4277315,1.5951039,-151.89447,0.29999807,1.2870649,94.71266,1.0081239,0.8104545,1581372,[-1.037 -1.423 -0.78  -1.046  0.178],31.948513,,1.0146589,49.33,-20.47261,1.0153435
352,100,0.037786406,-180.55957,4097.434332370758,142.39136,1.9073486e-06,0.09953602,35200,261.22333,-105.50839441331857,100.0,15.670537,1.5931748,-180.38474,0.29951152,1.1482332,94.756744,1.0011914,0.8942758,1586345,[-1.041 -1.417 -0.783 -1.041  0.176],52.85799,,1.0032792,49.73,-20.010109,1.0038527
353,100,0.17769504,-163.99995,4108.539381027222,147.70824,-2.632141e-06,0.10090294,35300,596.44995,-106.18941907512904,100.0,14.176728,1.5881932,-161.18642,0.30326915,1.6528306,94.738785,1.0301872,0.6749374,1591329,[-1.041 -1.414 -0.783 -1.038  0.174],40.837814,,1.0578401,49.84,-21.96154,1.0413953
354,100,0.08103614,-162.21327,4120.719374895096,138.36668,2.4032593e-06,0.10345582,35400,263.30298,-106.62676917744005,100.0,13.346522,1.5882684,-161.60628,0.30497375,1.2855078,94.86717,1.0057988,0.8249848,1596489,[-1.054 -1.405 -0.782 -1.026  0.169],34.124023,,1.0100266,51.6,-25.673248,1.0089505
355,100,0.094700344,-161.74214,4134.052760601044,143.91127,2.7465821e-06,0.10181384,35500,326.08612,-107.99449589260807,100.0,12.941635,1.592693,-160.87337,0.30326447,1.4084084,94.73566,1.0074099,0.7679155,1601554,[-1.06  -1.401 -0.782 -1.02   0.169],53.05285,,1.0134313,50.65,-20.037865,1.0122266
356,100,0.16074024,-176.71051,4147.449961423874,140.81284,1.1062622e-06,0.105295524,35600,543.4224,-106.25142886091623,100.0,14.247829,1.5875647,-173.79575,0.30934167,1.7439029,94.907104,1.0255281,0.7543177,1606746,[-1.058 -1.406 -0.78  -1.025  0.174],46.628452,,1.0406634,51.92,-23.098335,1.0477687
357,100,0.04346499,-185.45078,4162.472903728485,130.81934,6.8664554e-07,0.10807843,35700,247.56512,-107.17946564899981,100.0,13.867766,1.5870101,-184.91669,0.31073645,1.1863123,95.02745,1.0022392,0.8985001,1612142,[-1.053 -1.395 -0.771 -1.015  0.169],36.2701,,1.0045663,53.96,-23.42807,1.0055643
358,100,0.08735624,-170.61263,4175.646020650864,138.8126,-2.0980835e-06,0.10317467,35800,261.54572,-105.80417477962315,100.0,13.2911415,1.5814403,-169.74379,0.30500516,1.2501538,94.878296,1.0082915,0.80386555,1617276,[-1.053 -1.388 -0.769 -1.01   0.168],29.734879,,1.0167468,51.34,-24.278358,1.013106
359,100,0.10851777,-169.10904,4189.083946943283,138.65794,2.670288e-07,0.10481314,35900,354.15866,-106.1438268724022,100.0,13.468706,1.5804592,-167.2202,0.30759156,1.54528,94.91911,1.0111012,0.7212328,1622478,[-1.049 -1.386 -0.764 -1.008  0.163],35.42788,,1.0364289,52.02,-23.90007,1.0310334
360,100,0.037490286,-169.76086,4202.731058597565,134.39508,-3.6621093e-06,0.10538184,36000,169.356,-107.05499644543788,100.0,13.288482,1.5824354,-169.67233,0.30714947,1.1289538,94.93411,1.0012562,0.9122939,1627744,[-1.043 -1.398 -0.77  -1.011  0.162],34.546,,1.0019975,52.66,-19.978882,1.0032645
361,100,0.09652578,-178.37244,4216.289317369461,133.93433,4.005432e-06,0.10705418,36100,304.91434,-107.14877563483402,100.0,14.401662,1.5785242,-177.4324,0.30999634,1.3944173,94.97791,1.0096127,0.7734395,1633072,[-1.042 -1.395 -0.769 -1.01   0.164],46.899048,,1.0190855,53.28,-24.624672,1.0214759
362,100,0.0715185,-179.51926,4229.596428155899,136.02492,2.0599366e-06,0.10484064,36200,233.87419,-106.4329072158284,100.0,13.666595,1.5736299,-178.63252,0.3068347,1.1993828,94.92757,1.0058004,0.728701,1638299,[-1.046 -1.395 -0.771 -1.006  0.16 ],32.69904,,1.0117364,52.27,-24.104523,1.013729
363,100,0.053617645,-176.32277,4241.434306383133,138.17554,-5.607605e-06,0.10263479,36300,289.13416,-105.90961423914841,100.0,14.506577,1.5686858,-175.92581,0.30380154,1.165317,94.86452,1.0031205,0.84189504,1643421,[-1.038 -1.4   -0.77  -1.01   0.155],46.844635,,1.0070484,51.22,-23.665077,1.0056117
364,100,0.138415,-175.57036,4254.359504938126,137.08241,1.7166137e-06,0.10607545,36400,438.32568,-106.69459188909293,100.0,12.978937,1.5706182,-174.01854,0.30927417,1.6144061,94.94548,1.0139104,0.77057683,1648684,[-1.038 -1.4   -0.771 -1.009  0.15 ],34.09764,,1.0386833,52.63,-22.899483,1.025981
365,100,0.10463662,-183.60266,4267.328016757965,132.29413,-5.1498414e-06,0.10900845,36500,253.54778,-108.17255301208453,100.0,11.831095,1.5673575,-182.7378,0.31247032,1.3028133,95.01208,1.0102154,0.70201635,1654109,[-1.045 -1.39  -0.765 -1.005  0.152],29.42355,,1.022383,54.25,-23.253319,1.0148122
366,100,0.0987512,-187.38829,4280.3588926792145,127.99636,2.5558472e-06,0.110479705,36600,277.54935,-106.39417362949354,100.0,12.58542,1.5631487,-186.5076,0.31419313,1.3795475,95.13252,1.0088253,0.75751173,1659611,[-1.046 -1.387 -0.766 -1.007  0.148],32.151733,,1.0187912,55.02,-25.343933,1.0183272
367,100,0.043972872,-185.49367,4293.4609887599945,131.01726,-1.9836425e-06,0.10633046,36700,238.37479,-105.35070964754,100.0,14.403291,1.5634761,-185.29399,0.30842778,1.1079222,95.03274,1.0020331,0.8716201,1664922,[-1.049 -1.384 -0.763 -1.003  0.144],34.123283,,1.0033692,53.11,-22.219414,1.0019919
368,100,0.052718736,-196.44028,4307.218491315842,127.03468,3.6239624e-06,0.11009646,36800,225.48416,-106.1594573883147,100.0,14.078844,1.5592622,-195.85399,0.31338996,1.158326,95.13474,1.0041826,0.8744129,1670415,[-1.048 -1.387 -0.763 -1.004  0.145],50.84711,,1.0098313,54.93,-25.746597,1.010575
369,100,0.055972803,-199.74716,4320.421874284744,123.35963,1.4877319e-06,0.11170332,36900,291.1653,-105.01544260041663,100.0,15.041127,1.5634705,-199.18207,0.3153843,1.1588017,95.23128,1.0034363,0.8881646,1675988,[-1.051 -1.389 -0.764 -1.003  0.14 ],35.33925,,1.0114642,55.73,-25.808823,1.0105895
370,100,0.14379819,-171.12836,4332.64896440506,136.86447,-3.7384034e-06,0.10485418,37000,411.85977,-105.11339118930117,100.0,13.556483,1.5702882,-169.45877,0.3076024,1.7080693,94.96106,1.0134586,0.7672279,1681193,[-1.055 -1.387 -0.765 -1.003  0.144],31.790432,,1.024499,52.05,-24.110786,1.033335
371,100,0.06183218,-169.84886,4345.132566452026,133.75745,2.3651123e-06,0.10538494,37100,282.1142,-105.69719384238873,100.0,13.865759,1.5663089,-169.42004,0.3074843,1.1792667,94.97804,1.0037949,0.82510734,1686449,[-1.049 -1.376 -0.759 -1.     0.151],32.076977,,1.0064496,52.56,-23.535866,1.0067325
372,100,0.1122862,-172.39807,4357.165814876556,142.73495,9.155273e-07,0.102169454,37200,374.00192,-105.92463376394615,100.0,13.443697,1.5653278,-170.64737,0.30415282,1.5607014,94.82152,1.0112681,0.7545035,1691519,[-1.047 -1.375 -0.756 -1.001  0.147],35.772854,,1.0380223,50.7,-24.229622,1.0307467
373,100,0.04006973,-193.40686,4370.701769828796,124.109955,-9.536743e-07,0.112680584,37300,137.67825,-107.33205496789944,100.0,11.861557,1.5672854,-193.15,0.31642252,1.1200416,95.185104,1.0019097,0.88615423,1697146,[-1.048 -1.366 -0.748 -0.997  0.146],31.602882,,1.0045538,56.27,-27.038216,1.0049893
374,100,0.09019517,-177.80089,4382.981719732285,138.81929,-3.5095215e-06,0.10344321,37400,361.3286,-105.23049770141681,100.0,13.827927,1.5716759,-175.87563,0.3054382,1.3220761,94.90941,1.0096136,0.79134136,1702291,[-1.055 -1.364 -0.751 -0.995  0.148],36.426315,,1.018534,51.45,-21.8956,1.02371
375,100,0.058317013,-160.74649,4395.422324895859,147.76434,1.4495849e-06,0.09865043,37500,188.95952,-106.89193700781628,100.0,12.077817,1.5651165,-160.0553,0.29871467,1.1688625,94.652145,1.0054575,0.8258742,1707208,[-1.063 -1.374 -0.755 -1.     0.153],33.70306,,1.0111004,49.17,-19.50875,1.0111848
376,100,0.106735274,-193.14597,4407.889651298523,122.2047,3.5858154e-06,0.113595314,37600,344.45984,-105.56910680049066,100.0,15.457447,1.5674654,-192.11623,0.31787804,1.4045728,95.270966,1.0081022,0.7286626,1712870,[-1.062 -1.377 -0.758 -1.001  0.146],41.084435,,1.016283,56.62,-28.783585,1.0182439
377,100,0.09638646,-163.82304,4419.226552724838,143.32404,-3.0899048e-06,0.10195891,37700,363.58087,-107.47431719715063,100.0,13.379866,1.5722896,-162.7042,0.30346057,1.5183028,94.762054,1.0080415,0.84644777,1717942,[-1.073 -1.371 -0.759 -0.995  0.149],30.969727,,1.0232283,50.72,-25.59233,1.0185807
378,100,0.090133876,-191.55396,4432.630202531815,124.91989,-3.4713746e-06,0.112509765,37800,337.4929,-105.15415805169323,100.0,14.064615,1.5697376,-189.90485,0.3171541,1.2912015,95.23711,1.0102262,0.7159886,1723531,[-1.075 -1.363 -0.754 -0.992  0.153],26.563034,,1.0184678,55.89,-28.162666,1.0245298
379,100,0.13060142,-147.42282,4444.300622701645,153.06476,2.784729e-06,0.097991586,37900,542.84314,-106.83976469460545,100.0,12.287055,1.5621735,-145.52539,0.29923603,1.4064348,94.587875,1.0178677,0.6830465,1728374,[-1.068 -1.372 -0.752 -0.996  0.151],41.846302,,1.0350105,48.43,-23.97445,1.0269243
380,100,0.08513317,-175.70657,4456.893261194229,143.20593,-7.3242186e-06,0.102382064,38000,287.95987,-107.86635808463915,100.0,12.202683,1.5655304,-174.46448,0.30397642,1.3546,94.76497,1.0078138,0.8534997,1733468,[-1.071 -1.375 -0.748 -1.     0.143],33.88715,,1.0151427,50.94,-19.176796,1.0182152
381,100,0.035165407,-195.32211,4469.377887964249,129.41806,-6.980896e-06,0.10866244,38100,219.7287,-107.19643027555756,100.0,13.873768,1.5654243,-194.90402,0.31137738,1.1598383,95.05025,1.0019963,0.8876548,1738896,[-1.068 -1.382 -0.746 -1.004  0.147],40.44377,,1.0081382,54.28,-21.515625,1.0047864
382,100,0.11395252,-187.76476,4482.237118005753,131.34235,5.340576e-06,0.108698644,38200,420.92657,-105.4520416598217,100.0,12.283069,1.5660028,-186.09326,0.31258875,1.4879332,95.09003,1.0113871,0.7300095,1744290,[-1.075 -1.378 -0.747 -1.001  0.146],33.712646,,1.0186265,53.94,-22.322807,1.0221775
383,100,0.15354043,-183.88174,4495.153945207596,129.00706,5.0735475e-06,0.11306144,38300,412.3046,-108.00433336320145,100.0,13.92989,1.5654346,-182.00963,0.3186195,1.4465207,95.13718,1.0249001,0.6171876,1749882,[-1.073 -1.384 -0.743 -1.007  0.147],37.19986,,1.041703,55.92,-27.810463,1.0350649
384,100,0.09545927,-181.15674,4507.490435123444,133.90181,4.653931e-06,0.10750855,38400,230.5671,-107.36357383652033,100.0,13.650912,1.5729164,-180.06212,0.31064734,1.3840656,94.98491,1.0109593,0.79625976,1755230,[-1.076 -1.39  -0.74  -1.007  0.147],27.705605,,1.0219054,53.48,-24.490631,1.0209864
385,100,0.084544525,-193.09753,4519.9179763793945,124.87653,3.8146973e-07,0.11250661,38500,242.04369,-106.69661925659447,100.0,12.396461,1.5694188,-192.46637,0.31653914,1.2940997,95.19484,1.0070157,0.7958176,1760838,[-1.069 -1.39  -0.739 -1.009  0.154],31.53806,,1.0143561,56.08,-23.682747,1.0136685
386,100,0.07543028,-193.4371,4532.65739107132,122.113174,-2.670288e-07,0.11423294,38600,220.92448,-106.97217470361511,100.0,13.563138,1.5732358,-192.74797,0.3184703,1.2494211,95.2466,1.0043845,0.8125601,1766538,[-1.071 -1.39  -0.738 -1.006  0.151],27.41978,,1.0117109,57.0,-23.253967,1.0149226
387,100,0.051418003,-186.26382,4545.66269826889,127.95411,3.7765503e-06,0.10878004,38700,270.73053,-105.40788878108064,100.0,14.4379425,1.5768389,-185.79819,0.31175366,1.1651192,95.11543,1.003294,0.90320235,1771965,[-1.063 -1.394 -0.738 -1.009  0.154],44.562447,,1.0064368,54.27,-24.062729,1.006605
388,100,0.10057804,-185.98375,4560.525184631348,126.070854,-2.822876e-06,0.11246924,38800,316.22537,-105.59613341478067,100.0,13.551141,1.5770484,-184.39935,0.31744668,1.3026776,95.21248,1.0118297,0.7672353,1777541,[-1.061 -1.393 -0.735 -1.01   0.158],35.269966,,1.0224553,55.76,-22.047668,1.026059
389,100,0.14535807,-185.66206,4572.618909358978,126.60569,1.1062622e-06,0.11196154,38900,471.78284,-105.38103725845616,100.0,13.811334,1.5732427,-183.91724,0.3166367,1.5340551,95.207275,1.0199594,0.65970933,1783098,[-1.054 -1.4   -0.731 -1.018  0.158],35.76737,,1.0384967,55.57,-23.393417,1.0299416
390,100,0.09853277,-177.07663,4585.256808996201,133.59244,-1.5258789e-06,0.10738331,39000,247.50766,-106.86248640658883,100.0,12.581544,1.5702357,-176.07935,0.31055307,1.3006399,94.997665,1.0082783,0.739396,1788438,[-1.062 -1.398 -0.728 -1.013  0.154],36.068146,,1.0190401,53.4,-22.141937,1.0205874
391,100,0.1264682,-175.9909,4597.548331975937,132.43492,-2.1743774e-06,0.108558685,39100,341.8199,-106.1431504901926,100.0,12.322435,1.579773,-174.5175,0.31237411,1.451139,95.06001,1.0155226,0.71084917,1793826,[-1.064 -1.402 -0.733 -1.011  0.151],33.63868,,1.027781,53.88,-21.36335,1.029005
392,100,0.07986504,-200.11626,4610.879775524139,119.43764,-1.9073487e-07,0.11668898,39200,218.15297,-106.66651007742716,100.0,12.846784,1.5774777,-199.04811,0.32165202,1.368819,95.33134,1.0059086,0.84729636,1799641,[-1.059 -1.403 -0.734 -1.014  0.161],38.217216,,1.0117753,58.15,-22.453308,1.0185614
393,100,0.12096352,-181.03012,4623.416276693344,132.94896,-7.6293944e-08,0.107285574,39300,276.41583,-105.05517031910955,100.0,13.4638405,1.5771472,-179.3463,0.31069425,1.3982596,95.05575,1.0193267,0.6856531,1804968,[-1.053 -1.395 -0.73  -1.01   0.159],35.326786,,1.0349095,53.27,-21.081116,1.0347481
394,100,0.048852317,-187.91896,4636.871845960617,126.69556,3.2806397e-06,0.111197576,39400,203.44221,-107.48825856880245,100.0,13.744436,1.5800766,-187.33698,0.31466192,1.1963514,95.12724,1.0029248,0.90444463,1810519,[-1.047 -1.393 -0.732 -1.013  0.158],33.422558,,1.0064628,55.51,-24.69902,1.007762
395,100,0.10723078,-176.56807,4650.037150859833,134.99103,1.8692017e-06,0.106445655,39500,411.17313,-106.34392033617878,100.0,13.489171,1.5732434,-175.36981,0.30952895,1.4572126,94.97792,1.0131433,0.7982167,1815807,[-1.049 -1.387 -0.73  -1.008  0.161],27.79509,,1.0244046,52.88,-25.79374,1.0224469
396,100,0.049317874,-196.11229,4663.91255736351,118.64684,-2.3269654e-06,0.1156781,39600,207.8375,-105.79143334475691,100.0,13.561356,1.5693555,-195.72406,0.3201054,1.1426244,95.33623,1.0027932,0.8625467,1821582,[-1.05  -1.388 -0.73  -1.005  0.154],36.69472,,1.0052099,57.75,-23.397484,1.007216
397,100,0.07041988,-184.96248,4675.9056661129,128.8787,6.1035155e-07,0.1084025,39700,261.82336,-105.37206318024943,100.0,13.783581,1.5731417,-184.54062,0.3113477,1.3624445,95.10167,1.0037436,0.8878845,1826988,[-1.053 -1.391 -0.733 -1.005  0.15 ],45.173862,,1.0076095,54.06,-23.744926,1.0068986
398,100,0.11653609,-195.67343,4688.783047676086,127.961914,7.2479247e-07,0.110918656,39800,354.75543,-105.35687130486772,100.0,14.622472,1.5820373,-193.87613,0.31531698,1.5366153,95.17302,1.0117786,0.8133713,1832494,[-1.047 -1.387 -0.728 -1.004  0.154],43.15174,,1.0300766,55.06,-26.332687,1.0299963
399,100,0.0845771,-183.8664,4702.8009333610535,128.97243,4.615784e-06,0.11020852,39900,292.11502,-107.1915260657115,100.0,13.24456,1.5772247,-183.11989,0.31377313,1.2926903,95.09574,1.0059769,0.7525047,1837985,[-1.054 -1.39  -0.731 -1.007  0.163],27.47712,,1.0155367,54.91,-23.026627,1.0140203
400,100,0.15709968,-201.63925,4715.941296339035,116.14316,1.7166137e-06,0.120991856,40000,540.2711,-104.59412905285612,100.0,14.983023,1.5751762,-199.51892,0.32882228,1.6436069,95.4919,1.0200739,0.5485228,1843948,[-1.058 -1.384 -0.73  -1.006  0.158],44.534676,,1.0398356,59.63,-29.020203,1.0406933
401,100,0.08086236,-193.68106,4730.45521235466,120.90231,-5.4931643e-06,0.11388978,40100,309.62756,-104.44293214407057,100.0,14.810748,1.571691,-192.64282,0.31826863,1.1847837,95.31984,1.0060288,0.745666,1849624,[-1.056 -1.388 -0.725 -1.013  0.156],34.353374,,1.0126777,56.76,-24.107563,1.0154063
402,100,0.06469879,-162.83238,4743.304171323776,137.02518,1.6021728e-06,0.105309494,40200,209.23422,-108.08895577223865,100.0,12.007368,1.5764778,-162.3212,0.30745468,1.2329748,94.882324,1.004791,0.8620438,1854874,[-1.044 -1.383 -0.719 -1.012  0.153],32.59075,,1.0073894,52.5,-20.00911,1.0084075
403,100,0.06838205,-189.1682,4756.7909507751465,130.12213,3.852844e-06,0.108554296,40300,236.59383,-107.113889183511,100.0,13.965017,1.5787916,-188.58133,0.31154978,1.3153313,95.04234,1.0039345,0.8462959,1860287,[-1.044 -1.384 -0.717 -1.014  0.158],34.91847,,1.0094594,54.13,-23.911911,1.0112556
404,100,0.07801686,-194.59947,4771.4030566215515,117.297104,-3.013611e-06,0.11735355,40400,258.19553,-106.29807578146874,100.0,14.256405,1.5829837,-194.1375,0.32236457,1.2924566,95.3665,1.0047969,0.85165644,1866138,[-1.04  -1.384 -0.717 -1.012  0.16 ],39.40975,,1.0092852,58.51,-25.7641,1.0096496
405,100,0.06681873,-182.81674,4783.688615560532,131.94429,-4.4631956e-06,0.106957346,40500,278.97403,-106.02156057169681,100.0,14.6890335,1.5863395,-182.00233,0.30963618,1.2625375,95.0217,1.0045859,0.8394829,1871468,[-1.04  -1.385 -0.718 -1.01   0.164],49.856003,,1.0098158,53.3,-25.438614,1.0116056
406,100,0.046722814,-183.87059,4796.519882202148,132.55325,-1.7166137e-06,0.10642455,40600,220.86131,-106.70565840554482,100.0,13.763822,1.583986,-183.48529,0.30861798,1.1084952,94.98398,1.0019385,0.8742003,1876782,[-1.045 -1.39  -0.724 -1.011  0.167],39.15474,,1.0038148,53.14,-20.933762,1.0062228
407,100,0.070090465,-187.80939,4809.486157417297,126.38993,-9.918213e-07,0.11123705,40700,180.59026,-107.19835062522337,100.0,13.087321,1.5840081,-187.37106,0.31480044,1.2008684,95.13699,1.0053806,0.8151077,1882332,[-1.039 -1.386 -0.72  -1.01   0.165],41.538055,,1.0091782,55.5,-24.514297,1.0114201
408,100,0.12584582,-193.96097,4822.434419870377,125.26054,-3.0899048e-06,0.11295234,40800,371.01645,-105.91758903574723,100.0,13.816675,1.5767486,-192.40137,0.31769788,1.5077245,95.22465,1.0135646,0.67348605,1887943,[-1.036 -1.384 -0.721 -1.01   0.165],34.821045,,1.0257691,56.11,-24.92836,1.0272247
409,100,0.068984896,-180.94133,4835.10706782341,129.01505,-1.9836425e-06,0.10968948,40900,222.8057,-107.17013766483363,100.0,13.305882,1.576554,-180.20828,0.3130594,1.2418954,95.079384,1.0057642,0.8408747,1893410,[-1.045 -1.385 -0.725 -1.006  0.158],37.245495,,1.0103847,54.67,-22.736214,1.0109749
