EmpiricalD2,Weights,Bound,InitialBound,EpRewMean,InitialReturnStd,MaxIW,J_sample_variance,TimestepsSoFar,InitialReturnMin,MeanIW,MinD2w0t,Iteration,ReturnMeanIW,EpisodesSoFar,MeanD2w0t,ReturnStepMaxmin,MinIW,InitialReturnMean,EpLenMean,EpThisIter,StdD2w0t,InitialReturnMax,TimeElapsed,MaxD2w0t,EntropyCoefficient,ReturnStepMax,StdIW,MeanEntropy
1.2595559,[-0.565 -1.304 -0.537 -1.239  0.758],323.68848,319.33978,-106.51826426337331,14.298141,5.062446,3074.9492,321915,-25.390419,1.0674449,,81,137.76299,8100,0.11793465,94.978165,0.22633372,2.2888183e-07,52.97,100,0.34477124,39.175644,902.4082782268524,1.6374534,100.0,100.0,0.6022624,2.1769958
21.41055,[-0.461 -1.273 -0.516 -1.229  0.758],457.7061,325.04993,-106.21086154614723,14.193919,153.79465,1660955.1,327046,-23.14389,3.4194512,,82,352.76996,8200,0.92376834,94.86003,0.044835567,-8.354187e-06,51.31,100,5.3398647,40.246902,914.6675162315369,161.11018,100.0,100.0,16.15341,2.28029
2.468546,[-0.446 -1.344 -0.452 -1.283  0.861],327.5658,316.29974,-104.26715453936167,14.775848,18.206964,18504.781,332690,-25.332573,1.2094204,,83,136.35019,8300,0.18213402,95.30521,0.09391696,-1.5258789e-07,56.44,100,0.544413,41.996376,928.7510616779327,5.592877,100.0,100.0,1.7191501,2.3290887
1.4933835,[-0.487 -1.355 -0.407 -1.271  0.91 ],307.926,301.3272,-104.81895824098527,13.636989,4.6466665,2546.1492,339218,-28.561611,1.0973713,,84,108.27432,8400,0.15705428,95.788635,0.3425891,-5.455017e-06,65.28,100,0.41019204,41.651764,943.729540348053,2.2532303,100.0,100.0,0.61772627,2.336143
1.5320487,[-0.516 -1.328 -0.374 -1.218  0.917],314.50598,309.05606,-105.85197088091226,15.70747,4.2075787,2659.543,345437,-31.291721,1.0657746,,85,111.8862,8500,0.15338762,95.595856,0.15683223,-2.4414062e-06,62.19,100,0.41601425,43.130154,958.3737587928772,2.7611735,100.0,100.0,0.6647391,2.3699017
3.5891018,[-0.641 -1.321 -0.376 -1.214  0.951],306.8333,295.53516,-106.22368414605079,14.012419,76.54941,45791.688,352536,-27.602661,1.6648859,,86,113.32064,8600,0.3140094,96.007355,0.046687,-1.2588501e-06,70.99,100,0.947197,55.195786,974.7364504337311,13.395339,100.0,100.0,5.88774,2.425571
1.4098482,[-0.629 -1.292 -0.367 -1.132  1.007],297.12512,292.5238,-107.18223841723507,16.057621,6.374949,2303.1787,360129,-31.414574,1.0631064,,87,86.94358,8700,0.1865708,96.17682,0.2632106,-3.967285e-06,75.93,100,0.45128107,47.162342,991.9818465709686,3.439116,100.0,100.0,0.7664848,2.4511554
1.2238553,[-0.64  -1.279 -0.326 -1.118  1.032],287.004,283.89157,-104.57248388264564,15.4933,3.5654523,840.9558,368506,-33.015972,1.0074544,,88,72.39412,8800,0.18976986,96.50334,0.4011381,-1.2588501e-06,83.77,100,0.42618594,40.269047,1010.2447423934937,1.8746853,100.0,100.0,0.41244054,2.479234
1.4795477,[-0.665 -1.267 -0.309 -1.117  1.06 ],287.2795,283.93954,-102.83833308014906,17.104233,9.548897,3128.4001,376980,-37.122623,0.96388847,,89,72.22954,8900,0.21649496,96.572845,0.27269274,2.5177003e-06,84.74,100,0.49902505,51.54993,1028.6475894451141,4.26395,100.0,100.0,0.75689596,2.501749
2.6428688,[-0.691 -1.309 -0.286 -1.139  1.083],285.99365,275.89465,-105.28528452561686,16.370712,30.611639,10161.345,386686,-38.113113,1.2044115,,90,71.49414,9000,0.33936808,96.830505,0.0970287,6.2179565e-06,97.06,100,0.79023194,48.185604,1049.7228260040283,10.686639,100.0,100.0,2.4144506,2.5448627
1.4536164,[-0.709 -1.358 -0.263 -1.127  1.126],278.32886,274.82178,-105.42955812715017,17.3006,5.6423597,1341.649,397118,-38.740543,1.0182991,,91,54.46386,9100,0.26239493,96.97873,0.2820616,-2.9373168e-06,104.32,100,0.52156675,43.46543,1071.9024169445038,2.707378,100.0,100.0,0.66184044,2.581984
1.5776187,[-0.713 -1.364 -0.25  -1.121  1.163],273.8643,269.5265,-103.70671592325851,17.813889,9.433757,1003.44257,408917,-42.160576,1.047229,,92,47.78572,9200,0.3091257,97.24211,0.2032474,2.3269654e-06,117.99,100,0.57412815,41.88945,1094.7211384773254,2.8907387,100.0,100.0,0.7803701,2.60327
1.7445419,[-0.718 -1.349 -0.21  -1.094  1.184],273.67688,270.66504,-105.72843637158097,18.492985,10.044334,2008.9668,420882,-46.321484,1.2333289,,93,49.63229,9300,0.3639394,97.23271,0.09793407,5.340576e-07,119.65,100,0.70818305,37.392094,1118.8167796134949,4.7093115,100.0,100.0,1.0977825,2.5983872
1.9011908,[-0.768 -1.293 -0.256 -1.02   1.179],265.56778,261.35233,-105.29420915671935,17.136992,10.899934,1458.6682,434650,-39.650314,1.0462797,,94,36.76531,9400,0.43563914,97.47044,0.1510019,2.2125244e-06,137.68,100,0.8048194,52.94286,1147.244693994522,6.2362647,100.0,100.0,0.94635105,2.6394563
100.994965,[-0.798 -1.308 -0.269 -1.008  1.22 ],303.1388,267.08716,-109.12042036145242,18.077425,1920.957,648751.8,448422,-40.1053,5.797106,,95,123.51455,9500,10.369781,97.41533,0.0004533674,2.2125244e-06,137.72,100,128.12115,52.90528,1174.3337824344635,5895.2256,100.0,100.0,58.782776,2.6140273
3.696842,[-0.863 -1.034 -0.229 -0.846  1.195],258.04398,254.1225,-104.92016017245682,18.446892,20.75667,1318.657,464918,-46.06692,1.12978,,96,30.25034,9600,0.7263402,97.727936,0.05299054,-2.9754638e-06,164.96,100,1.6813043,35.869595,1207.7419805526733,23.741938,100.0,100.0,1.7564472,2.634537
1.9138837,[-0.99  -0.974 -0.212 -0.779  1.215],248.55847,244.9099,-103.18537506517006,20.076315,8.791094,474.7318,484971,-47.160023,1.0081279,,97,16.919155,9700,0.6043641,97.97087,0.08040434,2.0980835e-06,200.53,100,0.8165609,32.77217,1248.2958302497864,4.750388,100.0,100.0,0.6447521,2.651115
56.851948,[-1.025 -1.024 -0.195 -0.778  1.232],252.07642,244.02881,-96.62218652606511,18.306587,136.01524,21973.799,505948,-50.89016,1.8982208,,98,28.269667,9800,9.4823065,98.07878,0.0018031346,1.1062622e-06,209.77,100,38.375984,34.758526,1290.45583486557,589.8507,100.0,100.0,7.813423,2.7062657
46.23731,[-0.981 -1.078 -0.139 -0.815  1.287],252.25131,244.00911,-96.65266567948605,16.764547,435.19855,22329.025,530881,-48.18755,2.0722835,,99,21.8656,9900,8.25197,98.2247,0.0033327497,6.1035155e-07,249.33,100,27.76352,41.242004,1338.370370388031,609.9778,100.0,100.0,13.831508,2.7558591
1.8518323,[-0.888 -1.104 -0.061 -0.836  1.337],250.33951,247.26553,-100.892904076946,17.285162,14.034554,303.56818,557203,-51.113525,1.062874,,100,5.1468844,10000,0.78400296,98.2334,0.18127681,-1.9073486e-06,263.22,100,0.8097131,41.51284,1388.8498249053955,3.0359652,100.0,100.0,0.9815037,2.782973
1.7305995,[-0.915 -1.119 -0.052 -0.821  1.364],253.23112,251.2633,-105.95346284353565,15.881487,7.488915,311.45782,585751,-42.611244,1.089242,,101,5.378858,10100,0.8003134,98.25772,0.066510014,2.708435e-06,285.48,100,0.7428704,34.74197,1442.2914221286774,2.7023199,100.0,100.0,0.70152897,2.8064232
1.6205986,[-0.998 -1.139 -0.064 -0.819  1.387],250.46017,248.63232,-96.9631789932894,14.230825,4.997096,173.72354,618189,-37.872334,0.95901126,,102,0.30435902,10200,0.85212576,98.40216,0.09292407,-3.0708313e-06,324.38,100,0.6652319,34.894096,1504.1160683631897,2.4425335,100.0,100.0,0.542764,2.8251135
1.9763228,[-1.079 -1.113 -0.06  -0.794  1.406],251.41524,249.05856,-91.71969935488286,15.808545,6.6198287,234.40398,651144,-51.722713,1.0263449,,103,-0.81785965,10300,0.99752283,98.44336,0.090688705,-1.14440915e-07,329.55,100,0.79555714,30.910254,1568.7750244140625,2.918388,100.0,100.0,0.7287727,2.85138
1.9296565,[-1.137 -1.133 -0.058 -0.79   1.432],248.92096,246.85065,-88.6069011266254,15.48986,7.814628,250.98369,688737,-50.640102,1.0279974,,104,-5.6920505,10400,1.0916371,98.528595,0.12776855,-2.155304e-06,375.93,100,0.7168155,28.443256,1639.944916009903,3.1719985,100.0,100.0,0.6362124,2.8708737
1.6540567,[-1.216 -1.086 -0.044 -0.773  1.452],250.5742,249.10625,-88.0497881283292,14.450407,5.673075,190.29521,726586,-38.273872,1.0135398,,105,-6.3996434,10500,1.0191878,98.53473,0.094739676,-1.8215179e-06,378.49,100,0.6169505,30.99016,1711.6112599372864,1.9531789,100.0,100.0,0.54572105,2.894323
1.4004304,[-1.223 -1.091 -0.034 -0.77   1.475],251.15959,250.09003,-86.13178368841066,14.315796,3.587921,225.91972,765608,-31.621887,1.0516813,,106,-8.030598,10600,0.94679415,98.55855,0.22736041,-5.340576e-07,390.22,100,0.5186861,42.115704,1783.7887637615204,1.5578707,100.0,100.0,0.43626156,2.9128132
1.196101,[-1.238 -1.111 -0.029 -0.778  1.494],253.47945,252.9348,-89.72660072703509,13.067938,3.134095,180.48567,805148,-31.149427,0.9951509,,107,-7.2427154,10700,0.8744234,98.54614,0.23952816,-9.536743e-08,395.4,100,0.4541728,30.239838,1858.8610517978668,1.2760651,100.0,100.0,0.3244937,2.924907
1.4656831,[-1.242 -1.111 -0.019 -0.79   1.506],252.67232,251.25615,-85.97551664589591,14.177201,5.071383,166.10129,843530,-48.639473,1.0223844,,108,-8.987153,10800,0.9371284,98.552,0.18180802,2.5177003e-06,383.82,100,0.5411578,37.02233,1929.9821393489838,2.0089033,100.0,100.0,0.49574265,2.9362035
2.2065148,[-1.352 -1.114 -0.019 -0.781  1.517],253.67517,251.5403,-83.26006089818338,15.419379,9.532906,241.00519,884186,-34.661736,1.0429448,,109,-9.334117,10900,1.28381,98.59042,0.070473604,-6.1035155e-07,406.56,100,0.73084587,43.478188,2007.1594982147217,3.0738757,100.0,100.0,0.74555576,2.9587681
1.7773739,[-1.42  -1.164 -0.018 -0.804  1.54 ],257.27182,256.00812,-83.28069403980841,15.382953,7.123181,256.90182,926501,-54.34607,0.9979505,,110,-7.950208,11000,1.1683234,98.606384,0.13621357,4.196167e-07,423.15,100,0.55731994,30.231966,2085.5513095855713,2.158067,100.0,100.0,0.59364504,2.9763885
108.5314,[-1.476 -1.165 -0.01  -0.828  1.557],265.7781,259.59244,-86.42177909877942,15.3767805,107.830765,20300.73,964702,-55.29171,1.7650989,,111,5.836832,11100,19.776163,98.54755,0.0029702731,-1.9454956e-06,382.01,100,37.299873,30.85464,2159.1239075660706,328.56854,100.0,100.0,6.0381517,3.0351038
1.6223859,[-1.614 -1.247 -0.043 -0.852  1.616],264.03845,262.66916,-84.4528057268876,13.692952,6.2090893,223.34987,1007683,-31.43933,0.97680235,,112,-8.534816,11200,1.1190089,98.607025,0.121044464,-1.7166137e-06,429.81,100,0.4929536,33.16025,2241.2170026302338,1.8338996,100.0,100.0,0.5281659,3.0479884
1.5548154,[-1.62  -1.24  -0.031 -0.887  1.629],264.88037,263.80328,-75.28848346359933,13.742567,11.708586,192.43102,1047861,-36.13802,1.0097406,,113,-9.063589,11300,1.0240711,98.62523,0.12285954,-5.340576e-07,401.78,100,0.540828,30.35453,2316.322516679764,2.0255008,100.0,100.0,0.7017475,3.0605445
2.2884953,[-1.733 -1.247 -0.027 -0.896  1.642],269.7568,267.49393,-83.86428208831266,13.402559,6.15687,196.94868,1087660,-34.25222,1.0263914,,114,-5.6535025,11400,1.27874,98.57857,0.0901243,1.4686584e-06,397.99,100,0.77875525,35.782185,2392.5228712558746,3.3414686,100.0,100.0,0.6295208,3.0831547
1.5552248,[-1.857 -1.238 -0.024 -0.909  1.664],268.2427,266.86652,-72.39751277492118,14.89891,4.058766,206.4063,1127409,-37.49536,0.95993495,,115,-9.510449,11500,1.0163646,98.63573,0.08967193,-1.8310546e-06,397.49,100,0.5472955,34.42048,2467.676242828369,1.893256,100.0,100.0,0.4535826,3.0994132
1.5607231,[-1.915 -1.29  -0.027 -0.909  1.68 ],271.70148,270.59082,-84.67113641079284,12.443243,4.8832636,206.88286,1169101,-28.813148,1.0105942,,116,-7.9490933,11600,1.0694762,98.59383,0.08897036,-1.7166137e-06,416.92,100,0.5099421,23.539585,2546.3279638290405,1.773976,100.0,100.0,0.5172026,3.1189475
1.5295683,[-1.942 -1.299 -0.039 -0.928  1.7  ],270.99,269.81924,-66.6028728636648,14.28639,5.512789,230.1433,1211577,-53.04165,1.0223517,,117,-10.380467,11700,1.0652536,98.6864,0.119621366,1.3923645e-06,424.76,100,0.48204097,42.317123,2626.6392300128937,2.0645654,100.0,100.0,0.5350932,3.1345623
1.3343502,[-2.061 -1.278 -0.046 -0.917  1.715],271.9574,271.119,-72.25392110827163,13.039898,3.5894413,191.2822,1256496,-28.169731,0.93687975,,118,-10.958576,11800,1.0480602,98.6783,0.23597485,6.1035155e-07,449.19,100,0.36707643,26.8574,2712.6173470020294,1.4075131,100.0,100.0,0.34614375,3.1482346
1.7822554,[-2.064 -1.271 -0.053 -0.937  1.729],274.4323,272.9421,-72.67937516703807,14.141933,6.0385237,215.88182,1299308,-41.203773,0.9901202,,119,-10.091459,11900,1.1804785,98.66048,0.13253088,-3.2043456e-06,428.12,100,0.5419514,35.79768,2793.216789484024,2.0140524,100.0,100.0,0.51824355,3.1698713
1.9930388,[-2.067 -1.262 -0.065 -0.958  1.751],276.80783,275.44113,-76.8283578010718,13.388731,6.532052,252.13962,1341500,-38.957314,1.0266346,,120,-9.681019,12000,1.2445357,98.63582,0.058195185,2.2125244e-06,421.92,100,0.6226431,25.774555,2871.9679131507874,2.4055657,100.0,100.0,0.69803303,3.1913939
1.6283615,[-2.073 -1.255 -0.045 -0.989  1.772],279.6872,278.40018,-74.01692321894794,14.147698,6.2871757,190.80936,1382517,-40.803253,0.9510638,,121,-9.421746,12100,1.0853435,98.6391,0.119755,1.6021728e-06,410.17,100,0.54634356,23.449928,2949.0683081150055,1.7905971,100.0,100.0,0.59586686,3.2147968
1.5344226,[-2.078 -1.255 -0.04  -0.989  1.796],283.7634,282.5074,-78.56463870939642,13.510501,3.9318166,175.84807,1423174,-43.601006,0.95583016,,122,-7.598077,12200,1.0360357,98.613525,0.1638017,2.670288e-07,406.57,100,0.5249495,25.910124,3024.0822818279266,1.7006116,100.0,100.0,0.39995384,3.236142
1.4584013,[-2.085 -1.258 -0.028 -0.995  1.817],288.1376,286.40134,-84.56703791648613,16.15543,3.9363627,257.1017,1461819,-35.519493,0.99825126,,123,-4.975831,12300,0.9546941,98.56233,0.16929103,5.912781e-07,386.45,100,0.5401677,27.449274,3095.3876914978027,1.8127264,100.0,100.0,0.42839098,3.2519045
1.4064976,[-2.192 -1.267 -0.031 -1.     1.833],282.7348,281.8861,-77.56760261759011,15.115234,3.2166877,259.49393,1503559,-56.236042,0.9685125,,124,-11.797189,12400,1.007361,98.62833,0.17601243,1.1062622e-06,417.4,100,0.4669921,32.663094,3173.740004301071,1.5634924,100.0,100.0,0.42266253,3.265429
1.830257,[-2.203 -1.274 -0.011 -1.03   1.846],287.7223,286.01978,-72.48361014429894,15.148849,16.003517,300.12427,1545221,-41.549953,1.0968014,,125,-8.575477,12500,1.1743324,98.65204,0.10123716,-1.8501282e-06,416.62,100,0.58803976,23.914848,3250.9810967445374,2.1876912,100.0,100.0,0.7781721,3.28843
2.0381415,[-2.224 -1.26  -0.034 -1.037  1.869],289.59543,287.61426,-81.38214695605288,13.89002,4.3816457,174.9994,1584665,-38.43443,0.92402124,,126,-9.126642,12600,1.1978843,98.58736,0.08345012,-1.8119812e-06,394.44,100,0.7080871,33.805435,3326.072114944458,2.4417868,100.0,100.0,0.503647,3.315635
1.1982864,[-2.239 -1.264 -0.017 -1.05   1.897],293.76672,293.36542,-75.46257267095415,16.512232,2.7968855,289.87164,1624492,-44.131863,0.9726804,,127,-7.333396,12700,0.88273734,98.62105,0.23756216,4.959106e-07,398.27,100,0.45068705,39.139458,3401.748039484024,1.2599488,100.0,100.0,0.27261212,3.3287385
1.2874912,[-2.244 -1.272 -0.009 -1.039  1.91 ],295.10938,294.38028,-84.99333206887155,15.154756,3.93133,270.3225,1664058,-38.805016,0.9774827,,128,-7.4763284,12800,0.9135433,98.57037,0.20062271,5.340576e-07,395.66,100,0.4782036,27.104626,3472.8368170261383,1.3820385,100.0,100.0,0.34035093,3.3450837
1.3352013,[-2.251e+00 -1.276e+00  5.746e-04 -1.053e+00  1.926e+00],295.0174,293.86954,-84.02211071397375,16.007206,4.4653587,248.49661,1703560,-43.503494,1.0262628,,129,-9.247614,12900,0.93288296,98.5746,0.2224231,1.7166137e-06,395.02,100,0.4931138,28.950113,3542.1146697998047,1.4613329,100.0,100.0,0.45893627,3.3625312
1.5079439,[-2.268e+00 -1.303e+00  1.683e-03 -1.049e+00  1.943e+00],298.1777,297.16278,-79.6289529582016,13.13141,6.4215755,199.19478,1746985,-29.918568,1.0043892,,130,-7.7387543,13000,1.0885555,98.633255,0.09865849,-2.2888183e-07,434.25,100,0.45205086,26.482502,3615.4346590042114,1.6401452,100.0,100.0,0.43175858,3.3807173
1.5017091,[-2.286 -1.306  0.015 -1.074  1.962],297.4116,296.42236,-70.0017236571122,15.132768,4.1262593,293.0925,1788478,-60.55075,1.0127752,,131,-10.601553,13100,1.0455987,98.66258,0.07319115,-5.1498415e-07,414.93,100,0.499557,33.429375,3685.150420188904,1.6164293,100.0,100.0,0.47995535,3.402193
1.9835173,[-2.287 -1.305  0.014 -1.076  1.983],304.30746,302.50888,-85.31248030142177,12.712449,8.601439,191.79214,1826784,-40.255028,0.9479744,,132,-5.118951,13200,1.1436597,98.55458,0.10931974,2.0980835e-07,383.06,100,0.7149579,34.590473,3744.234508037567,2.6759448,100.0,100.0,0.63576365,3.42169
1.6551728,[-2.327 -1.355  0.048 -1.122  2.002],304.44208,302.84836,-89.90462116683247,15.484523,5.7428083,245.10066,1867462,-48.161385,1.0314105,,133,-7.3440456,13300,1.0812387,98.55797,0.08748188,-2.3651123e-06,406.78,100,0.5592664,42.45661,3806.8186967372894,1.9810054,100.0,100.0,0.5521949,3.4413683
1.5288303,[-2.342 -1.358  0.079 -1.146  2.022],308.1079,307.0148,-91.00178423258673,14.248573,4.209853,206.84572,1907388,-37.29561,0.95096815,,134,-5.679384,13400,1.0177819,98.54414,0.11908335,7.4386594e-07,399.26,100,0.539259,39.79471,3868.1052100658417,1.7064717,100.0,100.0,0.45937786,3.4602332
2.1167336,[-2.36  -1.347  0.08  -1.178  2.041],312.96515,311.0513,-95.34095584110179,16.743698,4.468767,309.17825,1943326,-44.091324,0.95816916,,135,-2.406918,13500,1.1338179,98.46942,0.0683556,-2.7465821e-06,359.38,100,0.80885124,37.32791,3924.5257329940796,3.0529952,100.0,100.0,0.5585408,3.4836428
1.0656906,[-2.395 -1.427  0.086 -1.235  2.065],309.32117,309.0245,-79.59123229780847,15.979141,2.037334,277.41934,1982037,-48.288494,1.0283927,,136,-8.322768,13600,0.803371,98.58879,0.4515543,-1.2397766e-06,387.11,100,0.43437672,35.16507,3984.086835384369,1.0882144,100.0,100.0,0.19438078,3.4920068
1.4218389,[-2.403 -1.424  0.084 -1.244  2.073],314.81207,313.40836,-92.91132926567968,14.638992,4.420089,252.51619,2019081,-58.288383,1.0506796,,137,-4.0155296,13700,0.908582,98.49837,0.16843319,4.7683716e-07,370.44,100,0.5552122,23.206493,4040.7537808418274,1.6853199,100.0,100.0,0.46661508,3.5096195
1.3620094,[-2.485 -1.431  0.08  -1.266  2.09 ],317.81274,317.01477,-98.25970782763447,14.501361,3.1879916,222.53123,2056457,-57.310196,0.95865047,,138,-3.032206,13800,0.89435875,98.47421,0.1784155,1.2779236e-06,373.76,100,0.5329031,31.731794,4099.079465866089,1.4994574,100.0,100.0,0.36473525,3.5292606
1.2503928,[-2.487 -1.429  0.081 -1.267  2.11 ],319.04315,318.00262,-97.92170433015117,19.175587,3.2012987,363.47498,2089398,-56.558113,1.0116787,,139,-2.842521,13900,0.7504674,98.40547,0.24383362,3.0517577e-07,329.41,100,0.547362,28.588326,4148.602596521378,1.5716527,100.0,100.0,0.34064013,3.5376627
1.3327055,[-2.551 -1.515  0.061 -1.293  2.119],317.3836,316.4693,-86.32307759352608,14.762349,4.219894,232.75743,2127878,-34.729996,0.97174054,,140,-6.2600465,14000,0.9103331,98.55133,0.21001668,-2.2125244e-06,384.8,100,0.509953,30.377848,4207.532032489777,1.4420733,100.0,100.0,0.38292545,3.5565956
1.4159719,[-2.554 -1.517  0.064 -1.294  2.137],319.0758,317.91403,-93.9739287934232,17.879229,3.201478,316.58685,2165650,-53.559273,0.9286561,,141,-6.3853736,14100,0.9262297,98.50241,0.184271,-2.3651123e-06,377.72,100,0.54454845,44.670334,4264.558881759644,1.587281,100.0,100.0,0.36619812,3.5760012
2.5138273,[-2.565 -1.526  0.055 -1.318  2.157],322.1703,320.12836,-93.83152858635029,17.04498,15.882877,324.81638,2203029,-45.168625,1.1328056,,142,-4.7399464,14200,1.2857229,98.49794,0.060998473,-2.5939942e-06,373.79,100,0.9200338,34.935688,4320.828773736954,4.620055,100.0,100.0,1.2571132,3.6010292
2.4585438,[-2.654 -1.578 -0.007 -1.338  2.182],328.31482,326.46103,-99.66957306127601,15.3810835,11.8198395,299.99548,2238452,-54.33185,1.0906729,,143,-0.89223105,14300,1.191467,98.437256,0.048718087,5.340576e-07,354.23,100,0.9084159,33.34131,4374.933579206467,4.50821,100.0,100.0,0.90763223,3.6242962
1.4577419,[-2.791 -1.719 -0.033 -1.367  2.205],325.33835,324.23895,-92.7025458413255,14.195354,5.5930777,224.22305,2276815,-49.720573,0.97934836,,144,-6.747083,14400,0.9539583,98.51671,0.23592073,8.010864e-07,383.63,100,0.54678416,31.091053,4430.387825965881,1.6829066,100.0,100.0,0.49050912,3.6425674
1.5888675,[-2.814 -1.721 -0.007 -1.393  2.224],326.14075,324.82217,-85.39644135196505,14.229032,4.06108,265.71088,2318363,-39.088654,1.0190059,,145,-7.787552,14500,1.0784705,98.58893,0.17006156,4.5776366e-07,415.48,100,0.5211935,32.107895,4489.076828956604,1.747061,100.0,100.0,0.4789008,3.6620655
1.0691574,[-2.824 -1.725 -0.015 -1.437  2.243],330.91327,330.66507,-100.13433140782949,16.495811,2.1220043,298.69955,2354074,-47.76787,1.011942,,146,-4.6801696,14600,0.7430102,98.43919,0.50111705,-1.8692017e-06,357.11,100,0.47056,41.391712,4540.1550397872925,1.0976114,100.0,100.0,0.20665671,3.6717029
1.3542831,[-2.825 -1.725 -0.014 -1.437  2.252],330.3385,329.29526,-83.29091931948896,13.937539,3.225514,192.46458,2393791,-32.329716,1.0483683,,147,-6.5739026,14700,0.9443418,98.58058,0.23252398,6.1035155e-07,397.17,100,0.49397367,27.688509,4593.00523519516,1.4790334,100.0,100.0,0.41724625,3.689288
1.2858413,[-2.838e+00 -1.733e+00  2.490e-03 -1.457e+00  2.270e+00],333.48672,332.81735,-98.85098387863661,13.3610735,3.245172,180.53831,2432363,-31.759176,0.959724,,148,-5.220588,14800,0.89098203,98.48744,0.3152202,2.2888183e-07,385.72,100,0.49366903,33.394,4644.338742494583,1.3835553,100.0,100.0,0.3697371,3.7064803
1.5655898,[-2.844 -1.735 -0.005 -1.464  2.287],333.98352,332.53217,-93.24698458612477,16.632195,3.9178774,287.703,2470188,-52.923218,1.010608,,149,-6.1599994,14900,0.9816505,98.50696,0.14375189,-1.6212464e-06,378.25,100,0.58857435,29.384043,4694.270481109619,1.9851453,100.0,100.0,0.5131995,3.7244382
2.4637449,[-2.922 -1.815 -0.028 -1.508  2.305],339.2505,336.80887,-94.80284052962196,15.664709,7.1085124,304.0314,2506349,-66.83407,0.9905677,,150,-2.5488358,15000,1.2568464,98.47566,0.029188342,1.0681152e-06,361.61,100,0.93380296,31.697998,4743.0436835289,3.4856884,100.0,100.0,0.6890571,3.7512805
1.237958,[-2.977 -1.848  0.012 -1.57   2.332],341.1899,340.4252,-101.75021211569161,15.576109,2.7552135,213.89574,2540536,-36.683453,0.98105913,,151,-3.4786792,15100,0.7743198,98.40474,0.23467393,-1.1444092e-06,341.87,100,0.53255904,27.92572,4788.563538312912,1.3894026,100.0,100.0,0.3333274,3.7654657
1.353555,[-3.008 -1.882  0.019 -1.544  2.346],344.08722,342.96335,-101.2811025506112,15.242504,5.9376316,232.68002,2574423,-56.03101,0.98438776,,152,-2.256436,15200,0.8117048,98.40224,0.28278586,-5.722046e-07,338.87,100,0.57221746,28.141872,4833.850114583969,1.567656,100.0,100.0,0.40175724,3.7844822
1.7535834,[-3.061 -1.899  0.028 -1.524  2.365],340.27148,338.96082,-89.67150494346792,13.011032,6.3910737,175.56999,2613437,-31.405859,0.9776296,,153,-8.14724,15300,1.0841268,98.54031,0.10669614,2.4414062e-06,390.14,100,0.626451,33.50402,4885.038926362991,2.0120776,100.0,100.0,0.55128825,3.8098829
1.48544,[-3.074 -1.899  0.022 -1.537  2.391],342.44632,341.19522,-94.5492886544797,13.901171,5.8203154,236.61226,2652986,-38.978786,0.99639046,,154,-8.352966,15400,0.9935844,98.521866,0.12202958,2.0599366e-06,395.49,100,0.53478837,27.45489,4936.031381368637,1.6441361,100.0,100.0,0.5075803,3.830038
1.3534375,[-3.08  -1.899  0.035 -1.568  2.411],345.76932,344.95465,-99.81296797037918,16.923292,4.339854,326.14545,2690932,-40.999134,0.97595954,,155,-6.722619,15500,0.9049484,98.47392,0.1715576,-2.5939942e-06,379.46,100,0.52348423,39.05849,4983.7321128845215,1.5275257,100.0,100.0,0.42001,3.8451722
1.2260773,[-3.095 -1.9    0.019 -1.617  2.426],348.82578,347.9449,-100.15525526094511,16.334671,3.7728288,267.85895,2726056,-53.159286,1.0003152,,156,-5.2454658,15600,0.7909467,98.4297,0.29654923,-2.1743774e-06,351.24,100,0.5201799,26.99267,5027.448477745056,1.3846304,100.0,100.0,0.35590482,3.859336
1.947636,[-3.149e+00 -1.958e+00 -2.824e-03 -1.613e+00  2.440e+00],353.38074,351.3289,-114.87265567696821,15.4646015,15.28297,313.02322,2760888,-43.003147,1.0877147,,157,-2.5331738,15700,1.0488889,98.34042,0.12057164,-1.9836425e-06,348.32,100,0.76495504,33.376526,5071.242448568344,2.4702725,100.0,100.0,0.90689987,3.8885405
1.5513037,[-3.150e+00 -1.961e+00 -3.082e-03 -1.614e+00  2.469e+00],352.66507,351.53522,-107.45310590775092,17.202547,6.8579307,328.40298,2797819,-48.47564,1.0213778,,158,-6.123457,15800,0.96287686,98.41809,0.13906023,-1.0681152e-06,369.31,100,0.6025771,41.141518,5117.43568611145,1.7936832,100.0,100.0,0.55541855,3.9114625
1.5218898,[-3.177 -1.968 -0.017 -1.631  2.492],357.76154,356.0044,-107.55815460044408,14.707933,4.322111,246.30835,2833725,-42.608242,1.0210286,,159,-2.9088156,15900,0.9236468,98.400894,0.14856999,1.7166137e-06,359.06,100,0.60643834,39.278923,5162.226278543472,1.8201898,100.0,100.0,0.4579412,3.9296796
1.3545161,[-3.234 -1.986 -0.023 -1.695  2.511],357.12387,355.95123,-108.70797399046113,19.29736,3.4834926,355.79956,2867996,-58.15412,0.9149659,,160,-5.6299486,16000,0.82589024,98.3656,0.2163238,-2.5558472e-06,342.71,100,0.5724946,45.641747,5205.347308397293,1.5612812,100.0,100.0,0.36457866,3.9485724
