MeanIW,MaxIW,Bound,StdD2w0t,TimeElapsed,ReturnMeanIW,InitialReturnMax,MinIW,EpLenMean,MinD2w0t,EpRewMean,EpThisIter,Iteration,MeanD2w0t,EpisodesSoFar,InitialReturnStd,Weights,ReturnStepMaxmin,TimestepsSoFar,EmpiricalD2,MeanEntropy,ReturnStepMax,InitialReturnMin,J_sample_variance,MaxD2w0t,InitialBound,InitialReturnMean,StdIW,EntropyCoefficient
0.41503534,15.806248,-42.552147,9.217595,135.11040019989014,-40.947975,-85.32637,2.0450885e-05,17.04,,-108.25078352535725,100,11,0.6493563,1100,2.8792481,[-0.834  0.516 -0.658  0.37  -0.193],99.37217,18400,56.920895,1.1342795,100.0,-97.831,4809.619,877.5044,-83.41425,-93.00095,0.7851311,10.0
0.65069294,15.719596,-63.888393,6.758938,146.28251695632935,-63.14556,-84.04348,0.0017753539,17.16,,-108.92949008937994,100,12,0.46978882,1200,2.7279453,[-0.925  0.44  -0.765  0.503 -0.285],99.36799,20116,51.564545,1.1448864,100.0,-97.58526,7211.9575,457.69806,-84.92337,-93.49666,0.9684389,10.0
0.5693657,11.450035,-51.509552,0.7937769,157.95267748832703,-54.694183,-83.174515,0.0003587266,16.44,,-108.09017590108041,100,13,0.10703051,1300,2.7895732,[-0.907  0.493 -0.755  0.439 -0.274],99.36517,21760,6.743375,0.95570046,100.0,-97.26385,4971.445,30.912973,-84.5806,-93.36458,0.7869682,10.0
0.63842225,5.4243937,-60.399834,3.9917653,172.85811948776245,-59.81156,-85.54046,0.00223834,16.86,,-108.26869649394634,100,14,0.28773353,1400,2.9061391,[-0.846  0.466 -0.796  0.515 -0.463],99.37316,23446,11.211285,0.9283526,100.0,-97.61933,2834.6248,189.42926,-86.375916,-93.180214,0.5883356,10.0
0.7536895,6.8227262,-69.24648,1.0141574,185.3416666984558,-72.08869,-81.63582,0.017642634,16.43,,-107.70712111333178,100,15,0.11620016,1500,3.082715,[-0.819  0.556 -0.683  0.494 -0.491],99.38248,25089,7.3429103,0.92564094,100.0,-97.414444,7571.748,39.561954,-86.522644,-93.02838,0.9594777,10.0
0.40804738,23.230406,-50.428024,6.16139,198.66999173164368,-40.72699,-84.040215,4.878046e-05,17.16,,-108.74627260745437,100,16,0.51900107,1600,2.8547168,[-0.825  0.536 -0.682  0.541 -0.493],99.4469,26805,106.284386,0.9218337,100.0,-97.64979,7754.2563,291.03494,-87.12051,-93.32795,1.0147426,10.0
0.47032788,12.701164,-54.258045,6.4546804,211.6004023551941,-46.238564,-85.52042,0.00013903843,17.02,,-108.46644808657604,100,17,0.5192896,1700,2.5592346,[-0.78   0.566 -0.726  0.548 -0.497],99.396164,28507,107.06739,0.9153614,100.0,-97.52178,5610.448,261.6643,-86.892555,-93.2023,0.88823575,10.0
0.416045,29.214176,-48.411358,4.5653596,223.53410291671753,-42.368896,-84.12295,0.00035926822,17.37,,-108.62492703991067,100,18,0.39906693,1800,2.8472254,[-0.815  0.513 -0.702  0.549 -0.504],99.419106,30244,79.39588,0.8989169,100.0,-97.256744,7099.8887,184.0875,-86.706406,-93.058556,0.96973264,10.0
0.3923478,11.490759,-46.845703,4.63962,235.17279958724976,-40.711136,-87.604675,0.0015110279,17.57,,-109.57225931247628,100,19,0.40779874,1900,2.4294653,[-0.851  0.474 -0.665  0.538 -0.52 ],99.481255,32001,82.333595,0.9120739,100.0,-97.50694,3259.4622,167.44836,-87.63085,-93.71799,0.6547665,10.0
0.60520387,12.773937,-64.35919,9.787742,247.84100103378296,-58.433586,-85.76932,6.2937914e-05,17.73,,-110.04598193034097,100,20,0.37855062,2000,2.5597174,[-0.897  0.438 -0.632  0.53  -0.507],99.36439,33774,52.197033,0.88214517,100.0,-97.6108,6824.011,989.63385,-88.06424,-93.98057,0.9233751,10.0
0.7848355,7.605198,-70.54303,0.7871476,260.78400588035583,-74.146866,-84.67756,0.047171928,17.21,,-109.47345851234964,100,21,0.11327453,2100,2.488376,[-0.839  0.438 -0.684  0.586 -0.537],99.4668,35495,6.9535847,1.0123626,100.0,-97.63263,6042.369,26.108213,-87.92559,-93.92369,0.88545775,10.0
0.5655685,12.97009,-59.36545,4.2200794,273.01034355163574,-55.287617,-82.57676,0.0008836931,17.76,,-109.4812416752133,100,22,0.38851607,2200,3.182859,[-0.803  0.432 -0.644  0.558 -0.407],99.45862,37271,60.139862,1.0230739,100.0,-97.84522,15249.397,151.77208,-86.37266,-93.45861,1.4484917,10.0
0.36545753,11.843203,-47.68175,10.483764,286.2194263935089,-37.55358,-82.00244,0.00013393708,17.35,,-108.66136672386054,100,23,0.7338283,2300,3.1560965,[-0.772  0.463 -0.686  0.55  -0.396],99.42382,39006,153.23154,0.9599635,100.0,-97.496315,5771.4204,581.24805,-85.818954,-93.101105,0.889805,10.0
0.42833078,15.8834715,-48.768696,4.9511614,300.00722575187683,-42.83782,-84.083725,0.0010718779,17.63,,-108.9536571235988,100,24,0.4628836,2400,2.478218,[-0.807  0.333 -0.73   0.562 -0.459],99.51853,40769,71.30651,0.955598,100.0,-97.67345,5398.086,166.67041,-86.379105,-93.13031,0.83350384,10.0
0.79715157,5.0370293,-70.80681,0.35673448,311.39542388916016,-75.44407,-83.748505,0.010299262,17.82,,-109.32886361641599,100,25,0.05706995,2500,2.81164,[-0.789  0.366 -0.773  0.555 -0.463],99.37932,42551,3.9110446,0.94680905,100.0,-97.91321,6812.9556,19.080284,-86.5627,-93.299065,0.95312816,10.0
0.4272902,14.406202,-48.27762,5.627235,326.1111397743225,-43.51229,-85.94189,0.0018514323,17.29,,-109.0678838026721,100,26,0.4565669,2600,2.7824895,[-0.829  0.302 -0.801  0.53  -0.472],99.42924,44280,94.684425,0.9526373,100.0,-97.81112,5164.3066,225.26324,-86.92076,-93.50018,0.8147039,10.0
0.34943038,10.560126,-42.715096,4.642793,339.15427350997925,-35.08669,-84.54454,3.9309048e-06,16.74,,-108.05161387839954,100,27,0.3781257,2700,2.605088,[-0.779  0.36  -0.814  0.526 -0.466],99.45329,45954,72.54357,0.8070887,100.0,-97.069275,8320.696,271.26624,-86.28296,-93.06215,1.0360758,10.0
0.6228156,17.534073,-63.693596,8.416799,353.2305727005005,-60.24973,-81.88737,0.000119742086,16.88,,-108.39387193836936,100,28,0.36303607,2800,2.988586,[-0.761  0.45  -0.813  0.537 -0.612],99.399864,47642,94.057434,0.7710358,100.0,-97.75531,28284.508,819.72754,-87.89245,-93.24847,1.8831763,10.0
0.7558625,11.671625,-69.54353,0.69982463,366.82820749282837,-71.43099,-83.109474,0.0026022114,16.67,,-108.17374077339699,100,29,0.096913435,2900,2.954146,[-0.813  0.382 -0.817  0.501 -0.648],99.40546,49309,4.274906,0.7534311,100.0,-97.561966,10073.272,16.396296,-88.1845,-93.22792,1.1536736,10.0
0.38799703,9.829494,-48.01289,5.448636,378.9982907772064,-38.865856,-86.19556,0.0006314395,16.94,,-108.64646964743172,100,30,0.45453298,3000,2.7285006,[-0.804  0.415 -0.769  0.533 -0.665],99.43988,51003,79.475296,0.7392045,100.0,-97.4442,4913.119,360.99722,-88.61537,-93.42849,0.8165783,10.0
0.6038169,11.191608,-62.525047,5.7258344,389.7071883678436,-58.782967,-85.07028,0.0010584818,16.56,,-108.35448677689415,100,31,0.39207253,3100,2.774795,[-0.798  0.439 -0.817  0.546 -0.68 ],99.40897,52659,34.983826,0.73225796,100.0,-97.53993,5795.2915,354.51965,-88.78355,-93.504196,0.85802,10.0
0.7481503,9.25943,-70.9839,0.75266296,401.1127071380615,-70.80359,-85.12254,0.0076320004,16.85,,-108.48437965884588,100,32,0.09583254,3200,2.6269352,[-0.805  0.417 -0.823  0.602 -0.687],99.425,54344,4.35969,0.7211388,100.0,-97.4923,4750.0815,35.684124,-88.949356,-93.36286,0.7706067,10.0
0.7243381,9.392675,-72.374756,8.29452,414.2304186820984,-67.666725,-85.57906,0.00022519962,16.49,,-108.49919005270249,100,33,0.5420794,3300,2.2423253,[-0.831  0.339 -0.894  0.605 -0.698],99.415054,55993,39.721775,0.69526845,100.0,-97.4756,10513.201,489.32925,-89.04141,-93.66776,1.1802278,10.0
0.65705687,13.943568,-65.55656,9.430306,426.97857117652893,-62.414047,-86.63009,0.0003626797,16.29,,-108.2024750785925,100,34,0.33498454,3400,2.3419898,[-0.9    0.336 -0.977  0.644 -0.724],99.47206,57622,46.810448,0.7053396,100.0,-97.30475,4582.5156,784.6707,-89.25184,-93.58088,0.76663953,10.0
0.77775705,5.58768,-72.49899,2.8553896,439.3362445831299,-72.73478,-83.3898,0.0027449534,17.15,,-108.62673999463344,100,35,0.21450688,3500,3.0398583,[-0.875  0.352 -1.001  0.714 -0.714],99.42452,59337,9.091781,0.6889656,100.0,-97.568146,5076.2363,128.21808,-88.9371,-93.22869,0.7913908,10.0
0.70859766,17.666075,-75.56384,4.2190013,451.07429933547974,-68.21484,-85.05728,0.0003011935,16.95,,-108.38892757059149,100,36,0.29979274,3600,2.6391854,[-0.776  0.26  -1.074  0.73  -0.73 ],99.55612,61032,63.065567,0.6923257,100.0,-97.42259,17752.09,340.35864,-89.1074,-93.20168,1.5055877,10.0
0.48384708,9.486034,-56.06202,30.817814,464.4651463031769,-46.8057,-84.949715,3.5312194e-06,16.79,,-108.52498363430894,100,37,0.79785484,3700,2.7896295,[-0.762  0.313 -1.087  0.75  -0.727],99.5245,62711,66.47199,0.60699636,100.0,-97.62851,5568.9336,2437.725,-89.25864,-93.46374,0.84319085,10.0
0.6291189,47.625313,-70.03035,4.2690706,478.2758228778839,-61.788177,-84.96249,0.00023426504,16.47,,-108.23744979918592,100,38,0.39839566,3800,2.4897416,[-0.724  0.29  -1.155  0.814 -0.812],99.540695,64358,67.14272,0.60009795,100.0,-97.36424,20729.102,170.48708,-90.0605,-93.46195,1.6455182,10.0
0.5240473,18.690025,-58.369587,7.1812186,491.609979391098,-51.534763,-86.4944,0.0007703028,17.52,,-109.47591670402647,100,39,0.44459063,3900,2.8865561,[-0.744  0.274 -1.118  0.814 -0.819],99.56072,66110,47.93121,0.547134,100.0,-97.85753,6451.239,747.1267,-90.45215,-93.66972,0.91904247,10.0
0.7554456,14.239532,-75.42537,2.6678708,507.71879863739014,-71.9894,-84.45572,0.00053883967,17.41,,-109.15593149133247,100,40,0.2596272,4000,2.6311412,[-0.737  0.199 -1.152  0.843 -0.872],99.676346,67851,20.622644,0.53810424,100.0,-97.574104,10409.439,129.68724,-90.85303,-93.47066,1.1687351,10.0
0.66684157,15.416536,-70.76198,8.661126,520.2798542976379,-63.568806,-86.30583,0.00015415461,17.0,,-108.68649798219654,100,41,0.33385837,4100,2.5965648,[-0.72   0.249 -1.119  0.802 -0.881],99.57775,69551,70.40807,0.5002241,100.0,-97.68829,13935.986,777.6249,-90.789764,-93.40748,1.3207055,10.0
0.50404507,11.277419,-57.53883,4.779741,532.8875358104706,-48.80385,-86.188095,0.0007944127,16.85,,-108.61447969980871,100,42,0.39498097,4200,2.4276876,[-0.747  0.225 -1.099  0.753 -0.919],99.60374,71236,46.819897,0.49650148,100.0,-97.140205,5825.504,209.57933,-91.27801,-93.47905,0.8868402,10.0
0.6260246,12.36531,-66.49424,3.6454139,546.2972600460052,-60.383286,-83.35679,0.0022799235,17.19,,-108.56718494808632,100,43,0.32445493,4300,3.197028,[-0.739  0.249 -1.112  0.733 -0.922],99.4665,72955,23.62767,0.48600194,100.0,-97.60247,4495.178,134.22775,-90.867195,-93.15558,0.7577925,10.0
0.7028967,6.4479065,-71.893135,2.4342537,558.1116819381714,-66.62402,-84.323685,0.006483903,16.3,,-108.04247671697475,100,44,0.24010547,4400,2.7239635,[-0.735  0.261 -1.117  0.695 -0.933],99.405815,74585,10.2060995,0.4758249,100.0,-97.74736,7264.209,117.499344,-91.26427,-93.41821,0.9300663,10.0
0.52419966,11.818975,-61.19364,4.506727,571.9594910144806,-52.180996,-88.14708,0.00089656166,15.98,,-108.45241928912695,100,45,0.4001519,4500,2.2678356,[-0.715  0.318 -1.051  0.715 -0.943],99.4514,76183,69.06241,0.4741251,100.0,-97.65119,14583.719,158.79485,-91.89316,-94.06748,1.352339,10.0
0.840072,12.799286,-80.54005,0.48593503,585.466638803482,-79.45374,-84.47675,0.019631006,16.2,,-108.31838321982164,100,46,0.066878654,4600,2.552628,[-0.703  0.34  -1.078  0.714 -0.945],99.46093,77803,3.638038,0.4688193,100.0,-97.68665,4949.488,27.233234,-91.7289,-93.75717,0.78996235,10.0
0.64703435,6.3689885,-66.41583,6.732339,597.7956244945526,-61.57884,-84.810165,0.00058004825,17.21,,-108.61144786948965,100,47,0.29261324,4700,3.0506942,[-0.722  0.366 -1.079  0.762 -0.95 ],99.45929,79524,30.348135,0.4383896,100.0,-97.56023,7638.959,564.7652,-91.24142,-93.16819,0.97744167,10.0
0.42344812,18.625559,-53.236225,5.506114,610.8052704334259,-43.174564,-83.699234,0.0007368349,17.3,,-108.76456446523407,100,48,0.43717173,4800,3.1159801,[-0.71   0.365 -1.119  0.804 -0.981],99.47994,81254,93.21202,0.4390345,100.0,-97.70507,4919.7217,264.62946,-91.62533,-93.24392,0.80630344,10.0
0.55954766,6.4283967,-59.770306,3.0162954,626.1276457309723,-52.78406,-83.972336,0.013875874,17.06,,-108.69996461643834,100,49,0.26261193,4900,2.9737227,[-0.673  0.41  -1.113  0.799 -0.98 ],99.58939,82960,17.849442,0.45352516,100.0,-97.65205,4479.489,162.56592,-91.82574,-93.37429,0.7672982,10.0
0.6092971,10.02178,-64.61697,4.388338,641.5101025104523,-58.50995,-87.45594,0.0011598438,16.86,,-108.62308800512176,100,50,0.22213721,5000,2.6212378,[-0.679  0.333 -1.172  0.791 -0.965],99.45984,84646,38.616226,0.47044203,100.0,-97.88937,5943.912,553.1533,-91.57823,-93.479645,0.8727377,10.0
0.39446077,15.896993,-49.83318,6.052253,654.7559685707092,-40.28695,-85.36311,0.00080435816,17.33,,-108.81091955041599,100,51,0.4596415,5100,2.8737433,[-0.655  0.4   -1.134  0.833 -0.949],99.47047,86379,99.21485,0.4675334,100.0,-97.2716,3948.6467,407.41464,-91.388016,-93.24774,0.753247,10.0
0.5595663,13.007477,-62.803295,5.122212,666.812769651413,-54.026794,-86.79266,0.0003738582,17.17,,-108.56557843641791,100,52,0.38252094,5200,2.5664775,[-0.692  0.353 -1.14   0.837 -0.951],99.54079,88096,82.015724,0.48128328,100.0,-97.42197,9301.547,304.8717,-91.20868,-93.16484,1.1215768,10.0
0.9661952,5.6449966,-88.79031,0.20112774,677.2862632274628,-90.741554,-85.91678,0.28806418,16.57,,-108.38820056599779,100,53,0.036968105,5300,2.5493157,[-0.669  0.381 -1.162  0.852 -0.938],99.52999,89753,1.2686137,0.49021807,100.0,-97.5466,2259.4973,2.2329388,-91.38213,-93.52274,0.5284019,10.0
0.47397396,12.868032,-59.63797,5.262752,686.6611776351929,-46.82295,-83.96593,4.5734672e-05,17.0,,-108.43976501485949,100,54,0.4332037,5400,2.9642284,[-0.668  0.397 -1.155  0.87  -0.929],99.56466,91453,91.746956,0.4538367,100.0,-97.868614,6980.9546,270.5319,-91.15248,-93.18264,0.9501797,10.0
0.8102202,7.4757266,-80.12581,0.92398626,699.7038998603821,-76.70149,-84.97024,0.008599288,17.1,,-108.80461993997429,100,55,0.115271434,5500,2.6087213,[-0.701  0.37  -1.135  0.865 -0.965],99.63293,93163,6.9465613,0.43312714,100.0,-97.21088,9427.109,34.699493,-91.735565,-93.429405,1.0669236,10.0
0.7705536,5.709922,-78.3487,2.4319625,713.575840473175,-73.52699,-83.608284,0.005312312,17.09,,-108.91444157488287,100,56,0.21633731,5600,2.9049397,[-0.75   0.383 -1.171  0.874 -0.986],99.55602,94872,15.205864,0.45467755,100.0,-97.51505,6173.97,99.132706,-92.15394,-93.52975,0.8941636,10.0
0.7624487,7.354635,-76.75942,1.2869887,725.6038453578949,-72.46619,-86.3068,0.023695283,16.99,,-109.09171170580265,100,57,0.1277616,5700,2.5392485,[-0.749  0.365 -1.17   0.905 -0.964],99.60929,96571,5.2054043,0.47094297,100.0,-97.633606,5075.2344,68.66581,-92.04592,-93.7792,0.79829943,10.0
0.5890267,15.877925,-66.790825,5.1118712,738.8203797340393,-57.252068,-85.946304,0.0006388675,17.32,,-109.21899364541741,100,58,0.39101085,5800,2.7174592,[-0.785  0.338 -1.213  0.89  -0.948],99.59007,98303,77.35007,0.47729388,100.0,-97.635345,14396.313,256.26212,-91.68761,-93.62016,1.3664597,10.0
0.9878769,1.678113,-90.20106,0.18851292,751.4237897396088,-92.014626,-85.76027,0.37030524,17.16,,-108.66086813654385,100,59,0.035516188,5900,2.791932,[-0.76   0.356 -1.243  0.907 -0.942],99.58966,100019,1.0585407,0.47151512,100.0,-97.769615,383.4119,1.2118924,-91.30731,-93.23948,0.21854565,10.0
0.54420173,9.294588,-58.282772,4.2344666,763.928915977478,-52.739872,-87.103485,0.0057928786,16.61,,-108.67122738751958,100,60,0.20195886,6000,2.3762085,[-0.753  0.358 -1.234  0.9   -0.947],99.608635,101680,27.737127,0.48575774,100.0,-97.50549,4068.814,356.68225,-91.73086,-93.72419,0.7359252,10.0
0.677065,16.705584,-72.81201,8.733637,776.1244504451752,-64.92726,-86.514046,0.0019463901,16.88,,-108.33993924998892,100,61,0.5723454,6100,2.5944142,[-0.765  0.338 -1.216  0.851 -0.933],99.47803,103368,40.809498,0.47125632,100.0,-97.560234,10225.415,798.3135,-91.028305,-93.21484,1.1543891,10.0
0.6813499,14.376677,-72.72691,3.2588975,790.0549437999725,-65.606026,-84.02856,0.00032762447,16.05,,-108.0161637571599,100,62,0.30212808,6200,2.5653021,[-0.752  0.371 -1.17   0.789 -0.948],99.43821,104973,57.98807,0.46263,100.0,-97.64758,29674.25,118.53858,-91.566246,-93.61575,1.9348483,10.0
0.6796364,11.120496,-67.73942,6.3786507,804.3349123001099,-64.5952,-85.97133,0.006091008,17.0,,-108.7182024508919,100,63,0.21822254,6300,2.798031,[-0.789  0.353 -1.146  0.786 -0.956],99.460846,106673,28.756538,0.5003194,100.0,-97.39611,8920.713,864.11664,-91.55773,-93.461044,1.0398854,10.0
0.68984365,11.463121,-70.58424,4.183902,818.689521074295,-65.96116,-84.29828,0.0004236409,16.93,,-108.60439951666966,100,64,0.30730596,6400,3.1046417,[-0.82   0.36  -1.114  0.744 -0.919],99.44748,108366,33.168407,0.49365205,100.0,-97.61083,7617.029,243.03015,-91.0663,-93.391945,1.0311525,10.0
0.7261308,12.87743,-73.0928,1.3675231,831.7749760150909,-69.8241,-83.98436,0.0058096894,17.05,,-108.62883251092208,100,65,0.1416239,6500,2.8561013,[-0.899  0.376 -1.113  0.796 -0.925],99.52826,110071,7.7949367,0.49924776,100.0,-97.24992,3424.0334,44.815193,-91.24382,-93.34041,0.644296,10.0
0.728087,12.576813,-71.58645,1.0646863,842.7650852203369,-69.57923,-83.523994,0.00071338646,16.61,,-108.05780946976591,100,66,0.13442525,6600,2.8615835,[-0.906  0.39  -1.103  0.754 -0.92 ],99.429276,111732,8.267759,0.49981686,100.0,-97.217384,15691.349,24.253443,-90.85465,-93.18306,1.3607384,10.0
0.7028939,9.072567,-72.559296,3.0161495,854.109103679657,-67.574455,-84.93697,0.002452892,16.57,,-107.78743712541939,100,67,0.2747236,6700,2.8680704,[-0.9    0.376 -1.136  0.733 -0.919],99.415375,113389,35.14559,0.5020169,100.0,-97.40865,11941.266,122.22672,-90.60261,-92.9872,1.2213165,10.0
0.6285412,16.066162,-65.83172,3.1028018,863.3303792476654,-60.011387,-85.7571,0.0006977507,16.28,,-107.84070887730714,100,68,0.25212204,6800,2.6973631,[-0.894  0.407 -1.144  0.72  -0.917],99.36093,115017,25.028522,0.49505153,100.0,-97.3913,6411.911,172.61183,-90.80856,-93.259384,0.91562414,10.0
0.6321866,21.115414,-70.938446,5.520848,874.1001532077789,-60.751354,-85.34366,0.00045914727,17.01,,-108.48546441614006,100,69,0.46399802,6900,2.8531811,[-0.862  0.423 -1.148  0.782 -0.924],99.424675,116718,85.02264,0.48809984,100.0,-97.61789,15739.31,228.50958,-90.91417,-93.23419,1.4488122,10.0
0.48800555,20.691463,-55.478218,4.8814917,886.6232068538666,-48.199844,-85.03634,0.0003517679,16.93,,-108.30684993683936,100,70,0.3103479,7000,2.9141498,[-0.853  0.454 -1.169  0.782 -0.931],99.39475,118411,77.75922,0.49896324,100.0,-97.88566,8556.994,357.18878,-90.92034,-93.13113,1.0477977,10.0
0.692823,9.520386,-72.61227,3.7501192,896.9091823101044,-66.61105,-84.752945,0.00063912675,16.2,,-107.94891954949726,100,71,0.29681045,7100,2.7882526,[-0.906  0.407 -1.177  0.767 -0.92 ],99.4379,120031,22.54781,0.4833974,100.0,-97.726906,4185.9185,128.88771,-91.11137,-93.439606,0.728218,10.0
0.7692536,23.39991,-79.70499,3.136371,907.8498728275299,-72.45727,-84.32908,0.00065225596,16.07,,-107.95106807139659,100,72,0.31594652,7200,2.7277822,[-0.906  0.435 -1.151  0.716 -0.936],99.39642,121638,51.150772,0.48162323,100.0,-97.64421,35200.293,117.888596,-91.32992,-93.54635,2.1946373,10.0
0.98916256,1.8711282,-90.4064,0.1869523,918.2436845302582,-92.49523,-85.533646,0.42263895,16.4,,-108.2697605130148,100,73,0.03441061,7300,2.5242982,[-0.886  0.445 -1.185  0.717 -0.937],99.402565,123278,1.0616931,0.47924933,100.0,-97.41203,542.7114,1.1395581,-91.364395,-93.55535,0.25434583,10.0
0.6605839,6.9765787,-68.67162,4.1231365,929.3182952404022,-63.37436,-86.146416,0.00044686245,16.09,,-108.06774513503511,100,74,0.3119939,7400,2.6478534,[-0.888  0.434 -1.197  0.713 -0.94 ],99.42652,124887,25.900635,0.4841105,100.0,-97.71298,4409.687,135.02776,-91.41847,-93.63621,0.7472148,10.0
0.6710328,4.536768,-68.1813,2.9378378,940.2257509231567,-64.048294,-87.89538,0.0030492705,15.96,,-107.53240348053123,100,75,0.26380932,7500,2.313037,[-0.892  0.441 -1.198  0.668 -0.935],99.40134,126483,19.631792,0.48005864,100.0,-97.04172,4404.06,89.643234,-90.93439,-93.26064,0.74419314,10.0
0.8082487,6.931053,-76.51475,0.6232152,954.0856537818909,-76.587105,-85.785995,0.01489607,16.51,,-108.2287664953284,100,76,0.09116968,7600,2.801341,[-0.917  0.455 -1.208  0.734 -0.939],99.39354,128134,5.4740424,0.49517903,100.0,-97.53185,7686.149,14.23554,-91.19924,-93.42124,0.9854191,10.0
0.43049157,4.600296,-47.54629,6.7912574,966.0544955730438,-42.271606,-85.05583,0.00023513102,16.29,,-107.55615850609747,100,77,0.25858098,7700,2.8725054,[-0.908  0.395 -1.244  0.746 -0.924],99.36429,129763,59.76069,0.4867343,100.0,-97.21361,2657.1824,819.43207,-90.66949,-93.01331,0.6100575,10.0
0.42812285,8.365966,-50.978928,7.456551,978.5795137882233,-42.879864,-84.32003,0.00024538688,16.09,,-107.74779601752418,100,78,0.43455657,7800,2.6506503,[-0.942  0.361 -1.234  0.709 -0.932],99.38659,131372,100.488625,0.47941372,100.0,-97.25639,4671.894,578.7518,-91.05279,-93.353,0.7784615,10.0
0.66324955,9.365508,-67.4405,14.184751,991.7163016796112,-62.817207,-85.74636,0.0027541784,16.28,,-107.79408363266315,100,79,0.4088518,7900,2.645416,[-0.917  0.395 -1.254  0.729 -0.94 ],99.391426,133000,75.0731,0.49664274,100.0,-97.4808,6533.229,1665.2393,-91.00346,-93.22938,0.9271489,10.0
0.76278526,45.08925,-72.77789,2.6635716,1006.873034954071,-72.201675,-84.92439,0.0015291618,16.72,,-107.85495366845623,100,80,0.13315679,8000,2.8113794,[-0.89   0.401 -1.288  0.769 -0.922],99.37655,134672,24.695684,0.4907993,100.0,-97.53084,10770.656,261.16245,-90.51373,-92.91048,1.219238,10.0
