InitialReturnMean,Iteration,InitialReturnStd,TimestepsSoFar,J_sample_variance,Weights,InitialReturnMin,ReturnMeanIW,StdIW,MaxIW,MeanEntropy,TimeElapsed,EpThisIter,EpLenMean,StdD2w0t,MinIW,InitialBound,ReturnStepMax,MeanIW,EpRewMean,MaxD2w0t,MeanD2w0t,ReturnStepMaxmin,InitialReturnMax,MinD2w0t,Bound,EpisodesSoFar,EmpiricalD2
-80.423904,82,8.463791,379770,74.06798,[-0.39  -0.69  -0.481 -0.258  0.007],-97.61653,-80.28892,0.01644723,1.0585948,1.4273083,1005.0631468296051,100,48.69,0.2965239,0.96111983,-793.46094,100.0,0.9982953,-121.71330587041224,1.0004667,0.09739551,99.10537,-58.297447,,-793.38806,8200,1.0002941
-80.85,83,8.674128,384697,82.56344,[-0.39  -0.69  -0.481 -0.258  0.008],-97.358185,-80.54477,0.023772007,1.0769829,1.4287386,1016.2893168926239,100,49.27,0.29811823,0.92828006,-819.4751,100.0,0.9953498,-122.58076346335721,1.0016053,0.09856738,99.06258,-44.575253,,-819.31177,8300,1.0007488
-80.71062,84,9.670446,389520,99.7838,[-0.388 -0.69  -0.48  -0.259  0.01 ],-97.99669,-80.11235,0.037208397,1.1026901,1.4280708,1029.474113225937,100,48.23,0.29541415,0.87909096,-812.83466,100.0,0.9918172,-121.44584668470984,1.0026683,0.09652373,99.029396,-43.446114,,-812.5149,8400,1.0014648
-81.13919,85,8.071564,394189,78.20904,[-0.389 -0.692 -0.48  -0.258  0.009],-96.95856,-80.4082,0.0364097,1.0964742,1.4283746,1042.003872871399,100,46.69,0.2911655,0.8674115,-789.8019,100.0,0.9895605,-120.92609247402036,1.0049547,0.09344592,99.21943,-63.55729,,-789.3952,8500,1.0018125
-81.86297,86,7.415276,398753,61.90924,[-0.394 -0.689 -0.481 -0.257  0.01 ],-98.19772,-80.237755,0.063162364,1.1695771,1.4262229,1055.7128660678864,100,45.64,0.28845662,0.8059558,-778.64716,100.0,0.97837955,-120.95173071065885,1.0110295,0.09142104,99.24538,-60.354202,,-777.7696,8600,1.005568
-81.03384,87,9.335571,403478,89.9718,[-0.4   -0.688 -0.481 -0.255  0.007],-96.32317,-80.90702,0.013746481,1.0435598,1.4258659,1068.4976873397827,100,47.25,0.29255578,0.96189404,-818.08795,100.0,0.99812436,-120.96996977024031,1.0004388,0.094509274,99.10984,-51.309494,,-818.0087,8700,1.0001762
-80.398926,88,9.6469145,408154,88.20083,[-0.401 -0.686 -0.481 -0.255  0.007],-96.531494,-79.667076,0.0370825,1.1107345,1.4254391,1081.3547129631042,100,46.76,0.29141408,0.88234705,-784.4777,100.0,0.99143064,-119.87048337149861,1.0034237,0.093602225,99.06062,-57.42015,,-784.0838,8800,1.0015786
-81.014656,89,8.064112,412873,58.144104,[-0.402 -0.684 -0.479 -0.256  0.007],-98.27479,-80.47013,0.028368201,1.0910224,1.4263092,1093.1528005599976,100,47.19,0.29251722,0.9215641,-794.0517,100.0,0.9937195,-121.03247815237245,1.0022978,0.094434366,99.07551,-52.531696,,-793.74493,8900,1.0009782
-81.68559,90,8.928488,417620,83.90554,[-0.402 -0.682 -0.477 -0.256  0.007],-96.89936,-81.41695,0.019900665,1.0408542,1.4258882,1105.4929032325745,100,47.47,0.29323933,0.9414111,-800.91504,100.0,0.99634993,-122.26086797080684,1.0010788,0.09497158,99.19686,-59.87634,,-800.77057,9000,1.000497
-81.931046,91,9.10072,422364,91.195656,[-0.404 -0.682 -0.478 -0.256  0.007],-96.155045,-81.58452,0.02557495,1.0522944,1.4244452,1118.5800142288208,100,47.44,0.29313433,0.9166557,-835.7176,100.0,0.9948246,-122.2656420239372,1.001644,0.09490851,99.07715,-56.502087,,-835.541,9100,1.0007838
-81.82907,92,8.428427,427184,72.026375,[-0.402 -0.682 -0.478 -0.257  0.006],-96.91204,-81.25054,0.022862373,1.0649197,1.4252273,1131.807739019394,100,48.2,0.295282,0.9299025,-817.2767,100.0,0.9923782,-122.99572857692584,1.0016673,0.096445255,99.267715,-61.461452,,-816.90265,9200,1.0007157
-80.80639,93,9.270466,431876,95.60087,[-0.4   -0.678 -0.475 -0.257  0.006],-97.86054,-79.951164,0.03568722,1.098603,1.4222125,1143.8281614780426,100,46.92,0.29186052,0.8833078,-811.2116,100.0,0.98792195,-120.40480464626108,1.0024744,0.093922146,99.020584,-46.17975,,-810.72284,9300,1.0014724
-80.80654,94,10.346218,436725,110.199936,[-0.397 -0.679 -0.474 -0.258  0.003],-98.29389,-80.62828,0.0143801365,1.0571128,1.4231888,1157.4917440414429,100,48.49,0.29597178,0.9536804,-834.5931,100.0,0.99741596,-121.62270436651441,1.0005616,0.0969951,99.000015,-27.931128,,-834.4862,9400,1.0003188
-80.57914,95,9.035768,441409,80.42252,[-0.396 -0.679 -0.473 -0.258  0.004],-98.39218,-79.69381,0.04598339,1.1250572,1.4225072,1170.431048154831,100,46.84,0.29165506,0.8719501,-803.70526,100.0,0.9889447,-120.19860156318423,1.0036923,0.09376896,99.03088,-51.543938,,-803.2484,9500,1.0016218
-80.12529,96,9.806106,446426,99.764114,[-0.397 -0.679 -0.472 -0.26   0.004],-99.16835,-79.76154,0.026175676,1.0786285,1.4238276,1179.3502662181854,100,50.17,0.3005535,0.92505217,-817.17944,100.0,0.99466866,-122.22592095982425,1.0017279,0.100375175,99.14878,-58.159286,,-816.9881,9600,1.000911
-80.31921,97,9.338975,451335,94.89463,[-0.398 -0.677 -0.472 -0.259  0.005],-97.45971,-79.47656,0.045786507,1.1317735,1.4248031,1192.7526695728302,100,49.09,0.2977766,0.89306635,-812.44324,100.0,0.988428,-121.64776462196993,1.0042248,0.09825447,99.00001,-47.47061,,-811.97754,9700,1.0025407
-79.544075,98,8.607205,456114,80.880226,[-0.403 -0.678 -0.473 -0.258  0.006],-93.59512,-79.19322,0.025679171,1.0909662,1.4262072,1206.1591711044312,100,47.79,0.29411805,0.94034255,-822.67694,100.0,0.9952757,-119.68311365776992,1.0018294,0.09561022,99.152374,-54.236935,,-822.49506,9800,1.0007491
-81.037674,99,9.134004,460863,88.240265,[-0.404 -0.678 -0.473 -0.258  0.007],-96.58997,-80.845276,0.015293444,1.0472217,1.4271209,1218.4563522338867,100,47.49,0.29323703,0.9587822,-836.02893,100.0,0.9970416,-121.26445219104075,1.0007908,0.0949942,99.07551,-54.736633,,-835.9203,9900,1.0002952
-80.335594,100,9.043236,465673,87.1453,[-0.405 -0.676 -0.473 -0.257  0.008],-96.24416,-79.94202,0.029620692,1.1379087,1.4296876,1231.8493127822876,100,48.1,0.29501098,0.9202412,-795.4847,100.0,0.9942111,-120.87484002223788,1.00144,0.096243836,99.13346,-55.651398,,-795.2766,10000,1.0009311
-79.49762,101,9.40372,470694,104.805565,[-0.404 -0.677 -0.473 -0.258  0.011],-97.28666,-78.98829,0.038528148,1.091615,1.4296805,1245.7850019931793,100,50.21,0.30071554,0.86579514,-811.62164,100.0,0.9916867,-121.41131012446584,1.0025877,0.10047122,99.030815,-44.103516,,-811.35913,10100,1.0014763
-79.06176,102,9.37252,475608,88.890045,[-0.403 -0.678 -0.474 -0.259  0.011],-96.91376,-78.96347,0.01315432,1.0415816,1.4300284,1259.174758195877,100,49.14,0.29772687,0.95497835,-814.5094,100.0,0.9987753,-120.03644560416946,1.0004303,0.09828916,99.04795,-36.186287,,-814.4525,10200,1.0001813
-81.230835,103,8.900554,480458,88.43346,[-0.405 -0.679 -0.475 -0.259  0.011],-98.331566,-80.65093,0.035708416,1.073506,1.4290483,1273.4601109027863,100,48.5,0.29614136,0.89284676,-804.35693,100.0,0.9917533,-122.36865222429978,1.0028226,0.09705928,99.14486,-60.84521,,-804.04144,10300,1.001408
-80.162605,104,8.063622,485275,65.18201,[-0.405 -0.68  -0.476 -0.261  0.01 ],-96.2624,-79.64632,0.024853189,1.073928,1.428823,1286.510885477066,100,48.17,0.2951955,0.92803943,-826.1379,100.0,0.99321437,-120.7141447741438,1.0020978,0.09638853,99.22456,-50.062515,,-825.85284,10400,1.0008293
-79.84135,105,8.216165,490185,69.78808,[-0.408 -0.681 -0.477 -0.262  0.01 ],-94.81909,-79.65232,0.017046385,1.0430665,1.4281598,1298.7152938842773,100,49.1,0.2976466,0.93520063,-815.28894,100.0,0.99741393,-120.98541294103664,1.0005473,0.09822162,99.05966,-60.073975,,-815.1906,10500,1.0003018
-78.56907,106,8.764337,495108,88.27498,[-0.409 -0.681 -0.478 -0.262  0.009],-95.03972,-78.09304,0.03617446,1.1199625,1.4273714,1310.3872978687286,100,49.23,0.29808512,0.89638066,-810.6931,100.0,0.99284166,-119.43388462732901,1.0021648,0.09850917,99.12362,-56.955704,,-810.44727,10600,1.0013047
-80.93918,107,8.903989,499878,76.93505,[-0.411 -0.681 -0.479 -0.26   0.008],-96.9796,-80.469696,0.030177591,1.0740472,1.4254391,1323.1472177505493,100,47.7,0.29392108,0.91849893,-816.3868,100.0,0.9940357,-121.32778214890386,1.001871,0.09544702,99.21208,-60.359795,,-816.1383,10700,1.0008866
-77.81616,108,9.29521,504900,89.228386,[-0.412 -0.682 -0.48  -0.261  0.007],-98.07445,-77.685455,0.012282584,1.0581331,1.4261442,1336.8333876132965,100,50.22,0.3006286,0.9655449,-829.1126,100.0,0.9979136,-119.38965211774759,1.0004449,0.100453146,99.00004,-44.251694,,-829.0393,10800,1.0002083
-80.84666,109,9.205708,509618,81.05106,[-0.411 -0.681 -0.479 -0.261  0.007],-98.02544,-80.70484,0.016049556,1.0439557,1.42536,1348.7557621002197,100,47.18,0.29237702,0.9560364,-802.04675,100.0,0.9986021,-120.86169192167903,1.000625,0.09437386,99.12563,-57.391533,,-801.9725,10900,1.0002991
-81.29135,110,8.525072,514179,77.473694,[-0.412 -0.681 -0.479 -0.261  0.006],-97.453125,-80.9014,0.021395003,1.0533025,1.4258878,1360.1323618888855,100,45.61,0.28802255,0.9356885,-798.50415,100.0,0.9945313,-119.95213629641056,1.0017797,0.09125068,99.15146,-55.956257,,-798.2551,11000,1.0006039
-82.23141,111,8.871767,518961,81.569374,[-0.409 -0.682 -0.478 -0.262  0.007],-97.11156,-81.81952,0.024524834,1.0927312,1.4277555,1372.7522132396698,100,47.82,0.29420933,0.94305146,-819.2855,100.0,0.9946475,-123.03195600647867,1.0015659,0.095675915,99.150635,-60.188133,,-819.0386,11100,1.0006579
-81.1956,112,8.734964,523757,84.02542,[-0.41  -0.684 -0.479 -0.263  0.009],-97.7265,-80.74436,0.025648167,1.0877249,1.4280709,1385.7560396194458,100,47.96,0.29464677,0.9274814,-800.42505,100.0,0.9937592,-121.89646036586367,1.0013862,0.09597175,99.101425,-50.0129,,-800.1787,11200,1.0007682
-80.732056,113,9.38569,528562,89.214836,[-0.409 -0.684 -0.477 -0.263  0.009],-98.65355,-80.61756,0.016924642,1.0590633,1.4293464,1399.6992707252502,100,48.05,0.29476994,0.9611777,-801.9321,100.0,0.99857724,-121.3060729531651,1.0004807,0.09611252,99.10805,-54.085384,,-801.8736,11300,1.0002941
-79.840775,114,11.0253315,533424,127.53265,[-0.409 -0.684 -0.477 -0.263  0.01 ],-98.31045,-79.43905,0.024921143,1.0479932,1.4277327,1412.5978059768677,100,48.62,0.29637966,0.9026531,-854.9385,100.0,0.99414533,-120.33713774428516,1.0013366,0.097271934,99.04692,-34.24788,,-854.7116,11400,1.000559
-80.27083,115,9.193451,538269,88.26549,[-0.411 -0.684 -0.478 -0.262  0.009],-97.94473,-80.0645,0.018240575,1.0414283,1.4266456,1424.8481256961823,100,48.45,0.29589975,0.9435642,-812.39484,100.0,0.9972361,-121.13186254229055,1.0007173,0.096923724,99.17005,-55.442295,,-812.28925,11500,1.0003859
-80.56675,116,8.481343,543023,69.716415,[-0.412 -0.685 -0.479 -0.263  0.008],-98.61968,-80.049774,0.03432151,1.1131831,1.4280933,1436.5840845108032,100,47.54,0.29351366,0.9128721,-810.972,100.0,0.99398416,-120.70381054162979,1.0017766,0.09513914,99.21067,-58.63235,,-810.70435,11600,1.0012062
-81.14253,117,8.037825,547787,68.626945,[-0.413 -0.687 -0.479 -0.263  0.009],-97.90971,-80.60118,0.03708818,1.0854356,1.4281754,1450.352695465088,100,47.64,0.29377696,0.8959196,-813.26654,100.0,0.9928111,-121.66471581320576,1.002107,0.09533498,99.177,-58.578915,,-812.9815,11700,1.0012326
-79.56509,118,8.892842,552805,82.45694,[-0.412 -0.686 -0.478 -0.262  0.009],-95.941345,-79.103325,0.022936963,1.0837511,1.4306626,1464.3094556331635,100,50.18,0.3006114,0.9339934,-815.0127,100.0,0.99347603,-121.65575908222885,1.001552,0.1004066,99.03419,-52.079952,,-814.7566,11800,1.0008146
-80.41317,119,8.098374,557531,67.71253,[-0.411 -0.684 -0.476 -0.262  0.012],-98.891914,-79.83735,0.030634549,1.0781968,1.4320872,1478.8819007873535,100,47.26,0.2927119,0.90489805,-789.07587,100.0,0.99233466,-120.38881790089458,1.0025368,0.09457225,99.097496,-55.25232,,-788.7297,11900,1.0009054
-80.13113,120,9.500295,562623,89.380356,[-0.411 -0.688 -0.478 -0.262  0.013],-97.04559,-79.61709,0.032280315,1.1321685,1.4315501,1493.6397757530212,100,50.92,0.3025659,0.92408043,-815.57874,100.0,0.992965,-122.86950065029494,1.0030948,0.101884745,99.05845,-46.59177,,-815.2882,12000,1.0014218
-79.20847,121,8.335131,567524,67.79151,[-0.414 -0.686 -0.478 -0.26   0.013],-94.92939,-78.036224,0.0463742,1.1208835,1.4327077,1506.250833272934,100,49.01,0.29770494,0.85300785,-796.42126,100.0,0.984815,-120.31228891657275,1.0068647,0.098136716,99.232605,-56.883854,,-795.7921,12100,1.00304
-80.30572,122,8.895904,572671,79.75295,[-0.418 -0.686 -0.478 -0.26   0.014],-96.37106,-79.88134,0.029324982,1.0619096,1.4313048,1519.819896697998,100,51.47,0.3040238,0.8837842,-829.0002,100.0,0.9938729,-123.58790211442167,1.0017968,0.10298465,99.147835,-58.834106,,-828.77997,12200,1.0009271
-81.09824,123,9.453143,577674,87.66858,[-0.416 -0.685 -0.477 -0.262  0.012],-97.89331,-81.00324,0.013703138,1.046113,1.4319828,1532.7587146759033,100,50.03,0.3001051,0.9648233,-807.94666,100.0,0.99889237,-123.62898846355593,1.0004212,0.10006978,99.09153,-57.749947,,-807.8939,12300,1.0001783
-81.42773,124,9.717416,582567,85.44197,[-0.417 -0.684 -0.477 -0.261  0.013],-98.22782,-80.92813,0.03331282,1.0889487,1.4317298,1545.6036157608032,100,48.93,0.29728058,0.9148247,-811.83295,100.0,0.99405736,-123.01273510518708,1.0021305,0.09791262,99.06162,-58.160645,,-811.579,12400,1.0010443
-81.42204,125,10.0384655,587274,100.928604,[-0.418 -0.684 -0.477 -0.263  0.013],-97.992485,-80.756226,0.038217314,1.136897,1.4340137,1556.2912049293518,100,47.07,0.2922104,0.8859493,-815.2266,100.0,0.9913734,-121.33928929322336,1.003152,0.094198234,99.06496,-40.340317,,-814.874,12500,1.0016304
-79.77969,126,8.912558,592108,87.27914,[-0.421 -0.685 -0.477 -0.263  0.015],-98.71776,-78.997444,0.031156875,1.0618994,1.4326116,1569.1138172149658,100,48.34,0.295754,0.886203,-815.2273,100.0,0.9890803,-120.31675578341526,1.0031095,0.096754275,99.1294,-58.722313,,-814.8078,12600,1.0011712
-77.73476,127,10.735311,597248,119.767815,[-0.422 -0.687 -0.48  -0.262  0.014],-97.65856,-77.61211,0.017784316,1.0353446,1.4316405,1583.3547759056091,100,51.4,0.30373612,0.9567394,-802.7432,100.0,0.99788016,-120.17066554327734,1.0004154,0.10281595,99.04025,-45.940315,,-802.6797,12700,1.0002675
-79.45517,128,9.957379,602222,104.94337,[-0.422 -0.687 -0.48  -0.262  0.013],-97.01726,-78.94902,0.029431462,1.0708113,1.4312998,1595.4441406726837,100,49.74,0.29943502,0.91270727,-843.1952,100.0,0.99240154,-120.92356550181121,1.0020741,0.09952081,99.00723,-33.834003,,-842.91156,12800,1.0010672
-79.54631,129,9.828349,607195,106.98578,[-0.42  -0.685 -0.479 -0.263  0.012],-97.06789,-79.26068,0.020051286,1.0455409,1.4317302,1608.1668155193329,100,49.73,0.2993438,0.9177693,-830.8428,100.0,0.9949961,-120.906526787354,1.0015749,0.09948367,99.007675,-42.41123,,-830.6962,12900,1.0005587
-81.12046,130,7.373444,611814,66.36161,[-0.419 -0.686 -0.48  -0.263  0.013],-94.9745,-79.94314,0.05356049,1.1800476,1.4344592,1620.0507724285126,100,46.19,0.28991038,0.8740604,-807.9689,100.0,0.984027,-120.34588504206963,1.0053444,0.092493206,99.144264,-55.92576,,-807.34357,13000,1.0033377
-80.828285,131,10.042039,616825,116.84372,[-0.422 -0.688 -0.481 -0.262  0.015],-98.880196,-79.310234,0.061699606,1.1703081,1.4315515,1633.065346956253,100,50.11,0.30079085,0.76568997,-816.2759,100.0,0.9790562,-122.89860935857443,1.0068858,0.10038874,99.008736,-40.849785,,-815.4926,13100,1.0035397
-78.48158,132,9.496823,621725,99.23565,[-0.419 -0.688 -0.479 -0.265  0.013],-95.55908,-77.066826,0.05694992,1.1553093,1.4286829,1646.4868624210358,100,49.0,0.29783374,0.85922384,-797.711,100.0,0.98077375,-119.28907478472564,1.0064727,0.09816861,99.09693,-55.55129,,-797.0102,13200,1.0040237
-80.01561,133,9.029323,626522,80.06409,[-0.42  -0.687 -0.477 -0.263  0.01 ],-98.14069,-79.76172,0.020752795,1.045508,1.4283681,1659.0955877304077,100,47.97,0.29460055,0.91559136,-812.13965,100.0,0.99692255,-120.2952607586596,1.0009958,0.095967345,99.22243,-55.43005,,-812.005,13300,1.0006325
-81.466576,134,8.834275,631239,83.72811,[-0.421 -0.689 -0.478 -0.263  0.009],-98.02289,-80.857216,0.03184195,1.0871786,1.4280773,1670.5598361492157,100,47.17,0.2924814,0.90979415,-818.5207,100.0,0.9912833,-121.45766935694517,1.0026243,0.09439807,99.07227,-52.255417,,-818.2007,13400,1.0013908
-80.36804,135,8.790547,636186,85.538994,[-0.42  -0.687 -0.477 -0.264  0.009],-98.385086,-79.8405,0.030746154,1.0606956,1.4262036,1683.4183149337769,100,49.47,0.29876763,0.90819126,-815.8157,100.0,0.9925158,-122.052372588573,1.0019766,0.099002205,99.18622,-63.122265,,-815.554,13500,1.0011288
-79.22513,136,8.158154,641119,67.71383,[-0.421 -0.689 -0.477 -0.265  0.007],-96.44768,-79.07148,0.012916386,1.0468302,1.4257832,1696.4084770679474,100,49.33,0.29824978,0.96647716,-796.43787,100.0,0.9979643,-120.60316759841588,1.0006199,0.09867433,99.20716,-59.2753,,-796.34143,13600,1.0002398
-79.907906,137,9.145015,646028,86.285835,[-0.421 -0.687 -0.476 -0.265  0.007],-94.69743,-79.66279,0.017337225,1.0484458,1.4252467,1709.5871925354004,100,49.09,0.2976214,0.9400395,-820.0693,100.0,0.9965396,-120.9969572179218,1.0008901,0.098200895,99.10521,-49.367405,,-819.9255,13700,1.0003549
-80.839226,138,7.47469,650870,64.14999,[-0.418 -0.687 -0.475 -0.266  0.006],-97.4833,-80.21229,0.03960476,1.0964226,1.4239336,1722.1818554401398,100,48.42,0.29596972,0.89822495,-798.052,100.0,0.99147147,-121.8654107437892,1.0027335,0.09691246,99.170654,-61.74216,,-797.7241,13800,1.0015855
-80.30689,139,9.334641,655854,88.28253,[-0.419 -0.687 -0.476 -0.267  0.005],-96.26359,-79.783676,0.03238109,1.0783306,1.4232788,1734.8340349197388,100,49.84,0.29977238,0.8917167,-810.7121,100.0,0.9931613,-122.24775736173552,1.00191,0.09974671,99.13614,-56.47825,,-810.44525,13900,1.001065
-80.9489,140,8.456093,660800,75.70362,[-0.418 -0.689 -0.476 -0.267  0.004],-98.42088,-80.36495,0.03389757,1.0972635,1.423379,1747.3044636249542,100,49.46,0.2987153,0.9053235,-816.39655,100.0,0.9918637,-122.87198394821124,1.003352,0.09897426,99.15979,-56.34031,,-816.09784,14000,1.0016625
-79.52985,141,9.866762,665779,95.67918,[-0.419 -0.688 -0.474 -0.266  0.004],-98.414536,-79.273224,0.022932783,1.0617996,1.4223249,1759.0710816383362,100,49.79,0.299522,0.9345254,-814.9775,100.0,0.99701804,-121.39159843403479,1.0010493,0.099607654,99.020615,-38.94913,,-814.84485,14100,1.0004805
-80.15372,142,9.194638,670708,86.68966,[-0.42  -0.688 -0.474 -0.267  0.003],-98.4314,-79.75008,0.027661003,1.0797474,1.420921,1768.752673149109,100,49.29,0.2982326,0.8870177,-803.2798,100.0,0.9945523,-121.71934606717275,1.0017309,0.09862446,99.149086,-52.548767,,-803.07367,14200,1.0007943
-78.611404,143,8.832803,675717,76.14326,[-0.421 -0.687 -0.474 -0.267  0.002],-95.60112,-78.32996,0.022148494,1.0654436,1.4189523,1780.8742969036102,100,50.09,0.30032226,0.9158927,-842.3514,100.0,0.9965435,-120.08961677821378,1.0010642,0.10020649,99.02347,-49.01318,,-842.20337,14300,1.0005085
-80.0501,144,10.100755,680581,103.99471,[-4.215e-01 -6.870e-01 -4.735e-01 -2.671e-01  6.076e-05],-94.82057,-79.62078,0.031162871,1.0874604,1.4179407,1793.575538635254,100,48.64,0.29646045,0.89374954,-803.1762,100.0,0.99371314,-120.7421615760809,1.002408,0.0973226,99.08427,-48.124462,,-802.9406,14400,1.0012223
-78.43797,145,9.645654,685673,93.87294,[-0.425 -0.687 -0.475 -0.266 -0.001],-98.75517,-78.14709,0.02102159,1.0667228,1.4193693,1806.2554743289948,100,50.92,0.30253762,0.9365364,-818.59937,100.0,0.9961456,-120.58465098948277,1.0008712,0.10187468,99.13374,-50.19508,,-818.4487,14500,1.0004711
-80.795135,146,8.669579,690597,79.92678,[-4.226e-01 -6.856e-01 -4.730e-01 -2.658e-01  3.916e-04],-96.65665,-80.43113,0.0276194,1.0711077,1.417105,1820.050390958786,100,49.24,0.29806593,0.9174449,-828.14496,100.0,0.9951135,-122.30005123934896,1.0013813,0.098514415,99.10301,-44.55436,,-827.9495,14600,1.0007191
-77.964676,147,10.711254,695831,131.07367,[-0.423 -0.685 -0.472 -0.266 -0.002],-97.96112,-77.08759,0.043343477,1.1522605,1.4199162,1832.3687970638275,100,52.34,0.3064329,0.8812392,-825.3145,100.0,0.9865722,-121.16518842930972,1.0035166,0.10477845,99.0943,-49.563786,,-824.8629,14700,1.0022107
-79.38103,148,9.811148,700827,102.15416,[-0.421 -0.683 -0.472 -0.266  0.001],-98.508224,-79.01335,0.02779944,1.0758153,1.4209896,1845.5815753936768,100,49.96,0.3000084,0.9109978,-804.3895,100.0,0.9946702,-121.07148537264572,1.0017856,0.09996004,99.113785,-55.872097,,-804.19446,14800,1.0009505
-80.3646,149,8.592483,705708,72.16104,[-0.421 -0.685 -0.473 -0.267  0.002],-98.5742,-80.06952,0.021834021,1.0562354,1.4224243,1856.4260540008545,100,48.81,0.29687065,0.9428874,-810.76984,100.0,0.99635494,-121.63403155351769,1.0016253,0.097646475,99.155235,-51.371002,,-810.61664,14900,1.0007324
-80.29783,150,8.074199,710636,67.19225,[-0.422 -0.684 -0.472 -0.267  0.004],-95.56185,-79.965294,0.024069931,1.0727432,1.4239181,1869.4352974891663,100,49.28,0.29818374,0.9327547,-827.6477,100.0,0.9955116,-121.71885791571745,1.001155,0.09859516,99.17413,-59.599197,,-827.47906,15000,1.0006374
-81.76839,151,8.84135,715601,71.19768,[-0.423 -0.684 -0.472 -0.267  0.005],-98.26245,-81.08894,0.03307868,1.1027324,1.4214301,1881.7514400482178,100,49.65,0.2992746,0.9157485,-813.8924,100.0,0.99193186,-123.97758186334651,1.0021491,0.09936622,99.16109,-56.73438,,-813.4997,15100,1.0011503
-79.59803,152,10.0850115,720311,86.95593,[-0.426 -0.685 -0.473 -0.268  0.002],-97.64319,-78.98038,0.032194663,1.0775061,1.4215093,1894.0908770561218,100,47.1,0.29226628,0.92718387,-811.72205,100.0,0.9931344,-118.89690551842118,1.0020316,0.09425195,99.02936,-43.251633,,-811.3281,15200,1.0011288
-77.412254,153,10.3690195,725329,108.408485,[-0.429 -0.689 -0.476 -0.268  0.003],-96.41816,-77.10583,0.030299252,1.0705802,1.419922,1906.5043172836304,100,50.18,0.30057585,0.8835306,-807.81744,100.0,0.99607235,-118.69133965803087,1.001627,0.100393556,99.10235,-54.821213,,-807.6651,15300,1.0009627
-80.40591,154,9.319574,730189,86.62241,[-0.431 -0.689 -0.476 -0.267  0.001],-96.731064,-80.17997,0.014019821,1.0470053,1.4213263,1918.108657360077,100,48.6,0.29629523,0.96171653,-815.8535,100.0,0.9969223,-121.29907755961254,1.0006925,0.09721985,99.049706,-57.551926,,-815.7162,15400,1.0003443
-79.77998,155,8.608629,735281,80.49952,[-0.431 -0.687 -0.475 -0.267  0.002],-95.91135,-79.023476,0.035491016,1.1159576,1.4232116,1930.4265308380127,100,50.92,0.30270442,0.8771845,-813.58453,100.0,0.98928,-122.40755298466667,1.003066,0.101933554,99.242134,-56.378838,,-813.20557,15500,1.0016017
-81.21397,156,8.7403145,740108,77.95662,[-0.433 -0.688 -0.476 -0.269  0.004],-99.03586,-80.77811,0.033365056,1.0972651,1.4225141,1943.8349084854126,100,48.27,0.29546887,0.90778893,-818.2681,100.0,0.9944654,-122.16386470450946,1.0017602,0.09658296,99.09826,-50.049164,,-818.04297,15600,1.0011276
-79.240036,157,9.945835,745044,97.31093,[-0.434 -0.688 -0.475 -0.268  0.004],-98.32683,-79.119095,0.017201737,1.0390577,1.4209896,1955.7029435634613,100,49.36,0.29832026,0.94714665,-806.08844,100.0,0.99867296,-120.31877790014285,1.0004135,0.098733455,99.08621,-46.223232,,-806.0235,15700,1.0002508
-79.78356,158,9.387009,749940,85.43029,[-0.434 -0.688 -0.475 -0.268  0.002],-99.06773,-79.45848,0.028560925,1.0600611,1.4192892,1969.4118149280548,100,48.96,0.29731137,0.9218066,-804.79205,100.0,0.9963338,-120.68660821044229,1.0013062,0.097957835,99.0649,-47.529655,,-804.6241,15800,1.0008253
-79.37584,159,9.443614,755035,90.08883,[-4.359e-01 -6.891e-01 -4.756e-01 -2.684e-01  2.953e-04],-99.39769,-79.1294,0.017646102,1.0373913,1.4193697,1980.89324092865,100,50.95,0.3025756,0.9273201,-831.931,100.0,0.99671406,-121.84202800674957,1.0008447,0.10192275,99.05496,-48.21885,,-831.7842,15900,1.0004265
-78.9011,160,8.63185,760232,77.12784,[-4.361e-01 -6.915e-01 -4.765e-01 -2.693e-01  3.987e-04],-97.04756,-78.401505,0.027523743,1.090069,1.4213209,1994.6238453388214,100,51.97,0.30534682,0.92542416,-817.52625,100.0,0.99319744,-122.05929513639299,1.0018828,0.10399913,99.11229,-57.70936,,-817.25977,16000,1.0009633
-79.01231,161,9.731176,765161,109.19306,[-0.438 -0.69  -0.477 -0.269  0.002],-95.74198,-78.504364,0.030624544,1.076101,1.4202825,2008.5919473171234,100,49.29,0.29825473,0.8971344,-829.0221,100.0,0.9914736,-120.08253105231489,1.0019621,0.0986308,99.002556,-45.87056,,-828.7582,16100,1.0009004
-79.66723,162,8.163519,770250,68.474,[-0.437 -0.688 -0.476 -0.268  0.001],-98.46888,-79.24591,0.034095425,1.0650775,1.4198146,2022.341159582138,100,50.89,0.30253205,0.89241266,-813.4718,100.0,0.99510187,-122.35635470396677,1.0023106,0.10183628,99.241684,-57.667206,,-813.2511,16200,1.001077
-78.90723,163,9.928208,775406,99.67441,[-0.438 -0.691 -0.477 -0.268  0.001],-99.52133,-78.56823,0.027354794,1.0629944,1.4176288,2036.254282951355,100,51.56,0.30423743,0.9045651,-814.35486,100.0,0.99552256,-121.84609023864407,1.0012031,0.10316152,99.10491,-53.00222,,-814.1815,16300,1.0007097
