InitialBound,StdD2w0t,J_sample_variance,EpisodesSoFar,Weights,InitialReturnMin,StdIW,InitialReturnMax,ReturnStepMaxmin,EntropyCoefficient,MinIW,MeanD2w0t,TimeElapsed,ReturnStepMax,MinD2w0t,InitialReturnMean,MeanIW,InitialReturnStd,MaxIW,EmpiricalD2,Bound,EpLenMean,ReturnMeanIW,EpRewMean,EpThisIter,MaxD2w0t,MeanEntropy,TimestepsSoFar,Iteration
413.21448,0.23386456,347547.16,8100,[-1.251  1.125  0.947 -0.247 -0.26 ],-4.455963,1.2233891,15.858498,86.4552,100.0,0.12923118,0.04276825,941.6211857795715,100.0,,-1.3732911e-06,1.107498,3.415699,8.694703,1.8340895,433.79175,16.96,590.0606,-107.60566233405578,100,2.3041363,1.1672146,136048,81
378.74976,0.19113825,17721.217,8200,[-1.298  1.115  0.927 -0.238 -0.252],-4.476364,0.2733849,22.441467,86.64523,100.0,0.46374503,0.036289863,953.9805552959442,100.0,,3.2043456e-06,1.0339121,4.0695047,2.1849837,1.078342,389.41562,17.42,538.6732,-107.61854947184385,100,1.1870725,1.1740965,137790,82
402.21768,0.24164763,288326.03,8300,[-1.311  1.117  0.917 -0.227 -0.245],-4.8447495,1.105037,18.854057,86.51716,100.0,0.08941688,0.044262294,965.2658376693726,100.0,,,1.1785662,3.6410656,7.1680155,1.7748575,439.14996,17.11,618.557,-107.8476260350982,100,2.4278688,1.1513814,139501,83
454.27155,0.24136089,351718.2,8400,[-1.345  1.108  0.894 -0.211 -0.267],-4.19384,1.188567,8.14666,86.227776,100.0,0.057516437,0.04405885,977.5015904903412,100.0,,9.918213e-07,1.2886419,2.7217045,10.332184,1.5679277,555.1131,16.75,697.27435,-108.06425403919646,100,3.5178962,1.0556678,141176,84
385.90308,0.23526004,780011.1,8500,[-1.369  1.097  0.928 -0.217 -0.363],-4.628029,1.8689228,19.958046,86.29417,100.0,0.09694939,0.04201389,989.8233513832092,100.0,,-1.5258789e-06,1.2699877,3.3934917,17.628836,2.0550714,458.78052,17.03,667.28436,-108.20148224420753,100,5.3708534,1.0871348,142879,85
387.30133,0.18686494,12449.755,8600,[-1.404  1.066  0.925 -0.248 -0.332],-4.127762,0.21940024,25.503273,86.3352,100.0,0.4278707,0.03510174,1002.9982693195343,100.0,,2.1362305e-06,1.0237856,3.7836187,1.8288165,1.044795,394.1453,17.05,548.9404,-107.99734837353749,100,1.1121054,1.09766,144584,86
383.11285,0.18827407,23314.145,8700,[-1.409  1.073  0.915 -0.238 -0.321],-4.6728134,0.32215157,24.718742,86.43572,100.0,0.4693616,0.035587206,1013.8012611865997,100.0,,1.1444092e-06,1.056144,3.584548,2.3674111,1.0965297,399.43112,17.26,558.6264,-108.45620816018929,100,1.2408674,1.0722469,146310,87
437.58594,0.18732198,29896.598,8800,[-1.442  1.074  0.909 -0.243 -0.347],-4.464012,0.35141978,7.237221,86.30641,100.0,0.46683383,0.034823976,1025.2137434482574,100.0,,3.8146973e-07,1.035196,2.8693457,2.8241467,1.1284398,448.76517,16.74,562.79926,-107.48560211255771,100,1.2876763,1.0859225,147984,88
348.77655,0.203357,65104.676,8900,[-1.425  1.048  0.908 -0.256 -0.333],-5.8498077,0.5285886,24.55439,87.02692,100.0,0.40195453,0.03922552,1036.0849587917328,100.0,,-2.2125244e-06,1.082766,5.247144,4.8981533,1.1657646,373.3246,18.01,543.32916,-107.84054920481303,100,1.472863,1.1240101,149785,89
405.5173,0.18865111,59254.35,9000,[-1.419  1.049  0.92  -0.263 -0.295],-4.6090775,0.50190884,24.484497,86.000916,100.0,0.38820893,0.034880742,1048.9594140052795,100.0,,1.4495849e-06,1.064768,3.7348752,2.8848448,1.199624,424.29813,16.59,582.4513,-107.82769399633047,100,1.3802977,1.1399246,151444,90
487.0116,0.409015,3154988.5,9100,[-1.444  1.036  0.917 -0.268 -0.279],-3.8164902,3.500154,7.6503906,85.84339,100.0,0.0029612351,0.060950805,1059.2410299777985,100.0,,9.918213e-07,1.3501878,2.6698751,32.920444,4.6831765,552.3466,16.16,743.0014,-107.523795762273,100,18.00207,1.0081109,153060,91
358.3731,0.18863572,14764.615,9200,[-1.508  0.989  0.926 -0.323 -0.411],-4.8748627,0.25005332,32.16295,86.60553,100.0,0.59069735,0.035794184,1072.104984998703,100.0,,6.5612794e-06,1.0226349,5.8296995,2.014558,1.0559915,365.44125,17.39,534.8279,-107.79243980601409,100,1.1427238,1.0194714,154799,92
350.86044,0.24483022,376142.34,9300,[-1.508  0.992  0.933 -0.328 -0.4  ],-5.52536,1.3878841,26.274246,86.887054,100.0,0.15301175,0.04519457,1082.4176132678986,100.0,,1.3275147e-05,1.2577533,5.4245615,7.8403854,2.1312194,408.39435,17.72,624.7113,-107.34783986856878,100,3.2467988,1.0461459,156571,93
352.04477,0.2074792,110070.91,9400,[-1.548  0.97   0.926 -0.334 -0.373],-5.0853653,0.74122643,28.186623,87.0108,100.0,0.20495272,0.03986403,1093.9399452209473,100.0,,-1.2969971e-06,1.0958039,5.5537305,4.8331895,1.379415,377.13123,18.0,546.02124,-107.90734816579943,100,2.207843,1.058838,158371,94
358.27106,0.1867242,3413.2544,9500,[-1.517  0.978  0.941 -0.33  -0.36 ],-5.0779266,0.11847225,25.836578,86.840836,100.0,0.6662259,0.03581979,1107.544103860855,100.0,,1.7547608e-06,1.0162616,5.0292487,1.6056067,1.011906,363.59665,17.75,519.9727,-107.9487731283623,100,1.1041926,1.0703689,160146,95
365.0685,0.21916683,147260.39,9600,[-1.526  0.985  0.938 -0.33  -0.348],-5.359688,0.8237933,25.992027,86.7622,100.0,0.11119514,0.041391734,1119.212204694748,100.0,,-2.8991699e-06,1.1357278,4.2161155,4.0101204,1.5453515,402.5841,17.59,580.6642,-107.64144083609717,100,1.8815864,1.0800743,161905,96
356.93842,0.18755372,7042.005,9700,[-1.491  0.993  0.954 -0.337 -0.339],-5.402237,0.1797306,28.28822,86.78353,100.0,0.56040287,0.035843868,1131.3357481956482,100.0,,2.4795531e-06,1.023908,5.545303,1.6402543,1.0302719,363.075,17.62,526.6921,-107.62729645145559,100,1.0872669,1.0602494,163667,97
470.26105,0.22984996,159347.02,9800,[-1.488  0.993  0.959 -0.34  -0.359],-3.695343,0.751357,10.537987,85.65503,100.0,0.11535726,0.04072322,1140.6017246246338,100.0,,5.7983398e-06,1.1825644,2.6802125,5.9429693,1.5090647,533.04443,16.13,666.91327,-107.63427071335431,100,2.474604,1.0540098,165280,98
402.3227,0.1864295,26447.312,9900,[-1.478  0.994  0.964 -0.374 -0.365],-4.194618,0.32934192,25.118149,86.02908,100.0,0.29323247,0.034549635,1152.9867415428162,100.0,,-4.043579e-06,1.0625447,4.195719,2.3914042,1.1211008,422.71515,16.64,583.2624,-107.93476272098559,100,1.3533049,1.0604761,166944,99
401.10687,6.5773163,145901010.0,10000,[-1.45   1.     0.964 -0.359 -0.359],-5.3040314,25.699139,17.968925,86.19785,100.0,0.0022151305,0.34203663,1162.708485841751,100.0,,5.340576e-07,3.51134,3.5250292,262.7691,82.226295,935.56464,16.73,1737.5449,-107.12533349421034,100,496.38776,1.1061596,168617,100
464.96,0.2085601,150097.28,10100,[-1.402  1.073  0.989 -0.327 -0.313],-5.1797104,0.78385603,8.81945,85.981445,100.0,0.043064173,0.037818912,1175.4208495616913,100.0,,-2.7465821e-06,1.1148951,2.9408672,5.8343325,1.3980114,493.51917,16.42,613.1725,-107.2831353418035,100,3.1905017,1.0461854,170259,101
377.97446,4.4809484,158983470.0,10200,[-1.423  1.052  1.005 -0.331 -0.373],-5.032242,31.292887,24.90586,86.6481,100.0,0.059598356,0.13236606,1189.1938121318817,100.0,,-1.2207031e-06,4.1686306,4.7303553,328.0519,15.29607,821.118,17.22,1844.2881,-107.82553076919649,100,792.51764,1.12507,171981,102
377.68317,0.19074695,28959.232,10300,[-1.49   1.016  1.009 -0.357 -0.294],-4.7239304,0.36604026,20.300453,86.64239,100.0,0.45950902,0.036299147,1203.7234296798706,100.0,,1.0757446e-05,1.0462321,4.051247,2.4646857,1.1301155,392.64383,17.5,543.8447,-108.13385960311417,100,1.3044955,1.1493576,173731,103
387.5481,0.187005,15448.7295,10400,[-1.52   1.009  1.009 -0.367 -0.27 ],-5.087387,0.2550889,19.584991,86.42581,100.0,0.39285362,0.03519982,1214.032953262329,100.0,,-2.2125244e-06,1.0186744,4.127559,2.2693129,1.0700133,392.84833,17.12,542.09265,-107.63598180168498,100,1.1489874,1.146481,175443,104
352.3058,0.19384389,21064.508,10500,[-1.531  1.005  1.    -0.364 -0.272],-5.8283005,0.35180217,22.031883,87.05362,100.0,0.43638113,0.037383974,1226.4529600143433,100.0,,6.8664554e-07,1.0551894,5.016695,3.808246,1.0569545,362.66794,17.97,525.82825,-107.34994203417817,100,1.3492043,1.1474046,177240,105
395.0809,0.18550605,13954.629,10600,[-1.52   1.002  0.989 -0.36  -0.272],-4.6581497,0.23947452,21.151192,86.302765,100.0,0.4373749,0.034748055,1238.1510739326477,100.0,,2.1362305e-06,1.0379893,3.6378918,1.7597284,1.0570048,404.3629,16.96,556.9386,-107.69128239785594,100,1.168133,1.1286228,178936,106
368.69278,0.19722402,54463.547,10700,[-1.523  1.014  0.988 -0.361 -0.291],-5.077942,0.49159247,25.063065,86.69915,100.0,0.29375136,0.037495814,1248.304833650589,100.0,,-2.3651123e-06,1.0730392,5.4148226,3.3126526,1.2288942,389.74393,17.56,554.22253,-108.00161123307218,100,1.6205935,1.147186,180692,107
398.64813,0.18417896,14504.106,10800,[-1.556  1.002  0.987 -0.377 -0.272],-5.128044,0.24529676,23.537888,86.268486,100.0,0.55966765,0.034405988,1259.0195889472961,100.0,,1.2207031e-06,1.036125,3.7046263,1.8138847,1.0704875,410.99115,16.87,557.17804,-107.40094390949974,100,1.1400604,1.1533031,182379,108
382.15918,0.19401392,32066.48,10900,[-1.535  1.006  0.99  -0.378 -0.266],-4.708885,0.35958937,20.250984,86.58492,100.0,0.47718656,0.036678504,1268.5853462219238,100.0,,4.9591063e-06,1.0529196,3.97305,2.632928,1.096034,398.56442,17.3,551.6592,-107.40277217701222,100,1.2889178,1.1777471,184109,109
366.1567,0.18794885,8743.742,11000,[-1.534  1.009  0.981 -0.365 -0.241],-5.5646286,0.20803228,26.505096,86.86528,100.0,0.54587835,0.035950698,1280.2816281318665,100.0,,-5.41687e-06,1.0378029,5.816999,1.7438012,1.0477389,376.8556,17.66,529.5464,-107.15096180644947,100,1.2780491,1.1691538,185875,110
425.95975,1.7430005,52880788.0,11100,[-1.524  1.017  0.981 -0.352 -0.25 ],-4.661377,15.853426,7.274208,86.444855,100.0,0.026744483,0.16786963,1291.536405801773,100.0,,6.4849855e-06,2.4186225,3.062649,162.55087,26.966291,662.711,16.99,1194.6462,-107.8171966249812,100,75.72345,1.2743512,187574,111
381.56357,0.19325359,28215.416,11200,[-1.584  0.966  0.956 -0.372 -0.145],-5.923706,0.35824192,24.788643,86.882996,100.0,0.52618754,0.037022542,1306.192758321762,100.0,,1.9073486e-06,1.0490932,4.8696346,3.1878495,1.0990986,395.56033,17.73,533.54456,-107.44873240048084,100,1.400674,1.3117071,189347,112
407.96857,0.21285664,104843.83,11300,[-1.599  0.959  0.957 -0.379 -0.107],-4.532097,0.6763116,16.833443,86.56099,100.0,0.07891199,0.039986078,1318.371708869934,100.0,,-5.8746336e-06,1.1076239,4.048895,5.3259296,1.2699023,429.51364,17.32,577.08704,-107.72866267617894,100,1.5411359,1.3124533,191079,113
365.89767,0.25379312,468865.0,11400,[-1.613  0.963  0.934 -0.358 -0.107],-5.812813,1.6476011,20.833382,87.14121,100.0,0.061240148,0.047376767,1328.7488117218018,100.0,,7.3242186e-06,1.218036,5.0354233,12.40279,2.1830626,395.316,18.17,589.2808,-107.74567096521889,100,3.8889842,1.2978553,192896,114
384.14664,0.34571093,1035226.3,11500,[-1.654  0.93   0.916 -0.36  -0.121],-4.7584763,2.1790235,24.021927,86.799805,100.0,0.021727031,0.059046183,1340.978696346283,100.0,,1.0757446e-05,1.4567682,5.313677,18.027092,3.1089535,497.88275,17.66,726.33344,-107.72769638957566,100,7.0867043,1.3054198,194662,115
415.5055,0.19630927,48191.133,11600,[-1.598  0.942  0.952 -0.385 -0.114],-4.914673,0.43668544,22.23671,86.38506,100.0,0.39284062,0.0366161,1354.4571573734283,100.0,,-1.3732911e-06,1.0939673,3.6996543,3.5236475,1.1459955,440.8927,16.92,586.21,-107.62731455284674,100,1.3843241,1.2997556,196354,116
388.80753,0.19071947,18045.492,11700,[-1.605  0.944  0.944 -0.362 -0.119],-4.9350815,0.2859205,31.60942,86.73951,100.0,0.41165876,0.036424134,1365.3830993175507,100.0,,8.7738035e-06,1.030125,5.4943624,2.037465,1.0895436,397.42398,17.61,531.07263,-107.95589990718435,100,1.1616201,1.3017548,198115,117
377.48724,0.20007505,62336.086,11800,[-1.599  0.953  0.951 -0.366 -0.117],-5.944145,0.5639142,27.711647,86.882996,100.0,0.40605462,0.038262688,1376.9969339370728,100.0,,-7.705688e-06,1.1064862,5.918288,5.1818423,1.1424152,407.419,17.73,556.9703,-107.41734691823208,100,1.7195203,1.3496208,199888,118
423.54254,4.540083,33025050.0,11900,[-1.608  0.946  0.954 -0.38  -0.069],-5.6024475,12.553962,20.5242,86.4716,100.0,0.018245295,0.16613805,1386.603269815445,100.0,,5.722046e-06,2.145213,3.9708154,218.76448,30.74698,624.59045,16.84,1071.0399,-107.40134940520379,100,785.99634,1.4255594,201572,119
385.29526,0.61760557,5500134.0,12000,[-1.676  0.886  0.906 -0.439  0.006],-5.664955,5.5338516,23.395447,87.043304,100.0,0.017235924,0.07911749,1398.5732855796814,100.0,,-2.0599366e-06,2.2580318,4.9592075,37.221138,8.287672,722.61066,17.99,1044.4734,-107.55621452932436,100,30.77917,1.4441903,203371,120
314.05286,0.2037316,14898.004,12100,[-1.788  0.835  0.883 -0.457  0.025],-6.4210052,0.29337722,37.148632,87.858665,100.0,0.21990876,0.040882904,1413.7440431118011,100.0,,4.615784e-06,1.0963004,6.975047,2.3270261,1.0888286,333.73254,19.4,502.7892,-108.10472931272834,100,1.3323221,1.4033989,205311,121
340.5963,0.2049011,43443.004,12200,[-1.785  0.84   0.885 -0.464 -0.016],-6.134514,0.53935075,28.072525,87.75667,100.0,0.4608071,0.04082614,1424.872987985611,100.0,,-2.3651123e-06,1.0797409,6.600546,7.1894164,1.1008363,358.41443,19.17,499.16412,-107.76806696984762,100,1.4423386,1.4362569,207228,122
325.16058,0.19977474,8421.317,12300,[-1.813  0.853  0.871 -0.45   0.017],-6.4121933,0.2293213,26.222717,88.056244,100.0,0.4911612,0.040436424,1436.1755111217499,100.0,,4.653931e-06,1.0424026,7.242025,2.0856879,1.0449626,335.27036,19.7,469.36594,-107.79668633365424,100,1.3062634,1.4607706,209198,123
387.51636,0.31866217,855670.06,12400,[-1.812  0.863  0.868 -0.441  0.042],-5.6524124,2.0662348,24.483658,87.10439,100.0,0.04979298,0.056899045,1449.6287381649017,100.0,,-2.2125244e-06,1.3837087,5.3273883,15.189616,2.9537423,466.51843,18.09,671.3206,-107.61247386766908,100,5.967745,1.4237727,211007,124
374.76794,0.19042842,5706.7183,12500,[-1.755  0.894  0.893 -0.459  0.005],-5.5549545,0.16474378,25.561943,87.21994,100.0,0.69513905,0.037115425,1459.7251811027527,100.0,,-7.705688e-06,1.0113491,5.8072534,1.6519079,1.0283507,378.1897,18.3,498.7858,-107.80564651040194,100,1.0800017,1.4353375,212837,125
355.76822,0.19284394,7495.5474,12600,[-1.755  0.89   0.887 -0.457  0.016],-6.7920456,0.20702049,28.223133,87.44501,100.0,0.50283074,0.038029086,1472.5671281814575,100.0,,-6.3323973e-06,1.0199355,6.069631,1.8275355,1.0456883,361.33002,18.72,490.9725,-108.15738017211152,100,1.1315999,1.4492154,214709,126
353.50323,0.20294198,25607.645,12700,[-1.744  0.899  0.888 -0.453  0.03 ],-5.7597046,0.38272774,25.942894,87.67357,100.0,0.26392397,0.040338464,1484.1175866127014,100.0,,8.468628e-06,1.0666246,6.2538643,3.639284,1.0898978,369.08365,19.08,500.57016,-108.0572240301602,100,1.4297657,1.4648849,216617,127
366.40036,0.19831942,26700.469,12800,[-1.752  0.899  0.892 -0.472  0.046],-5.9014893,0.38444895,31.244495,87.543175,100.0,0.44902545,0.039170012,1495.0951421260834,100.0,,-3.4332277e-07,1.0647724,6.311565,2.704625,1.1480229,384.00885,18.83,505.66266,-107.86728412119322,100,1.5924911,1.4785122,218500,128
401.62445,0.1937561,29966.494,12900,[-1.788  0.886  0.889 -0.483  0.06 ],-6.217148,0.36322963,21.07763,86.75282,100.0,0.49188274,0.036902625,1506.4257690906525,100.0,,-2.4414062e-06,1.0397499,4.516179,3.600122,1.1004579,411.5224,17.53,535.35486,-107.35346671175355,100,1.2977258,1.5097525,220253,129
382.36212,0.1950848,16969.922,13000,[-1.789  0.88   0.878 -0.476  0.091],-5.984604,0.2801077,24.605423,87.14491,100.0,0.49529836,0.03786168,1515.903811454773,100.0,,4.577637e-06,1.0532067,5.8714256,2.0757642,1.0687785,393.0893,18.17,521.6618,-107.7088227026592,100,1.2231926,1.4754254,222070,130
388.65735,0.19547635,16051.854,13100,[-1.786  0.881  0.87  -0.465  0.056],-5.157547,0.27893004,27.010231,87.13559,100.0,0.44065833,0.03800033,1527.4015681743622,100.0,,6.866455e-06,1.0665048,5.679849,2.4127276,1.0755043,403.49695,18.25,528.24615,-108.26666340166491,100,1.4066135,1.4426494,223895,131
354.68835,0.22155254,94331.58,13200,[-1.77   0.858  0.876 -0.473  0.024],-6.5729523,0.74095064,28.893929,87.60904,100.0,0.077733524,0.04344859,1538.8121557235718,100.0,,-4.8828124e-06,1.1817214,6.9580593,3.657118,1.5464483,403.98364,18.91,552.4944,-107.70405074175237,100,2.1433282,1.4309165,225786,132
369.09308,0.19893532,18693.592,13300,[-1.814  0.837  0.859 -0.473  0.012],-6.174507,0.3087227,25.890244,87.34745,100.0,0.47860146,0.038982917,1549.3057746887207,100.0,,6.790161e-06,1.06099,5.941332,2.347118,1.0846088,386.57324,18.53,514.1413,-107.96132152077976,100,1.3142917,1.4659244,227639,133
354.5577,3.7077177,160082260.0,13400,[-1.811  0.843  0.853 -0.458  0.047],-6.7287292,29.966503,27.384972,87.66268,100.0,0.004246315,0.2887124,1560.7895226478577,100.0,,-1.0681152e-05,4.1989546,7.088636,303.14578,22.139763,836.03516,18.96,1855.2101,-107.47887071505197,100,237.4983,1.4539528,229535,134
348.0337,0.2412064,184511.23,13500,[-1.784  0.857  0.908 -0.536  0.035],-6.343704,1.0507929,30.339272,87.717064,100.0,0.097027645,0.046912305,1575.101143360138,100.0,,2.5939942e-06,1.2481885,7.4473147,5.682598,1.6974053,399.20093,18.98,571.6348,-107.0779867744479,100,3.7941325,1.4170656,231433,135
322.18262,0.21594508,46475.34,13600,[-1.832  0.842  0.884 -0.526 -0.002],-7.0671234,0.5336946,28.165321,88.17319,100.0,0.14223748,0.043652046,1588.9601266384125,100.0,,-9.841919e-06,1.125748,8.033389,3.0701346,1.2061071,352.35168,19.81,498.65393,-107.24124669717479,100,1.7830563,1.4655397,233414,136
359.2107,0.19917071,40285.33,13700,[-1.824  0.857  0.889 -0.518  0.047],-6.369705,0.4884145,31.62175,87.633644,100.0,0.37482637,0.03939791,1600.9559695720673,100.0,,6.790161e-06,1.0590785,5.968145,3.1809938,1.1688857,373.122,18.89,497.6147,-107.35949027326927,100,1.575824,1.4726121,235303,137
360.99,0.19535808,9799.701,13800,[-1.863  0.846  0.879 -0.524  0.054],-6.0996857,0.23098883,23.337631,87.61084,100.0,0.6437856,0.038663432,1614.821509361267,100.0,,8.468628e-06,1.0275515,5.8490005,1.7310851,1.0499295,367.91602,18.86,487.1696,-107.40624000529871,100,1.2147202,1.4843721,237189,138
365.05634,0.19798355,15857.281,13900,[-1.85   0.83   0.879 -0.522  0.065],-6.1840515,0.2994247,22.739967,87.620964,100.0,0.5930468,0.039170958,1626.1577491760254,100.0,,3.8146973e-07,1.0409653,6.22124,2.3506546,1.0917886,376.84473,18.85,491.09714,-107.25711690130575,100,1.2254584,1.5128381,239074,139
362.10165,0.19170426,4383.4175,14000,[-1.832  0.835  0.888 -0.524  0.094],-6.2782745,0.15571484,28.030735,87.48543,100.0,0.672531,0.037726425,1636.0457801818848,100.0,,2.2506713e-06,1.0234466,6.7782016,1.6149684,1.0266147,367.93817,18.65,490.78006,-107.38347557171132,100,1.1640806,1.5175755,240939,140
341.5235,0.21286862,42487.254,14100,[-1.828  0.848  0.883 -0.516  0.099],-6.9518204,0.5156243,24.008583,88.07228,100.0,0.24527462,0.042946983,1647.538967847824,100.0,,8.010864e-06,1.0709727,6.7712255,3.1209638,1.1702337,349.3706,19.67,480.80414,-107.47716393195763,100,1.4861078,1.4908915,242906,141
381.63116,0.20973416,118356.31,14200,[-1.835  0.858  0.891 -0.535  0.072],-5.759308,0.7980431,21.809723,87.1505,100.0,0.21890901,0.04048149,1658.9444270133972,100.0,,-7.781982e-06,1.1129817,4.8722367,6.6271205,1.3832426,405.8376,18.2,546.7089,-107.8307538162885,100,1.8967624,1.5143553,244726,142
342.42633,0.19679256,4404.02,14300,[-1.817  0.892  0.893 -0.526  0.095],-7.238594,0.16883406,25.389717,88.0452,100.0,0.68099105,0.039771993,1670.0441801548004,100.0,,-8.926391e-06,1.0186731,6.89347,1.9306451,1.0234078,346.63843,19.63,460.9294,-107.52267880422977,100,1.1826732,1.5253881,246689,143
376.33734,0.20029509,22571.094,14400,[-1.81   0.884  0.886 -0.53   0.106],-5.718506,0.3323969,25.970161,87.29952,100.0,0.45324126,0.039115116,1682.437138557434,100.0,,8.621216e-06,1.0622505,6.168285,2.575132,1.1143556,394.51562,18.42,518.9996,-107.76206260738822,100,1.39791,1.5427712,248531,144
331.05963,0.19390944,2098.2083,14500,[-1.807  0.877  0.87  -0.519  0.124],-6.8241196,0.109080575,27.819489,87.920265,100.0,0.78329605,0.03888225,1692.8873763084412,100.0,,4.5776366e-07,1.0078794,6.7504826,1.3365078,1.0156714,333.09332,19.33,463.37625,-107.10553380400714,100,1.0282091,1.5448701,250464,145
256.40576,0.20513016,3798.386,14600,[-1.809  0.87   0.868 -0.518  0.126],-8.1297455,0.16656841,47.39108,88.91468,100.0,0.62020373,0.04335869,1703.248307466507,100.0,,1.6021728e-06,1.0209714,8.8219385,2.079244,1.0266485,259.7575,21.39,418.2054,-107.87159519338377,100,1.0894352,1.544921,252603,146
370.74982,0.24843359,435815.03,14700,[-1.814  0.876  0.877 -0.521  0.126],-5.6461945,1.5567665,31.325684,87.48473,100.0,0.11433964,0.047135755,1714.556717157364,100.0,,-7.476807e-06,1.2672217,6.157192,11.202738,2.057653,426.21198,18.75,594.7933,-107.95579100515937,100,5.2753077,1.5761845,254478,147
292.68896,0.19531003,119.85765,14800,[-1.724  0.9    0.897 -0.507  0.157],-6.776619,0.021532653,46.32837,88.190384,100.0,0.94116944,0.039709613,1726.3018507957458,100.0,,1.6174316e-05,1.0003762,7.609412,1.0852456,1.0005244,292.83533,19.85,446.9374,-107.29241861570817,100,1.0031487,1.5780846,256463,148
334.18097,0.1996047,5603.229,14900,[-1.723  0.902  0.897 -0.506  0.159],-6.8389053,0.19533128,35.07099,88.2791,100.0,0.4872269,0.040868122,1737.2600371837616,100.0,,-4.15802e-06,1.026191,7.800471,2.3503375,1.0360153,340.96185,20.13,452.21765,-107.91187334382091,100,1.2690065,1.5798763,258476,149
362.96674,0.19694613,18625.914,15000,[-1.752  0.906  0.889 -0.498  0.161],-6.28244,0.31280002,23.178833,87.522865,100.0,0.5427157,0.03883109,1749.552608013153,100.0,,3.8146973e-07,1.0440812,5.203333,2.5269518,1.0975573,374.76642,18.73,499.11127,-107.48890013729024,100,1.2812667,1.6002188,260349,150
366.2098,0.2113005,62059.19,15100,[-1.763  0.891  0.882 -0.501  0.181],-7.1022873,0.58039635,36.07254,87.66725,100.0,0.30121344,0.041784845,1761.4597916603088,100.0,,-2.670288e-07,1.07159,7.686535,4.271369,1.2312354,379.99753,18.97,503.1464,-107.49123385257558,100,1.4865785,1.6171753,262246,151
386.40146,0.2117067,54701.656,15200,[-1.769  0.875  0.869 -0.483  0.198],-6.3726425,0.53622395,24.383553,87.34592,100.0,0.25724176,0.041331436,1773.1825408935547,100.0,,-3.967285e-06,1.108431,5.3083014,3.6283796,1.2104837,409.3814,18.49,536.6003,-107.74703591388848,100,1.7336346,1.5841459,264095,152
381.69702,0.19256403,3848.809,15300,[-1.789  0.88   0.842 -0.463  0.165],-6.126091,0.14024095,23.079887,87.43843,100.0,0.56671995,0.03792143,1785.4492671489716,100.0,,-3.7384034e-06,1.0295833,5.65881,1.4601882,1.0264305,387.66962,18.67,495.38147,-107.92863989559754,100,1.1034311,1.5613569,265962,153
414.6645,0.3471616,638419.6,15400,[-1.812  0.885  0.841 -0.464  0.143],-5.697296,1.6864034,30.960953,86.68447,100.0,0.013410931,0.058974937,1797.6042687892914,100.0,,6.942749e-06,1.3730669,5.031308,8.694948,3.0775638,507.48364,17.47,698.3315,-107.59071926609282,100,8.1604,1.5488151,267709,154
362.74915,0.33114424,1125113.0,15500,[-1.729  0.895  0.882 -0.503  0.13 ],-6.2038956,2.6380422,24.674309,87.76527,100.0,0.07479143,0.05967052,1809.6168875694275,100.0,,-8.926391e-06,1.4452063,6.5106244,26.97869,3.1188402,445.2303,19.12,655.1732,-107.4041702882613,100,8.81549,1.5899947,269621,155
382.6997,0.19628508,21550.879,15600,[-1.772  0.846  0.863 -0.503  0.171],-6.192505,0.33361176,25.172943,87.36957,100.0,0.21745062,0.03842806,1823.8140468597412,100.0,,3.5858154e-06,1.0451525,5.6886864,2.4967885,1.1060002,390.57123,18.48,506.77344,-107.46643168803749,100,1.2472665,1.5636375,271469,156
299.04846,0.20296673,13136.831,15700,[-1.79   0.83   0.859 -0.507  0.145],-7.393799,0.30186567,39.26571,88.43529,100.0,0.4214361,0.04185986,1835.9884192943573,100.0,,-9.384155e-06,1.0454482,8.293538,3.1201034,1.0570211,306.91302,20.42,451.38242,-107.8664103000598,100,1.2676048,1.5744117,273511,157
319.96515,0.33900064,395123.88,15800,[-1.777  0.838  0.868 -0.503  0.156],-7.7602386,1.6472441,34.064,88.60011,100.0,0.032713197,0.06466365,1848.7411551475525,100.0,,9.803772e-06,1.513271,8.057448,10.547426,2.5829988,419.85855,20.72,631.42944,-107.74283360550017,100,6.3098254,1.5226364,275583,158
266.16437,0.20085186,1135.2031,15900,[-1.836  0.829  0.827 -0.467  0.104],-7.3043137,0.086396255,48.76046,88.67282,100.0,0.67473227,0.041914012,1863.3772172927856,100.0,,-4.043579e-06,1.0099324,8.802851,1.7375597,1.0057408,268.00476,20.87,426.7206,-107.76496529837682,100,1.0618794,1.5212764,277670,159
321.0298,0.21158917,53014.05,16000,[-1.829  0.825  0.823 -0.47   0.102],-7.1441727,0.68426365,28.684322,88.37862,100.0,0.24742529,0.043237157,1876.2370228767395,100.0,,-1.8692017e-06,1.1067379,8.129296,6.896085,1.1970178,337.3191,20.26,474.41248,-107.61338026407857,100,2.2293677,1.5136592,279696,160
344.7265,0.20341313,127111.25,16100,[-1.786  0.842  0.824 -0.452  0.095],-5.314125,1.0301276,27.086227,87.635574,100.0,0.5099303,0.04013692,1887.0759723186493,100.0,,-7.3242186e-06,1.1186514,5.1997247,11.4872465,1.1148572,357.86444,18.94,516.79144,-107.62106152185468,100,2.0473585,1.5410675,281590,161
