MaxIW,TimeElapsed,MinD2w0t,EpRewMean,MinIW,MaxD2w0t,InitialReturnMin,StdD2w0t,EmpiricalD2,EpLenMean,EpThisIter,ReturnStepMax,InitialReturnMean,InitialReturnMax,MeanD2w0t,ReturnStepMaxmin,InitialBound,Bound,StdIW,EpisodesSoFar,Weights,J_sample_variance,TimestepsSoFar,MeanIW,Iteration,ReturnMeanIW,InitialReturnStd,MeanEntropy
7.380707,200.06145787239075,,-147.2439492467348,0.00015658174,2683.0938,-99.82502,50.884037,696.1166,50.63,100,100.0,-97.88305,-93.083084,4.086877,100.0,-99.33088,-52.677544,0.6017641,1100,[ 0.386 -0.438  0.12   0.414 -0.434],2132.9075,55453,0.28405958,11,-43.005413,1.5001936,0.9718341
5.2501354,221.96074724197388,,-161.23118530642955,0.00025415458,651.04144,-99.79249,12.198233,18.144947,64.5,100,100.0,-98.101456,-91.700775,1.2645085,100.0,-99.69336,-86.88217,0.70814794,1200,[ 0.299 -0.483  0.094  0.366 -0.447],3737.0378,61903,0.8033614,12,-81.249,1.7422429,0.9685868
24.848293,242.1428563594818,,-156.36526173317424,0.0010684859,3071.6265,-99.74831,39.49066,143.19505,60.16,100,100.0,-97.55207,-93.34767,3.1736393,100.0,-99.09725,-66.62457,0.7723565,1300,[ 0.304 -0.459  0.062  0.377 -0.45 ],4043.1506,67919,0.51651704,13,-58.312386,1.876621,1.0199896
6.89003,267.38348388671875,,-167.79538121301067,0.00050179154,7068.694,-99.854004,53.438904,222.3881,71.03,100,100.0,-98.09306,-94.43681,3.5461335,100.0,-99.753044,-54.45191,0.6192995,1400,[ 0.253 -0.456  0.037  0.464 -0.399],2043.963,75022,0.37905663,14,-46.36809,1.3094592,1.0561144
8.97265,292.20607924461365,,-174.0587211717608,0.0019484033,259.65613,-99.773285,8.73756,14.055195,78.28,100,100.0,-97.32872,-90.7289,1.2169596,100.0,-99.05507,-73.14448,0.87661296,1500,[ 0.221 -0.509  0.031  0.36  -0.363],5352.4673,82850,0.5876454,15,-68.84611,2.0919707,0.96676576
7.2092266,317.8524453639984,,-185.0234197219709,0.0008554533,1841.8383,-99.90079,60.22328,35.703278,89.49,100,100.0,-97.24347,-90.68623,4.2561464,100.0,-99.08148,-84.979675,0.7179459,1600,[ 0.251 -0.584  0.019  0.334 -0.452],3063.1733,91799,0.7459793,16,-79.66378,2.3080747,0.96696216
30.309505,346.1839745044708,,-197.89734308710817,0.0017514487,6328.1895,-99.85832,99.10611,107.530655,102.59,100,100.0,-97.08915,-91.10805,5.8507133,100.0,-99.05503,-89.62044,1.8738794,1700,[ 0.238 -0.594  0.046  0.309 -0.452],8669.863,102058,0.8485541,17,-84.36744,2.4328344,0.9630254
11.496031,369.11785769462585,,-197.61404395150902,4.5682624e-05,5130.6313,-99.93321,81.62988,258.6609,102.77,100,100.0,-96.68665,-88.65346,10.200615,100.0,-98.6495,-52.755913,0.51200736,1800,[ 0.218 -0.591  0.017  0.3   -0.456],1671.9115,112335,0.3053385,18,-40.55164,2.67631,0.9121526
16.7869,400.65967655181885,,-221.9347570155974,0.0002545099,1427.79,-99.66452,51.42185,134.18767,128.04,100,100.0,-96.29461,-88.03479,9.186917,100.0,-98.49937,-76.05237,1.0113516,1900,[ 0.183 -0.589  0.02   0.195 -0.507],6955.7373,125139,0.5422335,19,-67.60233,2.9343402,0.9449849
15.142484,433.9199161529541,,-233.4261361668424,0.00027066434,23825.92,-99.60274,555.44,401.31027,140.73,100,100.0,-96.13985,-86.89943,39.65969,100.0,-98.45876,-81.866066,0.91437453,2000,[ 0.156 -0.568 -0.002  0.252 -0.474],4356.3374,139212,0.65977,20,-75.20868,2.9096189,0.95787406
22.016289,462.5994622707367,,-229.85476185825502,6.691781e-07,26455.691,-99.82626,336.7883,1292.422,135.85,100,100.0,-97.205605,-90.11684,25.34218,100.0,-99.48905,-63.24492,0.7881498,2100,[ 0.155 -0.559 -0.029  0.257 -0.461],2753.2642,152797,0.36314043,21,-49.269558,2.2781246,0.9004261
3.4915273,486.80080556869507,,-181.2619917588828,0.085944906,23.368008,-99.80718,1.7233449,4.263802,85.86,100,100.0,-97.08061,-91.088356,0.51541835,100.0,-98.87776,-82.70925,0.59010196,2200,[ 0.195 -0.453 -0.037  0.297 -0.518],2021.6017,161383,0.790475,22,-79.712036,2.3736262,0.93489563
19.183435,510.9927189350128,,-190.3907454126502,0.00016471306,4738.4424,-99.82085,75.800186,287.66266,95.51,100,100.0,-96.785645,-87.40959,6.9001527,100.0,-98.67583,-66.31996,0.683099,2300,[ 0.2   -0.479 -0.043  0.248 -0.484],2589.8118,170934,0.32712737,23,-57.650517,2.717376,0.8340299
20.048979,545.1420495510101,,-228.4038464516135,1.38283285e-05,47149.234,-99.668304,598.7106,1068.8706,134.76,100,100.0,-96.827644,-89.09364,35.71065,100.0,-99.09668,-67.4416,0.91383654,2400,[ 0.127 -0.472 -0.032  0.278 -0.585],4638.3306,184410,0.44177967,24,-56.013664,2.5567567,0.78764546
10.882941,575.8723156452179,,-188.05640908892326,0.0006142783,2540.371,-99.893524,58.08372,70.87094,92.77,100,100.0,-96.968124,-90.9988,4.632484,100.0,-98.83598,-87.09109,1.30401,2500,[ 0.148 -0.443 -0.054  0.335 -0.631],11778.292,193687,0.75844437,25,-82.18471,2.2851918,0.79072726
8.158556,598.9127330780029,,-186.13214271787172,0.004513196,3813.1323,-99.83058,63.012825,71.18724,90.49,100,100.0,-97.26171,-89.318405,5.544548,100.0,-99.11079,-73.80574,1.1194179,2600,[ 0.152 -0.424 -0.077  0.341 -0.628],6327.8857,202736,0.67228186,26,-66.55386,2.2738392,0.8158714
9.101488,626.6296374797821,,-190.62826210582665,7.344426e-05,3645.449,-99.82936,47.207016,285.40112,95.23,100,100.0,-97.16557,-90.54198,5.1432867,100.0,-99.0572,-60.30406,0.7032731,2700,[ 0.143 -0.444 -0.065  0.275 -0.603],2112.9658,212259,0.32274312,27,-51.482136,2.5052257,0.7939461
9.136032,658.6822860240936,,-229.43977066132692,5.9293643e-07,15845.895,-99.7574,189.18199,453.74667,136.19,100,100.0,-96.63486,-88.139206,10.826903,100.0,-98.91417,-79.89414,0.82915455,2800,[ 0.098 -0.472 -0.049  0.224 -0.625],3033.177,225878,0.56618166,28,-71.41887,2.5284376,0.7782811
20.280813,686.9516816139221,,-196.05678453072778,0.00014707838,2619.1135,-99.684494,54.5909,437.90524,102.93,100,100.0,-95.564316,-88.150665,7.338405,100.0,-97.512,-74.33107,1.5261016,2900,[ 0.147 -0.506 -0.069  0.194 -0.641],6813.405,236171,0.58423305,29,-64.553635,3.2530615,0.77342534
18.845898,711.4577894210815,,-168.5178036550333,0.000507583,6591.418,-99.77403,70.48611,376.03348,73.32,100,100.0,-96.88326,-89.09864,5.4915504,100.0,-98.55591,-65.84006,1.070032,3000,[ 0.195 -0.46  -0.076  0.227 -0.646],4014.1099,243503,0.48302093,30,-56.61042,2.5848722,0.8139764
10.243183,739.317887544632,,-194.2966128765117,0.0007235686,338.85007,-99.88583,9.5515585,13.804353,100.22,100,100.0,-96.23133,-88.13693,1.6758249,100.0,-98.16127,-87.1699,0.9602595,3100,[ 0.139 -0.495 -0.072  0.189 -0.605],4853.858,253525,0.8130028,31,-82.3456,2.925118,0.81295073
4.992528,767.099179983139,,-197.42716962443694,0.008293529,230.08908,-99.860596,10.208707,4.881273,102.79,100,100.0,-96.64787,-87.64096,1.0924168,100.0,-98.60787,-86.663895,0.5823758,3200,[ 0.116 -0.5   -0.077  0.247 -0.606],2349.858,263804,0.8260836,32,-82.7814,3.0063932,0.80610526
5.388546,789.0247137546539,,-179.0406649736256,0.006552999,7.516258,-99.81806,0.7309225,2.1544137,85.16,100,100.0,-95.94562,-88.21376,0.28668517,100.0,-97.71403,-92.4182,0.84801227,3300,[ 0.095 -0.505 -0.094  0.252 -0.613],3080.4297,272320,0.9438724,33,-90.169754,2.9750135,0.7953982
12.950465,810.4425704479218,,-180.73114937532029,0.00024271198,1122.4089,-99.8443,25.69245,152.72607,86.38,100,100.0,-96.32693,-88.46604,4.2392917,100.0,-98.09383,-69.987946,1.0418307,3400,[ 0.073 -0.521 -0.1    0.285 -0.624],5274.9004,280958,0.5275648,34,-61.01563,2.8999436,0.78126204
9.973478,831.3236935138702,,-161.9286483807974,0.00055521337,1452.1028,-99.760056,24.884693,176.79654,66.56,100,100.0,-97.03279,-87.06201,3.0484376,100.0,-98.59545,-65.0403,0.75220054,3500,[ 0.095 -0.51  -0.126  0.318 -0.638],2992.6328,287614,0.46647936,35,-55.012215,2.7319627,0.7941342
20.032036,852.7052161693573,,-157.07608290855885,0.0005470337,359.69116,-99.90206,9.296785,31.156086,61.82,100,100.0,-96.92366,-89.145775,1.4393687,100.0,-98.42427,-82.935555,1.4377294,3600,[ 0.137 -0.492 -0.144  0.358 -0.625],12937.193,293796,0.7512803,36,-76.420204,2.5804417,0.76221704
23.60913,870.197336435318,,-141.8647936209195,0.000563334,8514.99,-99.79531,111.99721,691.4283,46.14,100,100.0,-97.171135,-90.143234,8.086216,100.0,-98.47426,-67.91091,1.2676619,3700,[ 0.125 -0.462 -0.173  0.35  -0.657],12860.068,298410,0.46581766,37,-53.303974,2.186625,0.78353584
10.048521,891.0500733852386,,-150.14727287976925,0.009177522,258.1502,-99.809204,12.359002,13.699673,54.91,100,100.0,-96.838,-88.68503,1.4021747,100.0,-98.24428,-80.34937,0.75823444,3800,[ 0.076 -0.431 -0.136  0.262 -0.635],3997.7124,303901,0.73610604,38,-73.779564,2.3011308,0.77974665
6.976029,914.103312253952,,-163.66891786339548,0.002186051,565.02106,-99.70175,11.699001,18.182297,68.29,100,100.0,-96.97527,-88.522644,1.4514378,100.0,-98.5869,-78.93871,1.0301285,3900,[ 0.113 -0.393 -0.096  0.264 -0.639],5959.293,310730,0.7180731,39,-73.31792,2.343928,0.7695312
23.774887,935.3466796875,,-158.79639170051917,0.00023479715,805.2652,-99.72865,18.882517,91.79786,63.65,100,100.0,-96.84728,-85.90336,2.4772184,100.0,-98.386665,-73.13704,1.0728941,4000,[ 0.131 -0.405 -0.113  0.21  -0.649],6610.5903,317095,0.619024,40,-64.43286,2.9131808,0.777356
20.518717,953.4570188522339,,-143.66336058962057,0.00016128141,1129.3748,-99.93521,22.647741,206.19868,48.02,100,100.0,-97.11242,-89.14918,2.731139,100.0,-98.48372,-63.65136,1.14646,4100,[ 0.138 -0.384 -0.144  0.221 -0.642],7094.0522,321897,0.46869394,41,-53.756626,2.429566,0.7853593
6.502382,969.802659034729,,-135.9940080366222,0.000177429,386.80164,-99.784256,7.7084823,30.98895,40.43,100,100.0,-96.99805,-89.69057,0.9707,100.0,-98.22299,-77.78668,0.9194636,4200,[ 0.175 -0.383 -0.182  0.253 -0.634],5372.1685,325940,0.7385007,42,-72.6974,2.151101,0.8240339
21.166851,990.0334568023682,,-141.34374413681343,0.00020728819,2549.993,-99.78789,40.753506,473.41196,46.17,100,100.0,-96.712364,-87.57245,3.8582113,100.0,-98.03093,-71.29843,1.158085,4300,[ 0.206 -0.471 -0.193  0.331 -0.595],7970.6387,330557,0.49353832,43,-60.93779,2.696017,0.84717685
32.649883,1009.3509016036987,,-146.53239560043343,0.00021543381,2753.3096,-99.8136,32.029366,306.25568,51.22,100,100.0,-96.87255,-87.4032,2.6458337,100.0,-98.29655,-55.66817,0.7521131,4400,[ 0.137 -0.463 -0.153  0.294 -0.572],3943.127,335679,0.2881824,44,-46.637558,2.764833,0.80923265
15.681362,1032.3300919532776,,-161.9528495843489,0.0034500933,888.29785,-99.72485,17.482508,165.77957,66.88,100,100.0,-96.785576,-85.502045,2.13717,100.0,-98.341194,-58.57296,0.5893309,4500,[ 0.047 -0.452 -0.128  0.275 -0.61 ],1470.8442,342367,0.2724524,45,-50.58507,2.7319129,0.77799904
20.129642,1054.5483655929565,,-182.61633272445445,1.2904942e-05,1127.2985,-99.74347,34.56362,89.01309,88.76,100,100.0,-95.973206,-85.34502,4.8231783,100.0,-97.766785,-58.572647,0.60631025,4600,[-0.019 -0.452 -0.111  0.254 -0.641],2389.6548,351243,0.3372884,46,-47.95458,3.2235255,0.6602017
13.691566,1081.1754639148712,,-187.47221235912534,0.0014579227,272.3591,-99.83948,11.942864,13.437156,93.41,100,100.0,-96.09792,-87.275795,1.9565381,100.0,-97.924576,-82.06387,0.8084399,4700,[-0.054 -0.331 -0.102  0.23  -0.759],4172.3784,360584,0.76043344,47,-76.624,2.966236,0.65649366
10.909382,1110.1123659610748,,-197.97535396189508,1.4656569e-05,647.1543,-99.79846,15.747207,38.901676,102.55,100,100.0,-97.15901,-89.10558,2.380515,100.0,-99.11291,-79.34074,0.9074415,4800,[-0.023 -0.334 -0.083  0.268 -0.762],4356.185,370839,0.632214,48,-72.36556,2.475257,0.6294095
8.032755,1133.8963997364044,,-166.9856417516841,0.0010405818,509.75714,-99.73474,15.288145,69.68404,71.74,100,100.0,-96.90081,-88.500534,2.5445278,100.0,-98.50242,-55.58606,0.7828985,4900,[-0.007 -0.352 -0.101  0.233 -0.789],3244.8315,378013,0.36627766,49,-47.477512,2.375032,0.6239744
21.035254,1161.9577922821045,,-205.52489166458417,0.00028244502,387.047,-99.71063,21.555807,73.791626,111.12,100,100.0,-96.36447,-89.80722,5.0794306,100.0,-98.38899,-71.64188,1.359973,5000,[-0.012 -0.355 -0.072  0.216 -0.795],12528.07,389125,0.56895983,50,-63.590614,2.9029403,0.632017
16.390945,1183.0426833629608,,-178.0317411490334,9.502689e-05,641.80676,-99.87784,18.577005,109.93692,82.97,100,100.0,-96.81274,-88.4295,3.5946805,100.0,-98.53676,-61.48945,0.8229258,5100,[-0.015 -0.341 -0.095  0.236 -0.787],3646.3037,397422,0.43691602,51,-52.717083,2.7170732,0.6148103
38.491093,1203.2155120372772,,-154.56793724153914,0.00036649883,1712.3411,-99.85052,26.478819,120.71268,58.95,100,100.0,-97.11315,-87.6524,2.9446414,99.98448,-98.555084,-68.38668,1.034601,5200,[-0.003 -0.306 -0.113  0.258 -0.804],5789.9785,403317,0.4922903,52,-58.54187,2.6053014,0.6083944
12.636568,1228.2331252098083,,-183.5532787595206,0.0013022615,1075.787,-99.89331,34.13042,68.26935,88.15,100,100.0,-97.02996,-90.2201,5.4414673,100.0,-98.812904,-72.85986,0.99759996,5300,[-0.021 -0.299 -0.083  0.284 -0.811],4842.52,412132,0.5484784,53,-62.69146,2.3992975,0.61521834
6.2675276,1259.2494587898254,,-214.02456919616827,2.1186992e-05,508.82968,-99.772705,16.22702,40.99968,118.76,100,100.0,-97.112724,-90.89896,2.9057133,100.0,-99.22946,-82.33824,0.9459894,5400,[-0.01  -0.291 -0.056  0.229 -0.804],4321.8228,424008,0.7081773,54,-76.124245,2.163757,0.60577565
27.976374,1284.551794052124,,-184.49458155431887,0.0001577895,869.1574,-99.765305,28.19725,155.81992,89.76,100,100.0,-96.490456,-84.88626,5.139326,99.98773,-98.303764,-72.843254,1.0315757,5500,[-6.092e-04 -3.175e-01 -7.624e-02  2.076e-01 -8.131e-01],5574.75,432984,0.54740006,55,-62.835014,3.0546014,0.6112758
16.151188,1304.2224848270416,,-161.5231425444419,0.0001565271,1319.9114,-99.863754,28.104307,253.23648,66.5,100,100.0,-96.67359,-88.08199,4.04869,100.0,-98.227264,-69.32141,1.2006515,5600,[ 0.01  -0.276 -0.094  0.198 -0.808],6831.1377,439634,0.51204497,56,-58.93375,2.6777723,0.601756
6.2513676,1324.4465022087097,,-143.17863465957532,0.004205418,192.34904,-99.85093,4.099776,8.484901,47.08,100,100.0,-97.437965,-89.96879,0.4858142,100.0,-98.746086,-83.95369,0.6881649,5700,[ 0.037 -0.238 -0.111  0.201 -0.817],3519.1113,444342,0.78179944,57,-79.52948,2.1430397,0.60499597
29.82612,1341.500192642212,,-137.59411923020477,0.0001227793,2453.8984,-99.766106,25.494806,249.66791,41.85,100,100.0,-97.157326,-86.95793,1.9680037,100.0,-98.42962,-80.02462,1.3238093,5800,[ 0.06  -0.266 -0.129  0.162 -0.814],11391.131,448527,0.6200217,58,-69.262985,2.3926146,0.6303225
40.24433,1358.5380551815033,,-134.99453790384197,0.0002764437,4138.0977,-99.56792,70.17534,520.85425,38.87,100,100.0,-97.4679,-90.68004,5.932415,100.0,-98.732254,-54.017017,1.4750029,5900,[ 0.119 -0.229 -0.132  0.168 -0.789],10399.549,452414,0.3725802,59,-40.72483,1.8402495,0.6384902
3.0742726,1381.3354637622833,,-148.51970959805772,0.005552629,31.273712,-99.83824,1.2993084,2.3048522,53.63,100,100.0,-96.51042,-89.0898,0.25607988,99.979355,-97.96876,-88.07631,0.563232,6000,[ 0.066 -0.192 -0.083  0.113 -0.78 ],2283.9167,457777,0.8654133,60,-85.201416,2.80068,0.6594221
45.970802,1399.7283205986023,,-142.94952993867702,0.0011180504,3613.2703,-99.774704,50.26603,452.94443,47.4,100,100.0,-97.11479,-85.21457,3.8268728,100.0,-98.38734,-62.56022,0.97583264,6100,[ 0.065 -0.212 -0.1    0.1   -0.76 ],5895.381,462517,0.3244396,61,-52.416576,2.6817968,0.6528436
21.27491,1420.8729531764984,,-164.4720467306569,4.845068e-05,1015.47125,-99.781845,23.395676,75.71682,70.28,100,100.0,-96.140076,-86.49002,3.3317666,100.0,-97.71133,-57.220207,0.76275396,6200,[ 0.004 -0.201 -0.067  0.099 -0.766],4229.953,469545,0.35676676,62,-47.7262,2.9966862,0.5273284
24.228146,1442.3913946151733,,-154.3406344208908,4.1306288e-05,1442.0615,-99.65782,25.266417,155.1561,60.44,100,100.0,-95.939255,-88.94028,3.218688,100.0,-97.439835,-78.518776,1.7490749,6300,[ 0.003 -0.124 -0.055  0.053 -0.892],20331.219,475589,0.65340674,63,-67.93621,3.0853574,0.5207673
5.0931807,1458.3088710308075,,-136.33566106894148,0.00028099876,335.32068,-99.594025,3.6095312,9.689282,42.39,100,100.0,-95.762695,-81.00925,0.33955985,100.0,-96.99859,-93.557846,0.85317576,6400,[ 0.009 -0.076 -0.071  0.04  -0.898],5201.8804,479828,0.9357031,64,-90.67429,3.489086,0.52813303
9.549789,1475.332170009613,,-139.246105909616,9.5116746e-05,1687.5316,-99.654175,30.58861,174.04903,44.69,100,100.0,-96.17658,-85.92676,2.5688312,100.0,-97.44638,-59.886932,1.0807791,6500,[ 1.818e-04 -7.119e-02 -6.743e-02  7.721e-02 -8.908e-01],7999.02,484297,0.41727066,65,-50.46031,2.7606843,0.50055313
4.164441,1503.4180748462677,,-194.98406601350854,9.565061e-05,1514.6257,-99.820465,53.142296,49.480026,100.0,100,100.0,-97.01531,-88.45842,6.025741,100.0,-98.95233,-71.940346,0.75360674,6600,[-0.039 -0.052 -0.034  0.1   -0.918],4213.521,494297,0.61271226,66,-64.56531,2.2742386,0.51701707
34.109657,1526.2435111999512,,-159.19781889703745,0.003706774,1065.4442,-99.81465,21.68022,42.73751,63.38,100,100.0,-97.276634,-89.78927,1.9318912,100.0,-98.82715,-79.58616,0.9774727,6700,[-0.056 -0.054 -0.05   0.141 -0.902],7762.544,500635,0.51999146,67,-71.86439,2.1718194,0.5135979
14.60697,1572.7071557044983,,-296.36048034434634,0.00092742906,63811.96,-99.64656,1417.2014,717.0455,221.19,100,100.0,-96.903114,-92.253914,66.48134,100.0,-99.84725,-88.93984,1.1393164,6800,[-0.063 -0.058 -0.03   0.165 -0.905],4126.4043,522754,0.82028764,68,-82.89568,1.9684367,0.54559565
8.180063,1635.2855269908905,,-377.0204176395761,1.3883789e-05,3270.687,-99.37367,226.0818,592.319,331.31,100,100.0,-96.85337,-92.21038,84.56524,100.0,-100.59881,-87.65263,1.0068587,6900,[-0.093 -0.078 -0.04   0.173 -0.873],3872.4148,555885,0.7644049,69,-81.080635,1.7042803,0.5383265
11.1122265,1673.0234701633453,,-255.53522531636992,2.026296e-05,6522.2036,-99.68146,331.22214,426.7719,167.85,100,100.0,-97.098625,-89.68875,55.297733,100.0,-99.637184,-83.82969,1.1861615,7000,[-0.086 -0.077 -0.053  0.193 -0.881],9793.951,572670,0.7006715,70,-75.24382,2.201714,0.52488333
13.952657,1692.963802576065,,-146.73480961238397,0.0011862117,8062.423,-99.74117,62.569324,208.51195,50.03,100,100.0,-97.99371,-93.63044,3.521936,100.0,-99.44945,-69.72172,0.91423345,7100,[-0.096 -0.047 -0.07   0.21  -0.894],5641.3228,577673,0.48483804,71,-59.66016,1.5097774,0.53979516
37.886295,1739.443951368332,,-293.9077344357354,6.509103e-05,8434.228,-99.71599,413.74683,467.64813,217.34,100,100.0,-97.25127,-92.46365,77.93275,100.0,-100.171036,-88.52307,1.2058038,7200,[-0.092 -0.088 -0.052  0.202 -0.879],9052.367,599407,0.71689093,72,-78.379684,1.8009492,0.5349726
8.476656,1763.0439336299896,,-183.8680141433549,3.762552e-05,2827.3872,-99.63223,95.428825,102.50785,88.96,100,100.0,-97.52825,-92.72699,12.733955,100.0,-99.35485,-70.57512,0.77881026,7300,[-0.101 -0.055 -0.065  0.238 -0.884],4993.6655,608303,0.5723916,73,-60.843853,1.5828855,0.53224534
8.392808,1783.5745918750763,,-147.5368022707027,0.005685482,5019.4385,-99.674095,117.738976,92.746765,51.43,100,100.0,-97.505646,-92.00202,6.7174044,100.0,-98.96943,-69.16582,0.61540663,7400,[-0.116 -0.057 -0.085  0.181 -0.887],2903.5283,613446,0.47861043,74,-59.033783,1.6449056,0.5379013
9.058367,1822.965139389038,,-249.17451128448698,3.330519e-05,10032.785,-99.46442,545.63446,682.57056,161.95,100,100.0,-96.86252,-90.453156,82.86942,100.0,-99.33789,-84.953995,0.74709165,7500,[-0.1   -0.062 -0.053  0.162 -0.881],3898.4077,629641,0.6505314,75,-79.126564,1.9789126,0.5314753
71.12424,1874.9748349189758,,-326.4501006311593,8.0709055e-05,8668.041,-99.781555,959.53876,2480.2283,262.85,100,100.0,-97.10438,-90.75012,278.33896,100.0,-100.34743,-83.404625,2.2308977,7600,[-0.101 -0.047 -0.037  0.183 -0.888],4958.918,655926,0.6794016,76,-75.99649,1.7791518,0.5355874
50.606926,1942.6547002792358,,-386.8661079420558,1.9184401e-05,23971.604,-99.29918,714.66583,1671.9435,339.67,100,100.0,-96.77232,-92.32248,137.77057,100.0,-100.61557,-90.11752,2.0997057,7700,[-0.101 -0.044 -0.019  0.189 -0.883],5004.7593,689893,0.8152462,77,-81.76135,1.5167732,0.5219909
19.976583,2037.0688388347626,,-480.21020967233176,0.00011652635,4152.147,-98.63302,337.40826,1113.3762,486.33,100,100.0,-96.233986,-90.41274,158.80638,100.0,-101.00455,-92.14798,1.149956,7800,[-0.103 -0.073 -0.01   0.163 -0.897],3956.57,738526,0.6063351,78,-83.80614,1.9559132,0.51513773
26.459158,2127.567444562912,,-475.4440006657525,0.00036636114,5993.787,-99.15119,403.31607,748.7174,475.42,100,100.0,-96.37741,-89.98762,137.56583,100.0,-101.100624,-86.15431,1.1675882,7900,[-0.089 -0.088 -0.023  0.151 -0.904],7691.6426,786068,0.5956695,79,-74.48918,1.9416114,0.53320307
19.602146,2223.535458087921,,-486.71634783786993,5.6909275e-06,95234.266,-98.48697,4163.876,8314.072,497.69,100,100.0,-95.34062,-81.54408,1017.06104,100.0,-100.17581,-78.500336,0.73810375,8000,[-0.103 -0.088 -0.021  0.1   -0.886],1723.0343,835837,0.3954232,80,-64.843575,2.742706,0.52661103
10.549939,2286.684725522995,,-380.1949530733045,3.824049e-05,6613.973,-99.35247,552.25275,1637.9655,335.26,100,100.0,-95.48391,-89.47777,202.74551,100.0,-99.26087,-82.68067,1.1772081,8100,[-0.089 -0.054 -0.032  0.118 -0.892],5386.144,869363,0.6898186,81,-74.63116,2.4102104,0.5280013
21.294418,2319.0717220306396,,-228.2468835459109,0.009269764,85452.32,-99.76425,1702.0995,1405.0238,138.95,100,100.0,-97.084816,-90.46007,107.99644,100.0,-99.35229,-87.84071,1.3012257,8200,[-0.084 -0.039 -0.045  0.111 -0.891],5213.0054,883258,0.7707258,82,-82.36646,2.0217547,0.57148045
