Iteration,EpThisIter,EpRewMean,InitialReturnMin,InitialReturnMean,Weights,TimeElapsed,MeanD2w0t,EpisodesSoFar,MaxIW,EntropyCoefficient,MaxD2w0t,InitialBound,InitialReturnStd,StdIW,StdD2w0t,EpLenMean,Bound,MinIW,MeanIW,MinD2w0t,ReturnStepMax,TimestepsSoFar,ReturnMeanIW,EmpiricalD2,J_sample_variance,ReturnStepMaxmin,InitialReturnMax,MeanEntropy
163,100,-53.43271524251227,-72.40036,-18.660828,[-0.635 -0.343 -0.034 -0.335 -0.539],11265.630046606064,856.2768,16300,155.66713,,144311.61,-19.191643,15.760454,4.5308113,4135.397,377.75,-12.551545,2.0093772e-05,0.9538111,,100.0,5176241,-11.236808,9446.943,732.4768,99.0,3.8103614,0.8726021
164,100,-20.469090959032545,-44.17902,-12.712703,[-0.627 -0.352 -0.024 -0.322 -0.546],11415.213954925537,8156.455,16400,1399.2317,,387492.8,-12.916049,10.4480295,43.241486,25960.12,471.93,-2.7334657,2.0955638e-07,3.4237943,,100.0,5223434,-1.9294665,95866.88,9289.633,99.0,1.9133867,0.8416179
165,100,-35.86965560775824,-62.775166,-13.153598,[-0.664 -0.362 -0.027 -0.349 -0.577],11544.519063472748,6.376646,16500,18.605597,,63.47791,-13.509937,11.398884,1.084026,7.5251784,437.21,-12.074599,0.0006825207,0.8433439,,100.0,5267155,-11.649776,23.927696,72.18498,99.0,9.109422,0.841785
166,100,-23.193419714972762,-63.99129,-13.2037525,[-0.668 -0.365 -0.021 -0.342 -0.577],11691.485684156418,3230.9568,16600,451.1865,,183143.06,-13.434163,9.953789,10.535485,10203.386,481.18,-11.656943,1.1057373e-06,1.3799827,,100.0,5315273,-11.020992,36284.223,313.6098,99.0,13.576264,0.84232306
167,100,-24.36512734438577,-64.84724,-12.564552,[-0.674 -0.36  -0.01  -0.358 -0.577],11828.214901924133,7192.3394,16700,47.625202,,693950.7,-12.806602,11.701468,1.7333142,33295.176,455.8,-9.042813,1.3359792e-07,0.6356167,,100.0,5360853,-8.202677,84373.59,398.142,99.0,17.66956,0.79410833
168,100,-61.626092030158944,-66.106285,-18.039637,[-0.659 -0.393 -0.003 -0.387 -0.625],11940.617773532867,250.1892,16800,85.55203,,14436.743,-18.651846,15.234281,3.3193867,787.12854,354.61,-13.401818,0.0002918889,1.0677896,,100.0,5396314,-12.158566,2196.7532,154.78378,99.0,8.443238,0.7942322
169,100,-19.11754307756491,-64.37223,-11.4494295,[-0.662 -0.4   -0.001 -0.373 -0.625],12087.30548787117,1.1533151,16900,3.2028286,,1.6262133,-11.639349,9.494361,0.3909025,0.26630193,480.74,-11.543588,0.111150585,0.9670476,,100.0,5444388,-11.350674,1.4277081,83.499855,99.0,16.81717,0.79491884
170,100,-21.20818741343575,-40.854675,-11.596536,[-0.663 -0.401  0.001 -0.371 -0.624],12224.802122592926,1.1308961,17000,5.6002855,,1.5137632,-11.807224,8.817888,0.49730587,0.28922752,474.72,-11.575241,0.16424383,1.0495403,,100.0,5491860,-11.361384,1.4112755,70.106674,99.0,11.907921,0.7948816
171,100,-17.246855588991853,-29.188417,-12.069174,[-6.636e-01 -4.032e-01 -3.170e-04 -3.684e-01 -6.241e-01],12373.585112571716,4559996.0,17100,2001.5228,,581322750.0,-12.240507,7.2763405,37.92536,19620956.0,494.31,1.5790725,5.576152e-10,2.2167704,,100.0,5541291,8.411859,83407680.0,42788.723,99.0,7.4528866,0.79560167
172,100,-57.20820260077585,-59.714928,-14.14863,[-0.68  -0.385  0.01  -0.381 -0.623],12499.675594568253,213.78497,17200,175.76593,,11662.989,-14.716953,11.600666,7.2079325,664.4905,399.0,-10.674797,4.8448506e-05,1.3238603,,100.0,5581191,-9.65269,1857.8643,543.3925,99.0,6.517233,0.78583544
173,100,-26.428690641025774,-66.77351,-11.712228,[-0.671 -0.388 -0.001 -0.37  -0.633],12649.027606487274,4.000799,17300,95.34776,,19.267382,-11.974778,8.970738,4.635027,3.3278644,470.28,-11.416878,0.0057796547,1.5431688,,100.0,5628219,-11.12289,11.539637,83.66887,99.0,9.276431,0.782176
174,100,-17.285626868770986,-37.606895,-12.527546,[-0.67  -0.391 -0.006 -0.362 -0.637],12798.899092912674,51150.98,17400,110.42443,,7732257.0,-12.699266,8.572003,2.5454602,253860.6,490.27,-7.6576266,2.1539527e-07,0.7609736,,100.0,5677246,-6.6005197,782192.4,1195.9912,99.0,5.672618,0.7882502
175,100,-15.21039489618762,-48.82041,-11.543998,[-0.661 -0.387 -0.022 -0.344 -0.631],12952.542572498322,1.2565475,17500,5.0159183,,1.8033139,-11.695103,8.177553,0.44274744,0.21298681,495.86,-11.580794,0.1407314,0.94709796,,100.0,5726832,-11.42664,1.5897182,59.141376,99.0,3.64297,0.7878954
176,100,-16.00614354570265,-37.23316,-11.73636,[-0.661 -0.388 -0.02  -0.341 -0.631],13105.734164476395,58425.047,17600,585.6033,,28293538.0,-11.89537,7.946517,7.767936,528923.0,500.0,-6.158674,9.1296477e-07,0.9232581,1.0000043,1.0,5776832,-5.300757,1290186.1,2634.002,,13.447787,0.7890723
177,100,-19.432614366689332,-39.531097,-10.282576,[-0.632 -0.375 -0.006 -0.349 -0.63 ],13254.826589345932,1.0922025,17700,4.7971826,,1.3603382,-10.475626,8.739443,0.42245203,0.24255913,479.51,-10.335613,0.2274747,1.0346069,,100.0,5824783,-10.140407,1.2937083,68.24306,99.0,6.701274,0.7891012
178,100,-12.386625711033844,-36.871323,-11.178669,[-0.633 -0.377 -0.006 -0.347 -0.63 ],13402.022454977036,65191.445,17800,738.9159,,10414747.0,-11.301722,7.9400163,20.651596,271350.12,494.18,-6.2272234,1.8629197e-07,1.5768481,,100.0,5874201,-5.353186,980971.2,2285.4326,99.0,6.4652495,0.7822657
179,100,-40.26539817756535,-63.303513,-10.879187,[-0.638 -0.347 -0.013 -0.348 -0.637],13525.510246038437,9.76861,17900,72.239525,,134.54727,-11.279195,11.687489,2.4972372,14.35763,417.21,-9.074867,0.0008255257,1.0459098,,100.0,5915922,-8.5817585,43.72947,98.30007,99.0,21.25668,0.77104545
180,100,-21.35973730432597,-57.349792,-11.443886,[-0.656 -0.357 -0.011 -0.347 -0.648],13671.057892799377,7.17181,18000,34.96005,,44.00786,-11.656078,9.505415,2.2551296,7.1111603,477.1,-10.538837,0.0039098742,1.05868,,100.0,5963632,-10.284122,24.600702,73.25062,99.0,7.07141,0.7788478
181,100,-22.375536073730753,-51.89043,-11.958553,[-0.652 -0.341 -0.011 -0.328 -0.64 ],13814.608550548553,1266.4504,18100,327.20502,,75351.67,-12.180839,8.951919,9.733353,4222.488,477.42,-10.515841,3.324439e-05,1.4090496,,100.0,6011374,-9.982634,12017.385,205.58673,99.0,8.105851,0.78223914
182,100,-24.33998116517629,-50.477295,-12.183725,[-0.626 -0.34  -0.021 -0.329 -0.637],13954.04277062416,1399.7838,18200,89.623695,,169816.19,-12.425526,9.839502,3.6292784,7137.425,464.97,-10.031264,1.9026105e-05,0.9270308,,100.0,6057871,-9.505898,15191.901,89.96596,99.0,8.6777315,0.77275187
183,100,-20.285836725741284,-40.641586,-11.941311,[-0.612 -0.328 -0.006 -0.318 -0.646],14101.712572336197,644733.0,18300,2080.278,,188288850.0,-12.142836,9.490105,39.846893,4679912.0,471.43,0.19684696,6.248265e-08,2.9798112,,100.0,6105014,3.5500517,10739092.0,18707.238,99.0,21.108843,0.76220787
184,100,-17.048008718342434,-47.12881,-11.898151,[-0.584 -0.321  0.012 -0.306 -0.657],14245.294136762619,3095.561,18400,1338.9567,,260457.7,-12.067511,9.663996,39.45725,12356.529,475.81,-10.097778,4.0854263e-07,2.5031824,,100.0,6152595,-9.636117,34066.625,120.16777,99.0,11.576613,0.76497906
185,100,-22.087451223748616,-63.063652,-13.946985,[-0.583 -0.318 -0.003 -0.31  -0.654],14375.836268901825,10032474.0,18500,1919.266,,1969972000.0,-14.166408,11.010663,51.031094,51593070.0,455.02,34.44556,1.8673076e-09,3.6320543,,100.0,6198097,47.947712,187441710.0,386700.12,99.0,11.670887,0.7692093
186,100,-7.368152630513805,-28.091187,-11.032293,[-0.557 -0.318  0.003 -0.283 -0.65 ],14528.813554286957,1419579.5,18600,744.7514,,323872800.0,-11.10549,7.734335,20.240034,9028196.0,498.05,12.065857,6.377802e-07,1.5810734,,100.0,6247902,13.788359,27280440.0,43987.117,99.0,4.8032594,0.7884218
187,100,-18.626236527730242,-60.576187,-11.993649,[-0.552 -0.27  -0.003 -0.27  -0.63 ],14665.203907728195,132874.1,18700,488.74954,,14608473.0,-12.178688,11.694157,8.358289,597395.8,459.75,-5.708275,5.759166e-09,1.1140361,,100.0,6293877,-3.9394193,2031684.6,7263.493,99.0,14.878945,0.7212025
188,100,-6.053885850516109,-39.527348,-11.652297,[-0.535 -0.256 -0.017 -0.247 -0.698],14833.648441791534,108673.46,18800,259.20868,,34524628.0,-11.712438,8.355729,5.642329,808850.44,491.29,-9.308211,9.65243e-08,1.1407992,,100.0,6343006,-8.774755,1574060.5,1045.1854,99.0,6.334178,0.71707267
189,100,-9.199000948702016,-30.581734,-13.279589,[-0.53  -0.255 -0.007 -0.229 -0.702],15006.789400100708,1283.3141,18900,23.52597,,76829.56,-13.370975,8.213589,1.1383865,4439.7,500.0,-12.50259,8.635653e-07,0.59593374,1.0000027,1.0,6393006,-12.312478,12597.571,99.5515,,5.3246684,0.7180417
190,100,-5.512016431281236,-41.460648,-9.49602,[-0.524 -0.247  0.003 -0.24  -0.701],15172.139097690582,4076.027,19000,115.29029,,331009.62,-9.550777,8.954849,3.371088,15876.05,491.3,-8.322061,7.726328e-06,0.88254815,,100.0,6442136,-8.174705,51250.01,220.28502,99.0,21.555674,0.7175047
191,100,-3.3492384790152907,-63.802654,-11.172846,[-0.517 -0.241 -0.013 -0.234 -0.701],15341.072929620743,150770.64,19100,3000.1519,,23536162.0,-11.206118,10.423846,47.32531,910777.5,484.23,-8.615706,9.4864305e-08,3.2797687,,100.0,6490559,-8.322064,2526318.2,602.0878,99.0,6.2338867,0.7155522
192,100,-1.8748410124658859,-42.158054,-12.219662,[-0.507 -0.237  0.006 -0.228 -0.703],15510.656988859177,719792.44,19200,280.17172,,1031360500.0,-12.238286,9.474996,8.224676,14121167.0,493.53,-6.276974,1.2251832e-08,1.2043566,,100.0,6539912,-6.031314,18822994.0,2057.3748,99.0,12.350338,0.6855024
193,100,-21.242170446485623,-50.689957,-12.860851,[-0.483 -0.233  0.022 -0.239 -0.733],15667.181606054306,28851.56,19300,286.49377,,11235132.0,-13.071877,12.290008,7.096512,287196.66,442.09,-8.664927,3.4378075e-07,1.2062341,,100.0,6584121,-7.648493,413436.28,1029.8171,99.0,9.340628,0.68560165
194,100,-1.2222441983309857,-41.643814,-11.998699,[-0.493 -0.234  0.01  -0.223 -0.733],15841.002986192703,1240348.1,19400,139.10211,,190821820.0,-12.01084,9.241084,3.7993972,6298297.5,500.0,-6.866405,2.6732353e-08,0.743778,1.0000191,1.0,6634121,-6.5787053,21434460.0,660.27795,,9.507828,0.68262833
195,100,-37.21603762915672,-63.128056,-14.109101,[-0.483 -0.227  0.005 -0.242 -0.736],15977.974972009659,15154.604,19500,3212.3853,,4451200.5,-14.478816,13.051602,78.66022,96491.4,398.87,-6.7379494,2.0908686e-07,4.3370333,,100.0,6674008,-4.9829407,223361.64,4199.1064,99.0,5.5673265,0.68754655
196,100,-1.5289760389246112,-50.66571,-9.582368,[-0.488 -0.252 -0.004 -0.245 -0.731],16147.798958301544,17.719133,19600,93.2203,,253.05443,-9.597558,10.084816,3.331271,24.808012,485.95,-9.157822,0.0001690171,1.0352402,,100.0,6722603,-9.138568,84.63132,198.41347,99.0,24.055202,0.67949986
197,100,-19.118081436739043,-64.434715,-12.790677,[-0.494 -0.254  0.003 -0.255 -0.739],16310.396538257599,3169.3953,19700,106.40236,,134117.28,-12.980601,12.041431,2.8749037,9042.806,445.0,-9.920085,4.8221923e-06,0.6992186,,100.0,6767103,-9.296979,32817.234,531.7933,99.0,9.045762,0.67820865
198,100,-2.8318045345297724,-43.195427,-10.35781,[-4.725e-01 -2.423e-01  7.383e-04 -2.310e-01 -7.408e-01],16477.914760112762,327424.9,19800,64.99211,,47689400.0,-10.385942,9.498724,2.8376758,1823229.5,479.37,-5.9938517,5.2252203e-09,0.77782744,,100.0,6815040,-5.6121593,5486022.5,1646.5022,99.0,8.810501,0.6802339
199,100,-32.32890815045789,-63.265965,-14.747132,[-0.487 -0.233 -0.006 -0.246 -0.739],16617.908438920975,517.6437,19900,43.755074,,96476.3,-15.068297,14.255516,2.0729425,2734.9294,402.94,-10.217924,1.0084645e-05,0.6800533,,100.0,6855334,-9.598738,5320.714,119.61698,99.0,6.644066,0.67987865
200,100,-28.460736542549014,-49.037823,-12.584352,[-0.492 -0.234  0.007 -0.243 -0.739],16765.124650239944,2220.8787,20000,1595.8254,,110286.09,-12.867089,12.806058,39.42543,7857.32,428.89,-8.648941,1.2190504e-06,3.3110838,,100.0,6898223,-7.8983283,24719.592,576.79224,99.0,11.785751,0.67579585
201,100,-5.384424115702614,-38.8913,-10.471108,[-0.491 -0.249 -0.001 -0.237 -0.743],16937.01116013527,44666.1,20100,135.1807,,9233187.0,-10.5246,8.971501,3.6627324,287120.9,490.53,-7.696437,6.3275024e-08,0.8960174,,100.0,6947276,-7.3799453,643627.5,549.9291,99.0,6.6990905,0.67918724
202,100,3.0969069219035656,-34.29554,-10.025804,[-0.481 -0.234 -0.017 -0.221 -0.74 ],17108.84039402008,17413.523,20200,131.87556,,21366862.0,-10.056569,8.3836355,3.851785,409675.94,496.24,-8.009956,2.7607837e-07,1.0059721,,100.0,6996900,-7.914647,296771.75,166.28134,99.0,9.1509,0.67657685
203,100,-3.8990380986597954,-46.64251,-10.878096,[-0.455 -0.24  -0.002 -0.232 -0.742],17274.21396279335,4240.914,20300,55.574238,,235812.08,-10.91683,10.240567,1.9955947,14509.352,470.91,-8.389389,8.5603915e-08,0.64604837,,100.0,7043991,-8.267493,48676.727,478.3156,99.0,9.647517,0.68287206
204,100,-0.7980158481388435,-45.638084,-12.406951,[-0.436 -0.226 -0.013 -0.214 -0.736],17445.42589855194,17947004.0,20400,231.91382,,7692265000.0,-12.414878,9.92491,6.3776193,163967400.0,483.47,-6.6358466,2.8315197e-11,0.9116615,,100.0,7092338,-6.0419955,333050400.0,1000.55634,99.0,8.0971775,0.6870665
205,100,-51.81602459458535,-60.86688,-16.478748,[-0.437 -0.219 -0.028 -0.226 -0.732],17562.486372232437,112.33784,20500,53.48262,,10364.506,-16.993505,18.681902,2.3511152,430.47443,326.54,-10.098389,3.420707e-05,0.84143233,,100.0,7124992,-9.183639,932.85236,252.27124,99.0,15.037932,0.6872411
206,100,-16.089123677869956,-66.79615,-13.138752,[-0.439 -0.225 -0.022 -0.216 -0.732],17713.558021068573,241277.38,20600,303.7021,,37543736.0,-13.298586,12.732951,9.941422,1273385.1,444.99,-4.8977003,2.9947326e-08,1.1277877,,100.0,7169491,-2.8134868,4016023.8,11545.641,99.0,8.253165,0.6904867
207,100,1.8330107856929112,-33.24713,-11.220167,[-0.445 -0.246 -0.011 -0.213 -0.728],17885.251670122147,2317.6816,20700,65.46238,,183819.19,-11.238376,8.073692,1.8649845,9198.696,497.28,-8.301376,1.1915388e-05,0.6502629,,100.0,7219219,-8.25537,24656.703,120.015015,99.0,16.10928,0.6737801
208,100,-7.311027833982042,-60.271,-12.344935,[-0.414 -0.241 -0.007 -0.227 -0.745],18037.228971004486,5493.7573,20800,145.55147,,377935.12,-12.417565,12.825816,2.82404,18861.615,447.11,-10.87483,1.6274317e-06,0.7949647,,100.0,7263930,-10.633446,64454.92,330.1171,99.0,9.927171,0.6955851
209,100,-13.417541783722788,-59.38294,-11.386598,[-0.433 -0.241  0.005 -0.235 -0.723],18198.01139140129,2442.364,20900,23.587704,,556496.4,-11.519892,11.102847,1.2298166,14715.742,450.38,-9.40942,7.0778856e-07,0.6565903,,100.0,7308968,-9.085945,30697.766,146.15704,99.0,8.400956,0.6941514
210,100,-15.987674127884663,-43.131004,-10.130717,[-0.436 -0.234  0.02  -0.231 -0.725],18352.27923798561,114.73957,21000,118.21131,,7025.4336,-10.289542,9.726812,3.9364512,357.4419,453.95,-8.577157,5.2939937e-05,1.0980048,,100.0,7354363,-8.335475,869.05756,116.935715,99.0,12.865862,0.6943331
211,100,-34.86900863548399,-68.32742,-12.8906555,[-0.421 -0.252  0.014 -0.248 -0.725],18492.644626140594,94.4971,21100,52.753143,,4649.1333,-13.237055,13.852873,2.219227,296.43243,404.92,-10.263361,0.00021946865,0.8299756,,100.0,7394855,-9.736947,803.96826,119.559814,99.0,13.865669,0.6931019
212,100,-18.267090304830173,-57.557625,-12.470611,[-0.423 -0.258  0.004 -0.24  -0.726],18640.352320432663,35882.285,21200,4329.9116,,4136111.8,-12.652081,11.402324,117.305084,208185.6,440.58,-8.634145,1.294676e-08,5.8376327,,100.0,7438913,-7.538024,451660.38,1380.8907,99.0,9.176423,0.6898943
213,100,-25.390508876583805,-62.42981,-14.228181,[-0.439 -0.231  0.015 -0.233 -0.729],18785.69891023636,13.230263,21300,44.338356,,274.2047,-14.480418,13.9185505,1.4339863,22.5096,418.54,-11.30571,0.0004316248,0.8922628,,100.0,7480767,-11.000567,65.84395,92.81004,99.0,12.578119,0.68285125
214,100,-8.579037279719307,-42.790924,-11.008742,[-0.457 -0.239  0.011 -0.228 -0.736],18946.841294527054,362415520.0,21400,11459.09,,294383100000.0,-11.093969,10.304825,203.6309,4444628500.0,471.21,101.07169,3.2200687e-12,8.956612,,100.0,7527888,126.738075,9575385000.0,1777976.8,99.0,7.7613688,0.6753495
215,100,-2.838753903837892,-33.48499,-11.02651,[-0.426 -0.255 -0.005 -0.229 -0.744],19116.67133498192,5745453.5,21500,192.2259,,1203992300.0,-11.054711,8.553991,5.030759,29974042.0,484.36,-5.2469053,4.2485517e-09,0.680726,,100.0,7576324,-3.9565563,113730150.0,3507.3286,99.0,16.85652,0.673831
216,100,-73.69723358321511,-62.294327,-18.80843,[-0.422 -0.24  -0.009 -0.245 -0.745],19227.893836259842,22472.102,21600,1520.0587,,5431525.0,-19.54056,15.74798,46.767212,172087.61,303.91,5.7649903,5.395958e-07,3.7626312,,100.0,7606715,11.51804,342207.97,58595.305,99.0,8.496518,0.66575634
217,100,-31.29476786853629,-60.81146,-15.298748,[-0.422 -0.247 -0.021 -0.231 -0.753],19364.6927857399,460.76672,21700,95.52815,,22666.549,-15.609637,15.429522,2.0305812,1479.7903,386.39,-10.347323,6.678221e-07,0.705102,,100.0,7645354,-9.726292,4287.0605,175.17223,99.0,7.0208597,0.66405964
218,100,-0.8670128029085941,-46.382507,-10.965595,[-0.43  -0.255 -0.027 -0.219 -0.755],19531.579594135284,17725068.0,21800,45.596844,,4952641500.0,-10.974211,9.939187,2.68313,132917010.0,483.6,-3.3235195,3.6378904e-09,0.69316375,,100.0,7693714,-2.71432,358535700.0,1751.6968,99.0,9.518391,0.6799439
219,100,-0.3210400279654294,-38.756794,-11.6376095,[-0.445 -0.274 -0.012 -0.243 -0.739],19703.396699905396,397523.94,21900,249.54114,,211044510.0,-11.640799,8.89934,3.5418398,4019975.8,489.35,-9.568913,5.6758838e-09,0.6701006,,100.0,7742649,-9.526131,6899984.0,135.7223,99.0,7.6643977,0.682629
220,100,-35.60555280135778,-45.598747,-14.1230345,[-0.442 -0.275 -0.026 -0.255 -0.736],19837.746553897858,1307.7551,22000,140.34882,,185432.19,-14.47675,11.926664,3.790297,7228.0835,382.3,-9.447483,2.9569399e-06,1.0433043,,100.0,7780879,-8.576616,11836.205,265.1091,99.0,10.647883,0.6891861
221,100,-15.862248177569743,-65.304535,-12.447535,[-0.465 -0.253 -0.021 -0.239 -0.73 ],19974.161279916763,48.79538,22100,117.33877,,871.3119,-12.605114,13.317586,4.2911882,86.72357,442.78,-9.711964,0.0003214096,1.2139559,,100.0,7825157,-9.487193,303.16953,141.79955,99.0,10.671999,0.6818616
222,100,-6.575703957913208,-57.876682,-11.531683,[-0.489 -0.26  -0.014 -0.245 -0.737],20136.726638317108,4027.5708,22200,397.0979,,607649.3,-11.597008,12.548591,11.454652,19762.11,470.11,-9.554598,1.4396056e-06,1.365399,,100.0,7872168,-9.355901,43678.195,272.12283,99.0,29.518028,0.68195206
223,100,3.463329117905138,-41.48766,-9.762219,[-0.492 -0.263 -0.003 -0.236 -0.737],20315.294678926468,81156.016,22300,100.948906,,3532429.8,-9.796625,8.558931,2.8837252,251019.42,500.0,-7.6664643,4.818278e-07,0.6806935,1.0000248,1.0,7922168,-7.395217,1158507.0,300.3399,,7.347514,0.68511677
224,100,-17.709031351553943,-43.523815,-12.196469,[-0.487 -0.252 -0.004 -0.251 -0.734],20470.0904610157,2074.6394,22400,47.690636,,195441.77,-12.372396,10.473326,2.4533176,8872.618,451.35,-10.387458,1.7801314e-05,0.9431309,,100.0,7967303,-9.963747,23963.207,244.63954,99.0,7.278509,0.68377286
225,100,-8.090079790376903,-54.505512,-10.718267,[-0.483 -0.253 -0.019 -0.245 -0.735],20630.935621023178,176846.9,22500,6495.3325,,129183500.0,-10.7986355,11.224156,154.50534,2478918.8,463.71,1.1850569,3.214879e-07,8.014291,,100.0,8013674,1.9563509,3150189.5,8578.3125,99.0,7.2861333,0.68386203
226,100,-3.2544170386242603,-69.035965,-11.34864,[-0.496 -0.25  -0.005 -0.236 -0.735],20800.07758951187,923918.3,22600,605.0728,,202278960.0,-11.38097,10.924687,14.299744,5403688.5,488.1,-7.461312,1.6492547e-09,1.7476281,,100.0,8062484,-6.8277903,17843104.0,2339.6602,99.0,7.726134,0.65795445
227,100,-11.320762666609808,-32.429638,-14.256091,[-0.516 -0.272 -0.01  -0.228 -0.761],20973.200248241425,66966.305,22700,25.691,,8031332.0,-14.368555,7.7014346,1.5453354,285682.8,500.0,-10.757139,2.3708274e-08,0.5106866,1.0002338,1.0,8112484,-10.004293,1010978.8,365.0432,,4.312779,0.64721316
228,100,-4.299172184577844,-34.366707,-11.54018,[-0.525 -0.261 -0.001 -0.241 -0.772],21146.84873008728,111.54718,22800,47.309444,,2794.2258,-11.58289,8.261544,2.262259,238.13785,499.47,-10.320866,8.586954e-05,0.9012018,,100.0,8162431,-10.257518,782.7003,120.18299,99.0,2.6378105,0.6452636
229,100,-8.381351412331966,-39.466,-10.807417,[-0.522 -0.254 -0.011 -0.243 -0.774],21317.490559577942,9963511.0,22900,820.429,,5066967000.0,-10.890679,8.80743,11.427896,103226080.0,494.84,3.0684853,1.3754227e-09,1.1146992,,100.0,8211915,7.5591445,212469470.0,32522.232,99.0,5.584528,0.6259765
230,100,1.525889239031099,-30.124907,-8.590943,[-0.484 -0.287 -0.015 -0.26  -0.793],21488.16287302971,9896110.0,23000,1558.011,,4435126300.0,-8.606101,8.592032,23.657785,80355464.0,492.21,-3.1224692,1.1039702e-08,2.0638366,,100.0,8261136,-2.2929149,235728100.0,3609.494,99.0,15.738574,0.6367661
231,100,-2.9882940224665315,-61.50655,-12.593833,[-0.492 -0.33  -0.007 -0.296 -0.782],21653.85274195671,6585.632,23100,110.67973,,1282750.4,-12.62352,13.019473,3.63797,36139.844,476.64,-10.657796,1.9942486e-06,0.8459007,,100.0,8308800,-10.567642,93650.5,199.88124,99.0,16.697557,0.63892794
232,100,-6.311413137562307,-43.16719,-11.333274,[-0.494 -0.325 -0.019 -0.279 -0.78 ],21820.962032079697,301830.25,23200,319.72882,,86276970.0,-11.395973,9.282708,9.362536,1935939.6,485.69,-6.977116,1.0539423e-08,1.1589477,,100.0,8357369,-6.220275,5230193.5,1184.3517,99.0,10.236975,0.6350691
233,100,-47.692606091066644,-70.547066,-17.096556,[-0.515 -0.318 -0.032 -0.291 -0.784],21953.747261047363,29.828035,23300,41.927856,,1083.8948,-17.570349,16.890213,2.729358,78.6356,372.37,-11.933871,0.00017650786,1.0456388,,100.0,8394606,-11.263267,175.36237,149.16362,99.0,10.4814,0.63478065
234,100,-15.640205269759017,-67.831635,-12.480142,[-0.517 -0.322 -0.025 -0.284 -0.784],22119.04416704178,57737.15,23400,235.41513,,7281219.5,-12.635513,9.105721,8.546237,302170.16,477.53,-10.387168,1.7444647e-06,1.2887738,,100.0,8442359,-9.444406,908368.4,235.01662,99.0,7.48733,0.63279766
235,100,-4.439663461252062,-34.61202,-10.69897,[-0.518 -0.323 -0.008 -0.287 -0.786],22291.540937423706,215610.48,23500,66.132126,,40567524.0,-10.743074,9.1165695,2.6046398,1679796.5,493.12,-8.891184,1.2998412e-06,0.61169225,,100.0,8491671,-8.391035,3006891.2,213.18388,99.0,17.461012,0.6232419
236,100,-32.65008514445764,-58.810356,-13.217445,[-0.514 -0.327 -0.023 -0.296 -0.796],22441.121767282486,799927.7,23600,2156.1917,,173421120.0,-13.541803,12.826652,50.106613,5891610.0,426.4,6.428926,3.380524e-08,4.120796,,100.0,8534311,12.710428,15264886.0,45657.27,99.0,4.8815517,0.63665986
237,100,-1.162441644449704,-38.740772,-9.551281,[-0.514 -0.348 -0.006 -0.307 -0.782],22607.91901731491,10194665.0,23700,2740.5085,,7987286500.0,-9.562827,8.626275,57.30429,128328744.0,492.38,2.500589,2.6677074e-09,4.2080183,,100.0,8583549,3.1110833,232669970.0,10420.277,99.0,12.653725,0.6389004
238,100,-18.320770205784402,-50.003033,-11.698884,[-0.467 -0.319  0.006 -0.289 -0.78 ],22760.838760614395,44866.855,23800,389.2185,,10200109.0,-11.880888,10.352522,6.065163,291620.06,451.08,-7.534324,3.0087955e-07,1.0069859,,100.0,8628657,-6.4184685,656996.06,1514.5281,99.0,8.208112,0.62573266
239,100,-18.540424574464886,-70.39815,-10.561559,[-0.46  -0.301  0.021 -0.278 -0.793],22913.361793518066,1939.5579,23900,423.87677,,204137.12,-10.745745,9.976389,11.3030205,7672.6147,453.57,-8.576287,5.3236214e-05,1.4543825,,100.0,8674014,-8.129191,22494.615,302.69275,99.0,9.85311,0.62548506
240,100,-4.232060473709648,-33.76544,-10.686743,[-0.458 -0.304  0.009 -0.267 -0.793],23078.890572309494,378493.34,24000,39.855305,,68747560.0,-10.7287855,8.370416,1.5829827,1837087.9,487.15,-7.3426995,6.992668e-08,0.4999722,,100.0,8722729,-6.6876554,5831830.0,608.0573,99.0,10.274543,0.6210333
241,100,-25.402084997651396,-58.38102,-11.061542,[-0.442 -0.28  -0.002 -0.265 -0.798],23219.095799922943,8498.664,24100,289.4395,,556523.94,-11.313893,12.739969,8.550141,31784.84,416.97,-7.048384,1.7404002e-06,1.3796012,,100.0,8764426,-5.9727497,110546.66,878.37146,99.0,12.138986,0.62933415
242,100,-3.590923006616665,-39.710793,-11.10657,[-0.457 -0.299  0.006 -0.266 -0.79 ],23387.30085992813,1283.1122,24200,126.02053,,45010.29,-11.142242,8.746459,3.4375544,3477.8967,482.18,-9.799219,1.9166653e-06,0.7460932,,100.0,8812644,-9.7178335,13251.206,166.65071,99.0,8.549926,0.6184051
243,100,-5.649805537410446,-62.308514,-13.146074,[-0.443 -0.288 -0.006 -0.257 -0.801],23550.48523736,28.526003,24300,75.99141,,380.41626,-13.202201,11.903973,3.0406961,44.923042,465.59,-11.516316,0.00020722534,1.2901695,,100.0,8859203,-11.442775,154.3106,146.01418,99.0,5.0288906,0.61272794
244,100,-3.1021889689104456,-62.894188,-11.127986,[-0.467 -0.306 -0.007 -0.265 -0.806],23714.5190448761,46890.055,24400,84.94319,,6601670.0,-11.158804,11.494835,2.1661396,242038.14,484.05,-8.993482,1.0201787e-07,0.5346107,,100.0,8907608,-8.818446,727846.5,192.29134,99.0,13.732594,0.6110677
