MeanIW,TimeElapsed,EmpiricalD2,Bound,MinIW,EntropyCoefficient,MaxIW,InitialReturnStd,Iteration,StdIW,TimestepsSoFar,MeanEntropy,EpThisIter,Weights,InitialReturnMax,ReturnStepMaxmin,ReturnMeanIW,ReturnStepMax,InitialReturnMin,EpisodesSoFar,J_sample_variance,StdD2w0t,MinD2w0t,InitialBound,MaxD2w0t,EpRewMean,MeanD2w0t,InitialReturnMean,EpLenMean
1.0730687,120.08678483963013,1.2112877,232.99738,0.23218578,10.0,2.720928,1.3502201,20,0.44765016,41357,1.1306435,100,[ 0.759  0.426  0.318  0.533 -0.276],3.8920212,88.710915,488.83984,100.0,-3.1302185,2000,32977.96,0.21136896,,216.53877,1.3405963,-114.47338110680057,0.04359677,2.5177003e-06,20.49
1.0185246,125.69676518440247,1.0267655,171.21828,0.6580883,10.0,1.920685,1.4155604,21,0.20037615,43575,1.1485038,100,[ 0.759  0.404  0.32   0.54  -0.288],4.579132,89.49185,432.8182,100.0,-3.3963623,2100,5604.1924,0.2088052,,167.2656,1.049672,-116.53536192690225,0.04498698,7.476807e-06,22.18
1.1580282,131.3487160205841,1.4749932,223.03943,0.16197084,10.0,5.0729675,1.3811111,22,0.75765264,45792,1.1747408,100,[ 0.761  0.398  0.32   0.531 -0.27 ],3.4822845,89.47566,486.06625,100.0,-3.4919739,2200,82374.62,0.24181996,,185.43839,3.4654193,-116.07556874706768,0.051309593,2.822876e-06,22.17
1.0202227,137.69745182991028,1.0586805,178.68796,0.3382029,10.0,1.7041011,1.3181578,23,0.25498158,47920,1.175726,100,[ 0.782  0.408  0.342  0.569 -0.244],5.6522064,89.01425,452.3016,100.0,-2.824936,2300,10431.115,0.2070947,,175.36987,1.1747386,-115.58070586250027,0.04365117,-3.890991e-06,21.28
1.056578,143.6394202709198,1.2853311,201.40915,0.19876666,10.0,4.013443,1.4229585,24,0.6392002,50068,1.1745459,100,[ 0.783  0.398  0.342  0.58  -0.243],4.8296127,89.21411,461.12015,100.0,-3.4207993,2400,58807.816,0.21650192,,190.47864,1.7623115,-115.84044882313958,0.04568998,,21.48
1.0267867,149.22079396247864,1.0791646,180.21422,0.29757667,10.0,2.5051756,1.2752712,25,0.30860537,52214,1.1730697,100,[ 0.749  0.386  0.334  0.559 -0.245],4.4541626,89.17542,451.84082,100.0,-3.3906097,2500,14894.141,0.2091198,,174.45297,1.2468665,-115.88541023693853,0.04426268,-7.6293944e-08,21.46
1.0169376,155.11189031600952,1.0249953,229.07773,0.6518668,10.0,1.5534889,1.2895927,26,0.1486351,54221,1.1845036,100,[ 0.742  0.375  0.332  0.536 -0.246],4.3142395,88.587845,478.14835,100.0,-3.6001358,2600,4220.8076,0.19966227,,224.75331,1.0654953,-114.50145870056765,0.0408233,1.9836425e-06,20.07
1.0619382,161.4319145679474,1.1206832,218.01842,0.2265839,10.0,2.2332032,1.3559155,27,0.34798285,56316,1.1542836,100,[ 0.746  0.373  0.335  0.524 -0.235],4.444008,89.001816,476.2667,100.0,-3.3444824,2700,19950.377,0.2107754,,202.82047,1.2632751,-115.20588511399599,0.044038467,-3.5858154e-06,20.95
1.0845406,167.0885820388794,1.1375695,188.19066,0.35826737,10.0,3.1390944,1.3224933,28,0.45495278,58382,1.1579269,100,[ 0.767  0.378  0.336  0.544 -0.265],2.8631744,88.88371,491.77545,100.0,-2.997406,2800,36503.953,0.21812952,,171.31017,1.4408648,-114.83127590533446,0.045110937,1.0681152e-06,20.66
1.0265411,172.94878602027893,1.0541915,208.18517,0.33882588,10.0,1.828696,1.5087852,29,0.24441959,60485,1.1640636,100,[ 0.758  0.387  0.336  0.515 -0.261],4.3316956,89.03096,459.3178,100.0,-3.5799026,2900,9787.601,0.2054782,,201.08986,1.1714501,-115.33939646914922,0.043042358,-1.2969971e-06,21.03
1.1232368,178.70394778251648,1.3086243,214.05219,0.23755865,10.0,6.0854506,1.5067146,30,0.68230236,62582,1.1913903,100,[ 0.788  0.379  0.347  0.528 -0.255],4.6349716,88.755264,504.44006,100.0,-3.655655,3000,82734.836,0.2372248,,187.13142,2.1345885,-115.09290669695139,0.049102314,6.1798096e-06,20.97
1.249734,184.81752061843872,1.5765755,238.26729,0.1845046,10.0,6.6975703,1.6179897,31,1.1531473,64653,1.2077956,100,[ 0.81   0.378  0.356  0.496 -0.228],4.47892,88.87652,558.4341,100.0,-3.6948013,3100,224634.95,0.26473328,,192.74594,3.1710954,-114.76935607681862,0.053689092,-3.1280517e-06,20.71
1.4691021,190.54496812820435,2.8928483,324.09668,0.01828473,10.0,25.083277,1.4910719,32,2.7712448,66656,1.1989645,100,[ 0.8    0.397  0.343  0.446 -0.211],4.1591263,88.41415,656.7247,100.0,-3.7169495,3200,1137380.0,0.39848754,,234.87291,17.161812,-113.91591964416828,0.06537673,2.3651123e-06,20.03
1.0667571,196.41805005073547,1.1167526,224.30469,0.4688647,10.0,3.1141393,1.4888601,33,0.39172786,68783,1.211148,100,[ 0.776  0.371  0.373  0.514 -0.22 ],3.962654,89.095375,468.43115,100.0,-3.742813,3300,24288.691,0.21742894,,208.7355,1.2393329,-114.91968949801986,0.04576518,-3.4332274e-06,21.27
1.0689149,201.61526465415955,1.1584463,231.63187,0.50708014,10.0,3.3053086,1.4136171,34,0.41797644,70847,1.248099,100,[ 0.754  0.379  0.356  0.524 -0.208],4.163124,88.79223,484.776,100.0,-3.6528091,3400,28853.908,0.21095905,,214.836,1.2613004,-114.85244167000182,0.043723818,-6.1035155e-07,20.64
1.1846554,207.02928161621094,1.6448045,274.77084,0.07182289,10.0,8.036215,1.6040907,35,1.034195,72801,1.2663972,100,[ 0.763  0.392  0.361  0.532 -0.171],4.5716324,88.23198,566.19727,100.0,-3.773056,3500,208273.5,0.25197908,,231.4314,4.874198,-113.53155455480957,0.04883198,5.4931643e-06,19.54
1.1201243,213.02876734733582,1.2874979,230.37686,0.15318386,10.0,4.5965486,1.5869379,36,0.6344081,74905,1.216995,100,[ 0.718  0.39   0.333  0.472 -0.153],6.0013733,88.79514,500.82785,100.0,-3.8029022,3600,64187.484,0.2299638,,204.1123,2.2838745,-115.0287143799327,0.04786499,-1.2969971e-06,21.04
1.2471869,218.7633979320526,2.063635,222.19386,0.102737725,10.0,16.6619,1.6013529,37,1.5587431,77057,1.2528666,100,[ 0.747  0.396  0.319  0.438 -0.202],3.6839142,89.17679,537.33325,100.0,-3.7274857,3700,374306.2,0.2720324,,175.01215,4.792742,-115.3212138128499,0.055105772,9.918213e-07,21.52
1.1508392,224.30142736434937,1.6518866,227.77289,0.077522464,10.0,4.4934483,1.6122388,38,0.9136882,79164,1.2106866,100,[ 0.784  0.413  0.348  0.485 -0.166],4.958206,89.00958,508.9859,100.0,-3.7249832,3800,131311.47,0.24415904,,199.84709,2.2330287,-115.03327148171905,0.05039588,-6.027222e-06,21.07
1.0786353,229.9907989501953,1.1433934,195.65692,0.37755075,10.0,3.6848426,1.6266022,39,0.44312492,81263,1.2177732,100,[ 0.76   0.393  0.323  0.467 -0.208],5.6175003,88.86185,476.3079,100.0,-3.7385178,3900,27918.646,0.2117621,,181.0188,1.4985378,-114.48168104595412,0.044240918,-9.155273e-07,20.99
1.6425918,235.4053554534912,2.2714148,341.8206,0.026451202,10.0,33.257565,1.5950881,40,3.4938388,83274,1.1639973,100,[ 0.75   0.375  0.33   0.447 -0.201],4.727463,88.23489,749.6595,100.0,-3.530365,4000,2273734.2,0.41109553,,210.44547,5.7684593,-114.1554673635699,0.07298204,-3.0517579e-06,20.11
1.0237507,241.45129370689392,1.0550402,227.35298,0.5393605,10.0,1.8208833,1.2126166,41,0.21267346,85289,1.1623158,100,[ 0.632  0.438  0.291  0.51  -0.255],3.2471237,88.64021,479.30475,100.0,-3.423233,4100,8087.2397,0.20100163,,220.58012,1.2002946,-114.44989403008854,0.04117353,6.1035155e-07,20.15
1.0223534,247.2325632572174,1.0508904,202.58128,0.3892984,10.0,1.8052986,1.6054561,42,0.24461773,87380,1.1454421,100,[ 0.623  0.435  0.282  0.492 -0.257],4.951515,88.73332,459.91107,100.0,-3.4968338,4200,9719.221,0.2044276,,198.31715,1.1281946,-115.07175619541553,0.042698856,3.0517577e-07,20.91
1.0373148,252.64327931404114,1.0377874,207.66772,0.6070968,10.0,1.8975827,1.1665336,43,0.18799908,89370,1.1201844,100,[ 0.625  0.443  0.277  0.484 -0.274],3.101738,88.53964,490.63577,100.0,-2.6628418,4300,6416.6924,0.19954236,,197.63887,1.1157887,-114.03057961012627,0.040620722,-6.1035157e-06,19.9
1.0850848,257.89893531799316,1.0893701,251.8778,0.3097151,10.0,3.9666922,1.3157475,44,0.379701,91395,1.1203492,100,[ 0.621  0.439  0.278  0.474 -0.299],3.5366669,88.59747,501.8942,100.0,-2.6587753,4400,22488.924,0.2098521,,230.38052,1.671102,-114.49441680584336,0.043003164,-3.2043456e-06,20.25
1.0470264,263.71802282333374,1.0920352,253.08,0.3738768,10.0,2.0719552,1.4075513,45,0.32777235,93383,1.1023076,100,[ 0.593  0.444  0.293  0.471 -0.298],3.488182,88.377716,494.31683,100.0,-3.1300735,4500,19758.965,0.20354821,,239.80641,1.2125535,-113.83022705113231,0.04139317,2.4414062e-06,19.88
1.0402846,269.4915773868561,1.1191392,217.64064,0.3322442,10.0,2.9277802,1.2814908,46,0.36049968,95401,1.1057442,100,[ 0.626  0.442  0.293  0.487 -0.317],3.4740448,88.491035,484.59186,100.0,-3.2223892,4600,21951.268,0.2040396,,208.89719,1.2277685,-114.52801636786613,0.041809496,-5.340576e-06,20.18
1.1002506,274.8901972770691,1.2884076,203.48148,0.16184106,10.0,4.6497436,1.3763686,47,0.6478085,97512,1.0956997,100,[ 0.624  0.458  0.298  0.488 -0.313],4.3646317,88.94035,487.58524,100.0,-3.6429672,4700,68653.52,0.22597961,,184.8863,2.0833273,-115.24152667229718,0.047132198,-1.9836425e-06,21.11
1.0273355,280.74973607063293,1.0637323,211.568,0.33861896,10.0,1.9538289,1.4085312,48,0.26089302,99524,1.1018517,100,[ 0.619  0.484  0.291  0.522 -0.323],3.7868042,88.419014,479.31952,100.0,-3.816368,4800,11548.74,0.20138645,,205.78424,1.1924559,-114.0386455560836,0.041216943,-1.6021728e-06,20.12
1.0528325,285.93009972572327,1.0681102,237.3124,0.61000174,10.0,2.2328784,1.2871284,49,0.27816302,101511,1.1386553,100,[ 0.624  0.468  0.299  0.518 -0.317],3.3229065,88.422935,496.3582,100.0,-3.3504868,4900,14380.561,0.20281255,,223.9433,1.1838132,-113.94253666277035,0.04124162,-4.196167e-06,19.87
1.049375,291.7832763195038,1.1014982,187.43774,0.25551122,10.0,2.1652112,1.5389572,50,0.31692198,103667,1.1179359,100,[ 0.609  0.472  0.301  0.523 -0.28 ],5.9686966,89.204346,458.36093,100.0,-2.8532104,5000,14624.192,0.2113178,,175.66685,1.2525828,-115.60792678905644,0.044819433,-8.010864e-06,21.56
1.3742913,297.7881529331207,3.0766296,266.7261,0.027308688,10.0,11.360289,1.5320458,51,1.7337015,105791,1.0927907,100,[ 0.607  0.488  0.293  0.524 -0.301],4.1473846,89.03573,586.75903,100.0,-3.4625778,5100,419068.12,0.31597453,,183.14767,9.781609,-115.24504194038398,0.058660597,3.6621093e-06,21.24
1.0452455,303.91349244117737,1.0439599,205.51602,0.48126078,10.0,1.7872431,1.4707562,52,0.1946564,107881,1.0653689,100,[ 0.653  0.522  0.308  0.565 -0.326],4.0568085,88.876434,469.57803,100.0,-3.696457,5200,6522.596,0.20560093,,193.64244,1.1024442,-115.11603902841897,0.042937208,1.2893677e-05,20.9
1.0047221,309.2661871910095,1.003448,217.98187,0.8745477,10.0,1.2741867,1.3254337,53,0.052665792,109888,1.0661107,100,[ 0.675  0.511  0.314  0.559 -0.354],3.0905304,88.60271,472.14413,100.0,-2.8688354,5300,504.18375,0.1967071,,216.66629,1.0231655,-114.37182201508404,0.040225994,7.400513e-06,20.07
1.2325552,314.5119388103485,1.475055,261.85522,0.23786515,10.0,6.256092,1.4942777,54,0.99147445,111929,1.0917246,100,[ 0.667  0.517  0.311  0.559 -0.353],5.0782394,88.45421,556.81934,100.0,-3.0581284,5400,175140.08,0.2519649,,208.64804,3.2797546,-114.26279441638115,0.05072627,-2.7465821e-06,20.41
1.0296245,320.69830441474915,1.0446136,221.3209,0.5433243,10.0,2.1184223,1.5051072,55,0.20300223,113963,1.1181775,100,[ 0.587  0.545  0.289  0.518 -0.327],4.4067764,88.61122,476.87448,100.0,-3.3274078,5500,7663.4717,0.20272222,,213.60823,1.0955808,-114.57690040598013,0.041739706,-4.5776366e-07,20.34
1.0975121,326.635324716568,1.2796495,236.13782,0.14167513,10.0,3.2238355,1.5016224,56,0.5395027,116054,1.1005135,100,[ 0.584  0.547  0.285  0.509 -0.301],4.881447,88.99881,488.5741,100.0,-2.9732742,5600,47958.72,0.2174929,,210.88632,1.8740693,-114.9108677022497,0.0452379,-9.918213e-07,20.91
1.4954591,332.27707600593567,3.4094002,362.78998,0.013626054,10.0,20.293118,1.3821126,57,2.666726,117981,1.0162868,100,[ 0.625  0.552  0.295  0.537 -0.319],3.155014,88.24245,704.9772,100.0,-3.0644684,5700,1274486.1,0.33789757,,243.4002,6.203768,-113.28396161317438,0.060600508,-4.8828124e-06,19.27
1.3641121,338.903386592865,2.64883,322.19852,0.063436165,10.0,12.853453,1.3164538,58,1.5858855,119909,0.99420595,100,[ 0.589  0.516  0.279  0.513 -0.403],2.7962952,87.98331,646.5039,100.0,-3.2010574,5800,457428.94,0.2778139,,234.22818,3.8561234,-113.67742462756932,0.052271493,1.1749267e-05,19.28
1.4828595,345.17776131629944,4.800057,279.70483,0.021966828,10.0,33.43485,1.4826784,59,3.579614,122076,0.9961701,100,[ 0.608  0.559  0.274  0.518 -0.425],3.5103378,88.95899,627.90247,100.0,-3.2301788,5900,1946433.1,0.48000458,,186.78734,22.361431,-115.66942719871828,0.075114,-7.6293946e-07,21.67
1.0263178,351.0490005016327,1.0359662,231.5107,0.4224725,10.0,1.5809311,1.348501,60,0.18342303,124031,1.0039259,100,[ 0.639  0.601  0.275  0.571 -0.423],3.9830093,88.18651,495.07568,100.0,-2.8194046,6000,6803.102,0.19850734,,224.99051,1.1223358,-114.08650186445696,0.040028065,1.121521e-05,19.55
1.4742297,356.8005452156067,4.686523,316.29944,0.013818212,10.0,54.12192,1.3862351,61,3.8666492,125984,1.0488472,100,[ 0.633  0.607  0.273  0.588 -0.415],4.541359,88.005875,692.26733,100.0,-3.1648636,6100,2852161.0,0.52203363,,245.31053,28.071169,-113.55171137721314,0.07664049,-2.8991699e-06,19.53
1.9120053,362.92567920684814,7.0195513,407.9381,0.00645804,10.0,61.187744,1.2076924,62,6.117151,127998,1.0022527,100,[ 0.609  0.577  0.28   0.628 -0.37 ],3.1421356,88.64114,839.57605,100.0,-2.7948608,6200,6074452.0,0.96442896,,226.4173,120.535065,-114.38366048549887,0.09929527,-7.6293944e-08,20.14
1.0119482,369.3121988773346,1.0105219,159.07307,0.6711038,10.0,1.372061,1.2888067,63,0.09703525,130107,1.0010514,100,[ 0.591  0.538  0.26   0.527 -0.417],3.017334,88.92469,453.16367,100.0,-2.7968063,6300,1601.5753,0.20226613,,155.9945,1.0307035,-115.50625519937856,0.042445097,7.6293946e-07,21.09
1.0380336,374.2556297779083,1.1918389,266.44333,0.33405244,10.0,2.8594685,1.3361123,64,0.44627443,131990,1.0117337,100,[ 0.585  0.542  0.261  0.537 -0.418],3.7455063,88.00197,517.5547,100.0,-3.1487122,6400,40098.133,0.1999993,,257.4466,1.4155972,-112.87338897304238,0.03948035,5.0354006e-06,18.83
1.071725,379.81082916259766,1.2305305,226.42056,0.3156486,10.0,2.965862,1.3915635,65,0.489043,134074,0.9921257,100,[ 0.577  0.526  0.258  0.524 -0.407],3.7340927,88.92284,483.34088,100.0,-3.168953,6500,39162.86,0.21631068,,209.04413,1.7606546,-115.20076922076365,0.044934522,3.5095215e-06,20.84
1.1916966,385.50443172454834,1.5099224,294.93427,0.08174682,10.0,7.8116083,1.3878069,66,1.0322837,135972,0.97527444,100,[ 0.598  0.535  0.269  0.551 -0.427],3.1370163,87.951904,582.05,100.0,-3.2454987,6600,194538.19,0.23866911,,254.73383,3.4117417,-113.32605372060436,0.045752384,1.3046265e-05,18.98
1.3431915,391.4799394607544,2.3235197,331.77182,0.017953444,10.0,13.015012,1.5771327,67,1.4526943,137934,0.96679693,100,[ 0.599  0.507  0.291  0.543 -0.444],6.05558,88.305084,629.55475,100.0,-3.5905304,6700,391979.97,0.2844306,,234.53873,7.5427566,-113.46889172807136,0.052560672,-4.653931e-06,19.62
1.0688386,397.3918945789337,1.1067809,236.17928,0.4642607,10.0,3.4988775,1.4139751,68,0.4035611,139935,0.99188095,100,[ 0.607  0.468  0.285  0.491 -0.452],4.522751,88.32073,500.09616,100.0,-3.0569458,6800,29437.627,0.2070651,,218.58987,1.3111434,-113.91383725011018,0.042241935,5.8746336e-06,20.01
1.0137198,402.6448769569397,1.0197601,203.62311,0.7200396,10.0,1.3276248,1.3719035,69,0.13121127,142016,0.97753936,100,[ 0.61   0.471  0.295  0.511 -0.427],3.5153427,88.947754,458.60638,100.0,-3.5558472,6900,2697.147,0.20149794,,200.45155,1.0443931,-114.99856072305535,0.041986763,4.8828124e-06,20.81
4.020299,407.9372236728668,29.450483,784.7179,0.0035988223,10.0,277.45877,1.5328319,70,22.207447,144026,0.90365666,100,[ 0.612  0.476  0.293  0.512 -0.441],3.8052826,88.48175,1773.2667,100.0,-2.9649582,7000,88040904.0,7.734668,,213.96387,543.20886,-114.12393874793183,0.45852345,5.264282e-06,20.1
18.54477,414.39490604400635,1010.1937,4305.1807,0.00015824838,10.0,1998.9333,1.7097883,71,177.42113,145932,0.84170663,100,[ 0.617  0.496  0.277  0.403 -0.515],5.5485764,87.85007,7963.0884,100.0,-3.014267,7100,5573679000.0,268.4906,,254.05017,41730.26,-112.60305117271824,5.8933806,4.8065185e-06,19.06
1.0274004,421.76077580451965,1.0435449,275.83673,0.577134,10.0,1.7865931,1.8771923,72,0.21231087,147749,0.8381963,100,[ 0.621  0.448  0.352  0.353 -0.577],4.4721756,87.21716,525.2526,100.0,-3.7580872,7200,10306.314,0.19204916,,268.41116,1.1162531,-111.02558349860128,0.037278384,-3.8146973e-06,18.17
1.0541657,427.20290327072144,1.104562,295.04037,0.41030452,10.0,2.2205849,2.026468,73,0.29692513,149580,0.82450986,100,[ 0.609  0.454  0.354  0.368 -0.581],5.921097,87.32767,532.829,100.0,-4.618622,7300,19561.977,0.19852374,,277.96228,1.2700342,-110.98187147933386,0.0386537,1.2969971e-06,18.31
1.0292027,432.598224401474,1.0452794,229.03236,0.64995503,10.0,2.0760627,2.028746,74,0.21167076,151502,0.8189684,100,[ 0.618  0.45   0.362  0.386 -0.594],7.648819,87.79559,496.70593,100.0,-4.4389114,7400,9137.672,0.19761527,,221.28123,1.1307567,-111.69727275715584,0.03949998,-3.967285e-06,19.22
1.3470803,438.10253834724426,2.4048188,257.57687,0.030005578,10.0,14.046866,2.3367982,75,1.7789305,153495,0.8073187,100,[ 0.61   0.45   0.363  0.375 -0.6  ],8.851418,88.16914,608.0522,100.0,-4.616333,7500,518206.5,0.31598672,,196.51021,4.339005,-112.40835086295843,0.059959184,5.569458e-06,19.93
1.0524807,443.765798330307,1.1257383,223.80396,0.3659781,10.0,2.5931642,2.1712024,76,0.367483,155410,0.8098728,100,[ 0.591  0.436  0.347  0.389 -0.612],7.297142,87.806755,509.3167,100.0,-3.1972885,7600,27398.076,0.2055816,,211.37265,1.424883,-111.79651875275685,0.040907167,7.400513e-06,19.15
1.0148721,449.7636024951935,1.029482,210.70549,0.66782176,10.0,1.6302214,1.9681246,77,0.16179702,157360,0.8105456,100,[ 0.601  0.437  0.347  0.372 -0.609],6.5484085,87.94953,482.62238,100.0,-4.4982147,7700,4380.9272,0.19519417,,207.57895,1.0668241,-112.21659677406505,0.039318044,1.7547608e-06,19.5
1.1798048,454.838844537735,2.2656019,300.9674,0.031841487,10.0,17.930523,2.1484177,78,1.8824533,159225,0.8348662,100,[ 0.6    0.43   0.348  0.369 -0.608],5.8491135,87.538185,583.3934,100.0,-4.5706635,7800,727557.8,0.28068554,,274.07935,5.7136726,-111.53727724997432,0.051252406,4.577637e-06,18.65
1.047558,460.5092713832855,1.0793382,214.262,0.53811264,10.0,2.2000456,2.0043156,79,0.29748985,161175,0.8356264,100,[ 0.58   0.409  0.36   0.389 -0.584],6.951927,87.9151,500.4585,100.0,-3.4204712,7900,17181.61,0.20204277,,201.92203,1.2714692,-112.63486884311271,0.040665742,-9.002685e-06,19.5
