MinVanillaIw,ESSClassic,AvgNormIw,VanillaAvgRet,MinNormIw,EpsThisIter,VarRet,MaxVanillaIw,AvgVanillaIw,VarNormIw,VarDiscRet,AvgDiscRet,Bound,AvgEpLen,J,IterType,ESSRenyi,VarVanillaIw,BatchSize,VarJ,MaxNormIw,Delta,AvgRet,eRenyi2
1.4106776e-08,33.55039002266604,0.01,-2329.9978008527473,1.798436e-10,100,5156160.471291107,3.6801696,0.78439134,0.00020005972,5156160.471291107,-2329.9978008527473,-1252.4667,200.0,-111.278,1,38.196546969149736,1.230907,100,277.73163,0.04691752,0.4,-2329.9978008527473,2.6180377
0.022560118,90.50698056523632,0.01,-138.35539707839848,0.000232694,100,407775.2098251517,1.2846048,0.96951866,1.0594665e-05,407775.2098251517,-138.35539707839848,-509.65588,200.0,-24.023418,1,91.95772443710122,0.09958629,100,89.910095,0.0132499235,0.4,-138.35539707839848,1.0874562
3.4066427e-11,55.14422784444816,0.01,-9.919108114262661,3.1573924e-13,100,91.89824156127848,2.5737138,1.0789418,8.216426e-05,91.89824156127848,-9.919108114262661,-12.354965,200.0,-7.1322737,1,52.83168119285642,0.9564867,100,10.295364,0.023854056,0.4,-9.919108114262661,1.8928037
0.0027087107,73.66907926146887,0.010000002,-9.35565157474776,2.7861068e-05,100,64.16715988729598,1.6929127,0.97222066,3.6103193e-05,64.16715988729598,-9.35565157474776,-12.053946,200.0,-8.187295,1,75.89923396912279,0.34125212,100,8.67326,0.017412843,0.4,-9.35565157474776,1.3175364
0.45201305,96.89639099508264,0.01,-8.78117284295462,0.0044812425,100,56.2333600730905,1.1759478,1.008678,3.2353832e-06,56.2333600730905,-8.78117284295462,-11.658138,200.0,-8.641571,1,96.65543211283392,0.032917798,100,7.382559,0.011658308,0.4,-8.78117284295462,1.034603
0.8277921,84.81128661969724,0.01,-7.94168714804699,0.0075987387,100,47.46150029343205,3.4776707,1.089381,1.8089746e-05,47.46150029343205,-7.94168714804699,-10.588563,200.0,-7.5062895,1,88.8810247150382,0.21468022,100,6.840602,0.031923365,0.4,-7.94168714804699,1.1250995
0.83095276,83.40765090224026,0.009999998,-8.794664288910562,0.008311542,100,53.94194175551946,4.567577,0.9997577,2.0094049e-05,53.94194175551946,-8.794664288910562,-11.704035,200.0,-8.507441,1,89.50738547795646,0.2008431,100,7.7942815,0.04568684,0.4,-8.794664288910562,1.1172262
0.7494977,91.9166319745248,0.01,-7.751394922815879,0.007581334,100,61.06358650002469,2.7728577,0.98860925,8.883055e-06,61.06358650002469,-7.751394922815879,-11.139001,200.0,-7.531637,1,93.20864044139559,0.086818375,100,7.591617,0.028048066,0.4,-7.751394922815879,1.0728619
0.16721809,93.20374462450411,0.010000002,-7.194435515870013,0.0017133467,100,47.111579114354775,1.264074,0.9759734,7.365467e-06,47.111579114354775,-7.194435515870013,-10.496323,200.0,-6.8828597,1,94.38630116116666,0.07015785,100,6.668029,0.01295193,0.4,-7.194435515870013,1.0594758
0.07157628,83.5286156747787,0.01,-7.558384739509532,0.0007407805,100,51.893865445660346,1.4129442,0.96622795,1.9918623e-05,51.893865445660346,-7.558384739509532,-10.411381,200.0,-7.170616,1,87.05676576007097,0.18595956,100,7.575735,0.014623301,0.4,-7.558384739509532,1.1486758
0.87321234,98.04748635767612,0.009999999,-7.338024256429783,0.008575703,100,44.62342216398667,1.5567784,1.0182399,2.011538e-06,44.62342216398667,-7.338024256429783,-10.040205,200.0,-7.2954288,1,98.33561336320231,0.02085588,100,6.6621,0.015288916,0.4,-7.338024256429783,1.0169256
0.92083967,98.41402375348264,0.01,-6.514243316034375,0.009141627,100,42.390399192862695,1.5479804,1.007304,1.6278102e-06,42.390399192862695,-6.514243316034375,-9.356949,200.0,-6.471287,1,98.44705972925735,0.016516758,100,6.489188,0.015367561,0.4,-6.514243316034375,1.0157744
0.646003,99.01606414955246,0.01,-6.514243316034375,0.0064259297,100,42.390399192862695,1.0859654,1.0053067,1.0037428e-06,59.05566070004868,-9.774572947001086,-12.763674,200.0,-9.741471,,197.73060003398984,0.010144242,200,7.685896,0.0108023295,0.4,-6.514243316034375,1.0114772
0.889372,192.71206794415897,0.005,-8.969434789995415,0.004369962,100,54.37020396106664,2.3831978,1.0175968,9.501929e-07,54.37020396106664,-8.969434789995415,-9.742886,200.0,-7.682782,1,193.1593214032095,0.039357115,200,7.2153125,0.01170993,0.4,-8.969434789995415,1.0354147
1.0,100.0,0.009999998,-6.879019196963186,0.01,100,44.88001929756972,1.0,1.0,3.5044917e-18,44.88001929756972,-6.879019196963186,-9.683178,200.0,-6.879019,2,200.0,,200,6.6656747,0.01,0.4,-6.879019196963186,1.0
0.00018317437,132.97556223883575,0.005,-8.41570642354144,9.036499e-07,100,48.842979401701015,2.239898,1.0135251,1.266422e-05,48.842979401701015,-8.41570642354144,-9.456268,200.0,-6.787999,1,130.44814195237387,0.5203643,200,8.060445,0.011050037,0.4,-8.41570642354144,1.5331763
1.0,100.0,0.009999998,-8.87710466297043,0.01,100,54.21747027442413,1.0,1.0,3.5044917e-18,54.21747027442413,-8.87710466297043,-12.0094595,200.0,-8.877104,2,200.0,,200,7.326343,0.01,0.4,-8.87710466297043,1.0
0.46679497,191.83422968576164,0.005,-8.226357407912095,0.0023232333,100,55.78987762142072,1.4185045,1.0046235,1.0695184e-06,55.78987762142072,-8.226357407912095,-10.706072,200.0,-8.438539,1,190.82489502036125,0.043177247,200,7.5351458,0.007059881,0.4,-8.226357407912095,1.0480813
1.0,100.0,0.009999998,-9.089548513308428,0.01,100,54.89405941084692,1.0,1.0,3.5044917e-18,54.89405941084692,-9.089548513308428,-12.15601,200.0,-9.089548,2,200.0,,200,7.3719144,0.01,0.4,-9.089548513308428,1.0
0.2525607,186.5375551976787,0.005,-9.092625412861905,0.0012599062,100,59.560649250199425,1.3819702,1.0022997,1.8133203e-06,59.560649250199425,-9.092625412861905,-11.186057,200.0,-8.887871,1,184.512174655346,0.0728668,200,7.5468435,0.006893997,0.4,-9.092625412861905,1.0839393
