IterType,VarNormIw,MaxNormIw,ESSClassic,Delta,VarDiscRet,J,MaxVanillaIw,EpsThisIter,AvgDiscRet,AvgVanillaIw,VarVanillaIw,eRenyi2,AvgRet,MinVanillaIw,AvgNormIw,BatchSize,AvgEpLen,VarRet,Bound,VarJ,ESSRenyi,MinNormIw,VanillaAvgRet
1,1.00553e-05,0.0204852,90.946478772,0.6,9301.35495372,-89.982,2.1181,100,-93.7799513088,1.03396,0.1075,1.10213,-93.7799513088,0.625418,0.01,100,127.67,9301.35495372,-125.738,85.2607,90.7336780992,0.00604874,-93.7799513088
1,3.96942e-06,0.0141597,96.2188542819,0.6,7155.45476757,-84.3073,1.38398,100,-86.5617665705,0.977409,0.037921,1.06196,-86.5617665705,0.490679,0.01,100,118.61,7155.45476757,-119.406,77.9535,94.1658345808,0.0050202,-86.5617665705
1,6.35435e-06,0.0198391,94.0814903183,0.6,6053.68214203,-81.1487,1.96208,100,-84.205643703,0.988996,0.0621526,1.08526,-84.205643703,0.634207,0.01,100,116.22,6053.68214203,-116.631,67.786,92.143886068,0.00641264,-84.205643703
1,1.71972e-05,0.0180479,85.4516256436,0.6,118.496820082,-64.4512,1.80319,100,-65.7058672939,0.999113,0.171667,1.15433,-65.7058672939,0.0693494,0.01,100,95.03,118.496820082,-73.9002,11.1765,86.630096985,0.00069411,-65.7058672939
,0.000165708,0.0938494,37.8715259247,0.6,11366.401144,-100.205,14.4197,100,-100.14639923,1.53648,3.91196,1.61074,-65.7058672939,0.554574,0.01,200,95.03,118.496820082,-143.432,109.073,124.166747645,0.00360939,-65.7058672939
1,3.65584e-06,0.0151277,174.595910641,0.6,9292.01091479,-76.3385,2.98071,100,-94.2813530271,0.985184,0.141932,1.12174,-94.2813530271,0.0270345,0.005,200,128.93,9292.01091479,-101.847,62.1826,178.294248567,0.000137205,-94.2813530271
2,3.50449e-18,0.01,100.0,0.6,7240.02824465,-84.7244,1.0,100,-84.7243739074,1.0,,1.0,-84.7243739074,1.0,0.01,200,116.49,7240.02824465,-118.784,84.6618,200.0,0.01,-84.7243739074
1,4.3463e-06,0.0110729,170.50542708,0.6,4905.25075267,-77.9285,2.17037,100,-79.0505545953,0.980036,0.16698,1.15869,-79.0505545953,0.179873,0.005,200,110.71,4905.25075267,-103.853,69.0865,172.608157264,0.000917686,-79.0505545953
2,3.50449e-18,0.01,100.0,0.6,3790.28163791,-74.7049,1.0,100,-74.7048919365,1.0,,1.0,-74.7048919365,1.0,0.01,200,105.43,3790.28163791,-108.764,61.2567,200.0,0.01,-74.7048919365
1,1.14533e-06,0.01215,191.280706104,0.6,3784.51485313,-74.5285,2.41855,100,-76.8370919664,0.995284,0.0453822,1.04544,-76.8370919664,0.842532,0.005,200,108.02,3784.51485313,-99.1529,55.8685,191.306166315,0.00423262,-76.8370919664
2,3.50449e-18,0.01,100.0,0.6,7122.28780611,-86.902,1.0,100,-86.9019797686,1.0,,1.0,-86.9019797686,1.0,0.01,200,119.93,7122.28780611,-120.961,83.9706,200.0,0.01,-86.9019797686
1,2.46983e-06,0.0115983,182.09976069,0.6,2578.94237253,-77.166,2.37176,100,-73.370014631,1.02246,0.10328,1.08949,-73.370014631,0.213865,0.005,200,104.79,2578.94237253,-102.304,60.9679,183.572040293,0.00104584,-73.370014631
2,3.50449e-18,0.01,100.0,0.6,8319.87883617,-88.7834,1.0,100,-88.783405171,1.0,,1.0,-88.783405171,1.0,0.01,200,121.57,8319.87883617,-122.843,90.7562,200.0,0.01,-88.783405171
1,8.43885e-06,0.0193,149.715631006,0.6,8260.07249385,-82.0117,4.14682,100,-90.1828125238,1.0743,0.389581,1.36621,-90.1828125238,0.000440397,0.005,200,123.85,8260.07249385,-110.162,75.808,146.390202131,2.04968e-06,-90.1828125238
2,3.50449e-18,0.01,100.0,0.6,8261.91373116,-91.4077,1.0,100,-91.4077445547,1.0,,1.0,-91.4077445547,1.0,0.01,200,124.67,8261.91373116,-125.467,90.4395,200.0,0.01,-91.4077445547
1,8.56459e-06,0.0106299,149.156845497,0.6,7191.14428634,-82.5559,2.10985,100,-86.8927759162,0.992415,0.337406,1.29704,-86.8927759162,0.0323,0.005,200,119.29,7191.14428634,-109.984,78.8176,154.19754844,0.000162734,-86.8927759162
2,3.50449e-18,0.01,100.0,0.6,9296.15210665,-93.3196,1.0,100,-93.3195609443,1.0,,1.0,-93.3195609443,1.0,0.01,200,127.51,9296.15210665,-127.379,95.9333,200.0,0.01,-93.3195609443
1,8.77948e-06,0.0362092,148.211444902,0.6,6030.80010908,-84.5558,7.56811,100,-84.099076616,1.04505,0.383535,1.17583,-84.099076616,0.0667206,0.005,200,116.74,6030.80010908,-110.671,81.5957,170.093011099,0.000319221,-84.099076616
2,3.50449e-18,0.01,100.0,0.6,4943.20756931,-79.934,1.0,100,-79.9339683354,1.0,,1.0,-79.9339683354,1.0,0.01,200,111.83,4943.20756931,-113.993,69.9555,200.0,0.01,-79.9339683354
1,2.13005e-05,0.0153091,108.239268639,0.6,8294.17196663,-69.941,2.94567,100,-88.8022599047,0.962069,0.788608,1.80753,-88.8022599047,4.87435e-07,0.005,200,121.56,8294.17196663,-102.32,36.4991,110.648434213,2.53326e-09,-88.8022599047
2,3.50449e-18,0.01,100.0,0.6,5984.05380608,-84.3791,1.0,100,-84.379109948,1.0,,1.0,-84.379109948,1.0,0.01,200,116.99,5984.05380608,-118.439,76.9689,200.0,0.01,-84.379109948
1,1.24836e-05,0.0108555,133.614319677,0.6,7245.39138628,-76.3858,2.12094,100,-85.5218770322,0.9769,0.476539,1.48269,-85.5218770322,0.00153402,0.005,200,117.72,7245.39138628,-105.712,66.8614,134.889781264,7.85145e-06,-85.5218770322
2,3.50449e-18,0.01,100.0,0.6,4925.89061144,-79.7836,1.0,100,-79.7836478077,1.0,,1.0,-79.7836478077,1.0,0.01,200,111.87,4925.89061144,-113.843,69.8329,200.0,0.01,-79.7836478077
1,6.56618e-06,0.00912819,158.562329547,0.6,2568.09909861,-71.5154,1.73227,100,-72.0226360087,0.948855,0.236468,1.24932,-72.0226360087,0.014754,0.005,200,102.66,2568.09909861,-98.4346,42.9285,160.086548867,7.77466e-05,-72.0226360087
2,3.50449e-18,0.01,100.0,0.6,7114.25593526,-87.0171,1.0,100,-87.0171097612,1.0,,1.0,-87.0171097612,1.0,0.01,200,120.4,7114.25593526,-121.077,83.9233,200.0,0.01,-87.0171097612
1,1.75151e-06,0.0105504,186.966611544,0.6,7176.72413627,-84.6292,2.12941,100,-86.7878257048,1.00916,0.0713498,1.0781,-86.7878257048,0.252575,0.005,200,119.2,7176.72413627,-109.636,79.1625,185.51196419,0.00125141,-86.7878257048
2,3.50449e-18,0.01,100.0,0.6,7138.4463741,-87.7361,1.0,100,-87.7360989767,1.0,,1.0,-87.7360989767,1.0,0.01,200,120.32,7138.4463741,-121.796,84.0658,200.0,0.01,-87.7360989767
1,7.32543e-06,0.00889365,154.852511523,0.6,8276.14642476,-83.7043,1.7951,100,-89.0044106475,1.0092,0.298434,1.30382,-89.0044106475,0.000760079,0.005,200,121.86,8276.14642476,-111.204,82.9805,153.395573995,3.76575e-06,-89.0044106475
2,3.50449e-18,0.01,100.0,0.6,4951.10042898,-79.7341,1.0,100,-79.7341337541,1.0,,1.0,-79.7341337541,1.0,0.01,200,111.01,4951.10042898,-113.793,70.0114,200.0,0.01,-79.7341337541
1,5.7886e-06,0.0190942,162.550573054,0.6,9272.09700041,-81.7762,3.78774,100,-94.1829466505,0.991856,0.227788,1.20476,-94.1829466505,0.173361,0.005,200,128.24,9272.09700041,-108.21,71.318,166.007516698,0.000873922,-94.1829466505
2,3.50449e-18,0.01,100.0,0.6,7182.33616414,-87.0098,1.0,100,-87.0098066272,1.0,,1.0,-87.0098066272,1.0,0.01,200,119.97,7182.33616414,-121.069,84.3239,200.0,0.01,-87.0098066272
1,9.41385e-07,0.00859919,192.777230098,0.6,3753.21109384,-80.2102,1.73002,100,-75.8927233547,1.00592,0.0381024,1.04609,-75.8927233547,0.835983,0.005,200,107.03,3753.21109384,-104.842,68.1461,191.187767058,0.00415532,-75.8927233547
2,3.50449e-18,0.01,100.0,0.6,6024.69718146,-83.4781,1.0,100,-83.4781010616,1.0,,1.0,-83.4781010616,1.0,0.01,200,116.34,6024.69718146,-117.537,77.2298,200.0,0.01,-83.4781010616
1,3.81639e-06,0.00848168,173.627270274,0.6,2589.22654029,-73.9507,1.70611,100,-70.7780305831,1.00576,0.15442,1.1636,-70.7780305831,0.171912,0.005,200,101.1,2589.22654029,-99.9297,53.6725,171.879918164,0.000854635,-70.7780305831
2,3.50449e-18,0.01,100.0,0.6,6068.33584113,-83.1121,1.0,100,-83.1121375321,1.0,,1.0,-83.1121375321,1.0,0.01,200,114.86,6068.33584113,-117.171,77.509,200.0,0.01,-83.1121375321
1,7.12135e-06,0.0115798,155.832425635,0.6,6049.94866773,-77.5799,2.24727,100,-83.6633281416,0.970343,0.268209,1.26398,-83.6633281416,0.0981769,0.005,200,115.95,6049.94866773,-104.659,57.5115,158.230855251,0.000505887,-83.6633281416
2,3.50449e-18,0.01,100.0,0.6,2601.64728227,-72.5683,1.0,100,-72.5682805125,1.0,,1.0,-72.5682805125,1.0,0.01,200,103.13,2601.64728227,-106.623,50.7507,200.0,0.01,-72.5682805125
1,5.57404e-06,0.010798,163.686662448,0.6,4922.54833682,-73.9195,2.11738,100,-82.3461129415,0.980447,0.214328,1.20704,-82.3461129415,0.00406692,0.005,200,114.85,4922.54833682,-100.379,48.2902,165.693910983,2.07401e-05,-82.3461129415
2,3.50449e-18,0.01,100.0,0.6,7157.18843535,-88.3136,1.0,100,-88.3136173901,1.0,,1.0,-88.3136173901,1.0,0.01,200,121.6,7157.18843535,-122.373,84.1761,200.0,0.01,-88.3136173901
1,8.1769e-07,0.0108525,193.69634772,0.6,4906.84984127,-82.6608,2.16253,100,-78.9861446358,0.996324,0.0324676,1.03932,-78.9861446358,0.842255,0.005,200,109.96,4906.84984127,-107.213,74.349,192.434354429,0.00422681,-78.9861446358
2,3.50449e-18,0.01,100.0,0.6,2556.23424044,-72.5504,1.0,100,-72.5503677711,1.0,,1.0,-72.5503677711,1.0,0.01,200,102.59,2556.23424044,-106.609,50.3058,200.0,0.01,-72.5503677711
1,2.2165e-06,0.0132112,183.786924262,0.6,8324.54304704,-78.1419,2.65309,100,-88.3181309856,1.00411,0.0893898,1.08369,-88.3181309856,0.76519,0.005,200,120.78,8324.54304704,-103.213,63.8214,184.55528546,0.0038103,-88.3181309856
2,3.50449e-18,0.01,100.0,0.6,131.585455946,-65.867,1.0,100,-65.866994741,1.0,,1.0,-65.866994741,1.0,0.01,200,95.56,131.585455946,-74.8724,11.4136,200.0,0.01,-65.866994741
1,1.00571e-06,0.00960135,192.302655891,0.6,7154.06056822,-75.9166,1.89535,100,-88.1017199288,0.987024,0.0391912,1.04156,-88.1017199288,0.79921,0.005,200,121.3,7154.06056822,-100.495,55.6766,192.01890567,0.00404859,-88.1017199288
2,3.50449e-18,0.01,100.0,0.6,6148.34455345,-80.0988,1.0,100,-80.0988576081,1.0,,1.0,-80.0988576081,1.0,0.01,200,111.02,6148.34455345,-114.158,78.0183,200.0,0.01,-80.0988576081
1,4.82372e-06,0.00905502,167.787426608,0.6,8332.77166908,-76.5028,1.92895,100,-88.3188139123,1.06513,0.2189,1.26136,-88.3188139123,0.0208141,0.005,200,120.65,8332.77166908,-103.551,69.9566,158.559129356,9.77071e-05,-88.3188139123
2,3.50449e-18,0.01,100.0,0.6,2563.57451952,-74.1169,1.0,100,-74.1169442521,1.0,,1.0,-74.1169442521,1.0,0.01,200,104.3,2563.57451952,-108.176,50.378,200.0,0.01,-74.1169442521
1,1.67237e-06,0.0075745,187.51866735,0.6,2572.721512,-71.6868,1.51844,100,-72.0340117532,1.00234,0.0672078,1.05932,-72.0340117532,0.35438,0.005,200,102.6,2572.721512,-96.4745,43.278,188.800834733,0.00176777,-72.0340117532
2,3.50449e-18,0.01,100.0,0.6,8353.18390626,-88.441,1.0,100,-88.4409546389,1.0,,1.0,-88.4409546389,1.0,0.01,200,120.84,8353.18390626,-122.501,90.9376,200.0,0.01,-88.4409546389
1,5.67475e-06,0.0125664,163.151403109,0.6,6061.86627342,-79.4697,2.71368,100,-82.771565641,1.07974,0.264632,1.24259,-82.771565641,0.193838,0.005,200,114.8,6061.86627342,-106.316,72.437,160.954157964,0.000897619,-82.771565641
2,3.50449e-18,0.01,100.0,0.6,10321.3805811,-98.3848,1.0,100,-98.3847911784,1.0,,1.0,-98.3847911784,1.0,0.01,200,132.76,10321.3805811,-132.444,101.085,200.0,0.01,-98.3847911784
1,8.46274e-06,0.0201653,149.609054875,0.6,9273.6199516,-88.6969,4.07262,100,-94.1610747407,1.00981,0.345183,1.32219,-94.1610747407,0.16101,0.005,200,128.32,9273.6199516,-116.39,79.6147,151.264553402,0.000797232,-94.1610747407
2,3.50449e-18,0.01,100.0,0.6,8269.29707495,-89.5386,1.0,100,-89.5385494189,1.0,,1.0,-89.5385494189,1.0,0.01,200,122.49,8269.29707495,-123.598,90.4799,200.0,0.01,-89.5385494189
1,7.77423e-06,0.0175883,152.74001416,0.6,9227.26587453,-84.4249,3.60722,100,-95.8222070175,1.02546,0.327006,1.28671,-95.8222070175,0.051948,0.005,200,129.98,9227.26587453,-111.744,81.9735,155.435421569,0.000253291,-95.8222070175
2,3.50449e-18,0.01,100.0,0.6,1395.02203208,-69.272,1.0,100,-69.2720165315,1.0,,1.0,-69.2720165315,1.0,0.01,200,99.0,1395.02203208,-103.331,37.1628,200.0,0.01,-69.2720165315
1,1.17606e-06,0.00808843,191.057175788,0.6,2576.65095005,-68.7678,1.63278,100,-70.3831089225,1.00933,0.0479243,1.04576,-70.3831089225,0.410612,0.005,200,100.19,2576.65095005,-93.3963,36.7369,191.249161151,0.00203408,-70.3831089225
2,3.50449e-18,0.01,100.0,0.6,8261.44314715,-89.498,1.0,100,-89.4979923707,1.0,,1.0,-89.4979923707,1.0,0.01,200,122.1,8261.44314715,-123.557,90.4369,200.0,0.01,-89.4979923707
1,2.35609e-06,0.0161849,182.853372836,0.6,3755.39239297,-82.2286,3.33222,100,-78.7015186068,1.02942,0.0998709,1.07665,-78.7015186068,0.337497,0.005,200,110.42,3755.39239297,-107.218,71.9948,185.760583301,0.00163926,-78.7015186068
2,3.50449e-18,0.01,100.0,0.6,3768.1972017,-75.8648,1.0,100,-75.8648258168,1.0,,1.0,-75.8648258168,1.0,0.01,200,106.97,3768.1972017,-109.924,61.0779,200.0,0.01,-75.8648258168
1,1.7091e-06,0.0100233,187.261991649,0.6,4965.25008899,-75.829,1.99626,100,-79.6478602426,0.995815,0.067793,1.07632,-79.6478602426,0.25042,0.005,200,110.83,4965.25008899,-100.815,58.4375,185.818129179,0.00125736,-79.6478602426
2,3.50449e-18,0.01,100.0,0.6,3745.93044281,-75.4833,1.0,100,-75.4833465065,1.0,,1.0,-75.4833465065,1.0,0.01,200,106.66,3745.93044281,-109.543,60.8972,200.0,0.01,-75.4833465065
1,1.33877e-05,0.015028,130.477716637,0.6,11427.5624885,-75.1639,3.12153,100,-99.5243131402,1.03857,0.577612,1.5638,-99.5243131402,2.99505e-07,0.005,200,133.94,11427.5624885,-105.281,62.9657,127.893994114,1.44191e-09,-99.5243131402
2,3.50449e-18,0.01,100.0,0.6,3778.42466812,-77.4403,1.0,100,-77.4403350256,1.0,,1.0,-77.4403350256,1.0,0.01,200,109.2,3778.42466812,-111.5,61.1608,200.0,0.01,-77.4403350256
1,4.03333e-06,0.0101905,172.335524045,0.6,3766.1593443,-74.2264,2.03661,100,-76.6338700333,0.999265,0.161096,1.14801,-76.6338700333,0.0381112,0.005,200,107.49,3766.1593443,-100.031,48.3224,174.214815514,0.000190696,-76.6338700333
2,3.50449e-18,0.01,100.0,0.6,6038.03453417,-85.0883,1.0,100,-85.0882884634,1.0,,1.0,-85.0882884634,1.0,0.01,200,117.57,6038.03453417,-119.148,77.3153,200.0,0.01,-85.0882884634
1,6.8933e-06,0.0152783,156.942348618,0.6,6063.40006459,-77.4105,3.08726,100,-82.5777643679,1.01034,0.281463,1.27432,-82.5777643679,0.211375,0.005,200,114.43,6063.40006459,-104.597,55.1095,156.946287586,0.00104606,-82.5777643679
2,3.50449e-18,0.01,100.0,0.6,7145.41485881,-87.3381,1.0,100,-87.3381376293,1.0,,1.0,-87.3381376293,1.0,0.01,200,120.33,7145.41485881,-121.395,84.1068,200.0,0.01,-87.3381376293
1,5.87601e-06,0.0114444,162.092266791,0.6,8268.62405425,-82.3676,2.37027,100,-90.5179694185,1.03556,0.252056,1.26152,-90.5179694185,0.0169152,0.005,200,123.87,8268.62405425,-109.418,74.1718,158.538752101,8.16713e-05,-90.5179694185
2,3.50449e-18,0.01,100.0,0.6,3750.95561745,-76.2868,1.0,100,-76.28679802,1.0,,1.0,-76.28679802,1.0,0.01,200,107.62,3750.95561745,-110.346,60.938,200.0,0.01,-76.28679802
1,9.48242e-07,0.00608657,192.726511868,0.6,4894.21483246,-77.7426,1.20283,100,-81.0506207445,0.988105,0.0370327,1.02958,-81.0506207445,0.307092,0.005,200,113.07,4894.21483246,-102.18,62.6727,194.253203481,0.00155395,-81.0506207445
2,3.50449e-18,0.01,100.0,0.6,5991.10277154,-84.6027,1.0,100,-84.6026926725,1.0,,1.0,-84.6026926725,1.0,0.01,200,117.9,5991.10277154,-118.662,77.0142,200.0,0.01,-84.6026926725
1,4.41666e-06,0.0113407,170.099352594,0.6,8261.68953493,-80.6353,2.34008,100,-90.1148441441,1.03172,0.188051,1.22668,-90.1148441441,0.0193372,0.005,200,123.04,8261.68953493,-107.309,69.4024,163.041669015,9.37137e-05,-90.1148441441
2,3.50449e-18,0.01,100.0,0.6,4901.20601481,-79.8233,1.0,100,-79.8233180693,1.0,,1.0,-79.8233180693,1.0,0.01,200,111.37,4901.20601481,-113.883,69.6577,200.0,0.01,-79.8233180693
1,1.60344e-06,0.0065444,188.002224671,0.6,4924.69767527,-77.7628,1.33046,100,-79.0992611268,1.01648,0.0662697,1.06774,-79.0992611268,0.0744917,0.005,200,110.35,4924.69767527,-102.649,65.3231,187.311168668,0.000366418,-79.0992611268
2,3.50449e-18,0.01,100.0,0.6,4909.12993197,-80.5513,1.0,100,-80.5512617636,1.0,,1.0,-80.5512617636,1.0,0.01,200,113.01,4909.12993197,-114.611,69.714,200.0,0.01,-80.5512617636
1,4.58054e-07,0.00828847,196.419173572,0.6,2622.41419217,-76.9093,1.64093,100,-74.6386689691,0.98989,0.0179535,1.02444,-74.6386689691,0.886784,0.005,200,105.79,2622.41419217,-101.286,56.9306,195.228103362,0.0044792,-74.6386689691
2,3.50449e-18,0.01,100.0,0.6,9249.92659469,-94.312,1.0,100,-94.3119732064,1.0,,1.0,-94.3119732064,1.0,0.01,200,128.48,9249.92659469,-128.371,95.6944,200.0,0.01,-94.3119732064
1,3.68815e-05,0.0223489,81.0410742639,0.6,8287.40122695,-72.1969,4.31455,100,-89.2042903388,0.96527,1.37457,2.40621,-89.2042903388,3.36678e-06,0.005,200,122.48,8287.40122695,-109.555,43.4091,83.1183490571,1.74396e-08,-89.2042903388
2,3.50449e-18,0.01,100.0,0.6,4902.99062124,-81.3095,1.0,100,-81.3094920819,1.0,,1.0,-81.3094920819,1.0,0.01,200,113.33,4902.99062124,-115.368,69.6704,200.0,0.01,-81.3094920819
1,2.68278e-06,0.00760402,180.705230256,0.6,2566.09359413,-74.5451,1.58329,100,-72.9933574291,1.04109,0.11631,1.12864,-72.9933574291,0.140774,0.005,200,103.79,2566.09359413,-100.131,49.8396,177.204807335,0.000676094,-72.9933574291
2,3.50449e-18,0.01,100.0,0.6,6066.4227169,-82.1056,1.0,100,-82.1056227545,1.0,,1.0,-82.1056227545,1.0,0.01,200,113.77,6066.4227169,-116.164,77.4968,200.0,0.01,-82.1056227545
1,3.27187e-06,0.0136736,176.956659275,0.6,7129.92263313,-82.6329,2.70307,100,-88.3215285756,0.988429,0.127863,1.11843,-88.3215285756,0.296002,0.005,200,121.18,7129.92263313,-108.103,74.7405,178.822210249,0.00149734,-88.3215285756
2,3.50449e-18,0.01,100.0,0.6,116.670681524,-62.8317,1.0,100,-62.8317128205,1.0,,1.0,-62.8317128205,1.0,0.01,200,90.84,116.670681524,-70.0056,10.7473,200.0,0.01,-62.8317128205
1,7.01546e-06,0.00949023,156.345818986,0.6,7175.73318593,-70.2676,1.84693,100,-86.4588766028,0.973069,0.265707,1.27148,-86.4588766028,0.011559,0.005,200,118.54,7175.73318593,-97.4245,38.53,157.296983138,5.93948e-05,-86.4588766028
2,3.50449e-18,0.01,100.0,0.6,4911.15513963,-80.8713,1.0,100,-80.8713103889,1.0,,1.0,-80.8713103889,1.0,0.01,200,112.95,4911.15513963,-114.93,69.7283,200.0,0.01,-80.8713103889
1,1.87066e-06,0.0110759,186.141446755,0.6,3771.92094005,-76.0184,2.19551,100,-75.7849623676,0.991122,0.0735036,1.07695,-75.7849623676,0.353948,0.005,200,106.57,3771.92094005,-101.011,56.1576,185.709465892,0.00178559,-75.7849623676
2,3.50449e-18,0.01,100.0,0.6,8238.80394043,-90.3829,1.0,100,-90.382854788,1.0,,1.0,-90.382854788,1.0,0.01,200,123.77,8238.80394043,-124.442,90.3129,200.0,0.01,-90.382854788
1,1.34211e-05,0.0121767,130.364597195,0.6,3791.04750054,-70.6471,2.43297,100,-76.5305302045,0.999028,0.5358,1.52378,-76.5305302045,0.000252016,0.005,200,107.21,3791.04750054,-100.376,40.0283,131.252431076,1.26131e-06,-76.5305302045
2,3.50449e-18,0.01,100.0,0.6,4954.16997835,-78.0452,1.0,100,-78.0451794955,1.0,,1.0,-78.0451794955,1.0,0.01,200,108.98,4954.16997835,-112.104,70.0331,200.0,0.01,-78.0451794955
1,1.92223e-06,0.0101934,185.786483259,0.6,2628.52723733,-73.0591,2.05449,100,-72.6069877946,1.00776,0.0780866,1.08729,-72.6069877946,0.420611,0.005,200,102.45,2628.52723733,-98.1716,52.4871,183.943699064,0.00208687,-72.6069877946
2,3.50449e-18,0.01,100.0,0.6,7205.13848386,-85.5767,1.0,100,-85.5766534229,1.0,,1.0,-85.5766534229,1.0,0.01,200,118.09,7205.13848386,-119.636,84.4576,200.0,0.01,-85.5766534229
1,2.60255e-06,0.00707071,181.22805429,0.6,2598.01612358,-78.0998,1.42747,100,-75.1347191975,1.00942,0.106073,1.0994,-75.1347191975,0.0743805,0.005,200,106.45,2598.01612358,-103.352,64.7109,181.917560105,0.000368431,-75.1347191975
