MinNormIw,VanillaAvgRet,IterType,VarRet,AvgVanillaIw,eRenyi2,VarJ,MaxVanillaIw,VarDiscRet,ESSRenyi,AvgEpLen,ESSClassic,AvgDiscRet,Delta,AvgRet,VarNormIw,MaxNormIw,J,EpsThisIter,Bound,VarVanillaIw,BatchSize,AvgNormIw,MinVanillaIw
0.0033333334,4999.93321578013,2,0.005313995470832664,1.0,1.0,0.09286667,1.0,0.005313995470832664,500.0,500.0,299.999969473632,4999.93321578013,0.8,4999.93321578013,5.4391416e-20,0.0033333334,4999.9204,100,4855.583,,500,0.0033333336,1.0
0.0025,4999.929715310915,2,0.005692370538707807,1.0,1.0,0.08884821,1.0,0.005692370538707807,500.0,500.0,400.0,4999.929715310915,0.8,4999.929715310915,5.434597e-20,0.0025,4999.923,100,4874.923,,500,0.0024999997,1.0
0.002,4999.920657157527,1,0.006669787894741125,1.0,1.0,0.08738917,1.0,0.006669787894741125,500.0,500.0,500.00000664260017,4999.920657157527,0.8,4999.920657157527,5.431875e-20,0.002,4999.923,100,4888.1196,,500,0.0020000003,1.0
0.01,4949.913357543429,2,249991.2580209124,1.0,1.0,497.48502,1.0,249991.2580209124,500.0,495.01,100.0,4949.913357543429,0.8,4949.913357543429,3.5044917e-18,0.01,4949.913,100,4699.913,,500,0.009999998,1.0
0.005,4999.918000669273,2,0.009396514191626255,1.0,1.0,352.66248,1.0,0.009396514191626255,500.0,500.0,200.00000010221265,4999.918000669273,0.8,4999.918000669273,2.179301e-19,0.005,4974.9155,100,4798.1387,,500,0.0049999994,1.0
0.0033333334,4999.922516519583,2,0.0066817885673537865,1.0,1.0,288.18887,1.0,0.0066817885673537865,500.0,500.0,299.999969473632,4999.922516519583,0.8,4999.922516519583,5.4391416e-20,0.0033333334,4983.2505,100,4838.913,,500,0.0033333336,1.0
0.0025,4999.928571608421,2,0.005929591763405252,1.0,1.0,249.68335,1.0,0.005929591763405252,500.0,500.0,400.0,4999.928571608421,0.8,4999.928571608421,5.434597e-20,0.0025,4987.4204,100,4862.4204,,500,0.0024999997,1.0
0.00027752813,4999.9175779642155,1,0.005503927246953941,0.9959609,1.0317957,140.08768,1.5965949,0.005503927246953941,484.59203750752425,500.0,484.839735960085,4999.9175779642155,0.8,4999.9175779642155,1.253252e-07,0.00320614,4993.653,100,4880.086,0.031078713,500,0.0019999999,0.13820358
0.01,4999.914440309964,2,0.008791307404891958,1.0,1.0,0.09329754,1.0,0.008791307404891958,500.0,500.0,100.0,4999.914440309964,0.8,4999.914440309964,3.5044917e-18,0.01,4999.9146,100,4749.9146,,500,0.009999998,1.0
0.005,4999.907994635146,2,0.020656488822398865,1.0,1.0,0.120771125,1.0,0.020656488822398865,500.0,500.0,200.00000010221265,4999.907994635146,0.8,4999.907994635146,2.179301e-19,0.005,4999.911,100,4823.1343,,500,0.0049999994,1.0
0.0033333334,4999.925696287161,2,0.0050753027051440094,1.0,1.0,0.10698266,1.0,0.0050753027051440094,500.0,500.0,299.999969473632,4999.925696287161,0.8,4999.925696287161,5.4391416e-20,0.0033333334,4999.916,100,4855.5786,,500,0.0033333336,1.0
0.0025,4999.918584703748,2,0.010942005268431119,1.0,1.0,0.106269754,1.0,0.010942005268431119,500.0,500.0,400.0,4999.918584703748,0.8,4999.918584703748,5.434597e-20,0.0025,4999.917,100,4874.917,,500,0.0024999997,1.0
0.002,4999.925391422237,1,0.005281713320013062,1.0,1.0,0.10045939,1.0,0.005281713320013062,500.0,500.0,500.00000664260017,4999.925391422237,0.8,4999.925391422237,5.431875e-20,0.002,4999.919,100,4888.1157,,500,0.0020000003,1.0
0.01,4999.918348321691,2,0.009807942115139212,1.0,1.0,0.09853814,1.0,0.009807942115139212,500.0,500.0,100.0,4999.918348321691,0.8,4999.918348321691,3.5044917e-18,0.01,4999.918,100,4749.918,,500,0.009999998,1.0
0.005,4951.116989841278,2,238145.1672699531,1.0,1.0,344.20523,1.0,238145.1672699531,500.0,495.13,200.00000010221265,4951.116989841278,0.8,4951.116989841278,2.179301e-19,0.005,4975.5176,100,4798.7407,,500,0.0049999994,1.0
0.0033333334,4999.919258870333,2,0.010963257131862334,1.0,1.0,281.27768,1.0,0.010963257131862334,500.0,500.0,299.999969473632,4999.919258870333,0.8,4999.919258870333,5.4391416e-20,0.0033333334,4983.6523,100,4839.315,,500,0.0033333336,1.0
0.0025,4961.894109280178,2,144464.04604492817,1.0,1.0,308.51492,1.0,144464.04604492817,500.0,496.21,400.0,4961.894109280178,0.8,4961.894109280178,5.434597e-20,0.0025,4978.212,100,4853.212,,500,0.0024999997,1.0
0.00012817778,4999.916945184003,1,0.008321627518132748,0.99634326,1.0397977,20.266315,1.2224147,0.008321627518132748,480.86278461740415,500.0,478.5461944570234,4999.916945184003,0.8,4999.916945184003,1.7968455e-07,0.0024538024,4998.636,100,4884.63,0.044593208,500,0.0019999999,0.06385453
0.01,4999.887411543637,2,0.054274088049558834,1.0,1.0,0.23178694,1.0,0.054274088049558834,500.0,500.0,100.0,4999.887411543637,0.8,4999.887411543637,3.5044917e-18,0.01,4999.887,100,4749.887,,500,0.009999998,1.0
0.005,4999.921623549119,2,0.006663663073094849,1.0,1.0,0.17450725,1.0,0.006663663073094849,500.0,500.0,200.00000010221265,4999.921623549119,0.8,4999.921623549119,2.179301e-19,0.005,4999.9043,100,4823.1274,,500,0.0049999994,1.0
0.0033333334,4999.932017084285,2,0.0049513510792355215,1.0,1.0,0.14867377,1.0,0.0049513510792355215,500.0,500.0,299.999969473632,4999.932017084285,0.8,4999.932017084285,5.4391416e-20,0.0033333334,4999.913,100,4855.5757,,500,0.0033333336,1.0
0.0025,4998.615621655089,2,172.19073286009086,1.0,1.0,6.5536036,1.0,172.19073286009086,500.0,499.88,400.0,4998.615621655089,0.8,4998.615621655089,5.434597e-20,0.0025,4999.589,100,4874.589,,500,0.0024999997,1.0
0.0017932069,4999.932836981909,1,0.005007259438497484,1.0001526,1.0002695,5.2584505,1.0240767,0.005007259438497484,499.86527021217944,500.0,499.85538018951985,4999.932836981909,0.8,4999.932836981909,1.1595952e-09,0.002047841,4999.686,100,4887.8677,0.00028998728,500,0.0019999999,0.89674026
0.01,4999.908623861571,2,0.008633662277323845,1.0,1.0,0.09242067,1.0,0.008633662277323845,500.0,500.0,100.0,4999.908623861571,0.8,4999.908623861571,3.5044917e-18,0.01,4999.908,100,4749.908,,500,0.009999998,1.0
0.005,4999.928274509268,2,0.006042610067114407,1.0,1.0,0.08578659,1.0,0.006042610067114407,500.0,500.0,200.00000010221265,4999.928274509268,0.8,4999.928274509268,2.179301e-19,0.005,4999.918,100,4823.141,,500,0.0049999994,1.0
0.0033333334,4999.893085938432,2,0.06448056512104783,1.0,1.0,0.16225426,1.0,0.06448056512104783,500.0,500.0,299.999969473632,4999.893085938432,0.8,4999.893085938432,5.4391416e-20,0.0033333334,4999.91,100,4855.5728,,500,0.0033333336,1.0
0.0025,4999.924044246715,2,0.005566626453309198,1.0,1.0,0.14546104,1.0,0.005566626453309198,500.0,500.0,400.0,4999.924044246715,0.8,4999.924044246715,5.434597e-20,0.0025,4999.913,100,4874.913,,500,0.0024999997,1.0
0.001986255,4999.894372969141,1,0.06032384884337776,1.0000024,1.0000004,0.16943008,1.0016494,0.06032384884337776,499.9998211861296,500.0,499.99963317555563,4999.894372969141,0.8,4999.894372969141,2.7552483e-12,0.002003294,4999.91,100,4888.107,6.888193e-07,500,0.002,0.99312985
0.01,4999.913991630362,2,0.0070795286908514965,1.0,1.0,0.083702415,1.0,0.0070795286908514965,500.0,500.0,100.0,4999.913991630362,0.8,4999.913991630362,3.5044917e-18,0.01,4999.9136,100,4749.9136,,500,0.009999998,1.0
0.005,4999.912772435408,2,0.009007711709056692,1.0,1.0,0.089231424,1.0,0.009007711709056692,500.0,500.0,200.00000010221265,4999.912772435408,0.8,4999.912772435408,2.179301e-19,0.005,4999.913,100,4823.136,,500,0.0049999994,1.0
0.0033333334,4963.29978774515,2,134011.9574473187,1.0,1.0,211.00203,1.0,134011.9574473187,500.0,496.35,299.999969473632,4963.29978774515,0.8,4963.29978774515,5.4391416e-20,0.0033333334,4987.7085,100,4843.371,,500,0.0033333336,1.0
0.0025,4999.890387919375,2,0.01257038467268514,1.0,1.0,182.80923,1.0,0.01257038467268514,500.0,500.0,400.0,4999.890387919375,0.8,4999.890387919375,5.434597e-20,0.0025,4990.754,100,4865.754,,500,0.0024999997,1.0
0.00033451073,4999.910508620394,1,0.011587018964673783,1.000016,1.0237926,27.401161,1.1737531,0.011587018964673783,488.3801543863408,500.0,489.23911073054825,4999.910508620394,0.8,4999.910508620394,8.815675e-08,0.0023474689,4998.686,100,4885.5605,0.022039892,500,0.002,0.16725802
0.01,4999.903963820411,2,0.014997241159140402,1.0,1.0,0.12184908,1.0,0.014997241159140402,500.0,500.0,100.0,4999.903963820411,0.8,4999.903963820411,3.5044917e-18,0.01,4999.9043,100,4749.9043,,500,0.009999998,1.0
0.005,4999.905101851765,2,0.014414602391262781,1.0,1.0,0.120664425,1.0,0.014414602391262781,500.0,500.0,200.00000010221265,4999.905101851765,0.8,4999.905101851765,2.179301e-19,0.005,4999.9043,100,4823.1274,,500,0.0049999994,1.0
0.0033333334,4999.92413124331,2,0.008082193576584372,1.0,1.0,0.11162007,1.0,0.008082193576584372,500.0,500.0,299.999969473632,4999.92413124331,0.8,4999.92413124331,5.4391416e-20,0.0033333334,4999.9116,100,4855.574,,500,0.0033333336,1.0
0.0025,4999.921989255063,2,0.024055595166280433,1.0,1.0,0.123768866,1.0,0.024055595166280433,500.0,500.0,400.0,4999.921989255063,0.8,4999.921989255063,5.434597e-20,0.0025,4999.914,100,4874.914,,500,0.0024999997,1.0
0.0019961502,4999.912948605389,1,0.005382753420030822,0.9999908,1.0,0.1153147,1.0003487,0.005382753420030822,500.0,500.0,499.9999783859329,4999.912948605389,0.8,4999.912948605389,2.908207e-13,0.0020007156,4999.9146,100,4888.1113,7.2704346e-08,500,0.0019999999,0.998066
0.01,4999.879869112434,2,0.12445518280989278,1.0,1.0,0.35102707,1.0,0.12445518280989278,500.0,500.0,100.0,4999.879869112434,0.8,4999.879869112434,3.5044917e-18,0.01,4999.8794,100,4749.8794,,500,0.009999998,1.0
0.005,4999.92241377261,2,0.008608876178491986,1.0,1.0,0.2575339,1.0,0.008608876178491986,500.0,500.0,200.00000010221265,4999.92241377261,0.8,4999.92241377261,2.179301e-19,0.005,4999.901,100,4823.124,,500,0.0049999994,1.0
0.0033333334,4999.920776255913,2,0.0078267126749367,1.0,1.0,0.21653236,1.0,0.0078267126749367,500.0,500.0,299.999969473632,4999.920776255913,0.8,4999.920776255913,5.4391416e-20,0.0033333334,4999.9077,100,4855.5703,,500,0.0033333336,1.0
0.0025,4969.496059871464,2,92485.15486537525,1.0,1.0,151.86679,1.0,92485.15486537525,500.0,496.97,400.0,4969.496059871464,0.8,4969.496059871464,5.434597e-20,0.0025,4992.3047,100,4867.3047,,500,0.0024999997,1.0
0.00041999918,4999.922569601546,1,0.005537173178957766,0.99468774,1.0214858,28.5786,1.1862803,0.005537173178957766,489.4830621259997,500.0,488.6518351986065,4999.922569601546,0.8,4999.922569601546,9.307935e-08,0.0023852314,4998.6387,100,4885.6406,0.023023264,500,0.002,0.20888402
0.01,4999.919214356179,2,0.007545184263537839,1.0,1.0,0.08644068,1.0,0.007545184263537839,500.0,500.0,100.0,4999.919214356179,0.8,4999.919214356179,3.5044917e-18,0.01,4999.9194,100,4749.9194,,500,0.009999998,1.0
0.005,4999.917789339137,2,0.008394948135653103,1.0,1.0,0.08883895,1.0,0.008394948135653103,500.0,500.0,200.00000010221265,4999.917789339137,0.8,4999.917789339137,2.179301e-19,0.005,4999.918,100,4823.141,,500,0.0049999994,1.0
0.0033333334,4999.916031179195,2,0.010158702574930942,1.0,1.0,0.09281848,1.0,0.010158702574930942,500.0,500.0,299.999969473632,4999.916031179195,0.8,4999.916031179195,5.4391416e-20,0.0033333334,4999.918,100,4855.5806,,500,0.0033333336,1.0
0.0025,4999.924484832876,2,0.008860052631214695,1.0,1.0,0.09307562,1.0,0.008860052631214695,500.0,500.0,400.0,4999.924484832876,0.8,4999.924484832876,5.434597e-20,0.0025,4999.92,100,4874.92,,500,0.0024999997,1.0
0.002,4999.938096660305,1,0.0036031719161828753,1.0,1.0,0.087748274,1.0,0.0036031719161828753,500.0,500.0,500.00000664260017,4999.938096660305,0.8,4999.938096660305,5.431875e-20,0.002,4999.9233,100,4888.12,,500,0.0020000003,1.0
0.01,4949.912997972748,2,249991.21957238947,1.0,1.0,497.4849,1.0,249991.21957238947,500.0,495.01,100.0,4949.912997972748,0.8,4949.912997972748,3.5044917e-18,0.01,4949.913,100,4699.913,,500,0.009999998,1.0
0.005,4999.91438933715,2,0.014052583915777118,1.0,1.0,352.66235,1.0,0.014052583915777118,500.0,500.0,200.00000010221265,4999.91438933715,0.8,4999.91438933715,2.179301e-19,0.005,4974.914,100,4798.137,,500,0.0049999994,1.0
0.0033333334,4999.914914699948,2,0.005727569208147248,1.0,1.0,288.18866,1.0,0.005727569208147248,500.0,500.0,299.999969473632,4999.914914699948,0.8,4999.914914699948,5.4391416e-20,0.0033333334,4983.247,100,4838.9097,,500,0.0033333336,1.0
0.0025,4999.9193174506845,2,0.005346204801770279,1.0,1.0,249.68309,1.0,0.005346204801770279,500.0,500.0,400.0,4999.9193174506845,0.8,4999.9193174506845,5.434597e-20,0.0025,4987.415,100,4862.415,,500,0.0024999997,1.0
0.001599626,4999.922925667306,1,0.006139217984910083,0.998565,1.0125736,189.47241,1.3620677,0.006139217984910083,493.79126622614825,500.0,494.88404759071153,4999.922925667306,0.8,4999.922925667306,4.143339e-08,0.00272805,4991.438,100,4878.934,0.01032864,500,0.002,0.7986653
0.01,4999.928722795869,2,0.0066644529185797136,1.0,1.0,0.081229664,1.0,0.0066644529185797136,500.0,500.0,100.0,4999.928722795869,0.8,4999.928722795869,3.5044917e-18,0.01,4999.9287,100,4749.9287,,500,0.009999998,1.0
0.005,4999.942067723696,2,0.0036818121743634096,1.0,1.0,0.07187184,1.0,0.0036818121743634096,500.0,500.0,200.00000010221265,4999.942067723696,0.8,4999.942067723696,2.179301e-19,0.005,4999.9355,100,4823.1587,,500,0.0049999994,1.0
0.0033333334,4999.923439023071,2,0.0053327130981721425,1.0,1.0,0.0723551,1.0,0.0053327130981721425,500.0,500.0,299.999969473632,4999.923439023071,0.8,4999.923439023071,5.4391416e-20,0.0033333334,4999.931,100,4855.5938,,500,0.0033333336,1.0
0.0025,4999.913024064378,2,0.021561831512162104,1.0,1.0,0.09657431,1.0,0.021561831512162104,500.0,500.0,400.0,4999.913024064378,0.8,4999.913024064378,5.434597e-20,0.0025,4999.9272,100,4874.9272,,500,0.0024999997,1.0
0.002,4999.920469158838,1,0.008398089520895309,1.0,1.0,0.0955495,1.0,0.008398089520895309,500.0,500.0,500.00000664260017,4999.920469158838,0.8,4999.920469158838,5.431875e-20,0.002,4999.926,100,4888.1226,,500,0.0020000003,1.0
0.01,4999.9240063026255,2,0.011527321086450628,1.0,1.0,0.10680432,1.0,0.011527321086450628,500.0,500.0,100.0,4999.9240063026255,0.8,4999.9240063026255,3.5044917e-18,0.01,4999.9243,100,4749.9243,,500,0.009999998,1.0
0.005,4949.913046712449,2,249991.22437886067,1.0,1.0,352.66263,1.0,249991.22437886067,500.0,495.01,200.00000010221265,4949.913046712449,0.8,4949.913046712449,2.179301e-19,0.005,4974.919,100,4798.142,,500,0.0049999994,1.0
0.0033333334,4999.9168113387595,2,0.009025498004166794,1.0,1.0,288.18887,1.0,0.009025498004166794,500.0,500.0,299.999969473632,4999.9168113387595,0.8,4999.9168113387595,5.4391416e-20,0.0033333334,4983.252,100,4838.9146,,500,0.0033333336,1.0
0.0025,4999.915991726439,2,0.008327911205791199,1.0,1.0,249.68321,1.0,0.008327911205791199,500.0,500.0,400.0,4999.915991726439,0.8,4999.915991726439,5.434597e-20,0.0025,4987.418,100,4862.418,,500,0.0024999997,1.0
0.00070493435,4999.923573854794,1,0.0058172463956291665,1.0015678,1.0240197,158.61166,1.4202979,0.0058172463956291665,488.2718478248216,500.0,487.3363445903396,4999.923573854794,0.8,4999.923573854794,1.0415049e-07,0.0028361492,4992.8223,100,4879.684,0.026119327,500,0.002,0.35301977
0.01,4999.9365620131875,2,0.004330339219789959,1.0,1.0,0.065467976,1.0,0.004330339219789959,500.0,500.0,100.0,4999.9365620131875,0.8,4999.9365620131875,3.5044917e-18,0.01,4999.937,100,4749.937,,500,0.009999998,1.0
0.005,4999.916274503645,2,0.0075183227641856904,1.0,1.0,0.077265844,1.0,0.0075183227641856904,500.0,500.0,200.00000010221265,4999.916274503645,0.8,4999.916274503645,2.179301e-19,0.005,4999.927,100,4823.15,,500,0.0049999994,1.0
0.0033333334,4999.919365850693,2,0.00829629199889074,1.0,1.0,0.082030274,1.0,0.00829629199889074,500.0,500.0,299.999969473632,4999.919365850693,0.8,4999.919365850693,5.4391416e-20,0.0033333334,4999.9243,100,4855.587,,500,0.0033333336,1.0
0.0025,4999.918352101736,2,0.007816745165278053,1.0,1.0,0.08359834,1.0,0.007816745165278053,500.0,500.0,400.0,4999.918352101736,0.8,4999.918352101736,5.434597e-20,0.0025,4999.9224,100,4874.9224,,500,0.0024999997,1.0
0.002,4999.913716894619,1,0.00970916349065911,1.0,1.0,0.08675496,1.0,0.00970916349065911,500.0,500.0,500.00000664260017,4999.913716894619,0.8,4999.913716894619,5.431875e-20,0.002,4999.921,100,4888.1177,,500,0.0020000003,1.0
0.01,4999.923705845633,2,0.005116236701861995,1.0,1.0,0.07118305,1.0,0.005116236701861995,500.0,500.0,100.0,4999.923705845633,0.8,4999.923705845633,3.5044917e-18,0.01,4999.924,100,4749.924,,500,0.009999998,1.0
0.005,4999.932234139879,2,0.006555325516148415,1.0,1.0,0.07613733,1.0,0.006555325516148415,500.0,500.0,200.00000010221265,4999.932234139879,0.8,4999.932234139879,2.179301e-19,0.005,4999.9277,100,4823.151,,500,0.0049999994,1.0
0.0033333334,4949.916444608612,2,249991.58279573798,1.0,1.0,288.18927,1.0,249991.58279573798,500.0,495.01,299.999969473632,4949.916444608612,0.8,4949.916444608612,5.4391416e-20,0.0033333334,4983.2583,100,4838.921,,500,0.0033333336,1.0
0.0025,4999.931122855817,2,0.00509734585304281,1.0,1.0,249.68364,1.0,0.00509734585304281,500.0,500.0,400.0,4999.931122855817,0.8,4999.931122855817,5.434597e-20,0.0025,4987.426,100,4862.426,,500,0.0024999997,1.0
1.1913247e-21,4949.928963847678,1,249992.8324127643,0.58241105,1.0000074,10.47361,112.02354,249992.8324127643,499.99630453933696,495.01,5.643118775905677,4949.928963847678,0.8,4949.928963847678,0.00035111615,0.38468888,4999.3906,100,4887.587,29.774887,500,0.0019999999,3.4692032e-19
0.01,4199.7550240712435,2,2354691.9298876673,1.0,1.0,1526.8087,1.0,2354691.9298876673,500.0,420.22,100.0,4199.7550240712435,0.8,4199.7550240712435,3.5044917e-18,0.01,4199.755,100,3949.755,,500,0.009999998,1.0
0.005,4218.713525479053,2,2119040.590311084,1.0,1.0,1488.1489,1.0,2119040.590311084,500.0,422.14,200.00000010221265,4218.713525479053,0.8,4218.713525479053,2.179301e-19,0.005,4209.2344,100,4032.4578,,500,0.0049999994,1.0
0.0033333334,4213.0448818357645,2,2355464.336396329,1.0,1.0,1501.2323,1.0,2355464.336396329,500.0,421.57,299.999969473632,4213.0448818357645,0.8,4213.0448818357645,5.4391416e-20,0.0033333334,4210.505,100,4066.1672,,500,0.0033333336,1.0
0.0025,4189.7872928868255,2,1859729.1531370108,1.0,1.0,1466.505,1.0,1859729.1531370108,500.0,419.32,400.0,4189.7872928868255,0.8,4189.7872928868255,5.434597e-20,0.0025,4205.325,100,4080.3252,,500,0.0024999997,1.0
7.350888e-20,3930.0030201086333,1,2541243.3618895435,1.052473,2.3980005,89.29888,4.063823,2541243.3618895435,208.50704761401013,393.39,218.1541012952528,3930.0030201086333,0.8,3930.0030201086333,5.178189e-06,0.007722428,4983.366,100,4810.2334,1.433969,500,0.0019999999,3.8683052e-17
0.01,4967.074990014522,2,49114.74530918319,1.0,1.0,220.50758,1.0,49114.74530918319,500.0,496.75,100.0,4967.074990014522,0.8,4967.074990014522,3.5044917e-18,0.01,4967.075,100,4717.075,,500,0.009999998,1.0
0.005,4993.460798384485,2,4094.750872856436,1.0,1.0,162.82736,1.0,4094.750872856436,500.0,499.37,200.00000010221265,4993.460798384485,0.8,4993.460798384485,2.179301e-19,0.005,4980.2676,100,4803.4907,,500,0.0049999994,1.0
0.0033333334,4937.262865167127,2,221475.32445759943,1.0,1.0,301.94867,1.0,221475.32445759943,500.0,493.77,299.999969473632,4937.262865167127,0.8,4937.262865167127,5.4391416e-20,0.0033333334,4965.9336,100,4821.596,,500,0.0033333336,1.0
0.0025,4989.292276722461,2,11236.022139064906,1.0,1.0,266.95126,1.0,11236.022139064906,500.0,498.95,400.0,4989.292276722461,0.8,4989.292276722461,5.434597e-20,0.0025,4971.7725,100,4846.7725,,500,0.0024999997,1.0
5.46861e-05,4966.4904914173985,1,111629.94903741906,1.0071158,1.0938077,53.76616,1.4571741,111629.94903741906,457.11874330011017,496.67,454.556861717765,4966.4904914173985,0.8,4966.4904914173985,4.0069045e-07,0.0028937566,4994.813,100,4877.8833,0.10160331,500,0.002,0.02753762
0.01,4999.898822302627,2,0.02029848253706625,1.0,1.0,0.14175372,1.0,0.02029848253706625,500.0,500.0,100.0,4999.898822302627,0.8,4999.898822302627,3.5044917e-18,0.01,4999.899,100,4749.899,,500,0.009999998,1.0
0.005,4999.896647735712,2,0.0202217068090012,1.0,1.0,0.1416274,1.0,0.0202217068090012,500.0,500.0,200.00000010221265,4999.896647735712,0.8,4999.896647735712,2.179301e-19,0.005,4999.8975,100,4823.1206,,500,0.0049999994,1.0
0.0033333334,4999.921951149013,2,0.008027752219092545,1.0,1.0,0.12708406,1.0,0.008027752219092545,500.0,500.0,299.999969473632,4999.921951149013,0.8,4999.921951149013,5.4391416e-20,0.0033333334,4999.906,100,4855.5684,,500,0.0033333336,1.0
0.0025,4999.916476965283,2,0.009172968084907961,1.0,1.0,0.12001742,1.0,0.009172968084907961,500.0,500.0,400.0,4999.916476965283,0.8,4999.916476965283,5.434597e-20,0.0025,4999.908,100,4874.908,,500,0.0024999997,1.0
0.001700848,4997.8550413769435,1,412.8676978992233,0.9987559,1.0003766,7.932311,1.0221039,412.8676978992233,499.81177980751846,499.81,499.74537329456996,4997.8550413769435,0.8,4997.8550413769435,2.0416224e-09,0.0020467544,4999.5503,100,4887.726,0.00050913636,500,0.002,0.84936595
0.01,4999.918063345934,2,0.013558220240858345,1.0,1.0,0.115872964,1.0,0.013558220240858345,500.0,500.0,100.0,4999.918063345934,0.8,4999.918063345934,3.5044917e-18,0.01,4999.9175,100,4749.9175,,500,0.009999998,1.0
0.005,4999.894540306762,2,0.025378791316409542,1.0,1.0,0.1393427,1.0,0.025378791316409542,500.0,500.0,200.00000010221265,4999.894540306762,0.8,4999.894540306762,2.179301e-19,0.005,4999.9062,100,4823.1294,,500,0.0049999994,1.0
0.0033333334,4999.919163213615,2,0.00621701445358286,1.0,1.0,0.12260443,1.0,0.00621701445358286,500.0,500.0,299.999969473632,4999.919163213615,0.8,4999.919163213615,5.4391416e-20,0.0033333334,4999.911,100,4855.5737,,500,0.0033333336,1.0
0.0025,4985.7111068995,2,20164.101040999707,1.0,1.0,70.91143,1.0,20164.101040999707,500.0,498.59,400.0,4985.7111068995,0.8,4985.7111068995,5.434597e-20,0.0025,4996.3604,100,4871.3604,,500,0.0024999997,1.0
0.00088774436,4999.913390082168,1,0.007364789699405177,1.0053008,1.0104029,28.191534,1.1760397,0.007364789699405177,494.85209430909424,500.0,495.06386289501205,4999.913390082168,0.8,4999.913390082168,3.99629e-08,0.0023396772,4998.651,100,4886.2676,0.0100969225,500,0.002,0.44622505
0.01,4999.913170965388,2,0.011729628658099829,1.0,1.0,0.10778092,1.0,0.011729628658099829,500.0,500.0,100.0,4999.913170965388,0.8,4999.913170965388,3.5044917e-18,0.01,4999.913,100,4749.913,,500,0.009999998,1.0
0.005,4999.896915904524,2,0.03409448221991126,1.0,1.0,0.15084682,1.0,0.03409448221991126,500.0,500.0,200.00000010221265,4999.896915904524,0.8,4999.896915904524,2.179301e-19,0.005,4999.9053,100,4823.1284,,500,0.0049999994,1.0
0.0033333334,4999.910372649237,2,0.016382475001309925,1.0,1.0,0.14346336,1.0,0.016382475001309925,500.0,500.0,299.999969473632,4999.910372649237,0.8,4999.910372649237,5.4391416e-20,0.0033333334,4999.9067,100,4855.5693,,500,0.0033333336,1.0
0.0025,4999.916030029412,2,0.010402648077734344,1.0,1.0,0.13426192,1.0,0.010402648077734344,500.0,500.0,400.0,4999.916030029412,0.8,4999.916030029412,5.434597e-20,0.0025,4999.909,100,4874.909,,500,0.0024999997,1.0
0.001991354,4999.904025871708,1,0.019253078579051456,0.99995327,1.0000006,0.13476329,1.0014313,0.019253078579051456,499.99970197695376,500.0,499.9995711717688,4999.904025871708,0.8,4999.904025871708,3.283188e-12,0.0020029563,4999.909,100,4888.106,8.2072074e-07,500,0.002,0.99563044
0.01,4980.811117603233,2,36546.45838059896,1.0,1.0,190.21301,1.0,36546.45838059896,500.0,498.1,100.0,4980.811117603233,0.8,4980.811117603233,3.5044917e-18,0.01,4980.8105,100,4730.8105,,500,0.009999998,1.0
0.005,4999.914389161505,2,0.030401402235603007,1.0,1.0,134.8397,1.0,0.030401402235603007,500.0,500.0,200.00000010221265,4999.914389161505,0.8,4999.914389161505,2.179301e-19,0.005,4990.3623,100,4813.5854,,500,0.0049999994,1.0
0.0033333334,4999.921291570411,2,0.00803046092779133,1.0,1.0,110.18834,1.0,0.00803046092779133,500.0,500.0,299.999969473632,4999.921291570411,0.8,4999.921291570411,5.4391416e-20,0.0033333334,4993.549,100,4849.2114,,500,0.0033333336,1.0
0.0025,4983.207069537171,2,27888.586911808856,1.0,1.0,126.60404,1.0,27888.586911808856,500.0,498.34,400.0,4983.207069537171,0.8,4983.207069537171,5.434597e-20,0.0025,4990.964,100,4865.964,,500,0.0024999997,1.0
0.00065898494,4999.887251827647,1,0.03710385883524679,0.998865,1.0272969,46.59431,1.4237611,0.03710385883524679,486.7142105026799,500.0,486.464401815651,4999.887251827647,0.8,4999.887251827647,1.1152074e-07,0.002850758,4997.0483,100,4883.7295,0.027816929,500,0.002,0.3291185
0.01,4999.9201230068875,2,0.008528862756128353,1.0,1.0,0.09186911,1.0,0.008528862756128353,500.0,500.0,100.0,4999.9201230068875,0.8,4999.9201230068875,3.5044917e-18,0.01,4999.92,100,4749.92,,500,0.009999998,1.0
0.005,4999.919156568428,2,0.02359297404363081,1.0,1.0,0.12609182,1.0,0.02359297404363081,500.0,500.0,200.00000010221265,4999.919156568428,0.8,4999.919156568428,2.179301e-19,0.005,4999.9194,100,4823.1426,,500,0.0049999994,1.0
0.0033333334,4976.6146642690765,2,54377.57730194634,1.0,1.0,134.40724,1.0,54377.57730194634,500.0,497.68,299.999969473632,4976.6146642690765,0.8,4976.6146642690765,5.4391416e-20,0.0033333334,4992.152,100,4847.8145,,500,0.0033333336,1.0
0.0025,4999.928970759894,2,0.009392719878897976,1.0,1.0,116.44881,1.0,0.009392719878897976,500.0,500.0,400.0,4999.928970759894,0.8,4999.928970759894,5.434597e-20,0.0025,4994.0957,100,4869.0957,,500,0.0024999997,1.0
0.0007847848,4999.920385896086,1,0.008549849967594619,1.004694,1.0170833,44.77872,1.2059202,0.008549849967594619,491.6018248193576,500.0,491.9036580366771,4999.920385896086,0.8,4999.920385896086,6.596925e-08,0.0024005722,4997.9263,100,4885.172,0.016647507,500,0.0019999999,0.39423427
