MaxNormIw,VanillaAvgRet,VarDiscRet,IterType,VarVanillaIw,MaxVanillaIw,AvgNormIw,AvgRet,AvgDiscRet,BatchSize,MinNormIw,VarRet,AvgVanillaIw,VarJ,AvgEpLen,MinVanillaIw,J,ESSClassic,eRenyi2,VarNormIw,Delta,EpsThisIter,ESSRenyi,Bound
0.005,4999.855971684512,0.022220575741782503,1,,1.0,0.0049999994,4999.855971684512,4999.855971684512,200,0.005,0.022220575741782503,1.0,0.13657297,500.0,1.0,4999.8613,200.00000010221265,1.0,2.179301e-19,0.7,100,200.0,4768.4062
0.01,4999.8162761675885,0.03498401237123349,2,,1.0,0.009999998,4999.8162761675885,4999.8162761675885,200,0.01,0.03498401237123349,1.0,0.18612757,500.0,1.0,4999.8164,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.4897
0.005,4999.832140521816,0.03555748807745831,1,,1.0,0.0049999994,4999.832140521816,4999.832140521816,200,0.005,0.03555748807745831,1.0,0.18704125,500.0,1.0,4999.824,200.00000010221265,1.0,2.179301e-19,0.7,100,200.0,4768.369
0.01,4973.2283195515365,70826.90159971871,2,,1.0,0.009999998,4973.2283195515365,4973.2283195515365,200,0.01,70826.90159971871,1.0,264.79922,497.35,1.0,4973.228,100.0,1.0,3.5044917e-18,0.7,100,200.0,4645.9014
0.0059647285,4999.846871531605,0.026162800493146718,1,0.0247664,1.2062447,0.005,4999.846871531605,4999.846871531605,200,0.0014793306,0.026162800493146718,1.0111481,71.17781,500.0,0.29916444,4994.8193,195.29301607012135,1.0257554,6.055825e-07,0.7,100,194.97825596827767,4760.403
0.01,4999.849659621546,0.0210677760111653,2,,1.0,0.009999998,4999.849659621546,4999.849659621546,200,0.01,0.0210677760111653,1.0,0.14444073,500.0,1.0,4999.8496,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.523
0.0050075133,4999.822753418467,0.04590717066968621,1,7.6052027e-07,1.0013845,0.005,4999.822753418467,4999.822753418467,200,0.0049859374,0.04590717066968621,0.99988204,0.18237443,500.0,0.99706984,4999.8364,199.99983555958784,1.0000005,1.9017546e-11,0.7,100,199.99990463261383,4768.3813
0.01,4999.865013370038,0.022779062262659886,2,,1.0,0.009999998,4999.865013370038,4999.865013370038,200,0.01,0.022779062262659886,1.0,0.15016116,500.0,1.0,4999.8647,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.538
0.005,4999.865132822022,0.01893626752207064,1,,1.0,0.0049999994,4999.865132822022,4999.865132822022,200,0.005,0.01893626752207064,1.0,0.14368626,500.0,1.0,4999.865,200.00000010221265,1.0,2.179301e-19,0.7,100,200.0,4768.41
0.01,4999.861502420639,0.02454359520622683,2,,1.0,0.009999998,4999.861502420639,4999.861502420639,200,0.01,0.02454359520622683,1.0,0.15589796,500.0,1.0,4999.8613,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.5347
0.005,4999.836657351349,0.029187830606174463,1,,1.0,0.0049999994,4999.836657351349,4999.836657351349,200,0.005,0.029187830606174463,1.0,0.16356014,500.0,1.0,4999.8496,200.00000010221265,1.0,2.179301e-19,0.7,100,200.0,4768.3945
0.01,4999.839650058995,0.09560338539740235,2,,1.0,0.009999998,4999.839650058995,4999.839650058995,200,0.01,0.09560338539740235,1.0,0.30767524,500.0,1.0,4999.8394,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.5127
0.0054573817,4992.65377675578,5185.1697504948015,1,0.00365486,1.0925225,0.005,4992.65377675578,4992.65377675578,200,0.003492624,5185.1697504948015,1.0009584,35.53241,499.29,0.6991943,4997.333,199.276696405919,1.0040853,9.11966e-08,0.7,100,199.1862638874741,4765.406
0.01,4999.853261230395,0.02312602258822052,2,,1.0,0.009999998,4999.853261230395,4999.853261230395,200,0.01,0.02312602258822052,1.0,0.15131585,500.0,1.0,4999.853,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.5264
0.005,4999.827043111487,0.04233093737106778,1,,1.0,0.0049999994,4999.827043111487,4999.827043111487,200,0.005,0.04233093737106778,1.0,0.18048398,500.0,1.0,4999.8403,200.00000010221265,1.0,2.179301e-19,0.7,100,200.0,4768.3853
0.01,4998.039937354534,323.7149482847016,2,,1.0,0.009999998,4998.039937354534,4998.039937354534,200,0.01,323.7149482847016,1.0,17.9019,499.83,1.0,4998.04,100.0,1.0,3.5044917e-18,0.7,100,200.0,4670.7134
0.0051474576,4999.873449274931,0.017458460754030774,1,0.00056769076,1.0293528,0.0049999994,4999.873449274931,4999.873449274931,200,0.004232276,0.017458460754030774,0.9998653,10.751911,500.0,0.8463412,4999.0957,199.88706566433677,1.000536,1.4196092e-08,0.7,100,199.89286442774926,4767.5786
0.01,4999.854007904908,0.024214787400966997,2,,1.0,0.009999998,4999.854007904908,4999.854007904908,200,0.01,0.024214787400966997,1.0,0.15485278,500.0,1.0,4999.854,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.5273
0.005002261,4999.851429306142,0.02558679904822189,1,6.528454e-08,1.0004766,0.005,4999.851429306142,4999.851429306142,200,0.0049937363,0.02558679904822189,1.0000243,0.15698703,500.0,0.9987716,4999.8535,199.99999760181296,1.0,1.6320546e-12,0.7,100,200.0,4768.3984
0.01,4999.871385033616,0.016808077085088028,2,,1.0,0.009999998,4999.871385033616,4999.871385033616,200,0.01,0.016808077085088028,1.0,0.12902543,500.0,1.0,4999.8716,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.545
0.0050180783,4999.830189129669,0.033761107433404276,1,1.788574e-06,1.0035945,0.005,4999.830189129669,4999.830189129669,200,0.0049779345,0.033761107433404276,0.99997896,0.15940091,500.0,0.99556595,4999.851,199.9996154900559,1.0000012,4.471639e-11,0.7,100,199.99976158170512,4768.396
0.01,4999.882619590856,0.015363650492942475,2,,1.0,0.009999998,4999.882619590856,4999.882619590856,200,0.01,0.015363650492942475,1.0,0.12331552,500.0,1.0,4999.883,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.556
0.0050206245,4999.860470131478,0.016797489366229892,1,1.6943621e-06,1.0041265,0.005,4999.860470131478,4999.860470131478,200,0.004982025,0.016797489366229892,1.0000017,0.1265769,500.0,0.9964066,4999.872,199.99967345250664,1.0000013,4.2358995e-11,0.7,100,199.9997377399069,4768.417
0.01,4999.8667516688665,0.018127002662573846,2,,1.0,0.009999998,4999.8667516688665,4999.8667516688665,200,0.01,0.018127002662573846,1.0,0.13395631,500.0,1.0,4999.8667,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.54
0.005,4999.826287774215,0.027097964901917685,1,,1.0,0.0049999994,4999.826287774215,4999.826287774215,200,0.005,0.027097964901917685,1.0,0.15098757,500.0,1.0,4999.8467,200.00000010221265,1.0,2.179301e-19,0.7,100,200.0,4768.3916
0.01,4999.846762912555,0.028026098602193295,2,,1.0,0.009999998,4999.846762912555,4999.846762912555,200,0.01,0.028026098602193295,1.0,0.16656204,500.0,1.0,4999.8467,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.52
0.0050052702,4999.850050429784,0.02668732897157554,1,5.8914026e-07,1.0010384,0.005,4999.850050429784,4999.850050429784,200,0.0049813213,0.02668732897157554,0.99998444,0.164472,500.0,0.9962487,4999.8486,199.99989760887252,1.0000004,1.4728906e-11,0.7,100,199.99992847445185,4768.3936
0.01,4999.844490913877,0.03139366328779023,2,,1.0,0.009999998,4999.844490913877,4999.844490913877,200,0.01,0.03139366328779023,1.0,0.17628305,500.0,1.0,4999.844,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.5176
0.0050069536,4999.820329193572,0.043497596281246116,1,4.7122472e-07,1.0014281,0.005,4999.820329193572,4999.820329193572,200,0.004980825,0.043497596281246116,1.0000373,0.19265467,500.0,0.9962022,4999.833,199.99989869317662,1.0000004,1.17797464e-11,0.7,100,199.99992847445185,4768.378
0.01,4999.833474810403,0.030247953418289,2,,1.0,0.009999998,4999.833474810403,4999.833474810403,200,0.01,0.030247953418289,1.0,0.17305341,500.0,1.0,4999.834,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.5073
0.005006356,4999.833894384144,0.05103366697591687,1,6.7304245e-07,1.0012028,0.005,4999.833894384144,4999.833894384144,200,0.0049832757,0.05103366697591687,0.99993163,0.20032153,500.0,0.99658704,4999.834,199.99984611669342,1.0000005,1.682837e-11,0.7,100,199.99990463261383,4768.379
0.01,4999.813422185569,0.03368353829255273,2,,1.0,0.009999998,4999.813422185569,4999.813422185569,200,0.01,0.03368353829255273,1.0,0.18262799,500.0,1.0,4999.8135,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.487
0.0050002458,4999.87239710497,0.01874115337263446,1,8.4752416e-10,1.000048,0.005,4999.87239710497,4999.87239710497,200,0.004999122,0.01874115337263446,0.9999989,0.16376713,500.0,0.99982333,4999.8433,199.99997746584245,1.0,2.1189097e-14,0.7,100,200.0,4768.388
0.01,4999.801230121911,0.05598186051281328,2,,1.0,0.009999998,4999.801230121911,4999.801230121911,200,0.01,0.05598186051281328,1.0,0.23542963,500.0,1.0,4999.801,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.474
0.005,4999.848845167369,0.02534971205234251,1,,1.0,0.0049999994,4999.848845167369,4999.848845167369,200,0.005,0.02534971205234251,1.0,0.20205657,500.0,1.0,4999.825,200.00000010221265,1.0,2.179301e-19,0.7,100,200.0,4768.37
0.01,4999.821184980712,0.033046035708085626,2,,1.0,0.009999998,4999.821184980712,4999.821184980712,200,0.01,0.033046035708085626,1.0,0.18089308,500.0,1.0,4999.8213,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.4946
0.0050040116,4999.844896689054,0.03744032245937775,1,4.1344032e-07,1.0007899,0.005,4999.844896689054,4999.844896689054,200,0.0049856845,0.03744032245937775,0.99998754,0.18699557,500.0,0.9971245,4999.8335,199.99990802679773,1.0000002,1.0336183e-11,0.7,100,199.99995231629555,4768.3784
0.01,4999.855010450819,0.01884517976695883,2,,1.0,0.009999998,4999.855010450819,4999.855010450819,200,0.01,0.01884517976695883,1.0,0.13658623,500.0,1.0,4999.855,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.5283
0.005017773,4999.816357793344,0.07039142708030642,1,2.7087335e-06,1.0033351,0.005,4999.816357793344,4999.816357793344,200,0.004970567,0.07039142708030642,0.99978137,0.21039528,500.0,0.993896,4999.8364,199.99950073641617,1.0000019,6.7748106e-11,0.7,100,199.99961853100103,4768.3813
0.01,4999.8713102291795,0.018534902779231748,2,,1.0,0.009999998,4999.8713102291795,4999.8713102291795,200,0.01,0.018534902779231748,1.0,0.13545871,500.0,1.0,4999.871,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.5444
0.0050222566,4999.806182000658,0.08242383486643996,1,6.443602e-06,1.004262,0.005,4999.806182000658,4999.806182000658,200,0.004931665,0.08242383486643996,0.9998115,0.22400706,500.0,0.9861471,4999.8394,199.99871543609663,1.0000052,1.6115098e-10,0.7,100,199.99895096375437,4768.384
0.01,4999.825812003997,0.03693204143941338,2,,1.0,0.009999998,4999.825812003997,4999.825812003997,200,0.01,0.03693204143941338,1.0,0.19124584,500.0,1.0,4999.826,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.4995
0.005,4999.851361263885,0.022732312043523606,1,,1.0,0.0049999994,4999.851361263885,4999.851361263885,200,0.005,0.022732312043523606,1.0,0.17234582,500.0,1.0,4999.839,200.00000010221265,1.0,2.179301e-19,0.7,100,200.0,4768.384
0.01,4999.801877395594,0.03850963707282209,2,,1.0,0.009999998,4999.801877395594,4999.801877395594,200,0.01,0.03850963707282209,1.0,0.19523829,500.0,1.0,4999.802,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.475
0.0050057704,4999.832370302305,0.03287963937945922,1,4.0465574e-07,1.0011355,0.005,4999.832370302305,4999.832370302305,200,0.004984954,0.03287963937945922,0.99998146,0.18846825,500.0,0.99697226,4999.8174,199.99994822715033,1.0000023,1.0116852e-11,0.7,100,199.99954700572573,4768.3623
0.01,4991.855338320459,6399.266988442208,2,,1.0,0.009999998,4991.855338320459,4991.855338320459,200,0.01,6399.266988442208,1.0,79.59446,499.21,1.0,4991.855,100.0,1.0,3.5044917e-18,0.7,100,200.0,4664.5283
0.0055915797,4999.816783112883,0.032370286231056276,1,0.006629701,1.1189166,0.005000001,4999.816783112883,4999.816783112883,200,0.0027673577,0.032370286231056276,1.0005372,31.29897,500.0,0.5537688,4997.621,198.69070130165863,1.0061303,1.655646e-07,0.7,100,198.78140286892244,4765.4575
0.01,4998.505426637042,169.0663450572443,2,,1.0,0.009999998,4998.505426637042,4998.505426637042,200,0.01,169.0663450572443,1.0,12.937385,499.88,1.0,4998.5054,100.0,1.0,3.5044917e-18,0.7,100,200.0,4671.1787
0.00512363,4999.828567316468,0.022794765128962287,1,0.0004722307,1.0254736,0.005,4999.828567316468,4999.828567316468,200,0.0043164347,0.022794765128962287,1.0007296,7.924539,500.0,0.86391675,4999.256,199.90620964718167,1.0003737,1.1788564e-08,0.7,100,199.92528369851175,4767.758
0.01,4999.841146740947,0.026920085966686182,2,,1.0,0.009999998,4999.841146740947,4999.841146740947,200,0.01,0.026920085966686182,1.0,0.16324669,500.0,1.0,4999.8413,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.5146
0.0059354156,4981.512753883201,33567.69370842815,1,0.019752933,1.1910975,0.005,4981.512753883201,4981.512753883201,200,0.0020164156,33567.69370842815,1.0033817,52.274834,498.18,0.4046469,4996.148,196.17037276757355,1.0176525,4.905002e-07,0.7,100,196.5307388532883,4762.659
0.01,4999.84157148612,0.026269794383757022,2,,1.0,0.009999998,4999.84157148612,4999.84157148612,200,0.01,0.026269794383757022,1.0,0.16127543,500.0,1.0,4999.842,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.515
0.005,4999.8611565703895,0.022116828299155004,1,,1.0,0.0049999994,4999.8611565703895,4999.8611565703895,200,0.005,0.022116828299155004,1.0,0.15506935,500.0,1.0,4999.8516,200.00000010221265,1.0,2.179301e-19,0.7,100,200.0,4768.3965
0.01,4983.227375134078,27619.17541930125,2,,1.0,0.009999998,4983.227375134078,4983.227375134078,200,0.01,27619.17541930125,1.0,165.35713,498.35,1.0,4983.227,100.0,1.0,3.5044917e-18,0.7,100,200.0,4655.9004
0.006152491,4999.839503338956,0.03463731207789768,1,0.01607524,1.2342652,0.005000001,4999.839503338956,4999.839503338956,200,0.0023752411,0.03463731207789768,1.0030614,55.83446,500.0,0.47650254,4995.8994,196.87025188523606,1.0143285,3.9943166e-07,0.7,100,197.1747850814286,4762.792
0.01,4999.831750216483,0.022554047704226754,2,,1.0,0.009999998,4999.831750216483,4999.831750216483,200,0.01,0.022554047704226754,1.0,0.14941488,500.0,1.0,4999.832,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.5054
0.005008608,4999.82699400416,0.11840105569675992,1,7.8821785e-07,1.0017726,0.005,4999.82699400416,4999.82699400416,200,0.0049717105,0.11840105569675992,1.0000509,0.2631203,500.0,0.9943927,4999.8296,199.99980116200697,1.0000005,1.970347e-11,0.7,100,199.99990463261383,4768.3745
0.01,4999.838879624449,0.02497535906097375,2,,1.0,0.009999998,4999.838879624449,4999.838879624449,200,0.01,0.02497535906097375,1.0,0.15723264,500.0,1.0,4999.8394,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.5127
0.005,4999.862313514648,0.017212049636786308,1,,1.0,0.0049999994,4999.862313514648,4999.862313514648,200,0.005,0.017212049636786308,1.0,0.14498927,500.0,1.0,4999.8506,200.00000010221265,1.0,2.179301e-19,0.7,100,200.0,4768.3955
0.01,4999.849146163234,0.03250463682868973,2,,1.0,0.009999998,4999.849146163234,4999.849146163234,200,0.01,0.03250463682868973,1.0,0.17941366,500.0,1.0,4999.849,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.5225
0.00643725,4964.030121493251,128166.74794857178,1,0.03757219,1.2554407,0.005,4964.030121493251,4964.030121493251,200,0.0007864217,128166.74794857178,0.9751375,39.88863,496.43,0.15337385,4997.0264,192.43442626847028,1.0264215,9.878131e-07,0.7,100,194.8517162339575,4762.5337
0.01,4999.862325267674,0.015618670269317621,2,,1.0,0.009999998,4999.862325267674,4999.862325267674,200,0.01,0.015618670269317621,1.0,0.1243337,500.0,1.0,4999.8623,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.5356
0.0050006937,4999.854558536834,0.02356978759552992,1,3.8150496e-09,1.0001371,0.005,4999.854558536834,4999.854558536834,200,0.0049992013,0.02356978759552992,0.99999833,0.13931188,500.0,0.9998386,4999.859,200.00003003910692,1.0,9.5377035e-14,0.7,100,200.0,4768.404
0.01,4999.842674052745,0.021219602810339407,2,,1.0,0.009999998,4999.842674052745,4999.842674052745,200,0.01,0.021219602810339407,1.0,0.14494585,500.0,1.0,4999.843,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.516
0.0050304593,4999.855583061711,0.02185256155459443,1,2.428734e-06,1.006193,0.0049999994,4999.855583061711,4999.855583061711,200,0.004964399,0.02185256155459443,1.0001006,0.14609954,500.0,0.9929797,4999.8496,199.99951857904222,1.0000011,6.070612e-11,0.7,100,199.99978542350902,4768.3945
0.01,4999.847241106457,0.031150630512891023,2,,1.0,0.009999998,4999.847241106457,4999.847241106457,200,0.01,0.031150630512891023,1.0,0.17558327,500.0,1.0,4999.847,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.5205
0.0050034607,4999.859012858147,0.02103449973802773,1,6.299786e-08,1.000684,0.005,4999.859012858147,4999.859012858147,200,0.0049957326,0.02103449973802773,0.9999919,0.16078402,500.0,0.9991385,4999.8535,199.99997514271527,1.0,1.5750333e-12,0.7,100,200.0,4768.3984
0.01,4999.851905888379,0.02400279510091418,2,,1.0,0.009999998,4999.851905888379,4999.851905888379,200,0.01,0.02400279510091418,1.0,0.15415597,500.0,1.0,4999.852,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.5254
0.005011452,4999.869994996217,0.016239273247499384,1,1.425864e-06,1.0022987,0.005,4999.869994996217,4999.869994996217,200,0.0049692546,0.016239273247499384,1.0000083,0.14133243,500.0,0.9938592,4999.8613,199.99971200720597,1.0000012,3.564611e-11,0.7,100,199.99976158170512,4768.4062
0.01,4999.868153586588,0.017451942936844995,2,,1.0,0.009999998,4999.868153586588,4999.868153586588,200,0.01,0.017451942936844995,1.0,0.13146074,500.0,1.0,4999.8677,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.541
0.005024375,4999.85654143816,0.021568170836502122,1,2.4932513e-06,1.0050442,0.005,4999.85654143816,4999.85654143816,200,0.004976494,0.021568170836502122,1.0001684,0.13897425,500.0,0.9954664,4999.863,199.99948948636055,1.0000023,6.2310365e-11,0.7,100,199.99954700572573,4768.4077
0.01,4999.843181048396,0.022041373891864658,2,,1.0,0.009999998,4999.843181048396,4999.843181048396,200,0.01,0.022041373891864658,1.0,0.14773045,500.0,1.0,4999.843,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.516
0.0050027138,4999.8316710510835,0.031290851079208835,1,7.9502826e-08,1.0005472,0.005,4999.8316710510835,4999.8316710510835,200,0.0049955747,0.031290851079208835,1.0000044,0.16255666,500.0,0.99911934,4999.838,199.99996286504924,1.0,1.9875516e-12,0.7,100,200.0,4768.383
0.01,4999.854191905472,0.020798875850538596,2,,1.0,0.009999998,4999.854191905472,4999.854191905472,200,0.01,0.020798875850538596,1.0,0.14346772,500.0,1.0,4999.854,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.5273
0.005,4999.841265944097,0.017340512009826742,1,,1.0,0.0049999994,4999.841265944097,4999.841265944097,200,0.005,0.017340512009826742,1.0,0.13752888,500.0,1.0,4999.8477,200.00000010221265,1.0,2.179301e-19,0.7,100,200.0,4768.3926
0.01,4999.818141679455,0.029913959358425314,2,,1.0,0.009999998,4999.818141679455,4999.818141679455,200,0.01,0.029913959358425314,1.0,0.17207497,500.0,1.0,4999.818,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.491
0.0050005126,4999.848001162562,0.02185487666833457,1,2.7941642e-09,1.0001073,0.005,4999.848001162562,4999.848001162562,200,0.004999228,0.02185487666833457,1.0000048,0.16076334,500.0,0.9998503,4999.8335,200.00000401322418,1.0,6.985251e-14,0.7,100,200.0,4768.3784
0.01,4999.862831100672,0.022642930223281527,2,,1.0,0.009999998,4999.862831100672,4999.862831100672,200,0.01,0.022642930223281527,1.0,0.1497213,500.0,1.0,4999.863,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.536
0.005,4999.865746687864,0.018138597559205567,1,,1.0,0.0049999994,4999.865746687864,4999.865746687864,200,0.005,0.018138597559205567,1.0,0.14207453,500.0,1.0,4999.8643,200.00000010221265,1.0,2.179301e-19,0.7,100,200.0,4768.409
0.01,4999.836431276835,0.022686166815331695,2,,1.0,0.009999998,4999.836431276835,4999.836431276835,200,0.01,0.022686166815331695,1.0,0.14985092,500.0,1.0,4999.837,100.0,1.0,3.5044917e-18,0.7,100,200.0,4672.5103
0.005,4999.852694166571,0.0177012498447395,1,,1.0,0.0049999994,4999.852694166571,4999.852694166571,200,0.005,0.0177012498447395,1.0,0.1416227,500.0,1.0,4999.8447,200.00000010221265,1.0,2.179301e-19,0.7,100,200.0,4768.3896
0.01,4991.772198916118,6562.51295319719,2,,1.0,0.009999998,4991.772198916118,4991.772198916118,200,0.01,6562.51295319719,1.0,80.60327,499.2,1.0,4991.772,100.0,1.0,3.5044917e-18,0.7,100,200.0,4664.4453
