VarJ,ESSRenyi,Delta,MinNormIw,BatchSize,MaxVanillaIw,AvgEpLen,VarDiscRet,VarNormIw,MinVanillaIw,ESSClassic,VarRet,VarVanillaIw,eRenyi2,AvgRet,IterType,AvgNormIw,J,AvgDiscRet,Bound,EpsThisIter,AvgVanillaIw,VanillaAvgRet,MaxNormIw
34.8516,400.0,0.9,0.01,400,1.0,40.8,1226.9039302,3.50449e-18,1.0,100.0,1226.9039302,,1.0,14.0527569136,2,0.01,14.0528,14.0527569136,11.1947,100,1.0,14.0527569136,0.01
35.2805,400.0,0.9,0.005,400,1.0,50.86,1231.61294517,2.1793e-19,1.0,200.000000102,1231.61294517,,1.0,3.51798512345,2,0.005,8.78537,3.51798512345,6.76441,100,1.0,3.51798512345,0.005
48.388,400.0,0.9,0.00333333,400,1.0,59.92,4348.68892312,5.43914e-20,1.0,299.999969474,4348.68892312,,1.0,27.3419962156,2,0.00333333,14.9709,27.3419962156,12.1036,100,1.0,27.3419962156,0.00333333
48.2504,461.092657626,0.9,6.89591e-09,500,4.3923,50.06,434.687472035,1.21443e-06,4.38412e-06,335.057999365,1914.58713113,0.490858,1.08438,1.51505945919,,0.0025,10.1189,-6.74891818058,7.53313,100,1.58939,1.51505945919,0.00690877
0.0521934,457.516048988,0.9,5.56538e-08,500,326075.0,42.78,387.363266975,0.000162962,0.217788,12.0022217912,387.363266975,2.49553e+09,1.09286,0.665267664509,1,0.002,92.9081,0.665267664509,91.3527,100,7826.51,0.665267664509,0.0833256
18.4543,500.0,0.9,0.01,500,1.0,42.32,343.999923204,3.50449e-18,1.0,100.0,343.999923204,,1.0,11.4310267502,2,0.01,11.431,11.4310267502,9.81339,100,1.0,11.4310267502,0.01
23.5837,500.0,0.9,0.005,500,1.0,49.34,489.866192809,2.1793e-19,1.0,200.000000102,489.866192809,,1.0,-12.5212606992,2,0.005,-0.545117,-12.5212606992,-1.81852,100,1.0,-12.5212606992,0.005
26.7156,500.0,0.9,0.00333333,500,1.0,40.88,1003.54019405,5.43914e-20,1.0,299.999969474,1003.54019405,,1.0,6.73020115589,2,0.00333333,1.87999,6.73020115589,0.840262,100,1.0,6.73020115589,0.00333333
25.35,500.0,0.9,0.0025,500,1.0,69.74,323.028761303,5.4346e-20,1.0,400.0,323.028761303,,1.0,13.9642532941,2,0.0025,4.90105,13.9642532941,4.00063,100,1.0,13.9642532941,0.0025
0.0357501,448.219205837,0.9,2.21736e-08,500,440272.0,105.26,1301.31057106,0.00016297,0.117157,12.0016291077,1301.31057106,4.54958e+09,1.11553,15.7738911144,1,0.002,95.5722,15.7738911144,94.0674,100,10567.2,15.7738911144,0.0833277
17.3539,500.0,0.9,0.01,500,1.0,33.54,304.198406962,3.50449e-18,1.0,100.0,304.198406962,,1.0,0.187250882448,2,0.01,0.187251,0.187250882448,-1.10907,100,1.0,0.187250882448,0.01
26.4252,500.0,0.9,0.005,500,1.0,38.26,1087.08734581,2.1793e-19,1.0,200.000000102,1087.08734581,,1.0,6.38560374807,2,0.005,3.28643,6.38560374807,1.37909,100,1.0,6.38560374807,0.005
25.2128,500.0,0.9,0.00333333,500,1.0,40.64,499.482869213,5.43914e-20,1.0,299.999969474,499.482869213,,1.0,8.18397714603,2,0.00333333,4.91894,8.18397714603,3.36161,100,1.0,8.18397714603,0.00333333
32.6688,500.0,0.9,0.0025,500,1.0,42.6,2013.82324394,5.4346e-20,1.0,400.0,2013.82324394,,1.0,-17.2397266048,2,0.0025,-0.620724,-17.2397266048,-2.55306,100,1.0,-17.2397266048,0.0025
0.0198695,436.165730133,0.9,8.13479e-10,500,1.0295e+06,49.82,1625.69934567,0.000196377,0.00837512,10.0007847696,1625.69934567,2.08152e+10,1.14635,-13.4641351417,1,0.002,80.9186,-13.4641351417,79.044,100,20590.9,-13.4641351417,0.0999961
46.2567,500.0,0.9,0.01,500,1.0,39.64,2161.2982286,3.50449e-18,1.0,100.0,2161.2982286,,1.0,-4.37329368441,2,0.01,-4.37329,-4.37329368441,-8.47365,100,1.0,-4.37329368441,0.01
34.0655,500.0,0.9,0.005,500,1.0,37.28,172.640072157,2.1793e-19,1.0,200.000000102,172.640072157,,1.0,-8.91717097548,2,0.005,-6.64523,-8.91717097548,-9.54462,100,1.0,-8.91717097548,0.005
29.0082,500.0,0.9,0.00333333,500,1.0,31.3,135.130106317,5.43914e-20,1.0,299.999969474,135.130106317,,1.0,3.58144225213,2,0.00333333,-3.23634,3.58144225213,-5.60368,100,1.0,3.58144225213,0.00333333
28.6378,500.0,0.9,0.0025,500,1.0,44.82,761.676803225,5.4346e-20,1.0,400.0,761.676803225,,1.0,-4.87204843889,2,0.0025,-3.64527,-4.87204843889,-5.69544,100,1.0,-4.87204843889,0.0025
0.0498388,453.25118778,0.9,3.18512e-08,500,394813.0,45.56,1393.13781389,0.00019636,0.125763,10.0016507594,1393.13781389,3.06131e+09,1.10314,-6.50546958559,1,0.002,83.1841,-6.50546958559,81.2581,100,7896.91,-6.50546958559,0.0999917
10.6374,500.0,0.9,0.01,500,1.0,32.66,114.297011668,3.50449e-18,1.0,100.0,114.297011668,,1.0,1.1544182007,2,0.01,1.15442,1.1544182007,0.62839,100,1.0,1.1544182007,0.01
13.8992,500.0,0.9,0.005,500,1.0,84.18,243.679626112,2.1793e-19,1.0,200.000000102,243.679626112,,1.0,9.15142860998,2,0.005,5.15292,9.15142860998,4.25245,100,1.0,9.15142860998,0.005
19.0834,500.0,0.9,0.00333333,500,1.0,39.66,705.352765789,5.43914e-20,1.0,299.999969474,705.352765789,,1.0,1.72114841699,2,0.00333333,4.009,1.72114841699,3.03568,100,1.0,1.72114841699,0.00333333
19.3661,500.0,0.9,0.0025,500,1.0,42.9,359.487072193,5.4346e-20,1.0,400.0,359.487072193,,1.0,12.3166902566,2,0.0025,6.08592,12.3166902566,5.243,100,1.0,12.3166902566,0.0025
0.115722,457.810134335,0.9,7.29478e-08,500,308428.0,40.88,2155.17757638,0.000196343,0.225019,10.0024612421,2155.17757638,1.86823e+09,1.09216,13.7225060673,1,0.002,141.446,13.7225060673,139.242,100,6169.32,13.7225060673,0.0999877
40.4903,500.0,0.9,0.01,500,1.0,47.66,1656.02489301,3.50449e-18,1.0,100.0,1656.02489301,,1.0,-19.9889601606,2,0.01,-19.989,-19.9889601606,-24.423,100,1.0,-19.9889601606,0.01
68.1136,500.0,0.9,0.005,500,1.0,84.72,7599.10294767,2.1793e-19,1.0,200.000000102,7599.10294767,,1.0,-35.2439569692,2,0.005,-27.6165,-35.2439569692,-33.9309,100,1.0,-35.2439569692,0.005
57.131,500.0,0.9,0.00333333,500,1.0,45.66,90.3087420475,5.43914e-20,1.0,299.999969474,90.3087420475,,1.0,-2.41215729731,2,0.00333333,-19.215,-2.41215729731,-24.3707,100,1.0,-2.41215729731,0.00333333
53.2417,500.0,0.9,0.0025,500,1.0,47.98,735.193916325,5.4346e-20,1.0,400.0,735.193916325,,1.0,13.8312962361,2,0.0025,-10.9534,13.8312962361,-15.4184,100,1.0,13.8312962361,0.0025
0.103652,453.335301895,0.9,1.71514e-08,500,194296.0,40.64,335.52482775,0.00019632,0.0333306,10.0036106007,335.52482775,7.41399e+08,1.10294,6.58862012508,1,0.002,78.6639,6.58862012508,74.4698,100,3886.63,6.58862012508,0.0999819
22.3856,500.0,0.9,0.01,500,1.0,48.04,506.17880609,3.50449e-18,1.0,100.0,506.17880609,,1.0,8.9890488298,2,0.01,8.98905,8.9890488298,6.96856,100,1.0,8.9890488298,0.01
32.9167,500.0,0.9,0.005,500,1.0,33.44,1279.61955707,2.1793e-19,1.0,200.000000102,1279.61955707,,1.0,-19.2625513153,2,0.005,-5.13675,-19.2625513153,-7.93558,100,1.0,-19.2625513153,0.005
31.676,500.0,0.9,0.00333333,500,1.0,41.06,734.717959279,5.43914e-20,1.0,299.999969474,734.717959279,,1.0,8.03819417382,2,0.00333333,-0.745102,8.03819417382,-3.03034,100,1.0,8.03819417382,0.00333333
30.5483,500.0,0.9,0.0025,500,1.0,72.12,654.943386084,5.4346e-20,1.0,400.0,654.943386084,,1.0,-10.6974181522,2,0.0025,-3.23318,-10.6974181522,-5.21226,100,1.0,-10.6974181522,0.0025
0.044551,462.068205754,0.9,3.06772e-08,500,303535.0,33.98,413.167219155,0.000162956,0.111751,12.0026170157,413.167219155,2.16245e+09,1.08209,-4.78824596213,1,0.002,65.7246,-4.78824596213,63.8832,100,7285.63,-4.78824596213,0.0833242
13.2851,500.0,0.9,0.01,500,1.0,25.9,178.275866188,3.50449e-18,1.0,100.0,178.275866188,,1.0,-1.43121882346,2,0.01,-1.43122,-1.43121882346,-2.26864,100,1.0,-1.43121882346,0.01
19.157,500.0,0.9,0.005,500,1.0,39.2,555.903845137,2.1793e-19,1.0,200.000000102,555.903845137,,1.0,-5.21136691429,2,0.005,-3.32129,-5.21136691429,-4.31811,100,1.0,-5.21136691429,0.005
30.1499,500.0,0.9,0.00333333,500,1.0,57.44,1648.78954306,5.43914e-20,1.0,299.999969474,1648.78954306,,1.0,-26.5836032251,2,0.00333333,-11.0754,-26.5836032251,-13.4715,100,1.0,-26.5836032251,0.00333333
28.0238,500.0,0.9,0.0025,500,1.0,40.72,156.361300847,5.4346e-20,1.0,400.0,156.361300847,,1.0,7.52579547113,2,0.0025,-6.4251,7.52579547113,-8.50021,100,1.0,7.52579547113,0.0025
0.0436262,453.583416964,0.9,7.61108e-09,500,166166.0,44.68,924.325321393,0.000162929,0.0151793,12.0045646563,924.325321393,6.48053e+08,1.10233,-9.37999394098,1,0.002,41.0123,-9.37999394098,39.0636,100,3988.74,-9.37999394098,0.0833175
23.3557,500.0,0.9,0.01,500,1.0,59.3,550.999189741,3.50449e-18,1.0,100.0,550.999189741,,1.0,-6.96920801501,2,0.01,-6.96921,-6.96920801501,-8.69169,100,1.0,-6.96920801501,0.01
19.3645,500.0,0.9,0.005,500,1.0,37.66,183.336157365,2.1793e-19,1.0,200.000000102,183.336157365,,1.0,-0.190526233932,2,0.005,-3.57987,-0.190526233932,-4.79784,100,1.0,-0.190526233932,0.005
33.6709,500.0,0.9,0.00333333,500,1.0,55.62,2638.30680658,5.43914e-20,1.0,299.999969474,2638.30680658,,1.0,4.09724476271,2,0.00333333,-1.02083,4.09724476271,-3.24023,100,1.0,4.09724476271,0.00333333
39.271,500.0,0.9,0.0025,500,1.0,53.84,2614.36465051,5.4346e-20,1.0,400.0,2614.36465051,,1.0,-16.4887708899,2,0.0025,-4.88782,-16.4887708899,-7.41069,100,1.0,-16.4887708899,0.0025
0.0794801,460.307804417,0.9,1.03676e-07,500,205418.0,34.6,319.628048999,0.000162941,0.255602,12.0036758479,319.628048999,9.90388e+08,1.08623,8.94460978056,1,0.002,77.7776,8.94460978056,75.4258,100,4930.79,8.94460978056,0.0833206
30.142,500.0,0.9,0.01,500,1.0,43.14,917.714491097,3.50449e-18,1.0,100.0,917.714491097,,1.0,-10.9595358161,2,0.01,-10.9595,-10.9595358161,-13.5362,100,1.0,-10.9595358161,0.01
25.0456,500.0,0.9,0.005,500,1.0,42.36,341.534575796,2.1793e-19,1.0,200.000000102,341.534575796,,1.0,-6.98187235405,2,0.005,-8.9707,-6.98187235405,-10.7927,100,1.0,-6.98187235405,0.005
25.2507,500.0,0.9,0.00333333,500,1.0,38.68,613.429430238,5.43914e-20,1.0,299.999969474,613.429430238,,1.0,-0.229791308623,2,0.00333333,-6.05707,-0.229791308623,-7.54472,100,1.0,-0.229791308623,0.00333333
23.9852,500.0,0.9,0.0025,500,1.0,50.98,289.115581218,5.4346e-20,1.0,400.0,289.115581218,,1.0,5.61225236726,2,0.0025,-3.13974,5.61225236726,-4.42808,100,1.0,5.61225236726,0.0025
0.0208234,453.448711846,0.9,1.37007e-08,500,407718.0,56.16,600.730207485,0.000162964,0.0670379,12.0020612319,600.730207485,3.90164e+09,1.10266,-2.38722043473,1,0.002,42.9241,-2.38722043473,41.714,100,9786.06,-2.38722043473,0.0833262
52.1262,500.0,0.9,0.01,500,1.0,50.3,2744.5862384,3.50449e-18,1.0,100.0,2744.5862384,,1.0,13.5508769471,2,0.01,13.5509,13.5508769471,9.21886,100,1.0,13.5508769471,0.01
39.2259,500.0,0.9,0.005,500,1.0,33.32,197.46667152,2.1793e-19,1.0,200.000000102,197.46667152,,1.0,-4.59889006618,2,0.005,4.47599,-4.59889006618,1.4128,100,1.0,-4.59889006618,0.005
41.5791,500.0,0.9,0.00333333,500,1.0,43.32,2053.2718421,5.43914e-20,1.0,299.999969474,2053.2718421,,1.0,15.1804814591,2,0.00333333,8.04416,15.1804814591,5.54307,100,1.0,15.1804814591,0.00333333
37.6304,500.0,0.9,0.0025,500,1.0,31.58,350.819540711,5.4346e-20,1.0,400.0,350.819540711,,1.0,-5.14147827055,2,0.0025,4.74775,-5.14147827055,2.58174,100,1.0,-5.14147827055,0.0025
0.0667131,456.246975978,0.9,1.38376e-08,500,354739.0,34.3,292.119400052,0.000162963,0.05891,12.002118645,292.119400052,2.95356e+09,1.0959,-4.93205265051,1,0.002,124.062,-4.93205265051,122.034,100,8514.48,-4.93205265051,0.083326
35.0636,500.0,0.9,0.01,500,1.0,41.0,1241.87509008,3.50449e-18,1.0,100.0,1241.87509008,,1.0,-12.5341800257,2,0.01,-12.5342,-12.5341800257,-14.4141,100,1.0,-12.5341800257,0.01
40.5401,500.0,0.9,0.005,500,1.0,57.72,2066.6245059,2.1793e-19,1.0,200.000000102,2066.6245059,,1.0,-7.719286544,2,0.005,-10.1267,-7.719286544,-11.9647,100,1.0,-7.719286544,0.005
38.0373,500.0,0.9,0.00333333,500,1.0,45.66,851.010497738,5.43914e-20,1.0,299.999969474,851.010497738,,1.0,7.66411937856,2,0.00333333,-4.19645,7.66411937856,-5.72212,100,1.0,7.66411937856,0.00333333
35.7201,500.0,0.9,0.0025,500,1.0,47.74,766.526800979,5.4346e-20,1.0,400.0,766.526800979,,1.0,-6.59509460451,2,0.0025,-4.79611,-6.59509460451,-6.11738,100,1.0,-6.59509460451,0.0025
0.0128804,443.76843611,0.9,3.29491e-09,500,1.48517e+06,44.24,247.6012554,0.000196381,0.0489366,10.0005742516,247.6012554,4.33191e+10,1.12671,16.4192616162,1,0.002,79.2744,16.4192616162,78.02,100,29704.3,16.4192616162,0.0999971
70.9109,500.0,0.9,0.01,500,1.0,49.26,5079.14141176,3.50449e-18,1.0,100.0,5079.14141176,,1.0,22.5502392956,2,0.01,22.5502,22.5502392956,14.7768,100,1.0,22.5502392956,0.01
52.1776,500.0,0.9,0.005,500,1.0,40.78,240.431581527,2.1793e-19,1.0,200.000000102,240.431581527,,1.0,3.64965671337,2,0.005,13.0999,3.64965671337,7.60328,100,1.0,3.64965671337,0.005
46.276,500.0,0.9,0.00333333,500,1.0,42.62,789.697818599,5.43914e-20,1.0,299.999969474,789.697818599,,1.0,-4.11716760587,2,0.00333333,7.36091,-4.11716760587,2.8729,100,1.0,-4.11716760587,0.00333333
48.5559,500.0,0.9,0.0025,500,1.0,55.6,2663.3301866,5.4346e-20,1.0,400.0,2663.3301866,,1.0,-14.8382327447,2,0.0025,1.81112,-14.8382327447,-2.07561,100,1.0,-14.8382327447,0.0025
0.11104,452.802731042,0.9,2.92875e-08,500,493921.0,38.18,923.770640803,0.000196365,0.144667,10.0013709749,923.770640803,4.79114e+09,1.10423,8.98686493929,1,0.002,233.188,8.98686493929,229.535,100,9879.09,8.98686493929,0.0999932
46.0767,500.0,0.9,0.01,500,1.0,52.14,2144.50314708,3.50449e-18,1.0,100.0,2144.50314708,,1.0,12.8309449685,2,0.01,12.8309,12.8309449685,8.60483,100,1.0,12.8309449685,0.01
35.3694,500.0,0.9,0.005,500,1.0,39.4,372.596832066,2.1793e-19,1.0,200.000000102,372.596832066,,1.0,8.34603256962,2,0.005,10.5885,8.34603256962,7.60017,100,1.0,8.34603256962,0.005
33.9002,500.0,0.9,0.00333333,500,1.0,52.74,840.808674117,5.43914e-20,1.0,299.999969474,840.808674117,,1.0,-2.44687134674,2,0.00333333,6.24337,-2.44687134674,3.80342,100,1.0,-2.44687134674,0.00333333
31.1093,500.0,0.9,0.0025,500,1.0,34.68,404.422921487,5.4346e-20,1.0,400.0,404.422921487,,1.0,0.691316253615,2,0.0025,4.85536,0.691316253615,2.7423,100,1.0,0.691316253615,0.0025
0.121194,457.20026231,0.9,8.2287e-08,500,212383.0,52.3,2430.71687157,0.000162945,0.209747,12.0034184707,2430.71687157,1.05869e+09,1.09361,-33.3835772726,1,0.002,126.765,-33.3835772726,124.469,100,5097.93,-33.3835772726,0.0833215
21.8195,500.0,0.9,0.01,500,1.0,42.92,480.8987909,3.50449e-18,1.0,100.0,480.8987909,,1.0,6.74539814921,2,0.01,6.7454,6.74539814921,4.86507,100,1.0,6.74539814921,0.01
29.6542,500.0,0.9,0.005,500,1.0,44.9,1245.33046872,2.1793e-19,1.0,200.000000102,1245.33046872,,1.0,-3.23169012881,2,0.005,1.75685,-3.23169012881,-0.581055,100,1.0,-3.23169012881,0.005
26.0891,500.0,0.9,0.00333333,500,1.0,39.64,272.826270022,5.43914e-20,1.0,299.999969474,272.826270022,,1.0,6.18697981099,2,0.00333333,3.23356,6.18697981099,1.32467,100,1.0,6.18697981099,0.00333333
23.7479,500.0,0.9,0.0025,500,1.0,33.12,215.957983468,5.4346e-20,1.0,400.0,215.957983468,,1.0,3.6427014405,2,0.0025,3.33585,3.6427014405,1.6827,100,1.0,3.6427014405,0.0025
0.00848819,446.429757443,0.9,2.08318e-09,500,1.56794e+06,40.88,214.433652451,0.000196382,0.0326638,10.000522307,214.433652451,4.82817e+10,1.12,2.73663504771,1,0.002,56.4086,2.73663504771,54.8438,100,31359.6,2.73663504771,0.0999974
31.6594,500.0,0.9,0.01,500,1.0,49.02,1012.4401555,3.50449e-18,1.0,100.0,1012.4401555,,1.0,18.8085808118,2,0.01,18.8086,18.8085808118,16.1229,100,1.0,18.8085808118,0.01
38.4387,500.0,0.9,0.005,500,1.0,56.76,1333.38564183,2.1793e-19,1.0,200.000000102,1333.38564183,,1.0,-16.7640539563,2,0.005,1.02226,-16.7640539563,-0.921904,100,1.0,-16.7640539563,0.005
36.9727,500.0,0.9,0.00333333,500,1.0,48.02,932.222898585,5.43914e-20,1.0,299.999969474,932.222898585,,1.0,-17.2657925658,2,0.00333333,-5.07376,-17.2657925658,-6.66116,100,1.0,-17.2657925658,0.00333333
32.9339,500.0,0.9,0.0025,500,1.0,33.48,222.997068428,5.4346e-20,1.0,400.0,222.997068428,,1.0,-0.332732396341,2,0.0025,-3.8885,-0.332732396341,-5.26323,100,1.0,-0.332732396341,0.0025
0.0207803,449.576192068,0.9,6.2731e-09,500,703460.0,34.16,1135.17116906,0.000162977,0.052957,12.0011330948,1135.17116906,1.16147e+10,1.11216,-1.37449161327,1,0.002,80.5676,-1.37449161327,79.2709,100,16883.8,-1.37449161327,0.0833294
13.9887,500.0,0.9,0.01,500,1.0,48.68,197.661411431,3.50449e-18,1.0,100.0,197.661411431,,1.0,-1.10263662403,2,0.01,-1.10264,-1.10263662403,-1.87291,100,1.0,-1.10263662403,0.01
18.8715,500.0,0.9,0.005,500,1.0,38.22,512.126383221,2.1793e-19,1.0,200.000000102,512.126383221,,1.0,3.27458822089,2,0.005,1.08598,3.27458822089,-0.0618016,100,1.0,3.27458822089,0.005
22.7543,500.0,0.9,0.00333333,500,1.0,64.94,423.721507218,5.43914e-20,1.0,299.999969474,423.721507218,,1.0,26.2313287297,2,0.00333333,9.46776,26.2313287297,8.31286,100,1.0,26.2313287297,0.00333333
25.5335,500.0,0.9,0.0025,500,1.0,41.36,920.048611729,5.4346e-20,1.0,400.0,920.048611729,,1.0,-4.3749212061,2,0.0025,6.00709,-4.3749212061,4.72053,100,1.0,-4.3749212061,0.0025
0.0113247,451.055866329,0.9,7.19684e-09,500,1.18714e+06,36.76,766.689127415,0.000196379,0.0854398,10.0006880126,766.689127415,2.76778e+10,1.10851,0.0294401222506,1,0.002,60.0089,0.0294401222506,58.7973,100,23743.7,0.0294401222506,0.0999966
25.1817,500.0,0.9,0.01,500,1.0,51.16,640.522639242,3.50449e-18,1.0,100.0,640.522639242,,1.0,-25.2957694297,2,0.01,-25.2958,-25.2957694297,-27.311,100,1.0,-25.2957694297,0.01
26.6282,500.0,0.9,0.005,500,1.0,33.36,342.290025979,2.1793e-19,1.0,200.000000102,342.290025979,,1.0,4.54177291981,2,0.005,-10.377,4.54177291981,-11.802,100,1.0,4.54177291981,0.005
24.7977,500.0,0.9,0.00333333,500,1.0,34.58,70.3322827461,5.43914e-20,1.0,299.999969474,70.3322827461,,1.0,12.7647760813,2,0.00333333,-2.66307,12.7647760813,-3.82659,100,1.0,12.7647760813,0.00333333
27.3041,500.0,0.9,0.0025,500,1.0,40.06,1113.27369084,5.4346e-20,1.0,400.0,1113.27369084,,1.0,4.18232449284,2,0.0025,-0.951724,4.18232449284,-2.1974,100,1.0,4.18232449284,0.0025
0.0354765,453.130141774,0.9,5.08012e-08,500,427624.0,42.6,849.836589678,0.000162969,0.260704,12.0017230483,849.836589678,4.29193e+09,1.10344,-12.5514644749,1,0.002,74.7349,-12.5514644749,73.4495,100,10263.7,-12.5514644749,0.0833274
29.0469,500.0,0.9,0.01,500,1.0,49.04,852.246680693,3.50449e-18,1.0,100.0,852.246680693,,1.0,19.8738715689,2,0.01,19.8739,19.8738715689,17.0075,100,1.0,19.8738715689,0.01
47.5095,500.0,0.9,0.005,500,1.0,47.22,3618.69219267,2.1793e-19,1.0,200.000000102,3618.69219267,,1.0,6.60192332937,2,0.005,13.2379,6.60192332937,9.90934,100,1.0,6.60192332937,0.005
42.7163,500.0,0.9,0.00333333,500,1.0,33.18,800.208877372,5.43914e-20,1.0,299.999969474,800.208877372,,1.0,-2.61471603287,2,0.00333333,7.95369,-2.61471603287,5.23594,100,1.0,-2.61471603287,0.00333333
39.4176,500.0,0.9,0.0025,500,1.0,37.34,700.666176268,5.4346e-20,1.0,400.0,700.666176268,,1.0,0.0125255730436,2,0.0025,5.9684,0.0125255730436,3.61476,100,1.0,0.0125255730436,0.0025
0.0536853,453.854835411,0.9,3.73609e-09,500,505805.0,64.22,1980.45557435,0.000162972,0.0226782,12.0014631283,1980.45557435,6.00477e+09,1.10167,11.2574457914,1,0.002,141.21,11.2574457914,139.001,100,12140.1,11.2574457914,0.0833282
7.662,500.0,0.9,0.01,500,1.0,29.94,59.2992349242,3.50449e-18,1.0,100.0,59.2992349242,,1.0,-0.773919069286,2,0.01,-0.773919,-0.773919069286,-1.24515,100,1.0,-0.773919069286,0.01
32.6057,500.0,0.9,0.005,500,1.0,52.24,1853.86377309,2.1793e-19,1.0,200.000000102,1853.86377309,,1.0,20.7773102328,2,0.005,10.0017,20.7773102328,7.19301,100,1.0,20.7773102328,0.005
45.0877,500.0,0.9,0.00333333,500,1.0,47.68,3843.48536463,5.43914e-20,1.0,299.999969474,3843.48536463,,1.0,25.8473037051,2,0.00333333,15.2836,25.8473037051,11.4892,100,1.0,25.8473037051,0.00333333
39.5635,500.0,0.9,0.0025,500,1.0,28.7,86.8027367286,5.4346e-20,1.0,400.0,86.8027367286,,1.0,5.18701539498,2,0.0025,12.7594,5.18701539498,9.47341,100,1.0,5.18701539498,0.0025
0.13262,455.691158092,0.9,6.51939e-08,500,380862.0,50.28,1176.34470271,0.000196353,0.248323,10.0019787916,1176.34470271,2.84877e+09,1.09723,-8.94628456665,1,0.002,197.143,-8.94628456665,194.064,100,7617.98,-8.94628456665,0.0999901
26.8078,500.0,0.9,0.01,500,1.0,46.54,725.916064414,3.50449e-18,1.0,100.0,725.916064414,,1.0,21.5055379108,2,0.01,21.5055,21.5055379108,19.0043,100,1.0,21.5055379108,0.01
30.547,500.0,0.9,0.005,500,1.0,56.0,856.993281192,2.1793e-19,1.0,200.000000102,856.993281192,,1.0,-2.95478715767,2,0.005,9.27537,-2.95478715767,7.50674,100,1.0,-2.95478715767,0.005
29.7295,500.0,0.9,0.00333333,500,1.0,43.5,713.18292821,5.43914e-20,1.0,299.999969474,713.18292821,,1.0,-1.62691911439,2,0.00333333,5.64128,-1.62691911439,4.19719,100,1.0,-1.62691911439,0.00333333
28.1534,500.0,0.9,0.0025,500,1.0,85.86,472.244572776,5.4346e-20,1.0,400.0,472.244572776,,1.0,-2.63844887365,2,0.0025,3.57135,-2.63844887365,2.32073,100,1.0,-2.63844887365,0.0025
0.0152887,443.583710468,0.9,5.05643e-09,500,1.13721e+06,43.14,360.838736344,0.000196379,0.0575041,10.0007136174,360.838736344,2.53983e+10,1.12718,8.67544178221,1,0.002,75.0346,8.67544178221,73.847,100,22745.0,8.67544178221,0.0999964
46.7394,500.0,0.9,0.01,500,1.0,38.44,2206.63648766,3.50449e-18,1.0,100.0,2206.63648766,,1.0,-15.6243132941,2,0.01,-15.6243,-15.6243132941,-19.8861,100,1.0,-15.6243132941,0.01
