AvgVanillaIw,ESSRenyi,VarNormIw,AvgEpLen,J,VarDiscRet,VarVanillaIw,BatchSize,MaxNormIw,Delta,AvgRet,eRenyi2,AvgDiscRet,IterType,MinNormIw,VarRet,VanillaAvgRet,AvgNormIw,VarJ,MinVanillaIw,Bound,MaxVanillaIw,EpsThisIter,ESSClassic
10.8356,,0.00767643,15.55,421.016,9329.5350167,9012.96,100,0.876728,1.0,142.343569244,inf,142.343569244,1,6.31164e-06,9329.5350167,142.343569244,0.01,173.389,0.00683906,421.016,949.99,100,1.29875832745
12.659,12.3462962206,0.000434591,15.55,237.675,6933.3645068,696.432,200,0.115506,1.0,142.343569244,16.1992,224.307263717,,8.31537e-07,9329.5350167,142.343569244,0.01,178.726,0.00105264,237.675,146.219,100,18.8592024718
5.06338,,0.00323243,16.75,405.193,13209.6583077,3314.9,200,0.804274,1.0,153.534453801,inf,153.534453801,1,3.67059e-06,13209.6583077,153.534453801,0.005,404.925,0.00371712,405.193,814.47,100,1.54260807083
1.0,200.0,3.50449e-18,27.21,251.254,19422.8650454,,200,0.01,1.0,251.253948381,1.0,251.253948381,2,0.01,19422.8650454,251.253948381,0.01,138.667,1.0,251.254,1.0,100,100.0
14.2644,15.1581698565,0.000140717,16.75,212.683,8624.14433325,1145.28,300,0.0942998,1.0,153.534453801,19.7913,238.752673934,,4.3037e-07,13209.6583077,153.534453801,0.005,209.646,0.00122779,212.683,269.026,100,30.3006493754
3.87543,,0.00188121,15.29,396.247,8046.35591473,2542.85,300,0.751106,1.0,139.920044937,inf,139.920044937,1,1.89803e-06,8046.35591473,139.920044937,0.00333333,577.94,0.0022067,396.247,873.258,100,1.76735765884
1.0,300.0,3.50449e-18,28.57,263.709,15744.5461852,,300,0.01,1.0,263.70886297,1.0,263.70886297,2,0.01,15744.5461852,263.70886297,0.01,124.848,1.0,263.709,1.0,100,100.0
1.0,300.0,2.1793e-19,29.34,267.452,13737.5400957,,300,0.005,1.0,271.195235591,1.0,271.195235591,2,0.005,13737.5400957,271.195235591,0.005,120.862,1.0,267.452,1.0,100,200.000000102
19.6547,9.25761188053,7.22378e-05,15.29,258.443,8774.18423046,2511.55,400,0.0768542,1.0,139.920044937,43.2077,264.876452051,,1.94209e-07,8046.35591473,139.920044937,0.00333333,285.361,0.00114514,258.443,453.165,100,40.108412455
3.27082,,0.00134265,15.06,395.537,7394.93070732,2298.24,400,0.732212,1.0,137.750842753,inf,137.750842753,1,1.17536e-07,7394.93070732,137.750842753,0.0025,658.473,0.000153776,395.537,957.974,100,1.85799233993
1.0,400.0,3.50449e-18,27.95,258.064,9122.51164164,,400,0.01,1.0,258.064020307,1.0,258.064020307,2,0.01,9122.51164164,258.064020307,0.01,95.0331,1.0,258.064,1.0,100,100.0
1.0,400.0,2.1793e-19,28.84,262.314,5962.54517126,,400,0.005,1.0,266.563753911,1.0,266.563753911,2,0.005,5962.54517126,266.563753911,0.005,86.5169,1.0,262.314,1.0,100,200.000000102
1.0,400.0,5.43914e-20,27.57,259.779,10225.2761323,,400,0.00333333,1.0,254.707787819,1.0,254.707787819,2,0.00333333,10225.2761323,254.707787819,0.00333333,91.5276,1.0,259.779,1.0,100,299.999969474
53.0495,nan,0.000262365,15.06,237.328,5254.01842966,118137.0,500,0.306458,1.0,137.750842753,nan,253.614331931,,4.91932e-08,7394.93070732,137.750842753,0.0025,127.951,0.00104387,nan,6502.97,100,9.32978286687
2.66754,,0.0010107,15.53,395.43,9859.39686666,1797.98,500,0.708189,1.0,142.253489411,inf,142.253489411,1,1.83981e-08,9859.39686666,142.253489411,0.002,715.379,2.45388e-05,395.43,944.561,100,1.97496129818
1.0,500.0,3.50449e-18,30.62,283.105,9020.00821484,,500,0.01,1.0,283.104499981,1.0,283.104499981,2,0.01,9020.00821484,283.104499981,0.01,94.4977,1.0,283.105,1.0,100,100.0
1.0,500.0,2.1793e-19,31.66,287.823,7968.0301813,,500,0.005,1.0,292.541945114,1.0,292.541945114,2,0.005,7968.0301813,292.541945114,0.005,91.8224,1.0,287.823,1.0,100,200.000000102
1.0,500.0,5.43914e-20,31.98,290.488,12645.1178406,,500,0.00333333,1.0,295.816767517,1.0,295.816767517,2,0.00333333,12645.1178406,295.816767517,0.00333333,99.0353,1.0,290.488,1.0,100,299.999969474
1.0,500.0,5.4346e-20,29.87,286.894,7651.44360661,,500,0.0025,1.0,276.112198961,1.0,276.112198961,2,0.0025,7651.44360661,276.112198961,0.0025,96.3767,1.0,286.894,1.0,100,400.0
10.1939,,0.0016306,30.93,667.252,9884.07194203,42361.6,500,0.900078,1.0,285.805982187,inf,285.805982187,1,2.77034e-29,9884.07194203,285.805982187,0.002,292.821,1.41203e-25,667.252,4587.67,100,1.22598405856
1.0,500.0,3.50449e-18,46.23,428.498,45091.5883557,,500,0.01,1.0,428.498145036,1.0,428.498145036,2,0.01,45091.5883557,428.498145036,0.01,211.283,1.0,428.498,1.0,100,100.0
1.0,500.0,2.1793e-19,44.66,421.164,25651.7315616,,500,0.005,1.0,413.829117441,1.0,413.829117441,2,0.005,25651.7315616,413.829117441,0.005,187.275,1.0,421.164,1.0,100,200.000000102
1.0,500.0,5.43914e-20,46.41,424.164,31548.9934564,,500,0.00333333,1.0,430.165802766,1.0,430.165802766,2,0.00333333,31548.9934564,430.165802766,0.00333333,183.876,1.0,424.164,1.0,100,299.999969474
1.0,500.0,5.4346e-20,46.05,424.74,36766.1983555,,500,0.0025,1.0,426.465384516,1.0,426.465384516,2,0.0025,36766.1983555,426.465384516,0.0025,185.63,1.0,424.74,1.0,100,400.0
2.1887,499.976755269,0.00150407,45.72,1211.71,28505.3932472,1801.27,500,0.865793,1.0,423.313125906,1.00005,423.313125906,1,4.77458e-14,28505.3932472,423.313125906,0.002,1553.45,5.22506e-11,1211.71,947.48,100,1.32885100175
1.0,500.0,3.50449e-18,64.38,595.548,81583.8635657,,500,0.01,1.0,595.547742167,1.0,595.547742167,2,0.01,81583.8635657,595.547742167,0.01,284.197,1.0,595.548,1.0,100,100.0
1.0,500.0,2.1793e-19,68.18,613.279,82437.4891432,,500,0.005,1.0,631.011236385,1.0,631.011236385,2,0.005,82437.4891432,631.011236385,0.005,285.491,1.0,613.279,1.0,100,200.000000102
1.0,500.0,5.43914e-20,69.2,622.301,90441.0567757,,500,0.00333333,1.0,640.342908855,1.0,640.342908855,2,0.00333333,90441.0567757,640.342908855,0.00333333,290.422,1.0,622.301,1.0,100,299.999969474
1.0,500.0,5.4346e-20,64.35,615.619,61508.8921396,,500,0.0025,1.0,595.572747274,1.0,595.572747274,2,0.0025,61508.8921396,595.572747274,0.0025,280.386,1.0,615.619,1.0,100,400.0
0.604248,4.01410888216e-11,0.002,64.88,1251.75,82046.6720065,182.558,500,1.0,1.0,599.915012637,1.24561e+13,599.915012637,1,,82046.6720065,599.915012637,0.002,6.31068e-08,,1251.75,302.124,100,1.0
1.0,500.0,3.50449e-18,65.84,608.035,43043.2588288,,500,0.01,1.0,608.035001089,1.0,608.035001089,2,0.01,43043.2588288,608.035001089,0.01,206.429,1.0,608.035,1.0,100,100.0
1.0,500.0,2.1793e-19,69.43,624.676,41981.6207246,,500,0.005,1.0,641.316246378,1.0,641.316246378,2,0.005,41981.6207246,641.316246378,0.005,205.826,1.0,624.676,1.0,100,200.000000102
1.0,500.0,5.43914e-20,72.14,638.57,41343.0682942,,500,0.00333333,1.0,666.358734221,1.0,666.358734221,2,0.00333333,41343.0682942,666.358734221,0.00333333,205.602,1.0,638.57,1.0,100,299.999969474
1.0,500.0,5.4346e-20,70.96,642.875,43463.8940969,,500,0.0025,1.0,655.788908837,1.0,655.788908837,2,0.0025,43463.8940969,655.788908837,0.0025,206.197,1.0,642.875,1.0,100,400.0
0.908294,,6.88846e-05,71.13,842.894,27049.996448,14.2074,500,0.120071,1.0,656.934815629,inf,656.934815629,1,2.95036e-10,27049.996448,656.934815629,0.002,642.113,1.3399e-07,842.894,54.5297,100,27.4926187853
1.0,500.0,3.50449e-18,95.12,877.545,75797.4824907,,500,0.01,1.0,877.545187745,1.0,877.545187745,2,0.01,75797.4824907,877.545187745,0.01,273.933,1.0,877.545,1.0,100,100.0
1.0,500.0,2.1793e-19,100.19,900.023,93396.9068236,,500,0.005,1.0,922.500162051,1.0,922.500162051,2,0.005,93396.9068236,922.500162051,0.005,290.27,1.0,900.023,1.0,100,200.000000102
1.0,500.0,5.43914e-20,101.48,911.436,89097.9749158,,500,0.00333333,1.0,934.262304928,1.0,934.262304928,2,0.00333333,89097.9749158,934.262304928,0.00333333,292.974,1.0,911.436,1.0,100,299.999969474
1.0,500.0,5.4346e-20,97.51,908.049,60104.3419606,,500,0.0025,1.0,897.88846978,1.0,897.88846978,2,0.0025,60104.3419606,897.88846978,0.0025,281.577,1.0,908.049,1.0,100,400.0
532.74,3.47343390669e-17,0.002,98.87,1833.79,74945.713348,1.41906e+08,500,1.0,1.0,910.370456383,1.4395e+19,910.370456383,1,1.03091e-30,74945.713348,910.370456383,0.002,0.00316594,2.74602e-25,1833.79,266370.0,100,1.00000046927
1.0,500.0,3.50449e-18,103.02,950.407,165518.529896,,500,0.01,1.0,950.407135767,1.0,950.407135767,2,0.01,165518.529896,950.407135767,0.01,404.8,1.0,950.407,1.0,100,100.0
1.0,500.0,2.1793e-19,112.35,994.291,245682.38523,,500,0.005,1.0,1038.17431338,1.0,1038.17431338,2,0.005,245682.38523,1038.17431338,0.005,453.288,1.0,994.291,1.0,100,200.000000102
1.0,500.0,5.43914e-20,115.01,1017.18,356183.750578,,500,0.00333333,1.0,1062.95189246,1.0,1062.95189246,2,0.00333333,356183.750578,1062.95189246,0.00333333,505.538,1.0,1017.18,1.0,100,299.999969474
1.0,500.0,5.4346e-20,110.44,1017.96,198723.586244,,500,0.0025,1.0,1020.31680841,1.0,1020.31680841,2,0.0025,198723.586244,1020.31680841,0.0025,490.777,1.0,1017.96,1.0,100,400.0
0.564963,,0.000210711,107.57,1651.72,246040.568668,16.8139,500,0.278473,1.0,993.624020792,inf,993.624020792,1,1.14866e-10,246040.568668,993.624020792,0.002,2105.96,3.24475e-08,1651.72,78.6633,100,9.33316689479
1.0,500.0,3.50449e-18,178.66,1639.13,381230.873613,,500,0.01,1.0,1639.12862672,1.0,1639.12862672,2,0.01,381230.873613,1639.12862672,0.01,614.344,1.0,1639.13,1.0,100,100.0
1.0,500.0,2.1793e-19,165.66,1577.21,308037.547143,,500,0.005,1.0,1515.29893456,1.0,1515.29893456,2,0.005,308037.547143,1515.29893456,0.005,587.385,1.0,1577.21,1.0,100,200.000000102
1.0,500.0,5.43914e-20,173.61,1581.82,446333.79587,,500,0.00333333,1.0,1591.04376728,1.0,1591.04376728,2,0.00333333,446333.79587,1591.04376728,0.00333333,614.286,1.0,1581.82,1.0,100,299.999969474
1.0,500.0,5.4346e-20,161.13,1555.84,261225.061313,,500,0.0025,1.0,1477.89561123,1.0,1477.89561123,2,0.0025,261225.061313,1477.89561123,0.0025,591.345,1.0,1555.84,1.0,100,400.0
0.0365949,1.1644452932e-05,0.002,162.24,3298.86,300537.556569,0.669594,500,1.0,1.0,1487.91146399,4.29389e+07,1487.91146399,1,,300537.556569,1487.91146399,0.002,0.000113646,,3298.86,18.2975,100,1.0
1.0,500.0,3.50449e-18,356.28,3287.86,858485.727754,,500,0.01,1.0,3287.85930869,1.0,3287.85930869,2,0.01,858485.727754,3287.85930869,0.01,921.901,1.0,3287.86,1.0,100,100.0
1.0,500.0,2.1793e-19,356.4,3289.22,890832.971105,,500,0.005,1.0,3290.57758519,1.0,3290.57758519,2,0.005,890832.971105,3290.57758519,0.005,930.545,1.0,3289.22,1.0,100,200.000000102
1.0,500.0,5.43914e-20,352.86,3278.04,788646.051808,,500,0.00333333,1.0,3255.67974205,1.0,3255.67974205,2,0.00333333,788646.051808,3255.67974205,0.00333333,915.303,1.0,3278.04,1.0,100,299.999969474
1.0,500.0,5.4346e-20,360.69,3291.64,897500.857173,,500,0.0025,1.0,3332.44703434,1.0,3332.44703434,2,0.0025,897500.857173,3332.44703434,0.0025,922.508,1.0,3291.64,1.0,100,400.0
0.369977,,0.00158581,368.1,4665.29,943460.705095,54.2677,500,0.888453,1.0,3399.66216829,inf,3399.66216829,1,7.7632e-17,943460.705095,3399.66216829,0.002,38.621,1.4361e-14,4665.29,164.354,100,1.26052372489
1.0,500.0,3.50449e-18,373.01,3474.36,2734041.75392,,500,0.01,1.0,3474.35656984,1.0,3474.35656984,2,0.01,2734041.75392,3474.35656984,0.01,1645.21,1.0,3474.36,1.0,100,100.0
1.0,500.0,2.1793e-19,401.13,3604.68,2313360.66722,,500,0.005,1.0,3735.01324236,1.0,3735.01324236,2,0.005,2313360.66722,3735.01324236,0.005,1586.02,1.0,3604.68,1.0,100,200.000000102
1.0,500.0,5.43914e-20,403.98,3657.21,2166709.68514,,500,0.00333333,1.0,3762.2661831,1.0,3762.2661831,2,0.00333333,2166709.68514,3762.2661831,0.00333333,1548.39,1.0,3657.21,1.0,100,299.999969474
1.0,500.0,5.4346e-20,393.65,3659.32,2541547.84456,,500,0.0025,1.0,3665.63113196,1.0,3665.63113196,2,0.0025,2541547.84456,3665.63113196,0.0025,1557.94,1.0,3659.32,1.0,100,400.0
4.9941e-10,0.767730430653,0.00199997,369.8,4671.85,2677038.68082,1.24703e-16,500,0.999992,1.0,3443.68164349,651.27,3443.68164349,1,,2677038.68082,3443.68164349,0.002,0.0109233,,4671.85,2.49703e-07,100,1.00001639044
1.0,500.0,3.50449e-18,452.17,4201.59,519908.634824,,500,0.01,1.0,4201.59436586,1.0,4201.59436586,2,0.01,519908.634824,4201.59436586,0.01,717.433,1.0,4201.59,1.0,100,100.0
1.0,500.0,2.1793e-19,472.67,4299.86,326785.281591,,500,0.005,1.0,4398.13234405,1.0,4398.13234405,2,0.005,326785.281591,4398.13234405,0.005,654.806,1.0,4299.86,1.0,100,200.000000102
1.0,500.0,5.43914e-20,476.0,4343.4,320275.060942,,500,0.00333333,1.0,4430.47837291,1.0,4430.47837291,2,0.00333333,320275.060942,4430.47837291,0.00333333,628.752,1.0,4343.4,1.0,100,299.999969474
1.0,500.0,5.4346e-20,446.76,4296.69,678863.231338,,500,0.0025,1.0,4156.53983619,1.0,4156.53983619,2,0.0025,678863.231338,4156.53983619,0.0025,686.34,1.0,4296.69,1.0,100,400.0
5.54141e-12,1.03198265154e-07,0.002,454.62,4668.24,621266.655385,1.53536e-20,500,1.0,1.0,4228.3593175,4.84504e+09,4228.3593175,1,,621266.655385,4228.3593175,0.002,8.79289e-06,,4668.24,2.7707e-09,100,1.00000096168
1.0,500.0,3.50449e-18,500.0,4667.85,5.45229840999,,500,0.01,1.0,4667.85330682,1.0,4667.85330682,2,0.01,5.45229840999,4667.85330682,0.01,2.32328,1.0,4667.85,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4667.8,7.57040516355,,500,0.005,1.0,4667.74951789,1.0,4667.74951789,2,0.005,7.57040516355,4667.74951789,0.005,2.53946,1.0,4667.8,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4667.87,5.08159335006,,500,0.00333333,1.0,4668.00609265,1.0,4668.00609265,2,0.00333333,5.08159335006,4668.00609265,0.00333333,2.44653,1.0,4667.87,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4667.88,4.92938778036,,500,0.0025,1.0,4667.89796397,1.0,4667.89796397,2,0.0025,4.92938778036,4667.89796397,0.0025,2.38941,1.0,4667.88,1.0,100,400.0
0.283615,,0.000103589,500.0,4670.09,6.25563725694,2.08311,500,0.107165,1.0,4667.90456623,inf,4667.90456623,1,5.45206e-11,6.25563725694,4667.90456623,0.002,6.63762,7.73142e-09,4670.09,15.1968,100,18.6250668853
1.0,500.0,3.50449e-18,500.0,4670.33,2.84080800267,,500,0.01,1.0,4670.33416483,1.0,4670.33416483,2,0.01,2.84080800267,4670.33416483,0.01,1.67704,1.0,4670.33,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4670.29,2.68798798836,,500,0.005,1.0,4670.23772147,1.0,4670.23772147,2,0.005,2.68798798836,4670.23772147,0.005,1.65504,1.0,4670.29,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4670.18,2.68497157923,,500,0.00333333,1.0,4669.95531605,1.0,4669.95531605,2,0.00333333,2.68497157923,4669.95531605,0.00333333,1.65423,1.0,4670.18,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4670.26,2.09717800215,,500,0.0025,1.0,4670.49930718,1.0,4670.49930718,2,0.0025,2.09717800215,4670.49930718,0.0025,1.60967,1.0,4670.26,1.0,100,400.0
3.81021,,0.00187428,500.0,4672.42,2.81200548922,6802.56,500,0.968096,1.0,4670.30386632,inf,4670.30386632,1,2.30381e-21,2.81200548922,4670.30386632,0.002,0.75868,4.389e-18,4672.42,1844.32,100,1.06693266662
1.0,500.0,3.50449e-18,500.0,4671.14,2.13477483059,,500,0.01,1.0,4671.1407648,1.0,4671.1407648,2,0.01,2.13477483059,4671.1407648,0.01,1.45374,1.0,4671.14,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4671.32,1.45022940979,,500,0.005,1.0,4671.49293568,1.0,4671.49293568,2,0.005,1.45022940979,4671.49293568,0.005,1.3437,1.0,4671.32,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4671.31,1.93996140138,,500,0.00333333,1.0,4671.28090734,1.0,4671.28090734,2,0.00333333,1.93996140138,4671.28090734,0.00333333,1.35799,1.0,4671.31,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4671.26,2.10009904342,,500,0.0025,1.0,4671.11784808,1.0,4671.11784808,2,0.0025,2.10009904342,4671.11784808,0.0025,1.38182,1.0,4671.26,1.0,100,400.0
1.18866e-05,0.21050993462,0.002,500.0,4673.32,2.36191977296,7.06459e-08,500,1.0,1.0,4671.01508897,2375.18,4671.01508897,1,,2.36191977296,4671.01508897,0.002,1.102e-07,,4673.32,0.00594331,100,1.0
1.0,500.0,3.50449e-18,478.87,4470.55,523766.606208,,500,0.01,1.0,4470.55105897,1.0,4470.55105897,2,0.01,523766.606208,4470.55105897,0.01,720.09,1.0,4470.55,1.0,100,100.0
1.0,500.0,2.1793e-19,473.71,4444.54,577769.732514,,500,0.005,1.0,4418.52600934,1.0,4418.52600934,2,0.005,577769.732514,4418.52600934,0.005,738.876,1.0,4444.54,1.0,100,200.000000102
1.0,500.0,5.43914e-20,493.73,4498.18,90924.1881124,,500,0.00333333,1.0,4605.45475203,1.0,4605.45475203,2,0.00333333,90924.1881124,4605.45475203,0.00333333,632.232,1.0,4498.18,1.0,100,299.999969474
1.0,500.0,5.4346e-20,491.93,4521.36,190971.50888,,500,0.0025,1.0,4590.89946258,1.0,4590.89946258,2,0.0025,190971.50888,4590.89946258,0.0025,590.479,1.0,4521.36,1.0,100,400.0
2.08877e-05,0.000898243697782,0.002,483.48,4674.25,386037.539981,2.18148e-07,500,1.0,1.0,4511.46360877,556642.0,4511.46360877,1,,386037.539981,4511.46360877,0.002,1.97052e-15,,4674.25,0.0104439,100,1.0
1.0,500.0,3.50449e-18,500.0,4671.94,2.58954165488,,500,0.01,1.0,4671.94323228,1.0,4671.94323228,2,0.01,2.58954165488,4671.94323228,0.01,1.60114,1.0,4671.94,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4672.06,2.51574235259,,500,0.005,1.0,4672.17915696,1.0,4672.17915696,2,0.005,2.51574235259,4672.17915696,0.005,1.59407,1.0,4672.06,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4671.96,2.14107899016,,500,0.00333333,1.0,4671.76121147,1.0,4671.76121147,2,0.00333333,2.14107899016,4671.76121147,0.00333333,1.55583,1.0,4671.96,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4672.0,2.53590139499,,500,0.0025,1.0,4672.13479731,1.0,4672.13479731,2,0.0025,2.53590139499,4672.13479731,0.0025,1.56484,1.0,4672.0,1.0,100,400.0
9.4882e-14,0.0296456911435,0.002,500.0,4673.75,2.57359005624,4.5013e-24,500,1.0,1.0,4672.09612327,16865.9,4672.09612327,1,,2.57359005624,4672.09612327,0.002,2.99905e-08,,4673.75,4.7441e-11,100,1.0
1.0,500.0,3.50449e-18,500.0,4672.5,2.51856478538,,500,0.01,1.0,4672.50191403,1.0,4672.50191403,2,0.01,2.51856478538,4672.50191403,0.01,1.57905,1.0,4672.5,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4672.42,2.52333141467,,500,0.005,1.0,4672.3417926,1.0,4672.3417926,2,0.005,2.52333141467,4672.3417926,0.005,1.58182,1.0,4672.42,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4672.43,2.18292824161,,500,0.00333333,1.0,4672.44651337,1.0,4672.44651337,2,0.00333333,2.18292824161,4672.44651337,0.00333333,1.54551,1.0,4672.43,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4672.46,2.41068419562,,500,0.0025,1.0,4672.54174228,1.0,4672.54174228,2,0.0025,2.41068419562,4672.54174228,0.0025,1.5461,1.0,4672.46,1.0,100,400.0
0.812136,,4.92832e-05,500.0,4673.07,1.90505042219,8.12635,500,0.0806089,1.0,4672.69559092,inf,4672.69559092,1,7.35424e-11,1.90505042219,4672.69559092,0.002,4.07108,2.98632e-08,4673.07,32.7327,100,37.60484872
1.0,500.0,3.50449e-18,500.0,4672.75,2.2760082313,,500,0.01,1.0,4672.75479607,1.0,4672.75479607,2,0.01,2.2760082313,4672.75479607,0.01,1.50109,1.0,4672.75,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4672.67,2.22840625429,,500,0.005,1.0,4672.57722909,1.0,4672.57722909,2,0.005,2.22840625429,4672.57722909,0.005,1.49584,1.0,4672.67,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4672.65,2.07571006549,,500,0.00333333,1.0,4672.619968,1.0,4672.619968,2,0.00333333,2.07571006549,4672.619968,0.00333333,1.47551,1.0,4672.65,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4672.59,2.80757526676,,500,0.0025,1.0,4672.41174864,1.0,4672.41174864,2,0.0025,2.80757526676,4672.41174864,0.0025,1.5292,1.0,4672.59,1.0,100,400.0
0.991471,,0.000604819,500.0,4674.42,2.54514719752,148.637,500,0.530516,1.0,4672.60884842,inf,4672.60884842,1,1.9713e-24,2.54514719752,4672.60884842,0.002,4.17388,9.77242e-22,4674.42,262.995,100,3.29158959676
1.0,500.0,3.50449e-18,500.0,4672.87,2.37096366315,,500,0.01,1.0,4672.86624051,1.0,4672.86624051,2,0.01,2.37096366315,4672.86624051,0.01,1.53208,1.0,4672.87,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4672.93,1.73368638213,,500,0.005,1.0,4672.99056049,1.0,4672.99056049,2,0.005,1.73368638213,4672.99056049,0.005,1.42676,1.0,4672.93,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4672.91,2.80027389426,,500,0.00333333,1.0,4672.87953424,1.0,4672.87953424,2,0.00333333,2.80027389426,4672.87953424,0.00333333,1.51055,1.0,4672.91,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4672.89,2.80902171234,,500,0.0025,1.0,4672.8092145,1.0,4672.8092145,2,0.0025,2.80902171234,4672.8092145,0.0025,1.55194,1.0,4672.89,1.0,100,400.0
1.27831,,0.000317173,500.0,4673.84,2.74118878143,129.571,500,0.385571,1.0,4672.91253114,inf,4672.91253114,1,4.55996e-08,2.74118878143,4672.91253114,0.002,5.04465,2.91452e-05,4673.84,246.44,100,6.23949435242
1.0,500.0,3.50449e-18,500.0,4673.12,1.88014211389,,500,0.01,1.0,4673.12519268,1.0,4673.12519268,2,0.01,1.88014211389,4673.12519268,0.01,1.36431,1.0,4673.12,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4673.1,2.15990681467,,500,0.005,1.0,4673.06476699,1.0,4673.06476699,2,0.005,2.15990681467,4673.06476699,0.005,1.41449,1.0,4673.1,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4673.01,2.34932869796,,500,0.00333333,1.0,4672.84851713,1.0,4672.84851713,2,0.00333333,2.34932869796,4672.84851713,0.00333333,1.45692,1.0,4673.01,1.0,100,299.999969474
