AvgVanillaIw,ESSRenyi,VarNormIw,AvgEpLen,J,VarDiscRet,VarVanillaIw,BatchSize,MaxNormIw,Delta,AvgRet,eRenyi2,AvgDiscRet,IterType,MinNormIw,VarRet,VanillaAvgRet,AvgNormIw,VarJ,MinVanillaIw,Bound,MaxVanillaIw,EpsThisIter,ESSClassic
1.0,500.0,2.1793e-19,500.0,4672.86,2.64183290248,,500,0.005,1.0,4672.73186764,1.0,4672.73186764,2,0.005,2.64183290248,4672.73186764,0.005,1.54568,1.0,4672.86,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4673.0,1.75965965263,,500,0.00333333,1.0,4673.26150264,1.0,4673.26150264,2,0.00333333,1.75965965263,4673.26150264,0.00333333,1.48615,1.0,4673.0,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4672.98,2.16849747694,,500,0.0025,1.0,4672.92208383,1.0,4672.92208383,2,0.0025,2.16849747694,4672.92208383,0.0025,1.48129,1.0,4672.98,1.0,100,400.0
1.06836,2.06042376101e-17,0.000121242,500.0,4673.81,2.43700540342,34.5962,500,0.168238,1.0,4672.77843764,2.42669e+19,4672.77843764,1,1.17778e-15,2.43700540342,4672.77843764,0.002,3.5651,6.29148e-13,4673.81,89.8692,100,16.0000146253
1.0,500.0,3.50449e-18,500.0,4673.11,1.73490670938,,500,0.01,1.0,4673.10638361,1.0,4673.10638361,2,0.01,1.73490670938,4673.10638361,0.01,1.31056,1.0,4673.11,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4673.04,1.97681049992,,500,0.005,1.0,4672.97344587,1.0,4672.97344587,2,0.005,1.97681049992,4672.97344587,0.005,1.3571,1.0,4673.04,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4673.04,2.20083691616,,500,0.00333333,1.0,4673.05252797,1.0,4673.05252797,2,0.00333333,2.20083691616,4673.05252797,0.00333333,1.3979,1.0,4673.04,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4673.02,2.28863071536,,500,0.0025,1.0,4672.96475613,1.0,4672.96475613,2,0.0025,2.28863071536,4672.96475613,0.0025,1.4259,1.0,4673.02,1.0,100,400.0
3.8339,1.39212833213e-16,0.00122458,500.0,4674.53,2.19294052655,4499.98,500,0.782209,1.0,4673.02509404,3.59162e+18,4673.02509404,1,1.65682e-16,2.19294052655,4673.02509404,0.002,3.80815,3.17604e-13,4674.53,1499.46,100,1.63114334019
1.0,500.0,3.50449e-18,500.0,4672.98,2.07647622425,,500,0.01,1.0,4672.97776456,1.0,4672.97776456,2,0.01,2.07647622425,4672.97776456,0.01,1.4338,1.0,4672.98,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4673.07,2.05663303278,,500,0.005,1.0,4673.1672162,1.0,4673.1672162,2,0.005,2.05663303278,4673.1672162,0.005,1.43349,1.0,4673.07,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4673.12,2.10004631772,,500,0.00333333,1.0,4673.21680494,1.0,4673.21680494,2,0.00333333,2.10004631772,4673.21680494,0.00333333,1.4379,1.0,4673.12,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4673.13,2.24672211995,,500,0.0025,1.0,4673.15854177,1.0,4673.15854177,2,0.0025,2.24672211995,4673.15854177,0.0025,1.45155,1.0,4673.13,1.0,100,400.0
5.41435,,0.00153525,500.0,4674.32,2.36103957699,11251.5,500,0.875431,1.0,4672.72448192,inf,4672.72448192,1,4.31784e-09,2.36103957699,4672.72448192,0.002,2.61464,1.16892e-05,4674.32,2369.95,100,1.30193070156
1.0,500.0,3.50449e-18,500.0,4673.18,1.66840271701,,500,0.01,1.0,4673.1818846,1.0,4673.1818846,2,0.01,1.66840271701,4673.1818846,0.01,1.28517,1.0,4673.18,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4673.09,2.39583771619,,500,0.005,1.0,4672.99433728,1.0,4672.99433728,2,0.005,2.39583771619,4672.99433728,0.005,1.42146,1.0,4673.09,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4673.17,2.19981042681,,500,0.00333333,1.0,4673.32905388,1.0,4673.32905388,2,0.00333333,2.19981042681,4673.32905388,0.00333333,1.44425,1.0,4673.17,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4673.18,2.16276627277,,500,0.0025,1.0,4673.20725679,1.0,4673.20725679,2,0.0025,2.16276627277,4673.20725679,0.0025,1.44912,1.0,4673.18,1.0,100,400.0
1.18219,0.00446567843529,0.00199998,500.0,4675.03,2.2437508844,698.778,500,0.999994,1.0,4673.21045799,111965.0,4673.21045799,1,,2.2437508844,4673.21045799,0.002,0.0109198,,4675.03,591.091,100,1.00001156498
1.0,500.0,3.50449e-18,500.0,4673.26,2.76643646385,,500,0.01,1.0,4673.25562839,1.0,4673.25562839,2,0.01,2.76643646385,4673.25562839,0.01,1.65492,1.0,4673.26,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4673.35,2.53142189338,,500,0.005,1.0,4673.45417713,1.0,4673.45417713,2,0.005,2.53142189338,4673.45417713,0.005,1.62243,1.0,4673.35,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4673.28,2.55175561672,,500,0.00333333,1.0,4673.13804386,1.0,4673.13804386,2,0.00333333,2.55175561672,4673.13804386,0.00333333,1.61475,1.0,4673.28,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4673.29,2.35852746643,,500,0.0025,1.0,4673.30791593,1.0,4673.30791593,2,0.0025,2.35852746643,4673.30791593,0.0025,1.59356,1.0,4673.29,1.0,100,400.0
0.990898,,1.61662e-05,500.0,4673.63,2.46016422533,3.96831,500,0.0310042,1.0,4673.21798217,inf,4673.21798217,1,5.72269e-09,2.46016422533,4673.21798217,0.002,3.66589,2.8353e-06,4673.63,15.361,100,99.335050901
1.0,500.0,3.50449e-18,500.0,4673.32,2.59894028727,,500,0.01,1.0,4673.31892584,1.0,4673.31892584,2,0.01,2.59894028727,4673.31892584,0.01,1.60403,1.0,4673.32,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4673.34,2.85710178716,,500,0.005,1.0,4673.36881398,1.0,4673.36881398,2,0.005,2.85710178716,4673.36881398,0.005,1.64357,1.0,4673.34,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4673.43,2.22177326409,,500,0.00333333,1.0,4673.59980966,1.0,4673.59980966,2,0.00333333,2.22177326409,4673.59980966,0.00333333,1.59644,1.0,4673.43,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4673.47,2.43322230584,,500,0.0025,1.0,4673.59582314,1.0,4673.59582314,2,0.0025,2.43322230584,4673.59582314,0.0025,1.58711,1.0,4673.47,1.0,100,400.0
1.00534,,1.93997e-05,500.0,4673.68,2.74071110427,4.90185,500,0.0725232,1.0,4673.21413884,inf,4673.21413884,1,1.12044e-10,2.74071110427,4673.21413884,0.002,2.38391,5.63209e-08,4673.68,36.4552,100,85.6131703671
1.0,500.0,3.50449e-18,500.0,4673.41,2.64458997332,,500,0.01,1.0,4673.40915323,1.0,4673.40915323,2,0.01,2.64458997332,4673.40915323,0.01,1.61802,1.0,4673.41,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4673.29,3.020852882,,500,0.005,1.0,4673.17777079,1.0,4673.17777079,2,0.005,3.020852882,4673.17777079,0.005,1.67859,1.0,4673.29,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4673.25,3.1909794283,,500,0.00333333,1.0,4673.17742991,1.0,4673.17742991,2,0.00333333,3.1909794283,4673.17742991,0.00333333,1.71303,1.0,4673.25,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4673.3,2.38491739713,,500,0.0025,1.0,4673.45028517,1.0,4673.45028517,2,0.0025,2.38491739713,4673.45028517,0.0025,1.67281,1.0,4673.3,1.0,100,400.0
1.39636,492.359010526,0.00145836,500.0,4674.75,2.53999390327,710.883,500,0.853724,1.0,4673.19957743,1.01552,4673.19957743,1,7.51792e-29,2.53999390327,4673.19957743,0.002,2.29922,5.24886e-26,4674.75,596.053,100,1.3703905947
1.0,500.0,3.50449e-18,500.0,4673.27,2.46015507438,,500,0.01,1.0,4673.27470744,1.0,4673.27470744,2,0.01,2.46015507438,4673.27470744,0.01,1.56063,1.0,4673.27,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4673.22,2.60318933625,,500,0.005,1.0,4673.15893726,1.0,4673.15893726,2,0.005,2.60318933625,4673.15893726,0.005,1.5842,1.0,4673.22,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4673.26,2.04337059551,,500,0.00333333,1.0,4673.35146579,1.0,4673.35146579,2,0.00333333,2.04337059551,4673.35146579,0.00333333,1.53345,1.0,4673.26,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4673.21,2.76992388435,,500,0.0025,1.0,4673.05144439,1.0,4673.05144439,2,0.0025,2.76992388435,4673.05144439,0.0025,1.56762,1.0,4673.21,1.0,100,400.0
8.51816e-36,6.31455293897e-25,0.002,500.0,4675.14,2.7244205766,,500,1.0,1.0,4673.1043463,7.91822e+26,4673.1043463,1,,2.7244205766,4673.1043463,0.002,,,4675.14,4.25908e-33,100,inf
1.0,500.0,3.50449e-18,500.0,4673.1,3.83762209668,,500,0.01,1.0,4673.1036342,1.0,4673.1036342,2,0.01,3.83762209668,4673.1036342,0.01,1.94919,1.0,4673.1,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4673.28,3.74223036183,,500,0.005,1.0,4673.46169597,1.0,4673.46169597,2,0.005,3.74223036183,4673.46169597,0.005,1.94528,1.0,4673.28,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4673.23,3.73694530456,,500,0.00333333,1.0,4673.12246845,1.0,4673.12246845,2,0.00333333,3.73694530456,4673.12246845,0.00333333,1.93949,1.0,4673.23,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4673.24,3.35842607163,,500,0.0025,1.0,4673.28680243,1.0,4673.28680243,2,0.0025,3.35842607163,4673.28680243,0.0025,1.91129,1.0,4673.24,1.0,100,400.0
6.00761,,0.00174991,500.0,4674.68,3.57508344341,15789.2,500,0.935439,1.0,4673.39315535,inf,4673.39315535,1,2.58406e-21,3.57508344341,4673.39315535,0.002,1.34616,7.76202e-18,4674.68,2809.88,100,1.14258873423
1.0,500.0,3.50449e-18,500.0,4673.47,3.29912256737,,500,0.01,1.0,4673.46811013,1.0,4673.46811013,2,0.01,3.29912256737,4673.46811013,0.01,1.80726,1.0,4673.47,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4673.48,2.72345058445,,500,0.005,1.0,4673.48806275,1.0,4673.48806275,2,0.005,2.72345058445,4673.48806275,0.005,1.72665,1.0,4673.48,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4673.49,3.42593861154,,500,0.00333333,1.0,4673.51136537,1.0,4673.51136537,2,0.00333333,3.42593861154,4673.51136537,0.00333333,1.76588,1.0,4673.49,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4673.45,3.53119668661,,500,0.0025,1.0,4673.33811255,1.0,4673.33811255,2,0.0025,3.53119668661,4673.33811255,0.0025,1.79359,1.0,4673.45,1.0,100,400.0
0.989552,,1.09237e-05,500.0,4673.77,3.28722706087,2.67416,500,0.035567,1.0,4673.38471646,inf,4673.38471646,1,1.67838e-05,3.28722706087,4673.38471646,0.002,2.88571,0.00830421,4673.77,17.5977,100,134.211545304
1.0,500.0,3.50449e-18,500.0,4673.4,3.71231608929,,500,0.01,1.0,4673.39925233,1.0,4673.39925233,2,0.01,3.71231608929,4673.39925233,0.01,1.91706,1.0,4673.4,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4673.37,3.84453385543,,500,0.005,1.0,4673.33459059,1.0,4673.33459059,2,0.005,3.84453385543,4673.33459059,0.005,1.93433,1.0,4673.37,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4673.39,3.47135916331,,500,0.00333333,1.0,4673.43414993,1.0,4673.43414993,2,0.00333333,3.47135916331,4673.43414993,0.00333333,1.90813,1.0,4673.39,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4673.38,3.64972859655,,500,0.0025,1.0,4673.3387515,1.0,4673.3387515,2,0.0025,3.64972859655,4673.3387515,0.0025,1.90644,1.0,4673.38,1.0,100,400.0
0.769044,498.646713367,0.000135549,500.0,4674.41,3.21211468001,20.0419,500,0.229746,1.0,4673.4368619,1.00271,4673.4368619,1,4.00287e-09,3.21211468001,4673.4368619,0.002,4.25926,1.53919e-06,4674.41,88.3426,100,14.3598155684
1.0,500.0,3.50449e-18,500.0,4673.55,2.75144251222,,500,0.01,1.0,4673.54815636,1.0,4673.54815636,2,0.01,2.75144251222,4673.54815636,0.01,1.65041,1.0,4673.55,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4673.5,2.95372788231,,500,0.005,1.0,4673.45511449,1.0,4673.45511449,2,0.005,2.95372788231,4673.45511449,0.005,1.68114,1.0,4673.5,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4673.43,3.38665681747,,500,0.00333333,1.0,4673.27971724,1.0,4673.27971724,2,0.00333333,3.38665681747,4673.27971724,0.00333333,1.73571,1.0,4673.43,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4673.35,3.62711035658,,500,0.0025,1.0,4673.13527288,1.0,4673.13527288,2,0.0025,3.62711035658,4673.13527288,0.0025,1.78137,1.0,4673.35,1.0,100,400.0
1.58593e-16,,0.00199992,500.0,4675.26,2.47286695802,1.25754e-29,500,0.999981,1.0,4673.68281219,inf,4673.68281219,1,,2.47286695802,4673.68281219,0.002,0.0109515,,4675.26,7.9295e-14,100,1.00003794301
1.0,500.0,3.50449e-18,495.52,4628.03,72420.132099,,500,0.01,1.0,4628.0288529,1.0,4628.0288529,2,0.01,72420.132099,4628.0288529,0.01,267.761,1.0,4628.03,1.0,100,100.0
1.0,500.0,2.1793e-19,492.75,4615.57,158618.760397,,500,0.005,1.0,4603.10136599,1.0,4603.10136599,2,0.005,158618.760397,4603.10136599,0.005,338.407,1.0,4615.57,1.0,100,200.000000102
1.0,500.0,5.43914e-20,485.41,4588.4,404491.796337,,500,0.00333333,1.0,4534.06050205,1.0,4534.06050205,2,0.00333333,404491.796337,4534.06050205,0.00333333,459.679,1.0,4588.4,1.0,100,299.999969474
1.0,500.0,5.4346e-20,495.16,4597.4,56285.1701985,,500,0.0025,1.0,4624.42113222,1.0,4624.42113222,2,0.0025,56285.1701985,4624.42113222,0.0025,415.515,1.0,4597.4,1.0,100,400.0
51.8292,0.00251292901981,0.00199495,493.96,4674.65,91637.3751494,1.33974e+06,500,0.998738,1.0,4614.67764658,198971.0,4614.67764658,1,,91637.3751494,4614.67764658,0.002,0.0190687,,4674.65,25881.9,100,1.00252764278
1.0,500.0,3.50449e-18,500.0,4673.31,3.39952333914,,500,0.01,1.0,4673.31082489,1.0,4673.31082489,2,0.01,3.39952333914,4673.31082489,0.01,1.83455,1.0,4673.31,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4673.34,2.99677195919,,500,0.005,1.0,4673.37276675,1.0,4673.37276675,2,0.005,2.99677195919,4673.37276675,0.005,1.77966,1.0,4673.34,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4673.19,3.5382656079,,500,0.00333333,1.0,4672.89911449,1.0,4672.89911449,2,0.00333333,3.5382656079,4672.89911449,0.00333333,1.82281,1.0,4673.19,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4673.21,3.89038175003,,500,0.0025,1.0,4673.24699248,1.0,4673.24699248,2,0.0025,3.89038175003,4673.24699248,0.0025,1.85887,1.0,4673.21,1.0,100,400.0
0.482696,382.311438369,0.00048465,500.0,4674.62,2.6845764768,28.2303,500,0.472099,1.0,4673.19447356,1.30783,4673.19447356,1,6.49308e-10,2.6845764768,4673.19447356,0.002,10.6732,1.56709e-07,4674.62,113.94,100,4.101046438
1.0,500.0,3.50449e-18,500.0,4674.14,3.81883402008,,500,0.01,1.0,4674.14117775,1.0,4674.14117775,2,0.01,3.81883402008,4674.14117775,0.01,1.94437,1.0,4674.14,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4673.91,5.9998617661,,500,0.005,1.0,4673.68690636,1.0,4673.68690636,2,0.005,5.9998617661,4673.68690636,0.005,2.21625,1.0,4673.91,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4673.97,6.04612090478,,500,0.00333333,1.0,4674.07134783,1.0,4674.07134783,2,0.00333333,6.04612090478,4674.07134783,0.00333333,2.29678,1.0,4673.97,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4674.04,3.40888783345,,500,0.0025,1.0,4674.28032622,1.0,4674.28032622,2,0.0025,3.40888783345,4674.28032622,0.0025,2.19512,1.0,4674.04,1.0,100,400.0
1.02608,,1.92538e-05,500.0,4675.42,5.20466545425,5.0678,500,0.0747595,1.0,4673.75838551,inf,4673.75838551,1,6.02541e-05,5.20466545425,4673.75838551,0.002,8.1519,0.0309128,4675.42,38.3547,100,86.150305291
1.0,500.0,3.50449e-18,500.0,4675.05,4.36260797185,,500,0.01,1.0,4675.05295781,1.0,4675.05295781,2,0.01,4.36260797185,4675.05295781,0.01,2.07822,1.0,4675.05,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4674.89,7.31540702838,,500,0.005,1.0,4674.72800063,1.0,4674.72800063,2,0.005,7.31540702838,4674.72800063,0.005,2.40978,1.0,4674.89,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4675.06,7.36918910115,,500,0.00333333,1.0,4675.40758853,1.0,4675.40758853,2,0.00333333,7.36918910115,4675.40758853,0.00333333,2.52243,1.0,4675.06,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4675.03,7.30946720724,,500,0.0025,1.0,4674.9205142,1.0,4674.9205142,2,0.0025,7.30946720724,4674.9205142,0.0025,2.5661,1.0,4675.03,1.0,100,400.0
7.17152,0.0380108647227,0.00199267,495.15,4679.64,205962.5207,25621.1,500,0.998168,1.0,4629.52375856,13154.1,4629.52375856,1,,205962.5207,4629.52375856,0.002,0.0225538,,4679.64,3579.19,100,1.00367326001
1.0,500.0,3.50449e-18,500.0,4676.48,6.25703811065,,500,0.01,1.0,4676.47613068,1.0,4676.47613068,2,0.01,6.25703811065,4676.47613068,0.01,2.48888,1.0,4676.48,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4676.46,6.17434040638,,500,0.005,1.0,4676.43580158,1.0,4676.43580158,2,0.005,6.17434040638,4676.43580158,0.005,2.48071,1.0,4676.46,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4676.43,6.8869964678,,500,0.00333333,1.0,4676.37697936,1.0,4676.37697936,2,0.00333333,6.8869964678,4676.37697936,0.00333333,2.52521,1.0,4676.43,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4676.49,6.59840304508,,500,0.0025,1.0,4676.67919977,1.0,4676.67919977,2,0.0025,6.59840304508,4676.67919977,0.0025,2.5352,1.0,4676.49,1.0,100,400.0
0.999223,357.117654672,1.83581e-06,500.0,4677.06,6.6099236407,0.458239,500,0.00807439,1.0,4676.97064881,1.4001,4676.97064881,1,5.82469e-06,6.6099236407,4676.97064881,0.002,2.81392,0.00291008,4677.06,4.03406,100,342.927331625
1.0,500.0,3.50449e-18,500.0,4677.02,6.82194854411,,500,0.01,1.0,4677.0227025,1.0,4677.0227025,2,0.01,6.82194854411,4677.0227025,0.01,2.59878,1.0,4677.02,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4676.9,6.92742825894,,500,0.005,1.0,4676.77283058,1.0,4676.77283058,2,0.005,6.92742825894,4676.77283058,0.005,2.6118,1.0,4676.9,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4676.92,6.52381698287,,500,0.00333333,1.0,4676.96542031,1.0,4676.96542031,2,0.00333333,6.52381698287,4676.96542031,0.00333333,2.58873,1.0,4676.92,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4677.05,5.85285048828,,500,0.0025,1.0,4677.45265073,1.0,4677.45265073,2,0.0025,5.85285048828,4677.45265073,0.0025,2.55497,1.0,4677.05,1.0,100,400.0
1.0,500.0,5.43187e-20,500.0,4677.06,6.01888722315,,500,0.002,1.0,4677.06565008,1.0,4677.06565008,1,0.002,6.01888722315,4677.06565008,0.002,2.5326,1.0,4677.06,1.0,100,500.000006643
1.0,500.0,3.50449e-18,500.0,4676.94,6.96577060018,,500,0.01,1.0,4676.94004853,1.0,4676.94004853,2,0.01,6.96577060018,4676.94004853,0.01,2.62603,1.0,4676.94,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4677.0,6.04932881438,,500,0.005,1.0,4677.06668689,1.0,4677.06668689,2,0.005,6.04932881438,4677.06668689,0.005,2.53898,1.0,4677.0,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4676.93,6.64685668009,,500,0.00333333,1.0,4676.77694665,1.0,4676.77694665,2,0.00333333,6.64685668009,4676.77694665,0.00333333,2.54998,1.0,4676.93,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4676.88,6.51504419593,,500,0.0025,1.0,4676.71714822,1.0,4676.71714822,2,0.0025,6.51504419593,4676.71714822,0.0025,2.54905,1.0,4676.88,1.0,100,400.0
1.0,500.0,5.43187e-20,500.0,4676.87,6.87767790957,,500,0.002,1.0,4676.85955928,1.0,4676.85955928,1,0.002,6.87767790957,4676.85955928,0.002,2.56124,1.0,4676.87,1.0,100,500.000006643
1.0,500.0,3.50449e-18,500.0,4677.28,6.92055819269,,500,0.01,1.0,4677.28165136,1.0,4677.28165136,2,0.01,6.92055819269,4677.28165136,0.01,2.61752,1.0,4677.28,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4677.02,6.5881581382,,500,0.005,1.0,4676.76384325,1.0,4676.76384325,2,0.005,6.5881581382,4676.76384325,0.005,2.59881,1.0,4677.02,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4676.97,6.10397587613,,500,0.00333333,1.0,4676.86161181,1.0,4676.86161181,2,0.00333333,6.10397587613,4676.86161181,0.00333333,2.55395,1.0,4676.97,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4676.84,7.03406374807,,500,0.0025,1.0,4676.46812339,1.0,4676.46812339,2,0.0025,7.03406374807,4676.46812339,0.0025,2.58456,1.0,4676.84,1.0,100,400.0
1.0,500.0,5.43187e-20,500.0,4676.9,6.19146107001,,500,0.002,1.0,4677.13363534,1.0,4677.13363534,1,0.002,6.19146107001,4677.13363534,0.002,2.5658,1.0,4676.9,1.0,100,500.000006643
1.0,500.0,3.50449e-18,500.0,4677.03,6.14652363778,,500,0.01,1.0,4677.03455548,1.0,4677.03455548,2,0.01,6.14652363778,4677.03455548,0.01,2.46679,1.0,4677.03,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4676.84,7.64599449712,,500,0.005,1.0,4676.65034857,1.0,4676.65034857,2,0.005,7.64599449712,4676.65034857,0.005,2.61996,1.0,4676.84,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4676.75,6.55170233908,,500,0.00333333,1.0,4676.56448088,1.0,4676.56448088,2,0.00333333,6.55170233908,4676.56448088,0.00333333,2.59911,1.0,4676.75,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4676.86,5.67298432701,,500,0.0025,1.0,4677.2096314,1.0,4677.2096314,2,0.0025,5.67298432701,4677.2096314,0.0025,2.55152,1.0,4676.86,1.0,100,400.0
1.0,500.0,5.43187e-20,500.0,4676.97,5.22339895306,,500,0.002,1.0,4677.36834232,1.0,4677.36834232,1,0.002,5.22339895306,4677.36834232,0.002,2.50659,1.0,4676.97,1.0,100,500.000006643
1.0,500.0,3.50449e-18,500.0,4676.96,6.56904355008,,500,0.01,1.0,4676.96073068,1.0,4676.96073068,2,0.01,6.56904355008,4676.96073068,0.01,2.55015,1.0,4676.96,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4676.92,6.18335469719,,500,0.005,1.0,4676.88706805,1.0,4676.88706805,2,0.005,6.18335469719,4676.88706805,0.005,2.51271,1.0,4676.92,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4676.91,6.04025904801,,500,0.00333333,1.0,4676.87734891,1.0,4676.87734891,2,0.00333333,6.04025904801,4676.87734891,0.00333333,2.49057,1.0,4676.91,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4676.92,5.71900490552,,500,0.0025,1.0,4676.94553792,1.0,4676.94553792,2,0.0025,5.71900490552,4676.94553792,0.0025,2.46331,1.0,4676.92,1.0,100,400.0
1.0,500.0,5.43187e-20,500.0,4676.91,5.3342572679,,500,0.002,1.0,4676.8679924,1.0,4676.8679924,1,0.002,5.3342572679,4676.8679924,0.002,2.43123,1.0,4676.91,1.0,100,500.000006643
1.0,500.0,3.50449e-18,500.0,4677.42,6.17650360411,,500,0.01,1.0,4677.42349842,1.0,4677.42349842,2,0.01,6.17650360411,4677.42349842,0.01,2.47282,1.0,4677.42,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4677.06,6.41815923781,,500,0.005,1.0,4676.69001271,1.0,4676.69001271,2,0.005,6.41815923781,4676.69001271,0.005,2.52366,1.0,4677.06,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4677.15,5.84971969304,,500,0.00333333,1.0,4677.32845423,1.0,4677.32845423,2,0.00333333,5.84971969304,4677.32845423,0.00333333,2.48852,1.0,4677.15,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4677.1,6.8531601461,,500,0.0025,1.0,4676.94793132,1.0,4676.94793132,2,0.0025,6.8531601461,4676.94793132,0.0025,2.51956,1.0,4677.1,1.0,100,400.0
1.0,500.0,5.43187e-20,500.0,4677.14,6.46634827276,,500,0.002,1.0,4677.31010624,1.0,4677.31010624,1,0.002,6.46634827276,4677.31010624,0.002,2.52312,1.0,4677.14,1.0,100,500.000006643
1.0,500.0,3.50449e-18,500.0,4677.37,5.68845975793,,500,0.01,1.0,4677.37364997,1.0,4677.37364997,2,0.01,5.68845975793,4677.37364997,0.01,2.3731,1.0,4677.37,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4677.18,6.67130556138,,500,0.005,1.0,4676.98203086,1.0,4676.98203086,2,0.005,6.67130556138,4676.98203086,0.005,2.48121,1.0,4677.18,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4677.05,8.24495900739,,500,0.00333333,1.0,4676.80997482,1.0,4676.80997482,2,0.00333333,8.24495900739,4676.80997482,0.00333333,2.61824,1.0,4677.05,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4677.13,5.75939284455,,500,0.0025,1.0,4677.36975845,1.0,4677.36975845,2,0.0025,5.75939284455,4677.36975845,0.0025,2.5662,1.0,4677.13,1.0,100,400.0
1.0,500.0,5.43187e-20,500.0,4677.15,5.63953348106,,500,0.002,1.0,4677.22637733,1.0,4677.22637733,1,0.002,5.63953348106,4677.22637733,0.002,2.52712,1.0,4677.15,1.0,100,500.000006643
1.0,500.0,3.50449e-18,500.0,4677.11,5.24849738142,,500,0.01,1.0,4677.10730662,1.0,4677.10730662,2,0.01,5.24849738142,4677.10730662,0.01,2.27947,1.0,4677.11,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4677.01,7.10479752805,,500,0.005,1.0,4676.90959128,1.0,4676.90959128,2,0.005,7.10479752805,4676.90959128,0.005,2.47481,1.0,4677.01,1.0,100,200.000000102
