VarNormIw,MaxNormIw,AvgEpLen,MinVanillaIw,VarDiscRet,ESSClassic,VarRet,VarJ,VarVanillaIw,eRenyi2,J,MinNormIw,MaxVanillaIw,Bound,ESSRenyi,AvgVanillaIw,AvgRet,VanillaAvgRet,AvgDiscRet,BatchSize,AvgNormIw
0.010000002,1.0,200.0,,4392402.075036766,1.0,4392402.075036766,,9516120.0,23843.014,4034.2263,,30848.209,1242723.9,0.004194100686104084,308.4821,9.094947017729283e-14,-4066.23450637783,9.094947017729283e-14,100,0.01
0.010000003,1.0,200.0,,218.57719474843128,,218.57719474843128,,inf,inf,21.090895,,7.931828e+35,1.6728933e+35,,7.931828e+33,4.156675004196586e-15,-23.131400542598964,4.156675004196586e-15,100,0.01
3.5044917e-18,0.01,200.0,1.0,210.1551549751522,100.0,210.1551549751522,14.424064,,nan,-1.4901161e-07,0.01,1.0,-1.2192185,nan,1.0,-3.907985046680551e-15,-22.73151178472018,-3.907985046680551e-15,100,0.009999998
3.5044917e-18,0.01,200.0,1.0,186.65758888913683,100.0,186.65758888913683,13.593785,,nan,-5.9604645e-08,0.01,1.0,-1.1490378,nan,1.0,7.460698725481052e-16,-21.70447367746663,7.460698725481052e-16,100,0.009999998
3.5044917e-18,0.01,200.0,1.0,204.58702524137894,100.0,204.58702524137894,14.231695,,nan,-6.7055225e-08,0.01,1.0,-1.2029581,nan,1.0,1.4210854715202005e-15,-22.79357934815926,1.4210854715202005e-15,100,0.009999998
3.5044917e-18,0.01,200.0,1.0,171.67306510238592,100.0,171.67306510238592,13.03673,,nan,-1.4901161e-08,0.01,1.0,-1.1019517,nan,1.0,8.526512829121202e-16,-20.025856081211145,8.526512829121202e-16,100,0.009999998
3.5044917e-18,0.01,200.0,1.0,225.2621337526572,100.0,225.2621337526572,14.933502,,nan,1.1920929e-07,0.01,1.0,-1.26228,nan,1.0,-3.907985046680551e-15,-22.709326450276325,-3.907985046680551e-15,100,0.009999998
3.5044917e-18,0.01,200.0,1.0,199.22053460378189,100.0,199.22053460378189,14.0438,,nan,,0.01,1.0,-1.1870761,nan,1.0,-4.263256414560601e-16,-20.85911188084567,-4.263256414560601e-16,100,0.009999998
3.5044917e-18,0.01,200.0,1.0,199.81494772070522,100.0,199.81494772070522,14.064735,,nan,-1.1920929e-07,0.01,1.0,-1.1888459,nan,1.0,-8.881784197001252e-16,-24.87104560091082,-8.881784197001252e-16,100,0.009999998
3.5044917e-18,0.01,200.0,1.0,214.2127821182907,100.0,214.2127821182907,14.562646,,nan,3.7252903e-08,0.01,1.0,-1.2309325,nan,1.0,-6.963318810448982e-15,-24.653327539844998,-6.963318810448982e-15,100,0.009999998
3.5044917e-18,0.01,200.0,1.0,198.08724572190965,100.0,198.08724572190965,14.0037985,,nan,1.4901161e-08,0.01,1.0,-1.1836951,nan,1.0,-1.2434497875801752e-15,-24.063662995074395,-1.2434497875801752e-15,100,0.009999998
3.5044917e-18,0.01,200.0,1.0,227.25215582438727,100.0,227.25215582438727,14.999322,,nan,2.9802322e-08,0.01,1.0,-1.2678432,nan,1.0,-2.4513724383723455e-15,-22.819550100285046,-2.4513724383723455e-15,100,0.009999998
3.5044917e-18,0.01,200.0,1.0,210.80046518339896,100.0,210.80046518339896,14.446192,,nan,2.9802322e-08,0.01,1.0,-1.2210888,nan,1.0,-1.7763568394002506e-16,-24.736512240113335,-1.7763568394002506e-16,100,0.009999998
3.5044917e-18,0.01,200.0,1.0,184.27467372612102,100.0,184.27467372612102,13.506736,,nan,,0.01,1.0,-1.14168,nan,1.0,-3.1974423109204507e-16,-24.58765332563345,-3.1974423109204507e-16,100,0.009999998
3.5044917e-18,0.01,200.0,1.0,205.06791941105155,100.0,205.06791941105155,14.248412,,nan,2.9802322e-08,0.01,1.0,-1.2043712,nan,1.0,3.694822225952521e-15,-22.52336753368292,3.694822225952521e-15,100,0.009999998
3.5044917e-18,0.01,200.0,1.0,208.0084253845485,100.0,208.0084253845485,14.3502035,,nan,-1.4901161e-08,0.01,1.0,-1.2129754,nan,1.0,-1.652011860642233e-15,-22.97901905527634,-1.652011860642233e-15,100,0.009999998
