Delta,eRenyi2,J,ESSClassic,VarJ,MinVanillaIw,MaxVanillaIw,VarRet,AvgRet,AvgDiscRet,Bound,VanillaAvgRet,EpsThisIter,MaxNormIw,VarDiscRet,VarVanillaIw,BatchSize,AvgNormIw,IterType,AvgEpLen,VarNormIw,MinNormIw,ESSRenyi,AvgVanillaIw
0.9,1.0,-88.7467,400.0,78.3983,1.0,1.0,9119.59480458,-98.1055277413,-98.1055277413,-95.6991,-98.1055277413,100,0.0025,9119.59480458,,500,0.0025,2,133.72,5.4346e-20,0.0025,500.0,1.0
0.9,1.22119,-89.6111,375.29211913,89.8266,0.000107647,1.53208,10064.1860572,-103.947079508,-103.947079508,-96.4829,-103.947079508,100,0.00275824,10064.1860572,0.410914,500,0.002,1,141.1,1.33184e-06,1.93798e-07,409.435346215,1.11091
0.9,1.0,-102.144,100.0,99.6877,1.0,1.0,10038.0216464,-102.144163545,-102.144163545,-116.049,-102.144163545,100,0.01,10038.0216464,,500,0.01,2,138.4,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-98.6257,200.000000102,91.7233,1.0,1.0,6933.26034683,-95.1073198079,-95.1073198079,-108.458,-95.1073198079,100,0.005,6933.26034683,,500,0.005,2,130.55,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-96.7379,299.999969474,89.0925,1.0,1.0,7035.06123075,-92.9622030877,-92.9622030877,-104.766,-92.9622030877,100,0.00333333,7035.06123075,,500,0.00333333,2,127.82,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-97.2093,400.0,90.5496,1.0,1.0,9072.59008525,-98.6233832473,-98.6233832473,-104.162,-98.6233832473,100,0.0025,9072.59008525,,500,0.0025,2,134.08,5.4346e-20,0.0025,500.0,1.0
0.9,1.15795,-93.6265,323.939615092,104.474,0.815359,3.29387,4876.16796606,-85.8472303838,-85.8472303838,-100.318,-85.8472303838,100,0.00571636,4876.16796606,0.723274,500,0.002,1,119.45,2.17836e-06,0.00141502,431.797112481,1.15244
0.9,1.0,-108.266,100.0,103.956,1.0,1.0,10915.9443638,-108.266222968,-108.266222968,-122.171,-108.266222968,100,0.01,10915.9443638,,500,0.01,2,145.53,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-111.936,200.000000102,111.086,1.0,1.0,13986.4561379,-115.605042849,-115.605042849,-121.768,-115.605042849,100,0.005,13986.4561379,,500,0.005,2,153.98,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-107.534,299.999969474,106.168,1.0,1.0,9109.61504692,-98.7301237409,-98.7301237409,-115.562,-98.7301237409,100,0.00333333,9109.61504692,,500,0.00333333,2,133.83,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-104.753,400.0,102.408,1.0,1.0,8123.22419906,-96.4112461394,-96.4112461394,-111.706,-96.4112461394,100,0.0025,8123.22419906,,500,0.0025,2,131.59,5.4346e-20,0.0025,500.0,1.0
0.9,1.17295,-98.9757,392.278674051,106.411,0.0697962,1.44736,7007.19374101,-91.0847186677,-91.0847186677,-105.71,-91.0847186677,100,0.00258573,7007.19374101,0.344846,500,0.002,1,125.57,1.10062e-06,0.000124692,426.275185915,1.1195
0.9,1.0,-92.2916,100.0,83.0528,1.0,1.0,6967.44391557,-92.2915710258,-92.2915710258,-106.196,-92.2915710258,100,0.01,6967.44391557,,500,0.01,2,127.23,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-92.3043,200.000000102,83.1066,1.0,1.0,6985.48152407,-92.3170846201,-92.3170846201,-102.136,-92.3170846201,100,0.005,6985.48152407,,500,0.005,2,126.78,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-94.5631,299.999969474,87.1728,1.0,1.0,9043.71834737,-99.0807024835,-99.0807024835,-102.591,-99.0807024835,100,0.00333333,9043.71834737,,500,0.00333333,2,135.34,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-95.4233,400.0,87.7037,1.0,1.0,8042.01273942,-98.0037499091,-98.0037499091,-102.376,-98.0037499091,100,0.0025,8042.01273942,,500,0.0025,2,134.08,5.4346e-20,0.0025,500.0,1.0
0.9,1.51957,-85.8052,141.78564575,104.95,0.755293,9.12587,3718.42721837,-79.4174946398,-79.4174946398,-93.4706,-79.4174946398,100,0.0122339,3718.42721837,5.63453,500,0.002,1,111.93,1.0126e-05,0.00101252,329.040737688,1.4919
0.9,1.0,-91.8777,100.0,83.1125,1.0,1.0,6977.45667665,-91.8776997292,-91.8776997292,-105.782,-91.8776997292,100,0.01,6977.45667665,,500,0.01,2,126.67,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-93.9681,200.000000102,86.138,1.0,1.0,8003.12636402,-96.0585946673,-96.0585946673,-103.8,-96.0585946673,100,0.005,8003.12636402,,500,0.005,2,131.46,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-96.1757,299.999969474,91.1328,1.0,1.0,10148.3061233,-100.590648036,-100.590648036,-104.204,-100.590648036,100,0.00333333,10148.3061233,,500,0.00333333,2,136.15,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-98.5577,400.0,94.8145,1.0,1.0,11086.3191049,-105.703954552,-105.703954552,-105.51,-105.703954552,100,0.0025,11086.3191049,,500,0.0025,2,142.34,5.4346e-20,0.0025,500.0,1.0
0.9,1.15355,-95.2664,415.68455567,96.8737,0.0526251,1.41211,9010.98639782,-100.284112604,-100.284112604,-101.945,-100.284112604,100,0.00242488,9010.98639782,0.275703,500,0.002,1,137.06,8.12993e-07,9.03681e-05,433.444125361,1.16468
0.9,1.0,-101.437,100.0,100.266,1.0,1.0,10154.7205228,-101.436503855,-101.436503855,-115.341,-101.436503855,100,0.01,10154.7205228,,500,0.01,2,137.2,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-96.7853,200.000000102,89.1584,1.0,1.0,5860.60253985,-92.1340309864,-92.1340309864,-106.617,-92.1340309864,100,0.005,5860.60253985,,500,0.005,2,127.73,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-99.5783,299.999969474,92.6817,1.0,1.0,9923.66157884,-105.164245212,-105.164245212,-107.606,-105.164245212,100,0.00333333,9923.66157884,,500,0.00333333,2,143.31,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-96.203,400.0,87.6221,1.0,1.0,4852.69524525,-86.077112976,-86.077112976,-103.155,-86.077112976,100,0.0025,4852.69524525,,500,0.0025,2,119.73,5.4346e-20,0.0025,500.0,1.0
0.9,1.82187,-84.9374,90.0470479694,56.7359,0.738033,14.8916,8072.5166043,-95.1221412626,-95.1221412626,-93.3308,-95.1221412626,100,0.0206011,8072.5166043,9.53445,500,0.002,1,130.26,1.8247e-05,0.001021,274.44392491,1.44571
0.9,1.0,-100.066,100.0,94.5521,1.0,1.0,9030.4105624,-100.065984709,-100.065984709,-113.971,-100.065984709,100,0.01,9030.4105624,,500,0.01,2,136.4,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-91.3301,200.000000102,79.8495,1.0,1.0,3696.11648932,-82.5941442722,-82.5941442722,-101.162,-82.5941442722,100,0.005,3696.11648932,,500,0.005,2,116.05,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-93.9953,299.999969474,85.2072,1.0,1.0,9077.07297362,-99.3256643856,-99.3256643856,-102.023,-99.3256643856,100,0.00333333,9077.07297362,,500,0.00333333,2,135.13,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-95.6251,400.0,87.5297,1.0,1.0,8922.3561618,-100.514764383,-100.514764383,-102.578,-100.514764383,100,0.0025,8922.3561618,,500,0.0025,2,136.7,5.4346e-20,0.0025,500.0,1.0
0.9,1.04849,-96.4363,445.457574986,94.623,0.255074,1.19575,8925.79033365,-102.067485974,-102.067485974,-102.804,-102.067485974,100,0.00232566,8925.79033365,0.129729,500,0.002,1,138.87,4.90741e-07,0.000496105,476.87407935,1.02831
0.9,1.0,-77.2079,100.0,50.2221,1.0,1.0,2547.74093722,-77.2079272391,-77.2079272391,-91.1125,-77.2079272391,100,0.01,2547.74093722,,500,0.01,2,109.63,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-85.9566,200.000000102,73.0257,1.0,1.0,8070.88071207,-94.7053316435,-94.7053316435,-95.7886,-94.7053316435,100,0.005,8070.88071207,,500,0.005,2,129.26,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-90.4768,299.999969474,81.163,1.0,1.0,9064.8287011,-99.5172408409,-99.5172408409,-98.5047,-99.5172408409,100,0.00333333,9064.8287011,,500,0.00333333,2,135.15,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-92.9653,400.0,84.8446,1.0,1.0,9048.33350283,-100.430797798,-100.430797798,-99.9177,-100.430797798,100,0.0025,9048.33350283,,500,0.0025,2,136.1,5.4346e-20,0.0025,500.0,1.0
0.9,1.30621,-90.8566,208.116676386,124.28,0.780072,5.83365,9100.49892039,-97.7233775987,-97.7233775987,-97.9636,-97.7233775987,100,0.00860307,9100.49892039,2.58468,500,0.002,1,132.65,5.62123e-06,0.0011504,382.787527981,1.35618
0.9,1.0,-90.0902,100.0,76.2769,1.0,1.0,5876.94037098,-90.0901674081,-90.0901674081,-103.995,-90.0901674081,100,0.01,5876.94037098,,500,0.01,2,125.29,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-92.365,200.000000102,79.5876,1.0,1.0,6908.92447878,-94.6398251067,-94.6398251067,-102.197,-94.6398251067,100,0.005,6908.92447878,,500,0.005,2,129.81,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-92.2279,299.999969474,80.8738,1.0,1.0,7023.50535523,-91.9537644222,-91.9537644222,-100.256,-91.9537644222,100,0.00333333,7023.50535523,,500,0.00333333,2,125.73,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-91.1736,400.0,79.9073,1.0,1.0,5965.26778187,-88.0105468233,-88.0105468233,-98.1259,-88.0105468233,100,0.0025,5965.26778187,,500,0.0025,2,121.94,5.4346e-20,0.0025,500.0,1.0
0.9,1.31666,-88.2867,350.269481335,81.5926,0.778378,2.66992,9138.53705017,-96.7153421012,-96.7153421012,-95.422,-96.7153421012,100,0.0042292,9138.53705017,0.682832,500,0.002,1,131.69,1.7133e-06,0.00123296,379.747816473,1.26261
0.9,1.0,-107.991,100.0,109.205,1.0,1.0,12046.2772643,-107.990551504,-107.990551504,-121.895,-107.990551504,100,0.01,12046.2772643,,500,0.01,2,144.75,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-111.522,200.000000102,110.824,1.0,1.0,12740.5271495,-115.054055009,-115.054055009,-121.354,-115.054055009,100,0.005,12740.5271495,,500,0.005,2,153.64,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-110.596,299.999969474,110.374,1.0,1.0,12099.4114761,-108.744691553,-108.744691553,-118.624,-108.744691553,100,0.00333333,12099.4114761,,500,0.00333333,2,145.36,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-105.522,400.0,104.745,1.0,1.0,7100.43948213,-90.2988078311,-90.2988078311,-112.474,-90.2988078311,100,0.0025,7100.43948213,,500,0.0025,2,124.37,5.4346e-20,0.0025,500.0,1.0
0.9,1.25042,-98.4155,359.912762834,109.064,1.79624e-05,1.58184,3691.40774846,-85.1051646514,-85.1051646514,-105.369,-85.1051646514,100,0.00284808,3691.40774846,0.481227,500,0.002,1,119.12,1.56001e-06,3.2341e-08,399.865348382,1.11081
0.9,1.0,-94.9056,100.0,89.2382,1.0,1.0,8043.89490953,-94.9056291889,-94.9056291889,-108.81,-94.9056291889,100,0.01,8043.89490953,,500,0.01,2,129.38,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-93.8573,200.000000102,86.5049,1.0,1.0,7071.25137152,-92.8089895689,-92.8089895689,-103.689,-92.8089895689,100,0.005,7071.25137152,,500,0.005,2,127.51,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-91.603,299.999969474,83.5484,1.0,1.0,6004.34879711,-87.0942236719,-87.0942236719,-99.6309,-87.0942236719,100,0.00333333,6004.34879711,,500,0.00333333,2,120.68,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-91.6048,400.0,83.5037,1.0,1.0,7020.6571024,-91.6102239023,-91.6102239023,-98.5572,-91.6102239023,100,0.0025,7020.6571024,,500,0.0025,2,126.82,5.4346e-20,0.0025,500.0,1.0
0.9,1.08654,-90.7252,439.247081727,85.8805,0.0609824,1.28152,8003.61790941,-97.0790148395,-97.0790148395,-97.2071,-97.0790148395,100,0.00229259,8003.61790941,0.173217,500,0.002,1,132.4,5.54365e-07,0.000109096,460.17548816,1.11796
0.9,1.0,-79.467,100.0,50.5984,1.0,1.0,2586.05887694,-79.4670466746,-79.4670466746,-93.369,-79.4670466746,100,0.01,2586.05887694,,500,0.01,2,111.74,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-90.2143,200.000000102,80.0756,1.0,1.0,10134.3272781,-100.961488791,-100.961488791,-100.046,-100.961488791,100,0.005,10134.3272781,,500,0.005,2,136.68,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-84.9701,299.999969474,69.2434,1.0,1.0,1408.83793634,-74.4817182241,-74.4817182241,-92.998,-74.4817182241,100,0.00333333,1408.83793634,,500,0.00333333,2,106.37,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-89.2559,400.0,78.4452,1.0,1.0,10111.3307232,-102.11323211,-102.11323211,-96.2083,-102.11323211,100,0.0025,10111.3307232,,500,0.0025,2,138.28,5.4346e-20,0.0025,500.0,1.0
0.9,1.03218,-90.2376,474.450344607,82.5069,0.0887487,1.15296,9146.87429078,-97.6663829289,-97.6663829289,-96.5552,-97.6663829289,100,0.00211726,9146.87429078,0.064004,500,0.002,1,132.44,2.15836e-07,0.000162975,484.413278753,1.08911
0.9,1.0,-98.4897,100.0,88.7394,1.0,1.0,7954.22193472,-98.489676096,-98.489676096,-112.394,-98.489676096,100,0.01,7954.22193472,,500,0.01,2,134.59,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-109.547,200.000000102,106.235,1.0,1.0,14598.371151,-120.603505105,-120.603505105,-119.379,-120.603505105,100,0.005,14598.371151,,500,0.005,2,160.08,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-108.536,299.999969474,105.68,1.0,1.0,11037.3682307,-106.513811135,-106.513811135,-116.564,-106.513811135,100,0.00333333,11037.3682307,,500,0.00333333,2,143.39,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-106.782,400.0,103.011,1.0,1.0,8992.99811989,-101.519348084,-101.519348084,-113.734,-101.519348084,100,0.0025,8992.99811989,,500,0.0025,2,138.09,5.4346e-20,0.0025,500.0,1.0
0.9,1.97311,-82.6324,24.072874558,91.3775,0.732831,88.3346,9109.15305501,-98.0299401413,-98.0299401413,-91.3672,-98.0299401413,100,0.0525663,9109.15305501,223.763,500,0.002,1,133.81,7.92394e-05,0.000436094,253.407001719,3.36088
0.9,1.0,-91.0415,100.0,76.5391,1.0,1.0,5917.41121587,-91.0415009575,-91.0415009575,-104.946,-91.0415009575,100,0.01,5917.41121587,,500,0.01,2,126.07,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-89.4156,200.000000102,76.7219,1.0,1.0,5968.67291067,-87.7898083478,-87.7898083478,-99.2477,-87.7898083478,100,0.005,5968.67291067,,500,0.005,2,121.85,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-92.0001,299.999969474,83.3882,1.0,1.0,9139.60352293,-97.1690351643,-97.1690351643,-100.028,-97.1690351643,100,0.00333333,9139.60352293,,500,0.00333333,2,132.3,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-95.0558,400.0,87.9512,1.0,1.0,10069.4838648,-104.222987443,-104.222987443,-102.008,-104.222987443,100,0.0025,10069.4838648,,500,0.0025,2,140.09,5.4346e-20,0.0025,500.0,1.0
0.9,1.0,-51.9052,1.0042159884,1.79918,0.400234,409543.0,4794.7835009,-86.1624766085,-86.1624766085,-58.1236,-86.1624766085,100,0.997899,4794.7835009,3.35448e+08,500,0.002,1,120.28,0.00199159,9.75215e-07,500.0,820.811
0.9,1.0,-88.8863,100.0,76.358,1.0,1.0,5889.43543871,-88.8862878856,-88.8862878856,-102.791,-88.8862878856,100,0.01,5889.43543871,,500,0.01,2,123.2,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-95.764,200.000000102,89.1376,1.0,1.0,10066.5266165,-102.641657759,-102.641657759,-105.596,-102.641657759,100,0.005,10066.5266165,,500,0.005,2,138.75,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-97.4814,299.999969474,90.904,1.0,1.0,8971.60597034,-100.916205601,-100.916205601,-105.509,-100.916205601,100,0.00333333,8971.60597034,,500,0.00333333,2,137.13,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-101.883,400.0,98.5173,1.0,1.0,13938.9916495,-115.087233607,-115.087233607,-108.835,-115.087233607,100,0.0025,13938.9916495,,500,0.0025,2,153.16,5.4346e-20,0.0025,500.0,1.0
0.9,2.35483,-91.182,6.78120438864,141.846,0.0538233,244.59,10014.0474048,-104.418802473,-104.418802473,-100.724,-104.418802473,100,0.270747,10014.0474048,237.91,500,0.002,1,141.17,0.000291516,5.95793e-05,212.329614544,1.80678
0.9,1.0,-83.992,100.0,69.7182,1.0,1.0,4909.72810812,-83.9919521369,-83.9919521369,-97.8967,-83.9919521369,100,0.01,4909.72810812,,500,0.01,2,116.83,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-88.7071,200.000000102,76.8046,1.0,1.0,6962.41331575,-93.4222641043,-93.4222641043,-98.5392,-93.4222641043,100,0.005,6962.41331575,,500,0.005,2,128.49,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-88.5638,299.999969474,76.8305,1.0,1.0,5970.46648859,-88.2772359842,-88.2772359842,-96.5917,-88.2772359842,100,0.00333333,5970.46648859,,500,0.00333333,2,121.97,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-94.2896,400.0,86.3622,1.0,1.0,11850.0228238,-111.466792591,-111.466792591,-101.242,-111.466792591,100,0.0025,11850.0228238,,500,0.0025,2,149.54,5.4346e-20,0.0025,500.0,1.0
0.9,1.56604,-91.9649,180.222441734,120.78,0.725605,10.0273,11056.0109004,-106.417782202,-106.417782202,-99.7466,-106.417782202,100,0.0129721,11056.0109004,4.2492,500,0.002,1,143.54,7.11158e-06,0.000938707,319.277538109,1.54597
0.9,1.0,-97.222,100.0,89.0711,1.0,1.0,8013.80292883,-97.2220120396,-97.2220120396,-111.127,-97.2220120396,100,0.01,8013.80292883,,500,0.01,2,132.8,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-95.5529,200.000000102,86.0512,1.0,1.0,6939.79202627,-93.8838011381,-93.8838011381,-105.385,-93.8838011381,100,0.005,6939.79202627,,500,0.005,2,129.16,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-101.535,299.999969474,96.2715,1.0,1.0,12909.3709857,-113.498698149,-113.498698149,-109.563,-113.498698149,100,0.00333333,12909.3709857,,500,0.00333333,2,151.29,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-98.9881,400.0,93.3526,1.0,1.0,7046.8399531,-91.3476897754,-91.3476897754,-105.94,-91.3476897754,100,0.0025,7046.8399531,,500,0.0025,2,125.64,5.4346e-20,0.0025,500.0,1.0
0.9,1.25893,-95.9914,369.068122558,98.4418,0.240719,2.52151,8055.65181152,-96.0382195708,-96.0382195708,-102.969,-96.0382195708,100,0.00435471,8055.65181152,0.476721,500,0.002,1,131.3,1.42188e-06,0.000415729,397.162416766,1.15806
0.9,1.0,-90.8197,100.0,83.5329,1.0,1.0,7048.21872393,-90.8197413747,-90.8197413747,-104.724,-90.8197413747,100,0.01,7048.21872393,,500,0.01,2,125.02,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-97.1784,200.000000102,92.0323,1.0,1.0,9981.09014455,-103.537070581,-103.537070581,-107.011,-103.537070581,100,0.005,9981.09014455,,500,0.005,2,140.83,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-94.5604,299.999969474,87.1906,1.0,1.0,5884.4490762,-89.3245103933,-89.3245103933,-102.588,-89.3245103933,100,0.00333333,5884.4490762,,500,0.00333333,2,123.43,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-97.7762,400.0,91.9176,1.0,1.0,10974.4143165,-107.423615405,-107.423615405,-104.729,-107.423615405,100,0.0025,10974.4143165,,500,0.0025,2,145.04,5.4346e-20,0.0025,500.0,1.0
0.9,1.33315,-95.4003,342.707635605,105.923,1.05047e-05,1.9139,11957.3074371,-109.155388591,-109.155388591,-102.58,-109.155388591,100,0.00298976,11957.3074371,0.753839,500,0.002,1,146.44,1.83956e-06,1.64097e-08,375.051695528,1.2803
0.9,1.0,-96.3884,100.0,95.1985,1.0,1.0,9154.2882699,-96.3884448485,-96.3884448485,-110.293,-96.3884448485,100,0.01,9154.2882699,,500,0.01,2,131.19,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-101.153,200.000000102,100.009,1.0,1.0,11005.5273563,-105.918330368,-105.918330368,-110.985,-105.918330368,100,0.005,11005.5273563,,500,0.005,2,142.62,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-98.0833,299.999969474,94.8664,1.0,1.0,7008.78218983,-91.9430593215,-91.9430593215,-106.111,-91.9430593215,100,0.00333333,7008.78218983,,500,0.00333333,2,126.61,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-95.4183,400.0,90.9135,1.0,1.0,6037.32731801,-87.4232912496,-87.4232912496,-102.371,-87.4232912496,100,0.0025,6037.32731801,,500,0.0025,2,120.67,5.4346e-20,0.0025,500.0,1.0
0.9,1.00002,-70.638,5.81223931652,121.787,0.413177,2011.27,13964.1656157,-115.435736534,-115.435736534,-76.8565,-115.435736534,100,0.237524,13964.1656157,24434.5,500,0.002,1,153.19,0.000340784,4.87948e-05,499.98855617,16.9353
0.9,1.0,-91.981,100.0,83.3121,1.0,1.0,7011.02138652,-91.9809827526,-91.9809827526,-105.885,-91.9809827526,100,0.01,7011.02138652,,500,0.01,2,126.86,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-93.7837,200.000000102,86.5057,1.0,1.0,8100.05567621,-95.5864457795,-95.5864457795,-103.616,-95.5864457795,100,0.005,8100.05567621,,500,0.005,2,130.26,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-96.6577,299.999969474,91.2982,1.0,1.0,10090.9820974,-102.405689656,-102.405689656,-104.686,-102.405689656,100,0.00333333,10090.9820974,,500,0.00333333,2,138.22,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-95.7307,400.0,89.3573,1.0,1.0,6992.42409445,-92.9496160607,-92.9496160607,-102.683,-92.9496160607,100,0.0025,6992.42409445,,500,0.0025,2,127.76,5.4346e-20,0.0025,500.0,1.0
0.9,1.74008,-90.4055,178.017167063,110.249,2.59061e-05,6.69908,8041.43635413,-95.2559956579,-95.2559956579,-98.6083,-95.2559956579,100,0.0108214,8041.43635413,2.77823,500,0.002,1,130.89,7.2494e-06,4.18475e-08,287.342795867,1.23812
0.9,1.0,-97.1349,100.0,89.1742,1.0,1.0,8032.36315215,-97.1349386819,-97.1349386819,-111.04,-97.1349386819,100,0.01,8032.36315215,,500,0.01,2,132.99,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-100.308,200.000000102,97.5294,1.0,1.0,11163.4315661,-103.481658926,-103.481658926,-110.14,-103.481658926,100,0.005,11163.4315661,,500,0.005,2,139.14,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-101.296,299.999969474,100.182,1.0,1.0,11191.3366752,-103.270936791,-103.270936791,-109.324,-103.270936791,100,0.00333333,11191.3366752,,500,0.00333333,2,138.9,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-99.635,400.0,97.7116,1.0,1.0,8129.13245846,-94.6524403539,-94.6524403539,-106.587,-94.6524403539,100,0.0025,8129.13245846,,500,0.0025,2,129.74,5.4346e-20,0.0025,500.0,1.0
0.9,1.23269,-94.3867,355.434494589,106.369,0.0129718,1.75267,4896.76840291,-83.6746185809,-83.6746185809,-101.291,-83.6746185809,100,0.00291922,4896.76840291,0.587638,500,0.002,1,116.81,1.6302e-06,2.16056e-05,405.617305471,1.20078
0.9,1.0,-101.003,100.0,100.34,1.0,1.0,10169.8322338,-101.003005448,-101.003005448,-114.907,-101.003005448,100,0.01,10169.8322338,,500,0.01,2,136.61,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-101.22,200.000000102,97.5754,1.0,1.0,9064.33497029,-101.437643439,-101.437643439,-111.052,-101.437643439,100,0.005,9064.33497029,,500,0.005,2,137.48,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-100.688,299.999969474,96.5865,1.0,1.0,9033.57380819,-99.6221949324,-99.6221949324,-108.716,-99.6221949324,100,0.00333333,9033.57380819,,500,0.00333333,2,135.59,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-99.3411,400.0,94.9022,1.0,1.0,8098.0974117,-95.3014414148,-95.3014414148,-106.293,-95.3014414148,100,0.0025,8098.0974117,,500,0.0025,2,130.28,5.4346e-20,0.0025,500.0,1.0
0.9,1.86041,-93.019,82.2117070432,180.792,0.000336186,23.9102,11119.2498439,-105.062689044,-105.062689044,-101.501,-105.062689044,100,0.0224569,11119.2498439,23.0898,500,0.002,1,142.0,2.03682e-05,3.15752e-07,268.758154992,2.12943
0.9,1.0,-87.7493,100.0,69.0141,1.0,1.0,4811.0532753,-87.749284388,-87.749284388,-101.649,-87.749284388,100,0.01,4811.0532753,,500,0.01,2,121.8,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-94.0593,200.000000102,86.2921,1.0,1.0,10151.5831046,-100.369262278,-100.369262278,-103.891,-100.369262278,100,0.005,10151.5831046,,500,0.005,2,135.82,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-88.9087,299.999969474,76.5844,1.0,1.0,2569.41653265,-78.6076654729,-78.6076654729,-96.9366,-78.6076654729,100,0.00333333,2569.41653265,,500,0.00333333,2,112.17,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-94.6493,400.0,87.7833,1.0,1.0,12962.3027205,-111.870947028,-111.870947028,-101.602,-111.870947028,100,0.0025,12962.3027205,,500,0.0025,2,148.87,5.4346e-20,0.0025,500.0,1.0
0.9,1.02821,-91.3809,481.447356246,83.6191,0.0597705,1.19679,3730.68677302,-81.3305017309,-81.3305017309,-97.6864,-81.3305017309,100,0.00215203,3730.68677302,0.0477652,500,0.002,1,114.2,1.54444e-07,0.000107477,486.28326115,1.11224
0.9,1.0,-100.373,100.0,94.6674,1.0,1.0,9052.43814039,-100.373238307,-100.373238307,-114.278,-100.373238307,100,0.01,9052.43814039,,500,0.01,2,136.45,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-97.1106,200.000000102,92.3246,1.0,1.0,8145.92645309,-93.8480403078,-93.8480403078,-106.943,-93.8480403078,100,0.005,8145.92645309,,500,0.005,2,128.22,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-93.3721,299.999969474,85.5403,1.0,1.0,4868.56942112,-85.8950764723,-85.8950764723,-101.4,-85.8950764723,100,0.00333333,4868.56942112,,500,0.00333333,2,119.2,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-97.2415,400.0,92.2245,1.0,1.0,12010.4916518,-108.849688722,-108.849688722,-104.194,-108.849688722,100,0.0025,12010.4916518,,500,0.0025,2,146.31,5.4346e-20,0.0025,500.0,1.0
0.9,1.23751,-94.7198,249.99105768,116.626,0.79328,4.62415,8075.65471538,-96.3166112794,-96.3166112794,-101.638,-96.3166112794,100,0.00687644,8075.65471538,1.81259,500,0.002,1,131.36,4.00833e-06,0.00117966,404.035943685,1.34492
