AvgDiscRet,MaxNormIw,AvgVanillaIw,Bound,VarNormIw,eRenyi2,VarRet,AvgRet,VarVanillaIw,ESSClassic,MinVanillaIw,MaxVanillaIw,BatchSize,ESSRenyi,AvgEpLen,J,MinNormIw,VarJ,VarDiscRet,AvgNormIw
-1686.488139261678,0.09226478,1.065089,-672.1821,0.0005351879,6.8225155,31401193.197662074,-8616.836819779217,6.071247,15.87715048115795,2.8102302e-35,9.82702,100,14.657350383551632,500.0,-14.048027,2.6384934e-37,28.619574,1218610.7509626579,0.01
-8.451518216954783,0.010067644,0.9993493,-249.25967,6.9057102e-09,1.0000541,62.63020982293895,-8.471010904979504,6.89673e-05,99.99316377908896,0.9626703,1.0061092,100,99.994588191147,500.0,-8.439296,0.009632971,7.8480434,62.31171645065946,0.01
-8.299746433652581,0.010004314,1.0000001,-249.13077,3.780093e-11,1.0000002,60.22726549280601,-8.336522184363576,3.7800692e-07,99.99995422365551,0.99651635,1.0004315,100,99.99997615814777,500.0,-8.299708,0.009965162,7.655672,59.22652273257048,0.01
-21.560215747748124,0.012990747,0.9860448,-263.85812,1.167791e-05,1.085958,497022.3113132801,-79.421260921847,0.11354251,89.636943125217,0.06880405,1.2809459,100,92.08459225114044,500.0,-8.87619,0.0006977781,11.966824,16162.621325146096,0.010000002
-7.766223678918845,0.010017678,1.0004754,-248.57205,6.978757e-10,1.0000098,59.20169818942138,-7.779035130595309,6.9853872e-06,99.999290807224,0.98740935,1.002244,100,99.99902249338096,500.0,-7.7638083,0.009869401,7.6399546,58.99546678473942,0.01
-8.434901118617102,0.010009059,1.00023,-249.23909,1.2744716e-10,1.0000025,60.04715056323855,-8.446183249622349,1.2750643e-06,99.99987033023666,0.9934369,1.0011361,100,99.99974966111864,500.0,-8.433196,0.009932085,7.696235,59.8835650868367,0.01
-8.345177479170184,0.010073992,1.0002034,-249.14786,4.20216e-09,1.0000407,61.1889840561698,-8.358131792360197,4.203871e-05,99.99582007306222,0.97505236,1.0076041,100,99.99593512846484,500.0,-8.335668,0.009748541,7.763411,61.01542776975568,0.010000002
-8.427001430777043,0.010025721,1.0003986,-249.23218,1.3293078e-09,1.0000176,63.35422902381114,-8.439772672203036,1.3303665e-05,99.99870353235956,0.9827344,1.0029718,100,99.99823573364155,500.0,-8.42305,0.009823428,7.892328,63.11045532625348,0.009999999
-9.689886363486766,0.010024383,0.9999354,-250.49977,6.893742e-10,1.0000067,64.4512376956771,-9.706341945330806,6.8928407e-06,99.99930186894167,0.991787,1.0023735,100,99.99933243243501,500.0,-9.688183,0.009918511,7.9747534,64.24614207852507,0.01
-8.332034985586207,0.010014684,1.0000753,-249.1407,2.854857e-10,1.0000046,47.80237436131662,-8.34681579543121,2.8552777e-06,99.9997215486704,0.9936276,1.0015439,100,99.99953508593221,500.0,-8.331096,0.009935527,6.865969,47.60983543182305,0.010000002
-10.432980102802585,0.01008456,1.0012102,-251.2287,1.306145e-08,1.0001353,63.584295177825844,-10.446992745248467,0.00013093086,99.98705458442696,0.94577223,1.0096765,100,99.98647157606615,500.0,-10.404064,0.00944629,7.898117,63.47524330346397,0.010000002
-8.501899839786065,0.010248351,1.0005376,-249.31279,2.3896027e-09,1.0000142,59.499900954601856,-8.51980897022105,2.3921702e-05,99.99764763804424,0.99713945,1.0253861,100,99.99858142957805,500.0,-8.498726,0.009966036,7.6638303,59.3482556963873,0.009999999
-7.249013662798492,0.010058012,1.0003276,-248.05151,5.9160135e-09,1.0000733,58.06465060303932,-7.265550026028286,5.9198865e-05,99.99416949304809,0.9730775,1.0061307,100,99.99266916614327,500.0,-7.2320595,0.009727588,7.5417867,57.74716141480722,0.009999998
-7.470000546125412,0.0100647835,0.9996069,-248.27124,1.4162985e-09,1.0000141,48.56352101171906,-7.478243778065807,1.41518685e-05,99.99859565419085,0.98915726,1.0060828,100,99.99859335017021,500.0,-7.466999,0.009895463,6.920926,48.493505748100375,0.01
-8.676430850085517,0.010075555,1.0004776,-249.4739,9.545477e-09,1.0000759,51.211643680774216,-8.687959100901766,9.554596e-05,99.99056761080108,0.9396922,1.0080366,100,99.99240694484426,500.0,-8.65894,0.009392437,7.080551,51.102642520103984,0.009999999
-8.953529319053816,0.010066615,0.99922144,-249.75777,7.98181e-09,1.0000677,69.61967615712075,-8.970988917802103,7.969386e-05,99.99209789223036,0.9664167,1.0058777,100,99.99322937079876,500.0,-8.938073,0.009671697,8.270127,69.37462120796113,0.01
