MaxNormIw,VarDiscRet,MinNormIw,eRenyi2,Bound,ESSRenyi,AvgNormIw,BatchSize,VarJ,MaxVanillaIw,J,VarVanillaIw,VarRet,VarNormIw,AvgDiscRet,ESSClassic,AvgEpLen,AvgVanillaIw,MinVanillaIw,AvgRet
0.038541894,4553425.762000742,2.1822727e-21,3.0258753,-320.89908,33.04828821250479,0.01,100,50.110546,4.245175,-26.35483,2.0157945,4553425.762000742,0.00016615797,-1704.5819581729843,37.80769559994081,200.0,1.1014444,2.403652e-19,-1704.5819581729843
0.15148512,122.14779122489615,0.0037127042,nan,-1.8542149,nan,0.01,100,44.824642,2.3867242e-13,-19.804062,7.470504e-28,122.14779122489615,0.00030094376,-11.484678218954246,25.129773964017403,200.0,1.5755502e-14,5.849552e-15,-11.484678218954246
1.0,916740.3933894538,,488.0418,-805.2573,0.20490047807193454,0.01,100,,8.879848e-30,-3955.9248,,916740.3933894538,0.010000002,-4688.088216057531,inf,200.0,8.8798483e-32,,-4688.088216057531
0.124769434,401088.21873595566,0.0041982494,nan,-94.66825,nan,0.01,100,1437.9396,5.8962672e-36,-4400.5405,,401088.21873595566,0.00021807797,-4051.2798793586176,inf,200.0,4.7257304e-37,1.9839794e-37,-4051.2798793586176
