VarJ,MinNormIw,AvgVanillaIw,VarNormIw,VarDiscRet,BatchSize,MaxVanillaIw,VanillaAvgRet,Bound,ESSRenyi,MinVanillaIw,AvgNormIw,ESSClassic,AvgEpLen,VarRet,VarVanillaIw,eRenyi2,AvgRet,MaxNormIw,AvgDiscRet,J
663.64825,2.1954619e-11,1.5776004,0.003078942,8461.533767404411,100,85.578354,97.23881347052911,213.73431,7.3652056099061545,3.4635614e-09,0.01,3.1764663157595274,10.73,8461.533767404411,76.62942,13.5773535,97.23881347052911,0.542459,97.23881347052911,362.54453
4949.59,5.0517067e-13,2.112773,0.0032240797,636703.1752693742,100,99.335365,507.32929646082454,2185.6953,4.374729024267077,1.0673109e-10,0.01,3.037816439926673,51.73,636703.1752693742,143.91678,22.858559,507.32929646082454,0.47016582,507.32929646082454,4197.613
1211.9589,3.710265e-12,1.1627796,0.0004673524,3464160.866994447,100,14.210457,2302.664779741035,3666.4595,17.63543825386665,4.3142204e-10,0.01,17.77212864289394,231.04,3464160.866994447,6.3188663,5.6704006,2302.664779741035,0.1222111,2302.664779741035,4668.519
253.31465,4.2005706e-07,0.9559315,7.88887e-05,1766602.7137575469,100,3.055963,4346.434595728201,4391.319,62.144755819851646,4.0154577e-05,0.01,56.148291064249314,434.92,1766602.7137575469,0.7208888,1.6091462,4346.434595728201,0.031968433,4346.434595728201,4925.126
81.24873,0.0012192321,0.9738296,9.192699e-06,328886.09100741235,100,1.4545343,4909.294521064977,4549.132,92.73674512310608,0.11873244,0.01,91.65838128688482,490.97,328886.09100741235,0.08717842,1.0783212,4909.294521064977,0.014936229,4909.294521064977,4986.111
156.99458,0.0030468148,0.99090165,5.5579712e-06,114472.4603410399,100,1.3118194,4952.8756724984405,4548.5156,95.2776794365622,0.3019094,0.01,94.78460231080211,495.32,114472.4603410399,0.05457296,1.0495638,4952.8756724984405,0.013238644,4952.8756724984405,4979.6284
0.11865277,0.01,1.0,3.5044917e-18,0.014226406267496581,100,1.0,4999.901358853705,4579.0913,100.0,1.0,0.009999998,100.0,500.0,0.014226406267496581,,1.0,4999.901358853705,0.01,4999.901358853705,4999.902
115.21662,0.0018059395,0.9510441,7.817216e-06,246481.69884083615,100,1.3689573,4934.022431149259,4548.6416,93.5690966841819,0.17175281,0.01,92.81687425048696,493.44,246481.69884083615,0.07070554,1.0687289,4934.022431149259,0.014394257,4934.022431149259,4983.673
0.39107114,0.009952804,0.99973243,1.4582038e-10,0.15577512418193878,100,1.001387,4999.867609518241,4579.0576,99.99997615814777,0.9950141,0.010000002,99.99983592431887,500.0,0.15577512418193878,1.4574181e-06,1.0000002,4999.867609518241,0.01001655,4999.867609518241,4999.868
54.186356,0.0025859023,1.023722,2.3482924e-06,28798.238674072392,100,1.2109001,4977.015975382184,4567.0728,97.65432409200169,0.26472452,0.010000002,97.72800056005721,497.73,28798.238674072392,0.024610264,1.0240202,4977.015975382184,0.011828407,4977.015975382184,4992.907
0.085584305,0.01,1.0,3.5044917e-18,0.007398265866216346,100,1.0,4999.923629934843,4579.1133,100.0,1.0,0.009999998,100.0,500.0,0.007398265866216346,,1.0,4999.923629934843,0.01,4999.923629934843,4999.924
60.28746,0.0018600568,0.98181427,3.787892e-06,104356.0846812304,100,1.1985215,4967.611211060155,4566.739,97.04399367478204,0.18262303,0.010000002,96.38552041182079,496.78,104356.0846812304,0.036513735,1.0304605,4967.611211060155,0.012207212,4967.611211060155,4993.91
0.078414164,0.009933952,0.99986887,3.567473e-10,0.0062379131653900405,100,1.0030193,4999.9206035209645,4579.1104,99.99977350286287,0.993265,0.01,99.99965281792004,500.0,0.0062379131653900405,3.5665166e-06,1.0000023,4999.9206035209645,0.010031509,4999.9206035209645,4999.9214
0.07546473,0.01,1.0,3.5044917e-18,0.005754838604149849,100,1.0,4999.933133420261,4579.1226,100.0,1.0,0.009999998,100.0,500.0,0.005754838604149849,,1.0,4999.933133420261,0.01,4999.933133420261,4999.933
0.08429053,0.01,1.0,3.5044917e-18,0.007176323893970827,100,1.0,4999.913234963224,4579.1025,100.0,1.0,0.009999998,100.0,500.0,0.007176323893970827,,1.0,4999.913234963224,0.01,4999.913234963224,4999.913
41.58618,0.0024528129,0.99520296,2.1318422e-06,28593.28271115155,100,1.1710371,4982.997698484023,4571.5317,98.39441524313202,0.24410467,0.01,97.93311057051666,498.32,28593.28271115155,0.021114381,1.0163178,4982.997698484023,0.0117668165,4982.997698484023,4995.7617
0.110922016,0.009954219,1.0000366,8.970623e-11,0.012479895597094861,100,1.0029869,4999.907586816633,4579.0977,99.99995231630692,0.9954583,0.01,99.99992370889221,500.0,0.012479895597094861,8.971254e-07,1.0000005,4999.907586816633,0.010029502,4999.907586816633,4999.908
43.031075,0.00088155235,0.9546343,5.2772643e-06,236196.75936259853,100,1.2111627,4951.328925669032,4568.463,97.03783067454913,0.084156014,0.01,95.03490910039424,495.15,236196.75936259853,0.048093118,1.0305259,4951.328925669032,0.0126871895,4951.328925669032,4995.648
0.08431862,0.009992077,0.9999885,7.942391e-12,0.007185587588395915,100,1.000598,4999.921121696786,4579.1113,100.0,0.99919623,0.01,99.9999847410369,500.0,0.007185587588395915,7.942099e-08,1.0,4999.921121696786,0.010006094,4999.921121696786,4999.922
0.08270805,0.01,1.0,3.5044917e-18,0.00691124254077418,100,1.0,4999.9214779776285,4579.111,100.0,1.0,0.009999998,100.0,500.0,0.00691124254077418,,1.0,4999.9214779776285,0.01,4999.9214779776285,4999.9214
43.94788,0.0011797522,1.0008894,3.858497e-06,137663.85059303278,100,1.1894697,4962.822634232819,4568.9224,97.29070589682992,0.118080154,0.01,96.320643220459,496.3,137663.85059303278,0.038653642,1.0278474,4962.822634232819,0.011884127,4962.822634232819,4995.552
0.07630836,0.01,1.0,3.5044917e-18,0.005887723017368194,100,1.0,4999.926632105801,4579.116,100.0,1.0,0.009999998,100.0,500.0,0.005887723017368194,,1.0,4999.926632105801,0.01,4999.926632105801,4999.927
0.07474959,0.01,1.0,3.5044917e-18,0.005642252721442812,100,1.0,4999.928861057734,4579.118,100.0,1.0,0.009999998,100.0,500.0,0.005642252721442812,,1.0,4999.928861057734,0.01,4999.928861057734,4999.9287
0.12448449,0.009954576,0.9999905,7.7342244e-11,0.015748473583420654,100,1.0014051,4999.917935822021,4579.108,99.99996423722592,0.99544823,0.010000002,99.99990081700656,500.0,0.015748473583420654,7.734047e-07,1.0000004,4999.917935822021,0.010014146,4999.917935822021,4999.9185
0.074168056,0.01,1.0,3.5044917e-18,0.005554150543557048,100,1.0,4999.933678050632,4579.123,100.0,1.0,0.009999998,100.0,500.0,0.005554150543557048,,1.0,4999.933678050632,0.01,4999.933678050632,4999.9336
0.10142246,0.009942824,0.99973875,2.1803263e-10,0.01042417075886734,100,1.0016316,4999.911582013389,4579.1016,99.99990463265931,0.99402267,0.01,99.99976724306981,500.0,0.01042417075886734,2.1791934e-06,1.000001,4999.911582013389,0.010018934,4999.911582013389,4999.912
0.08544856,0.009985812,0.9999392,2.4945868e-11,0.007384091880175077,100,1.0008192,4999.922360157831,4579.112,99.99979734461846,0.9985205,0.01,99.99998855521326,500.0,0.007384091880175077,2.4942696e-07,1.000002,4999.922360157831,0.010008801,4999.922360157831,4999.923
0.11583517,0.01,1.0,3.5044917e-18,0.013550330565864126,100,1.0,4999.913378100915,4579.103,100.0,1.0,0.009999998,100.0,500.0,0.013550330565864126,,1.0,4999.913378100915,0.01,4999.913378100915,4999.9136
