VarNormIw,MinNormIw,VarVanillaIw,MaxVanillaIw,MinVanillaIw,BatchSize,eRenyi2,VarDiscRet,VanillaAvgRet,Bound,J,AvgNormIw,ESSClassic,AvgVanillaIw,ESSRenyi,MaxNormIw,IterType,Delta,VarJ,AvgRet,AvgDiscRet,VarRet,EpsThisIter,AvgEpLen
6.13533e-07,0.0067642,0.00606407,1.12718,0.67248,100,1.0054,3745.54207638,-75.2042962107,-200.009,-74.5306,0.01,99.396268162,0.994176,99.4625758276,0.0113378,1,0.1,58.5208,-75.2042962107,-75.2042962107,3745.54207638,100,106.02
9.70221e-07,0.00567002,0.00998774,1.11303,0.575285,100,1.01043,7234.30475819,-83.9579789509,-208.535,-82.7429,0.01,99.0486482963,1.01461,98.9680718965,0.01097,1,0.1,80.7422,-83.9579789509,-83.9579789509,7234.30475819,100,115.44
6.55553e-07,0.00781967,0.00643459,1.12031,0.77472,100,1.00454,3790.70780808,-73.8439656298,-198.708,-73.2813,0.01,99.3552122258,0.990733,99.5478779552,0.0113079,1,0.1,57.4175,-73.8439656298,-73.8439656298,3790.70780808,100,104.34
5.93123e-07,0.00706731,0.00594074,1.09095,0.707298,100,1.00625,3781.86651789,-73.843819575,-198.569,-73.0369,0.01,99.4162463639,1.0008,99.3792210599,0.0109008,1,0.1,57.5529,-73.843819575,-73.843819575,3781.86651789,100,104.49
7.83788e-08,0.00959256,0.000775336,1.11194,0.95407,100,1.00123,3799.01233008,-71.90295459,-196.953,-71.745,0.01,99.922465808,0.994594,99.8771985262,0.0111798,1,0.1,60.5652,-71.90295459,-71.90295459,3799.01233008,100,101.41
6.9545e-07,0.00854437,0.00707288,1.26136,0.861678,100,1.00787,8340.17428276,-87.8781471133,-212.447,-86.8132,0.01,99.3162212506,1.00848,99.219184581,0.0125076,1,0.1,87.4372,-87.8781471133,-87.8781471133,8340.17428276,100,120.27
1.85977e-06,0.00404689,0.0189586,1.15396,0.408597,100,1.0185,6123.92324278,-81.3549274495,-204.969,-78.6737,0.01,98.1921203876,1.00966,98.18374409,0.0114292,1,0.1,69.1023,-81.3549274495,-81.3549274495,6123.92324278,100,111.9
2.0915e-06,0.00393753,0.0210169,1.44707,0.394712,100,1.01667,7246.84292124,-84.1463235748,-207.699,-81.5184,0.01,97.971476966,1.00243,98.3606918753,0.0144356,1,0.1,78.214,-84.1463235748,-84.1463235748,7246.84292124,100,115.51
8.88256e-07,0.00776894,0.00856204,1.24118,0.762749,100,1.00859,4988.89936854,-76.1920465398,-200.782,-75.1039,0.01,99.1282911637,0.981792,99.1480012335,0.012642,1,0.1,65.1645,-76.1920465398,-76.1920465398,4988.89936854,100,106.42
4.50703e-06,0.0047068,0.0421123,1.27955,0.454973,100,1.04843,7185.07849411,-86.5252430032,-208.253,-80.1189,0.01,95.7286364945,0.966628,95.3810730957,0.0132372,1,0.1,63.3402,-86.5252430032,-86.5252430032,7185.07849411,100,119.02
1.31508e-06,0.00723908,0.0131626,1.35184,0.724232,100,1.01548,10529.1809627,-94.0015193655,-218.18,-92.0727,0.01,98.7148081856,1.00045,98.4754665594,0.0135123,1,0.1,97.5727,-94.0015193655,-94.0015193655,10529.1809627,100,127.21
6.91815e-08,0.00971485,0.000688883,1.08448,0.969425,100,1.00098,1363.37394057,-64.8074646688,-189.856,-64.6828,0.01,99.9315801651,0.997879,99.902415229,0.0108678,1,0.1,35.9071,-64.8074646688,-64.8074646688,1363.37394057,100,92.8
9.34212e-08,0.00925131,0.000935435,1.07704,0.925736,100,1.00084,1356.36336662,-64.8251807761,-189.907,-64.721,0.01,99.9076181287,1.00065,99.9162898439,0.0107634,1,0.1,35.7404,-64.8251807761,-64.8251807761,1356.36336662,100,92.84
1.42572e-06,0.00643064,0.01408,1.13258,0.639054,100,1.01301,3781.1739423,-72.9007044996,-197.208,-71.265,0.01,98.6081668515,0.993765,98.7157875091,0.0113968,1,0.1,53.9913,-72.9007044996,-72.9007044996,3781.1739423,100,103.09
6.59009e-07,0.00794514,0.0064679,1.1099,0.787114,100,1.00669,3830.82588034,-72.7160883711,-197.453,-71.8925,0.01,99.3518038139,0.990686,99.3354904198,0.0112033,1,0.1,56.989,-72.7160883711,-72.7160883711,3830.82588034,100,102.23
5.14758e-07,0.00665884,0.00514963,1.10134,0.666017,100,1.00573,2598.02811241,-68.4604706354,-193.237,-67.7444,0.01,99.4929779312,1.0002,99.4306856083,0.0110112,1,0.1,46.4293,-68.4604706354,-68.4604706354,2598.02811241,100,97.24
3.7711e-07,0.00867559,0.00375012,1.23946,0.865142,100,1.00341,3769.20535649,-75.1594844584,-200.092,-74.7365,0.01,99.6280306463,0.997214,99.6597581133,0.0124292,1,0.1,58.0704,-75.1594844584,-75.1594844584,3769.20535649,100,105.63
1.39618e-06,0.00714631,0.01398,1.50176,0.715099,100,1.01241,4965.93992605,-77.8696032366,-202.223,-76.3065,0.01,98.6366261687,1.00065,98.7743123449,0.0150078,1,0.1,64.2344,-77.8696032366,-77.8696032366,4965.93992605,100,108.32
3.01833e-06,0.0053788,0.0296668,1.4815,0.533257,100,1.02112,7218.79487389,-85.3023125547,-208.866,-82.4082,0.01,97.098545164,0.991407,97.9314016204,0.0149434,1,0.1,78.1513,-85.3023125547,-85.3023125547,7218.79487389,100,117.3
2.10085e-07,0.00891612,0.00211555,1.19158,0.894727,100,1.00237,3795.32320164,-72.6254604483,-197.613,-72.3243,0.01,99.7924357002,1.00349,99.7640112311,0.0118743,1,0.1,59.7744,-72.6254604483,-72.6254604483,3795.32320164,100,101.96
3.0691e-07,0.00948824,0.00306089,1.32831,0.947553,100,1.00259,2590.59412927,-69.2254466006,-194.195,-68.9035,0.01,99.6970417715,0.998661,99.7418409763,0.0133009,1,0.1,48.8921,-69.2254466006,-69.2254466006,2590.59412927,100,98.69
6.08877e-07,0.00849076,0.00623276,1.33762,0.859056,100,1.00388,3769.77880111,-73.3207916725,-198.216,-72.8355,0.01,99.4008481306,1.01175,99.6139112596,0.0132208,1,0.1,58.1996,-73.3207916725,-73.3207916725,3769.77880111,100,103.39
2.05385e-07,0.00865022,0.00204486,1.13709,0.863128,100,1.00171,1378.8320222,-66.7030766885,-191.736,-66.4883,0.01,99.7971054914,0.99781,99.8288703971,0.0113958,1,0.1,35.606,-66.7030766885,-66.7030766885,1378.8320222,100,95.8
2.19119e-06,0.00306078,0.0226121,1.22778,0.31093,100,1.02282,4940.87277554,-78.8848026255,-201.965,-75.4059,0.01,97.87679337,1.01585,97.7686744972,0.0120862,1,0.1,56.8302,-78.8848026255,-78.8848026255,4940.87277554,100,109.96
5.13325e-07,0.00870313,0.00518835,1.19953,0.874972,100,1.00624,7275.69069913,-83.4219301464,-208.128,-82.5964,0.01,99.4943806228,1.00535,99.3799392414,0.0119315,1,0.1,81.3425,-83.4219301464,-83.4219301464,7275.69069913,100,114.11
6.32957e-07,0.00815302,0.00631129,1.2594,0.814123,100,1.0065,4992.08831172,-76.2432415189,-200.966,-75.4172,0.01,99.3772635477,0.998555,99.3540206385,0.0126122,1,0.1,66.9281,-76.2432415189,-76.2432415189,4992.08831172,100,106.05
5.11186e-07,0.00889464,0.00513091,1.29184,0.89112,100,1.005,3784.40853759,-73.5790806961,-198.374,-72.9192,0.01,99.496513982,1.00186,99.5020277347,0.0128944,1,0.1,57.9912,-73.5790806961,-73.5790806961,3784.40853759,100,103.29
6.58461e-06,0.00329978,0.0650901,1.78936,0.328078,100,1.05789,9474.86714356,-90.0247637816,-210.881,-82.1674,0.01,93.8801712196,0.994243,94.5281221628,0.0179972,1,0.1,77.6861,-90.0247637816,-90.0247637816,9474.86714356,100,122.46
1.1847e-07,0.00920002,0.00118511,1.0793,0.92016,100,1.00137,3784.59381097,-74.0142421138,-199.065,-73.846,0.01,99.8828441983,1.00017,99.8629781153,0.0107911,1,0.1,59.8911,-74.0142421138,-74.0142421138,3784.59381097,100,104.48
1.27687e-06,0.00522514,0.0123595,1.11256,0.514074,100,1.00968,2574.58396334,-69.9436413622,-194.28,-68.547,0.01,98.7516931165,0.983846,99.0408211528,0.0113082,1,0.1,41.2576,-69.9436413622,-69.9436413622,2574.58396334,100,99.5
9.00148e-08,0.00895141,0.000911978,1.05486,0.901004,100,1.00179,3793.73118039,-74.0917126776,-199.129,-73.8761,0.01,99.9109708971,1.00655,99.8213864552,0.01048,1,0.1,60.4148,-74.0917126776,-74.0917126776,3793.73118039,100,104.18
2.14084e-07,0.00950782,0.00212764,1.22298,0.947848,100,1.00292,2616.23227044,-69.5546660402,-194.498,-69.1725,0.01,99.7885274474,0.996914,99.7087996147,0.0122676,1,0.1,49.0173,-69.5546660402,-69.5546660402,2616.23227044,100,98.57
1.33864e-07,0.00910225,0.00134333,1.14518,0.911818,100,1.0019,4976.13701399,-76.3551840465,-201.377,-76.1173,0.01,99.8676348054,1.00175,99.8104120367,0.0114318,1,0.1,68.9306,-76.3551840465,-76.3551840465,4976.13701399,100,106.77
3.84615e-07,0.00946442,0.00380094,1.32269,0.940864,100,1.00386,3840.5372916,-72.298061219,-197.172,-71.7877,0.01,99.6206590487,0.994106,99.6150468619,0.0133053,1,0.1,58.8824,-72.298061219,-72.298061219,3840.5372916,100,101.58
1.19131e-07,0.00971033,0.00120229,1.19008,0.975497,100,1.00083,1352.17726287,-65.0376196788,-190.125,-64.9299,0.01,99.8821543773,1.0046,99.9168134897,0.0118463,1,0.1,35.7454,-65.0376196788,-65.0376196788,1352.17726287,100,93.18
7.94752e-07,0.00602593,0.00787701,1.20212,0.599915,100,1.00616,110.827250374,-62.8996165855,-91.9839,-62.7229,0.01,99.2193524061,0.995555,99.3882167388,0.0120749,1,0.1,10.3688,-62.8996165855,-62.8996165855,110.827250374,100,91.18
1.13091e-06,0.00647346,0.0111066,1.13737,0.641523,100,1.00801,91.9284842332,-60.7244016267,-86.2193,-60.5194,0.01,98.89280686,0.991005,99.2051039857,0.0114769,1,0.1,9.53733,-60.7244016267,-60.7244016267,91.9284842332,100,87.96
4.41786e-07,0.00778631,0.0043625,1.11877,0.773738,100,1.00516,6108.35303408,-81.0821428873,-205.911,-80.4459,0.01,99.5645421403,0.993715,99.4862384973,0.0112584,1,0.1,75.143,-81.0821428873,-81.0821428873,6108.35303408,100,112.46
1.47694e-06,0.0070481,0.0147762,1.32037,0.704973,100,1.01225,6121.87951878,-81.0923620598,-205.415,-79.5079,0.01,98.5589085591,1.00023,98.7901207147,0.0132006,1,0.1,71.8492,-81.0923620598,-81.0923620598,6121.87951878,100,112.57
6.75325e-07,0.00678263,0.00671717,1.17386,0.676449,100,1.00599,3822.63137964,-72.3074534316,-197.082,-71.5658,0.01,99.3358499469,0.997325,99.4049290037,0.0117701,1,0.1,57.1282,-72.3074534316,-72.3074534316,3822.63137964,100,102.11
2.33419e-07,0.00859483,0.00230483,1.13514,0.854061,100,1.002,2594.41873635,-70.1933181866,-195.181,-69.9356,0.01,99.7694349088,0.993691,99.8005205003,0.0114234,1,0.1,48.7895,-70.1933181866,-70.1933181866,2594.41873635,100,100.23
1.0709e-06,0.0056992,0.0111876,1.10589,0.582517,100,1.01478,3775.97901359,-74.9545402747,-199.193,-73.1288,0.01,98.9509262887,1.0221,98.5435802301,0.0108197,1,0.1,51.7543,-74.9545402747,-74.9545402747,3775.97901359,100,105.61
2.59499e-07,0.00949701,0.00260218,1.23028,0.951016,100,1.00262,3790.6699254,-74.2131943394,-199.197,-73.8918,0.01,99.7437689181,1.00138,99.7384730038,0.0122858,1,0.1,60.0877,-74.2131943394,-74.2131943394,3790.6699254,100,104.73
7.49407e-07,0.00787959,0.00760429,1.2595,0.793733,100,1.00631,105.593743585,-63.2088428114,-90.4536,-63.03,0.01,99.2635397965,1.00733,99.3730286462,0.0125034,1,0.1,10.1177,-63.2088428114,-63.2088428114,105.593743585,100,91.55
5.41683e-07,0.00909758,0.00541041,1.21146,0.909218,100,1.00702,4945.20341588,-77.2871042703,-201.926,-76.3486,0.01,99.4666160261,0.999407,99.3025766251,0.0121218,1,0.1,66.2355,-77.2871042703,-77.2871042703,4945.20341588,100,108.3
4.65046e-07,0.0092933,0.00456162,1.22412,0.920411,100,1.00681,4907.9415326,-78.5426832032,-203.207,-77.6404,0.01,99.5417234673,0.990403,99.3238111104,0.0123598,1,0.1,66.2682,-78.5426832032,-78.5426832032,4907.9415326,100,109.93
8.04035e-07,0.0087708,0.00805127,1.34468,0.877675,100,1.00757,6172.92395578,-78.2753392445,-202.901,-77.2874,0.01,99.2102685445,1.00068,99.2487433604,0.0134377,1,0.1,74.3396,-78.2753392445,-78.2753392445,6172.92395578,100,108.22
1.99083e-06,0.00452048,0.0199935,1.15273,0.453013,100,1.01988,2616.00292226,-69.080939341,-192.65,-66.2703,0.01,98.0671562742,1.00214,98.0508602556,0.0115028,1,0.1,34.4516,-69.080939341,-69.080939341,2616.00292226,100,98.14
8.83542e-07,0.00707022,0.00869766,1.10237,0.701489,100,1.00964,2600.95527105,-69.3595652153,-193.855,-68.1208,0.01,99.1328751496,0.992174,99.0452999044,0.0111107,1,0.1,42.6768,-69.3595652153,-69.3595652153,2600.95527105,100,98.81
1.91378e-06,0.00475551,0.0187246,1.29857,0.470389,100,1.01472,3802.56893578,-72.6718072334,-196.929,-70.8687,0.01,98.1405812155,0.989145,98.5488708467,0.0131282,1,0.1,53.927,-72.6718072334,-72.6718072334,3802.56893578,100,102.44
3.30621e-07,0.00943338,0.00331787,1.27322,0.945,100,1.00364,3810.79953958,-72.1666030626,-197.098,-71.7296,0.01,99.6737323802,1.00176,99.637148945,0.0127098,1,0.1,59.0092,-72.1666030626,-72.1666030626,3810.79953958,100,101.17
1.26739e-06,0.00804532,0.0126644,1.3721,0.80423,100,1.01662,9511.03108484,-89.5579943115,-213.559,-87.3808,0.01,98.7608610581,0.999624,98.3652477363,0.0137261,1,0.1,90.672,-89.5579943115,-89.5579943115,9511.03108484,100,121.0
1.96167e-07,0.00853396,0.00195429,1.09627,0.851791,100,1.00254,1377.35231344,-65.7315348609,-190.717,-65.4151,0.01,99.8061609624,0.998119,99.7463003321,0.0109833,1,0.1,34.5519,-65.7315348609,-65.7315348609,1377.35231344,100,94.19
1.68221e-06,0.00707368,0.0162893,1.24824,0.696077,100,1.01675,6149.72934573,-79.6317409596,-203.765,-77.5789,0.01,98.3619040252,0.984038,98.3525154518,0.0126849,1,0.1,70.1077,-79.6317409596,-79.6317409596,6149.72934573,100,109.9
6.55725e-08,0.00959497,0.000652418,1.06928,0.957074,100,1.00066,1364.3843067,-66.8992861323,-192.0,-66.8171,0.01,99.9351437676,0.997475,99.9345135664,0.0107199,1,0.1,36.0215,-66.8992861323,-66.8992861323,1364.3843067,100,95.88
5.59041e-07,0.00805527,0.0055162,1.13462,0.800163,100,1.00453,2586.21908024,-69.4076535137,-194.257,-68.8338,0.01,99.4495985624,0.993341,99.549130189,0.0114223,1,0.1,47.0581,-69.4076535137,-69.4076535137,2586.21908024,100,98.54
2.73616e-07,0.00826021,0.00274306,1.13055,0.827062,100,1.00265,2590.04363707,-70.3888807453,-195.373,-70.0639,0.01,99.7298172519,1.00126,99.7353187007,0.0112913,1,0.1,48.0311,-70.3888807453,-70.3888807453,2590.04363707,100,100.61
1.67283e-06,0.00742162,0.0165534,1.62503,0.738272,100,1.01394,4998.12363484,-76.5029929353,-200.791,-74.7794,0.01,98.3708947114,0.994759,98.6251674643,0.0163359,1,0.1,63.5183,-76.5029929353,-76.5029929353,4998.12363484,100,106.51
5.0171e-07,0.00815151,0.00523933,1.13879,0.833009,100,1.00974,6195.89309103,-78.5165296543,-203.084,-77.3332,0.01,99.5057980282,1.02191,99.0351034398,0.0111438,1,0.1,73.7041,-78.5165296543,-78.5165296543,6195.89309103,100,108.48
3.23521e-07,0.00827532,0.00332157,1.10488,0.838505,100,1.00497,1358.86807032,-66.3121706222,-191.137,-65.6877,0.01,99.6807341907,1.01326,99.5057102506,0.0109042,1,0.1,31.633,-66.3121706222,-66.3121706222,1358.86807032,100,95.69
4.05054e-07,0.00768844,0.00405235,1.19492,0.769016,100,1.00396,2600.13339033,-68.2830591081,-193.164,-67.7739,0.01,99.6006169007,1.00022,99.6053477593,0.0119465,1,0.1,47.7398,-68.2830591081,-68.2830591081,2600.13339033,100,96.76
4.05752e-07,0.00902703,0.00395081,1.24951,0.890754,100,1.00477,5010.10486276,-75.0459333977,-199.879,-74.4396,0.01,99.5999192378,0.986762,99.5254730202,0.0126627,1,0.1,68.2214,-75.0459333977,-75.0459333977,5010.10486276,100,104.61
4.39244e-06,0.00355637,0.0483897,1.35611,0.373277,100,1.05709,8390.67211032,-87.5834570003,-209.4,-80.7348,0.01,95.8327006242,1.0496,94.5995446515,0.0129203,1,0.1,69.9821,-87.5834570003,-87.5834570003,8390.67211032,100,119.35
1.4063e-06,0.00735727,0.0140795,1.68599,0.736159,100,1.00974,3810.14353443,-72.1584360015,-196.683,-70.9381,0.01,98.626867991,1.00059,99.0353606642,0.01685,1,0.1,56.1338,-72.1584360015,-72.1584360015,3810.14353443,100,101.62
9.442e-07,0.0075941,0.00915072,1.12955,0.747604,100,1.00996,4987.01960377,-76.3869821449,-200.976,-75.2218,0.01,99.0739099266,0.984455,99.013840277,0.0114738,1,0.1,65.1156,-76.3869821449,-76.3869821449,4987.01960377,100,106.73
2.48544e-07,0.00956829,0.00248708,1.22506,0.957144,100,1.00263,3804.22493159,-73.1086800483,-198.072,-72.7644,0.01,99.7545469648,1.00033,99.7378444989,0.0122466,1,0.1,59.7025,-73.1086800483,-73.1086800483,3804.22493159,100,103.13
1.11244e-06,0.00915527,0.0107328,1.62508,0.899271,100,1.01298,8416.76232302,-86.0791436888,-210.332,-84.3821,0.01,98.9106760314,0.982244,98.7182619314,0.0165446,1,0.1,86.2517,-86.0791436888,-86.0791436888,8416.76232302,100,117.88
1.75899e-06,0.00593584,0.0172151,1.2234,0.587226,100,1.01712,6118.1753665,-80.3329286939,-204.239,-78.0301,0.01,98.2883864758,0.989289,98.3172536267,0.0123665,1,0.1,69.7644,-80.3329286939,-80.3329286939,6118.1753665,100,111.66
5.08029e-08,0.00889013,0.00050715,1.05251,0.888243,100,1.00059,1363.91643354,-66.6522263661,-191.749,-66.5778,0.01,99.9497854559,0.999134,99.9406689964,0.0105342,1,0.1,35.9619,-66.6522263661,-66.6522263661,1363.91643354,100,95.49
5.75769e-08,0.00972016,0.00057202,1.06237,0.968847,100,1.00098,4987.29394919,-76.9509695458,-202.033,-76.8317,0.01,99.9430147432,0.996739,99.9023914337,0.0106585,1,0.1,69.7882,-76.9509695458,-76.9509695458,4987.29394919,100,107.94
5.21212e-07,0.00914601,0.00526789,1.26516,0.919481,100,1.00522,4964.94243818,-76.901587033,-201.672,-76.203,0.01,99.4866906124,1.00534,99.4807405821,0.0125844,1,0.1,67.6267,-76.901587033,-76.901587033,4964.94243818,100,107.41
5.31964e-07,0.00802372,0.0054293,1.22989,0.8106,100,1.00474,2594.59736651,-69.4529582357,-194.286,-68.8518,0.01,99.4761420354,1.01026,99.5284369319,0.0121741,1,0.1,46.7706,-69.4529582357,-69.4529582357,2594.59736651,100,98.38
1.95124e-07,0.00877765,0.00198844,1.20067,0.886091,100,1.00327,2582.24005249,-70.2940376107,-195.213,-69.8691,0.01,99.8071989189,1.00949,99.6738259558,0.0118939,1,0.1,47.5139,-70.2940376107,-70.2940376107,2582.24005249,100,99.63
2.23302e-07,0.00951699,0.00221904,1.15994,0.948716,100,1.00265,2588.82372411,-69.6271289419,-194.591,-69.2829,0.01,99.7794087791,0.996866,99.7358760254,0.0116358,1,0.1,49.0033,-69.6271289419,-69.6271289419,2588.82372411,100,98.57
1.96353e-07,0.00839633,0.00197893,1.06866,0.842919,100,1.00223,1360.42467795,-67.4976691416,-192.502,-67.2231,0.01,99.8060051455,1.00391,99.7777880863,0.0106449,1,0.1,34.1709,-67.4976691416,-67.4976691416,1360.42467795,100,97.19
2.17422e-06,0.00883569,0.0229214,1.84772,0.907214,100,1.0103,7255.66180353,-84.2162143598,-208.654,-82.8706,0.01,97.8928851361,1.02676,98.9804968985,0.0179956,1,0.1,79.2629,-84.2162143598,-84.2162143598,7255.66180353,100,115.97
2.55933e-07,0.00964957,0.00254844,1.33573,0.962901,100,1.0022,3807.30243999,-72.2984621647,-197.286,-72.0091,0.01,99.7472551628,0.99787,99.7808382577,0.0133858,1,0.1,59.7626,-72.2984621647,-72.2984621647,3807.30243999,100,101.85
8.10504e-07,0.0094754,0.00815738,1.61881,0.950595,100,1.00476,7373.43099693,-80.885218206,-205.704,-80.2649,0.01,99.2039789433,1.00322,99.5258154552,0.0161361,1,0.1,82.9897,-80.885218206,-80.885218206,7373.43099693,100,110.68
6.56517e-07,0.00744629,0.00660577,1.16536,0.746928,100,1.0061,1383.36638692,-65.0878108871,-189.848,-64.3244,0.01,99.3542684686,1.00309,99.3932215845,0.0116177,1,0.1,31.0282,-65.0878108871,-65.0878108871,1383.36638692,100,93.35
3.41046e-07,0.00832257,0.00345284,1.11565,0.837412,100,1.00564,2584.50327223,-69.2071784928,-193.984,-68.4912,0.01,99.6635130397,1.00619,99.4396198808,0.0110879,1,0.1,46.0162,-69.2071784928,-69.2071784928,2584.50327223,100,98.51
2.32759e-07,0.00952386,0.00233158,1.25999,0.953203,100,1.00239,2572.65966486,-68.7270169279,-193.704,-68.4121,0.01,99.7701219438,1.00086,99.7616976621,0.0125891,1,0.1,48.3438,-68.7270169279,-68.7270169279,2572.65966486,100,97.67
2.86114e-07,0.00800325,0.00289607,1.12903,0.805196,100,1.00262,1353.12392485,-65.5444943406,-190.523,-65.2176,0.01,99.7175514198,1.00609,99.7386627427,0.011222,1,0.1,33.5049,-65.5444943406,-65.5444943406,1353.12392485,100,94.12
6.13125e-07,0.00706519,0.0061226,1.13696,0.706021,100,1.00682,2594.8935711,-69.0203807941,-193.734,-68.1681,0.01,99.3966910818,0.999295,99.322129422,0.0113776,1,0.1,45.8469,-69.0203807941,-69.0203807941,2594.8935711,100,98.14
2.93458e-07,0.00825339,0.00293723,1.10529,0.825712,100,1.00311,2596.32944661,-67.9725683686,-192.913,-67.5803,0.01,99.7103151023,1.00045,99.6902434593,0.0110479,1,0.1,48.2951,-67.9725683686,-67.9725683686,2596.32944661,100,96.86
4.68705e-07,0.00785342,0.00472589,1.18206,0.788589,100,1.00561,3790.19503835,-72.7304884499,-197.508,-72.0157,0.01,99.5381141098,1.00413,99.4416591945,0.011772,1,0.1,57.8449,-72.7304884499,-72.7304884499,3790.19503835,100,102.48
7.69053e-08,0.00953941,0.00076171,1.08563,0.949376,100,1.00114,2605.06534377,-68.852939027,-193.906,-68.7075,0.01,99.9239116403,0.995215,99.8861061805,0.0109085,1,0.1,49.7284,-68.852939027,-68.852939027,2605.06534377,100,97.89
3.19835e-06,0.00282396,0.0313418,1.19918,0.279549,100,1.02677,4965.27311153,-75.6028896095,-197.905,-71.0994,0.01,96.9308142344,0.989918,97.392603064,0.0121139,1,0.1,52.9549,-75.6028896095,-75.6028896095,4965.27311153,100,106.04
2.31128e-07,0.00787051,0.0022703,1.16937,0.780043,100,1.00206,3796.66020027,-73.5349812599,-198.541,-73.2723,0.01,99.7716896621,0.991095,99.7948928181,0.0117987,1,0.1,59.9209,-73.5349812599,-73.5349812599,3796.66020027,100,103.14
4.14348e-07,0.00899208,0.00421969,1.17415,0.907439,100,1.00481,3804.30680388,-72.5602514151,-197.382,-71.9393,0.01,99.5915123195,1.00915,99.5217418127,0.011635,1,0.1,58.0585,-72.5602514151,-72.5602514151,3804.30680388,100,101.91
1.16669e-06,0.00901016,0.011837,1.59934,0.90756,100,1.01125,7238.11646528,-84.2180385195,-208.496,-82.6509,0.01,98.8581947286,1.00726,98.8875252432,0.0158781,1,0.1,78.3594,-84.2180385195,-84.2180385195,7238.11646528,100,116.04
5.56247e-07,0.00866001,0.00560824,1.24774,0.869557,100,1.00483,2585.6620057,-69.3664716175,-194.202,-68.7594,0.01,99.4523513875,1.00411,99.5192741741,0.0124263,1,0.1,46.9204,-69.3664716175,-69.3664716175,2585.6620057,100,99.35
6.4489e-07,0.00645788,0.00648408,1.14242,0.647547,100,1.00674,3797.01954515,-72.9726210648,-197.675,-72.1135,0.01,99.365595389,1.00272,99.3304325771,0.0113932,1,0.1,57.2912,-72.9726210648,-72.9726210648,3797.01954515,100,102.61
2.25033e-06,0.00470189,0.0234206,1.44427,0.479677,100,1.01844,7352.76949019,-81.4484418243,-205.38,-79.0894,0.01,97.8207151158,1.02018,98.1898466322,0.0141571,1,0.1,76.8762,-81.4484418243,-81.4484418243,7352.76949019,100,112.09
1.00316e-06,0.0056299,0.010167,1.11341,0.566776,100,1.01048,1346.05832007,-63.8296753126,-188.061,-62.2817,0.01,99.0166231492,1.00673,98.9624559786,0.0110597,1,0.1,21.7506,-63.8296753126,-63.8296753126,1346.05832007,100,91.64
5.88918e-07,0.00921371,0.00587219,1.23848,0.920041,100,1.00779,7243.39504265,-84.2569330376,-208.84,-83.2146,0.01,99.4203963803,0.998556,99.2271653594,0.0124027,1,0.1,80.492,-84.2569330376,-84.2569330376,7243.39504265,100,116.4
5.04868e-07,0.00863343,0.00520646,1.17907,0.876729,100,1.00447,2596.73332226,-68.2558037436,-193.1,-67.6782,0.01,99.5026565147,1.01551,99.5551555282,0.0116107,1,0.1,46.9178,-68.2558037436,-68.2558037436,2596.73332226,100,96.88
1.10577e-06,0.00868574,0.0111448,1.41431,0.871988,100,1.00886,6150.07778142,-79.3440250112,-203.901,-78.2051,0.01,98.9171276052,1.00393,99.1215944044,0.0140877,1,0.1,73.0882,-79.3440250112,-79.3440250112,6150.07778142,100,109.61
8.083e-07,0.00761157,0.00794911,1.20294,0.754826,100,1.00732,3813.92633599,-71.964562466,-196.673,-71.0735,0.01,99.2061393366,0.991683,99.2736319326,0.0121303,1,0.1,56.3783,-71.964562466,-71.964562466,3813.92633599,100,101.5
2.7766e-07,0.00941542,0.00276118,1.21464,0.938923,100,1.00435,4995.98197751,-75.9921166743,-200.838,-75.4229,0.01,99.725882844,0.997219,99.5665938646,0.0121803,1,0.1,67.7292,-75.9921166743,-75.9921166743,4995.98197751,100,106.45
1.38251e-06,0.00889749,0.0142415,1.63264,0.903047,100,1.01022,4988.95204739,-75.7245477676,-200.13,-74.3531,0.01,98.6498037179,1.01495,98.9887079865,0.016086,1,0.1,64.834,-75.7245477676,-75.7245477676,4988.95204739,100,105.99
2.45814e-07,0.0087373,0.00245845,1.14633,0.873786,100,1.00303,6139.63587263,-79.6552739727,-204.603,-79.2726,0.01,99.7572409663,1.00006,99.6977077488,0.0114626,1,0.1,76.4158,-79.6552739727,-79.6552739727,6139.63587263,100,110.53
4.93171e-07,0.00790843,0.00496544,1.09517,0.793542,100,1.0071,95.3553626031,-62.9937513819,-88.7614,-62.8195,0.01,99.5141500791,1.00341,99.2945366987,0.0109144,1,0.1,9.6673,-62.9937513819,-62.9937513819,95.3553626031,100,91.55
5.78112e-07,0.00794561,0.00569237,1.24821,0.788439,100,1.00834,6131.62856837,-80.6616443719,-205.237,-79.5738,0.01,99.4309212029,0.992295,99.1726517067,0.0125791,1,0.1,73.6416,-80.6616443719,-80.6616443719,6131.62856837,100,111.68
1.22935e-06,0.00651694,0.0122113,1.1913,0.649512,100,1.0085,3824.96247213,-71.8440258467,-196.363,-70.6888,0.01,98.7975856744,0.996652,99.1567910091,0.011953,1,0.1,56.0389,-71.8440258467,-71.8440258467,3824.96247213,100,101.37
1.02419e-06,0.00923034,0.0101675,1.68947,0.919675,100,1.00731,7268.91320585,-83.1379665652,-207.844,-82.2446,0.01,98.9962113912,0.996361,99.2744778231,0.0169564,1,0.1,82.2708,-83.1379665652,-83.1379665652,7268.91320585,100,114.99
