NatGradInftyNorm,NatGrad2Norm,AvgEpLen,StepSize,BatchSize,J,AvgRet,VarJ
111.37604269583473,134.31700114302268,37.23,0.007445073903453113,100,362.094678361495,362.094678361495,798.5101242432713
677.3381985716213,715.2982211041743,65.41,0.0013980182957205516,100,644.3117468125746,644.3117468125746,2091.0897028656914
2557.725280107116,2569.698878144902,84.89,0.0003891506543840314,100,839.0572630412364,839.0572630412364,1673.8691487432106
4654.92285432932,4663.186875273723,104.52,0.00021444561986191073,100,1035.5602489047765,1035.5602489047765,2177.457373586811
18743.641452617427,18748.06502780451,109.72,5.3338837822300045e-05,100,1088.2758064681152,1088.2758064681152,2805.5426299738633
829.6505553143537,902.9992669679169,107.16,0.0011074206110463316,100,1062.1530185922377,1062.1530185922377,2538.2348511840323
2228.705522690352,2268.273171028844,117.06,0.0004408640073745702,100,1161.9422823723685,1161.9422823723685,2858.7454686656697
17204.99581729564,17211.191848189086,132.73,5.810172873677062e-05,100,1319.5728000411718,1319.5728000411718,2678.927879524763
2924.4340345991973,2950.583208924083,116.74,0.00033891604784284175,100,1158.6259727366023,1158.6259727366023,2963.7073598455213
17479.195088290373,17486.634923766578,143.1,5.718653156307803e-05,100,1423.954910173196,1423.954910173196,2821.9104439234634
177176.9987419839,177177.42667961554,136.03,5.644059848596114e-06,100,1352.976935911281,1352.976935911281,2960.0591333241396
230261.0768174965,230261.4091452676,151.95,4.342890125236395e-06,100,1513.2992480550893,1513.2992480550893,2719.6481773956157
1227100.3165003324,1227100.4090096347,151.28,8.149292369701658e-07,100,1506.7138162694312,1506.7138162694312,3069.2203654941204
42757796.87319434,42757796.87672001,141.78,2.3387547372546265e-08,100,1410.817188599701,1410.817188599701,3025.605740028003
262196.77114827983,262197.0755543826,155.79,3.813925071000988e-06,100,1551.8129850796563,1551.8129850796563,2299.2374042343963
811433.8046409045,811433.8892578463,146.58,1.2323862895529543e-06,100,1459.0884558878374,1459.0884558878374,2760.4065297367542
11269.1634733453,11275.971864450616,151.08,8.868415175393148e-05,100,1504.6986864888113,1504.6986864888113,2555.1873437333184
11716.132677753783,11724.771066633904,150.33,8.5289511779533e-05,100,1497.1941424043791,1497.1941424043791,2807.5767181999645
92348.4494466429,92349.69712450454,147.6,1.0828405843625174e-05,100,1470.1470180775784,1470.1470180775784,3354.117400877743
169940.92710585313,169941.45623287008,158.73,5.884379374916642e-06,100,1581.7341223978158,1581.7341223978158,2628.1152184480497
95115.67380338223,95116.41444941341,145.51,1.0513432468923002e-05,100,1448.7049791904515,1448.7049791904515,2582.4288161806235
13858.421808529481,13865.024838131305,153.14,7.212392416707547e-05,100,1524.7877346016678,1524.7877346016678,2476.277832494274
14001.535592041062,14007.920459459398,144.55,7.138818377032623e-05,100,1438.7597236901522,1438.7597236901522,2892.304755936124
23347.14099838247,23351.584794476075,153.13,4.282364596669921e-05,100,1525.3037683503703,1525.3037683503703,2759.8901539609687
49945.67395407168,49947.901504850146,148.75,2.0020861134734478e-05,100,1481.1955878537522,1481.1955878537522,2900.6031700396184
21595.673917379387,21601.451074002183,156.27,4.6293186350037464e-05,100,1556.6934229266335,1556.6934229266335,2628.0758920459543
361026.50835227506,361026.89292537764,155.68,2.769876758756292e-06,100,1550.9100573581143,1550.9100573581143,2551.2825076762783
1042410.9989725705,1042411.052718702,153.83,9.593144637059534e-07,100,1532.02130024583,1532.02130024583,2573.1029251378186
