VarDiscRet,AvgEpLen,ESSClassic,SamplesThisIter,BatchSize,AvgDiscRet,AvgRet,VanillaAvgRet,AvgVanillaIw,VarRet,Bound,VarJ,VarVanillaIw,MinNormIw,MaxNormIw,ESSRenyi,delta,AvgNormIw,EpsThisIter,J,VarNormIw,IterType,MaxVanillaIw,MinVanillaIw,renyi2
9212.32684761,458.71559633,2.50255528363,50000,100,-367.212013514,-367.212013514,-367.212013514,3.06816,9212.32684761,-301.091,2587.13,194.06,,0.0066414,nan,0.3,5.09684e-05,109,-48169.7,5.35526e-08,1,399.795,,nan
12474.2256525,446.428571429,1.36771374814,50000,100,-360.765146912,-360.765146912,-360.765146912,2.69864,12474.2256525,-248.852,2313.71,174.789,,0.00789515,nan,0.3,4.96032e-05,112,-43765.2,5.90531e-08,1,429.533,,nan
19313.0724006,393.700787402,1.21797668546,50000,100,-310.031091317,-310.031091317,-310.031091317,2.19749,19313.0724006,-203.565,2262.47,28.0188,,0.00102795,nan,0.3,4.37445e-05,127,-33920.8,1.1103e-08,1,51.6389,,nan
18208.4570911,413.223140496,0.901987575188,50000,100,-327.998709626,-327.998709626,-327.998709626,2.98529,18208.4570911,-203.887,2526.31,74.4654,,0.00108388,nan,0.3,4.59137e-05,121,-33403.1,1.76143e-08,1,70.4733,,nan
12608.9484535,442.477876106,1.75115329228,50000,100,-348.964184876,-348.964184876,-348.964184876,2.40641,12608.9484535,-257.28,2508.83,82.4601,,0.00410301,nan,0.3,4.91642e-05,113,-43008.2,3.44195e-08,1,200.827,,nan
17870.1509697,409.836065574,1.02500103362,50000,100,-322.106563473,-322.106563473,-322.106563473,2.26181,17870.1509697,-206.347,2422.17,37.2621,,0.000950637,nan,0.3,4.55373e-05,122,-34864.1,1.51039e-08,1,47.2176,,nan
24093.7869131,357.142857143,1.86182058508,50000,100,-281.598679384,-281.598679384,-281.598679384,1.87333,24093.7869131,-173.087,2339.57,14.6069,,0.000701288,nan,0.3,3.96825e-05,140,-28396.0,6.55431e-09,1,33.1064,,nan
23267.2164013,375.939849624,1.72409308875,50000,100,-298.508906515,-298.508906515,-298.508906515,1.7156,23267.2164013,-179.698,2455.41,13.7868,,0.000779444,nan,0.3,4.17711e-05,133,-31278.5,8.17298e-09,1,32.013,,nan
24889.680098,340.136054422,1.89219399218,50000,100,-265.227592658,-265.227592658,-265.227592658,1.51074,24889.680098,-160.943,2247.85,7.05515,,0.000550112,nan,0.3,3.77929e-05,147,-27869.4,4.41518e-09,1,21.9902,,nan
22941.0351873,357.142857143,1.59388682806,50000,100,-272.644202862,-272.644202862,-272.644202862,1.76262,22941.0351873,-171.221,2250.26,12.894,,0.000679775,nan,0.3,3.96825e-05,140,-29038.9,6.53535e-09,1,30.1943,,nan
25151.8968999,273.224043716,2.43774977765,50000,100,-209.430375641,-209.430375641,-209.430375641,0.983941,25151.8968999,-138.752,1891.24,1.42603,,0.000400758,nan,0.3,3.03582e-05,183,-23010.5,1.35751e-09,1,12.989,,nan
24252.4710641,252.525252525,1.90145400618,50000,100,-190.912287492,-190.912287492,-190.912287492,0.906202,24252.4710641,-130.503,1793.05,1.09162,,0.000414887,nan,0.3,2.80584e-05,198,-21311.2,1.04651e-09,1,13.3996,,nan
19905.9059935,215.517241379,2.26209237722,50000,100,-161.205633613,-161.205633613,-161.205633613,0.880722,19905.9059935,-123.507,1464.51,0.677857,1.41421e-38,0.000198027,nan,0.3,2.39464e-05,232,-19671.9,5.01118e-10,1,7.28323,5.2013e-34,nan
16420.4859706,200.803212851,3.16199426342,50000,100,-145.727934066,-145.727934066,-145.727934066,0.886099,16420.4859706,-119.387,1268.06,0.542932,1.26174e-26,0.00017183,nan,0.3,2.23115e-05,249,-18487.0,3.44221e-10,1,6.82421,5.01101e-22,nan
12627.3884614,166.112956811,2.62259128577,50000,100,-119.765947594,-119.765947594,-119.765947594,0.83501,12627.3884614,-109.597,1063.19,0.344173,1.6547e-13,0.000129547,nan,0.3,1.8457e-05,301,-16238.6,1.68157e-10,1,5.86081,7.486e-09,nan
8442.74145573,137.741046832,3.14195784494,50000,100,-98.0552017387,-98.0552017387,-98.0552017387,0.846211,8442.74145573,-101.734,833.27,0.226287,7.46111e-14,7.60833e-05,5.15677670296e-14,0.3,1.53046e-05,363,-14398.3,7.40191e-11,1,4.20676,4.12535e-09,35.201
9107.31951223,140.449438202,3.31227005463,50000,100,-99.8969694233,-99.8969694233,-99.8969694233,0.850456,9107.31951223,-101.395,872.245,0.265425,3.37758e-17,9.65691e-05,6.17255668561e-15,0.3,1.56055e-05,356,-14365.6,8.93701e-11,1,5.26275,1.84069e-12,37.3238
6933.37662504,131.578947368,3.78253608483,50000,100,-93.3774675041,-93.3774675041,-93.3774675041,0.864866,6933.37662504,-99.9126,758.104,0.217196,1.24738e-10,5.69393e-05,4.43623534092e-15,0.3,1.46199e-05,380,-13978.3,6.20644e-11,1,3.36835,7.3791e-06,37.6541
6074.31678683,121.951219512,3.32173726042,50000,100,-85.8397708254,-85.8397708254,-85.8397708254,0.861354,6074.31678683,-96.7444,703.732,0.163052,5.83521e-11,6.15265e-05,3.67955054159e-15,0.3,1.35501e-05,410,-13273.3,4.03507e-11,1,3.91112,3.70933e-06,37.8412
3856.47121762,111.35857461,3.45332813536,50000,100,-77.8792024612,-77.8792024612,-77.8792024612,0.893908,3856.47121762,-93.963,567.333,0.118744,1.87431e-08,4.52405e-05,1.95914416656e-14,0.3,1.23732e-05,449,-12620.5,2.27504e-11,1,3.26843,0.00135411,36.1689
6708.7002688,120.192307692,3.44775330356,50000,100,-85.5537569004,-85.5537569004,-85.5537569004,0.868025,6708.7002688,-96.1542,740.748,0.163209,1.02301e-14,5.25029e-05,nan,0.3,1.33547e-05,416,-13207.9,3.86321e-11,1,3.41257,6.64936e-10,nan
3188.52709749,104.60251046,3.44454092169,50000,100,-72.8590983114,-72.8590983114,-72.8590983114,0.909858,3188.52709749,-91.0942,502.375,0.101061,5.65403e-08,4.01285e-05,2.10037196998e-14,0.3,1.16225e-05,478,-11972.8,1.64906e-11,1,3.14143,0.00442621,36.0992
2340.0320335,101.01010101,3.42359354077,50000,100,-69.9315953654,-69.9315953654,-69.9315953654,0.933153,2340.0320335,-90.816,432.253,0.0810234,8.87355e-08,3.06941e-05,1.07514120294e-14,0.3,1.12233e-05,495,-11758.7,1.17206e-11,1,2.55203,0.00737782,36.7689
5017.09057924,112.107623318,3.42778308845,50000,100,-78.9354611137,-78.9354611137,-78.9354611137,0.878952,5017.09057924,-93.3072,626.618,0.136132,1.37178e-09,4.53761e-05,6.52021571159e-15,0.3,1.24564e-05,446,-12512.7,2.73411e-11,1,3.20184,9.67961e-05,37.269
1886.61324788,98.231827112,3.34708972639,50000,100,-67.3079004732,-67.3079004732,-67.3079004732,0.945425,1886.61324788,-88.8213,390.067,0.0660569,1.22289e-07,2.78089e-05,5.52104707896e-15,0.3,1.09146e-05,509,-11462.6,8.80407e-12,1,2.4088,0.0105927,37.4354
1156.48477577,93.6329588015,3.32010196441,50000,100,-64.6017169369,-64.6017169369,-64.6017169369,0.962704,1156.48477577,-87.7789,331.929,0.0547853,2.44925e-07,3.70308e-05,6.95947754755e-15,0.3,1.04037e-05,534,-11193.6,6.3981e-12,1,3.42665,0.0226641,37.2038
1668.15529088,99.8003992016,3.35620741409,50000,100,-68.4676263189,-68.4676263189,-68.4676263189,0.94108,1668.15529088,-90.6355,375.808,0.0725663,6.03496e-08,3.19544e-05,5.95700464924e-15,0.3,1.10889e-05,501,-11655.5,1.00754e-11,1,2.71186,0.00512166,37.3594
2643.7887666,102.459016393,3.27965789935,50000,100,-70.7823798967,-70.7823798967,-70.7823798967,0.938458,2643.7887666,-90.8082,463.746,0.0903505,5.09419e-08,3.09694e-05,5.11851762911e-15,0.3,1.13843e-05,488,-11827.2,1.32959e-11,1,2.55294,0.00419936,37.5111
823.04331738,94.1619585687,3.46353577397,50000,100,-64.4086391209,-64.4086391209,-64.4086391209,0.963989,823.04331738,-88.6959,283.038,0.0451482,3.00224e-07,2.46531e-05,3.97100666018e-15,0.3,1.04624e-05,531,-11257.9,5.31817e-12,1,2.27149,0.0276621,37.7649
1183.51462976,93.808630394,3.43870205306,50000,100,-64.3693982004,-64.3693982004,-64.3693982004,0.957791,1183.51462976,-87.8105,340.478,0.0502314,2.94334e-07,3.95722e-05,3.84566166205e-15,0.3,1.04232e-05,533,-11193.1,5.94887e-12,1,3.63631,0.0270465,37.797
1967.42489345,97.2762645914,3.36244113275,50000,100,-67.3285870846,-67.3285870846,-67.3285870846,0.953492,1967.42489345,-89.239,397.923,0.0663767,1.46389e-07,3.03655e-05,2.7263375405e-15,0.3,1.08085e-05,514,-11490.4,8.52924e-12,1,2.67875,0.012914,38.141
1451.50364914,94.8766603416,3.29921358306,50000,100,-65.2663077012,-65.2663077012,-65.2663077012,0.961722,1451.50364914,-88.7866,354.606,0.0468588,1.74077e-07,2.21447e-05,2.04752520951e-15,0.3,1.05419e-05,527,-11328.5,5.63023e-12,1,2.02024,0.0158809,38.4273
1552.69981401,96.5250965251,3.35005708113,50000,100,-66.2150712626,-66.2150712626,-66.2150712626,0.949481,1552.69981401,-88.9758,375.854,0.058616,7.72785e-08,2.66249e-05,1.60232777435e-15,0.3,1.0725e-05,518,-11416.5,7.47892e-12,1,2.35709,0.00684143,38.6725
1302.83242796,94.1619585687,3.33420215526,50000,100,-64.7389259881,-64.7389259881,-64.7389259881,0.963089,1302.83242796,-87.3985,335.307,0.0525942,2.33883e-07,2.41149e-05,1.77217464137e-15,0.3,1.04624e-05,531,-11185.9,6.20684e-12,1,2.21982,0.0215295,38.5717
221.94247295,89.1265597148,3.37078977706,50000,100,-60.68049755,-60.68049755,-60.68049755,0.968733,221.94247295,-77.3153,159.654,0.0485804,2.64061e-07,2.42326e-05,1.77902241414e-15,0.3,9.90295e-06,561,-10705.7,5.0767e-12,1,2.37049,0.0258312,38.5679
753.90441304,91.0746812386,3.3554561249,50000,100,-62.4044255811,-62.4044255811,-62.4044255811,0.975223,753.90441304,-86.6794,243.29,0.035856,2.55673e-07,2.0482e-05,1.7197157233e-15,0.3,1.01194e-05,549,-10948.0,3.86069e-12,1,1.97388,0.0246396,38.6018
182.511024519,88.809946714,3.3857176155,50000,100,-60.4904672992,-60.4904672992,-60.4904672992,0.973123,182.511024519,-78.443,149.712,0.0419718,5.5138e-07,2.27769e-05,1.59286329472e-15,0.3,9.86777e-06,563,-10709.6,4.31579e-12,1,2.24617,0.054375,38.6784
1349.50782482,94.3396226415,3.35209062723,50000,100,-64.6692191678,-64.6692191678,-64.6692191678,0.963696,1349.50782482,-87.8272,336.365,0.049458,3.48955e-07,2.96845e-05,1.31035857258e-15,0.3,1.04822e-05,530,-11210.9,5.8514e-12,1,2.72909,0.0320817,38.8736
1016.54558266,91.5750915751,3.34077543686,50000,100,-63.0587304659,-63.0587304659,-63.0587304659,0.973442,1016.54558266,-86.5302,296.84,0.045074,4.12001e-07,2.23499e-05,1.70746574484e-15,0.3,1.0175e-05,546,-10994.1,4.92465e-12,1,2.13821,0.0394161,38.6089
70.2727696776,88.6524822695,3.82204409171,50000,100,-60.3894826456,-60.3894826456,-60.3894826456,0.955583,70.2727696776,-63.1277,185.44,0.328397,2.09263e-09,8.5418e-05,6.88078224829e-16,0.3,9.85028e-06,564,-10499.2,3.48946e-11,1,8.28647,0.000203008,39.5178
69.3294370593,88.9679715302,3.60814963598,50000,100,-60.5976437757,-60.5976437757,-60.5976437757,0.928525,69.3294370593,-66.6252,113.632,0.146366,2.73137e-08,4.80369e-05,2.77612360086e-16,0.3,9.88533e-06,562,-10633.7,1.65896e-11,1,4.51209,0.00256557,40.4255
149.255746877,89.2857142857,3.53059786244,50000,100,-60.5360767946,-60.5360767946,-60.5360767946,0.957447,149.255746877,-70.8109,142.893,0.0959359,2.38463e-07,3.1421e-05,2.23245722506e-16,0.3,9.92063e-06,560,-10629.3,1.02998e-11,1,3.03246,0.0230142,40.6434
520.545366281,89.2857142857,3.29963348083,50000,100,-61.0346568511,-61.0346568511,-61.0346568511,0.985006,520.545366281,-85.5034,218.951,0.0301416,6.2249e-07,2.39796e-05,2.1110936468e-16,0.3,9.92063e-06,560,-10780.5,3.05751e-12,1,2.3809,0.0618061,40.6993
96.0767384016,88.1834215168,3.70651879613,50000,100,-60.1325330855,-60.1325330855,-60.1325330855,0.936415,96.0767384016,-65.3944,144.689,0.213728,1.36201e-08,5.8985e-05,1.93487023295e-16,0.3,9.79816e-06,567,-10446.6,2.33999e-11,1,5.63723,0.00130168,40.7865
71.7038830805,88.1834215168,3.63949364857,50000,100,-59.9336642786,-59.9336642786,-59.9336642786,0.917029,71.7038830805,-62.3654,123.994,0.313549,1.01091e-09,7.20987e-05,1.34019440008e-16,0.3,9.79816e-06,567,-10360.6,3.57956e-11,1,6.74786,9.46129e-05,41.1537
59.1782339425,86.6551126516,3.73475526726,50000,100,-59.0719373999,-59.0719373999,-59.0719373999,0.920467,59.1782339425,-62.0591,121.254,0.285047,1.87728e-09,6.48041e-05,1.57489367927e-16,0.3,9.62835e-06,577,-10264.1,3.11891e-11,1,6.19526,0.000179467,40.9923
58.9505298379,87.7192982456,3.91851929119,50000,100,-59.7429496803,-59.7429496803,-59.7429496803,0.940183,58.9505298379,-62.3009,187.468,0.369129,5.83464e-10,0.000140368,1.49987041262e-16,0.3,9.74659e-06,570,-10339.6,3.96697e-11,1,13.5403,5.62826e-05,41.0412
86.8661377833,87.7192982456,3.6586031038,50000,100,-59.6725256552,-59.6725256552,-59.6725256552,0.957326,86.8661377833,-66.3828,157.531,0.174601,5.90435e-08,6.83954e-05,1.44196566952e-16,0.3,9.74659e-06,570,-10425.1,1.80981e-11,1,6.71791,0.00579935,41.0805
71.689406763,88.4955752212,3.64122502234,50000,100,-60.0856474685,-60.0856474685,-60.0856474685,0.963424,71.689406763,-63.0883,218.731,0.392979,4.39573e-09,0.000103924,8.25210019689e-17,0.3,9.83284e-06,565,-10376.5,4.09348e-11,1,10.1825,0.000430695,41.6386
73.448278449,87.1080139373,3.74179250983,50000,100,-59.3074497041,-59.3074497041,-59.3074497041,0.955615,73.448278449,-64.3094,192.345,0.244569,3.02151e-08,8.3679e-05,6.20316596412e-17,0.3,9.67867e-06,574,-10317.3,2.5088e-11,1,8.26198,0.00298326,41.9241
54.195861167,85.910652921,3.55931844742,50000,100,-58.576298281,-58.576298281,-58.576298281,0.943274,54.195861167,-61.1872,171.857,0.343478,3.93554e-09,0.000136426,4.18151418257e-17,0.3,9.54563e-06,582,-10176.9,3.51748e-11,1,13.4813,0.0003889,42.3184
50.878720458,86.6551126516,3.77645043775,50000,100,-58.9032073661,-58.9032073661,-58.9032073661,0.900162,50.878720458,-61.1485,112.281,0.28887,2.26953e-09,6.77774e-05,3.46698073021e-17,0.3,9.62834e-06,577,-10236.7,3.30494e-11,1,6.33656,0.00021218,42.5058
62.8763301246,87.260034904,3.62052719751,50000,100,-59.342682875,-59.342682875,-59.342682875,0.920324,62.8763301246,-62.1874,135.465,0.305633,4.08012e-09,8.88632e-05,4.28030036999e-17,0.3,9.69556e-06,573,-10286.6,3.39207e-11,1,8.43509,0.000387294,42.2951
67.6443701555,86.5051903114,3.71812839006,50000,100,-58.982852265,-58.982852265,-58.982852265,0.966623,67.6443701555,-61.9012,235.613,0.407911,3.05932e-08,0.000147643,4.71343441851e-17,0.3,9.61169e-06,578,-10182.1,4.03321e-11,1,14.8481,0.00307668,42.1987
69.5684902321,88.0281690141,3.54315052815,50000,100,-59.7679533018,-59.7679533018,-59.7679533018,0.943077,69.5684902321,-66.8917,116.192,0.13888,4.89325e-08,4.65952e-05,3.9612440503e-17,0.3,9.78091e-06,568,-10492.7,1.49383e-11,1,4.49271,0.00471808,42.3726
243.529889176,87.1080139373,3.4146517146,50000,100,-59.5181881178,-59.5181881178,-59.5181881178,0.991702,243.529889176,-82.9729,166.503,0.0227135,1.02852e-06,2.9015e-05,4.43210363519e-17,0.3,9.67867e-06,574,-10591.0,2.16348e-12,1,2.97295,0.105385,42.2602
110.9720323,87.5656742557,3.63205680297,50000,100,-59.6822291008,-59.6822291008,-59.6822291008,0.963371,110.9720323,-66.8949,188.571,0.159891,1.19555e-07,8.03514e-05,3.4252037783e-17,0.3,9.72952e-06,571,-10430.8,1.63087e-11,1,7.95602,0.0118377,42.518
276.83191542,87.1080139373,3.3319920564,50000,100,-59.4973591734,-59.4973591734,-59.4973591734,0.989019,276.83191542,-84.6428,177.956,0.0222447,9.94756e-07,2.28456e-05,4.13494268228e-17,0.3,9.67867e-06,574,-10582.0,2.13034e-12,1,2.33449,0.10165,42.3296
496.336605977,86.9565217391,3.54491650711,50000,100,-59.5606489995,-59.5606489995,-59.5606489995,0.989442,496.336605977,-84.222,216.222,0.027232,5.45039e-07,2.56492e-05,4.04193145797e-17,0.3,9.66184e-06,575,-10537.0,2.59668e-12,1,2.62666,0.0558159,42.3524
497.981738369,87.8734622144,3.32316343666,50000,100,-60.0099938037,-60.0099938037,-60.0099938037,0.987989,497.981738369,-84.6012,216.888,0.0275492,5.68958e-07,2.32835e-05,4.5999468273e-17,0.3,9.76372e-06,569,-10615.0,2.69052e-12,1,2.35605,0.0575728,42.2231
57.4842277074,86.3557858377,3.67773084539,50000,100,-58.7279479416,-58.7279479416,-58.7279479416,0.993129,57.4842277074,-60.1951,256.477,0.589019,3.99487e-09,0.000185531,1.57939913502e-17,0.3,9.59509e-06,579,-10159.2,5.49814e-11,1,19.2032,0.000413485,43.2921
65.2001385007,86.6551126516,3.5349385588,50000,100,-58.9675179319,-58.9675179319,-58.9675179319,0.946269,65.2001385007,-61.9948,284.137,0.338641,1.3408e-09,0.000160376,2.84458083637e-17,0.3,9.62835e-06,577,-10210.4,3.50602e-11,1,15.7617,0.000131774,42.7037
272.142889526,85.6164383562,3.38576372134,50000,100,-58.5419157136,-58.5419157136,-58.5419157136,0.992153,272.142889526,-83.1821,188.673,0.0254602,8.28057e-07,3.27857e-05,3.00090250903e-17,0.3,9.51294e-06,584,-10400.8,2.34064e-12,1,3.41939,0.0863623,42.6502
51.5785160264,86.2068965517,3.95686971344,50000,100,-58.7799012224,-58.7799012224,-58.7799012224,0.902466,51.5785160264,-61.208,112.283,0.272174,1.64778e-09,7.90214e-05,2.25915938729e-17,0.3,9.57854e-06,580,-10230.8,3.06609e-11,1,7.44519,0.000155249,42.9341
73.2136960992,86.5051903114,3.81939646928,50000,100,-58.9763412386,-58.9763412386,-58.9763412386,0.991634,73.2136960992,-61.7695,320.632,0.400643,1.7711e-08,0.000169592,3.67730166471e-17,0.3,9.61169e-06,578,-10247.8,3.76404e-11,1,17.4967,0.00182724,42.4469
79.4957487995,87.1080139373,3.7225191647,50000,100,-59.3212027481,-59.3212027481,-59.3212027481,0.972883,79.4957487995,-63.2008,282.8,0.296789,3.48347e-08,0.000131792,3.44752772262e-17,0.3,9.67867e-06,574,-10308.7,2.93737e-11,1,13.2475,0.00350153,42.5115
71.4603891082,85.910652921,4.0146122399,50000,100,-58.4807920182,-58.4807920182,-58.4807920182,0.94776,71.4603891082,-61.0815,195.292,0.382959,1.24719e-08,0.000108833,1.14406108928e-17,0.3,9.54563e-06,582,-10087.0,3.88477e-11,1,10.8058,0.0012383,43.6145
57.8399578914,86.8055555556,3.91953001294,50000,100,-59.0313497407,-59.0313497407,-59.0313497407,0.952661,57.8399578914,-60.3289,214.804,0.505396,4.7975e-09,0.000186304,,0.3,9.64506e-06,576,-10172.5,5.18043e-11,1,18.4016,0.000473858,inf
54.2404275842,86.0585197935,3.43607622813,50000,100,-58.7778581897,-58.7778581897,-58.7778581897,0.937463,54.2404275842,-61.1126,131.385,0.347447,4.59732e-09,0.000103014,3.41077002106e-17,0.3,9.56206e-06,581,-10200.8,3.61479e-11,1,10.0995,0.000450721,42.5222
70.9896894465,85.7632933105,3.72613304451,50000,100,-58.5106258648,-58.5106258648,-58.5106258648,0.959017,70.9896894465,-66.5057,113.483,0.114409,1.15692e-07,3.94287e-05,6.09631106029e-17,0.3,9.52925e-06,583,-10305.2,1.12961e-11,1,3.96807,0.0116432,41.9414
81.1578289461,87.5656742557,3.82675779294,50000,100,-59.6338560741,-59.6338560741,-59.6338560741,1.01189,81.1578289461,-61.6141,427.479,0.621287,1.37617e-08,0.000193878,1.8969896336e-17,0.3,9.72952e-06,571,-10270.9,5.74392e-11,1,20.1637,0.00143125,43.1088
70.299347718,86.5051903114,3.69721203382,50000,100,-58.9729056483,-58.9729056483,-58.9729056483,0.924086,70.299347718,-63.9307,109.361,0.16772,1.36853e-08,5.33616e-05,3.83758301231e-17,0.3,9.61169e-06,578,-10329.3,1.81451e-11,1,5.13029,0.00131573,42.4043
77.0833283282,87.1080139373,3.62624577544,50000,100,-59.3625931179,-59.3625931179,-59.3625931179,0.979951,77.0833283282,-62.4773,302.917,0.407154,3.18132e-09,0.000151079,2.40982164175e-17,0.3,9.67867e-06,574,-10255.7,3.97174e-11,1,15.2965,0.000322103,42.8696
52.6280001607,86.6551126516,3.72650153726,50000,100,-59.0674388328,-59.0674388328,-59.0674388328,0.914374,52.6280001607,-61.5051,115.764,0.313809,3.8926e-09,8.58984e-05,nan,0.3,9.62835e-06,577,-10259.0,3.47953e-11,1,8.1575,0.000369668,nan
59.7478875909,86.0585197935,4.59106312662,50000,100,-58.6205022122,-58.6205022122,-58.6205022122,0.991775,59.7478875909,-59.8454,222.039,0.82664,5.05664e-10,0.000159678,1.1230162525e-17,0.3,9.56206e-06,581,-10004.9,7.6841e-11,1,16.5618,5.24473e-05,43.6331
