VarVanillaIw,VarRet,J,AvgEpLen,Delta,BatchSize,IterType,EpsThisIter,AvgVanillaIw,VanillaAvgRet,Bound,AvgDiscRet,ESSRenyi,MaxVanillaIw,VarJ,VarNormIw,AvgRet,ESSClassic,eRenyi2,AvgNormIw,MaxNormIw,VarDiscRet,MinNormIw,MinVanillaIw
3.65657e+08,4050.98566075,143.16,104.04,0.7,500,1,100,2996.35,8.75491055351,138.8,8.75491055351,462.377705882,124817.0,0.220032,0.000162911,8.75491055351,12.0058777274,1.08137,0.002,0.0833129,4050.98566075,2.78427e-07,0.417132
,938.18600781,16.5958,45.24,0.7,500,2,100,1.0,16.595821414,10.7555,16.595821414,500.0,1.0,30.4763,3.50449e-18,16.595821414,100.0,1.0,0.01,0.01,938.18600781,0.01,1.0
,454.778459656,11.1444,52.54,0.7,500,2,100,1.0,5.69294356763,7.01467,5.69294356763,500.0,1.0,26.8186,2.1793e-19,5.69294356763,200.000000102,1.0,0.005,0.005,454.778459656,0.005,1.0
,273.516859547,5.16916,33.44,0.7,500,2,100,1.0,-6.7812802493,1.79726,-6.7812802493,500.0,1.0,25.3211,5.43914e-20,-6.7812802493,299.999969474,1.0,0.00333333,0.00333333,273.516859547,0.00333333,1.0
,402.502472588,7.17907,46.22,0.7,500,2,100,1.0,13.2088028329,4.25892,13.2088028329,500.0,1.0,24.3435,5.4346e-20,13.2088028329,400.0,1.0,0.0025,0.0025,402.502472588,0.0025,1.0
1.0245e+09,1293.38938515,92.3289,38.36,0.7,500,1,100,5014.98,10.9824049713,89.5147,10.9824049713,461.436892187,208926.0,0.0773939,0.000162941,10.9824049713,12.0036966086,1.08357,0.002,0.0833205,1293.38938515,9.37932e-08,0.235186
,309.063626844,0.338519,27.06,0.7,500,2,100,1.0,0.338519141914,-1.94939,0.338519141914,500.0,1.0,17.4921,3.50449e-18,0.338519141914,100.0,1.0,0.01,0.01,309.063626844,0.01,1.0
,1254.33849887,-10.7459,50.46,0.7,500,2,100,1.0,-21.8303485086,-15.3058,-21.8303485086,500.0,1.0,29.9458,2.1793e-19,-21.8303485086,200.000000102,1.0,0.005,0.005,1254.33849887,0.005,1.0
,945.566606494,-4.58362,43.58,0.7,500,2,100,1.0,7.74097687904,-8.30672,7.74097687904,500.0,1.0,31.3977,5.43914e-20,7.74097687904,299.999969474,1.0,0.00333333,0.00333333,945.566606494,0.00333333,1.0
,812.734529869,-2.55914,39.56,0.7,500,2,100,1.0,3.514311291,-5.78343,3.514311291,500.0,1.0,30.8676,5.4346e-20,3.514311291,400.0,1.0,0.0025,0.0025,812.734529869,0.0025,1.0
8.9841e+08,382.759086819,73.6586,46.04,0.7,500,1,100,4696.33,-1.83831806941,70.6687,-1.83831806941,465.18063649,195647.0,0.0754836,0.000162936,-1.83831806941,12.0040628598,1.07485,0.002,0.0833192,382.759086819,6.50199e-08,0.152677
,519.020696324,-6.66627,38.4,0.7,500,2,100,1.0,-6.66626663838,-9.11325,-6.66626663838,500.0,1.0,22.6678,3.50449e-18,-6.66626663838,100.0,1.0,0.01,0.01,519.020696324,0.01,1.0
,857.73886009,-0.343036,45.54,0.7,500,2,100,1.0,5.980197513,-4.24947,5.980197513,500.0,1.0,26.8604,2.1793e-19,5.980197513,200.000000102,1.0,0.005,0.005,857.73886009,0.005,1.0
,392.73800545,2.44645,42.82,0.7,500,2,100,1.0,8.02542740651,-0.74314,8.02542740651,500.0,1.0,25.023,5.43914e-20,8.02542740651,299.999969474,1.0,0.00333333,0.00333333,392.73800545,0.00333333,1.0
,87.193713648,2.79794,44.76,0.7,500,2,100,1.0,3.85242267441,0.0356753,3.85242267441,500.0,1.0,22.1713,5.4346e-20,3.85242267441,400.0,1.0,0.0025,0.0025,87.193713648,0.0025,1.0
1.18957e+09,561.008957076,84.3774,52.62,0.7,500,1,100,4922.92,-1.03456538809,81.8084,-1.03456538809,462.434292012,246112.0,0.0805888,0.000196337,-1.03456538809,10.0027699105,1.08123,0.002,0.0999862,561.008957076,1.56193e-07,0.384464
,1243.21278676,-12.0769,33.9,0.7,500,2,100,1.0,-12.0769448958,-18.9054,-12.0769448958,500.0,1.0,35.0825,3.50449e-18,-12.0769448958,100.0,1.0,0.01,0.01,1243.21278676,0.01,1.0
,3648.16478769,4.90065,45.9,0.7,500,2,100,1.0,21.8782497883,-3.31519,21.8782497883,500.0,1.0,52.0526,2.1793e-19,21.8782497883,200.000000102,1.0,0.005,0.005,3648.16478769,0.005,1.0
,269.0703406,2.3245,40.62,0.7,500,2,100,1.0,-2.82782253424,-4.38371,-2.82782253424,500.0,1.0,43.685,5.43914e-20,-2.82782253424,299.999969474,1.0,0.00333333,0.00333333,269.0703406,0.00333333,1.0
,313.16344515,1.52026,50.56,0.7,500,2,100,1.0,-0.892459332158,-4.28922,-0.892459332158,500.0,1.0,38.8682,5.4346e-20,-0.892459332158,400.0,1.0,0.0025,0.0025,313.16344515,0.0025,1.0
9.66722e+08,187.114493081,177.454,36.06,0.7,500,1,100,4871.56,1.56297678861,172.082,1.56297678861,467.758194348,202949.0,0.187044,0.000162939,1.56297678861,12.0038424014,1.06893,0.002,0.08332,187.114493081,1.9638e-07,0.478339
,757.839599997,3.83725,55.68,0.7,500,2,100,1.0,3.83724876563,-0.378536,3.83724876563,500.0,1.0,27.3909,3.50449e-18,3.83724876563,100.0,1.0,0.01,0.01,757.839599997,0.01,1.0
,1114.19600292,-4.92505,55.02,0.7,500,2,100,1.0,-13.6873491435,-8.08333,-13.6873491435,500.0,1.0,31.6771,2.1793e-19,-13.6873491435,200.000000102,1.0,0.005,0.005,1114.19600292,0.005,1.0
,202.151417568,0.117157,30.64,0.7,500,2,100,1.0,10.2015700963,-2.46157,10.2015700963,500.0,1.0,28.0449,5.43914e-20,10.2015700963,299.999969474,1.0,0.00333333,0.00333333,202.151417568,0.00333333,1.0
,592.008026001,-0.753176,51.56,0.7,500,2,100,1.0,-3.36417350667,-2.98642,-3.36417350667,500.0,1.0,27.1787,5.4346e-20,-3.36417350667,400.0,1.0,0.0025,0.0025,592.008026001,0.0025,1.0
5.56313e+08,144.31268395,47.126,35.3,0.7,500,1,100,3366.8,-7.0831838482,45.0548,-7.0831838482,465.043184124,168306.0,0.0705523,0.00019631,-7.0831838482,10.0041108641,1.07517,0.002,0.0999794,144.31268395,2.68472e-07,0.451947
,482.807686544,-3.52371,34.74,0.7,500,2,100,1.0,-3.52370801142,-7.47437,-3.52370801142,500.0,1.0,21.8627,3.50449e-18,-3.52370801142,100.0,1.0,0.01,0.01,482.807686544,0.01,1.0
,3444.75638426,17.2223,121.88,0.7,500,2,100,1.0,37.9684048868,10.5783,37.9684048868,500.0,1.0,48.7293,2.1793e-19,37.9684048868,200.000000102,1.0,0.005,0.005,3444.75638426,0.005,1.0
,1553.20836873,6.50184,112.26,0.7,500,2,100,1.0,-14.9391731721,1.07697,-14.9391731721,500.0,1.0,48.2229,5.43914e-20,-14.9391731721,299.999969474,1.0,0.00333333,0.00333333,1553.20836873,0.00333333,1.0
,4930.30191287,10.4527,65.14,0.7,500,2,100,1.0,22.3053322754,2.94771,22.3053322754,500.0,1.0,54.8741,5.4346e-20,22.3053322754,400.0,1.0,0.0025,0.0025,4930.30191287,0.0025,1.0
5.10372e+09,3158.4795933,229.266,70.36,0.7,500,1,100,10196.3,-3.23720619639,222.236,-3.23720619639,455.871094129,509778.0,0.110063,0.000196363,-3.23720619639,10.0014661762,1.0968,0.002,0.0999927,3158.4795933,2.16805e-08,0.110531
,2528.95086687,4.6316,73.78,0.7,500,2,100,1.0,4.63160504534,-1.83973,4.63160504534,500.0,1.0,50.0366,3.50449e-18,4.63160504534,100.0,1.0,0.01,0.01,2528.95086687,0.01,1.0
,375.515083465,6.64934,42.58,0.7,500,2,100,1.0,8.6670791944,2.07342,8.6670791944,500.0,1.0,37.9708,2.1793e-19,8.6670791944,200.000000102,1.0,0.005,0.005,375.515083465,0.005,1.0
,260.159109932,3.90756,32.84,0.7,500,2,100,1.0,-1.57599299606,0.171336,-1.57599299606,500.0,1.0,32.5895,5.43914e-20,-1.57599299606,299.999969474,1.0,0.00333333,0.00333333,260.159109932,0.00333333,1.0
,224.353610053,3.52516,35.12,0.7,500,2,100,1.0,2.37795265321,0.289494,2.37795265321,500.0,1.0,29.198,5.4346e-20,2.37795265321,400.0,1.0,0.0025,0.0025,224.353610053,0.0025,1.0
7.0271e+08,4292.12889903,144.438,43.42,0.7,500,1,100,4153.48,-1.00578794751,140.015,-1.00578794751,457.080285989,173031.0,0.150832,0.000162934,-1.00578794751,12.0042241172,1.0939,0.002,0.0833187,4292.12889903,1.74917e-08,0.0363258
,2591.07085445,-10.1541,42.86,0.7,500,2,100,1.0,-10.1541198397,-20.1024,-10.1541198397,500.0,1.0,50.6474,3.50449e-18,-10.1541198397,100.0,1.0,0.01,0.01,2591.07085445,0.01,1.0
,4423.94398399,-10.5542,136.0,0.7,500,2,100,1.0,-10.9543642095,-19.3114,-10.9543642095,500.0,1.0,58.9287,2.1793e-19,-10.9543642095,200.000000102,1.0,0.005,0.005,4423.94398399,0.005,1.0
,1663.84773375,-14.5791,49.82,0.7,500,2,100,1.0,-22.6288949527,-21.7293,-22.6288949527,500.0,1.0,53.8194,5.43914e-20,-22.6288949527,299.999969474,1.0,0.00333333,0.00333333,1663.84773375,0.00333333,1.0
,2349.41778142,-11.8617,44.16,0.7,500,2,100,1.0,-3.70945460991,-18.054,-3.70945460991,500.0,1.0,52.6881,5.4346e-20,-3.70945460991,400.0,1.0,0.0025,0.0025,2349.41778142,0.0025,1.0
3.67644e+07,958.814107424,62.2855,43.7,0.7,500,1,100,866.17,7.42679089478,56.5672,7.42679089478,469.045204338,43267.2,0.362798,0.000196011,7.42679089478,10.0190779071,1.066,0.002,0.0999048,958.814107424,2.4554e-07,0.10634
,312.583374088,3.84767,43.3,0.7,500,2,100,1.0,3.84766927313,0.994265,3.84766927313,500.0,1.0,17.5914,3.50449e-18,3.84766927313,100.0,1.0,0.01,0.01,312.583374088,0.01,1.0
,344.47719847,2.88097,53.62,0.7,500,2,100,1.0,1.91426953168,0.863308,1.91426953168,500.0,1.0,18.0604,2.1793e-19,1.91426953168,200.000000102,1.0,0.005,0.005,344.47719847,0.005,1.0
,1983.62809871,3.29537,41.84,0.7,500,2,100,1.0,4.12416782193,-1.57704,4.12416782193,500.0,1.0,29.5363,5.43914e-20,4.12416782193,299.999969474,1.0,0.00333333,0.00333333,1983.62809871,0.00333333,1.0
,465.775305369,0.780327,46.46,0.7,500,2,100,1.0,-6.76479850133,-3.4393,-6.76479850133,500.0,1.0,28.0812,5.4346e-20,-6.76479850133,400.0,1.0,0.0025,0.0025,465.775305369,0.0025,1.0
2.90459e+08,461.994025287,128.873,44.96,0.7,500,1,100,2433.04,1.65243274396,124.955,1.65243274396,463.946482553,121614.0,0.278787,0.000196266,1.65243274396,10.006331948,1.07771,0.002,0.0999684,461.994025287,2.04626e-07,0.248931
,14044.0024862,89.6492,125.32,0.7,500,2,100,1.0,89.6491708121,68.7383,89.6491708121,500.0,1.0,117.913,3.50449e-18,89.6491708121,100.0,1.0,0.01,0.01,14044.0024862,0.01,1.0
,673.584419349,39.8095,39.1,0.7,500,2,100,1.0,-10.0301120667,25.0233,-10.0301120667,500.0,1.0,98.8392,2.1793e-19,-10.0301120667,200.000000102,1.0,0.005,0.005,673.584419349,0.005,1.0
,575.623401631,26.8754,34.44,0.7,500,2,100,1.0,1.00721183031,14.8026,1.00721183031,500.0,1.0,83.8888,5.43914e-20,1.00721183031,299.999969474,1.0,0.00333333,0.00333333,575.623401631,0.00333333,1.0
,1306.64676788,19.3966,42.16,0.7,500,2,100,1.0,-3.03994912821,8.94117,-3.03994912821,500.0,1.0,75.9552,5.4346e-20,-3.03994912821,400.0,1.0,0.0025,0.0025,1306.64676788,0.0025,1.0
9.64103e+08,836.1988795,319.366,49.24,0.7,500,1,100,4432.11,-14.6352930187,309.601,-14.6352930187,458.537855657,221565.0,0.370855,0.000196319,-14.6352930187,10.0037059644,1.09042,0.002,0.0999815,836.1988795,1.0819e-07,0.239754
,757.68806521,4.30089,42.4,0.7,500,2,100,1.0,4.30088462804,0.574179,4.30088462804,500.0,1.0,27.3882,3.50449e-18,4.30088462804,100.0,1.0,0.01,0.01,757.68806521,0.01,1.0
,252.909879775,12.2886,46.56,0.7,500,2,100,1.0,20.2763392716,9.65343,20.2763392716,500.0,1.0,23.7497,2.1793e-19,20.2763392716,200.000000102,1.0,0.005,0.005,252.909879775,0.005,1.0
,1914.91267295,12.9222,35.14,0.7,500,2,100,1.0,14.1894832374,7.81707,14.1894832374,500.0,1.0,31.7609,5.43914e-20,14.1894832374,299.999969474,1.0,0.00333333,0.00333333,1914.91267295,0.00333333,1.0
,407.600153469,11.9143,40.9,0.7,500,2,100,1.0,8.89063724904,7.49313,8.89063724904,500.0,1.0,29.3342,5.4346e-20,8.89063724904,400.0,1.0,0.0025,0.0025,407.600153469,0.0025,1.0
3.45612e+09,1777.67554702,135.06,43.68,0.7,500,1,100,8390.71,-10.212895803,130.903,-10.212895803,452.534278012,419500.0,0.0753582,0.000196359,-10.212895803,10.0016947332,1.10489,0.002,0.0999915,1777.67554702,3.82306e-08,0.160391
,539.806331491,3.82623,37.9,0.7,500,2,100,1.0,3.82623201621,1.07436,3.82623201621,500.0,1.0,23.1173,3.50449e-18,3.82623201621,100.0,1.0,0.01,0.01,539.806331491,0.01,1.0
,298.96026041,3.94162,39.4,0.7,500,2,100,1.0,4.05700338349,1.99575,4.05700338349,500.0,1.0,20.3765,2.1793e-19,4.05700338349,200.000000102,1.0,0.005,0.005,298.96026041,0.005,1.0
,267.702853996,6.32724,39.78,0.7,500,2,100,1.0,11.0984850855,4.3224,11.0984850855,500.0,1.0,19.4043,5.43914e-20,11.0984850855,299.999969474,1.0,0.00333333,0.00333333,267.702853996,0.00333333,1.0
,568.368283569,6.02749,36.84,0.7,500,2,100,1.0,5.12822995232,4.29125,5.12822995232,500.0,1.0,20.5751,5.4346e-20,5.12822995232,400.0,1.0,0.0025,0.0025,568.368283569,0.0025,1.0
1.5759e+09,982.137511052,78.779,35.56,0.7,500,1,100,5666.19,5.26130058929,76.3687,5.26130058929,457.954243707,283271.0,0.0647275,0.000196339,5.26130058929,10.0026976141,1.09181,0.002,0.0999865,982.137511052,6.44167e-08,0.182499
,474.464470558,11.2694,38.16,0.7,500,2,100,1.0,11.269441169,6.90901,11.269441169,500.0,1.0,21.673,3.50449e-18,11.269441169,100.0,1.0,0.01,0.01,474.464470558,0.01,1.0
,845.112076508,4.73571,63.02,0.7,500,2,100,1.0,-1.79801601932,1.65242,-1.79801601932,500.0,1.0,26.3795,2.1793e-19,-1.79801601932,200.000000102,1.0,0.005,0.005,845.112076508,0.005,1.0
,2672.64640588,-3.66787,47.5,0.7,500,2,100,1.0,-20.47504313,-8.61782,-20.47504313,500.0,1.0,38.5634,5.43914e-20,-20.47504313,299.999969474,1.0,0.00333333,0.00333333,2672.64640588,0.00333333,1.0
,619.679984131,-3.99109,51.36,0.7,500,2,100,1.0,-4.96075577015,-8.27787,-4.96075577015,500.0,1.0,35.6235,5.4346e-20,-4.96075577015,400.0,1.0,0.0025,0.0025,619.679984131,0.0025,1.0
1.77151e+09,510.235773603,66.5991,51.96,0.7,500,1,100,6007.5,-7.05361266099,62.5968,-7.05361266099,458.886468075,300338.0,0.054525,0.000196343,-7.05361266099,10.00248373,1.08959,0.002,0.0999876,510.235773603,4.29756e-08,0.129088
,2600.14144917,9.44483,90.26,0.7,500,2,100,1.0,9.44482817533,0.493822,9.44482817533,500.0,1.0,50.736,3.50449e-18,9.44482817533,100.0,1.0,0.01,0.01,2600.14144917,0.01,1.0
,2061.85148299,7.49138,46.66,0.7,500,2,100,1.0,5.53793452136,1.16206,5.53793452136,500.0,1.0,48.0781,2.1793e-19,5.53793452136,200.000000102,1.0,0.005,0.005,2061.85148299,0.005,1.0
,455.232667728,4.83604,38.98,0.7,500,2,100,1.0,-0.474633093564,-0.331823,-0.474633093564,500.0,1.0,41.2956,5.43914e-20,-0.474633093564,299.999969474,1.0,0.00333333,0.00333333,455.232667728,0.00333333,1.0
,199.397898328,6.92703,52.66,0.7,500,2,100,1.0,13.199997042,2.45153,13.199997042,500.0,1.0,36.626,5.4346e-20,13.199997042,400.0,1.0,0.0025,0.0025,199.397898328,0.0025,1.0
1.18877e+09,994.127688665,136.71,48.28,0.7,500,1,100,4921.4,19.3388728903,132.472,19.3388728903,445.980938621,246030.0,0.13212,0.000196327,19.3388728903,10.0032797879,1.12112,0.002,0.0999836,994.127688665,1.13255e-08,0.0278686
,800.584821683,2.67289,37.62,0.7,500,2,100,1.0,2.67288629537,-0.63702,2.67288629537,500.0,1.0,28.1528,3.50449e-18,2.67288629537,100.0,1.0,0.01,0.01,800.584821683,0.01,1.0
,435.610547601,4.51215,38.96,0.7,500,2,100,1.0,6.35142038867,2.1717,6.35142038867,500.0,1.0,24.8052,2.1793e-19,6.35142038867,200.000000102,1.0,0.005,0.005,435.610547601,0.005,1.0
,373.655937216,-0.137924,36.32,0.7,500,2,100,1.0,-9.4380798421,-2.13885,-9.4380798421,500.0,1.0,24.0157,5.43914e-20,-9.4380798421,299.999969474,1.0,0.00333333,0.00333333,373.655937216,0.00333333,1.0
,512.905882404,1.37888,42.5,0.7,500,2,100,1.0,5.92927324172,-0.353978,5.92927324172,500.0,1.0,23.7994,5.4346e-20,5.92927324172,400.0,1.0,0.0025,0.0025,512.905882404,0.0025,1.0
6.51677e+08,606.569816817,88.4723,42.62,0.7,500,1,100,3999.85,34.8942624258,85.7828,34.8942624258,463.910356983,166630.0,0.0898239,0.000162932,34.8942624258,12.0043943444,1.07779,0.002,0.0833181,606.569816817,6.95536e-08,0.139102
,230.33875393,1.43679,35.6,0.7,500,2,100,1.0,1.43679252835,-0.524545,1.43679252835,500.0,1.0,15.1008,3.50449e-18,1.43679252835,100.0,1.0,0.01,0.01,230.33875393,0.01,1.0
,1137.39165281,6.92121,43.28,0.7,500,2,100,1.0,12.4056257721,2.95274,12.4056257721,500.0,1.0,26.5915,2.1793e-19,12.4056257721,200.000000102,1.0,0.005,0.005,1137.39165281,0.005,1.0
,220.414614426,4.71141,29.62,0.7,500,2,100,1.0,0.291807840952,1.47117,0.291807840952,500.0,1.0,23.5352,5.43914e-20,0.291807840952,299.999969474,1.0,0.00333333,0.00333333,220.414614426,0.00333333,1.0
,647.543342511,5.23762,47.12,0.7,500,2,100,1.0,6.81625883471,2.43149,6.81625883471,500.0,1.0,24.011,5.4346e-20,6.81625883471,400.0,1.0,0.0025,0.0025,647.543342511,0.0025,1.0
3.89652e+09,280.79494347,85.7232,37.7,0.7,500,1,100,9779.48,-10.3171766485,83.0785,-10.3171766485,450.309954843,407450.0,0.0362699,0.000162969,-10.3171766485,12.0016864976,1.11035,0.002,0.0833275,280.79494347,5.93286e-08,0.290102
,657.449401698,6.4063,40.14,0.7,500,2,100,1.0,6.4063031125,3.47232,6.4063031125,500.0,1.0,25.5122,3.50449e-18,6.4063031125,100.0,1.0,0.01,0.01,657.449401698,0.01,1.0
,317.205637997,0.271424,38.16,0.7,500,2,100,1.0,-5.86345485063,-1.80322,-5.86345485063,500.0,1.0,22.8055,2.1793e-19,-5.86345485063,200.000000102,1.0,0.005,0.005,317.205637997,0.005,1.0
,519.6693506,6.33048,45.76,0.7,500,2,100,1.0,18.448582789,3.83628,18.448582789,500.0,1.0,24.3237,5.43914e-20,18.448582789,299.999969474,1.0,0.00333333,0.00333333,519.6693506,0.00333333,1.0
,724.863447005,8.06657,51.7,0.7,500,2,100,1.0,13.2748497837,5.86685,13.2748497837,500.0,1.0,25.1431,5.4346e-20,13.2748497837,400.0,1.0,0.0025,0.0025,724.863447005,0.0025,1.0
2.09398e+09,1564.49985757,85.7201,47.5,0.7,500,1,100,6531.42,14.5079105889,83.0712,14.5079105889,448.889010658,326531.0,0.0549041,0.000196343,14.5079105889,10.0024757017,1.11386,0.002,0.0999876,1564.49985757,1.62038e-08,0.0529169
,572.148106593,-3.28033,47.14,0.7,500,2,100,1.0,-3.28032970164,-7.7445,-3.28032970164,500.0,1.0,23.7997,3.50449e-18,-3.28032970164,100.0,1.0,0.01,0.01,572.148106593,0.01,1.0
,379.160960672,0.833811,33.2,0.7,500,2,100,1.0,4.94795259531,-2.32283,4.94795259531,500.0,1.0,22.0867,2.1793e-19,4.94795259531,200.000000102,1.0,0.005,0.005,379.160960672,0.005,1.0
,749.851628671,0.837673,43.92,0.7,500,2,100,1.0,0.845394502992,-1.73972,0.845394502992,500.0,1.0,23.9305,5.43914e-20,0.845394502992,299.999969474,1.0,0.00333333,0.00333333,749.851628671,0.00333333,1.0
,227.305202626,1.4021,33.06,0.7,500,2,100,1.0,3.09537890993,-0.829985,3.09537890993,500.0,1.0,22.0616,5.4346e-20,3.09537890993,400.0,1.0,0.0025,0.0025,227.305202626,0.0025,1.0
4.28794e+09,402.129490533,56.4765,64.38,0.7,500,1,100,9346.1,0.337015888467,54.3867,0.337015888467,456.344469188,467264.0,0.0300472,0.000196358,0.337015888467,10.0017372718,1.09566,0.002,0.0999913,402.129490533,1.58889e-08,0.0742496
,1416.23357628,28.8037,45.6,0.7,500,2,100,1.0,28.8036723273,20.4798,28.8036723273,500.0,1.0,37.4442,3.50449e-18,28.8036723273,100.0,1.0,0.01,0.01,1416.23357628,0.01,1.0
,677.452342343,12.6453,54.8,0.7,500,2,100,1.0,-3.51309083694,6.75946,-3.51309083694,500.0,1.0,36.0204,2.1793e-19,-3.51309083694,200.000000102,1.0,0.005,0.005,677.452342343,0.005,1.0
,545.874518317,7.93051,48.3,0.7,500,2,100,1.0,-1.49904292161,3.12475,-1.49904292161,500.0,1.0,33.0087,5.43914e-20,-1.49904292161,299.999969474,1.0,0.00333333,0.00333333,545.874518317,0.00333333,1.0
,2763.3454824,6.4303,69.02,0.7,500,2,100,1.0,1.92965283027,2.26838,1.92965283027,500.0,1.0,38.8312,5.4346e-20,1.92965283027,400.0,1.0,0.0025,0.0025,2763.3454824,0.0025,1.0
1.74126e+09,987.037232513,127.133,54.1,0.7,500,1,100,5956.09,7.27072797416,123.268,7.27072797416,463.782833561,297763.0,0.108587,0.000196337,7.27072797416,10.0027968209,1.07809,0.002,0.099986,987.037232513,6.66277e-08,0.198421
,197.442108237,-0.749474,35.42,0.7,500,2,100,1.0,-0.749473898859,-2.30353,-0.749473898859,500.0,1.0,13.981,3.50449e-18,-0.749473898859,100.0,1.0,0.01,0.01,197.442108237,0.01,1.0
,1831.62558336,1.32705,54.82,0.7,500,2,100,1.0,3.40356616491,-3.18059,3.40356616491,500.0,1.0,31.76,2.1793e-19,3.40356616491,200.000000102,1.0,0.005,0.005,1831.62558336,0.005,1.0
,785.049039854,5.38569,47.52,0.7,500,2,100,1.0,13.5029695122,1.70522,13.5029695122,500.0,1.0,31.0561,5.43914e-20,13.5029695122,299.999969474,1.0,0.00333333,0.00333333,785.049039854,0.00333333,1.0
,307.107409769,5.624,36.72,0.7,500,2,100,1.0,6.33892561591,2.43662,6.33892561591,500.0,1.0,28.2761,5.4346e-20,6.33892561591,400.0,1.0,0.0025,0.0025,307.107409769,0.0025,1.0
6.12533e+08,864.645976241,97.3599,43.28,0.7,500,1,100,3877.91,10.8525075135,94.3895,10.8525075135,460.592137557,161548.0,0.105802,0.000162927,10.8525075135,12.0047107319,1.08556,0.002,0.083317,864.645976241,1.2201e-07,0.236572
,3419.22617485,7.64503,100.94,0.7,500,2,100,1.0,7.64503432292,-0.832749,7.64503432292,500.0,1.0,58.181,3.50449e-18,7.64503432292,100.0,1.0,0.01,0.01,3419.22617485,0.01,1.0
,581.259844427,8.40245,44.84,0.7,500,2,100,1.0,9.15986426123,2.40775,9.15986426123,500.0,1.0,44.5063,2.1793e-19,9.15986426123,200.000000102,1.0,0.005,0.005,581.259844427,0.005,1.0
,572.795050004,6.73537,52.74,0.7,500,2,100,1.0,3.4012257532,1.84072,3.4012257532,500.0,1.0,38.9246,5.43914e-20,3.4012257532,299.999969474,1.0,0.00333333,0.00333333,572.795050004,0.00333333,1.0
,898.557192016,10.3248,46.98,0.7,500,2,100,1.0,21.0929624147,6.08588,21.0929624147,500.0,1.0,37.3816,5.4346e-20,21.0929624147,400.0,1.0,0.0025,0.0025,898.557192016,0.0025,1.0
3.90371e+09,2119.95875664,85.278,95.7,0.7,500,1,100,9788.61,-5.09503574339,81.2944,-5.09503574339,452.904430594,407825.0,0.0346952,0.000162965,-5.09503574339,12.0019725249,1.10399,0.002,0.0833265,2119.95875664,5.08702e-09,0.0248974
,487.646919275,7.61214,57.54,0.7,500,2,100,1.0,7.61213628823,4.80444,7.61213628823,500.0,1.0,21.972,3.50449e-18,7.61213628823,100.0,1.0,0.01,0.01,487.646919275,0.01,1.0
,459.828481775,1.06913,30.16,0.7,500,2,100,1.0,-5.47387971309,-1.8482,-5.47387971309,500.0,1.0,22.6232,2.1793e-19,-5.47387971309,200.000000102,1.0,0.005,0.005,459.828481775,0.005,1.0
,1758.92345006,5.54475,68.98,0.7,500,2,100,1.0,14.4959971218,1.1634,14.4959971218,500.0,1.0,31.0115,5.43914e-20,14.4959971218,299.999969474,1.0,0.00333333,0.00333333,1758.92345006,0.00333333,1.0
,609.489006582,3.82767,33.78,0.7,500,2,100,1.0,-1.32358166948,0.0333066,-1.32358166948,500.0,1.0,29.6813,5.4346e-20,-1.32358166948,400.0,1.0,0.0025,0.0025,609.489006582,0.0025,1.0
5.27513e+08,841.256121979,115.896,59.56,0.7,500,1,100,3598.78,13.5431329085,112.386,13.5431329085,467.237121025,149918.0,0.152004,0.000162923,13.5431329085,12.0050396438,1.07012,0.002,0.0833158,841.256121979,1.27297e-07,0.229057
,91.8730411975,-0.356723,31.24,0.7,500,2,100,1.0,-0.356723154804,-1.71914,-0.356723154804,500.0,1.0,9.537,3.50449e-18,-0.356723154804,100.0,1.0,0.01,0.01,91.8730411975,0.01,1.0
,569.381229222,-2.72408,33.02,0.7,500,2,100,1.0,-5.09144445365,-6.12793,-5.09144445365,500.0,1.0,18.2462,2.1793e-19,-5.09144445365,200.000000102,1.0,0.005,0.005,569.381229222,0.005,1.0
,434.055961274,0.359417,37.64,0.7,500,2,100,1.0,6.5264209957,-2.41981,6.5264209957,500.0,1.0,19.6011,5.43914e-20,6.5264209957,299.999969474,1.0,0.00333333,0.00333333,434.055961274,0.00333333,1.0
,1228.73582011,2.17937,42.58,0.7,500,2,100,1.0,7.63922322203,-0.425683,7.63922322203,500.0,1.0,24.5398,5.4346e-20,7.63922322203,400.0,1.0,0.0025,0.0025,1228.73582011,0.0025,1.0
2.11519e+07,865.019485938,50.3282,80.1,0.7,500,1,100,721.296,2.22903305897,47.9134,2.22903305897,465.494114934,30020.7,0.283782,0.000162623,2.22903305897,12.0266140107,1.07413,0.002,0.0832411,865.019485938,3.40391e-07,0.122761
,340.130341935,7.53211,41.24,0.7,500,2,100,1.0,7.53210796314,5.14415,7.53210796314,500.0,1.0,18.3502,3.50449e-18,7.53210796314,100.0,1.0,0.01,0.01,340.130341935,0.01,1.0
,637.699186075,3.88342,41.38,0.7,500,2,100,1.0,0.234733597408,1.68723,0.234733597408,500.0,1.0,22.3011,2.1793e-19,0.234733597408,200.000000102,1.0,0.005,0.005,637.699186075,0.005,1.0
,494.075719396,1.49668,41.68,0.7,500,2,100,1.0,-3.27680717833,-0.680604,-3.27680717833,500.0,1.0,22.4944,5.43914e-20,-3.27680717833,299.999969474,1.0,0.00333333,0.00333333,494.075719396,0.00333333,1.0
