VarRet,MaxVanillaIw,VarVanillaIw,eRenyi2,AvgNormIw,ESSRenyi,VanillaAvgRet,MinVanillaIw,AvgEpLen,AvgDiscRet,BatchSize,VarJ,AvgRet,AvgVanillaIw,ESSClassic,VarNormIw,MaxNormIw,J,Bound,VarDiscRet,MinNormIw
256.62887337303863,99.76396,99.71683,43.64832,0.010000002,2.2910389616632196,34.07641874443197,,4.41,2.2382096176443156e-15,100,18.91279,2.2382096176443156e-15,1.0778763,1.1631963194938713,0.008582831,0.9255604,44.17573,35.274544,256.62887337303863,
1403.7012504680988,118.871124,141.27766,62.30365,0.01,1.6050424037234163,57.26390968460672,,6.73,-1.1226575225009583e-14,100,23.22775,-1.1226575225009583e-14,1.2018232,1.0221406015987835,0.009781203,0.9890899,170.66516,145.79346,1403.7012504680988,
3751.9788683909933,149.04178,246.26929,27.840328,0.010000002,3.5919116765492745,90.24537448578874,1.1156833e-14,10.03,-4.547473508864641e-15,100,64.53312,-4.547473508864641e-15,2.262436,2.056287276319344,0.0048112464,0.65876687,71.04002,43.85818,3751.9788683909933,4.9313368e-17
4692.0940461994305,104.78726,109.766426,49.141018,0.01,2.03495988168939,117.0292790433423,,12.71,5.826450433232821e-15,100,58.213173,5.826450433232821e-15,1.0675378,1.0378412248052198,0.009631703,0.98157895,297.23575,256.85104,4692.0940461994305,
5317.83821080067,37.397247,13.986737,82.53373,0.009999999,1.2116258472908832,176.51105200339418,,18.66,-2.1884716261411086e-14,100,98.25753,-2.1884716261411086e-14,0.39971843,1.1407075451451674,0.008754032,0.93558973,174.2319,118.51399,5317.83821080067,
4524.843363401597,138.5386,191.78133,38.430717,0.010000002,2.6020851700878525,204.6971678540789,,21.48,3.254285729781259e-14,100,73.21947,3.254285729781259e-14,1.4496112,1.0946651471666509,0.009126481,0.9556949,137.8509,102.77955,4524.843363401597,
4120.198257335336,89.250916,79.632225,35.14374,0.01,2.84545684168662,199.8988278970857,,21.0,4.547473508864641e-15,100,56.32242,4.547473508864641e-15,0.9113702,1.0425908568081856,0.009587364,0.9793047,264.85043,232.84714,4120.198257335336,
5665.17598045061,41.277256,17.031176,48.68853,0.01,2.0538718270029177,216.10609637300618,,22.62,-1.7053025658242404e-15,100,84.65652,-1.7053025658242404e-15,0.43123153,1.090881022763044,0.009158489,0.95719475,175.8376,131.66718,5665.17598045061,
5616.948689321646,101.18307,107.67349,1.0001516,0.009999999,99.9848388773141,206.80131118869747,0.152704,21.69,-3.694822225952521e-15,100,170.51848,-3.694822225952521e-15,2.120051,4.0458736048865,0.0023956103,0.47726715,47.68254,41.378853,5616.948689321646,0.0007202846
4614.501703319026,100.20373,100.37375,48.045937,0.01,2.0813414642086028,208.69644693802283,,21.88,-1.2505552149377763e-14,100,52.11507,-1.2505552149377763e-14,1.0218049,1.0397795614001915,0.009613559,0.9806542,256.3069,216.70624,4614.501703319026,
4596.73425397206,32.908634,10.826754,108.79662,0.009999998,0.9191461741290843,202.99585379137375,,21.31,5.684341886080802e-14,100,83.45845,5.684341886080802e-14,0.3361222,1.0430555628071967,0.009583049,0.97906756,329.56833,270.09204,4596.73425397206,
3230.011630401548,105.16078,110.52826,41.26408,0.01,2.4234152290473325,195.69502465019386,,20.58,3.4106051316484808e-15,100,43.055397,3.4106051316484808e-15,1.0858595,1.0660654031493897,0.00937403,0.96845657,149.95535,119.25102,3230.011630401548,
6168.449988247758,179.88898,323.36252,52.85319,0.01,1.8920333360591555,209.69602084124762,,21.98,-5.5422333389287813e-14,100,80.299545,-5.5422333389287813e-14,1.8801821,1.092208431937579,0.009147236,0.95676357,182.23936,134.21793,6168.449988247758,
