VarVanillaIw,IterType,MinNormIw,AvgRet,AvgEpLen,VarJ,AvgDiscRet,eRenyi2,MaxVanillaIw,ESSClassic,MinVanillaIw,VarDiscRet,AvgVanillaIw,AvgNormIw,EpsThisIter,VanillaAvgRet,BatchSize,J,MaxNormIw,ESSRenyi,Bound,VarRet,VarNormIw
,2,0.005,4999.747918510931,500.0,0.23498453,4999.747918510931,1.0,1.0,200.00000010221265,1.0,0.055494555439340884,1.0,0.0049999994,100,4999.747918510931,500,4999.747,0.005,500.0,4702.189,0.055494555439340884,2.179301e-19
,2,0.0033333334,4999.750270301952,500.0,0.23766816,4999.750270301952,1.0,1.0,299.999969473632,1.0,0.056675886585794394,1.0,0.0033333336,100,4999.750270301952,500,4999.751,0.0033333334,500.0,4756.796,0.056675886585794394,5.4391416e-20
,2,0.0025,4999.745119413726,500.0,0.2583321,4999.745119413726,1.0,1.0,400.0,1.0,0.06690141630959288,1.0,0.0024999997,100,4999.745119413726,500,4999.745,0.0025,500.0,4789.34,0.06690141630959288,5.434597e-20
,1,0.002,4999.758334034715,500.0,0.24689305,4999.758334034715,1.0,1.0,500.00000664260017,1.0,0.06107542512142792,1.0,0.0020000003,100,4999.758334034715,500,4999.759,0.002,500.0,4811.5664,0.06107542512142792,5.431875e-20
,2,0.01,4999.761390166376,500.0,0.30030116,4999.761390166376,1.0,1.0,100.0,1.0,0.0910806110755644,1.0,0.009999998,100,4999.761390166376,500,4999.7617,0.01,500.0,4578.951,0.0910806110755644,3.5044917e-18
,2,0.005,4999.755659169699,500.0,0.27989408,4999.755659169699,1.0,1.0,200.00000010221265,1.0,0.07872482050960643,1.0,0.0049999994,100,4999.755659169699,500,4999.755,0.005,500.0,4702.197,0.07872482050960643,2.179301e-19
,2,0.0033333334,4999.74723416929,500.0,0.26154205,4999.74723416929,1.0,1.0,299.999969473632,1.0,0.06862710275552343,1.0,0.0033333336,100,4999.74723416929,500,4999.7476,0.0033333334,500.0,4756.7925,0.06862710275552343,5.4391416e-20
,2,0.0025,4999.742521687392,500.0,0.2619104,4999.742521687392,1.0,1.0,400.0,1.0,0.0687632625217539,1.0,0.0024999997,100,4999.742521687392,500,4999.742,0.0025,500.0,4789.337,0.0687632625217539,5.434597e-20
,1,0.002,4999.746787501104,500.0,0.25359192,4999.746787501104,1.0,1.0,500.00000664260017,1.0,0.06443403092112121,1.0,0.0020000003,100,4999.746787501104,500,4999.7476,0.002,500.0,4811.555,0.06443403092112121,5.431875e-20
,2,0.01,4999.75120178622,500.0,0.2651554,4999.75120178622,1.0,1.0,100.0,1.0,0.07101574418279201,1.0,0.009999998,100,4999.75120178622,500,4999.751,0.01,500.0,4578.9404,0.07101574418279201,3.5044917e-18
,2,0.005,4999.744507758048,500.0,0.25566608,4999.744507758048,1.0,1.0,200.00000010221265,1.0,0.06568912340940054,1.0,0.0049999994,100,4999.744507758048,500,4999.744,0.005,500.0,4702.186,0.06568912340940054,2.179301e-19
,2,0.0033333334,4999.756787322893,500.0,0.24657239,4999.756787322893,1.0,1.0,299.999969473632,1.0,0.061001712924099546,1.0,0.0033333336,100,4999.756787322893,500,4999.757,0.0033333334,500.0,4756.802,0.061001712924099546,5.4391416e-20
,2,0.0025,4999.7573379342475,500.0,0.25020683,4999.7573379342475,1.0,1.0,400.0,1.0,0.06276118787916286,1.0,0.0024999997,100,4999.7573379342475,500,4999.7573,0.0025,500.0,4789.352,0.06276118787916286,5.434597e-20
0.019328885,1,0.00051061704,4989.756864349235,499.002,132.34726,4989.756864349235,1.0195627,1.2812562,490.49321154372495,0.25470275,49995.188048066375,0.9976273,0.002,100,4989.756864349235,500,4993.843,0.002568607,490.40631790243845,4803.819,49995.188048066375,7.768375e-08
,2,0.01,4999.766000532735,500.0,0.25791186,4999.766000532735,1.0,1.0,100.0,1.0,0.06719055825983435,1.0,0.009999998,100,4999.766000532735,500,4999.7656,0.01,500.0,4578.955,0.06719055825983435,3.5044917e-18
,2,0.005,4999.7512473612,500.0,0.2552777,4999.7512473612,1.0,1.0,200.00000010221265,1.0,0.06549302186318283,1.0,0.0049999994,100,4999.7512473612,500,4999.751,0.005,500.0,4702.193,0.06549302186318283,2.179301e-19
,2,0.0033333334,4999.754917657764,500.0,0.24610579,4999.754917657764,1.0,1.0,299.999969473632,1.0,0.06076861522789194,1.0,0.0033333336,100,4999.754917657764,500,4999.755,0.0033333334,500.0,4756.8,0.06076861522789194,5.4391416e-20
,2,0.0025,4999.747040207397,500.0,0.24839096,4999.747040207397,1.0,1.0,400.0,1.0,0.06185004840378143,1.0,0.0024999997,100,4999.747040207397,500,4999.747,0.0025,500.0,4789.342,0.06185004840378143,5.434597e-20
,1,0.002,4999.744635256992,500.0,0.24619092,4999.744635256992,1.0,1.0,500.00000664260017,1.0,0.06072705618081729,1.0,0.0020000003,100,4999.744635256992,500,4999.7456,0.002,500.0,4811.553,0.06072705618081729,5.431875e-20
,2,0.01,4999.82192014236,500.0,0.18082152,4999.82192014236,1.0,1.0,100.0,1.0,0.033037158927642495,1.0,0.009999998,100,4999.82192014236,500,4999.8213,0.01,500.0,4579.0107,0.033037158927642495,3.5044917e-18
,2,0.005,4999.792881136146,500.0,0.20292251,4999.792881136146,1.0,1.0,200.00000010221265,1.0,0.04138980114155958,1.0,0.0049999994,100,4999.792881136146,500,4999.793,0.005,500.0,4702.235,0.04138980114155958,2.179301e-19
,2,0.0033333334,4999.787568543826,500.0,0.21079448,4999.787568543826,1.0,1.0,299.999969473632,1.0,0.04458595353859688,1.0,0.0033333336,100,4999.787568543826,500,4999.787,0.0033333334,500.0,4756.832,0.04458595353859688,5.4391416e-20
,2,0.0025,4999.785351860816,500.0,0.20569988,4999.785351860816,1.0,1.0,400.0,1.0,0.04242029956132121,1.0,0.0024999997,100,4999.785351860816,500,4999.785,0.0025,500.0,4789.38,0.04242029956132121,5.434597e-20
9.364484e-06,1,0.0019797105,4999.790213229559,500.0,0.20295334,4999.790213229559,1.0000087,1.0085429,499.9952685474287,0.9898839,0.0413643159556852,1.0000288,0.002,100,4999.790213229559,500,4999.791,0.0020170275,499.9956488987959,4811.598,0.0413643159556852,3.7455764e-11
,2,0.01,4999.757394569107,500.0,0.23789051,4999.757394569107,1.0,1.0,100.0,1.0,0.05716451651808532,1.0,0.009999998,100,4999.757394569107,500,4999.7573,0.01,500.0,4578.947,0.05716451651808532,3.5044917e-18
,2,0.005,4999.751523059341,500.0,0.23239191,4999.751523059341,1.0,1.0,200.00000010221265,1.0,0.05427445158046769,1.0,0.0049999994,100,4999.751523059341,500,4999.751,0.005,500.0,4702.193,0.05427445158046769,2.179301e-19
,2,0.0033333334,4999.758187423304,500.0,0.23279957,4999.758187423304,1.0,1.0,299.999969473632,1.0,0.05437614882788293,1.0,0.0033333336,100,4999.758187423304,500,4999.758,0.0033333334,500.0,4756.8027,0.05437614882788293,5.4391416e-20
,2,0.0025,4999.762807111277,500.0,0.2255947,4999.762807111277,1.0,1.0,400.0,1.0,0.05102242563133404,1.0,0.0024999997,100,4999.762807111277,500,4999.762,0.0025,500.0,4789.357,0.05102242563133404,5.434597e-20
1.1565628e-06,1,0.0019883898,4999.7626995034125,500.0,0.23231499,4999.7626995034125,1.0000008,1.0014166,499.9993994994169,0.99428576,0.05419186782977065,1.0000914,0.002,100,4999.7626995034125,500,4999.7637,0.00200265,499.99958276783474,4811.5713,0.05419186782977065,4.6254233e-12
,2,0.01,4999.785855695391,500.0,0.26356512,4999.785855695391,1.0,1.0,100.0,1.0,0.07015031752379898,1.0,0.009999998,100,4999.785855695391,500,4999.786,0.01,500.0,4578.9756,0.07015031752379898,3.5044917e-18
,2,0.005,4999.777863822493,500.0,0.25235733,4999.777863822493,1.0,1.0,200.00000010221265,1.0,0.06399032680499463,1.0,0.0049999994,100,4999.777863822493,500,4999.778,0.005,500.0,4702.2197,0.06399032680499463,2.179301e-19
,2,0.0033333334,4999.772848243547,500.0,0.24991266,4999.772848243547,1.0,1.0,299.999969473632,1.0,0.06265877521475664,1.0,0.0033333336,100,4999.772848243547,500,4999.773,0.0033333334,500.0,4756.818,0.06265877521475664,5.4391416e-20
,2,0.0025,4999.766342802407,500.0,0.25274906,4999.766342802407,1.0,1.0,400.0,1.0,0.0640400006957862,1.0,0.0024999997,100,4999.766342802407,500,4999.766,0.0025,500.0,4789.361,0.0640400006957862,5.434597e-20
8.939966e-08,1,0.001997136,4999.7634797845085,500.0,0.2570124,4999.7634797845085,1.000002,1.0006014,499.9998840855854,0.9985538,0.06622164603780217,0.9999857,0.002,100,4999.7634797845085,500,4999.7646,0.0020012313,499.9989867230923,4811.5723,0.06622164603780217,3.5760669e-13
,2,0.01,4999.768456793668,500.0,0.2291452,4999.768456793668,1.0,1.0,100.0,1.0,0.05304117138282712,1.0,0.009999998,100,4999.768456793668,500,4999.7686,0.01,500.0,4578.958,0.05304117138282712,3.5044917e-18
,2,0.005,4999.75654304996,500.0,0.23120688,4999.75654304996,1.0,1.0,200.00000010221265,1.0,0.053729356709130566,1.0,0.0049999994,100,4999.75654304996,500,4999.757,0.005,500.0,4702.1987,0.053729356709130566,2.179301e-19
,2,0.0033333334,4999.752460269414,500.0,0.2298022,4999.752460269414,1.0,1.0,299.999969473632,1.0,0.05298808564576046,1.0,0.0033333336,100,4999.752460269414,500,4999.7524,0.0033333334,500.0,4756.7974,0.05298808564576046,5.4391416e-20
,2,0.0025,4999.757109011416,500.0,0.22587685,4999.757109011416,1.0,1.0,400.0,1.0,0.05114962739955397,1.0,0.0024999997,100,4999.757109011416,500,4999.7573,0.0025,500.0,4789.352,0.05114962739955397,5.434597e-20
,1,0.002,4999.756281397538,500.0,0.2238029,4999.756281397538,1.0,1.0,500.00000664260017,1.0,0.05018861106887603,1.0,0.0020000003,100,4999.756281397538,500,4999.757,0.002,500.0,4811.5645,0.05018861106887603,5.431875e-20
,2,0.01,4999.737392350059,500.0,0.25762853,4999.737392350059,1.0,1.0,100.0,1.0,0.06703397949092023,1.0,0.009999998,100,4999.737392350059,500,4999.7373,0.01,500.0,4578.927,0.06703397949092023,3.5044917e-18
,2,0.005,4999.747482768896,500.0,0.24498387,4999.747482768896,1.0,1.0,200.00000010221265,1.0,0.06031359291344782,1.0,0.0049999994,100,4999.747482768896,500,4999.747,0.005,500.0,4702.189,0.06031359291344782,2.179301e-19
,2,0.0033333334,4999.755140093475,500.0,0.24559906,4999.755140093475,1.0,1.0,299.999969473632,1.0,0.06051283834194779,1.0,0.0033333336,100,4999.755140093475,500,4999.756,0.0033333334,500.0,4756.801,0.06051283834194779,5.4391416e-20
,2,0.0025,4999.756110282012,500.0,0.23828499,4999.756110282012,1.0,1.0,400.0,1.0,0.0569174133351824,1.0,0.0024999997,100,4999.756110282012,500,4999.756,0.0025,500.0,4789.3506,0.0569174133351824,5.434597e-20
,1,0.002,4999.757843337509,500.0,0.24485932,4999.757843337509,1.0,1.0,500.00000664260017,1.0,0.06007055348629946,1.0,0.0020000003,100,4999.757843337509,500,4999.7583,0.002,500.0,4811.566,0.06007055348629946,5.431875e-20
,2,0.01,4999.729783290855,500.0,0.23814012,4999.729783290855,1.0,1.0,100.0,1.0,0.05727615004142261,1.0,0.009999998,100,4999.729783290855,500,4999.7295,0.01,500.0,4578.919,0.05727615004142261,3.5044917e-18
,2,0.005,4999.747857657221,500.0,0.23560384,4999.747857657221,1.0,1.0,200.00000010221265,1.0,0.055785555531740964,1.0,0.0049999994,100,4999.747857657221,500,4999.748,0.005,500.0,4702.19,0.055785555531740964,2.179301e-19
,2,0.0033333334,4999.747378819589,500.0,0.23401733,4999.747378819589,1.0,1.0,299.999969473632,1.0,0.05495073341908482,1.0,0.0033333336,100,4999.747378819589,500,4999.7476,0.0033333334,500.0,4756.7925,0.05495073341908482,5.4391416e-20
,2,0.0025,4999.7436886607575,500.0,0.24065797,4999.7436886607575,1.0,1.0,400.0,1.0,0.0580636723799416,1.0,0.0024999997,100,4999.7436886607575,500,4999.744,0.0025,500.0,4789.339,0.0580636723799416,5.434597e-20
,1,0.002,4999.745484885769,500.0,0.24453638,4999.745484885769,1.0,1.0,500.00000664260017,1.0,0.05991743047417863,1.0,0.0020000003,100,4999.745484885769,500,4999.746,0.002,500.0,4811.5537,0.05991743047417863,5.431875e-20
,2,0.01,4999.697857606047,500.0,0.27741152,4999.697857606047,1.0,1.0,100.0,1.0,0.07773753169555425,1.0,0.009999998,100,4999.697857606047,500,4999.6978,0.01,500.0,4578.887,0.07773753169555425,3.5044917e-18
,2,0.005,4999.7428401639845,500.0,0.25980592,4999.7428401639845,1.0,1.0,200.00000010221265,1.0,0.06783685844901109,1.0,0.0049999994,100,4999.7428401639845,500,4999.7427,0.005,500.0,4702.1846,0.06783685844901109,2.179301e-19
,2,0.0033333334,4999.735024653429,500.0,0.26312083,4999.735024653429,1.0,1.0,299.999969473632,1.0,0.069464719788066,1.0,0.0033333336,100,4999.735024653429,500,4999.735,0.0033333334,500.0,4756.78,0.069464719788066,5.4391416e-20
,2,0.0025,4999.74267934168,500.0,0.266897,4999.74267934168,1.0,1.0,400.0,1.0,0.07140952772752536,1.0,0.0024999997,100,4999.74267934168,500,4999.743,0.0025,500.0,4789.338,0.07140952772752536,5.434597e-20
,1,0.002,4999.748344808813,500.0,0.26394835,4999.748344808813,1.0,1.0,500.00000664260017,1.0,0.0698064638014211,1.0,0.0020000003,100,4999.748344808813,500,4999.749,0.002,500.0,4811.5566,0.0698064638014211,5.431875e-20
,2,0.01,4999.771551924229,500.0,0.21470349,4999.771551924229,1.0,1.0,100.0,1.0,0.0465613354038855,1.0,0.009999998,100,4999.771551924229,500,4999.7715,0.01,500.0,4578.961,0.0465613354038855,3.5044917e-18
,2,0.005,4999.762099970842,500.0,0.23474312,4999.762099970842,1.0,1.0,200.00000010221265,1.0,0.05537668779799292,1.0,0.0049999994,100,4999.762099970842,500,4999.7627,0.005,500.0,4702.2046,0.05537668779799292,2.179301e-19
,2,0.0033333334,4999.754660638335,500.0,0.24985296,4999.754660638335,1.0,1.0,299.999969473632,1.0,0.0626318143763212,1.0,0.0033333336,100,4999.754660638335,500,4999.755,0.0033333334,500.0,4756.8,0.0626318143763212,5.4391416e-20
,2,0.0025,4999.750990893413,500.0,0.26235735,4999.750990893413,1.0,1.0,400.0,1.0,0.06899976990302227,1.0,0.0024999997,100,4999.750990893413,500,4999.751,0.0025,500.0,4789.3457,0.06899976990302227,5.434597e-20
,1,0.002,4999.754266030654,500.0,0.25630602,4999.754266030654,1.0,1.0,500.00000664260017,1.0,0.06582269260360155,1.0,0.0020000003,100,4999.754266030654,500,4999.755,0.002,500.0,4811.5625,0.06582269260360155,5.431875e-20
,2,0.01,4999.737825346407,500.0,0.2636163,4999.737825346407,1.0,1.0,100.0,1.0,0.07019824486365475,1.0,0.009999998,100,4999.737825346407,500,4999.7383,0.01,500.0,4578.9277,0.07019824486365475,3.5044917e-18
,2,0.005,4999.736669309961,500.0,0.26357007,4999.736669309961,1.0,1.0,200.00000010221265,1.0,0.06981727577230694,1.0,0.0049999994,100,4999.736669309961,500,4999.737,0.005,500.0,4702.1787,0.06981727577230694,2.179301e-19
,2,0.0033333334,4999.746954931807,500.0,0.26180187,4999.746954931807,1.0,1.0,299.999969473632,1.0,0.06876654457942066,1.0,0.0033333336,100,4999.746954931807,500,4999.747,0.0033333334,500.0,4756.792,0.06876654457942066,5.4391416e-20
,2,0.0025,4999.743179165705,500.0,0.2646142,4999.743179165705,1.0,1.0,400.0,1.0,0.07019317026544969,1.0,0.0024999997,100,4999.743179165705,500,4999.743,0.0025,500.0,4789.338,0.07019317026544969,5.434597e-20
0.023183743,1,0.00061255245,4989.737419403967,499.002,68.51052,4989.737419403967,1.0234528,1.2197375,488.5333743041032,0.30408776,49994.80750128213,0.99285454,0.002,100,4989.737419403967,500,4996.676,0.0024570317,488.5423344713968,4806.2896,49994.80750128213,9.407458e-08
,2,0.01,4999.742705603206,500.0,0.21996357,4999.742705603206,1.0,1.0,100.0,1.0,0.04886797040271476,1.0,0.009999998,100,4999.742705603206,500,4999.7427,0.01,500.0,4578.932,0.04886797040271476,3.5044917e-18
,2,0.005,4981.197081856077,498.15,261.74884,4981.197081856077,1.0,1.0,200.00000010221265,1.0,68856.73180367718,1.0,0.0049999994,100,4981.197081856077,500,4981.197,0.005,500.0,4683.6387,68856.73180367718,2.179301e-19
,2,0.0033333334,4985.096754465345,498.54333333333335,217.33028,4985.096754465345,1.0,1.0,299.999969473632,1.0,47390.40675463427,1.0,0.0033333336,100,4985.096754465345,500,4985.097,0.0033333334,500.0,4742.142,47390.40675463427,5.4391416e-20
,2,0.0025,4988.763750627743,498.9075,188.32065,4988.763750627743,1.0,1.0,400.0,1.0,35553.57059616203,1.0,0.0024999997,100,4988.763750627743,500,4988.7637,0.0025,500.0,4778.3584,35553.57059616203,5.434597e-20
0.021131247,1,0.0003012411,4990.968638569735,499.126,62.715736,4990.968638569735,1.0192311,1.1856489,489.6349643919343,0.15033565,28448.101423902724,0.99810857,0.002,100,4990.968638569735,500,4996.249,0.0023757915,490.5658876739342,4806.256,28448.101423902724,8.4845645e-08
,2,0.01,4999.764617394459,500.0,0.24143673,4999.764617394459,1.0,1.0,100.0,1.0,0.05889366414945812,1.0,0.009999998,100,4999.764617394459,500,4999.7646,0.01,500.0,4578.954,0.05889366414945812,3.5044917e-18
,2,0.005,4999.783656778698,500.0,0.2428985,4999.783656778698,1.0,1.0,200.00000010221265,1.0,0.059303757655625365,1.0,0.0049999994,100,4999.783656778698,500,4999.783,0.005,500.0,4702.225,0.059303757655625365,2.179301e-19
,2,0.0033333334,4999.759145905361,500.0,0.25421092,4999.759145905361,1.0,1.0,299.999969473632,1.0,0.06484574044219074,1.0,0.0033333336,100,4999.759145905361,500,4999.7593,0.0033333334,500.0,4756.804,0.06484574044219074,5.4391416e-20
,2,0.0025,4999.753241052141,500.0,0.2540222,4999.753241052141,1.0,1.0,400.0,1.0,0.06469489551469292,1.0,0.0024999997,100,4999.753241052141,500,4999.753,0.0025,500.0,4789.3477,0.06469489551469292,5.434597e-20
,1,0.002,4999.757309885673,500.0,0.24568687,4999.757309885673,1.0,1.0,500.00000664260017,1.0,0.06048823067482694,1.0,0.0020000003,100,4999.757309885673,500,4999.758,0.002,500.0,4811.5654,0.06048823067482694,5.431875e-20
,2,0.01,4999.74676103458,500.0,0.27046037,4999.74676103458,1.0,1.0,100.0,1.0,0.07389383728331904,1.0,0.009999998,100,4999.74676103458,500,4999.7466,0.01,500.0,4578.936,0.07389383728331904,3.5044917e-18
,2,0.005,4999.742349209814,500.0,0.262902,4999.742349209814,1.0,1.0,200.00000010221265,1.0,0.06946805610273907,1.0,0.0049999994,100,4999.742349209814,500,4999.742,0.005,500.0,4702.184,0.06946805610273907,2.179301e-19
,2,0.0033333334,4999.749315336802,500.0,0.25724986,4999.749315336802,1.0,1.0,299.999969473632,1.0,0.06640425222631108,1.0,0.0033333336,100,4999.749315336802,500,4999.7495,0.0033333334,500.0,4756.7944,0.06640425222631108,5.4391416e-20
,2,0.0025,4999.751837404997,500.0,0.24815689,4999.751837404997,1.0,1.0,400.0,1.0,0.06173932330608118,1.0,0.0024999997,100,4999.751837404997,500,4999.752,0.0025,500.0,4789.3467,0.06173932330608118,5.434597e-20
4.846514e-10,1,0.0019997512,4999.753792397248,500.0,0.24698241,4999.753792397248,1.0,1.0000485,499.9999213433854,0.99987555,0.06112626584618158,1.0,0.002,100,4999.753792397248,500,4999.7544,0.002000097,500.0,4811.562,0.06112626584618158,1.938546e-15
,2,0.01,4999.763811855672,500.0,0.20416865,4999.763811855672,1.0,1.0,100.0,1.0,0.04210468282598824,1.0,0.009999998,100,4999.763811855672,500,4999.764,0.01,500.0,4578.9536,0.04210468282598824,3.5044917e-18
,2,0.005,4999.751030714556,500.0,0.23246598,4999.751030714556,1.0,1.0,200.00000010221265,1.0,0.05431099838422246,1.0,0.0049999994,100,4999.751030714556,500,4999.751,0.005,500.0,4702.193,0.05431099838422246,2.179301e-19
,2,0.0033333334,4999.752023297802,500.0,0.30097046,4999.752023297802,1.0,1.0,299.999969473632,1.0,0.0908835281388588,1.0,0.0033333336,100,4999.752023297802,500,4999.752,0.0033333334,500.0,4756.797,0.0908835281388588,5.4391416e-20
,2,0.0025,4999.75827519832,500.0,0.28632748,4999.75827519832,1.0,1.0,400.0,1.0,0.0821878028404664,1.0,0.0024999997,100,4999.75827519832,500,4999.7583,0.0025,500.0,4789.353,0.0821878028404664,5.434597e-20
2.7441613e-08,1,0.0019979351,4999.757442980595,500.0,0.27997372,4999.757442980595,1.0,1.0002844,499.9998227870965,0.998967,0.07859398898081979,0.9999994,0.0020000003,100,4999.757442980595,500,4999.7583,0.00200057,500.0,4811.566,0.07859398898081979,1.09766735e-13
,2,0.01,4999.7719619397385,500.0,0.20534626,4999.7719619397385,1.0,1.0,100.0,1.0,0.04259435848339099,1.0,0.009999998,100,4999.7719619397385,500,4999.772,0.01,500.0,4578.9614,0.04259435848339099,3.5044917e-18
,2,0.005,4999.769038184279,500.0,0.22857176,4999.769038184279,1.0,1.0,200.00000010221265,1.0,0.05250765262275941,1.0,0.0049999994,100,4999.769038184279,500,4999.769,0.005,500.0,4702.211,0.05250765262275941,2.179301e-19
,2,0.0033333334,4999.7746081033165,500.0,0.2274787,4999.7746081033165,1.0,1.0,299.999969473632,1.0,0.051917216126549155,1.0,0.0033333336,100,4999.7746081033165,500,4999.775,0.0033333334,500.0,4756.82,0.051917216126549155,5.4391416e-20
,2,0.0025,4999.775145779965,500.0,0.23005739,4999.775145779965,1.0,1.0,400.0,1.0,0.05305865670771203,1.0,0.0024999997,100,4999.775145779965,500,4999.7754,0.0025,500.0,4789.37,0.05305865670771203,5.434597e-20
,1,0.002,4999.772027798208,500.0,0.23055223,4999.772027798208,1.0,1.0,500.00000664260017,1.0,0.053261962280516696,1.0,0.0020000003,100,4999.772027798208,500,4999.773,0.002,500.0,4811.5806,0.053261962280516696,5.431875e-20
,2,0.01,4999.7635432400875,500.0,0.22898753,4999.7635432400875,1.0,1.0,100.0,1.0,0.05296217849807212,1.0,0.009999998,100,4999.7635432400875,500,4999.763,0.01,500.0,4578.9526,0.05296217849807212,3.5044917e-18
,2,0.005,4999.77200129679,500.0,0.2186018,4999.77200129679,1.0,1.0,200.00000010221265,1.0,0.048021455344477756,1.0,0.0049999994,100,4999.77200129679,500,4999.772,0.005,500.0,4702.214,0.048021455344477756,2.179301e-19
,2,0.0033333334,4999.764539201842,500.0,0.223333,4999.764539201842,1.0,1.0,299.999969473632,1.0,0.050040156611827084,1.0,0.0033333336,100,4999.764539201842,500,4999.7646,0.0033333334,500.0,4756.8096,0.050040156611827084,5.4391416e-20
