AvgRet,AvgEpLen,BatchSize,VarJ,J,NatGradInftyNorm,NatGrad2Norm,StepSize
100.22786715898663,11.03,100,6.530151236580349,100.22786715898663,7.106963772917454,10.335190357279325,0.09675680518991851
165.5029764619656,17.56,100,160.36467138864214,165.5029764619656,123.89571940263544,158.68439052114493,0.006301817064147519
282.5606753273122,29.27,100,424.4358644703214,282.5606753273122,607.4483914298239,630.8795021160903,0.0015850887477653166
301.36410043299196,31.15,100,485.9500731226016,301.36410043299196,2456.2119545240307,2459.429164330805,0.00040659841499118496
397.5315384168364,40.75,100,1246.3423304881405,397.5315384168364,22506.765135875332,22508.388041220926,4.4427881648772075e-05
341.5399978044815,35.17,100,550.9558260282452,341.5399978044815,435.6776303120659,468.7344711386556,0.0021334040092481094
446.526117315311,45.65,100,1428.896382780341,446.526117315311,22615.23146967262,22617.095048661387,4.4214343082012466e-05
428.82308011779213,43.9,100,840.5253513085014,428.82308011779213,1032.5403082991945,1048.5019885112092,0.0009537416342146587
446.31295282403005,45.65,100,808.170624185372,446.31295282403005,4185.240823222619,4192.922883370535,0.00023849711235235914
488.31481201296674,49.82,100,1874.6089592702178,488.31481201296674,3304.7455802649806,3328.8423230173325,0.00030040473623081643
494.70821468980984,50.48,100,1318.819321098506,494.70821468980984,4180.072197476745,4188.729470743454,0.00023873587611341032
536.1783459957223,54.64,100,1385.6805825643212,536.1783459957223,3713.389043544628,3722.5062033018153,0.0002686362212406826
497.6821634017186,50.78,100,1485.6899282200122,497.6821634017186,952.4814463581472,998.0635802760288,0.0010019401767204406
562.4716772326082,57.26,100,1317.1525950185437,562.4716772326082,5000.566519095537,5007.472757442512,0.00019970153577245504
589.8808094036183,59.99,100,2200.55818071548,589.8808094036183,19932.840998020944,19937.032247797917,5.015791656305576e-05
648.1479311474852,65.83,100,2048.5605485187175,648.1479311474852,304316.96736826305,304317.298747729,3.286043889437168e-06
696.6555700056628,70.63,100,2912.6775479244684,696.6555700056628,637483.0089582582,637483.1661122974,1.5686688734049529e-06
602.4621178322262,61.26,100,1628.5477744958857,602.4621178322262,39674.81922002441,39675.89582849654,2.5204219819575365e-05
624.2596044914425,63.42,100,2084.2119801587787,624.2596044914425,40613.27979429756,40614.9233104285,2.462149176933777e-05
581.7761813203059,59.17,100,1895.8256736785377,581.7761813203059,2414.355181847438,2437.635986714807,0.0004102335235654673
626.8676901016943,63.68,100,2216.5594086346764,626.8676901016943,56149.01750948393,56150.41925289076,1.7809306026660124e-05
691.3278493193909,70.13,100,1949.0183687022495,691.3278493193909,85346.46343086491,85347.36550314091,1.1716823291554306e-05
580.1673215246428,59.03,100,1524.4970996527168,580.1673215246428,679276.4578894373,679276.5474805736,1.4721544615502842e-06
652.1496112480946,66.2,100,1955.4858752185107,652.1496112480946,10718633.420286113,10718633.425029742,9.329547530423406e-08
656.8615822874016,66.7,100,1722.3286417221627,656.8615822874016,479.0268595015155,589.8617780953589,0.001695312422562726
741.0172173278872,75.08,100,2475.7877595899354,741.0172173278872,50542.12571426911,50543.67678355341,1.978486852633154e-05
722.0153632426587,73.23,100,1816.3818948377134,722.0153632426587,1754817.6860770439,1754817.7207139889,5.698597570539273e-07
723.2408879781328,73.32,100,2490.71261126414,723.2408879781328,9664225.022442522,9664225.032120952,1.0347441172740736e-07
742.2256103435345,75.22,100,2132.6231821882234,742.2256103435345,30554220.35158343,30554220.35381652,3.272870289014232e-08
673.2289840350114,68.32,100,1999.5369982284187,673.2289840350114,99639667.52495003,99639667.52552678,1.0036163556485263e-08
758.4219553894736,76.82,100,2205.667064063789,758.4219553894736,17964602904.56029,17964602904.56029,5.5665021114725074e-11
750.3147040794883,76.0,100,2083.4351100773797,750.3147040794883,1132880237.378549,1132880237.378602,8.827058386276764e-10
752.5159769736696,76.24,100,2295.1341675344156,752.5159769736696,29959276.158868447,29959276.161431674,3.337864354971828e-08
767.0421195142297,77.67,100,2844.0300301057223,767.0421195142297,3414116.0849150354,3414116.1216721423,2.9290157814264e-07
725.330185092985,73.54,100,1891.9977486075777,725.330185092985,16437247.903013695,16437247.90569231,6.083743493664135e-08
707.8318918042444,71.77,100,1990.2152566033774,707.8318918042444,14708738.909442695,14708738.913000125,6.798679383153393e-08
758.0289355868038,76.79,100,2447.038922833225,758.0289355868038,915818.8072898024,915818.877757155,1.0919189637682563e-06
765.6172408919717,77.53,100,2447.3205148675024,765.6172408919717,46265.23796351396,46266.576980187456,2.1613874750842834e-05
720.6466543319635,73.07,100,2055.07268773662,720.6466543319635,3826980.5087003256,3826980.533340378,2.613026095346115e-07
726.7240833535698,73.69,100,2136.888237356192,726.7240833535698,42860.288696547126,42861.32528593949,2.333105645541125e-05
733.2321753111459,74.3,100,2631.563513878006,733.2321753111459,21939.74620721376,21945.482397367232,4.556746495214744e-05
704.1075245141843,71.43,100,1787.9876897333882,704.1075245141843,4528.276797234814,4539.148158060467,0.0002203056532147411
851.2893023696705,86.11,100,2794.3032226957434,851.2893023696705,59977.64090199263,59978.88326200835,1.667253449237554e-05
663.227875806177,67.32,100,1895.6438714681674,663.227875806177,4889.756871543566,4900.840981511555,0.00020404661236153238
826.9249005399085,83.64,100,2799.8280203186255,826.9249005399085,39407.813900930116,39409.919584597155,2.5374322265575917e-05
785.430438412535,79.48,100,3022.2615932881095,785.430438412535,318282.2160171379,318282.5159871693,3.1418628098324835e-06
773.7252312257106,78.33,100,2720.534429999992,773.7252312257106,18202.467727099505,18208.18748052155,5.492034839106107e-05
799.3218073457573,80.91,100,2426.116239677367,799.3218073457573,6309.863672476835,6322.393495554048,0.00015816794710788045
773.0705114238336,78.31,100,2572.420179028915,773.0705114238336,1033.967578639139,1103.6173618859316,0.0009061111527741249
836.78806736712,84.62,100,2779.797212636537,836.78806736712,1392.00130352249,1442.094102933483,0.0006934360233259516
1039.7593609607593,104.92,100,2588.942464997724,1039.7593609607593,37443.58206915781,37445.7706404572,2.6705285614273856e-05
1024.6038903338742,103.35,100,2826.752066452435,1024.6038903338742,97363.0336048146,97363.9310633433,1.0270743889227491e-05
1023.2703603122,103.26,100,2828.2975992930146,1023.2703603122,238700.39810911185,238700.73677871632,4.189346097104987e-06
1013.5939466733997,102.25,100,3053.1619576198264,1013.5939466733997,369303.5449014363,369303.7708848599,2.707797966979807e-06
1022.6814416795231,103.2,100,3272.94407954246,1022.6814416795231,4203617.579635683,4203617.601747201,2.3789033512095815e-07
1170.8898374204985,117.91,100,3267.0698034602497,1170.8898374204985,17407679.66435214,17407679.668347575,5.7445910026613274e-08
908.112034571208,91.74,100,2778.570808278904,908.112034571208,14417734.890037328,14417734.89714976,6.935902256031145e-08
1110.3800337269342,111.93,100,3092.624649789222,1110.3800337269342,162340067.98270786,162340067.98310876,6.15990871769284e-09
1041.6109763970155,105.07,100,3262.588847403512,1041.6109763970155,286125276.9998918,286125277.0003436,3.494972588523869e-09
989.5762191607058,99.86,100,3352.7918655152735,989.5762191607058,1358155559.1605694,1358155559.1606352,7.362926825687171e-10
997.6799498206223,100.7,100,2876.129122597571,997.6799498206223,64251983.5914225,64251983.59241814,1.5563721835320923e-08
1138.8685149349458,114.76,100,3143.587258345749,1138.8685149349458,581557.6335695,581557.7829153549,1.7195195892435487e-06
1044.0853912337968,105.33,100,2961.63978415637,1044.0853912337968,47631622.36756982,47631622.36924545,2.0994455999165695e-08
1085.3795808165312,109.41,100,3310.3321484871717,1085.3795808165312,711690403.7947693,711690403.7949145,1.405105358548809e-09
1006.0035600890773,101.5,100,3077.038374098593,1006.0035600890773,111685156.15272634,111685156.15358901,8.953741342536189e-09
978.0871436572261,98.75,100,2950.6608051418852,978.0871436572261,19552736.931567125,19552736.936187096,5.114373518467672e-08
1040.696453575509,104.99,100,3087.35191649122,1040.696453575509,73445.1004659187,73446.69919350286,1.3615315745713737e-05
1014.3749519188865,102.4,100,2621.4997247477986,1014.3749519188865,8385780.584153547,8385780.59296149,1.1924948296874577e-07
974.2026911559445,98.33,100,3076.9308665240674,974.2026911559445,73369247.19821408,73369247.19906527,1.362968870713369e-08
1056.8742038929433,106.59,100,2843.7734611291507,1056.8742038929433,455212616.030875,455212616.0310335,2.1967756709357686e-09
914.1924189853203,92.36,100,2508.847157061565,914.1924189853203,81691739.29044312,81691739.29114123,1.2241139785702193e-08
