AvgRet,AvgEpLen,BatchSize,VarJ,J,NatGradInftyNorm,NatGrad2Norm,StepSize
962.0072838452365,97.11,100,3405.3081031575634,962.0072838452365,338742426.2928331,338742426.2931106,2.952095522675124e-09
1148.5598694235337,115.75,100,2984.2686752648788,1148.5598694235337,1836306859.7888734,1836306859.7889233,5.445712924663072e-10
1034.4786892238199,104.39,100,2564.492594505695,1034.4786892238199,9433035072.558968,9433035072.558975,1.0601041894872569e-10
957.9972289700061,96.75,100,2987.3036004127916,957.9972289700061,129755197136.53319,129755197136.53319,7.70682039770448e-12
950.2874531121576,95.97,100,3041.8460628980138,950.2874531121576,361254735.17101943,361254735.1714054,2.7681298060370825e-09
961.0209419352174,97.02,100,3280.3391341566626,961.0209419352174,12983240404.488897,12983240404.488909,7.702237414122391e-11
1007.5862285850849,101.68,100,2896.244772268511,1007.5862285850849,237004118.52862865,237004118.52901533,4.219335960094611e-09
1089.7873239431412,109.85,100,3207.0693510330693,1089.7873239431412,5368573394.899275,5368573394.899292,1.8626922395251315e-10
1067.395021631131,107.63,100,3079.3795835036913,1067.395021631131,182272719.5508858,182272719.55141246,5.486284521683107e-09
1012.178463353198,102.14,100,2907.2722794125607,1012.178463353198,1691585119.8854783,1691585119.8855274,5.911615018626268e-10
1046.176586430309,105.52,100,3034.624040517464,1046.176586430309,1375668145.460221,1375668145.4602964,7.269194996627632e-10
1058.5827660898678,106.72,100,3505.606335026858,1058.5827660898678,127853036.38521917,127853036.38629878,7.82148025783738e-09
949.8762570470758,95.93,100,2662.192639108375,949.8762570470758,4837557.952029741,4837557.965463368,2.0671586927521486e-07
930.5031540244631,93.98,100,3170.6948154413544,930.5031540244631,426360.2339997574,426360.3897667745,2.3454336378363264e-06
1071.5011682239526,108.01,100,3274.7442447902863,1071.5011682239526,259628.77088886764,259629.1411919311,3.851647759604725e-06
979.7064349995275,98.86,100,3369.0930576991436,979.7064349995275,1484629.2588927941,1484629.3158047802,6.735688089642263e-07
1037.255447558056,104.68,100,2961.745743455598,1037.255447558056,9714763.47605279,9714763.485708173,1.0293611383037221e-07
1049.7774559018692,105.88,100,3122.7368906310717,1049.7774559018692,86609293.58022831,86609293.58145054,1.154610502693413e-08
972.5244834597095,98.14,100,3625.510678292022,972.5244834597095,13765806.694743939,13765806.70250978,7.264376302898981e-08
1096.48920211724,110.54,100,2895.543716387622,1096.48920211724,81311799.72551149,81311799.72621769,1.2298338044011662e-08
1104.4677059067262,111.35,100,2781.541171395833,1104.4677059067262,4491777.750792454,4491777.765725023,2.2262900173526034e-07
1094.674524611867,110.39,100,2909.3891926165497,1094.674524611867,12498416.255673246,12498416.259578815,8.001013722307398e-08
1016.1580295506492,102.55,100,3094.4091363369894,1016.1580295506492,3914609.3457415826,3914609.3728726706,2.5545333001289135e-07
1021.8991742879246,103.07,100,3290.42193572871,1021.8991742879246,4938793501.290453,4938793501.29048,2.024786012492131e-10
1061.5664079663275,107.08,100,2896.973311422095,1061.5664079663275,51054480.428104505,51054480.42951671,1.9586919533547118e-08
984.3724599562562,99.39,100,2754.7916226376565,984.3724599562562,4272290513.9183903,4272290513.9184055,2.340664795013747e-10
1001.092211462967,101.02,100,2934.3947173140423,1001.092211462967,31768666659.95443,31768666659.954433,3.147755650886465e-11
1027.5843808822817,103.67,100,2783.6042469806357,1027.5843808822817,3035143802.029588,3035143802.029611,3.294736807301508e-10
1032.6784711575694,104.17,100,3127.3964823990987,1032.6784711575694,975581060.8107044,975581060.8108362,1.0250301488723741e-09
