VarVanillaIw,VarRet,VanillaAvgRet,eRenyi2,MaxNormIw,AvgNormIw,VarDiscRet,IterType,VarNormIw,BatchSize,Bound,J,MinVanillaIw,AvgDiscRet,MaxVanillaIw,VarJ,MinNormIw,EpsThisIter,ESSRenyi,ESSClassic,AvgEpLen,AvgVanillaIw,AvgRet
,1314.7277630233882,-4.041560819125693,1.0,0.01,0.009999998,1314.7277630233882,2,3.5044917e-18,400,-15.116047,-4.04156,1.0,-4.041560819125693,1.0,36.077423,0.01,100,400.0,100.0,50.54,1.0,-4.041560819125693
,943.7702287721427,-3.395153078175059,1.0,0.005,0.0049999994,943.7702287721427,2,2.179301e-19,400,-12.383251,-3.7183566,1.0,-3.395153078175059,1.0,33.437416,0.005,100,400.0,200.00000010221265,43.08,1.0,-3.395153078175059
,1247.5926051196975,0.14946642529251125,1.0,0.0033333334,0.0033333336,1247.5926051196975,2,5.4391416e-20,400,-9.503939,-2.4290824,1.0,0.14946642529251125,1.0,34.0647,0.0033333334,100,400.0,299.999969473632,46.46,1.0,0.14946642529251125
1.0948579,1527.9683021687506,-6.032226574512282,1.1674924,0.020014288,0.0025,1090.286458890934,,3.7470395e-06,500,-9.97888,-1.9202862,1.9419058e-07,1.3061866412263101,10.818695,38.13472,3.5924722e-10,100,428.26831628212443,250.30859054640393,59.09,1.3513714,-6.032226574512282
32716386000.0,1129.1824162379442,1.4602758442959174,1.1468905,0.99987894,0.0019999999,1129.1824162379442,1,0.0019995146,500,190.60164,198.60811,0.23614521,1.4602758442959174,4044527.8,0.5273472,5.8379282e-08,100,435.9614024383589,1.0002421937403203,43.68,8090.035,1.4602758442959174
,739.8810500454274,-0.3192110777975203,1.0,0.01,0.009999998,739.8810500454274,2,3.5044917e-18,500,-7.9628105,-0.3192112,1.0,-0.3192110777975203,1.0,27.06441,0.01,100,500.0,100.0,48.14,1.0,-0.3192110777975203
,1554.9392583389567,-0.5902658623660453,1.0,0.005,0.0049999994,1554.9392583389567,2,2.179301e-19,500,-12.559335,-0.45473826,1.0,-0.5902658623660453,1.0,33.703922,0.005,100,500.0,200.00000010221265,45.71,1.0,-0.5902658623660453
,1172.427733746846,5.696206467353001,1.0,0.0033333334,0.0033333336,1172.427733746846,2,5.4391416e-20,500,-8.287785,1.5955768,1.0,5.696206467353001,1.0,33.950134,0.0033333334,100,500.0,299.999969473632,43.64,1.0,5.696206467353001
,1045.3265090031207,0.8129981952746589,1.0,0.0025,0.0024999997,1045.3265090031207,2,5.434597e-20,500,-7.15931,1.3999325,1.0,0.8129981952746589,1.0,33.51555,0.0025,100,500.0,400.0,54.23,1.0,0.8129981952746589
52474163000.0,1176.0359394141542,4.044120737515987,1.198974,0.9998988,0.002,1176.0359394141542,1,0.0019995945,500,175.0665,183.44922,0.043116197,4.044120737515987,5122215.5,0.37609777,8.416638e-09,100,417.0232168851737,1.0002024617053968,53.6,10245.468,4.044120737515987
,1449.2624721248235,9.605569817806707,1.0,0.01,0.009999998,1449.2624721248235,2,3.5044917e-18,500,-3.5300837,9.60557,1.0,9.605569817806707,1.0,37.878353,0.01,100,500.0,100.0,56.51,1.0,9.605569817806707
,1346.5908527897598,3.7552449304748916,1.0,0.005,0.0049999994,1346.5908527897598,2,2.179301e-19,500,-4.814949,6.6804075,1.0,3.7552449304748916,1.0,37.31627,0.005,100,500.0,200.00000010221265,52.08,1.0,3.7552449304748916
,1329.7547680348766,-1.589803277292765,1.0,0.0033333334,0.0033333336,1329.7547680348766,2,5.4391416e-20,500,-6.6862707,3.9236708,1.0,-1.589803277292765,1.0,37.180023,0.0033333334,100,500.0,299.999969473632,59.65,1.0,-1.589803277292765
,1360.0230341715032,1.868599378689022,1.0,0.0025,0.0024999997,1360.0230341715032,2,5.434597e-20,500,-5.778577,3.4099026,1.0,1.868599378689022,1.0,37.069706,0.0025,100,500.0,400.0,50.51,1.0,1.868599378689022
78636860000.0,794.9451212124088,1.3237518995441542,1.1553191,0.9999213,0.0019999999,794.9451212124088,1,0.0019996846,500,184.3136,193.14723,0.09072617,1.3237518995441542,6270443.5,0.32141465,1.4467721e-08,100,432.78086747804963,1.0001574113281966,45.73,12541.874,1.3237518995441542
,1854.4162836095109,-5.777140689066332,1.0,0.01,0.009999998,1854.4162836095109,2,3.5044917e-18,500,-29.469404,-5.77714,1.0,-5.777140689066332,1.0,42.847076,0.01,100,500.0,100.0,47.71,1.0,-5.777140689066332
,1413.9929434641422,-3.9696407813206402,1.0,0.005,0.0049999994,1413.9929434641422,2,2.179301e-19,500,-21.62635,-4.87339,1.0,-3.9696407813206402,1.0,40.23281,0.005,100,500.0,200.00000010221265,50.21,1.0,-3.9696407813206402
,868.1786706887721,-3.8202300008613475,1.0,0.0033333334,0.0033333336,868.1786706887721,2,5.4391416e-20,500,-18.20107,-4.5223374,1.0,-3.8202300008613475,1.0,36.95761,0.0033333334,100,500.0,299.999969473632,51.53,1.0,-3.8202300008613475
,753.8593953399695,-0.4964266712105943,1.0,0.0025,0.0024999997,753.8593953399695,2,5.434597e-20,500,-15.361992,-3.5158596,1.0,-0.4964266712105943,1.0,34.84276,0.0025,100,500.0,400.0,50.85,1.0,-0.4964266712105943
4292943400.0,874.8776995745754,-0.96644931555792,1.1031382,0.9996725,0.0020000003,874.8776995745754,1,0.0019986874,500,138.4167,149.5452,0.3257683,-0.96644931555792,1465085.1,1.0937202,2.2228168e-07,100,453.25236330093367,1.0006553593672496,47.03,2931.1304,-0.96644931555792
,1956.5946145749967,3.1719805017253657,1.0,0.01,0.009999998,1956.5946145749967,2,3.5044917e-18,500,-21.635159,3.1719809,1.0,3.1719805017253657,1.0,44.011692,0.01,100,500.0,100.0,46.95,1.0,3.1719805017253657
,994.178074136101,2.0840538873951973,1.0,0.005,0.0049999994,994.178074136101,2,2.179301e-19,500,-14.913279,2.6280174,1.0,2.0840538873951973,1.0,38.22209,0.005,100,500.0,200.00000010221265,45.82,1.0,2.0840538873951973
,1224.4108406387513,-1.0645144320042348,1.0,0.0033333334,0.0033333336,1224.4108406387513,2,5.4391416e-20,500,-12.925234,1.3971734,1.0,-1.0645144320042348,1.0,37.16232,0.0033333334,100,500.0,299.999969473632,43.91,1.0,-1.0645144320042348
,556.2281560944458,-0.04221491374929265,1.0,0.0025,0.0024999997,556.2281560944458,2,5.434597e-20,500,-11.366243,1.0373263,1.0,-0.04221491374929265,1.0,34.26125,0.0025,100,500.0,400.0,42.36,1.0,-0.04221491374929265
1746901200.0,1143.1768283659574,0.8948350398820064,1.1083109,0.9994719,0.0020000003,1143.1768283659574,1,0.001997884,500,282.92224,294.60168,0.2450417,0.8948350398820064,934586.94,3.4118733,2.6205404e-07,100,451.13693541250007,1.0010570294518446,43.92,1870.1615,0.8948350398820064
,1220.68112402315,2.3847835224414906,1.0,0.01,0.009999998,1220.68112402315,2,3.5044917e-18,500,-8.986794,2.3847835,1.0,2.3847835224414906,1.0,34.763115,0.01,100,500.0,100.0,47.2,1.0,2.3847835224414906
,1462.581454775051,3.9610258753237417,1.0,0.005,0.0049999994,1462.581454775051,2,2.179301e-19,500,-8.9085865,3.1729045,1.0,3.9610258753237417,1.0,36.453205,0.005,100,500.0,200.00000010221265,48.08,1.0,3.9610258753237417
,1321.8787370349414,2.2527013546118044,1.0,0.0033333334,0.0033333336,1321.8787370349414,2,5.4391416e-20,500,-6.9983244,2.8661706,1.0,2.2527013546118044,1.0,36.36343,0.0033333334,100,500.0,299.999969473632,47.65,1.0,2.2527013546118044
,888.7621128491994,3.105107857918463,1.0,0.0025,0.0024999997,888.7621128491994,2,5.434597e-20,500,-5.616999,2.9259048,1.0,3.105107857918463,1.0,34.809532,0.0025,100,500.0,400.0,50.98,1.0,3.105107857918463
25154863000.0,673.0681293292636,0.5633073393953566,1.1674036,0.9998627,0.0020000003,673.0681293292636,1,0.0019994495,500,160.54153,168.79736,0.069021486,0.5633073393953566,3546468.5,0.48056322,1.945936e-08,100,428.3008970486856,1.0002746582620698,43.58,7093.911,0.5633073393953566
,1222.4662326190428,0.9557851928491183,1.0,0.01,0.009999998,1222.4662326190428,2,3.5044917e-18,500,-8.838785,0.9557853,1.0,0.9557851928491183,1.0,34.788525,0.01,100,500.0,100.0,56.18,1.0,0.9557851928491183
,2031.182966986314,-1.7619636473306508,1.0,0.005,0.0049999994,2031.182966986314,2,2.179301e-19,500,-11.301315,-0.40308905,1.0,-1.7619636473306508,1.0,40.154736,0.005,100,500.0,200.00000010221265,62.31,1.0,-1.7619636473306508
,742.9404004331968,6.0331242952812865,1.0,0.0033333334,0.0033333336,742.9404004331968,2,5.4391416e-20,500,-7.1560497,1.7423154,1.0,6.0331242952812865,1.0,36.459717,0.0033333334,100,500.0,299.999969473632,45.35,1.0,6.0331242952812865
,760.3359786492476,1.0805296996020117,1.0,0.0025,0.0024999997,760.3359786492476,2,5.434597e-20,500,-6.129341,1.5768688,1.0,1.0805296996020117,1.0,34.42744,0.0025,100,500.0,400.0,47.32,1.0,1.0805296996020117
1068935700000.0,777.5436296705649,-3.5048472415814897,1.2067043,0.9999783,0.002,777.5436296705649,1,0.001999913,500,175.55249,183.12407,0.06683337,-3.5048472415814897,23118558.0,0.082672186,2.8908342e-09,100,414.3517322529488,1.0000434287856754,49.2,46238.12,-3.5048472415814897
,2847.8001074842596,0.725923854254305,1.0,0.01,0.009999998,2847.8001074842596,2,3.5044917e-18,500,-17.020693,0.725924,1.0,0.725923854254305,1.0,53.09729,0.01,100,500.0,100.0,55.12,1.0,0.725923854254305
,2097.2258811504876,3.48249535183229,1.0,0.005,0.0049999994,2097.2258811504876,2,2.179301e-19,500,-11.09729,2.1042094,1.0,3.48249535183229,1.0,49.494316,0.005,100,500.0,200.00000010221265,51.11,1.0,3.48249535183229
,1167.6486401569696,2.4373496658334592,1.0,0.0033333334,0.0033333336,1167.6486401569696,2,5.4391416e-20,500,-8.563723,2.2152562,1.0,2.4373496658334592,1.0,44.92743,0.0033333334,100,500.0,299.999969473632,55.65,1.0,2.4373496658334592
,855.8732277923696,4.064256939081216,1.0,0.0025,0.0024999997,855.8732277923696,2,5.434597e-20,500,-6.657364,2.6775062,1.0,4.064256939081216,1.0,41.54907,0.0025,100,500.0,400.0,47.69,1.0,4.064256939081216
522581640000.0,1656.23914585497,0.6927977851309436,1.2513659,0.999966,0.002,1656.23914585497,1,0.0019998637,500,212.48387,221.82384,0.012709924,0.6927977851309436,16164494.0,0.15304372,7.8625984e-10,100,399.56338908080215,1.0000679278080629,57.71,32330.086,0.6927977851309436
,876.9231101446786,2.645649229025459,1.0,0.01,0.009999998,876.9231101446786,2,3.5044917e-18,500,-5.6965737,2.6456494,1.0,2.645649229025459,1.0,29.46445,0.01,100,500.0,100.0,50.06,1.0,2.645649229025459
,983.7592034052227,-3.5460853597540343,1.0,0.005,0.0049999994,983.7592034052227,2,2.179301e-19,500,-10.4076605,-0.45021784,1.0,-3.5460853597540343,1.0,30.506102,0.005,100,500.0,200.00000010221265,47.3,1.0,-3.5460853597540343
,998.4674374339586,-0.1859794343398981,1.0,0.0033333334,0.0033333336,998.4674374339586,2,5.4391416e-20,500,-8.492356,-0.36213884,1.0,-0.1859794343398981,1.0,30.820847,0.0033333334,100,500.0,299.999969473632,47.41,1.0,-0.1859794343398981
,964.4241597414515,-1.7542913277556362,1.0,0.0025,0.0024999997,964.4241597414515,2,5.434597e-20,500,-7.751152,-0.71017694,1.0,-1.7542913277556362,1.0,30.846422,0.0025,100,500.0,400.0,51.25,1.0,-1.7542913277556362
1959130100.0,933.2734078628314,4.721810742267707,1.105831,0.9995022,0.0020000003,933.2734078628314,1,0.0019980052,500,131.50241,138.12491,0.115881,4.721810742267707,989730.7,1.5127956,1.1702508e-07,100,452.1486445740759,1.0009963523623524,43.39,1980.4473,4.721810742267707
,1333.1250424937837,5.31544226738394,1.0,0.01,0.009999998,1333.1250424937837,2,3.5044917e-18,500,-5.84242,5.3154416,1.0,5.31544226738394,1.0,36.328964,0.01,100,500.0,100.0,49.37,1.0,5.31544226738394
,1109.212661032625,4.361173843894873,1.0,0.005,0.0049999994,1109.212661032625,2,2.179301e-19,500,-4.328562,4.8383083,1.0,4.361173843894873,1.0,34.773335,0.005,100,500.0,200.00000010221265,47.33,1.0,4.361173843894873
,1060.830407122865,-1.5444458968275327,1.0,0.0033333334,0.0033333336,1060.830407122865,2,5.4391416e-20,500,-6.3030334,2.7107244,1.0,-1.5444458968275327,1.0,34.13577,0.0033333334,100,500.0,299.999969473632,54.14,1.0,-1.5444458968275327
,1293.863378192271,7.24454403178565,1.0,0.0025,0.0024999997,1293.863378192271,2,5.434597e-20,500,-3.9619644,3.844179,1.0,7.24454403178565,1.0,34.61247,0.0025,100,500.0,400.0,48.47,1.0,7.24454403178565
389736580.0,2377.510190345324,-2.433681344197787,1.114936,0.9988952,0.002,2377.510190345324,1,0.0019955747,500,151.90962,164.03865,0.13614464,-2.433681344197787,441439.8,3.8145926,3.080697e-07,100,448.45623661291035,1.002213161176542,57.96,883.8561,-2.433681344197787
,948.137793415219,-0.7126421534927303,1.0,0.01,0.009999998,948.137793415219,2,3.5044917e-18,500,-15.30213,-0.7126419,1.0,-0.7126421534927303,1.0,30.6375,0.01,100,500.0,100.0,45.87,1.0,-0.7126421534927303
,1846.2169676619085,1.367046332626119,1.0,0.005,0.0049999994,1846.2169676619085,2,2.179301e-19,500,-10.678345,0.32720184,1.0,1.367046332626119,1.0,37.206005,0.005,100,500.0,200.00000010221265,56.64,1.0,1.367046332626119
,888.1391399251444,3.164977658562116,1.0,0.0033333334,0.0033333336,888.1391399251444,2,5.4391416e-20,500,-7.712863,1.2731276,1.0,3.164977658562116,1.0,34.896038,0.0033333334,100,500.0,299.999969473632,41.24,1.0,3.164977658562116
,1537.2561839042482,1.7033419623857913,1.0,0.0025,0.0024999997,1537.2561839042482,2,5.434597e-20,500,-6.401416,1.3806808,1.0,1.7033419623857913,1.0,35.96951,0.0025,100,500.0,400.0,54.01,1.0,1.7033419623857913
45039694000.0,906.7209524588145,-0.6455584424393095,1.2039207,0.99988604,0.0020000003,906.7209524588145,1,0.0019995433,500,165.69444,173.33176,0.042317733,-0.6455584424393095,4745509.0,0.404437,8.916411e-09,100,415.30973830748695,1.0002280180430307,46.42,9492.1,-0.6455584424393095
,1726.5622588473937,1.060130978496494,1.0,0.01,0.009999998,1726.5622588473937,2,3.5044917e-18,500,-20.725063,1.060131,1.0,1.060130978496494,1.0,41.34364,0.01,100,500.0,100.0,49.84,1.0,1.060130978496494
,828.0291446117175,6.724957341205941,1.0,0.005,0.0049999994,828.0291446117175,2,2.179301e-19,500,-11.511915,3.8925443,1.0,6.724957341205941,1.0,35.672752,0.005,100,500.0,200.00000010221265,47.22,1.0,6.724957341205941
,2262.887535414388,2.251575823024885,1.0,0.0033333334,0.0033333336,2262.887535414388,2,5.4391416e-20,500,-11.470254,3.3455546,1.0,2.251575823024885,1.0,39.9464,0.0033333334,100,500.0,299.999969473632,50.89,1.0,2.251575823024885
,1265.4267825623951,2.312286559274454,1.0,0.0025,0.0024999997,1265.4267825623951,2,5.434597e-20,500,-9.743629,3.0872378,1.0,2.312286559274454,1.0,38.861027,0.0025,100,500.0,400.0,48.79,1.0,2.312286559274454
36635877000.0,773.172605933439,-0.7005655052687975,1.1792928,0.99988365,0.002,773.172605933439,1,0.0019995335,500,156.65176,169.11446,0.02868561,-0.7005655052687975,4279947.0,0.40884882,6.7015486e-09,100,423.98291656663423,1.000232726700956,41.83,8560.89,-0.7005655052687975
,880.7441165988657,2.6814612686434147,1.0,0.01,0.009999998,880.7441165988657,2,3.5044917e-18,500,-9.113924,2.6814613,1.0,2.6814612686434147,1.0,29.528574,0.01,100,500.0,100.0,42.59,1.0,2.6814612686434147
,1468.075716490427,-1.8317006916846035,1.0,0.005,0.0049999994,1468.075716490427,2,2.179301e-19,500,-9.208956,0.42488045,1.0,-1.8317006916846035,1.0,34.172474,0.005,100,500.0,200.00000010221265,48.15,1.0,-1.8317006916846035
,1416.8924977958156,1.7761420941876103,1.0,0.0033333334,0.0033333336,1416.8924977958156,2,5.4391416e-20,500,-10.061146,0.8753009,1.0,1.7761420941876103,1.0,35.305603,0.0033333334,100,500.0,299.999969473632,48.95,1.0,1.7761420941876103
,984.1395370072664,0.5309198567100141,1.0,0.0025,0.0024999997,984.1395370072664,2,5.434597e-20,500,-8.682035,0.78920573,1.0,0.5309198567100141,1.0,34.32872,0.0025,100,500.0,400.0,41.84,1.0,0.5309198567100141
165281480000.0,1743.9246859013667,3.026545663136513,1.1878327,0.99994415,0.0019999999,1743.9246859013667,1,0.001999776,500,215.82689,225.0596,0.11207746,3.026545663136513,9090698.0,0.26302037,1.2328118e-08,100,420.9346943170809,1.0001117657178469,55.16,18182.412,3.026545663136513
,1070.6700648758977,5.3196190463062045,1.0,0.01,0.009999998,1070.6700648758977,2,3.5044917e-18,500,-4.1915317,5.3196187,1.0,5.3196190463062045,1.0,32.55708,0.01,100,500.0,100.0,57.35,1.0,5.3196190463062045
,906.91928543812,3.8109962259770267,1.0,0.005,0.0049999994,906.91928543812,2,2.179301e-19,500,-2.206637,4.5653076,1.0,3.8109962259770267,1.0,31.296577,0.005,100,500.0,200.00000010221265,52.11,1.0,3.8109962259770267
,818.0687469160168,-4.851119954007253,1.0,0.0033333334,0.0033333336,818.0687469160168,2,5.4391416e-20,500,-5.2066884,1.4264988,1.0,-4.851119954007253,1.0,30.702618,0.0033333334,100,500.0,299.999969473632,50.82,1.0,-4.851119954007253
,1433.6249440706033,2.4879820963565806,1.0,0.0025,0.0024999997,1433.6249440706033,2,5.434597e-20,500,-5.0441027,1.6918696,1.0,2.4879820963565806,1.0,32.588673,0.0025,100,500.0,400.0,62.32,1.0,2.4879820963565806
8937714000.0,928.2536229416589,5.167970907385365,1.180183,0.9997556,0.0019999999,928.2536229416589,1,0.0019990208,500,112.309235,118.85439,0.038171396,5.167970907385365,2113968.2,0.5713629,1.8052337e-08,100,423.6630908416719,1.000488950729135,48.9,4228.97,5.167970907385365
,1062.5071459453986,-1.8877995297667425,1.0,0.01,0.009999998,1062.5071459453986,2,3.5044917e-18,500,-16.058739,-1.8877996,1.0,-1.8877995297667425,1.0,32.43273,0.01,100,500.0,100.0,56.47,1.0,-1.8877995297667425
,844.2842983476179,3.4865918333754773,1.0,0.005,0.0049999994,844.2842983476179,2,2.179301e-19,500,-9.22097,0.79939634,1.0,3.4865918333754773,1.0,30.839628,0.005,100,500.0,200.00000010221265,46.14,1.0,3.4865918333754773
,727.1888641885056,2.989312971504272,1.0,0.0033333334,0.0033333336,727.1888641885056,2,5.4391416e-20,500,-6.6522264,1.5293682,1.0,2.989312971504272,1.0,29.581976,0.0033333334,100,500.0,299.999969473632,42.95,1.0,2.989312971504272
,1152.1670039802627,1.708402959237619,1.0,0.0025,0.0024999997,1152.1670039802627,2,5.434597e-20,500,-5.6575346,1.574127,1.0,1.708402959237619,1.0,30.683664,0.0025,100,500.0,400.0,47.29,1.0,1.708402959237619
45088776000.0,1195.097157424342,1.912226483330395,1.1679586,0.9998971,0.0020000003,1195.097157424342,1,0.0019995875,500,185.09639,192.94554,0.15155683,1.912226483330395,4748094.0,0.42524067,3.1916226e-08,100,428.09735947171265,1.0002057773621447,44.61,9497.165,1.912226483330395
,1559.6068525712121,4.432700614699431,1.0,0.01,0.009999998,1559.6068525712121,2,3.5044917e-18,500,-10.393089,4.4327006,1.0,4.432700614699431,1.0,39.2939,0.01,100,500.0,100.0,48.7,1.0,4.432700614699431
,1373.8371341951433,5.387612562626579,1.0,0.005,0.0049999994,1373.8371341951433,2,2.179301e-19,500,-5.5732603,4.9101562,1.0,5.387612562626579,1.0,38.108826,0.005,100,500.0,200.00000010221265,54.44,1.0,5.387612562626579
,1166.9688434265722,6.694018117403348,1.0,0.0033333334,0.0033333336,1166.9688434265722,2,5.4391416e-20,500,-3.0548959,5.5047774,1.0,6.694018117403348,1.0,36.796677,0.0033333334,100,500.0,299.999969473632,42.25,1.0,6.694018117403348
,1357.3870390516001,-3.1034244062474325,1.0,0.0025,0.0024999997,1357.3870390516001,2,5.434597e-20,500,-6.055433,3.3527265,1.0,-3.1034244062474325,1.0,36.95056,0.0025,100,500.0,400.0,40.62,1.0,-3.1034244062474325
163856500000.0,1101.4512419156238,3.3055348380511282,1.1561325,0.99994576,0.0019999999,1101.4512419156238,1,0.0019997829,500,148.21469,157.26271,0.13964477,3.3055348380511282,9051424.0,0.17522721,1.5427098e-08,100,432.4763964809655,1.0001084941589957,49.44,18103.83,3.3055348380511282
,1513.9542770611706,-3.1150335230596706,1.0,0.01,0.009999998,1513.9542770611706,2,3.5044917e-18,500,-18.273447,-3.1150331,1.0,-3.1150335230596706,1.0,38.714527,0.01,100,500.0,100.0,58.06,1.0,-3.1150335230596706
,2132.485157574191,9.356890021967489,1.0,0.005,0.0049999994,2132.485157574191,2,2.179301e-19,500,-12.636202,3.120928,1.0,9.356890021967489,1.0,42.94036,0.005,100,500.0,200.00000010221265,57.71,1.0,9.356890021967489
,955.3631443644159,4.73940935710973,1.0,0.0033333334,0.0033333336,955.3631443644159,2,5.4391416e-20,500,-9.205219,3.6604223,1.0,4.73940935710973,1.0,39.307785,0.0033333334,100,500.0,299.999969473632,39.9,1.0,4.73940935710973
,1541.2615456361864,2.1377109468370836,1.0,0.0025,0.0024999997,1541.2615456361864,2,5.434597e-20,500,-7.86223,3.2797437,1.0,2.1377109468370836,1.0,39.25205,0.0025,100,500.0,400.0,47.13,1.0,2.1377109468370836
1085470500000.0,877.4133985651478,-1.254488414388151,1.1790991,0.9999784,0.002,877.4133985651478,1,0.0019999137,500,253.94731,264.76868,0.13059042,-1.254488414388151,23296680.0,0.12024345,5.605417e-09,100,424.05257304620363,1.0000430967338334,43.18,46594.363,-1.254488414388151
,1612.8636255238262,-1.9885108947410384,1.0,0.01,0.009999998,1612.8636255238262,2,3.5044917e-18,500,-18.315811,-1.9885106,1.0,-1.9885108947410384,1.0,39.959167,0.01,100,500.0,100.0,47.94,1.0,-1.9885108947410384
,1542.2248181388584,-0.5189204920131707,1.0,0.005,0.0049999994,1542.2248181388584,2,2.179301e-19,500,-13.472505,-1.2537154,1.0,-0.5189204920131707,1.0,39.526054,0.005,100,500.0,200.00000010221265,52.98,1.0,-0.5189204920131707
,1362.021317740597,3.8519646700872228,1.0,0.0033333334,0.0033333336,1362.021317740597,2,5.4391416e-20,500,-9.528421,0.44817775,1.0,3.8519646700872228,1.0,38.688484,0.0033333334,100,500.0,299.999969473632,46.33,1.0,3.8519646700872228
,1008.4036729680861,1.7739684223699803,1.0,0.0025,0.0024999997,1008.4036729680861,2,5.434597e-20,500,-7.8603635,0.7796253,1.0,1.7739684223699803,1.0,37.047386,0.0025,100,500.0,400.0,50.65,1.0,1.7739684223699803
249335190000.0,1467.8345545995862,0.398678170206103,1.1790581,0.9999542,0.0019999999,1467.8345545995862,1,0.0019998164,500,156.10037,164.57993,0.06719918,0.398678170206103,11165468.0,0.1561039,6.0182073e-09,100,424.06732172264407,1.0000915343079646,42.99,22331.957,0.398678170206103
,1190.4739146338536,4.708724615706925,1.0,0.01,0.009999998,1190.4739146338536,2,3.5044917e-18,500,-4.672739,4.708724,1.0,4.708724615706925,1.0,34.330296,0.01,100,500.0,100.0,54.94,1.0,4.708724615706925
,1279.9033555304852,3.7821983154689307,1.0,0.005,0.0049999994,1279.9033555304852,2,2.179301e-19,500,-5.3157816,4.2454615,1.0,3.7821983154689307,1.0,34.972153,0.005,100,500.0,200.00000010221265,45.01,1.0,3.7821983154689307
,1892.9257683283618,8.031300451831742,1.0,0.0033333334,0.0033333336,1892.9257683283618,2,5.4391416e-20,500,-5.144739,5.507408,1.0,8.031300451831742,1.0,37.989708,0.0033333334,100,500.0,299.999969473632,52.51,1.0,8.031300451831742
,652.935805079432,1.3109699577383882,1.0,0.0025,0.0024999997,652.935805079432,2,5.434597e-20,500,-4.766733,4.4582977,1.0,1.3109699577383882,1.0,35.31738,0.0025,100,500.0,400.0,43.08,1.0,1.3109699577383882
12611941000.0,1983.0487051693308,5.073183185711603,1.1274599,0.9998045,0.0019999996,1983.0487051693308,1,0.0019992164,500,186.15967,194.92087,0.3373577,5.073183185711603,2511170.2,0.81348336,1.3431656e-07,100,443.4747588212462,1.0003910909678255,49.13,5023.3223,5.073183185711603
,705.1077281978633,-3.6251169029067762,1.0,0.01,0.009999998,705.1077281978633,2,3.5044917e-18,500,-12.272295,-3.6251166,1.0,-3.6251169029067762,1.0,26.420761,0.01,100,500.0,100.0,51.52,1.0,-3.6251169029067762
