MinNormIw,VarRet,VanillaAvgRet,Bound,VarVanillaIw,ESSClassic,AvgVanillaIw,AvgNormIw,MinVanillaIw,eRenyi2,MaxVanillaIw,AvgEpLen,VarDiscRet,ESSRenyi,AvgDiscRet,BatchSize,MaxNormIw,AvgRet,VarNormIw,J,VarJ
4.376294e-13,5254838.902459086,-2533.0888874316115,-871.35803,1.6612792,31.378554309330333,0.8672123,0.009999999,3.795176e-11,2.7720308,3.9027297,200.0,5254838.902459086,36.07463485035358,-2533.0888874316115,100,0.045003165,-2533.0888874316115,0.00022089796,-64.81814,181.76411
0.0009214982,101.58544299235794,-9.711760334440363,-14.000782,0.12819897,89.27140786038382,1.0276487,0.01,0.09469765,1.1337041,1.3748169,200.0,101.58544299235794,88.20644026481465,-9.711760334440363,100,0.013378277,-9.711760334440363,1.2139345e-05,-8.823888,8.6216545
0.002504532,77.81159380420769,-9.236976350685886,-11.024124,0.82985604,61.594550961045144,1.1478728,0.01,0.2874884,1.526261,5.293064,200.0,77.81159380420769,65.51959450778145,-9.236976350685886,100,0.04611194,-9.236976350685886,6.298184e-05,-8.061479,9.878902
0.00035158967,14819.645122798833,-15.171167697076084,-114.07166,0.026201947,486.9582548089424,0.98811877,0.002,0.17370617,1.0214025,1.1206342,200.0,14819.645122798833,489.5229947672454,-15.171167697076084,500,0.0022682175,-15.171167697076084,1.0734337e-07,-10.510439,23.025635
0.0002289872,120.06926311950274,-9.147726707458133,-15.142443,0.08971752,459.8359617582275,1.0124803,0.002,0.11592251,1.091611,1.2936809,200.0,120.06926311950274,458.0386120186343,-9.147726707458133,500,0.002555469,-9.147726707458133,3.5007744e-07,-8.413327,8.026302
2.3868876e-10,62.4478403967439,-9.056789371555137,-9.994925,0.8806858,260.1468889369031,0.9763655,0.002,1.16523736e-07,1.9037836,2.6555023,200.0,62.4478403967439,262.6348974527013,-9.056789371555137,500,0.005439566,-9.056789371555137,3.695355e-06,-8.347257,10.013815
1.6997943e-05,50.211955147533295,-8.560306552288447,-9.299048,0.6159166,320.8359027393316,1.0491612,0.002,0.0089167915,1.6156973,3.0814214,200.0,50.211955147533295,309.4639143934633,-8.560306552288447,500,0.005874066,-8.560306552288447,2.2381926e-06,-8.110554,8.551708
6.4502162e-12,53.018704088502645,-8.340134466312097,-8.854573,0.6541353,305.29904252767807,1.0117605,0.002,3.263037e-09,1.6772978,2.25223,200.0,53.018704088502645,298.0985194660429,-8.340134466312097,500,0.004452101,-8.340134466312097,2.5560664e-06,-7.607184,8.571268
0.00042344935,49.1906535384596,-7.7652924900218085,-8.678453,0.027589297,486.6135096545167,1.0004499,0.002,0.21181995,1.0242544,1.1305829,200.0,49.1906535384596,488.1599530916244,-7.7652924900218085,500,0.002260149,-7.7652924900218085,1.1025795e-07,-7.7466707,7.0783644
0.0014900175,45.9519017599477,-8.008621151929763,-8.831356,0.693387,295.3339089711396,0.99927896,0.002,0.7444716,1.4004151,17.878405,200.0,45.9519017599477,357.037005131205,-8.008621151929763,500,0.03578261,-8.008621151929763,2.7775518e-06,-7.772527,9.172344
