BatchSize,ESSClassic,J,MinVanillaIw,VarNormIw,AvgVanillaIw,AvgNormIw,VarVanillaIw,eRenyi2,MaxNormIw,Bound,AvgEpLen,VanillaAvgRet,AvgRet,ESSRenyi,VarDiscRet,MinNormIw,AvgDiscRet,VarRet,VarJ,MaxVanillaIw
100,37.55470323098706,-74.641975,6.5431644e-13,0.0001679578,1.000418,0.010000002,1.6809822,2.6242268,0.036671102,-859.68146,200.0,-2260.8528730792736,-2260.8528730792736,38.106462320355455,5385107.989677966,6.540431e-15,-2260.8528730792736,5385107.989677966,217.1986,3.668643
100,91.61707386386941,-17.314585,0.044164963,9.242372e-06,1.0104306,0.01,0.09436186,1.0970439,0.012908645,-305.52405,200.0,-92.88698142136067,-92.88698142136067,91.15405733835318,234351.07620095316,0.00043709052,-92.88698142136067,234351.07620095316,50.089195,1.304329
100,85.57384617448206,-7.7316027,0.49683842,1.7028418e-05,1.0493795,0.01,0.1875165,1.195299,0.028418869,-10.252549,200.0,-8.170370905218466,-8.170370905218466,83.66107354270689,55.663413180008504,0.0047345925,-8.170370905218466,55.663413180008504,7.579871,2.9822178
100,88.24610012326737,-15.861132,0.07311302,1.3454006e-05,0.9519041,0.009999999,0.12190963,1.1009248,0.013787587,-274.14554,200.0,-69.77054382100705,-69.77054382100705,90.83272127474505,162923.42076014628,0.0007680712,-69.77054382100705,162923.42076014628,50.902237,1.3124461
100,54.107273604809635,-8.039976,3.534558e-08,8.5674794e-05,0.95076334,0.01,0.77445817,1.7386642,0.024724662,-11.141675,200.0,-9.54282326297356,-9.54282326297356,57.515420667245714,71.96147070575392,3.7176e-10,-9.54282326297356,71.96147070575392,10.568076,2.3507302
100,99.1237843411801,-7.19839,0.89373523,8.928724e-07,0.993239,0.01,0.008808398,1.011582,0.013794861,-9.172439,200.0,-7.22302796772191,-7.22302796772191,98.85505903121286,46.76882855010884,0.008998189,-7.22302796772191,46.76882855010884,6.7424445,1.3701594
100,63.74365915950795,-6.4547815,1.3813171e-05,5.7452882e-05,1.0111127,0.010000002,0.58736897,1.6195434,0.021407465,-8.963575,200.0,-7.7269284527044935,-7.7269284527044935,61.74579696394338,47.799629988562685,1.3661355e-07,-7.7269284527044935,47.799629988562685,7.5865397,2.164536
100,83.64734367028642,-7.1313276,0.5391065,1.9746993e-05,1.0023304,0.010000002,0.19839142,1.2393332,0.02803845,-9.321218,200.0,-7.573254184069742,-7.573254184069742,80.68855398277076,54.52924532370704,0.0053785304,-7.573254184069742,54.52924532370704,7.4843802,2.8103793
100,37.33922155398381,-4.819796,0.00013031963,0.00016950996,0.9384317,0.010000002,1.4927962,2.4692783,0.04232183,-7.9088387,200.0,-6.827959375593991,-6.827959375593991,40.497662235741494,49.47087401431807,1.388696e-06,-6.827959375593991,49.47087401431807,7.2821374,3.9716148
100,91.28239891149735,-7.438835,0.09159224,9.6466265e-06,1.0248842,0.01,0.10132698,1.1010486,0.013124688,-9.482694,200.0,-7.667572012616073,-7.667572012616073,90.82251321286256,48.7430003579425,0.0008936837,-7.667572012616073,48.7430003579425,7.273155,1.3451285
100,38.99113278110689,-6.4512305,0.734328,0.00015804905,1.1528436,0.01,2.100548,1.5538528,0.1214735,-8.882474,200.0,-8.032213841277994,-8.032213841277994,64.35616052031115,52.98790133642741,0.0063697104,-8.032213841277994,52.98790133642741,10.418837,14.003994
100,91.00744936237356,-7.423721,0.12365701,9.980931e-06,0.9800813,0.01,0.09587275,1.0762358,0.012851165,-9.383213,200.0,-7.7161939859372115,-7.7161939859372115,92.91644329051896,47.50339306939698,0.0012617016,-7.7161939859372115,47.50339306939698,6.840904,1.2595186
100,24.841212206568986,-6.7400346,2.9951979e-25,0.0003056129,0.9138041,0.010000002,2.551984,3.4237134,0.05251242,-10.437448,200.0,-9.266317558370455,-9.266317558370455,29.208051896592607,56.63473737230551,3.2777244e-27,-9.266317558370455,56.63473737230551,10.193793,4.7986064
100,99.16460481080837,-8.491208,0.76641226,8.509278e-07,0.9936583,0.01,0.008401694,1.007988,0.011806141,-10.456334,200.0,-8.503958009819605,-8.503958009819605,99.2075326031835,53.26316864543797,0.0077130366,-8.503958009819605,53.26316864543797,7.2584777,1.1731269
100,99.76290084257273,-8.404197,0.7938625,2.400424e-07,1.0004358,0.010000002,0.002402517,1.0026916,0.010406575,-10.337193,200.0,-8.410888446333507,-8.410888446333507,99.7315598856618,48.54181763354833,0.007935167,-8.410888446333507,48.54181763354833,6.968565,1.041111
100,84.59248476285002,-7.2327614,0.26918498,1.8397786e-05,1.0139617,0.01,0.18915103,1.1952823,0.020816002,-9.382424,200.0,-7.682424241329868,-7.682424241329868,83.66224167240549,45.175895362414344,0.0026547844,-7.682424241329868,45.175895362414344,6.5982447,2.110663
100,94.32755229190883,-7.59328,0.18965285,6.074317e-06,0.99224037,0.01,0.05980414,1.0517244,0.0121319145,-9.601723,200.0,-7.67258136062126,-7.67258136062126,95.08194045590685,48.243912364196504,0.0019113598,-7.67258136062126,48.243912364196504,7.1845484,1.2037776
100,96.36166569256979,-7.877983,0.8554057,3.8138476e-06,0.9859184,0.009999999,0.037071936,1.0714854,0.018713951,-9.889805,200.0,-8.04825470290293,-8.04825470290293,93.32838317847782,49.300043328817715,0.008676232,-8.04825470290293,49.300043328817715,6.8931255,1.845043
100,89.36682383028695,-7.4427214,0.6357587,1.2018554e-05,1.0484391,0.009999998,0.13211092,1.1357955,0.021523781,-9.522688,200.0,-7.682777122748044,-7.682777122748044,88.04402049887366,51.762472661469,0.0060638585,-7.682777122748044,51.762472661469,7.3948383,2.2566376
100,58.49314890134531,-5.7904897,1.2792766e-06,7.167697e-05,1.0264405,0.01,0.7551743,1.6823759,0.022109585,-8.335026,200.0,-6.849751198796717,-6.849751198796717,59.439747996002495,42.27637901786946,1.2463232e-08,-6.849751198796717,42.27637901786946,7.8086987,2.2694173
100,97.20664266032247,-8.582122,0.85716593,2.902645e-06,0.9620453,0.01,0.026864884,1.072343,0.018057037,-10.596995,200.0,-8.765377759586624,-8.765377759586624,93.25374508154943,57.96134320458437,0.008909829,-8.765377759586624,57.96134320458437,7.6088166,1.7371687
