Bound,MinVanillaIw,VarNormIw,VarVanillaIw,VarDiscRet,J,AvgNormIw,MaxVanillaIw,BatchSize,MaxNormIw,AvgEpLen,VarRet,AvgRet,ESSRenyi,MinNormIw,VarJ,eRenyi2,AvgDiscRet,ESSClassic,VanillaAvgRet,AvgVanillaIw
755.32306,,0.009622651,970.02045,10125.743307710829,816.63086,0.010000002,311.5034,100,0.98111427,8.88,10125.743307710829,78.74893765960705,1.9055433645157098,,137.96361,52.47847,78.74893765960705,1.0388076237252184,78.74893765960705,3.1749961
4228.3096,,0.009713066,239.51866,337665.2285960642,4716.3477,0.01,154.78249,100,0.98566717,47.04,337665.2285960642,460.2172864351354,1.0027708706201264,,695.44836,99.72368,460.2172864351354,1.029237350971927,460.2172864351354,1.5703322
1826.0718,,0.009393319,11.400589,406294.230641464,2121.8499,0.010000002,33.77002,100,0.9693421,53.81,406294.230641464,527.9970038029545,3.2849713662736058,,301.5,30.441666,527.9970038029545,1.0638995712547696,527.9970038029545,0.3483808
3625.891,,0.009537881,74.39488,623694.6642776194,4177.0796,0.01,86.26979,100,0.9768168,93.58,623694.6642776194,925.504460031874,1.45209349978995,,747.6714,68.86609,925.504460031874,1.0479431959665986,925.504460031874,0.8831727
4267.0386,,0.0054559913,66.37032,1042653.0056806921,4904.0176,0.01,75.798195,100,0.6872404,163.36,1042653.0056806921,1623.4947486694737,1.8176588822074615,,805.8046,55.015823,1623.4947486694737,1.8177089957075072,1623.4947486694737,1.1029357
4006.2173,,0.00906948,49.582672,1344825.9998020667,4571.093,0.010000002,70.44339,100,0.9527227,206.42,1344825.9998020667,2053.8904405983803,2.981150034941038,,890.3019,33.5441,2053.8904405983803,1.1014691123358236,2053.8904405983803,0.73939025
4325.866,5.894422e-29,0.008188617,213.38423,921746.8908775253,4889.6294,0.01,146.06514,100,0.90483767,277.04,921746.8908775253,2760.10045671915,2.0513570137004673,3.6514496e-31,1100.6361,48.74822,2760.10045671915,1.2185117735026232,2760.10045671915,1.6142689
4317.46,1.8773475e-15,0.008159681,1411.999,1840423.3017106263,4822.398,0.010000003,375.94714,100,0.9037454,267.58,1840423.3017106263,2665.834694867587,5.105811428709438,4.512986e-18,1735.3083,19.585526,2665.834694867587,1.2227802491961397,2665.834694867587,4.1598787
4265.376,2.6532992e-29,0.0073943962,50.189354,2293753.2821523235,4907.615,0.010000002,70.75768,100,0.8588535,259.14,2293753.2821523235,2581.8725267661735,3.93347023893659,3.2205623e-31,848.67786,25.422844,2581.8725267661735,1.3476271838453961,2581.8725267661735,0.8238621
4087.0273,,0.0063947053,327.48566,2617604.6788722924,4770.5356,0.01,180.58014,100,0.79796535,286.41,2617604.6788722924,2855.050160856022,3.963142161079904,,2002.2284,25.232504,2855.050160856022,1.5550272335155686,2855.050160856022,2.2630074
4093.0842,,0.008005029,65.05465,2212480.504961,4865.298,0.010000003,80.663216,100,0.89478296,254.16,2212480.504961,2531.7694089895253,2.6243861358761347,,1284.642,38.10415,2531.7694089895253,1.2461096576812722,2531.7694089895253,0.9014836
4218.6616,6.62909e-16,0.005333053,156.72705,2489564.3179461416,4850.345,0.01,121.91601,100,0.7111753,281.9,2489564.3179461416,2810.019095778394,4.413132530505856,3.8669614e-18,1210.4742,22.659641,2810.019095778394,1.85883180357353,2810.019095778394,1.7142891
3835.9077,2.297381e-34,0.005659785,108.887054,2192609.4562525456,4522.6475,0.01,102.09464,100,0.7360626,273.63,2192609.4562525456,2726.680602193322,3.2885171922884484,1.6563222e-36,1205.2874,30.408842,2726.680602193322,1.7534056059303793,2726.680602193322,1.3870375
3065.6177,1.1019822e-06,0.0003923632,3.2897854,2305818.5138039733,3344.994,0.01,14.604263,100,0.1594924,264.81,2305818.5138039733,2638.5688051713164,20.896295426095598,1.2034691e-08,2784.8809,4.7855372,2638.5688051713164,20.47336234713705,2638.5688051713164,0.9156714
