J,IterType,MinNormIw,MaxVanillaIw,VarNormIw,Bound,Delta,VarVanillaIw,eRenyi2,VarDiscRet,MinVanillaIw,VarRet,BatchSize,AvgNormIw,AvgDiscRet,ESSClassic,VarJ,ESSRenyi,VanillaAvgRet,MaxNormIw,EpsThisIter,AvgEpLen,AvgRet,AvgVanillaIw
-25.6621,2,0.005,1.0,2.1793e-19,-39.4549,0.3,,1.0,7844.18454304,1.0,7844.18454304,500,0.005,-30.6710175415,200.000000102,88.5048,500.0,-30.6710175415,0.005,100,273.09,-30.6710175415,1.0
-25.035,2,0.00333333,1.0,5.43914e-20,-36.2967,0.3,,1.0,7918.72083085,1.0,7918.72083085,500,0.00333333,-23.7808377587,299.999969474,88.5214,500.0,-23.7808377587,0.00333333,100,288.44,-23.7808377587,1.0
-27.8931,2,0.0025,1.0,5.4346e-20,-37.646,0.3,,1.0,7641.35044472,1.0,7641.35044472,500,0.0025,-36.4671362475,400.0,88.2766,500.0,-36.4671362475,0.0025,100,262.97,-36.4671362475,1.0
-7.9836,1,4.25579e-07,21.6514,1.60583e-05,-26.261,0.3,4.43935,4.39006,7782.88396657,0.000223764,7782.88396657,500,0.002,-37.9784960119,99.869276132,188.693,113.893784826,-37.9784960119,0.041179,100,261.69,-37.9784960119,1.05157
-26.0048,2,0.01,1.0,3.50449e-18,-46.2585,0.3,,1.0,7912.62754982,1.0,7912.62754982,500,0.01,-26.0047832908,100.0,88.5071,500.0,-26.0047832908,0.01,100,282.95,-26.0047832908,1.0
-27.3248,2,0.005,1.0,2.1793e-19,-41.6464,0.3,,1.0,8153.45085003,1.0,8153.45085003,500,0.005,-28.6448335109,200.000000102,89.1877,500.0,-28.6448335109,0.005,100,282.03,-28.6448335109,1.0
-28.53,2,0.00333333,1.0,5.43914e-20,-40.2235,0.3,,1.0,7736.89971912,1.0,7736.89971912,500,0.00333333,-30.9405011768,299.999969474,88.6513,500.0,-30.9405011768,0.00333333,100,280.53,-30.9405011768,1.0
-26.8006,2,0.0025,1.0,5.4346e-20,-36.9275,0.3,,1.0,7791.81114605,1.0,7791.81114605,500,0.0025,-21.6124485808,400.0,88.4971,500.0,-21.6124485808,0.0025,100,301.51,-21.6124485808,1.0
-20.5592,1,0.000511473,7.51161,2.60491e-06,-33.4884,0.3,0.693328,2.03753,7605.12248654,0.263873,7605.12248654,500,0.002,-40.2986106103,303.043841198,112.753,245.395453551,-40.2986106103,0.01456,100,252.63,-40.2986106103,1.03182
-22.5569,2,0.01,1.0,3.50449e-18,-42.3457,0.3,,1.0,8056.94097012,1.0,8056.94097012,500,0.01,-22.5569183613,100.0,89.3105,500.0,-22.5569183613,0.01,100,287.78,-22.5569183613,1.0
-22.8654,2,0.005,1.0,2.1793e-19,-36.8582,0.3,,1.0,7812.3143915,1.0,7812.3143915,500,0.005,-23.1739234188,200.000000102,88.6306,500.0,-23.1739234188,0.005,100,291.63,-23.1739234188,1.0
-27.0576,2,0.00333333,1.0,5.43914e-20,-38.4827,0.3,,1.0,7805.44453033,1.0,7805.44453033,500,0.00333333,-35.4420387467,299.999969474,88.5882,500.0,-35.4420387467,0.00333333,100,267.32,-35.4420387467,1.0
-28.2553,2,0.0025,1.0,5.4346e-20,-38.1497,0.3,,1.0,7834.17593513,1.0,7834.17593513,500,0.0025,-31.8483647995,400.0,88.4825,500.0,-31.8483647995,0.0025,100,277.11,-31.8483647995,1.0
23.0121,1,4.20847e-08,306.108,0.000319012,-8.37039,0.3,195.351,12.5749,7412.33196148,3.29327e-05,7412.33196148,500,0.002,-42.4042861317,6.20397593975,398.986,39.7616250052,-42.4042861317,0.391174,100,256.64,-42.4042861317,1.56507
-35.5375,2,0.01,1.0,3.50449e-18,-54.6361,0.3,,1.0,7666.04348076,1.0,7666.04348076,500,0.01,-35.5374896852,100.0,87.1171,500.0,-35.5374896852,0.01,100,257.44,-35.5374896852,1.0
-35.3001,2,0.005,1.0,2.1793e-19,-49.0365,0.3,,1.0,7845.03752866,1.0,7845.03752866,500,0.005,-35.06281259,200.000000102,87.6244,500.0,-35.06281259,0.005,100,265.13,-35.06281259,1.0
-36.9353,2,0.00333333,1.0,5.43914e-20,-48.151,0.3,,1.0,7648.06911096,1.0,7648.06911096,500,0.00333333,-40.2055618103,299.999969474,87.4523,500.0,-40.2055618103,0.00333333,100,252.8,-40.2055618103,1.0
-34.2155,2,0.0025,1.0,5.4346e-20,-43.9286,0.3,,1.0,8079.60715927,1.0,8079.60715927,500,0.0025,-26.056069928,400.0,88.0785,500.0,-26.056069928,0.0025,100,281.36,-26.056069928,1.0
-11.4933,1,1.05965e-08,56.8559,3.34516e-05,-20.181,0.3,8.04846,1.0,7465.74610739,5.19767e-06,7465.74610739,500,0.002,-38.4709135449,53.4977862993,235.515,499.99934435,-38.4709135449,0.115912,100,252.63,-38.4709135449,0.98102
-29.2379,2,0.01,1.0,3.50449e-18,-48.0223,0.3,,1.0,7817.57209164,1.0,7817.57209164,500,0.01,-29.2379154289,100.0,87.9738,500.0,-29.2379154289,0.01,100,285.09,-29.2379154289,1.0
-31.1938,2,0.005,1.0,2.1793e-19,-46.0227,0.3,,1.0,7781.85042421,1.0,7781.85042421,500,0.005,-33.1497362354,200.000000102,87.8951,500.0,-33.1497362354,0.005,100,272.51,-33.1497362354,1.0
-32.9677,2,0.00333333,1.0,5.43914e-20,-45.0754,0.3,,1.0,7903.97555888,1.0,7903.97555888,500,0.00333333,-36.5153104346,299.999969474,88.119,500.0,-36.5153104346,0.00333333,100,262.28,-36.5153104346,1.0
-34.106,2,0.0025,1.0,5.4346e-20,-44.5916,0.3,,1.0,7695.72812484,1.0,7695.72812484,500,0.0025,-37.5211665668,400.0,87.9335,500.0,-37.5211665668,0.0025,100,266.77,-37.5211665668,1.0
-26.0599,1,2.19431e-05,22.5394,6.72271e-06,-40.4787,0.3,1.79813,2.36362,7453.32045662,0.0113484,7453.32045662,500,0.002,-44.8351647937,186.754045409,149.032,211.539858201,-44.8351647937,0.0435818,100,237.03,-44.8351647937,1.03435
-33.3531,2,0.01,1.0,3.50449e-18,-52.7542,0.3,,1.0,7873.36019678,1.0,7873.36019678,500,0.01,-33.3530905561,100.0,88.2872,500.0,-33.3530905561,0.01,100,269.0,-33.3530905561,1.0
-36.7054,2,0.005,1.0,2.1793e-19,-50.6538,0.3,,1.0,7704.94885006,1.0,7704.94885006,500,0.005,-40.0577908088,200.000000102,87.8778,500.0,-40.0577908088,0.005,100,257.42,-40.0577908088,1.0
-36.6675,2,0.00333333,1.0,5.43914e-20,-48.0563,0.3,,1.0,7769.77570875,1.0,7769.77570875,500,0.00333333,-36.5915722712,299.999969474,87.8201,500.0,-36.5915722712,0.00333333,100,258.8,-36.5915722712,1.0
-35.7145,2,0.0025,1.0,5.4346e-20,-45.5776,0.3,,1.0,7836.19584956,1.0,7836.19584956,500,0.0025,-32.8557412883,400.0,87.9003,500.0,-32.8557412883,0.0025,100,264.8,-32.8557412883,1.0
6.72419,1,3.64904e-22,41.5562,3.6158e-05,-22.4362,0.3,11.7364,10.9264,7800.91105587,2.07895e-19,7800.91105587,500,0.002,-38.899382203,49.8931726228,229.498,45.7607135588,-38.899382203,0.0729407,100,251.82,-38.899382203,1.13945
-59.8752,2,0.01,1.0,3.50449e-18,-79.7565,0.3,,1.0,6630.08939035,1.0,6630.08939035,500,0.01,-59.875195552,100.0,81.0172,500.0,-59.875195552,0.01,100,214.16,-59.875195552,1.0
-37.6016,2,0.005,1.0,2.1793e-19,-51.6598,0.3,,1.0,7988.79913401,1.0,7988.79913401,500,0.005,-15.3279673313,200.000000102,87.9344,500.0,-15.3279673313,0.005,100,307.5,-15.3279673313,1.0
-38.8117,2,0.00333333,1.0,5.43914e-20,-50.2902,0.3,,1.0,7482.16039769,1.0,7482.16039769,500,0.00333333,-41.2319253211,299.999969474,87.3328,500.0,-41.2319253211,0.00333333,100,247.82,-41.2319253211,1.0
-37.4997,2,0.0025,1.0,5.4346e-20,-47.4403,0.3,,1.0,7958.08399884,1.0,7958.08399884,500,0.0025,-33.5635839164,400.0,87.7215,500.0,-33.5635839164,0.0025,100,277.48,-33.5635839164,1.0
25.6144,1,,50.1684,8.17353e-05,-15.1116,0.3,20.1124,20.9807,7919.29638896,,7919.29638896,500,0.002,-33.9673515827,23.3721755827,240.868,23.8313875512,-33.9673515827,0.101135,100,274.72,-33.9673515827,0.992105
-28.9781,2,0.01,1.0,3.50449e-18,-48.7272,0.3,,1.0,7922.51816516,1.0,7922.51816516,500,0.01,-28.9781122556,100.0,88.5624,500.0,-28.9781122556,0.01,100,284.89,-28.9781122556,1.0
-34.8914,2,0.005,1.0,2.1793e-19,-49.0801,0.3,,1.0,7729.23654481,1.0,7729.23654481,500,0.005,-40.8047792406,200.000000102,88.219,500.0,-40.8047792406,0.005,100,252.68,-40.8047792406,1.0
-38.4076,2,0.00333333,1.0,5.43914e-20,-49.9925,0.3,,1.0,7640.25197881,1.0,7640.25197881,500,0.00333333,-45.439782958,299.999969474,87.9454,500.0,-45.439782958,0.00333333,100,244.07,-45.439782958,1.0
-39.1684,2,0.0025,1.0,5.4346e-20,-49.2013,0.3,,1.0,7587.89293198,1.0,7587.89293198,500,0.0025,-41.4510417141,400.0,87.6387,500.0,-41.4510417141,0.0025,100,250.75,-41.4510417141,1.0
-13.5483,1,8.36617e-08,50.6803,3.03258e-05,-34.1681,0.3,6.91811,5.27992,8253.5212949,3.9959e-05,8253.5212949,500,0.002,-23.0349249952,58.3683245734,240.199,94.6983770498,-23.0349249952,0.106109,100,294.27,-23.0349249952,0.955251
-21.9436,2,0.01,1.0,3.50449e-18,-40.9904,0.3,,1.0,7906.77906951,1.0,7906.77906951,500,0.01,-21.9436385195,100.0,88.4744,500.0,-21.9436385195,0.01,100,294.82,-21.9436385195,1.0
-25.2387,2,0.005,1.0,2.1793e-19,-40.0788,0.3,,1.0,7925.49408684,1.0,7925.49408684,500,0.005,-28.5338328893,200.000000102,88.588,500.0,-28.5338328893,0.005,100,282.88,-28.5338328893,1.0
-31.1238,2,0.00333333,1.0,5.43914e-20,-43.2407,0.3,,1.0,7409.70055042,1.0,7409.70055042,500,0.00333333,-42.8940627337,299.999969474,88.0134,500.0,-42.8940627337,0.00333333,100,246.01,-42.8940627337,1.0
-28.5367,2,0.0025,1.0,5.4346e-20,-39.0302,0.3,,1.0,7955.53681324,1.0,7955.53681324,500,0.0025,-20.7750803068,400.0,88.3111,500.0,-20.7750803068,0.0025,100,300.48,-20.7750803068,1.0
-1.76247,1,2.5069e-16,22.3537,1.56984e-05,-22.4044,0.3,3.92685,4.83688,7776.07222661,1.25381e-13,7776.07222661,500,0.002,-35.1864031065,101.693411234,169.427,103.372376703,-35.1864031065,0.0446945,100,265.98,-35.1864031065,1.00029
-53.0636,2,0.01,1.0,3.50449e-18,-72.8235,0.3,,1.0,6911.50073879,1.0,6911.50073879,500,0.01,-53.0635980957,100.0,82.7187,500.0,-53.0635980957,0.01,100,232.43,-53.0635980957,1.0
-51.3366,2,0.005,1.0,2.1793e-19,-65.309,0.3,,1.0,7151.02184676,1.0,7151.02184676,500,0.005,-49.6096065131,200.000000102,83.4502,500.0,-49.6096065131,0.005,100,233.94,-49.6096065131,1.0
-50.3295,2,0.00333333,1.0,5.43914e-20,-61.7552,0.3,,1.0,7365.83575596,1.0,7365.83575596,500,0.00333333,-48.3152632528,299.999969474,84.1152,500.0,-48.3152632528,0.00333333,100,240.64,-48.3152632528,1.0
-47.826,2,0.0025,1.0,5.4346e-20,-57.7209,0.3,,1.0,7499.3405699,1.0,7499.3405699,500,0.0025,-40.3154112424,400.0,84.7433,500.0,-40.3154112424,0.0025,100,251.13,-40.3154112424,1.0
-46.6856,1,0.00199993,1.00002,1.93132e-16,-55.5358,0.3,4.82468e-11,1.0,7640.27528049,0.999965,7640.27528049,500,0.002,-42.1240475662,500.00014047,85.2239,500.0,-42.1240475662,0.00200005,100,244.63,-42.1240475662,1.0
-35.9962,2,0.01,1.0,3.50449e-18,-54.9007,0.3,,1.0,7645.35065673,1.0,7645.35065673,500,0.01,-35.9962197986,100.0,86.9994,500.0,-35.9962197986,0.01,100,255.71,-35.9962197986,1.0
-34.5931,2,0.005,1.0,2.1793e-19,-48.0278,0.3,,1.0,7667.28740721,1.0,7667.28740721,500,0.005,-33.1900477846,200.000000102,87.0731,500.0,-33.1900477846,0.005,100,266.67,-33.1900477846,1.0
-35.7848,2,0.00333333,1.0,5.43914e-20,-46.8575,0.3,,1.0,7677.93157035,1.0,7677.93157035,500,0.00333333,-38.1682460797,299.999969474,87.1266,500.0,-38.1682460797,0.00333333,100,267.71,-38.1682460797,1.0
-36.9033,2,0.0025,1.0,5.4346e-20,-46.4925,0.3,,1.0,7565.7944878,1.0,7565.7944878,500,0.0025,-40.2588662083,400.0,87.0033,500.0,-40.2588662083,0.0025,100,251.5,-40.2588662083,1.0
-35.0531,1,0.002,1.0,5.43187e-20,-43.63,0.3,,1.0,7812.67133279,1.0,7812.67133279,500,0.002,-27.6522400048,500.000006643,87.2712,500.0,-27.6522400048,0.002,100,278.08,-27.6522400048,1.0
-53.4845,2,0.01,1.0,3.50449e-18,-72.7029,0.3,,1.0,7081.94222735,1.0,7081.94222735,500,0.01,-53.4844750876,100.0,83.7325,500.0,-53.4844750876,0.01,100,225.67,-53.4844750876,1.0
-42.728,2,0.005,1.0,2.1793e-19,-56.3175,0.3,,1.0,7690.46686505,1.0,7690.46686505,500,0.005,-31.971530544,200.000000102,86.1861,500.0,-31.971530544,0.005,100,276.53,-31.971530544,1.0
-37.3179,2,0.00333333,1.0,5.43914e-20,-48.5065,0.3,,1.0,7848.03317392,1.0,7848.03317392,500,0.00333333,-26.4977047042,299.999969474,87.1804,500.0,-26.4977047042,0.00333333,100,286.65,-26.4977047042,1.0
-36.6667,2,0.0025,1.0,5.4346e-20,-46.4767,0.3,,1.0,7856.68814481,1.0,7856.68814481,500,0.0025,-34.7129092892,400.0,87.4421,500.0,-34.7129092892,0.0025,100,267.27,-34.7129092892,1.0
-35.963,1,0.002,1.0,5.43187e-20,-44.7374,0.3,,1.0,7914.9724601,1.0,7914.9724601,500,0.002,-33.1485006229,500.000006643,87.6701,500.0,-33.1485006229,0.002,100,262.27,-33.1485006229,1.0
-27.3216,2,0.01,1.0,3.50449e-18,-46.5752,0.3,,1.0,7851.10433715,1.0,7851.10433715,500,0.01,-27.3215980525,100.0,88.1623,500.0,-27.3215980525,0.01,100,281.69,-27.3215980525,1.0
-23.6601,2,0.005,1.0,2.1793e-19,-37.2744,0.3,,1.0,8032.7861622,1.0,8032.7861622,500,0.005,-19.9985696054,200.000000102,88.7465,500.0,-19.9985696054,0.005,100,298.46,-19.9985696054,1.0
-25.4558,2,0.00333333,1.0,5.43914e-20,-36.9769,0.3,,1.0,7949.44214972,1.0,7949.44214972,500,0.00333333,-29.0471874345,299.999969474,88.7715,500.0,-29.0471874345,0.00333333,100,281.82,-29.0471874345,1.0
-27.1386,2,0.0025,1.0,5.4346e-20,-37.1161,0.3,,1.0,7797.52131058,1.0,7797.52131058,500,0.0025,-32.187021368,400.0,88.5927,500.0,-32.187021368,0.0025,100,278.95,-32.187021368,1.0
-26.5024,1,0.002,1.0,5.43187e-20,-35.4266,0.3,,1.0,7930.77663233,1.0,7930.77663233,500,0.002,-23.9575381369,500.000006643,88.605,500.0,-23.9575381369,0.002,100,291.05,-23.9575381369,1.0
-36.691,2,0.01,1.0,3.50449e-18,-55.7393,0.3,,1.0,7580.82081375,1.0,7580.82081375,500,0.01,-36.6910355331,100.0,86.6315,500.0,-36.6910355331,0.01,100,265.55,-36.6910355331,1.0
-32.3741,2,0.005,1.0,2.1793e-19,-47.2765,0.3,,1.0,8026.7401342,1.0,8026.7401342,500,0.005,-28.0571262808,200.000000102,88.0022,500.0,-28.0571262808,0.005,100,285.8,-28.0571262808,1.0
-31.4289,2,0.00333333,1.0,5.43914e-20,-43.5967,0.3,,1.0,7861.6770728,1.0,7861.6770728,500,0.00333333,-29.5384343734,299.999969474,88.0855,500.0,-29.5384343734,0.00333333,100,276.67,-29.5384343734,1.0
-32.9378,2,0.0025,1.0,5.4346e-20,-43.4755,0.3,,1.0,7809.8678798,1.0,7809.8678798,500,0.0025,-37.4647642032,400.0,88.0856,500.0,-37.4647642032,0.0025,100,253.49,-37.4647642032,1.0
-30.6083,1,0.00199998,1.00001,2.57418e-17,-40.0334,0.3,6.40576e-12,1.0,8036.27914258,0.99999,8036.27914258,500,0.002,-21.2901200382,499.999958114,88.4316,500.0,-21.2901200382,0.00200002,100,301.3,-21.2901200382,1.0
-36.398,2,0.01,1.0,3.50449e-18,-55.6052,0.3,,1.0,7726.76114816,1.0,7726.76114816,500,0.01,-36.3979654951,100.0,87.4614,500.0,-36.3979654951,0.01,100,261.68,-36.3979654951,1.0
-35.9811,2,0.005,1.0,2.1793e-19,-49.5627,0.3,,1.0,7731.68951266,1.0,7731.68951266,500,0.005,-35.5641497167,200.000000102,87.4763,500.0,-35.5641497167,0.005,100,261.6,-35.5641497167,1.0
-40.3098,2,0.00333333,1.0,5.43914e-20,-51.6211,0.3,,1.0,7259.15346614,1.0,7259.15346614,500,0.00333333,-48.9672242785,299.999969474,86.8009,500.0,-48.9672242785,0.00333333,100,235.9,-48.9672242785,1.0
-35.2171,2,0.0025,1.0,5.4346e-20,-45.0131,0.3,,1.0,7944.5649749,1.0,7944.5649749,500,0.0025,-19.9391853685,400.0,87.7205,500.0,-19.9391853685,0.0025,100,307.89,-19.9391853685,1.0
-36.7345,1,0.002,1.0,5.43187e-20,-45.7956,0.3,,1.0,7524.07946503,1.0,7524.07946503,500,0.002,-42.8039314492,500.000006643,87.4922,500.0,-42.8039314492,0.002,100,244.47,-42.8039314492,1.0
-31.5824,2,0.01,1.0,3.50449e-18,-50.7844,0.3,,1.0,8086.12424057,1.0,8086.12424057,500,0.01,-31.5823770595,100.0,89.4721,500.0,-31.5823770595,0.01,100,274.24,-31.5823770595,1.0
-32.665,2,0.005,1.0,2.1793e-19,-46.4252,0.3,,1.0,7822.47679201,1.0,7822.47679201,500,0.005,-33.7475553747,200.000000102,88.7464,500.0,-33.7475553747,0.005,100,271.77,-33.7475553747,1.0
-31.9748,2,0.00333333,1.0,5.43914e-20,-43.2099,0.3,,1.0,7534.178922,1.0,7534.178922,500,0.00333333,-30.5943522151,299.999969474,87.9651,500.0,-30.5943522151,0.00333333,100,279.86,-30.5943522151,1.0
-35.4505,2,0.0025,1.0,5.4346e-20,-45.4454,0.3,,1.0,7455.46500737,1.0,7455.46500737,500,0.0025,-45.8777490672,400.0,87.6633,500.0,-45.8777490672,0.0025,100,232.55,-45.8777490672,1.0
-33.6641,1,0.002,1.0,5.43187e-20,-42.6038,0.3,,1.0,7916.19551665,1.0,7916.19551665,500,0.002,-26.5184667438,500.000006643,87.9094,500.0,-26.5184667438,0.002,100,296.01,-26.5184667438,1.0
-24.9401,2,0.01,1.0,3.50449e-18,-44.1387,0.3,,1.0,7813.90861308,1.0,7813.90861308,500,0.01,-24.9400784388,100.0,87.9532,500.0,-24.9400784388,0.01,100,284.8,-24.9400784388,1.0
-31.1175,2,0.005,1.0,2.1793e-19,-44.9263,0.3,,1.0,7587.97445216,1.0,7587.97445216,500,0.005,-37.2948372724,200.000000102,87.5334,500.0,-37.2948372724,0.005,100,259.0,-37.2948372724,1.0
-35.9313,2,0.00333333,1.0,5.43914e-20,-47.2062,0.3,,1.0,7134.45787311,1.0,7134.45787311,500,0.00333333,-45.5591038732,299.999969474,86.6532,500.0,-45.5591038732,0.00333333,100,236.31,-45.5591038732,1.0
-35.7025,2,0.0025,1.0,5.4346e-20,-45.4669,0.3,,1.0,8005.90256406,1.0,8005.90256406,500,0.0025,-35.0161151718,400.0,87.2537,500.0,-35.0161151718,0.0025,100,264.9,-35.0161151718,1.0
-34.011,1,0.002,1.0,5.43187e-20,-42.7445,0.3,,1.0,7875.16332524,1.0,7875.16332524,500,0.002,-27.2448613957,500.000006643,87.5288,500.0,-27.2448613957,0.002,100,285.18,-27.2448613957,1.0
-40.8124,2,0.01,1.0,3.50449e-18,-60.6826,0.3,,1.0,7456.54805231,1.0,7456.54805231,500,0.01,-40.812417061,100.0,85.9185,500.0,-40.812417061,0.01,100,246.13,-40.812417061,1.0
-48.1832,2,0.005,1.0,2.1793e-19,-62.2336,0.3,,1.0,6922.9985795,1.0,6922.9985795,500,0.005,-55.5539623176,200.000000102,84.6889,500.0,-55.5539623176,0.005,100,220.67,-55.5539623176,1.0
-40.7123,2,0.00333333,1.0,5.43914e-20,-52.1844,0.3,,1.0,7905.63893848,1.0,7905.63893848,500,0.00333333,-25.7705506931,299.999969474,86.6138,500.0,-25.7705506931,0.00333333,100,284.72,-25.7705506931,1.0
-41.8597,2,0.0025,1.0,5.4346e-20,-52.6889,0.3,,1.0,7477.05174162,1.0,7477.05174162,500,0.0025,-45.3020579028,400.0,86.4927,500.0,-45.3020579028,0.0025,100,251.37,-45.3020579028,1.0
-40.9344,1,0.002,1.0,5.43187e-20,-50.6203,0.3,,1.0,7733.84803744,1.0,7733.84803744,500,0.002,-37.2329656715,500.000006643,86.7152,500.0,-37.2329656715,0.002,100,270.13,-37.2329656715,1.0
-51.2754,2,0.01,1.0,3.50449e-18,-71.1276,0.3,,1.0,7310.09984189,1.0,7310.09984189,500,0.01,-51.2754471326,100.0,85.0705,500.0,-51.2754471326,0.01,100,233.03,-51.2754471326,1.0
-42.4036,2,0.005,1.0,2.1793e-19,-56.4412,0.3,,1.0,7823.49680742,1.0,7823.49680742,500,0.005,-33.5317158486,200.000000102,87.0048,500.0,-33.5317158486,0.005,100,269.02,-33.5317158486,1.0
-43.0676,2,0.00333333,1.0,5.43914e-20,-54.8902,0.3,,1.0,7807.28685811,1.0,7807.28685811,500,0.00333333,-44.3955003278,299.999969474,87.3146,500.0,-44.3955003278,0.00333333,100,246.86,-44.3955003278,1.0
-43.2455,2,0.0025,1.0,5.4346e-20,-53.4843,0.3,,1.0,7623.81826333,1.0,7623.81826333,500,0.0025,-43.7794133654,400.0,87.2059,500.0,-43.7794133654,0.0025,100,243.98,-43.7794133654,1.0
-42.2119,1,0.00199987,1.00009,1.05475e-15,-51.3697,0.3,2.63681e-10,1.0,7364.12671074,0.999935,7364.12671074,500,0.002,-38.0774165558,500.000250783,86.8693,500.0,-38.0774165558,0.00200017,100,264.3,-38.0774165558,1.0
-43.1083,2,0.01,1.0,3.50449e-18,-62.2119,0.3,,1.0,7497.76951052,1.0,7497.76951052,500,0.01,-43.1082901355,100.0,86.1556,500.0,-43.1082901355,0.01,100,254.35,-43.1082901355,1.0
-38.0278,2,0.005,1.0,2.1793e-19,-51.6293,0.3,,1.0,7961.2950383,1.0,7961.2950383,500,0.005,-32.9473762012,200.000000102,87.6245,500.0,-32.9473762012,0.005,100,277.18,-32.9473762012,1.0
-37.1443,2,0.00333333,1.0,5.43914e-20,-48.2499,0.3,,1.0,7625.4644361,1.0,7625.4644361,500,0.00333333,-35.3773432882,299.999969474,87.388,500.0,-35.3773432882,0.00333333,100,261.61,-35.3773432882,1.0
-39.4321,2,0.0025,1.0,5.4346e-20,-49.0768,0.3,,1.0,7509.36489427,1.0,7509.36489427,500,0.0025,-46.2955019016,400.0,87.1881,500.0,-46.2955019016,0.0025,100,248.51,-46.2955019016,1.0
-36.2677,1,0.002,1.0,5.43187e-20,-44.8942,0.3,,1.0,7923.33074848,1.0,7923.33074848,500,0.002,-23.6102131058,500.000006643,87.6943,500.0,-23.6102131058,0.002,100,288.13,-23.6102131058,1.0
-30.3914,2,0.01,1.0,3.50449e-18,-49.6532,0.3,,1.0,7862.84770161,1.0,7862.84770161,500,0.01,-30.3913687713,100.0,88.2282,500.0,-30.3913687713,0.01,100,272.74,-30.3913687713,1.0
-26.3597,2,0.005,1.0,2.1793e-19,-39.9799,0.3,,1.0,7795.3283944,1.0,7795.3283944,500,0.005,-22.3280352923,200.000000102,88.1309,500.0,-22.3280352923,0.005,100,307.76,-22.3280352923,1.0
-28.7276,2,0.00333333,1.0,5.43914e-20,-39.9981,0.3,,1.0,7926.07024509,1.0,7926.07024509,500,0.00333333,-33.463319991,299.999969474,88.3451,500.0,-33.463319991,0.00333333,100,270.71,-33.463319991,1.0
-30.0731,2,0.0025,1.0,5.4346e-20,-39.8337,0.3,,1.0,7696.99946999,1.0,7696.99946999,500,0.0025,-34.109627388,400.0,88.114,500.0,-34.109627388,0.0025,100,267.69,-34.109627388,1.0
-31.8149,1,0.002,1.0,5.43187e-20,-40.545,0.3,,1.0,7826.94662589,1.0,7826.94662589,500,0.002,-38.7822037648,500.000006643,88.1654,500.0,-38.7822037648,0.002,100,263.41,-38.7822037648,1.0
-24.2473,2,0.01,1.0,3.50449e-18,-43.9296,0.3,,1.0,7724.89262151,1.0,7724.89262151,500,0.01,-24.2473332919,100.0,87.4508,500.0,-24.2473332919,0.01,100,290.32,-24.2473332919,1.0
-34.0057,2,0.005,1.0,2.1793e-19,-47.9231,0.3,,1.0,7478.7382532,1.0,7478.7382532,500,0.005,-43.7640686734,200.000000102,87.2985,500.0,-43.7640686734,0.005,100,248.17,-43.7640686734,1.0
-36.4019,2,0.00333333,1.0,5.43914e-20,-47.7654,0.3,,1.0,7683.94136059,1.0,7683.94136059,500,0.00333333,-41.1941741595,299.999969474,87.3377,500.0,-41.1941741595,0.00333333,100,254.91,-41.1941741595,1.0
-36.644,2,0.0025,1.0,5.4346e-20,-46.8074,0.3,,1.0,7871.77388799,1.0,7871.77388799,500,0.0025,-37.3704573863,400.0,87.5748,500.0,-37.3704573863,0.0025,100,257.12,-37.3704573863,1.0
-37.2154,1,0.002,1.0,5.43187e-20,-46.3058,0.3,,1.0,7568.73012341,1.0,7568.73012341,500,0.002,-39.5008348378,500.000006643,87.3807,500.0,-39.5008348378,0.002,100,260.07,-39.5008348378,1.0
-35.6827,2,0.01,1.0,3.50449e-18,-54.8469,0.3,,1.0,7600.26383978,1.0,7600.26383978,500,0.01,-35.6827435457,100.0,86.7425,500.0,-35.6827435457,0.01,100,267.5,-35.6827435457,1.0
-37.1399,2,0.005,1.0,2.1793e-19,-50.7118,0.3,,1.0,7729.65449652,1.0,7729.65449652,500,0.005,-38.5969740195,200.000000102,87.1231,500.0,-38.5969740195,0.005,100,259.72,-38.5969740195,1.0
-39.2599,2,0.00333333,1.0,5.43914e-20,-51.0275,0.3,,1.0,7586.42686171,1.0,7586.42686171,500,0.00333333,-43.4998596502,299.999969474,87.0218,500.0,-43.4998596502,0.00333333,100,251.79,-43.4998596502,1.0
-41.0505,2,0.0025,1.0,5.4346e-20,-51.2416,0.3,,1.0,7206.30971813,1.0,7206.30971813,500,0.0025,-46.4222948736,400.0,86.4452,500.0,-46.4222948736,0.0025,100,234.07,-46.4222948736,1.0
-41.379,1,0.002,1.0,5.43187e-20,-50.4942,0.3,,1.0,7437.64308653,1.0,7437.64308653,500,0.002,-42.6932508469,500.000006643,86.321,500.0,-42.6932508469,0.002,100,253.23,-42.6932508469,1.0
-32.5505,2,0.01,1.0,3.50449e-18,-51.7023,0.3,,1.0,7695.02634948,1.0,7695.02634948,500,0.01,-32.5505108669,100.0,87.2816,500.0,-32.5505108669,0.01,100,278.4,-32.5505108669,1.0
-26.3338,2,0.005,1.0,2.1793e-19,-40.165,0.3,,1.0,8038.05462098,1.0,8038.05462098,500,0.005,-20.1171268351,200.000000102,88.4676,500.0,-20.1171268351,0.005,100,294.14,-20.1171268351,1.0
-28.5456,2,0.00333333,1.0,5.43914e-20,-39.8387,0.3,,1.0,8029.9313115,1.0,8029.9313115,500,0.00333333,-32.9691409578,299.999969474,88.7544,500.0,-32.9691409578,0.00333333,100,276.04,-32.9691409578,1.0
