VarDiscRet,J,IterType,VanillaAvgRet,AvgRet,MaxNormIw,AvgNormIw,ESSRenyi,VarNormIw,VarVanillaIw,VarJ,Bound,EpsThisIter,ESSClassic,BatchSize,MinVanillaIw,AvgEpLen,AvgVanillaIw,MinNormIw,Delta,MaxVanillaIw,AvgDiscRet,eRenyi2,VarRet
10041.270214612372,341.00626,1,107.9389303763378,107.9389303763378,0.26136222,0.009999999,8.639639285568036,0.0015237256,22.063385,333.56964,213.71692,100,6.217016908592995,100,5.3229673e-16,11.8,1.2033242,4.4235522e-18,0.65,31.450348,107.9389303763378,11.574557,10041.270214612372
80671.21821503201,902.42847,1,311.846325409402,311.846325409402,0.24234167,0.01,11.128204605734584,0.0011176787,19.998589,1498.2843,504.4672,100,8.28842388876932,100,9.640251e-19,32.2,1.337646,7.206877e-21,0.65,32.416737,311.846325409402,8.986176,80671.21821503201
898336.0742888196,4245.5474,1,940.8410800187723,940.8410800187723,0.71547794,0.01,5.290892735214982,0.0051483773,105.64742,5641.235,2650.4797,100,1.9242267061572627,100,,95.08,1.4324988,,0.65,102.49213,940.8410800187723,18.900402,898336.0742888196
3292513.795193138,nan,,940.8410800187723,940.8410800187723,nan,nan,30.67754575187014,nan,nan,nan,nan,100,nan,200,0.009756846,95.08,inf,nan,0.65,inf,2328.7765258751515,6.5194263,898336.0742888196
669391.0257155562,3136.888,1,853.3563375696046,853.3563375696046,0.2682704,0.005000001,12.108392337981302,0.0005843215,41.36594,8248.825,2082.4978,100,8.245384749760657,200,,86.35,1.3303488,,0.65,71.37864,853.3563375696046,16.51747,669391.0257155562
3545732.5736679044,3094.3635,2,3094.3637297136443,3094.3637297136443,0.01,0.009999998,200.0,3.5044917e-18,,1873.5728,2727.4639,100,100.0,200,1.0,310.09,1.0,0.01,0.65,1.0,3094.3637297136443,1.0,3545732.5736679044
3430389.5156496326,4821.5303,1,2858.968756894991,2858.968756894991,0.062126216,0.005,30.91325995024903,0.00013937391,4.383907,811.4569,4161.6353,100,30.54796689985207,200,1.3724155e-11,286.61,0.8867678,7.738302e-14,0.65,11.018306,2858.968756894991,6.4697156,3430389.5156496326
892019.5289903884,4643.3765,2,4643.376251378632,4643.376251378632,0.01,0.009999998,200.0,3.5044917e-18,,939.7337,4276.4766,100,100.0,200,1.0,464.52,1.0,0.01,0.65,1.0,4643.376251378632,1.0,892019.5289903884
1824330.700190368,4956.1895,1,4444.864539726739,4444.864539726739,0.016075525,0.005,121.34093129791972,1.8623266e-05,0.8393851,152.93806,4623.1133,100,114.86289637233102,200,0.0008242808,444.69,1.0615066,3.882599e-06,0.65,3.4128554,4444.864539726739,1.6482484,1824330.700190368
519965.4621792965,4835.963,2,4835.962828207638,4835.962828207638,0.01,0.009999998,200.0,3.5044917e-18,,717.4718,4469.063,100,100.0,200,1.0,483.7,1.0,0.01,0.65,1.0,4835.962828207638,1.0,519965.4621792965
