eRenyi2,VarJ,MaxVanillaIw,Bound,ESSRenyi,VarRet,AvgVanillaIw,MinNormIw,AvgRet,VarNormIw,VarDiscRet,AvgEpLen,VarVanillaIw,AvgNormIw,VanillaAvgRet,AvgDiscRet,MinVanillaIw,J,MaxNormIw,ESSClassic,BatchSize
2.46705,194.53038,3.4602373,-838.65497,40.5342400593454,4629273.220587919,1.2620815,5.122938e-15,-1683.2841716002617,9.982221e-05,4629273.220587919,200.0,1.5900179,0.010000002,-1683.2841716002617,-1683.2841716002617,6.465565e-13,-77.33842,0.02741691,50.295740571498776,100
1.1220587,54.94143,1.3544477,-303.54147,89.12189319088179,256680.1540949882,0.9633136,0.0003853286,-99.70406865915547,1.712722e-05,256680.1540949882,200.0,0.158936,0.01,-99.70406865915547,-99.70406865915547,0.03711923,-18.255627,0.014060299,85.502282732794,100
1.0651132,11.239066,1.2348624,-47.654144,93.88673545300368,1867.9848380771975,0.9717195,0.0016146495,-14.291606094776318,7.497099e-06,1867.9848380771975,200.0,0.07079052,0.010000002,-14.291606094776318,-14.291606094776318,0.15689865,-10.142046,0.012708013,93.09068258272545,100
1.4677633,9.157729,1.985784,-11.730901,68.1308761971887,82.7829228801858,1.0363468,2.8693064e-06,-10.283225787037045,3.877782e-05,82.7829228801858,200.0,0.41647947,0.01,-10.283225787037045,-10.283225787037045,0.00029735963,-8.804952,0.019161386,72.25952312427096,100
1.9711807,9.713149,4.997111,-11.878964,50.73101676868781,59.42470970825897,1.0885991,0.00013829704,-10.143662686396473,8.8846115e-05,59.42470970825897,200.0,1.0528691,0.01,-10.143662686396473,-10.143662686396473,0.015055003,-8.618904,0.04590405,53.203473835638256,100
2.0847716,10.369488,2.860458,-10.899454,47.966884434719105,67.13239203752701,0.8943341,1.4744956e-13,-9.759004318470495,0.0001350118,67.13239203752701,200.0,1.0798696,0.009999999,-9.759004318470495,-9.759004318470495,1.3186917e-11,-7.4519243,0.03198422,42.79691869741267,100
1.2124641,7.025838,2.5622933,-8.98384,82.47666919086498,46.295574328504195,1.1109824,0.0020233747,-7.191027613405266,2.2170336e-05,46.295574328504195,200.0,0.27364445,0.01,-7.191027613405266,-7.191027613405266,0.22479334,-6.7456284,0.023063311,82.00172669843589,100
3.01121,10.307681,6.0841713,-9.599897,33.20924185644734,54.018812204190795,0.74009943,2.8335295e-05,-8.534226700442629,0.0002990516,54.018812204190795,200.0,1.6380466,0.01,-8.534226700442629,-8.534226700442629,0.0020970935,-6.110932,0.082207486,25.248629261079138,100
1.2266917,7.107405,1.5452032,-9.985701,81.52007398081055,46.43333253265162,1.034097,0.00010513142,-8.073123214153446,2.1872045e-05,46.43333253265162,200.0,0.23389015,0.009999999,-8.073123214153446,-8.073123214153446,0.010871608,-7.816551,0.014942537,82.20080319563235,100
1.5683681,7.4126234,4.00594,-8.434141,63.76054285263664,43.53112447230952,1.0052326,0.00083326496,-6.9034301394168995,5.321667e-05,43.53112447230952,200.0,0.5377505,0.01,-6.9034301394168995,-6.9034301394168995,0.08376251,-5.9762735,0.039850876,65.4945432191196,100
1.0280164,6.6978126,1.4326856,-10.765206,97.2747081941276,44.79392885540167,0.96147615,0.0084166685,-8.88212356103804,1.8403919e-06,44.79392885540167,200.0,0.01701325,0.010000002,-8.88212356103804,-8.88212356103804,0.80924255,-8.833382,0.014900897,98.21061602374157,100
1.4679593,8.157431,2.0608485,-9.885211,68.12178037677839,51.390351102882185,0.9346469,5.643691e-05,-8.335126874032477,5.142113e-05,51.390351102882185,200.0,0.4491969,0.01,-8.335126874032477,-8.335126874032477,0.0052748583,-7.515392,0.022049487,66.26601351069112,100
1.163588,7.3439174,2.1798832,-8.968889,85.94106845240657,49.66082277106292,0.98511976,0.0055839014,-7.190219811165724,1.3395301e-05,49.66082277106292,200.0,0.12999618,0.01,-7.190219811165724,-7.190219811165724,0.5500812,-6.894972,0.022128103,88.2913729894805,100
1.0293834,6.68053,1.827727,-8.908059,97.14553194209583,43.93366092288977,0.9936931,0.00677154,-6.997540959564338,3.2446144e-06,43.93366092288977,200.0,0.032038163,0.01,-6.997540959564338,-6.997540959564338,0.6728832,-6.9429383,0.018393274,96.88779100551082,100
1.6002828,11.79766,18.081987,-8.987854,62.488955534970756,49.62045239976576,1.1920073,0.0058812564,-7.452789426533083,0.00022774009,49.62045239976576,200.0,3.235916,0.010000002,-7.452789426533083,-7.452789426533083,0.70105004,-6.515254,0.1516936,30.725486256594944,100
1.0696131,6.931497,1.9274976,-9.173484,93.49174957216805,48.25183442455207,0.9932684,0.0086493855,-7.386225701813125,3.4085692e-06,48.25183442455207,200.0,0.03362833,0.01,-7.386225701813125,-7.386225701813125,0.85911614,-7.2334237,0.019405607,96.73566649905635,100
1.0107319,6.803702,1.4231203,-9.118664,98.93820160181463,46.84066407624197,0.98657507,0.009462688,-7.25156352665931,6.686309e-07,46.84066407624197,200.0,0.006507987,0.01,-7.25156352665931,-7.25156352665931,0.93356526,-7.231242,0.014424855,99.34239251710947,100
1.8898624,6.4068613,2.874763,-7.597601,52.91390475745924,38.00746180881733,1.0343812,1.519239e-06,-6.172747078103315,8.376252e-05,38.00746180881733,200.0,0.8962125,0.01,-6.172747078103315,-6.172747078103315,0.00015714722,-4.9109244,0.027792105,54.66724241559552,100
8.004715,6.982703,11.200198,-8.298099,12.492637205321419,59.51263475858804,0.8282335,,-7.854607883793809,0.00091065525,59.51263475858804,200.0,6.2468286,0.01,-7.854607883793809,-7.854607883793809,,-2.7936575,0.13522996,9.9845359977863,100
2.0597847,8.0296955,3.502527,-9.354334,48.548764532755484,56.22443341435322,0.88175046,2.1653226e-05,-8.033228420456297,0.00012045508,56.22443341435322,200.0,0.93651897,0.01,-8.033228420456297,-8.033228420456297,0.0019092743,-6.5770006,0.039722428,45.609917509554705,100
8.736956,13.635412,12.29219,-9.907892,11.445634393663301,53.197869664646376,0.8854555,,-8.75760494197589,0.0010309421,53.197869664646376,200.0,8.08291,0.01,-8.75760494197589,-8.75760494197589,,-4.1287465,0.13882335,8.923531800725373,100
