J,AvgNormIw,ESSClassic,MaxVanillaIw,VanillaAvgRet,AvgEpLen,AvgVanillaIw,VarNormIw,Delta,BatchSize,MaxNormIw,AvgDiscRet,MinNormIw,ESSRenyi,AvgRet,IterType,EpsThisIter,VarVanillaIw,VarRet,VarJ,MinVanillaIw,VarDiscRet,eRenyi2,Bound
-82.3866,0.01,96.1063446582,1.26815,-86.234298722,119.07,0.995503,4.09233e-06,0.1,100,0.0127388,-86.234298722,0.0028574,96.7296159243,-86.234298722,1,100,0.0405561,7182.11556875,70.7376,0.284455,7182.11556875,1.03381,-209.627
-81.0969,0.01,99.8814467109,1.1276,-81.2701497962,113.11,1.00872,1.19912e-07,0.1,100,0.0111785,-81.2701497962,0.00920363,99.8580090604,-81.2701497962,1,100,0.00122013,6087.04596998,77.2325,0.92839,6087.04596998,1.00142,-206.328
-72.096,0.01,98.8310302522,1.10654,-73.4206950739,103.63,1.00727,1.19474e-06,0.1,100,0.0109856,-73.4206950739,0.0052756,98.9695080859,-73.4206950739,1,100,0.0121217,3756.11701827,54.1916,0.531395,3756.11701827,1.01041,-197.888
-71.1801,0.01,98.0136203698,1.23457,-74.4814774469,104.78,1.00749,2.04708e-06,0.1,100,0.0122539,-74.4814774469,0.00601717,97.4367105112,-74.4814774469,1,100,0.0207784,3801.39693977,43.3218,0.606222,3801.39693977,1.02631,-197.956
-84.1343,0.01,99.2505918183,1.15301,-85.0175887439,117.37,0.999372,7.62717e-07,0.1,100,0.0115373,-85.0175887439,0.00718093,99.2478157125,-85.0175887439,1,100,0.0076176,7216.05586775,81.2719,0.717642,7216.05586775,1.00758,-209.749
-79.295,0.01,96.415211516,1.22923,-83.0492213887,114.17,0.976416,3.75559e-06,0.1,100,0.0125892,-83.0492213887,0.00382626,97.1266804604,-83.0492213887,1,100,0.0358054,7286.16329556,73.7798,0.373602,7286.16329556,1.02958,-206.264
-73.8195,0.01,98.9369305098,1.16225,-75.3100411564,106.19,0.990951,1.08535e-06,0.1,100,0.0117286,-75.3100411564,0.00743724,98.7838619029,-75.3100411564,1,100,0.0106579,3798.65492444,53.2318,0.736994,3798.65492444,1.01231,-199.73
-77.3435,0.01,98.475692343,1.53254,-79.0562240425,111.3,0.999183,1.56354e-06,0.1,100,0.0153379,-79.0562240425,0.0084378,98.72685948,-79.0562240425,1,100,0.0156099,4926.6619604,62.4911,0.843091,4926.6619604,1.0129,-203.29
-89.9901,0.01,97.4762856998,1.26075,-93.2760779971,127.33,1.00437,2.61521e-06,0.1,100,0.0125527,-93.2760779971,0.0040973,97.7212378711,-93.2760779971,1,100,0.026381,9289.9942773,88.0919,0.41152,9289.9942773,1.02332,-216.583
-73.0477,0.01,99.6549625115,1.16406,-73.4849856035,103.87,1.00422,3.49725e-07,0.1,100,0.0115916,-73.4849856035,0.00848064,99.6571060358,-73.4849856035,1,100,0.00352684,3779.36184435,59.1166,0.851644,3779.36184435,1.00344,-198.404
-71.8975,0.01,98.37656851,1.22932,-73.7324233182,104.46,1.00677,1.6669e-06,0.1,100,0.0122106,-73.7324233182,0.00589925,98.6469252272,-73.7324233182,1,100,0.0168955,3786.64545428,53.3586,0.593918,3786.64545428,1.01372,-197.888
-78.4438,0.01,99.0194426858,1.47991,-79.5570832439,111.38,1.00411,1.00029e-06,0.1,100,0.0147386,-79.5570832439,0.00853335,99.1369049026,-79.5570832439,1,100,0.0100852,4922.93995348,64.8681,0.85684,4922.93995348,1.00871,-204.13
-74.6794,0.01,99.0846148733,1.27389,-75.6179353304,106.6,1.00421,9.33176e-07,0.1,100,0.0126856,-75.6179353304,0.00702529,99.2626014312,-75.6179353304,1,100,0.00941042,3836.38392837,56.4642,0.705483,3836.38392837,1.00743,-200.285
-76.226,0.01,98.4282949295,1.20418,-78.1880418912,109.28,0.992579,1.61292e-06,0.1,100,0.0121319,-78.1880418912,0.00621678,98.405830815,-78.1880418912,1,100,0.0158907,4951.39225964,62.0089,0.617064,4951.39225964,1.0162,-202.376
-73.047,0.01,99.8395789892,1.11456,-73.2962692183,104.22,0.992659,1.62292e-07,0.1,100,0.011228,-73.2962692183,0.00922151,99.8038332935,-73.2962692183,1,100,0.00159918,2570.44192998,49.1192,0.915382,2570.44192998,1.00197,-198.276
-79.9315,0.01,99.1113920747,1.43845,-80.8766706517,112.29,0.998293,9.05645e-07,0.1,100,0.0144091,-80.8766706517,0.00924524,99.2765691141,-80.8766706517,1,100,0.00902556,6113.39071697,73.9308,0.922946,6113.39071697,1.00729,-205.527
-86.5858,0.01,99.7499905345,1.13271,-87.3418790573,121.39,0.981913,2.53202e-07,0.1,100,0.0115357,-87.3418790573,0.00950123,99.4423900671,-87.3418790573,1,100,0.00244125,7093.17291765,80.9553,0.932938,7093.17291765,1.00561,-212.079
-77.1616,0.01,98.8776459877,1.5459,-78.1857343917,109.49,1.00756,1.14655e-06,0.1,100,0.015343,-78.1857343917,0.00904891,99.1959302817,-78.1857343917,1,100,0.0116396,4955.52706528,66.5053,0.911736,4955.52706528,1.00811,-202.81
-66.5597,0.01,99.2913536295,1.13217,-67.1444939457,96.76,0.99158,7.20919e-07,0.1,100,0.0114179,-67.1444939457,0.00650221,99.5271734101,-67.1444939457,1,100,0.00708829,1374.32961984,32.6,0.644746,1374.32961984,1.00475,-191.987
-78.6762,0.01,98.8133772122,1.26868,-80.7972972028,112.21,1.03011,1.21298e-06,0.1,100,0.012316,-80.7972972028,0.00672511,98.3459660677,-80.7972972028,1,100,0.0128711,6115.68848733,69.833,0.692757,6115.68848733,1.01682,-204.867
-80.9732,0.01,99.7852306078,1.15932,-81.4452736582,113.82,0.999054,2.17403e-07,0.1,100,0.0116042,-81.4452736582,0.00868024,99.6375039835,-81.4452736582,1,100,0.00216991,6101.59538572,75.7802,0.867203,6101.59538572,1.00364,-206.344
-92.2863,0.01,97.6657290806,1.28832,-96.1510241823,130.42,1.02175,2.41421e-06,0.1,100,0.012609,-96.1510241823,0.00449262,97.0418494456,-96.1510241823,1,100,0.0252036,10375.4542709,92.3078,0.459032,10375.4542709,1.03048,-219.322
-83.4323,0.01,99.4566335879,1.12532,-84.0213716511,115.83,1.0024,5.51865e-07,0.1,100,0.0112262,-84.0213716511,0.00757783,99.5492246985,-84.0213716511,1,100,0.0055452,7229.92107418,82.3031,0.759604,7229.92107418,1.00453,-208.851
-81.7946,0.01,99.2179503481,1.08884,-82.544725789,114.87,1.00088,7.96163e-07,0.1,100,0.0108789,-82.544725789,0.00681326,99.3766192103,-82.544725789,1,100,0.00797561,6067.84484184,74.6635,0.681924,6067.84484184,1.00627,-207.329
-71.2908,0.01,99.738298215,1.17744,-71.7124992768,102.36,1.00716,2.65021e-07,0.1,100,0.0116906,-71.7124992768,0.00835602,99.6772132518,-71.7124992768,1,100,0.00268832,2606.92970952,47.6294,0.841589,2606.92970952,1.00324,-196.629
-83.084,0.01,97.7992837088,1.14813,-86.0640773459,118.8,0.99339,2.27295e-06,0.1,100,0.0115577,-86.0640773459,0.00317625,98.2265928405,-86.0640773459,1,100,0.02243,7178.95974679,76.8749,0.315525,7178.95974679,1.01805,-209.351
-86.0889,0.01,98.1870201114,1.22762,-87.9061905918,120.23,0.988041,1.86513e-06,0.1,100,0.0124248,-87.9061905918,0.00371876,98.3078862336,-87.9061905918,1,100,0.0182079,8356.977186,85.8791,0.367429,8356.977186,1.01721,-212.316
-93.5304,0.01,94.9591949467,1.44676,-100.45068182,135.51,1.00239,5.36199e-06,0.1,100,0.0144332,-100.45068182,0.00315213,94.6302681651,-100.45068182,1,100,0.0538761,11351.8716201,90.2881,0.315965,11351.8716201,1.05674,-222.174
-84.8703,0.01,98.2487787807,1.4363,-86.7276329234,120.3,1.00382,1.80046e-06,0.1,100,0.0143083,-86.7276329234,0.00375748,98.4796746603,-86.7276329234,1,100,0.0181424,7160.32012295,77.7027,0.377183,7160.32012295,1.01544,-210.976
-77.4597,0.01,98.8341199079,1.58337,-78.4052941662,109.94,0.997677,1.19155e-06,0.1,100,0.0158706,-78.4052941662,0.00691668,99.2902704245,-78.4052941662,1,100,0.0118602,4965.41824312,66.4071,0.690061,4965.41824312,1.00715,-203.048
-98.243,0.01,99.7224125065,1.11625,-98.7304227401,133.96,0.999359,2.81163e-07,0.1,100,0.0111696,-98.7304227401,0.00870738,99.6102089027,-98.7304227401,1,100,0.00280803,10250.5088941,99.394,0.87018,10250.5088941,1.00391,-223.63
-100.706,0.01,99.5236414444,1.1124,-101.344636926,136.4,1.0039,4.83457e-07,0.1,100,0.0110808,-101.344636926,0.00780793,99.5429756446,-101.344636926,1,100,0.00487233,11336.5574423,105.273,0.783837,11336.5574423,1.00459,-226.136
-72.6293,0.01,99.6652951177,1.19231,-73.1019487309,103.16,0.998207,3.39188e-07,0.1,100,0.0119445,-73.1019487309,0.00881111,99.6233517408,-73.1019487309,1,100,0.00337972,3783.55896359,58.5647,0.879531,3783.55896359,1.00378,-198.006
-73.8364,0.01,99.7409156001,1.16381,-74.2170794244,104.72,0.997345,2.62384e-07,0.1,100,0.0116691,-74.2170794244,0.00944521,99.702032809,-74.2170794244,1,100,0.00260993,3766.71886008,59.0026,0.942013,3766.71886008,1.00299,-199.165
-83.4702,0.01,99.131907202,1.37107,-84.8939412831,117.19,0.993134,8.84518e-07,0.1,100,0.0138055,-84.8939412831,0.00874781,98.9649661334,-84.8939412831,1,100,0.00872413,7227.08655724,79.4574,0.868774,7227.08655724,1.01046,-209.263
-86.0002,0.01,99.4893298154,1.30197,-86.9441515452,120.41,0.993228,5.18482e-07,0.1,100,0.0131085,-86.9441515452,0.0086917,99.2866860973,-86.9441515452,1,100,0.00511484,7120.05621418,80.9891,0.863284,7120.05621418,1.00718,-211.589
-70.2168,0.01,99.264373724,1.33116,-70.8021729296,100.42,1.01718,7.48584e-07,0.1,100,0.0130869,-70.8021729296,0.00895065,99.548693085,-70.8021729296,1,100,0.00774519,2579.38853925,47.0988,0.910438,2579.38853925,1.00453,-195.64
-73.5044,0.01,99.5849269658,1.36425,-73.8655210984,104.96,1.00685,4.21026e-07,0.1,100,0.0135496,-73.8655210984,0.00865323,99.7157806973,-73.8655210984,1,100,0.00426818,3764.92181085,59.1677,0.871255,3764.92181085,1.00285,-198.824
-70.2982,0.01,98.7813681257,1.12579,-72.0941938683,102.42,0.999622,1.24613e-06,0.1,100,0.0112621,-72.0941938683,0.00477295,98.8519836545,-72.0941938683,1,100,0.0124519,2628.17722089,41.9729,0.477114,2628.17722089,1.01161,-196.164
-74.6108,0.01,97.6699895163,1.29922,-77.4936400697,108.03,1.01563,2.4097e-06,0.1,100,0.0127922,-77.4936400697,0.00534626,97.7424049763,-77.4936400697,1,100,0.0248561,4925.2034069,57.4754,0.542981,4925.2034069,1.0231,-201.189
-77.2674,0.01,99.4048578112,1.18395,-78.5593779078,110.2,1.01136,6.0476e-07,0.1,100,0.0117065,-78.5593779078,0.00685161,99.0305087011,-78.5593779078,1,100,0.00618578,4922.63477215,64.3939,0.692944,4922.63477215,1.00979,-203.015
-73.7172,0.01,97.4868207789,2.16351,-75.1275407875,105.89,1.01103,2.60401e-06,0.1,100,0.021399,-75.1275407875,0.00863506,98.8692268735,-75.1275407875,1,100,0.0266177,3786.74730116,56.6779,0.873032,3786.74730116,1.01144,-199.572
-80.7206,0.01,99.6636931231,1.2682,-81.2214149733,112.84,0.996053,3.40844e-07,0.1,100,0.0127322,-81.2214149733,0.00943677,99.6124917931,-81.2214149733,1,100,0.00338159,6104.60723977,75.6473,0.939953,6104.60723977,1.00389,-206.103
-72.0281,0.01,99.8293710563,1.05119,-72.2167417325,102.86,0.998422,1.72657e-07,0.1,100,0.0105285,-72.2167417325,0.00843208,99.849700669,-72.2167417325,1,100,0.00172112,2578.55610309,49.4564,0.841877,2578.55610309,1.00151,-197.265
-77.8689,0.01,99.6279109236,1.34287,-78.4563275689,109.82,0.999796,3.77224e-07,0.1,100,0.0134314,-78.4563275689,0.00938049,99.556148007,-78.4563275689,1,100,0.0037707,4941.7273952,67.9942,0.937857,4941.7273952,1.00446,-203.289
-74.2034,0.01,97.8605483683,1.15667,-76.6611250959,107.5,0.996377,2.20829e-06,0.1,100,0.0116088,-76.6611250959,0.00537283,97.9324648859,-76.6611250959,1,100,0.0219232,4972.07942989,59.4185,0.535337,4972.07942989,1.02111,-200.657
-73.8172,0.01,99.207746646,1.30674,-74.9203035088,105.32,1.0074,8.06646e-07,0.1,100,0.0129714,-74.9203035088,0.00744042,99.1733903551,-74.9203035088,1,100,0.0081863,3771.22540664,55.2773,0.749549,3771.22540664,1.00833,-199.479
-78.4617,0.01,98.0724221119,1.33546,-81.2979488693,113.22,1.00466,1.98536e-06,0.1,100,0.0132927,-81.2979488693,0.00671724,97.8774911855,-81.2979488693,1,100,0.020039,6097.82057369,66.3993,0.674854,6097.82057369,1.02169,-204.954
-87.0891,0.01,91.8073178321,1.40672,-94.723812225,128.18,0.952638,9.01392e-06,0.1,100,0.0147666,-94.723812225,0.00194373,93.1392192728,-94.723812225,1,100,0.0818031,10461.1738888,84.4307,0.185167,10461.1738888,1.07366,-216.759
-89.7785,0.01,98.5836505487,1.15106,-91.7843408261,124.95,0.998503,1.45122e-06,0.1,100,0.0115278,-91.7843408261,0.00564964,98.6228368446,-91.7843408261,1,100,0.0144688,9397.48285011,91.7615,0.564118,9397.48285011,1.01396,-215.791
-78.4585,0.01,98.7880781816,1.25655,-80.5502336521,112.25,1.01241,1.23916e-06,0.1,100,0.0124115,-80.5502336521,0.00551879,98.4302637278,-80.5502336521,1,100,0.0127011,6094.79658501,69.7855,0.558728,6094.79658501,1.01595,-204.592
-77.8849,0.01,97.5015469812,1.14523,-80.6743337473,111.85,0.992348,2.58834e-06,0.1,100,0.0115406,-80.6743337473,0.00276595,97.6378997547,-80.6743337473,1,100,0.0254888,6144.91709583,68.2923,0.274479,6144.91709583,1.02419,-204.531
-75.4386,0.01,99.858356719,1.1721,-75.6294179071,107.07,0.998347,1.43264e-07,0.1,100,0.0117404,-75.6294179071,0.00943431,99.8472999321,-75.6294179071,1,100,0.00142791,3756.77689231,60.0194,0.941871,3756.77689231,1.00153,-200.675
-67.4924,0.01,96.1054327478,1.20653,-71.0125603059,101.36,0.971439,4.09334e-06,0.1,100,0.01242,-71.0125603059,0.00361843,97.6504363103,-71.0125603059,1,100,0.0386286,2615.01198227,27.7252,0.351509,2615.01198227,1.02406,-194.127
-74.5174,0.01,99.5793845695,1.23146,-75.2888995366,106.72,1.01091,4.26635e-07,0.1,100,0.0121817,-75.2888995366,0.00840875,99.4458559643,-75.2888995366,1,100,0.00435998,3752.82283657,56.8411,0.850052,3752.82283657,1.00557,-200.008
-72.969,0.01,98.6911405972,1.33282,-74.7592543869,105.79,1.00366,1.33961e-06,0.1,100,0.0132796,-74.7592543869,0.00536945,98.7980442514,-74.7592543869,1,100,0.0134944,3777.37322512,52.5827,0.538912,3777.37322512,1.01217,-198.871
-79.8807,0.01,99.8915203511,1.1481,-80.1109332582,111.15,0.991516,1.09671e-07,0.1,100,0.0115792,-80.1109332582,0.00954736,99.8178230678,-80.1109332582,1,100,0.00107818,6147.79399416,77.3945,0.946636,6147.79399416,1.00183,-205.136
-83.8706,0.01,98.1008121676,1.37519,-86.4661542781,119.77,1.01023,1.95549e-06,0.1,100,0.0136126,-86.4661542781,0.00505339,98.2336785003,-86.4661542781,1,100,0.0199572,7162.29037296,75.7628,0.51051,7162.29037296,1.01798,-210.131
-93.2057,0.01,98.6480604006,1.44892,-94.7775332262,128.19,1.00958,1.38433e-06,0.1,100,0.0143516,-94.7775332262,0.00776821,98.7835478199,-94.7775332262,1,100,0.0141099,10479.0466322,97.4164,0.784267,10479.0466322,1.01231,-219.116
-77.2646,0.01,99.3521325684,1.41849,-78.0255744427,109.55,0.997655,6.58664e-07,0.1,100,0.0142182,-78.0255744427,0.00933546,99.4195023507,-78.0255744427,1,100,0.00655578,4960.12190229,66.743,0.931356,4960.12190229,1.00584,-202.772
-63.8387,0.01,99.3924785303,1.33397,-63.993740916,93.55,0.994253,6.174e-07,0.1,100,0.0134168,-63.993740916,0.0077842,99.4089341866,-63.993740916,1,100,0.00610324,115.237558872,10.7811,0.773947,115.237558872,1.00595,-91.0789
-81.6782,0.01,99.2333935788,1.22458,-83.0292579404,115.58,1.0055,7.80326e-07,0.1,100,0.0121788,-83.0292579404,0.00731661,98.9943852963,-83.0292579404,1,100,0.00788934,6043.2861282,71.941,0.735686,6043.2861282,1.01016,-207.454
-75.1809,0.01,99.751830698,1.20333,-75.5353534231,106.52,0.997508,2.51325e-07,0.1,100,0.0120634,-75.5353534231,0.00950063,99.7273389674,-75.5353534231,1,100,0.00250074,3778.52188148,59.3455,0.947695,3778.52188148,1.00273,-200.491
-79.1415,0.01,99.3672881248,1.3659,-79.9139774367,112.3,1.00861,6.43164e-07,0.1,100,0.0135424,-79.9139774367,0.0091926,99.412044316,-79.9139774367,1,100,0.00654289,4888.75451978,66.2032,0.927176,4888.75451978,1.00591,-204.48
-71.385,0.01,99.8452231381,1.0896,-71.6137351251,101.77,0.998253,1.56576e-07,0.1,100,0.010915,-71.6137351251,0.00891396,99.8160889779,-71.6137351251,1,100,0.0015603,2599.83973096,48.9191,0.889838,2599.83973096,1.00184,-196.641
-74.0935,0.01,99.8371951152,1.11817,-74.4098303458,105.36,0.995261,1.64706e-07,0.1,100,0.011235,-74.4098303458,0.00936668,99.7495976654,-74.4098303458,1,100,0.00163149,3761.1727525,59.2969,0.932229,3761.1727525,1.00251,-199.391
-66.7676,0.01,99.850461364,1.1366,-66.9450393124,96.91,0.998403,1.51263e-07,0.1,100,0.0113842,-66.9450393124,0.00942571,99.8582824644,-66.9450393124,1,100,0.0015078,1357.93688709,35.5333,0.941066,1357.93688709,1.00142,-191.986
-71.5152,0.01,99.7846277159,1.15748,-71.8208746934,102.39,0.99864,2.18049e-07,0.1,100,0.0115906,-71.8208746934,0.00955234,99.7646756605,-71.8208746934,1,100,0.00217456,2602.8843867,49.0217,0.953935,2602.8843867,1.00236,-196.805
-76.5041,0.01,98.6379762158,1.14308,-78.1558702141,109.97,1.00224,1.39481e-06,0.1,100,0.0114053,-78.1558702141,0.00625925,98.6921415431,-78.1558702141,1,100,0.0140105,4931.49786698,63.8158,0.627324,4931.49786698,1.01325,-202.473
-82.7369,0.01,98.4086912888,1.42539,-84.8438786913,117.78,1.00216,1.63338e-06,0.1,100,0.0142232,-84.8438786913,0.00640954,98.3119532834,-84.8438786913,1,100,0.0164043,6007.27480443,69.1452,0.642336,6007.27480443,1.01717,-208.942
-73.0571,0.01,99.5360691762,1.16588,-73.6589868072,103.64,0.993605,4.70785e-07,0.1,100,0.0117338,-73.6589868072,0.00857424,99.5279055403,-73.6589868072,1,100,0.00464783,3773.64794621,58.1118,0.85194,3773.64794621,1.00474,-198.495
-86.1438,0.01,99.3624285003,1.29559,-87.1561122179,119.38,0.999565,6.48126e-07,0.1,100,0.0129615,-87.1561122179,0.00765923,99.2270479857,-87.1561122179,1,100,0.00647562,8363.33458869,87.4442,0.76559,8363.33458869,1.00779,-211.771
-97.0249,0.01,97.5908103502,1.33068,-101.573592511,135.63,1.02202,2.49355e-06,0.1,100,0.0130201,-101.573592511,0.00394305,96.0572435859,-101.573592511,1,100,0.0260456,12542.6324254,102.2,0.402986,12542.6324254,1.04105,-224.71
-79.705,0.01,97.0726265378,1.27355,-83.3445927034,115.97,0.998963,3.04611e-06,0.1,100,0.0127487,-83.3445927034,0.00491115,97.1780105391,-83.3445927034,1,100,0.0303979,6026.33998626,63.8675,0.490606,6026.33998626,1.02904,-206.652
-82.2019,0.01,98.0201327085,1.12246,-84.0714691269,115.72,0.980147,2.04027e-06,0.1,100,0.0114519,-84.0714691269,0.00498675,98.6626116152,-84.0714691269,1,100,0.0196006,7255.21279478,79.6404,0.488775,7255.21279478,1.01356,-208.188
-76.5715,0.01,95.7660378042,2.17462,-79.4185816993,110.31,1.02754,4.46579e-06,0.1,100,0.0211633,-79.4185816993,0.00712062,97.8320026245,-79.4185816993,1,100,0.0471517,6138.6348974,66.8342,0.731674,6138.6348974,1.02216,-203.092
-82.2702,0.01,99.5213157036,1.4146,-82.8121147072,115.47,0.999559,4.85824e-07,0.1,100,0.0141522,-82.8121147072,0.00934968,99.5713684931,-82.8121147072,1,100,0.00485396,6046.58508393,75.6306,0.934556,6046.58508393,1.0043,-207.681
-97.5916,0.01,97.3347639333,1.79071,-100.39287345,135.51,0.999893,2.76587e-06,0.1,100,0.017909,-100.39287345,0.00722449,97.7944679017,-100.39287345,1,100,0.0276527,11402.7237119,100.172,0.722372,11402.7237119,1.02255,-224.138
-75.9635,0.01,99.4576688638,1.14195,-77.0148418294,107.16,1.01036,5.50779e-07,0.1,100,0.0113024,-77.0148418294,0.00678487,99.2160278334,-77.0148418294,1,100,0.00562253,4970.28513239,65.6385,0.685517,4970.28513239,1.0079,-201.589
-74.9536,0.01,99.7641465603,1.16302,-75.3187889636,106.56,0.998125,2.38804e-07,0.1,100,0.0116521,-75.3187889636,0.00942888,99.7164800447,-75.3187889636,1,100,0.00237909,3789.44020291,59.4068,0.94112,3789.44020291,1.00284,-200.272
-86.9383,0.01,99.2470482461,1.15528,-88.1296524933,120.65,1.00148,7.66325e-07,0.1,100,0.0115358,-88.1296524933,0.00624684,99.070191836,-88.1296524933,1,100,0.00768593,8338.82535247,87.6206,0.625608,8338.82535247,1.00939,-212.667
-76.0078,0.01,99.1659915451,1.08599,-76.8199539249,108.65,0.999957,8.49482e-07,0.1,100,0.0108604,-76.8199539249,0.00634172,99.3752300433,-76.8199539249,1,100,0.00849409,3730.66837766,56.8145,0.634145,3730.66837766,1.00629,-201.544
-76.0447,0.01,99.0315244738,1.09971,-77.7989360707,108.52,1.00583,9.87824e-07,0.1,100,0.0109334,-77.7989360707,0.00470935,98.9408622328,-77.7989360707,1,100,0.00999367,4949.41343569,63.5849,0.473678,4949.41343569,1.0107,-201.855
-79.9509,0.01,99.3726225622,1.19927,-80.6744357513,111.71,0.994056,6.37731e-07,0.1,100,0.0120644,-80.6744357513,0.00671279,99.3556798714,-80.6744357513,1,100,0.00630173,6134.93602157,75.2555,0.667289,6134.93602157,1.00648,-205.499
-69.8303,0.01,99.6923305512,1.28701,-70.2102712886,99.9,0.999254,3.11728e-07,0.1,100,0.0128797,-70.2102712886,0.00946902,99.710660351,-70.2102712886,1,100,0.00311263,2562.91144783,47.8892,0.946196,2562.91144783,1.0029,-195.153
-70.131,0.01,99.6615140659,1.29541,-70.5591221723,100.64,0.999675,3.43091e-07,0.1,100,0.0129583,-70.5591221723,0.00947784,99.6763131088,-70.5591221723,1,100,0.00342868,2622.51150836,48.6673,0.947475,2622.51150836,1.00325,-195.473
-85.0305,0.01,99.4096160051,1.28187,-86.3740185092,119.3,0.995019,5.99899e-07,0.1,100,0.0128829,-86.3740185092,0.00912364,99.0216594771,-86.3740185092,1,100,0.00593938,7158.9444845,79.4412,0.90782,7158.9444845,1.00988,-210.787
-73.9905,0.01,98.5930144187,1.2938,-75.9123259597,106.6,1.00547,1.44149e-06,0.1,100,0.0128676,-75.9123259597,0.00635368,98.4478915922,-75.9123259597,1,100,0.0145731,4970.35940553,61.2,0.638845,4970.35940553,1.01577,-200.116
-75.4248,0.01,98.2081405446,1.38953,-77.4658749019,108.69,0.995153,1.84299e-06,0.1,100,0.013963,-77.4658749019,0.00674482,98.451554267,-77.4658749019,1,100,0.0182517,4969.27805944,62.0754,0.671213,4969.27805944,1.01573,-201.548
-91.3875,0.01,98.5333672006,1.6374,-93.4576989509,127.57,0.992758,1.50349e-06,0.1,100,0.0164935,-93.4576989509,0.00830485,98.5017383921,-93.4576989509,1,100,0.014818,9315.25072942,90.409,0.824471,9315.25072942,1.01521,-217.479
-96.4203,0.01,99.5350377856,1.25593,-97.0263961871,131.7,1.00101,4.7186e-07,0.1,100,0.0125466,-97.0263961871,0.00816759,99.5134656706,-97.0263961871,1,100,0.00472812,10345.6275825,99.6219,0.817582,10345.6275825,1.00489,-221.868
-66.5426,0.01,99.4626625463,1.09775,-67.4020217866,96.79,1.00087,5.45671e-07,0.1,100,0.010968,-67.4020217866,0.00756407,99.3199303769,-67.4020217866,1,100,0.0054662,1362.15174536,29.632,0.757064,1362.15174536,1.00685,-191.922
-77.4151,0.01,99.7638725419,1.21565,-77.8583057936,108.65,0.993691,2.39082e-07,0.1,100,0.0122337,-77.8583057936,0.00909522,99.6596989136,-77.8583057936,1,100,0.00236075,4944.61808826,67.8941,0.903784,4944.61808826,1.00341,-202.771
-80.6988,0.01,96.8349389148,1.36872,-85.283485609,117.06,1.00509,3.30155e-06,0.1,100,0.0136179,-85.283485609,0.00287626,96.4147750795,-85.283485609,1,100,0.0333522,7218.11740603,70.8101,0.289089,7218.11740603,1.03719,-208.145
-65.8737,0.01,99.9388236206,1.09222,-65.9658868377,94.79,0.998418,6.18374e-08,0.1,100,0.0109396,-65.9658868377,0.00965066,99.9277518016,-65.9658868377,1,100,0.00061642,1363.5085893,36.0311,0.963539,1363.5085893,1.00072,-191.057
-74.6106,0.01,97.0418406107,1.48711,-78.7160824281,110.86,1.01021,3.07909e-06,0.1,100,0.0147208,-78.7160824281,0.00525624,96.9354307525,-78.7160824281,1,100,0.0314231,4962.14989426,52.8685,0.530992,4962.14989426,1.03161,-201.716
-83.1652,0.01,98.9851915198,1.52767,-84.5879225524,116.4,1.01203,1.03557e-06,0.1,100,0.0150951,-84.5879225524,0.00894656,98.9553348371,-84.5879225524,1,100,0.0106063,7238.11852177,79.4509,0.905419,7238.11852177,1.01056,-208.967
-80.5929,0.01,98.5981934015,1.31184,-82.4804067424,114.57,1.00376,1.43611e-06,0.1,100,0.0130692,-82.4804067424,0.00574565,98.356897569,-82.4804067424,1,100,0.0144694,6052.7702361,69.6263,0.576728,6052.7702361,1.01671,-206.776
-103.206,0.01,99.3912179916,1.19095,-104.220061328,139.26,0.993813,6.1872e-07,0.1,100,0.0119836,-104.220061328,0.00772804,99.2286795049,-104.220061328,1,100,0.00611088,12337.1244626,107.99,0.768023,12337.1244626,1.00777,-228.835
-63.1958,0.01,98.9075457164,1.09759,-63.4376390044,91.98,0.995358,1.11567e-06,0.1,100,0.011027,-63.4376390044,0.00547434,99.1804725581,-63.4376390044,1,100,0.0110533,118.146427191,10.9218,0.544893,118.146427191,1.00826,-92.0662
-65.5479,0.01,99.7646754751,1.35184,-65.5868082373,95.51,1.0016,2.38312e-07,0.1,100,0.0134968,-65.5868082373,0.00965308,99.857783206,-65.5868082373,1,100,0.00239077,122.155047875,10.8935,0.966854,122.155047875,1.00142,-96.2882
-81.671,0.01,98.9792051074,1.15005,-82.8571705276,114.73,0.996145,1.04176e-06,0.1,100,0.011545,-82.8571705276,0.00651039,99.0433703664,-82.8571705276,1,100,0.0103375,6074.68407799,72.8326,0.648529,6074.68407799,1.00966,-207.414
-76.4913,0.01,99.0444750601,1.3919,-77.759140127,108.37,0.985994,9.74496e-07,0.1,100,0.0141167,-77.759140127,0.00859711,99.0425517973,-77.759140127,1,100,0.0094739,4935.8307812,64.6365,0.84767,4935.8307812,1.00967,-202.237
-73.5249,0.01,99.1913334806,1.19742,-74.6367024478,105.55,1.00697,8.23512e-07,0.1,100,0.0118913,-74.6367024478,0.0074021,99.1307895075,-74.6367024478,1,100,0.00835039,3774.73055041,55.1762,0.745373,3774.73055041,1.00877,-199.215
-90.5333,0.01,99.2642479855,1.13542,-91.3993404989,124.51,0.99734,7.48716e-07,0.1,100,0.0113844,-91.3993404989,0.00709235,99.2656554248,-91.3993404989,1,100,0.00744738,9403.29373766,94.2637,0.707349,9403.29373766,1.0074,-216.136
