EpsThisIter,SamplesThisIter,IterType,MinVanillaIw,VarJ,ESSClassic,Delta,AvgNormIw,Bound,VarVanillaIw,ESSRenyi,BatchSize,eRenyi2,MinNormIw,MaxVanillaIw,VarNormIw,AvgVanillaIw,J,MaxNormIw,VanillaAvgRet,VarRet,VarDiscRet,AvgEpLen,AvgRet,AvgDiscRet
8419,50000,1,1.0,60.1519,8418.99947796,0.6,0.000118779,41.5296,,100.0,100,1.0,0.000118779,1.0,4.76513e-22,1.0,49.3577,0.000118779,49.3576984973,3618.68245649,3618.68245649,5.93894761848,49.3576984973,49.3576984973
8415,50000,1,1.0,60.064,8415.00040799,0.6,0.000118835,42.8911,,100.0,100,1.0,0.000118835,1.0,4.76513e-22,1.0,49.3859,0.000118835,49.3858999866,3608.11153143,3608.11153143,5.94177064765,49.3858999866,49.3858999866
8446,50000,1,1.0,62.0035,8445.99988044,0.6,0.000118399,37.8009,,100.0,100,1.0,0.000118399,1.0,8.47133e-22,1.0,49.168,0.000118399,49.1680134678,3844.88997187,3844.88997187,5.91996211224,49.1680134678,49.1680134678
8403,50000,1,1.0,62.528,8403.00029015,0.6,0.000119005,37.0928,,100.0,100,1.0,0.000119005,1.0,2.11783e-22,1.0,49.471,0.000119005,49.4709881232,3910.21577024,3910.21577024,5.950255861,49.4709881232,49.4709881232
8273,50000,1,1.0,61.8054,8273.00027932,0.6,0.000120875,40.624,,100.0,100,1.0,0.000120875,1.0,8.47135e-22,1.0,50.4056,0.000120875,50.4056146709,3820.36406112,3820.36406112,6.04375679923,50.4056146709,50.4056146709
8451,50000,1,1.0,59.9598,8450.99988733,0.6,0.000118329,40.7861,,100.0,100,1.0,0.000118329,1.0,,1.0,49.1327,0.000118329,49.1326763599,3595.60365132,3595.60365132,5.91645959058,49.1326763599,49.1326763599
8288,50000,1,1.0,60.8135,8288.00023042,0.6,0.000120656,42.7641,,100.0,100,1.0,0.000120656,1.0,2.11784e-22,1.0,50.2957,0.000120656,50.2956797951,3698.7316971,3698.7316971,6.03281853282,50.2956797951,50.2956797951
8591,50000,1,1.0,59.9849,8591.00047205,0.6,0.000116401,40.242,,100.0,100,1.0,0.000116401,1.0,,1.0,48.1692,0.000116401,48.1692072133,3598.6021534,3598.6021534,5.82004423234,48.1692072133,48.1692072133
8420,50000,1,1.0,61.5641,8419.99979695,0.6,0.000118765,38.1437,,100.0,100,1.0,0.000118765,1.0,4.76513e-22,1.0,49.3507,0.000118765,49.3506593168,3790.59060338,3790.59060338,5.93824228029,49.3506593168,49.3506593168
8550,50000,1,1.0,58.0989,8550.00011705,0.6,0.000116959,40.8558,,100.0,100,1.0,0.000116959,1.0,2.11783e-22,1.0,48.4483,0.000116959,48.4483074231,3375.88267857,3375.88267857,5.84795321637,48.4483074231,48.4483074231
8454,50000,1,1.0,60.1989,8454.00058426,0.6,0.000118287,41.4769,,100.0,100,1.0,0.000118287,1.0,2.11783e-22,1.0,49.1122,0.000118287,49.1121612813,3624.33385141,3624.33385141,5.91436006624,49.1121612813,49.1121612813
8515,50000,1,1.0,61.5484,8515.00024922,0.6,0.00011744,37.6313,,100.0,100,1.0,0.00011744,1.0,2.11783e-22,1.0,48.6888,0.00011744,48.688788812,3788.64615037,3788.64615037,5.87199060482,48.688788812,48.688788812
8517,50000,1,1.0,55.7622,8516.99931884,0.6,0.000117412,40.892,,100.0,100,1.0,0.000117412,1.0,4.76512e-22,1.0,48.6745,0.000117412,48.6745374733,3109.79241158,3109.79241158,5.87061171774,48.6745374733,48.6745374733
8460,50000,1,1.0,63.134,8460.0003817,0.6,0.000118203,32.4713,,100.0,100,1.0,0.000118203,1.0,2.11783e-22,1.0,49.069,0.000118203,49.0690432947,3986.36527286,3986.36527286,5.91016548463,49.0690432947,49.0690432947
8312,50000,1,1.0,59.9643,8311.99943754,0.6,0.000120308,41.7057,,100.0,100,1.0,0.000120308,1.0,8.47135e-22,1.0,50.122,0.000120308,50.1220398022,3596.14935317,3596.14935317,6.01539942252,50.1220398022,50.1220398022
8449,50000,1,1.0,59.6159,8449.00006212,0.6,0.000118357,37.9575,,100.0,100,1.0,0.000118357,1.0,2.11783e-22,1.0,49.1471,0.000118357,49.1471117854,3554.47930898,3554.47930898,5.91786010179,49.1471117854,49.1471117854
8421,50000,1,1.0,60.7758,8421.0000566,0.6,0.000118751,39.3804,,100.0,100,1.0,0.000118751,1.0,5.29458e-23,1.0,49.3433,0.000118751,49.3433094744,3694.14128578,3694.14128578,5.93753710961,49.3433094744,49.3433094744
8385,50000,1,1.0,62.5529,8384.99942914,0.6,0.000119261,33.0217,,100.0,100,1.0,0.000119261,1.0,2.11784e-22,1.0,49.5987,0.000119261,49.5987325693,3913.33422356,3913.33422356,5.96302921884,49.5987325693,49.5987325693
8389,50000,1,1.0,62.1998,8389.00004589,0.6,0.000119204,39.497,,100.0,100,1.0,0.000119204,1.0,5.29459e-23,1.0,49.5686,0.000119204,49.5686053957,3869.28187085,3869.28187085,5.9601859578,49.5686053957,49.5686053957
8589,50000,1,1.0,56.5565,8589.0001776,0.6,0.000116428,40.9597,,100.0,100,1.0,0.000116428,1.0,2.11783e-22,1.0,48.182,0.000116428,48.1819890995,3199.0060381,3199.0060381,5.82139946443,48.1819890995,48.1819890995
8378,50000,1,1.0,60.4405,8377.99954698,0.6,0.00011936,40.9956,,100.0,100,1.0,0.00011936,1.0,8.47134e-22,1.0,49.6467,0.00011936,49.6466738256,3653.49327066,3653.49327066,5.96801145858,49.6466738256,49.6466738256
8353,50000,1,1.0,62.4316,8353.00060959,0.6,0.000119717,41.7003,,100.0,100,1.0,0.000119717,1.0,2.11784e-22,1.0,49.827,0.000119717,49.8269905166,3898.16632448,3898.16632448,5.98587333892,49.8269905166,49.8269905166
8604,50000,1,1.0,58.6735,8603.99954319,0.6,0.000116225,38.9277,,100.0,100,1.0,0.000116225,1.0,4.76511e-22,1.0,48.0804,0.000116225,48.0803963342,3442.98161629,3442.98161629,5.81125058113,48.0803963342,48.0803963342
8534,50000,1,1.0,58.7052,8533.99953965,0.6,0.000117178,39.1919,,100.0,100,1.0,0.000117178,1.0,2.11783e-22,1.0,48.5579,0.000117178,48.5578632819,3446.70578964,3446.70578964,5.85891727209,48.5578632819,48.5578632819
8377,50000,1,1.0,60.6478,8376.99952469,0.6,0.000119374,41.8975,,100.0,100,1.0,0.000119374,1.0,,1.0,49.6558,0.000119374,49.6558020332,3678.59013063,3678.59013063,5.96872388683,49.6558020332,49.6558020332
8607,50000,1,1.0,57.0858,8607.00011075,0.6,0.000116184,40.6702,,100.0,100,1.0,0.000116184,1.0,4.76511e-22,1.0,48.0611,0.000116184,48.0610838353,3259.16629203,3259.16629203,5.80922504938,48.0610838353,48.0610838353
8584,50000,1,1.0,58.3398,8583.99983687,0.6,0.000116496,40.4621,,100.0,100,1.0,0.000116496,1.0,2.11783e-22,1.0,48.2156,0.000116496,48.2155654498,3403.92622157,3403.92622157,5.82479030755,48.2155654498,48.2155654498
8314,50000,1,1.0,61.4737,8314.00023989,0.6,0.000120279,42.6776,,100.0,100,1.0,0.000120279,1.0,5.29459e-23,1.0,50.1075,0.000120279,50.1075375163,3779.47769778,3779.47769778,6.0139523695,50.1075375163,50.1075375163
8623,50000,1,1.0,57.7839,8623.0004496,0.6,0.000115969,41.1855,,100.0,100,1.0,0.000115969,1.0,4.76511e-22,1.0,47.9534,0.000115969,47.9534522296,3339.36939887,3339.36939887,5.79844601647,47.9534522296,47.9534522296
8381,50000,1,1.0,70.702,8381.00065265,0.6,0.000119318,18.1494,,100.0,100,1.0,0.000119318,1.0,8.47134e-22,1.0,49.627,0.000119318,49.6269614237,4999.36561418,4999.36561418,5.96587519389,49.6269614237,49.6269614237
8536,50000,1,1.0,58.3032,8536.00060747,0.6,0.000117151,40.328,,100.0,100,1.0,0.000117151,1.0,8.47132e-22,1.0,48.544,0.000117151,48.5440217147,3399.65680151,3399.65680151,5.85754451734,48.5440217147,48.5440217147
8318,50000,1,1.0,63.0998,8317.99973178,0.6,0.000120221,40.5006,,100.0,100,1.0,0.000120221,1.0,2.11784e-22,1.0,50.0777,0.000120221,50.077734384,3982.05921939,3982.05921939,6.01106035105,50.077734384,50.077734384
8283,50000,1,1.0,62.4128,8283.00036758,0.6,0.000120729,41.9024,,100.0,100,1.0,0.000120729,1.0,,1.0,50.3324,0.000120729,50.3323797015,3895.83195209,3895.83195209,6.03646021973,50.3323797015,50.3323797015
8504,50000,1,1.0,58.6935,8504.00046087,0.6,0.000117592,39.911,,100.0,100,1.0,0.000117592,1.0,2.11783e-22,1.0,48.7634,0.000117592,48.7633941317,3445.33316695,3445.33316695,5.87958607714,48.7633941317,48.7633941317
8326,50000,1,1.0,60.6361,8326.00000576,0.6,0.000120106,41.7014,,100.0,100,1.0,0.000120106,1.0,,1.0,50.0209,0.000120106,50.0209119213,3677.18033587,3677.18033587,6.00528465049,50.0209119213,50.0209119213
8391,50000,1,1.0,61.4695,8390.99999667,0.6,0.000119175,39.5754,,100.0,100,1.0,0.000119175,1.0,,1.0,49.5562,0.000119175,49.5562252747,3778.94500397,3778.94500397,5.95876534382,49.5562252747,49.5562252747
8475,50000,1,1.0,59.7879,8475.0003959,0.6,0.000117994,37.7054,,100.0,100,1.0,0.000117994,1.0,2.11783e-22,1.0,48.9653,0.000117994,48.9652850696,3575.01802367,3575.01802367,5.89970501475,48.9652850696,48.9652850696
8404,50000,1,1.0,60.5423,8404.00016072,0.6,0.000118991,41.8071,,100.0,100,1.0,0.000118991,1.0,4.76513e-22,1.0,49.4641,0.000118991,49.4641253674,3665.80993857,3665.80993857,5.94954783436,49.4641253674,49.4641253674
8487,50000,1,1.0,59.1034,8486.99983787,0.6,0.000117827,41.1719,,100.0,100,1.0,0.000117827,1.0,8.47133e-22,1.0,48.8811,0.000117827,48.8811217755,3493.62586376,3493.62586376,5.89136326146,48.8811217755,48.8811217755
8451,50000,1,1.0,61.9042,8450.99988733,0.6,0.000118329,38.3866,,100.0,100,1.0,0.000118329,1.0,,1.0,49.1316,0.000118329,49.1316255559,3832.58761665,3832.58761665,5.91645959058,49.1316255559,49.1316255559
8554,50000,1,1.0,58.8071,8553.99968426,0.6,0.000116904,39.4186,,100.0,100,1.0,0.000116904,1.0,,1.0,48.4208,0.000116904,48.4208218205,3458.68388734,3458.68388734,5.84521861118,48.4208218205,48.4208218205
8442,50000,1,1.0,59.0619,8442.00021164,0.6,0.000118455,42.1765,,100.0,100,1.0,0.000118455,1.0,2.11783e-22,1.0,49.196,0.000118455,49.1960225611,3488.72781668,3488.72781668,5.9227671168,49.1960225611,49.1960225611
8353,50000,1,1.0,60.6399,8353.00060959,0.6,0.000119717,42.4138,,100.0,100,1.0,0.000119717,1.0,2.11784e-22,1.0,49.8266,0.000119717,49.8265642909,3677.63934501,3677.63934501,5.98587333892,49.8265642909,49.8265642909
8342,50000,1,1.0,69.8944,8342.00016806,0.6,0.000119875,28.4572,,100.0,100,1.0,0.000119875,1.0,4.76513e-22,1.0,49.9059,0.000119875,49.9059193172,4885.81177841,4885.81177841,5.99376648286,49.9059193172,49.9059193172
8456,50000,1,1.0,58.8634,8455.99981782,0.6,0.000118259,40.7553,,100.0,100,1.0,0.000118259,1.0,,1.0,49.0985,0.000118259,49.0984543809,3465.30156013,3465.30156013,5.91296121097,49.0984543809,49.0984543809
8249,50000,1,1.0,64.0653,8249.0000927,0.6,0.000121227,41.8631,,100.0,100,1.0,0.000121227,1.0,4.76514e-22,1.0,50.5811,0.000121227,50.5810647215,4104.86133782,4104.86133782,6.06134076858,50.5810647215,50.5810647215
8485,50000,1,1.0,60.3853,8485.00005197,0.6,0.000117855,37.7316,,100.0,100,1.0,0.000117855,1.0,,1.0,48.8963,0.000117855,48.8962688913,3646.81743949,3646.81743949,5.89275191514,48.8962688913,48.8962688913
8588,50000,1,1.0,63.9895,8587.99994309,0.6,0.000116442,25.9925,,100.0,100,1.0,0.000116442,1.0,4.76512e-22,1.0,48.1899,0.000116442,48.1899683604,4095.12937853,4095.12937853,5.82207731719,48.1899683604,48.1899683604
8542,50000,1,1.0,59.2691,8541.99958592,0.6,0.000117069,38.5222,,100.0,100,1.0,0.000117069,1.0,2.11783e-22,1.0,48.5033,0.000117069,48.5032934277,3513.24053787,3513.24053787,5.85343011004,48.5032934277,48.5032934277
8417,50000,1,1.0,63.7266,8417.00006184,0.6,0.000118807,34.4258,,100.0,100,1.0,0.000118807,1.0,2.11783e-22,1.0,49.3721,0.000118807,49.3720444188,4061.55974697,4061.55974697,5.94035879767,49.3720444188,49.3720444188
8570,50000,1,1.0,58.5315,8569.99989712,0.6,0.000116686,40.552,,100.0,100,1.0,0.000116686,1.0,,1.0,48.3119,0.000116686,48.3119107488,3426.34200902,3426.34200902,5.83430571762,48.3119107488,48.3119107488
8464,50000,1,1.0,61.7614,8464.0,0.6,0.000118147,40.3489,,100.0,100,1.0,0.000118147,1.0,2.11783e-22,1.0,49.042,0.000118147,49.0419568593,3814.92247941,3814.92247941,5.90737240076,49.0419568593,49.0419568593
8478,50000,1,1.0,60.2343,8477.9996474,0.6,0.000117952,38.6597,,100.0,100,1.0,0.000117952,1.0,,1.0,48.9435,0.000117952,48.9434779734,3628.5993791,3628.5993791,5.89761736259,48.9434779734,48.9434779734
8616,50000,1,1.0,57.8574,8616.00009347,0.6,0.000116063,40.7896,,100.0,100,1.0,0.000116063,1.0,2.11783e-22,1.0,48.0005,0.000116063,48.0005335099,3347.86740884,3347.86740884,5.80315691736,48.0005335099,48.0005335099
8356,50000,1,1.0,59.9958,8356.00061347,0.6,0.000119674,39.7151,,100.0,100,1.0,0.000119674,1.0,,1.0,49.8045,0.000119674,49.8044481169,3599.92403263,3599.92403263,5.98372426999,49.8044481169,49.8044481169
8302,50000,1,1.0,61.8844,8302.0001617,0.6,0.000120453,39.8014,,100.0,100,1.0,0.000120453,1.0,8.47135e-22,1.0,50.1945,0.000120453,50.1944754953,3830.13872833,3830.13872833,6.02264514575,50.1944754953,50.1944754953
8391,50000,1,1.0,59.5239,8390.99999667,0.6,0.000119175,41.0027,,100.0,100,1.0,0.000119175,1.0,,1.0,49.5558,0.000119175,49.5558106618,3543.51252777,3543.51252777,5.95876534382,49.5558106618,49.5558106618
8404,50000,1,1.0,59.5817,8404.00016072,0.6,0.000118991,40.7387,,100.0,100,1.0,0.000118991,1.0,4.76513e-22,1.0,49.4637,0.000118991,49.4636806024,3550.40348449,3550.40348449,5.94954783436,49.4636806024,49.4636806024
8262,50000,1,1.0,76.8322,8261.99972473,0.6,0.000121036,12.1361,,100.0,100,1.0,0.000121036,1.0,,1.0,50.4859,0.000121036,50.4859139969,5903.90176749,5903.90176749,6.05180343742,50.4859139969,50.4859139969
8471,50000,1,1.0,60.8816,8471.00056769,0.6,0.00011805,34.8914,,100.0,100,1.0,0.00011805,1.0,2.11783e-22,1.0,48.9935,0.00011805,48.9935030317,3707.00138229,3707.00138229,5.90249085114,48.9935030317,48.9935030317
8343,50000,1,1.0,59.2606,8342.99949404,0.6,0.000119861,44.0895,,100.0,100,1.0,0.000119861,1.0,2.11784e-22,1.0,49.8984,0.000119861,49.8983737374,3512.2366895,3512.2366895,5.99304806425,49.8983737374,49.8983737374
8418,50000,1,1.0,59.5847,8418.00049961,0.6,0.000118793,37.8899,,100.0,100,1.0,0.000118793,1.0,2.11783e-22,1.0,49.3646,0.000118793,49.3646450012,3550.75859539,3550.75859539,5.93965312426,49.3646450012,49.3646450012
8446,50000,1,1.0,59.1547,8445.99988044,0.6,0.000118399,42.0631,,100.0,100,1.0,0.000118399,1.0,8.47133e-22,1.0,49.1683,0.000118399,49.1682641084,3499.69870574,3499.69870574,5.91996211224,49.1682641084,49.1682641084
8316,50000,1,1.0,59.0104,8315.99941038,0.6,0.00012025,42.3959,,100.0,100,1.0,0.00012025,1.0,2.11784e-22,1.0,50.093,0.00012025,50.0929654304,3482.6427704,3482.6427704,6.01250601251,50.0929654304,50.0929654304
8466,50000,1,1.0,58.8578,8465.99945456,0.6,0.00011812,40.8663,,100.0,100,1.0,0.00011812,1.0,5.29458e-23,1.0,49.0283,0.00011812,49.0282772332,3464.65602927,3464.65602927,5.90597684857,49.0282772332,49.0282772332
8322,50000,1,1.0,61.4814,8321.9996534,0.6,0.000120163,41.1032,,100.0,100,1.0,0.000120163,1.0,,1.0,50.0499,0.000120163,50.0498854477,3780.42171877,3780.42171877,6.00817111271,50.0498854477,50.0498854477
8476,50000,1,1.0,59.6395,8476.00020542,0.6,0.00011798,37.698,,100.0,100,1.0,0.00011798,1.0,,1.0,48.9586,0.00011798,48.9586231328,3557.28268067,3557.28268067,5.89900896649,48.9586231328,48.9586231328
8469,50000,1,1.0,66.0891,8469.00029948,0.6,0.000118078,29.2268,,100.0,100,1.0,0.000118078,1.0,2.11783e-22,1.0,49.0063,0.000118078,49.0062795149,4368.28244299,4368.28244299,5.90388475617,49.0062795149,49.0062795149
8466,50000,1,1.0,58.7972,8465.99945456,0.6,0.00011812,39.5353,,100.0,100,1.0,0.00011812,1.0,5.29458e-23,1.0,49.0272,0.00011812,49.0272087062,3457.5212484,3457.5212484,5.90597684857,49.0272087062,49.0272087062
8508,50000,1,1.0,62.1206,8507.99954319,0.6,0.000117536,35.1941,,100.0,100,1.0,0.000117536,1.0,2.11783e-22,1.0,48.7371,0.000117536,48.7371368606,3859.4215215,3859.4215215,5.87682181476,48.7371368606,48.7371368606
8486,50000,1,1.0,59.9069,8486.0006772,0.6,0.000117841,41.0911,,100.0,100,1.0,0.000117841,1.0,2.11783e-22,1.0,48.8889,0.000117841,48.8889041592,3589.26024734,3589.26024734,5.89205750648,48.8889041592,48.8889041592
8518,50000,1,1.0,56.6805,8517.99946964,0.6,0.000117398,41.8602,,100.0,100,1.0,0.000117398,1.0,,1.0,48.6678,0.000117398,48.6678160538,3213.05052584,3213.05052584,5.86992251702,48.6678160538,48.6678160538
8254,50000,1,1.0,68.6142,8254.00052273,0.6,0.000121153,25.662,,100.0,100,1.0,0.000121153,1.0,2.11784e-22,1.0,50.543,0.000121153,50.5430276165,4708.48178654,4708.48178654,6.05766900897,50.5430276165,50.5430276165
8350,50000,1,1.0,68.1975,8350.00006709,0.6,0.00011976,28.4105,,100.0,100,1.0,0.00011976,1.0,2.11784e-22,1.0,49.8484,0.00011976,49.8483945432,4651.4593952,4651.4593952,5.9880239521,49.8483945432,49.8483945432
8501,50000,1,1.0,58.602,8501.00017991,0.6,0.000117633,41.5245,,100.0,100,1.0,0.000117633,1.0,2.11783e-22,1.0,48.784,0.000117633,48.7839695908,3434.60366762,3434.60366762,5.88166098106,48.7839695908,48.7839695908
8627,50000,1,1.0,58.084,8626.99998445,0.6,0.000115915,40.4556,,100.0,100,1.0,0.000115915,1.0,8.47131e-22,1.0,47.9265,0.000115915,47.9264773275,3374.1361507,3374.1361507,5.79575750551,47.9264773275,47.9264773275
8417,50000,1,1.0,59.7345,8417.00006184,0.6,0.000118807,42.3449,,100.0,100,1.0,0.000118807,1.0,2.11783e-22,1.0,49.3721,0.000118807,49.3720615787,3568.63324254,3568.63324254,5.94035879767,49.3720615787,49.3720615787
8425,50000,1,1.0,60.8365,8425.0005017,0.6,0.000118694,38.5549,,100.0,100,1.0,0.000118694,1.0,2.11783e-22,1.0,49.3158,0.000118694,49.3157704578,3701.51093641,3701.51093641,5.93471810089,49.3157704578,49.3157704578
8324,50000,1,1.0,63.9636,8324.00064577,0.6,0.000120135,38.9406,,100.0,100,1.0,0.000120135,1.0,,1.0,50.0344,0.000120135,50.034398641,4091.8354125,4091.8354125,6.00672753484,50.034398641,50.034398641
8400,50000,1,1.0,59.9657,8400.00032135,0.6,0.000119048,42.7237,,100.0,100,1.0,0.000119048,1.0,4.76513e-22,1.0,49.492,0.000119048,49.4920192706,3596.30766377,3596.30766377,5.95238095238,49.4920192706,49.4920192706
8509,50000,1,1.0,58.1029,8509.0002224,0.6,0.000117523,41.0323,,100.0,100,1.0,0.000117523,1.0,2.11783e-22,1.0,48.73,0.000117523,48.7300353267,3376.33929359,3376.33929359,5.87613115525,48.7300353267,48.7300353267
8318,50000,1,1.0,61.7035,8317.99973178,0.6,0.000120221,39.3389,,100.0,100,1.0,0.000120221,1.0,2.11784e-22,1.0,50.0787,0.000120221,50.0787030242,3807.77589027,3807.77589027,6.01106035105,50.0787030242,50.0787030242
8319,50000,1,1.0,60.0533,8319.0004982,0.6,0.000120207,42.6439,,100.0,100,1.0,0.000120207,1.0,2.11784e-22,1.0,50.0715,0.000120207,50.0715118093,3606.82654158,3606.82654158,6.01033778098,50.0715118093,50.0715118093
8307,50000,1,1.0,62.5283,8306.99985674,0.6,0.00012038,42.9041,,100.0,100,1.0,0.00012038,1.0,2.11784e-22,1.0,50.1586,0.00012038,50.1585700802,3910.26096833,3910.26096833,6.01902010353,50.1585700802,50.1585700802
8263,50000,1,1.0,62.3253,8262.99969922,0.6,0.000121021,43.3852,,100.0,100,1.0,0.000121021,1.0,,1.0,50.4788,0.000121021,50.4787995082,3884.91551549,3884.91551549,6.05107103957,50.4787995082,50.4787995082
8378,50000,1,1.0,60.6823,8377.99954698,0.6,0.00011936,42.2459,,100.0,100,1.0,0.00011936,1.0,8.47134e-22,1.0,49.6483,0.00011936,49.6483194655,3682.7828828,3682.7828828,5.96801145858,49.6483194655,49.6483194655
8600,50000,1,1.0,59.6935,8600.00033171,0.6,0.000116279,37.8096,,100.0,100,1.0,0.000116279,1.0,2.11783e-22,1.0,48.1075,0.000116279,48.107462294,3563.72923012,3563.72923012,5.81395348837,48.107462294,48.107462294
8391,50000,1,1.0,60.9988,8390.99999667,0.6,0.000119175,42.5166,,100.0,100,1.0,0.000119175,1.0,,1.0,49.5559,0.000119175,49.555882158,3721.28992833,3721.28992833,5.95876534382,49.555882158,49.555882158
8499,50000,1,1.0,59.5254,8499.00063644,0.6,0.000117661,41.8045,,100.0,100,1.0,0.000117661,1.0,4.76512e-22,1.0,48.7989,0.000117661,48.7989143726,3543.69542553,3543.69542553,5.88304506413,48.7989143726,48.7989143726
8592,50000,1,1.0,58.1006,8592.00053199,0.6,0.000116387,41.2058,,100.0,100,1.0,0.000116387,1.0,2.11783e-22,1.0,48.1623,0.000116387,48.1623296313,3376.07396822,3376.07396822,5.81936685289,48.1623296313,48.1623296313
