eRenyi2,MaxNormIw,Bound,AvgEpLen,J,ESSRenyi,Delta,VarNormIw,VarDiscRet,AvgRet,BatchSize,MaxVanillaIw,VanillaAvgRet,MinNormIw,MinVanillaIw,EpsThisIter,VarRet,AvgDiscRet,VarJ,IterType,AvgVanillaIw,VarVanillaIw,ESSClassic,AvgNormIw
4.20802,0.0954817,14.6582,500.0,20.6372,118.820681708,0.1,0.00017871,29.4706775953,-5.06267019723,500,545.831,-5.06267019723,1.63348e-06,0.00933794,100,29.4706775953,-5.06267019723,7.50876,1,11.4332,5840.16,10.9677864949,0.002
1.0,0.01,-2.78937,500.0,9.27889,500.0,0.1,3.50449e-18,292.998905598,9.27889297784,500,1.0,9.27889297784,0.01,1.0,100,292.998905598,9.27889297784,17.0314,2,1.0,,100.0,0.01
1.0,0.005,-0.149955,500.0,8.3836,500.0,0.1,2.1793e-19,206.111294107,7.48830164394,500,1.0,7.48830164394,0.005,1.0,100,206.111294107,7.48830164394,15.7436,2,1.0,,200.000000102,0.005
1.0,0.00333333,0.0092783,500.0,6.97689,500.0,0.1,5.43914e-20,137.503079558,4.16348144307,500,1.0,4.16348144307,0.00333333,1.0,100,137.503079558,4.16348144307,14.6484,2,1.0,,299.999969474,0.00333333
1.0,0.0025,-1.82506,500.0,4.20907,500.0,0.1,5.4346e-20,79.2688427281,-4.09438973491,500,1.0,-4.09438973491,0.0025,1.0,100,79.2688427281,-4.09438973491,14.2665,2,1.0,,400.0,0.0025
3.0967,0.0739642,24.2727,500.0,33.7702,161.462303594,0.1,0.000127697,70.2462237928,-3.52861433051,500,265.206,-3.52861433051,4.8283e-06,0.0173124,100,70.2462237928,-3.52861433051,14.9826,1,7.17121,1641.75,15.2158796567,0.002
1.0,0.01,-5.05693,500.0,8.12578,500.0,0.1,3.50449e-18,367.88292517,8.12578448356,500,1.0,8.12578448356,0.01,1.0,100,367.88292517,8.12578448356,19.0841,2,1.0,,100.0,0.01
1.0,0.005,-8.62642,500.0,0.695167,500.0,0.1,2.1793e-19,133.266802152,-6.73544900977,500,1.0,-6.73544900977,0.005,1.0,100,133.266802152,-6.73544900977,17.415,2,1.0,,200.000000102,0.005
1.0,0.00333333,-9.65218,500.0,-2.04114,500.0,0.1,5.43914e-20,215.987713057,-7.513764566,500,1.0,-7.513764566,0.00333333,1.0,100,215.987713057,-7.513764566,16.9835,2,1.0,,299.999969474,0.00333333
1.0,0.0025,-8.24745,500.0,-1.6561,500.0,0.1,5.4346e-20,170.328493356,-0.500959192359,500,1.0,-0.500959192359,0.0025,1.0,100,170.328493356,-0.500959192359,16.0913,2,1.0,,400.0,0.0025
3.87203,0.07926,33.465,500.0,46.1983,129.131301807,0.1,0.000147083,413.385767345,9.34880019316,500,425.876,9.34880019316,3.57816e-06,0.019226,100,413.385767345,9.34880019316,12.749,1,10.7463,4246.41,13.2635414151,0.002
1.0,0.01,-12.8097,500.0,-2.49891,500.0,0.1,3.50449e-18,215.65818817,-2.49890566155,500,1.0,-2.49890566155,0.01,1.0,100,215.65818817,-2.49890566155,14.6117,2,1.0,,100.0,0.01
1.0,0.005,-7.44157,500.0,-0.15073,500.0,0.1,2.1793e-19,344.425618087,2.19744512041,500,1.0,2.19744512041,0.005,1.0,100,344.425618087,2.19744512041,16.8153,2,1.0,,200.000000102,0.005
1.0,0.00333333,-3.30969,500.0,3.61139,500.0,0.1,5.43914e-20,276.668700291,11.1356248313,500,1.0,11.1356248313,0.00333333,1.0,100,276.668700291,11.1356248313,17.5531,2,1.0,,299.999969474,0.00333333
1.0,0.0025,-5.5706,500.0,1.44882,500.0,0.1,5.4346e-20,784.545325692,-5.03889220143,500,1.0,-5.03889220143,0.0025,1.0,100,784.545325692,-5.03889220143,20.9592,2,1.0,,400.0,0.0025
3.22449,0.0794684,33.7417,500.0,45.0156,155.063353614,0.1,0.000147885,166.026746849,-0.673906864878,500,553.183,-0.673906864878,2.21895e-07,0.00154462,100,166.026746849,-0.673906864878,11.241,1,13.9221,7165.92,13.1935820578,0.002
1.0,0.01,6.818,500.0,21.5179,500.0,0.1,3.50449e-18,408.824135669,21.5178616243,500,1.0,21.5178616243,0.01,1.0,100,408.824135669,21.5178616243,20.118,2,1.0,,100.0,0.01
1.0,0.005,5.13534,500.0,17.7114,500.0,0.1,2.1793e-19,635.461959461,13.9049585513,500,1.0,13.9049585513,0.005,1.0,100,635.461959461,13.9049585513,23.0523,2,1.0,,200.000000102,0.005
1.0,0.00333333,4.85596,500.0,15.1243,500.0,0.1,5.43914e-20,367.90912741,9.95001230649,500,1.0,9.95001230649,0.00333333,1.0,100,367.90912741,9.95001230649,22.1149,2,1.0,,299.999969474,0.00333333
1.0,0.0025,1.91618,500.0,12.0258,500.0,0.1,5.4346e-20,1306.89368323,2.73028972242,500,1.0,2.73028972242,0.0025,1.0,100,1306.89368323,2.73028972242,26.8153,2,1.0,,400.0,0.0025
2.71816,0.0817144,31.2791,500.0,46.1869,183.948115831,0.1,0.000130605,527.173694424,23.9448741154,500,227.667,23.9448741154,2.70108e-06,0.00752556,100,527.173694424,23.9448741154,20.1731,1,5.57226,1013.82,14.8872404969,0.002
1.0,0.01,2.33365,500.0,22.4891,500.0,0.1,3.50449e-18,697.686422323,22.4891396356,500,1.0,22.4891396356,0.01,1.0,100,697.686422323,22.4891396356,26.2814,2,1.0,,100.0,0.01
1.0,0.005,11.0986,500.0,25.3507,500.0,0.1,2.1793e-19,251.557449489,28.2123080859,500,1.0,28.2123080859,0.005,1.0,100,251.557449489,28.2123080859,21.8647,2,1.0,,200.000000102,0.005
1.0,0.00333333,7.00961,500.0,18.6464,500.0,0.1,5.43914e-20,236.637469848,5.23771385711,500,1.0,5.23771385711,0.00333333,1.0,100,236.637469848,5.23771385711,22.0612,2,1.0,,299.999969474,0.00333333
1.0,0.0025,11.3375,500.0,21.4152,500.0,0.1,5.4346e-20,1159.16366555,29.7218079839,500,1.0,29.7218079839,0.0025,1.0,100,1159.16366555,29.7218079839,25.9791,2,1.0,,400.0,0.0025
2.66807,0.077066,49.2324,500.0,63.9558,187.401106614,0.1,0.000138879,357.45972133,27.2182901967,500,303.932,27.2182901967,4.14002e-06,0.0163274,100,357.45972133,27.2182901967,11.7132,1,7.88758,2160.04,14.0252170133,0.002
1.0,0.01,-1.82199,500.0,12.7437,500.0,0.1,3.50449e-18,639.56360272,12.7436671127,500,1.0,12.7436671127,0.01,1.0,100,639.56360272,12.7436671127,25.1628,2,1.0,,100.0,0.01
1.0,0.005,6.61747,500.0,17.7001,500.0,0.1,2.1793e-19,821.352152073,22.6564670747,500,1.0,22.6564670747,0.005,1.0,100,821.352152073,22.6564670747,27.3445,2,1.0,,200.000000102,0.005
1.0,0.00333333,10.7337,500.0,21.3184,500.0,0.1,5.43914e-20,600.30252616,28.5549415097,500,1.0,28.5549415097,0.00333333,1.0,100,600.30252616,28.5549415097,26.8843,2,1.0,,299.999969474,0.00333333
1.0,0.0025,10.8274,500.0,19.994,500.0,0.1,5.4346e-20,888.761612904,16.0208289835,500,1.0,16.0208289835,0.0025,1.0,100,888.761612904,16.0208289835,27.7002,2,1.0,,400.0,0.0025
2.83018,0.0739019,45.2759,500.0,59.5445,176.667272363,0.1,0.000127436,338.273029833,33.4082729376,500,243.261,33.4082729376,1.18223e-05,0.0389152,100,338.273029833,33.4082729376,21.6593,1,6.58335,1380.78,15.2461111334,0.002
1.0,0.01,9.56561,500.0,29.0514,500.0,0.1,3.50449e-18,750.038820671,29.0514108404,500,1.0,29.0514108404,0.01,1.0,100,750.038820671,29.0514108404,27.2496,2,1.0,,100.0,0.01
1.0,0.005,11.9041,500.0,26.6033,500.0,0.1,2.1793e-19,589.641451482,24.155209641,500,1.0,24.155209641,0.005,1.0,100,589.641451482,24.155209641,25.8676,2,1.0,,200.000000102,0.005
1.0,0.00333333,16.8814,500.0,28.8833,500.0,0.1,5.43914e-20,591.800881308,33.4431247356,500,1.0,33.4431247356,0.00333333,1.0,100,591.800881308,33.4431247356,25.53,2,1.0,,299.999969474,0.00333333
1.0,0.0025,19.3805,500.0,30.2097,500.0,0.1,5.4346e-20,276.486421526,34.1892394875,500,1.0,34.1892394875,0.0025,1.0,100,276.486421526,34.1892394875,23.718,2,1.0,,400.0,0.0025
2.73329,0.0776559,51.2066,500.0,67.2201,182.929859901,0.1,0.000141045,320.191830786,33.8160347101,500,295.328,33.8160347101,1.09989e-05,0.0418292,100,320.191830786,33.8160347101,12.7129,1,7.60606,2039.94,13.8157235081,0.002
1.0,0.01,24.8505,500.0,45.5517,500.0,0.1,3.50449e-18,321.773513627,45.5517111054,500,1.0,45.5517111054,0.01,1.0,100,321.773513627,45.5517111054,17.8481,2,1.0,,100.0,0.01
1.0,0.005,26.9998,500.0,41.6378,500.0,0.1,2.1793e-19,612.405907393,37.7237933844,500,1.0,37.7237933844,0.005,1.0,100,612.405907393,37.7237933844,21.8572,2,1.0,,200.000000102,0.005
1.0,0.00333333,23.3018,500.0,35.2536,500.0,0.1,5.43914e-20,937.209541558,22.485424843,500,1.0,22.485424843,0.00333333,1.0,100,937.209541558,22.485424843,26.6324,2,1.0,,299.999969474,0.00333333
1.0,0.0025,26.983,500.0,37.3336,500.0,0.1,5.4346e-20,322.24733629,43.5735286981,500,1.0,43.5735286981,0.0025,1.0,100,322.24733629,43.5735286981,24.994,2,1.0,,400.0,0.0025
2.75899,0.0731316,50.7553,500.0,66.1328,181.225453271,0.1,0.000124817,844.984269131,19.3497765995,500,194.582,19.3497765995,1.03986e-05,0.0276676,100,844.984269131,19.3497765995,16.653,1,5.32143,883.626,15.5561079754,0.002
1.0,0.01,7.31439,500.0,28.2184,500.0,0.1,3.50449e-18,691.415243052,28.2183607487,500,1.0,28.2183607487,0.01,1.0,100,691.415243052,28.2183607487,26.163,2,1.0,,100.0,0.01
1.0,0.005,14.2641,500.0,29.847,500.0,0.1,2.1793e-19,855.135104828,31.4756294273,500,1.0,31.4756294273,0.005,1.0,100,855.135104828,31.4756294273,27.7163,2,1.0,,200.000000102,0.005
1.0,0.00333333,21.3854,500.0,36.9706,500.0,0.1,5.43914e-20,321.331564623,51.2179299787,500,1.0,51.2179299787,0.00333333,1.0,100,321.331564623,51.2179299787,26.8265,2,1.0,,299.999969474,0.00333333
1.0,0.0025,25.6041,500.0,39.1013,500.0,0.1,5.4346e-20,457.512650501,45.4934325474,500,1.0,45.4934325474,0.0025,1.0,100,457.512650501,45.4934325474,25.8186,2,1.0,,400.0,0.0025
2.56836,0.0766425,70.0607,500.0,90.2223,194.677077159,0.1,0.000137305,522.22693712,51.2580455395,500,226.1,51.2580455395,9.41559e-06,0.0277766,100,522.22693712,51.2580455395,21.5285,1,5.90012,1194.94,14.181370287,0.002
1.0,0.01,32.6263,500.0,59.1749,500.0,0.1,3.50449e-18,395.424646315,59.1748658923,500,1.0,59.1748658923,0.01,1.0,100,395.424646315,59.1748658923,19.7856,2,1.0,,100.0,0.01
1.0,0.005,34.3808,500.0,53.1534,500.0,0.1,2.1793e-19,317.055919657,47.1319817193,500,1.0,47.1319817193,0.005,1.0,100,317.055919657,47.1319817193,19.7215,2,1.0,,200.000000102,0.005
1.0,0.00333333,34.3997,500.0,50.5041,500.0,0.1,5.43914e-20,648.779929677,45.2054897419,500,1.0,45.2054897419,0.00333333,1.0,100,648.779929677,45.2054897419,22.0777,2,1.0,,299.999969474,0.00333333
1.0,0.0025,35.6289,500.0,49.5757,500.0,0.1,5.4346e-20,266.068395639,46.7904759233,500,1.0,46.7904759233,0.0025,1.0,100,266.068395639,46.7904759233,20.8328,2,1.0,,400.0,0.0025
2.81384,0.0733106,63.9041,500.0,84.8293,177.693001962,0.1,0.000125377,280.53119354,55.7326120361,500,265.983,55.7326120361,2.15182e-06,0.00780716,100,280.53119354,55.7326120361,21.5126,1,7.25633,1650.41,15.4887314923,0.002
1.0,0.01,30.066,500.0,54.5489,500.0,0.1,3.50449e-18,413.165101789,54.5488822506,500,1.0,54.5488822506,0.01,1.0,100,413.165101789,54.5488822506,20.2246,2,1.0,,100.0,0.01
1.0,0.005,30.6236,500.0,47.9356,500.0,0.1,2.1793e-19,1077.60369252,41.3222550386,500,1.0,41.3222550386,0.005,1.0,100,1077.60369252,41.3222550386,27.9583,2,1.0,,200.000000102,0.005
1.0,0.00333333,33.3009,500.0,47.4361,500.0,0.1,5.43914e-20,273.55292927,46.4372905518,500,1.0,46.4372905518,0.00333333,1.0,100,273.55292927,46.4372905518,24.7363,2,1.0,,299.999969474,0.00333333
1.0,0.0025,36.2586,500.0,48.5001,500.0,0.1,5.4346e-20,657.542381042,51.6918344125,500,1.0,51.6918344125,0.0025,1.0,100,657.542381042,51.6918344125,25.001,2,1.0,,400.0,0.0025
2.50059,0.0689483,57.5364,500.0,75.9274,199.952689874,0.1,0.000110631,418.42711019,50.3267690921,500,138.095,50.3267690921,1.88038e-05,0.0376619,100,418.42711019,50.3267690921,14.8824,1,4.00576,443.799,17.4810407446,0.002
1.0,0.01,29.1799,500.0,54.6111,500.0,0.1,3.50449e-18,176.378223603,54.611085756,500,1.0,54.611085756,0.01,1.0,100,176.378223603,54.611085756,13.2142,2,1.0,,100.0,0.01
1.0,0.005,39.2354,500.0,57.2179,500.0,0.1,2.1793e-19,253.683894811,59.8247924187,500,1.0,59.8247924187,0.005,1.0,100,253.683894811,59.8247924187,14.8215,2,1.0,,200.000000102,0.005
1.0,0.00333333,43.2751,500.0,57.9578,500.0,0.1,5.43914e-20,53.7527830754,59.4376157864,500,1.0,59.4376157864,0.00333333,1.0,100,53.7527830754,59.4376157864,12.8563,2,1.0,,299.999969474,0.00333333
1.0,0.0025,44.3026,500.0,57.9537,500.0,0.1,5.4346e-20,572.398012402,57.9412261986,500,1.0,57.9412261986,0.0025,1.0,100,572.398012402,57.9412261986,16.2982,2,1.0,,400.0,0.0025
2.86211,0.081204,66.9474,500.0,88.0996,174.696238422,0.1,0.000128424,266.646832421,63.1388724185,500,103.125,63.1388724185,1.04366e-05,0.013254,100,266.646832421,63.1388724185,29.7634,1,2.53991,207.12,15.1323439924,0.002
1.0,0.01,27.428,500.0,54.7269,500.0,0.1,3.50449e-18,242.835122128,54.7268556484,500,1.0,54.7268556484,0.01,1.0,100,242.835122128,54.7268556484,15.5051,2,1.0,,100.0,0.01
1.0,0.005,36.8837,500.0,56.3046,500.0,0.1,2.1793e-19,717.963147844,57.8823411887,500,1.0,57.8823411887,0.005,1.0,100,717.963147844,57.8823411887,21.8651,2,1.0,,200.000000102,0.005
1.0,0.00333333,41.0632,500.0,56.9203,500.0,0.1,5.43914e-20,262.470662335,58.1516025376,500,1.0,58.1516025376,0.00333333,1.0,100,262.470662335,58.1516025376,20.1518,2,1.0,,299.999969474,0.00333333
1.0,0.0025,45.195,500.0,59.5349,500.0,0.1,5.4346e-20,411.513692712,67.3788784543,500,1.0,67.3788784543,0.0025,1.0,100,411.513692712,67.3788784543,20.6623,2,1.0,,400.0,0.0025
3.22868,0.0401651,65.6317,500.0,88.6782,154.862019597,0.1,5.65559e-05,373.290216325,55.0717382198,500,59.3763,55.0717382198,1.46972e-05,0.021727,100,373.290216325,55.0717382198,20.1402,1,2.95661,123.597,33.0891422302,0.002
1.0,0.01,43.7318,500.0,70.1628,500.0,0.1,3.50449e-18,235.852965209,70.1628482125,500,1.0,70.1628482125,0.01,1.0,100,235.852965209,70.1628482125,15.2805,2,1.0,,100.0,0.01
1.0,0.005,45.6088,500.0,64.2984,500.0,0.1,2.1793e-19,383.603730811,58.433898501,500,1.0,58.433898501,0.005,1.0,100,383.603730811,58.433898501,18.4668,2,1.0,,200.000000102,0.005
1.0,0.00333333,48.0222,500.0,63.2822,500.0,0.1,5.43914e-20,156.249080855,61.2497155589,500,1.0,61.2497155589,0.00333333,1.0,100,156.249080855,61.2497155589,16.7623,2,1.0,,299.999969474,0.00333333
1.0,0.0025,50.3532,500.0,64.5,500.0,0.1,5.4346e-20,247.99652317,68.153569091,500,1.0,68.153569091,0.0025,1.0,100,247.99652317,68.153569091,16.6301,2,1.0,,400.0,0.0025
2.44422,0.0689425,69.5517,500.0,89.3338,204.564092054,0.1,0.000110522,346.681836645,61.7523667164,500,128.983,61.7523667164,1.78505e-06,0.00333961,100,346.681836645,61.7523667164,22.4986,1,3.74175,386.846,17.4976316414,0.002
1.0,0.01,33.6113,500.0,60.941,500.0,0.1,3.50449e-18,460.570343474,60.9410496657,500,1.0,60.9410496657,0.01,1.0,100,460.570343474,60.9410496657,21.3533,2,1.0,,100.0,0.01
1.0,0.005,40.949,500.0,60.274,500.0,0.1,2.1793e-19,65.9099605671,59.6070348139,500,1.0,59.6070348139,0.005,1.0,100,65.9099605671,59.6070348139,16.1571,2,1.0,,200.000000102,0.005
1.0,0.00333333,49.6429,500.0,66.2148,500.0,0.1,5.43914e-20,186.434680525,78.0964027267,500,1.0,78.0964027267,0.00333333,1.0,100,186.434680525,78.0964027267,17.497,2,1.0,,299.999969474,0.00333333
1.0,0.0025,50.8958,500.0,65.2475,500.0,0.1,5.4346e-20,271.474355744,62.3454121237,500,1.0,62.3454121237,0.0025,1.0,100,271.474355744,62.3454121237,17.3091,2,1.0,,400.0,0.0025
2.33365,0.0679574,68.9672,500.0,88.5767,214.256319848,0.1,0.000107355,457.435036977,58.247453432,500,154.333,58.247453432,2.75237e-07,0.000625069,100,457.435036977,58.247453432,18.2866,1,4.54204,553.69,17.9952018575,0.002
1.0,0.01,34.7669,500.0,62.6088,500.0,0.1,3.50449e-18,530.740601368,62.6087799865,500,1.0,62.6087799865,0.01,1.0,100,530.740601368,62.6087799865,22.9223,2,1.0,,100.0,0.01
1.0,0.005,41.3168,500.0,61.004,500.0,0.1,2.1793e-19,239.708986919,59.399275475,500,1.0,59.399275475,0.005,1.0,100,239.708986919,59.399275475,19.5946,2,1.0,,200.000000102,0.005
1.0,0.00333333,48.4629,500.0,65.3617,500.0,0.1,5.43914e-20,127.911045271,74.0768974388,500,1.0,74.0768974388,0.00333333,1.0,100,127.911045271,74.0768974388,18.3345,2,1.0,,299.999969474,0.00333333
1.0,0.0025,51.6279,500.0,66.2627,500.0,0.1,5.4346e-20,197.116859616,68.9657355794,500,1.0,68.9657355794,0.0025,1.0,100,197.116859616,68.9657355794,17.4166,2,1.0,,400.0,0.0025
1.93973,0.0720546,72.0081,500.0,90.2388,257.768492612,0.1,0.000120987,193.454704017,64.6869277005,500,272.476,64.6869277005,3.84518e-06,0.0145406,100,193.454704017,64.6869277005,14.6466,1,7.56303,1730.09,16.0327275702,0.002
1.0,0.01,39.7076,500.0,65.3839,500.0,0.1,3.50449e-18,277.702962654,65.3838943463,500,1.0,65.3838943463,0.01,1.0,100,277.702962654,65.3838943463,16.5809,2,1.0,,100.0,0.01
1.0,0.005,48.8292,500.0,66.9888,500.0,0.1,2.1793e-19,145.18062974,68.5937267338,500,1.0,68.5937267338,0.005,1.0,100,145.18062974,68.5937267338,14.5569,2,1.0,,200.000000102,0.005
1.0,0.00333333,52.2013,500.0,68.5457,500.0,0.1,5.43914e-20,372.160454172,71.6595529224,500,1.0,71.6595529224,0.00333333,1.0,100,372.160454172,71.6595529224,16.3991,2,1.0,,299.999969474,0.00333333
1.0,0.0025,53.6774,500.0,67.8321,500.0,0.1,5.4346e-20,214.217846942,65.6911219828,500,1.0,65.6911219828,0.0025,1.0,100,214.217846942,65.6911219828,16.0076,2,1.0,,400.0,0.0025
2.02646,0.0666375,67.4127,500.0,85.4351,246.73613054,0.1,0.00010317,338.407632917,72.3322476355,500,142.635,72.3322476355,1.92895e-05,0.0412885,100,338.407632917,72.3322476355,16.0113,1,4.28093,472.684,18.6978865383,0.002
1.0,0.01,41.0882,500.0,69.15,500.0,0.1,3.50449e-18,186.771759838,69.1500258007,500,1.0,69.1500258007,0.01,1.0,100,186.771759838,69.1500258007,13.5979,2,1.0,,100.0,0.01
1.0,0.005,48.0637,500.0,67.9064,500.0,0.1,2.1793e-19,77.4586888793,66.6627197442,500,1.0,66.6627197442,0.005,1.0,100,77.4586888793,66.6627197442,11.5039,2,1.0,,200.000000102,0.005
1.0,0.00333333,49.5593,500.0,65.7608,500.0,0.1,5.43914e-20,157.475563893,61.4695259973,500,1.0,61.4695259973,0.00333333,1.0,100,157.475563893,61.4695259973,12.223,2,1.0,,299.999969474,0.00333333
1.0,0.0025,53.0466,500.0,67.0775,500.0,0.1,5.4346e-20,260.274299341,71.0276799553,500,1.0,71.0276799553,0.0025,1.0,100,260.274299341,71.0276799553,13.4785,2,1.0,,400.0,0.0025
2.31166,0.0589183,68.8282,500.0,87.9088,216.29455595,0.1,8.09924e-05,257.534827951,68.7755509906,500,77.3093,68.7755509906,7.71772e-06,0.0101267,100,257.534827951,68.7755509906,20.2592,1,2.62429,139.446,23.5763987214,0.002
1.0,0.01,45.8998,500.0,69.1561,500.0,0.1,3.50449e-18,40.6452953691,69.1560702519,500,1.0,69.1560702519,0.01,1.0,100,40.6452953691,69.1560702519,6.34341,2,1.0,,100.0,0.01
1.0,0.005,46.2841,500.0,64.6669,500.0,0.1,2.1793e-19,184.074802071,60.1776321498,500,1.0,60.1776321498,0.005,1.0,100,184.074802071,60.1776321498,11.4625,2,1.0,,200.000000102,0.005
1.0,0.00333333,52.0805,500.0,68.4299,500.0,0.1,5.43914e-20,249.439269701,75.9560144298,500,1.0,75.9560144298,0.00333333,1.0,100,249.439269701,75.9560144298,14.0794,2,1.0,,299.999969474,0.00333333
1.0,0.0025,55.6346,500.0,69.8582,500.0,0.1,5.4346e-20,196.353995345,74.143270358,500,1.0,74.143270358,0.0025,1.0,100,196.353995345,74.143270358,14.2615,2,1.0,,400.0,0.0025
