VarRet,EpsThisIter,VarNormIw,Delta,IterType,MaxNormIw,AvgEpLen,VarVanillaIw,ESSClassic,VarJ,Bound,VanillaAvgRet,AvgNormIw,VarDiscRet,AvgDiscRet,AvgRet,MinNormIw,MinVanillaIw,BatchSize,AvgVanillaIw,MaxVanillaIw,ESSRenyi,J,eRenyi2
1671.07130799,100,6.81743e-06,0.6,1,0.0148215,500.0,0.0697838,93.677459583,41.4836,-552.248,-501.425668988,0.01,1671.07130799,-501.425668988,-501.425668988,0.00385725,0.390252,100,1.01174,1.49955,93.7256310631,-498.086,1.06694
2549.45572601,100,9.22615e-06,0.6,1,0.0230947,500.0,0.0940132,91.6305839831,54.3076,-573.458,-516.58893184,0.01,2549.45572601,-516.58893184,-516.58893184,0.00459957,0.464303,100,1.00945,2.33129,91.9003210143,-511.752,1.08814
2120.80745817,100,3.08471e-05,0.6,1,0.0416121,500.0,0.359903,76.605639043,49.8252,-553.619,-507.727418839,0.01,2120.80745817,-507.727418839,-507.727418839,0.0027967,0.302086,100,1.08015,4.49475,83.9359295486,-498.119,1.19138
1731.60945707,100,1.21131e-05,0.6,1,0.0313419,500.0,0.122195,89.29205947,45.37,-560.918,-510.222932861,0.01,1731.60945707,-510.222932861,-510.222932861,0.00593436,0.596036,100,1.00438,3.14792,93.2433691185,-507.128,1.07246
2526.33578195,100,8.49951e-06,0.6,1,0.025718,500.0,0.0832973,92.2385787531,54.7206,-565.102,-512.514425235,0.01,2526.33578195,-512.514425235,-512.514425235,0.00447254,0.442764,100,0.989963,2.54599,92.1633031184,-507.933,1.08503
2381.01777417,100,8.24797e-06,0.6,1,0.0287095,500.0,0.0829035,92.4509347234,48.1969,-559.997,-507.712499704,0.01,2381.01777417,-507.712499704,-507.712499704,0.006368,0.638434,100,1.00257,2.87831,95.198530953,-505.004,1.05044
2018.26221626,100,2.35632e-05,0.6,1,0.024136,500.0,0.226723,81.0849080309,50.6022,-559.674,-513.149543104,0.01,2018.26221626,-513.149543104,-513.149543104,0.00151763,0.148867,100,0.980913,2.36753,85.5553940714,-505.489,1.16883
1952.15226197,100,5.83431e-06,0.6,1,0.0181452,500.0,0.0609374,94.5394331054,46.9548,-556.448,-507.741325113,0.01,1952.15226197,-507.741325113,-507.741325113,0.00463928,0.474131,100,1.02199,1.85442,94.7829967922,-504.983,1.05504
2470.28056828,100,4.76323e-06,0.6,1,0.0186512,500.0,0.0483287,95.4967641222,50.6039,-566.022,-510.415557992,0.01,2470.28056828,-510.415557992,-510.415557992,0.00610604,0.615051,100,1.00728,1.8787,96.6752375016,-508.413,1.03439
2409.35677215,100,1.5021e-05,0.6,1,0.0234074,500.0,0.155371,87.0543717099,50.3997,-560.025,-509.651321257,0.01,2409.35677215,-509.651321257,-509.651321257,0.00174877,0.177856,100,1.01704,2.38062,86.7777129854,-502.633,1.15237
1841.43684747,100,3.19036e-05,0.6,1,0.0279744,500.0,0.26352,75.9967679625,53.6926,-551.302,-505.787611686,0.01,1841.43684747,-505.787611686,-505.787611686,0.000273861,0.0248895,100,0.908839,2.54242,80.0753272083,-495.799,1.24882
1919.59825082,100,4.29332e-06,0.6,1,0.0150649,500.0,0.0416458,95.9229413985,42.5652,-558.371,-509.941806242,0.01,1919.59825082,-509.941806242,-509.941806242,0.00507196,0.499533,100,0.984893,1.48373,94.9501457313,-507.432,1.05318
2836.51313613,100,6.01633e-06,0.6,1,0.0175432,500.0,0.0584546,94.3786390932,53.3562,-566.924,-508.316112041,0.01,2836.51313613,-508.316112041,-508.316112041,0.00226259,0.223022,100,0.985697,1.72923,94.5045976962,-504.971,1.05815
1997.50194087,100,1.80247e-05,0.6,1,0.025644,500.0,0.182663,84.8576124253,50.552,-538.927,-494.19065877,0.01,1997.50194087,-494.19065877,-494.19065877,0.0017254,0.173693,100,1.00668,2.58153,84.2518509859,-486.86,1.18692
1925.57769797,100,1.64932e-05,0.6,1,0.031783,500.0,0.177635,85.9636437781,49.3964,-557.135,-510.068578254,0.01,1925.57769797,-510.068578254,-510.068578254,0.0038396,0.398472,100,1.0378,3.29843,90.6827522837,-505.439,1.10275
2400.9173022,100,0.00027489,0.6,1,0.11461,500.0,2.49072,26.8714999982,100.75,-546.435,-506.664564784,0.01,2400.9173022,-506.664564784,-506.664564784,0.000117375,0.0111727,100,0.95188,10.9095,44.552909331,-472.205,2.24452
2456.59991666,100,4.33055e-05,0.6,1,0.0337877,500.0,0.413829,69.9924771479,56.31,-548.684,-504.032643033,0.01,2456.59991666,-504.032643033,-504.032643033,0.000478651,0.0467905,100,0.97755,3.30291,76.5648355751,-490.013,1.30608
4167.78458488,100,4.7928e-06,0.6,1,0.0132249,500.0,0.0480336,95.4700495398,54.5242,-590.417,-513.067806059,0.01,4167.78458488,-513.067806059,-513.067806059,0.00288318,0.288636,100,1.0011,1.32394,96.5209081835,-510.316,1.03604
2045.20417304,100,1.06972e-05,0.6,1,0.0191919,500.0,0.110864,90.4238955265,47.3489,-553.891,-504.93352957,0.01,2045.20417304,-504.93352957,-504.93352957,0.003683,0.374941,100,1.01803,1.9538,90.0653559965,-498.873,1.1103
1690.36895084,100,1.72649e-05,0.6,1,0.0215534,500.0,0.155433,85.4027446512,46.3166,-558.581,-509.947334342,0.01,1690.36895084,-509.947334342,-509.947334342,0.00256184,0.243076,100,0.948833,2.04506,87.2746400858,-504.0,1.14581
2324.56494661,100,2.46273e-05,0.6,1,0.0233358,500.0,0.240977,80.3981577937,52.2933,-551.2,-504.204184988,0.01,2324.56494661,-504.204184988,-504.204184988,0.00203184,0.200988,100,0.989191,2.30836,81.3216741938,-495.063,1.22968
2284.53738192,100,9.3974e-06,0.6,1,0.0213522,500.0,0.104434,91.4884635135,46.9936,-557.8,-506.939156175,0.01,2284.53738192,-506.939156175,-506.939156175,0.00478207,0.504118,100,1.05418,2.25091,93.0050482736,-503.19,1.07521
1942.22021569,100,1.70411e-05,0.6,1,0.0258114,500.0,0.15057,85.5646628802,44.5461,-547.496,-501.175502221,0.01,1942.22021569,-501.175502221,-501.175502221,0.00259755,0.244166,100,0.939983,2.42622,87.6340663292,-494.304,1.14111
2237.71502717,100,6.03179e-05,0.6,1,0.0737699,500.0,0.735578,62.6116495013,49.9491,-569.449,-514.824953169,0.01,2237.71502717,-514.824953169,-514.824953169,0.00302526,0.334082,100,1.10431,8.14649,88.4983204156,-508.866,1.12996
2199.52806582,100,0.00233655,0.6,1,0.421947,500.0,9.05587,4.14389799422,111.987,-521.679,-510.145789919,0.01,2199.52806582,-510.145789919,-510.145789919,9.0031e-16,5.60492e-14,100,0.622555,26.2685,99.9997973446,-469.322,1.0
2084.89188104,100,1.49536e-05,0.6,1,0.0173027,500.0,0.135461,87.1049409676,49.5422,-553.134,-507.934631346,0.01,2084.89188104,-507.934631346,-507.934631346,0.00157545,0.149947,100,0.951774,1.64682,89.3535523878,-502.036,1.11915
2048.18064424,100,0.00158159,0.6,1,0.25593,500.0,8.34249,6.00321630879,83.6242,-518.679,-500.905209201,0.01,2048.18064424,-500.905209201,-500.905209201,1.84714e-29,1.34153e-27,100,0.726275,18.5875,99.9999761581,-468.034,1.0
2132.32367648,100,4.07807e-06,0.6,1,0.0155729,500.0,0.0409642,96.1194124776,47.0723,-543.033,-496.53554613,0.01,2132.32367648,-496.53554613,-496.53554613,0.00450336,0.451348,100,1.00225,1.56079,95.5509385821,-494.277,1.04656
1922.52265508,100,8.05066e-06,0.6,1,0.0182999,500.0,0.0752052,92.6181927387,44.4859,-556.265,-507.665081985,0.01,1922.52265508,-507.665081985,-507.665081985,0.00241599,0.233509,100,0.966514,1.76871,92.7771868718,-504.273,1.07785
2322.26547128,100,3.44433e-05,0.6,1,0.0503649,500.0,0.352372,74.5718185447,61.12,-539.294,-492.622808868,0.01,2322.26547128,-492.622808868,-492.622808868,0.00146466,0.148144,100,1.01146,5.0942,83.0484204124,-484.258,1.20412
2219.04267618,100,5.61304e-05,0.6,1,0.0718323,500.0,0.580567,64.2801302389,59.3379,-543.282,-495.113038253,0.01,2219.04267618,-495.113038253,-495.113038253,0.00117614,0.119615,100,1.01702,7.30545,80.3596802591,-484.694,1.24441
1706.68347678,100,7.83465e-06,0.6,1,0.0222078,500.0,0.0799647,92.8020029061,43.6065,-543.085,-495.239160279,0.01,1706.68347678,-495.239160279,-495.239160279,0.00590102,0.596165,100,1.01027,2.2436,93.2616763205,-491.309,1.07225
1948.88674776,100,3.10126e-06,0.6,1,0.0137161,500.0,0.031327,97.0212289065,42.9106,-545.21,-495.113925593,0.01,1948.88674776,-495.113925593,-495.113925593,0.00615764,0.618877,100,1.00506,1.37855,96.5149446955,-493.228,1.03611
1805.93435019,100,2.74202e-05,0.6,1,0.0404422,500.0,0.228333,78.6497200204,54.0268,-541.109,-493.913830032,0.01,1805.93435019,-493.913830032,-493.913830032,0.00155354,0.141766,100,0.912533,3.69049,85.4016518748,-487.593,1.17094
1961.86128354,100,1.38413e-05,0.6,1,0.0181605,500.0,0.147193,87.9485511086,45.671,-550.528,-503.916938367,0.01,1961.86128354,-503.916938367,-503.916938367,0.00210308,0.216877,100,1.03123,1.87276,88.8868544302,-498.683,1.12503
1827.50381554,100,0.000143097,0.6,1,0.11006,500.0,1.73584,41.3793942684,83.8858,-534.068,-489.41172997,0.01,1827.50381554,-489.41172997,-489.41172997,0.00379284,0.417738,100,1.10139,12.1218,72.0919519999,-476.44,1.38712
1852.45236696,100,2.5763e-05,0.6,1,0.0407754,500.0,0.241699,79.6778884773,52.8161,-540.067,-494.31570215,0.01,1852.45236696,-494.31570215,-494.31570215,0.00188997,0.18306,100,0.968588,3.94946,85.5676817521,-487.769,1.16867
1914.11998741,100,3.5374e-06,0.6,1,0.0192511,500.0,0.033401,96.6164589835,43.661,-531.127,-484.9687136,0.01,1914.11998741,-484.9687136,-484.9687136,0.005233,0.508497,100,0.971713,1.87065,95.4969528685,-482.665,1.04715
1943.85913523,100,8.04264e-06,0.6,1,0.0248933,500.0,0.0795509,92.625013317,48.2654,-544.153,-496.392657443,0.01,1943.85913523,-496.392657443,-496.392657443,0.0051408,0.511274,100,0.994542,2.47574,93.7563657892,-493.311,1.06659
1510.23091007,100,2.54358e-05,0.6,1,0.0328672,500.0,0.228301,79.8840703153,44.0061,-528.973,-486.413022221,0.01,1510.23091007,-486.413022221,-486.413022221,0.00190639,0.18061,100,0.947397,3.11382,84.4194420348,-479.19,1.18456
2572.28658806,100,1.56852e-05,0.6,1,0.0295162,500.0,0.169784,86.5588114852,62.325,-546.093,-497.452491965,0.01,2572.28658806,-497.452491965,-497.452491965,0.00349623,0.36375,100,1.04041,3.07088,89.0481098817,-492.345,1.12299
2440.52990518,100,3.45962e-05,0.6,1,0.042894,500.0,0.373728,74.487764689,60.3473,-542.696,-497.429091778,0.01,2440.52990518,-497.429091778,-497.429091778,0.00385048,0.400201,100,1.03935,4.45821,82.8267670627,-489.119,1.20734
23546.7334677,100,5.4677e-06,0.6,1,0.0159471,500.0,0.0561232,94.8649473613,81.5138,-663.088,-508.578225167,0.01,23546.7334677,-508.578225167,-508.578225167,0.00445102,0.45095,100,1.01314,1.61566,95.1869400457,-499.004,1.05056
1918.15295071,100,9.69399e-06,0.6,1,0.0241315,500.0,0.101818,91.2433316492,44.5604,-542.975,-496.57978278,0.01,1918.15295071,-496.57978278,-496.57978278,0.00319627,0.327571,100,1.02485,2.47313,91.5143601567,-491.44,1.09272
1928.86653547,100,3.25408e-06,0.6,1,0.0131329,500.0,0.0328099,96.879015619,43.9011,-550.965,-498.810517322,0.01,1928.86653547,-498.810517322,-498.810517322,0.0052567,0.527839,100,1.00413,1.3187,96.6934237215,-497.081,1.0342
2130.05188065,100,1.71536e-05,0.6,1,0.0359346,500.0,0.181324,85.4831952271,51.2729,-541.764,-493.197340113,0.01,2130.05188065,-493.197340113,-493.197340113,0.00269526,0.277109,100,1.02813,3.69456,87.9039774191,-486.903,1.1376
2380.07310169,100,0.000774604,0.6,1,0.277311,500.0,12.9217,11.5359108657,171.214,-535.684,-496.209335763,0.01,2380.07310169,-496.209335763,-496.209335763,0.000297319,0.038401,100,1.29158,35.8169,50.0513245456,-464.88,1.99795
2019.31248065,100,3.74893e-05,0.6,1,0.0251213,500.0,0.357983,72.9317621126,61.3475,-539.756,-492.306518325,0.01,2019.31248065,-492.306518325,-492.306518325,0.000737383,0.0720561,100,0.977186,2.45482,77.8962480093,-481.055,1.28376
1755.97473103,100,0.0010167,0.6,1,0.32159,500.0,21.3169,9.03724784497,195.894,-525.691,-492.919450834,0.01,1755.97473103,-492.919450834,-492.919450834,0.00036876,0.0533962,100,1.44799,46.566,51.0382345896,-458.75,1.95932
1568.88963614,100,1.10833e-05,0.6,1,0.0192203,500.0,0.110822,90.1124245102,39.0054,-544.182,-498.556316101,0.01,1568.88963614,-498.556316101,-498.556316101,0.00214578,0.214567,100,0.99995,1.92193,90.4506245256,-493.563,1.10558
1990.46611593,100,1.19842e-05,0.6,1,0.0203457,500.0,0.11576,89.3939786804,49.5773,-540.269,-492.542694195,0.01,1990.46611593,-492.542694195,-492.542694195,0.00177123,0.17408,100,0.982822,1.99962,89.6523870569,-487.616,1.11542
1786.18909787,100,2.96441e-05,0.6,1,0.0271396,500.0,0.257866,77.3110052963,45.1449,-538.04,-493.730179413,0.01,1786.18909787,-493.730179413,-493.730179413,0.00187994,0.175336,100,0.93267,2.53123,82.4237588818,-484.229,1.21324
2046.74439393,100,1.5206e-05,0.6,1,0.0251798,500.0,0.14835,86.9157600775,48.9087,-535.632,-488.72298842,0.01,2046.74439393,-488.72298842,-488.72298842,0.00284452,0.28096,100,0.987725,2.48707,87.410278883,-481.945,1.14403
2067.54284609,100,2.95843e-05,0.6,1,0.0270578,500.0,0.295049,77.3464405483,48.9458,-537.48,-491.077538651,0.01,2067.54284609,-491.077538651,-491.077538651,0.00191789,0.191531,100,0.998657,2.70215,80.1949854999,-482.123,1.24696
1893.54811306,100,8.91517e-06,0.6,1,0.0232441,500.0,0.0929022,91.889809006,44.0498,-543.47,-495.944413949,0.01,1893.54811306,-495.944413949,-495.944413949,0.00447589,0.456907,100,1.02082,2.3728,92.567770521,-492.036,1.08029
1750.69599877,100,1.11599e-05,0.6,1,0.0225655,500.0,0.113104,90.0508877883,41.9426,-547.664,-499.182311906,0.01,1750.69599877,-499.182311906,-499.182311906,0.00450127,0.45315,100,1.00672,2.27171,92.2289747087,-494.952,1.08426
1905.03781016,100,8.55319e-05,0.6,1,0.0867167,500.0,0.867334,54.1487205089,64.2118,-523.035,-481.909677287,0.01,1905.03781016,-481.909677287,-481.909677287,0.00160296,0.161417,100,1.007,8.73237,72.6510398574,-467.197,1.37644
2154.37850609,100,5.20934e-05,0.6,1,0.064701,500.0,0.491084,65.9750276349,71.3103,-545.169,-497.271002608,0.01,2154.37850609,-497.271002608,-497.271002608,0.000725214,0.070413,100,0.970927,6.28199,78.5127682103,-486.613,1.27368
2285.13786208,100,1.2371e-05,0.6,1,0.0220439,500.0,0.122884,89.0890109118,52.8241,-546.602,-499.07107114,0.01,2285.13786208,-499.07107114,-499.07107114,0.0036206,0.360849,100,0.996657,2.19702,90.4537943253,-494.665,1.10554
2008.31987465,100,2.3876e-05,0.6,1,0.0452351,500.0,0.228883,80.8817986073,52.9551,-542.32,-495.802298606,0.01,2008.31987465,-495.802298606,-495.802298606,0.00297558,0.291339,100,0.979098,4.42896,84.6995086714,-487.61,1.18064
1791.69395263,100,1.10287e-05,0.6,1,0.0288633,500.0,0.110268,90.1563659028,46.2195,-541.551,-495.352086793,0.01,1791.69395263,-495.352086793,-495.352086793,0.00258123,0.258101,100,0.999916,2.88609,92.2610084603,-491.708,1.08388
1805.80431844,100,2.15959e-05,0.6,1,0.0243375,500.0,0.211206,82.3859286195,50.7015,-533.793,-489.210767816,0.01,1805.80431844,-489.210767816,-489.210767816,0.00112027,0.110788,100,0.988934,2.40682,84.7041783659,-481.414,1.18058
2341.23462879,100,3.65435e-05,0.6,1,0.0367606,500.0,0.369548,73.4332712683,59.1968,-548.991,-502.478148429,0.01,2341.23462879,-502.478148429,-502.478148429,0.000600159,0.0603527,100,1.00561,3.69669,78.8280246206,-492.285,1.26858
2060.87911205,100,8.38355e-06,0.6,1,0.0215429,500.0,0.0841484,92.3363131492,46.5536,-546.468,-497.504430511,0.01,2060.87911205,-497.504430511,-497.504430511,0.00293974,0.294522,100,1.00186,2.15831,93.2385291743,-493.999,1.07252
1725.47100432,100,1.03266e-05,0.6,1,0.0214957,500.0,0.11513,90.724878459,45.7452,-543.939,-496.905757551,0.01,1725.47100432,-496.905757551,-496.905757551,0.00251093,0.265125,100,1.05588,2.2697,90.2633965737,-491.835,1.10787
1924.72330609,100,7.05493e-05,0.6,1,0.0768769,500.0,0.636081,58.8776099489,74.1551,-537.481,-490.653098846,0.01,1924.72330609,-490.653098846,-490.653098846,0.000681703,0.0647299,100,0.949532,7.29971,76.7477909848,-479.558,1.30297
2301.446948,100,8.45348e-06,0.6,1,0.0188318,500.0,0.0791437,92.2773658172,47.293,-535.789,-487.020212101,0.01,2301.446948,-487.020212101,-487.020212101,0.00256306,0.247999,100,0.967588,1.82214,92.3100150428,-483.091,1.08331
2770.71041007,100,1.07784e-05,0.6,1,0.017772,500.0,0.100709,90.358233028,55.6283,-546.263,-496.867559215,0.01,2770.71041007,-496.867559215,-496.867559215,0.00117235,0.113323,100,0.966624,1.71788,90.6709215932,-491.974,1.10289
1855.08565771,100,1.07149e-05,0.6,1,0.0205444,500.0,0.111118,90.409611387,43.1339,-543.095,-497.366232901,0.01,1855.08565771,-497.366232901,-497.366232901,0.00179059,0.182345,100,1.01835,2.09214,90.2867127245,-491.89,1.10758
1984.04474035,100,3.45429e-05,0.6,1,0.0590023,500.0,0.411937,74.5170680669,54.794,-543.945,-495.329158074,0.01,1984.04474035,-495.329158074,-495.329158074,0.00423686,0.462679,100,1.09203,6.44325,90.3726686662,-491.732,1.10653
2337.25598855,100,6.48822e-06,0.6,1,0.0217622,500.0,0.0627207,93.9643632609,50.7281,-543.529,-494.534708958,0.01,2337.25598855,-494.534708958,-494.534708958,0.00590283,0.580367,100,0.983202,2.13966,94.8193374928,-491.841,1.05464
2233.82246421,100,3.77306e-06,0.6,1,0.0151178,500.0,0.0384987,96.3992001635,46.3907,-536.067,-486.046761742,0.01,2233.82246421,-486.046761742,-486.046761742,0.00433625,0.438017,100,1.01013,1.52709,95.0690203421,-483.327,1.05187
1924.16249202,100,6.71051e-05,0.6,1,0.0560314,500.0,0.758036,60.0838458974,56.5482,-531.78,-488.48254769,0.01,1924.16249202,-488.48254769,-488.48254769,0.00102664,0.109115,100,1.06284,5.95523,77.1703389683,-476.305,1.29583
2024.82369801,100,3.24793e-05,0.6,1,0.0369271,500.0,0.328094,75.6690224404,55.552,-536.949,-490.62354502,0.01,2024.82369801,-490.62354502,-490.62354502,0.00240296,0.241514,100,1.00507,3.71143,83.3552819004,-482.446,1.19968
1960.8201105,100,1.20787e-05,0.6,1,0.0208061,500.0,0.122728,89.3192968529,48.2803,-544.264,-497.300001547,0.01,1960.8201105,-497.300001547,-497.300001547,0.00316313,0.318845,100,1.00801,2.09727,89.3791910107,-491.878,1.11883
2766.99364924,100,1.32289e-05,0.6,1,0.0263215,500.0,0.135306,88.4199214299,53.316,-539.517,-490.684870711,0.01,2766.99364924,-490.684870711,-490.684870711,0.00394613,0.399086,100,1.01134,2.66198,93.2197648916,-487.532,1.07273
1927.96142198,100,5.05868e-05,0.6,1,0.0588185,500.0,0.518509,66.6307111905,64.3986,-540.517,-495.482885266,0.01,1927.96142198,-495.482885266,-495.482885266,0.00373886,0.378529,100,1.01242,5.95489,80.0391274039,-486.795,1.24939
1705.24180472,100,0.01,0.6,1,1.0,500.0,,inf,,-507.729,-494.772843355,0.01,1705.24180472,-494.772843355,-494.772843355,,,100,1.47498e-40,1.47498e-38,99.1744924858,-459.566,1.00832
1705.24180472,100,nan,0.6,,nan,500.0,nan,nan,nan,nan,-494.772843355,nan,216008.825031,-977.064968351,-494.772843355,nan,6.77975e+37,200,inf,inf,2.27681887532e+19,nan,8.78419e-18
2086.16218384,100,1.94763e-06,0.6,1,0.0117004,500.0,0.0830326,185.612138915,44.9507,-533.657,-499.514363419,0.005,2086.16218384,-499.514363419,-499.514363419,0.00173497,0.358232,200,1.03238,2.41586,185.40355614,-494.566,1.07873
1950.40870564,100,3.50449e-18,0.6,2,0.01,500.0,,100.0,43.9421,-545.752,-498.172076548,0.01,1950.40870564,-498.172076548,-498.172076548,0.01,1.0,200,1.0,1.0,200.0,-498.172,1.0
1802.37329578,100,1.20205e-06,0.6,1,0.00895853,500.0,0.0476436,190.868637695,43.1028,-528.706,-493.305499622,0.005,1802.37329578,-493.305499622,-493.305499622,0.00143012,0.284717,200,0.99543,1.78352,191.566019775,-494.279,1.04403
1559.91853699,100,3.50449e-18,0.6,2,0.01,500.0,,100.0,39.2978,-549.26,-501.610604514,0.01,1559.91853699,-501.610604514,-501.610604514,0.01,1.0,200,1.0,1.0,200.0,-501.611,1.0
2433.49016174,100,8.31755e-06,0.6,1,0.0215224,500.0,0.355119,150.258615491,50.7887,-533.485,-495.223098898,0.005,2433.49016174,-495.223098898,-495.223098898,0.000315655,0.0652233,200,1.03314,4.44712,167.552481941,-492.812,1.19366
2387.7223325,100,3.50449e-18,0.6,2,0.01,500.0,,100.0,48.6194,-543.439,-494.156673476,0.01,2387.7223325,-494.156673476,-494.156673476,0.01,1.0,200,1.0,1.0,200.0,-494.157,1.0
1727.45196106,100,1.5189e-06,0.6,1,0.0119509,500.0,0.0624172,188.598748424,45.1515,-528.825,-496.054820226,0.005,1727.45196106,-496.054820226,-496.054820226,0.00278669,0.564905,200,1.01358,2.42263,189.685137128,-493.042,1.05438
2440.18042163,100,3.50449e-18,0.6,2,0.01,500.0,,100.0,49.1506,-545.11,-491.497462154,0.01,2440.18042163,-491.497462154,-491.497462154,0.01,1.0,200,1.0,1.0,200.0,-491.497,1.0
2354.49393942,100,7.8231e-06,0.6,1,0.0212214,500.0,0.321471,152.513493424,60.657,-525.033,-487.838281641,0.005,2354.49393942,-487.838281641,-487.838281641,0.000553479,0.112197,200,1.01357,4.30186,161.205796531,-482.808,1.24065
2785.30570027,100,3.50449e-18,0.6,2,0.01,500.0,,100.0,52.5115,-543.409,-489.039085237,0.01,2785.30570027,-489.039085237,-489.039085237,0.01,1.0,200,1.0,1.0,200.0,-489.039,1.0
1982.12291855,100,1.88826e-06,0.6,1,0.0110552,500.0,0.0785439,186.020124338,49.696,-530.094,-497.264183432,0.005,1982.12291855,-497.264183432,-497.264183432,0.00129631,0.264385,200,1.01975,2.25472,184.499046505,-490.067,1.08402
2522.72156562,100,3.50449e-18,0.6,2,0.01,500.0,,100.0,49.9749,-534.73,-486.828456171,0.01,2522.72156562,-486.828456171,-486.828456171,0.01,1.0,200,1.0,1.0,200.0,-486.828,1.0
2128.70015388,100,3.98767e-06,0.6,1,0.0113499,500.0,0.144033,172.605860738,51.6116,-525.632,-498.43008918,0.005,2128.70015388,-498.43008918,-498.43008918,0.000928237,0.176413,200,0.950258,2.15707,172.982835461,-487.436,1.15618
2187.29892739,100,3.50449e-18,0.6,2,0.01,500.0,,100.0,46.5341,-542.934,-495.538616393,0.01,2187.29892739,-495.538616393,-495.538616393,0.01,1.0,200,1.0,1.0,200.0,-495.539,1.0
1824.27604184,100,8.10534e-06,0.6,1,0.0264348,500.0,0.313166,151.218109205,58.4379,-528.698,-496.855943542,0.005,1824.27604184,-496.855943542,-496.855943542,0.000914608,0.179778,200,0.982815,5.19611,164.148242828,-489.752,1.21841
1988.039004,100,3.50449e-18,0.6,2,0.01,500.0,,100.0,44.3639,-540.674,-491.115879175,0.01,1988.039004,-491.115879175,-491.115879175,0.01,1.0,200,1.0,1.0,200.0,-491.116,1.0
2585.15720817,100,1.25002e-05,0.6,1,0.0323795,500.0,0.447676,133.555360323,66.3509,-527.151,-497.458953154,0.005,2585.15720817,-497.458953154,-497.458953154,8.32351e-05,0.0157518,200,0.946225,6.12766,146.512570646,-484.943,1.36507
2564.29434626,100,3.50449e-18,0.6,2,0.01,500.0,,100.0,50.385,-558.732,-506.216814109,0.01,2564.29434626,-506.216814109,-506.216814109,0.01,1.0,200,1.0,1.0,200.0,-506.217,1.0
2409.62869717,100,4.08063e-06,0.6,1,0.0141728,500.0,0.172491,172.056484815,56.6269,-534.88,-495.903498487,0.005,2409.62869717,-495.903498487,-495.903498487,0.00169704,0.348907,200,1.02799,2.91391,169.970318136,-494.599,1.17668
5703.08490993,100,3.50449e-18,0.6,2,0.01,500.0,,100.0,75.1402,-595.343,-502.128464631,0.01,5703.08490993,-502.128464631,-502.128464631,0.01,1.0,200,1.0,1.0,200.0,-502.128,1.0
2027.26921174,100,6.51121e-07,0.6,1,0.00991355,500.0,0.025442,194.947955982,61.7941,-561.837,-491.162003805,0.005,2027.26921174,-491.162003805,-491.162003805,0.00350033,0.691916,200,0.988359,1.95963,195.343850584,-495.143,1.02384
1969.85247394,100,3.50449e-18,0.6,2,0.01,500.0,,100.0,44.1605,-536.079,-486.951804771,0.01,1969.85247394,-486.951804771,-486.951804771,0.01,1.0,200,1.0,1.0,200.0,-486.952,1.0
2046.47504559,100,1.74282e-06,0.6,1,0.00785945,500.0,0.0693983,187.027024194,46.2547,-527.108,-494.549744961,0.005,2046.47504559,-494.549744961,-494.549744961,0.000862826,0.172175,200,0.997741,1.56834,185.748880976,-488.098,1.07672
1959.50412667,100,3.50449e-18,0.6,2,0.01,500.0,,100.0,44.0444,-536.164,-488.521988985,0.01,1959.50412667,-488.521988985,-488.521988985,0.01,1.0,200,1.0,1.0,200.0,-488.522,1.0
2016.36631724,100,1.74227e-06,0.6,1,0.0104584,500.0,0.0705054,187.030814551,44.6606,-524.373,-494.284384907,0.005,2016.36631724,-494.284384907,-494.284384907,0.00233266,0.46925,200,1.00583,2.10387,186.673235807,-489.022,1.07139
1960.20996867,100,3.50449e-18,0.6,2,0.01,500.0,,100.0,44.0523,-541.322,-490.96857819,0.01,1960.20996867,-490.96857819,-490.96857819,0.01,1.0,200,1.0,1.0,200.0,-490.969,1.0
1957.84458315,100,4.80753e-06,0.6,1,0.0140906,500.0,0.178061,167.878282735,46.7305,-523.625,-488.939263023,0.005,1957.84458315,-488.939263023,-488.939263023,0.000592142,0.113959,200,0.962262,2.71176,174.742225467,-485.534,1.14454
1833.71501007,100,3.50449e-18,0.6,2,0.01,500.0,,100.0,42.6073,-544.9,-495.520738692,0.01,1833.71501007,-495.520738692,-495.520738692,0.01,1.0,200,1.0,1.0,200.0,-495.521,1.0
1828.94519632,100,1.25774e-06,0.6,1,0.00925335,500.0,0.0509532,190.465639756,43.2285,-528.521,-493.879183661,0.005,1828.94519632,-493.879183661,-493.879183661,0.00222865,0.448572,200,1.00638,1.86247,188.846993469,-492.589,1.05906
2016.62343185,100,3.50449e-18,0.6,2,0.01,500.0,,100.0,44.6817,-536.743,-487.370630986,0.01,2016.62343185,-487.370630986,-487.370630986,0.01,1.0,200,1.0,1.0,200.0,-487.371,1.0
1634.45188098,100,1.07102e-05,0.6,1,0.0260667,500.0,0.482077,140.226208664,59.8728,-525.476,-496.833372804,0.005,1634.45188098,-496.833372804,-496.833372804,0.000968809,0.20554,200,1.06079,5.53025,168.282864838,-487.063,1.18848
2313.17505658,100,3.50449e-18,0.6,2,0.01,500.0,,100.0,47.8544,-552.596,-501.302691141,0.01,2313.17505658,-501.302691141,-501.302691141,0.01,1.0,200,1.0,1.0,200.0,-501.303,1.0
