Bound,eRenyi2,MaxVanillaIw,ESSClassic,VarDiscRet,VarJ,IterType,Delta,AvgVanillaIw,VanillaAvgRet,AvgRet,MinNormIw,BatchSize,AvgNormIw,MinVanillaIw,EpsThisIter,VarRet,AvgEpLen,ESSRenyi,AvgDiscRet,VarNormIw,J,MaxNormIw,VarVanillaIw
-140.723,1.02355,1.65392,97.688420682,3748.57848747,52.7572,1,0.3,0.996997,-77.9040385891,-77.9040385891,0.00768848,100,0.01,0.766539,100,3748.57848747,109.34,97.6988396483,-77.9040385891,2.39017e-06,-76.2591,0.016589,0.0237584
-146.424,1.06794,1.38326,93.0102207862,4894.30014561,55.3679,1,0.3,0.993408,-83.4679791097,-83.4679791097,0.000148863,100,0.01,0.0147882,100,4894.30014561,116.63,93.6381778537,-83.4679791097,7.59097e-06,-80.5783,0.0139244,0.0749122
-141.83,1.00619,1.3192,99.3650533808,3707.95999142,57.3946,1,0.3,0.997774,-78.3293091038,-78.3293091038,0.00891982,100,0.01,0.889996,100,3707.95999142,110.44,99.3846371112,-78.3293091038,6.4546e-07,-77.9153,0.0132214,0.00642589
-148.22,1.09325,1.51047,88.3264094221,7080.70044831,67.6344,1,0.3,0.920368,-88.4202162848,-88.4202162848,0.00238738,100,0.01,0.219727,100,7080.70044831,121.67,91.4707026007,-88.4202162848,1.33499e-05,-81.5972,0.0164116,0.113084
-140.029,1.03033,1.35747,96.1141329056,3735.07502749,52.1185,1,0.3,0.990694,-77.277467608,-77.277467608,0.00391696,100,0.01,0.388051,100,3735.07502749,108.45,97.0563781713,-77.277467608,4.08378e-06,-75.3514,0.0137022,0.0400813
-144.457,1.01379,1.68662,98.5387686624,4965.41741256,66.1118,1,0.3,1.00389,-81.2572801274,-81.2572801274,0.00882133,100,0.01,0.885564,100,4965.41741256,113.31,98.6393274762,-81.2572801274,1.49788e-06,-80.2998,0.0168008,0.0150955
-141.327,1.01242,1.45286,98.9223796954,3719.12128141,56.7733,1,0.3,0.993137,-78.0603052272,-78.0603052272,0.0090739,100,0.01,0.901162,100,3719.12128141,109.48,98.7732888721,-78.0603052272,1.10036e-06,-77.2169,0.014629,0.0108531
-145.572,1.07941,1.64163,93.4326515102,6022.83159879,60.2038,1,0.3,1.02016,-84.3381893444,-84.3381893444,0.00301227,100,0.01,0.307299,100,6022.83159879,116.99,92.643022762,-84.3381893444,7.09996e-06,-79.3711,0.0160919,0.0738908
-139.467,1.00861,1.15102,99.3767268173,2538.15605611,47.7118,1,0.3,1.01396,-76.0080755419,-76.0080755419,0.00793436,100,0.01,0.804514,100,2538.15605611,108.82,99.1466770424,-76.0080755419,6.33505e-07,-75.4922,0.0113517,0.00651319
-143.243,1.01839,1.81779,97.5653043317,4919.15700703,63.3557,1,0.3,1.01869,-80.2589616361,-80.2589616361,0.00865479,100,0.01,0.881657,100,4919.15700703,112.05,98.1943866802,-80.2589616361,2.52067e-06,-78.94,0.0178443,0.0261579
-151.035,1.01569,1.94126,97.9989561891,7138.04171395,80.3,1,0.3,1.00509,-87.855390725,-87.855390725,0.00881565,100,0.01,0.886057,100,7138.04171395,120.87,98.4547549977,-87.855390725,2.06255e-06,-86.8179,0.0193142,0.0208362
-144.513,1.03708,1.31585,95.3239649364,4893.43544912,62.8938,1,0.3,0.967095,-82.537552204,-82.537552204,0.00166569,100,0.01,0.161088,100,4893.43544912,115.34,96.4244945064,-82.537552204,4.95496e-06,-79.6245,0.0136062,0.0463425
-155.638,1.01907,1.19413,98.8013080732,9350.89887986,93.6226,1,0.3,1.03184,-92.3574068227,-92.3574068227,0.00654789,100,0.01,0.675635,100,9350.89887986,125.41,98.1286257467,-92.3574068227,1.22551e-06,-91.3141,0.0115728,0.0130478
-142.991,1.07787,1.40174,93.2274373738,4951.44206932,53.2419,1,0.3,1.00401,-81.1649917094,-81.1649917094,0.00321842,100,0.01,0.323132,100,4951.44206932,113.01,92.7757195625,-81.1649917094,7.33792e-06,-76.837,0.0139615,0.0739686
-141.15,1.01271,1.56123,98.5842647505,3726.80945295,55.9138,1,0.3,1.00436,-77.9193513738,-77.9193513738,0.00869173,100,0.01,0.872958,100,3726.80945295,109.58,98.7449192076,-77.9193513738,1.45061e-06,-77.027,0.0155446,0.0146327
-149.635,1.02142,1.18182,98.0211377171,7180.93278921,80.8641,1,0.3,1.00987,-86.4885726224,-86.4885726224,0.00517211,100,0.01,0.522313,100,7180.93278921,119.1,97.9033077669,-86.4885726224,2.03918e-06,-85.2375,0.0117028,0.0207961
-151.783,1.01772,1.28514,98.8995695271,7063.71583718,79.0866,1,0.3,0.984436,-88.7246131364,-88.7246131364,0.0089046,100,0.01,0.876601,100,7063.71583718,122.55,98.2584633434,-88.7246131364,1.12386e-06,-87.5016,0.0130545,0.0108915
-154.381,1.04112,1.91299,96.1266481469,8159.56225383,82.8245,1,0.3,1.01566,-92.0174071011,-92.0174071011,0.00731838,100,0.01,0.743302,100,8159.56225383,126.29,96.0504354188,-92.0174071011,4.07014e-06,-89.365,0.0188348,0.0419865
-151.785,1.04141,2.09511,94.3017216794,7124.96497625,72.7721,1,0.3,1.01868,-89.5702071288,-89.5702071288,0.00769101,100,0.01,0.783466,100,7124.96497625,123.09,96.023256365,-89.5702071288,6.10364e-06,-86.7594,0.020567,0.0633376
-141.987,1.09175,1.49813,92.1812972322,4892.25406508,44.435,1,0.3,1.02258,-82.0714400543,-82.0714400543,0.00193502,100,0.01,0.197872,100,4892.25406508,114.58,91.5957791688,-82.0714400543,8.56757e-06,-75.4133,0.0146505,0.0895887
-141.385,1.02654,1.18284,96.7952682572,3752.82662916,54.1733,1,0.3,0.996838,-78.9809356152,-78.9809356152,0.00308437,100,0.01,0.307462,100,3752.82662916,111.24,97.4144877639,-78.9809356152,3.34426e-06,-76.8256,0.0118659,0.0332314
-152.404,1.11236,1.66817,91.4457527932,8169.5412674,72.4715,1,0.3,0.989499,-91.7248033962,-91.7248033962,0.002733,100,0.01,0.27043,100,8169.5412674,125.63,89.8987801101,-91.7248033962,9.44897e-06,-85.2007,0.0168587,0.0925157
-143.064,1.0142,1.63415,98.8240968572,4903.46137678,65.9335,1,0.3,0.995957,-79.8255343197,-79.8255343197,0.00869074,100,0.01,0.86556,100,4903.46137678,111.17,98.6002436618,-79.8255343197,1.2019e-06,-78.8948,0.0164079,0.011922
-144.707,1.05229,1.34045,95.0411940505,5985.68096009,61.9645,1,0.3,1.02067,-85.0580137962,-85.0580137962,0.00190714,100,0.01,0.194656,100,5985.68096009,117.29,95.0307439786,-85.0580137962,5.27023e-06,-79.3439,0.0131331,0.0549031
-137.617,1.00775,1.38586,99.0999385671,2598.15309582,46.4336,1,0.3,1.01118,-74.1735954627,-74.1735954627,0.00782211,100,0.01,0.790958,100,2598.15309582,105.5,99.2306045318,-74.1735954627,9.17409e-07,-73.652,0.0137054,0.00938042
-140.1,1.02061,1.51465,97.9709329866,3751.52539982,55.0256,1,0.3,0.991022,-77.1018001579,-77.1018001579,0.00755804,100,0.01,0.749018,100,3751.52539982,108.66,97.9810224001,-77.1018001579,2.09198e-06,-75.7285,0.0152837,0.0205458
-145.43,1.09559,1.38309,91.4387930669,6047.24576854,57.4916,1,0.3,0.995445,-84.6156350803,-84.6156350803,0.00280369,100,0.01,0.279092,100,6047.24576854,116.92,91.2750211496,-84.6156350803,9.45733e-06,-78.7341,0.0138942,0.0937136
-142.465,1.02382,2.12644,95.8945447582,4918.08999354,62.817,1,0.3,1.01991,-79.5997665101,-79.5997665101,0.00848938,100,0.01,0.865841,100,4918.08999354,111.55,97.6732331281,-79.5997665101,4.32449e-06,-77.9924,0.0208493,0.0449841
-162.116,1.07235,1.48365,94.3781653423,11355.2748014,98.499,1,0.3,1.02287,-100.794616309,-100.794616309,0.00327363,100,0.01,0.33485,100,11355.2748014,135.41,93.2531645471,-100.794616309,6.01688e-06,-96.1325,0.0145048,0.0629521
-150.35,1.05528,1.48299,94.562408387,7167.56481036,76.4673,1,0.3,0.980415,-87.8917359643,-87.8917359643,0.00412019,100,0.01,0.403949,100,7167.56481036,120.83,94.7612185852,-87.8917359643,5.80834e-06,-84.8929,0.0151261,0.0558305
-140.832,1.01075,1.46561,99.0318977337,3741.31582912,57.8801,1,0.3,0.998522,-77.4807309936,-77.4807309936,0.00889691,100,0.01,0.888376,100,3741.31582912,108.52,98.9366846394,-77.4807309936,9.87455e-07,-76.771,0.0146778,0.00984538
-153.015,1.04362,1.6126,96.2605347476,8203.22703589,82.324,1,0.3,1.01927,-90.701892934,-90.701892934,0.00587383,100,0.01,0.598704,100,8203.22703589,123.81,95.8205484769,-90.701892934,3.92397e-06,-87.921,0.0158211,0.0407668
-143.484,1.02378,1.95788,96.476908202,4914.34826589,65.6796,1,0.3,1.00209,-80.4978589773,-80.4978589773,0.00765272,100,0.01,0.766873,100,4914.34826589,112.5,97.6767587732,-80.4978589773,3.68863e-06,-79.0121,0.0195379,0.0370408
-170.317,1.02688,1.56402,98.1336802075,12084.8762467,105.06,1,0.3,1.00536,-107.718515217,-107.718515217,0.00549501,100,0.01,0.552449,100,12084.8762467,143.89,97.3821561642,-107.718515217,1.92102e-06,-105.747,0.0155567,0.0194169
-137.568,1.03796,1.27888,96.3995767671,2549.98496139,36.837,1,0.3,1.00712,-74.9453185032,-74.9453185032,0.00171021,100,0.01,0.172239,100,2549.98496139,106.44,96.3423788457,-74.9453185032,3.77264e-06,-72.6501,0.0126983,0.0382656
-142.48,1.108,1.68219,90.2781990181,6082.34452988,57.2634,1,0.3,0.98997,-82.1818994793,-82.1818994793,0.00214834,100,0.01,0.212679,100,6082.34452988,113.58,90.2526169264,-82.1818994793,1.08775e-05,-75.4081,0.0169923,0.106604
-145.763,1.01399,1.12143,98.7863651295,4896.97935385,66.8111,1,0.3,1.00388,-82.4849066471,-82.4849066471,0.00532186,100,0.01,0.534249,100,4896.97935385,114.68,98.619961406,-82.4849066471,1.24094e-06,-81.6067,0.011171,0.0125058
-157.204,1.07601,2.4119,91.6985362677,9181.24693475,82.9158,1,0.3,1.00676,-95.9057613327,-95.9057613327,0.00589388,100,0.01,0.593372,100,9181.24693475,130.48,92.9360740767,-95.9057613327,9.14445e-06,-91.1076,0.0239571,0.0926849
-146.933,1.054,1.52028,93.7963504831,6001.03788961,66.159,1,0.3,0.984861,-84.9970882237,-84.9970882237,0.00157511,100,0.01,0.155127,100,6001.03788961,117.78,94.8768624229,-84.9970882237,6.68076e-06,-81.5216,0.0154365,0.0648001
-143.206,1.02494,1.49985,96.2389618162,3735.21370268,52.6613,1,0.3,0.989793,-80.6927566552,-80.6927566552,0.00446278,100,0.01,0.441723,100,3735.21370268,112.93,97.5664925958,-80.6927566552,3.94752e-06,-78.6974,0.0151531,0.0386734
-141.529,1.02897,1.35785,96.4832564276,3743.86232853,51.7752,1,0.3,0.981182,-78.5804873593,-78.5804873593,0.00392173,100,0.01,0.384793,100,3743.86232853,110.29,97.1847993508,-78.5804873593,3.68173e-06,-76.8945,0.0138389,0.0354446
-136.143,1.00547,1.23425,99.5810816341,2589.97103532,49.4605,1,0.3,0.990476,-72.5983401997,-72.5983401997,0.00871763,100,0.01,0.86346,100,2589.97103532,102.98,99.4558423998,-72.5983401997,4.24933e-07,-72.2498,0.0124612,0.00416877
-145.106,1.16906,2.21079,86.2826836309,7144.53178316,48.0967,1,0.3,1.06617,-88.0433500236,-88.0433500236,0.00117265,100,0.01,0.125024,100,7144.53178316,120.89,85.538975281,-88.0433500236,1.60587e-05,-76.2119,0.0207357,0.182543
-140.428,1.01376,1.80448,98.1855954249,3757.28000482,55.2933,1,0.3,1.00799,-77.2318400067,-77.2318400067,0.00849475,100,0.01,0.856261,100,3757.28000482,108.7,98.6429116129,-77.2318400067,1.8666e-06,-76.2726,0.0179018,0.0189654
-141.769,1.00498,1.22298,99.5945758866,3777.56406972,59.851,1,0.3,1.00117,-78.2168297149,-78.2168297149,0.00879771,100,0.01,0.880804,100,3777.56406972,109.8,99.5047541866,-78.2168297149,4.11187e-07,-77.8912,0.0122154,0.00412153
-144.939,1.03666,1.30662,97.9036664356,5232.67824572,62.1715,1,0.3,0.99419,-82.7397107691,-82.7397107691,0.00573075,100,0.01,0.569745,100,5232.67824572,114.47,96.4634029104,-82.7397107691,2.16285e-06,-80.0632,0.0131425,0.0213779
-148.034,1.02445,1.49894,97.7611219478,7210.14956608,79.3359,1,0.3,0.988548,-85.2064158985,-85.2064158985,0.00790287,100,0.01,0.781237,100,7210.14956608,117.11,97.6132111325,-85.2064158985,2.31327e-06,-83.5404,0.0151631,0.0226059
-145.964,1.16268,1.54488,87.417622864,7218.12387851,54.6741,1,0.3,1.00343,-87.1596820532,-87.1596820532,0.00103052,100,0.01,0.103405,100,7218.12387851,119.94,86.0078330355,-87.1596820532,1.45388e-05,-77.2564,0.015396,0.146387
-138.146,1.08114,1.37126,92.3622265306,3753.20886659,32.6578,1,0.3,1.00303,-77.2324227506,-77.2324227506,0.00140571,100,0.01,0.140997,100,3753.20886659,108.41,92.4952002572,-77.2324227506,8.35295e-06,-71.8916,0.0136712,0.0840361
-144.647,1.0117,1.86474,98.389846294,4849.17735965,65.0799,1,0.3,1.00489,-81.3752630749,-81.3752630749,0.00898565,100,0.01,0.902957,100,4849.17735965,113.55,98.8435390021,-81.3752630749,1.65304e-06,-80.5563,0.0185567,0.0166924
-142.116,1.10118,1.42143,93.7580650265,4954.11446096,48.8309,1,0.3,1.00978,-81.2508870474,-81.2508870474,0.00238106,100,0.01,0.240434,100,4954.11446096,112.92,90.8116586011,-81.2508870474,6.72472e-06,-75.2504,0.0140766,0.0685686
-163.841,1.04263,1.254,95.7913094342,10184.0092709,95.9665,1,0.3,1.00443,-100.95679385,-100.95679385,0.00308445,100,0.01,0.309811,100,10184.0092709,135.99,95.9115025549,-100.95679385,4.43799e-06,-98.7775,0.0124848,0.0447736
-144.763,1.02453,1.89804,97.1615632042,4878.26478654,62.0619,1,0.3,1.0135,-82.0167820658,-82.0167820658,0.0086691,100,0.01,0.878614,100,4878.26478654,114.29,97.6053515691,-82.0167820658,2.95088e-06,-80.2667,0.0187276,0.0303109
-142.402,1.06856,1.56672,92.7856826217,4902.98614775,51.3028,1,0.3,0.984252,-81.2124735059,-81.2124735059,0.00415835,100,0.01,0.409287,100,4902.98614775,113.77,93.5838360255,-81.2124735059,7.85382e-06,-76.5387,0.0159178,0.0760841
-141.588,1.01923,1.29736,98.4896862424,3761.79516408,56.774,1,0.3,1.01025,-78.5251342797,-78.5251342797,0.00567408,100,0.01,0.573227,100,3761.79516408,109.63,98.113074257,-78.5251342797,1.54901e-06,-77.2598,0.012842,0.0158094
-156.315,1.10031,2.25907,88.8170821382,9194.61163697,79.3897,1,0.3,0.970033,-96.1289364778,-96.1289364778,0.00226944,100,0.01,0.220143,100,9194.61163697,130.77,90.8833726252,-96.1289364778,1.27182e-05,-89.4762,0.0232886,0.119673
-138.909,1.04447,1.37979,96.0547497006,3797.655665,48.128,1,0.3,0.995054,-76.6751952815,-76.6751952815,0.00382741,100,0.01,0.380847,100,3797.655665,107.5,95.7424081305,-76.6751952815,4.14877e-06,-73.7889,0.0138664,0.0410783
-154.338,1.04438,1.85837,95.7960678863,8176.680317,81.4281,1,0.3,1.01203,-92.0735207416,-92.0735207416,0.00510293,100,0.01,0.516431,100,8176.680317,125.84,95.750462338,-92.0735207416,4.43272e-06,-89.2199,0.0183628,0.0454
-141.616,1.03094,1.23525,96.1474749751,3762.10727201,51.232,1,0.3,0.981884,-78.8494414948,-78.8494414948,0.00344975,100,0.01,0.338726,100,3762.10727201,110.73,96.9987043494,-78.8494414948,4.04735e-06,-76.9193,0.0125804,0.0390203
-144.622,1.07028,1.65493,92.723592845,6091.44552826,60.3131,1,0.3,1.01449,-83.3369427532,-83.3369427532,0.00104967,100,0.01,0.106488,100,6091.44552826,115.47,93.4331440636,-83.3369427532,7.92669e-06,-78.7008,0.0163129,0.0815811
-146.129,1.02203,1.69223,98.3124732084,6058.39214613,71.2858,1,0.3,1.00861,-83.2626426482,-83.2626426482,0.00750778,100,0.01,0.757242,100,6058.39214613,114.96,97.8443608268,-83.2626426482,1.73383e-06,-81.7112,0.0167779,0.0176382
-137.635,1.06379,1.51539,94.4124549948,3743.97302943,31.4863,1,0.3,1.01637,-77.4796553023,-77.4796553023,0.00188828,100,0.01,0.191919,100,3743.97302943,108.98,94.0037401543,-77.4796553023,5.97802e-06,-71.9149,0.0149098,0.0617531
-158.115,1.11129,6.23773,74.8131560626,10374.0794243,90.0993,1,0.3,1.02961,-97.8450367513,-97.8450367513,0.00684924,100,0.01,0.705201,100,10374.0794243,131.64,89.9858616155,-97.8450367513,3.40065e-05,-90.9439,0.0605837,0.360498
-140.351,1.01271,1.36758,99.0327339858,3765.77543069,56.3617,1,0.3,1.00207,-77.1279089862,-77.1279089862,0.00900481,100,0.01,0.902348,100,3765.77543069,107.98,98.7453957764,-77.1279089862,9.8657e-07,-76.234,0.0136475,0.00990665
-148.589,1.03386,2.16795,94.9604819135,5943.84761401,68.7443,1,0.3,1.02464,-86.7957574628,-86.7957574628,0.0031803,100,0.01,0.325867,100,5943.84761401,119.93,96.724987253,-86.7957574628,5.36054e-06,-83.7999,0.0211582,0.0562796
-153.191,1.03734,1.9284,95.6206920809,8250.01647965,81.0764,1,0.3,1.01719,-90.8326754476,-90.8326754476,0.00767895,100,0.01,0.781096,100,8250.01647965,123.66,96.4007812172,-90.8326754476,4.62613e-06,-88.2936,0.018958,0.0478655
-156.949,1.06035,1.32422,94.2633344406,9234.3167687,88.5305,1,0.3,0.981546,-95.415429758,-95.415429758,0.00400115,100,0.01,0.392731,100,9234.3167687,129.3,94.308732133,-95.415429758,6.14726e-06,-91.3349,0.0134912,0.0592247
-146.723,1.00438,1.17327,99.7554896519,4849.59515511,68.1488,1,0.3,0.995878,-83.1588035639,-83.1588035639,0.00910378,100,0.01,0.906625,100,4849.59515511,115.36,99.5643839811,-83.1588035639,2.47603e-07,-82.8694,0.0117813,0.00245566
-148.154,1.10823,1.48899,90.9275045607,7115.39139578,63.1484,1,0.3,1.00653,-88.6297555341,-88.6297555341,0.000818193,100,0.01,0.0823537,100,7115.39139578,121.46,90.2340644832,-88.6297555341,1.00785e-05,-81.0756,0.0147933,0.102106
-139.467,1.01286,1.24361,98.9953968432,2576.90862904,47.0452,1,0.3,0.994092,-76.1554011017,-76.1554011017,0.0078104,100,0.01,0.776426,100,2576.90862904,107.99,98.7304151202,-76.1554011017,1.02506e-06,-75.3429,0.01251,0.0101298
-133.349,1.00439,1.59447,99.3299720615,1370.14692526,34.985,1,0.3,0.998797,-69.7742544869,-69.7742544869,0.00913894,100,0.01,0.912794,100,1370.14692526,99.29,99.5625287002,-69.7742544869,6.81388e-07,-69.4902,0.0159639,0.00679749
-148.022,1.14825,1.78398,86.3123176745,7129.07500395,53.2602,1,0.3,1.02045,-89.4355551428,-89.4355551428,0.00118273,100,0.01,0.120692,100,7129.07500395,122.71,87.0890407403,-89.4355551428,1.60185e-05,-79.737,0.0174822,0.166804
-160.888,1.11309,1.61499,89.7997224784,10186.1646368,88.0108,1,0.3,1.00939,-100.284864703,-100.284864703,0.00181911,100,0.01,0.18362,100,10186.1646368,135.49,89.8401458244,-100.284864703,1.14736e-05,-93.6615,0.0159996,0.116902
-147.486,1.06464,1.405,93.9412813096,7150.11071747,72.7249,1,0.3,1.01035,-86.5614395227,-86.5614395227,0.00287076,100,0.01,0.290047,100,7150.11071747,118.41,93.9281866478,-86.5614395227,6.51465e-06,-81.7395,0.0139061,0.0665019
-150.201,1.03501,2.01181,96.4464852378,7163.78215548,74.6317,1,0.3,1.03761,-87.9397838004,-87.9397838004,0.00815648,100,0.01,0.846328,100,7163.78215548,120.46,96.6169918404,-87.9397838004,3.72169e-06,-85.3756,0.0193889,0.0400693
-153.053,1.21457,1.59301,80.4433873542,9266.5741606,70.0036,1,0.3,0.95963,-94.9529464713,-94.9529464713,5.61746e-06,100,0.01,0.000539069,100,9266.5741606,128.84,82.333395658,-94.9529464713,2.45566e-05,-82.8303,0.0166002,0.22614
-143.483,1.12685,1.7858,86.990032092,6063.5685022,53.9737,1,0.3,0.961258,-82.6873333463,-82.6873333463,0.00131493,100,0.01,0.126399,100,6063.5685022,114.58,88.7429083814,-82.6873333463,1.51067e-05,-75.8436,0.0185777,0.139589
-146.855,1.04269,1.49607,95.4609044495,6075.4358844,67.6602,1,0.3,1.00863,-84.3619764557,-84.3619764557,0.00481699,100,0.01,0.485854,100,6075.4358844,116.94,95.9055373774,-84.3619764557,4.80294e-06,-81.7923,0.0148327,0.0488617
-139.94,1.04366,1.31209,95.0919128869,3787.28713929,47.4358,1,0.3,0.995529,-77.5369075528,-77.5369075528,0.00367394,100,0.01,0.365751,100,3787.28713929,108.33,95.8164988895,-77.5369075528,5.21355e-06,-74.8449,0.0131798,0.0516703
-141.451,1.0285,1.40095,97.8095084387,3786.64327817,52.0253,1,0.3,0.989789,-78.6934529306,-78.6934529306,0.00470325,100,0.01,0.465522,100,3786.64327817,110.2,97.228662388,-78.6934529306,2.26218e-06,-76.8304,0.014154,0.0221622
-143.901,1.07561,1.31265,91.3291400612,4863.40686607,50.1604,1,0.3,0.938222,-82.5401353584,-82.5401353584,0.00192318,100,0.01,0.180437,100,4863.40686607,115.13,92.9702598745,-82.5401353584,9.58998e-06,-77.8168,0.0139908,0.0844169
-143.427,1.19189,1.58204,81.76873518,6056.04950095,41.2017,1,0.3,0.948489,-83.8899317677,-83.8899317677,0.000148549,100,0.01,0.0140897,100,6056.04950095,115.99,83.9003850156,-83.8899317677,2.25213e-05,-73.863,0.0166796,0.202609
-140.602,1.04781,1.22291,95.7418402809,3704.29096322,47.4391,1,0.3,0.987299,-78.1769428653,-78.1769428653,0.00336817,100,0.01,0.332539,100,3704.29096322,109.81,95.437555392,-78.1769428653,4.4925e-06,-75.3813,0.0123864,0.043791
-149.844,1.07179,1.31654,92.9371797534,7083.97138287,69.1328,1,0.3,0.985906,-89.5221355912,-89.5221355912,0.00149695,100,0.01,0.147585,100,7083.97138287,123.1,93.30220371,-89.5221355912,7.67632e-06,-83.8788,0.0133536,0.0746147
-141.68,1.11243,1.63178,90.3068825764,4864.48497305,41.3587,1,0.3,1.02935,-81.9274602462,-81.9274602462,0.00184021,100,0.01,0.189422,100,4864.48497305,113.47,89.8932696596,-81.9274602462,1.0842e-05,-74.475,0.0158525,0.114877
-153.296,1.02794,1.35358,97.0965406663,8215.24462916,86.0838,1,0.3,0.995805,-90.9233811475,-90.9233811475,0.00429203,100,0.01,0.427403,100,8215.24462916,124.14,97.2816233396,-90.9233811475,3.02047e-06,-88.6928,0.0135928,0.0299518
-139.702,1.0174,1.58375,98.1604664963,3785.64941412,55.8129,1,0.3,1.00868,-76.6817509586,-76.6817509586,0.00781253,100,0.01,0.788033,100,3785.64941412,107.55,98.2894677486,-76.6817509586,1.89292e-06,-75.4306,0.0157012,0.0192591
-149.226,1.00797,1.43933,99.216348227,6044.71393036,75.7656,1,0.3,0.999923,-85.7628653672,-85.7628653672,0.00923828,100,0.01,0.923757,100,6044.71393036,117.92,99.2089288187,-85.7628653672,7.97793e-07,-85.2536,0.0143944,0.0079767
-147.803,1.02984,1.53074,97.3964069579,6035.39458301,68.9264,1,0.3,1.00682,-85.0808083251,-85.0808083251,0.00534868,100,0.01,0.538515,100,6035.39458301,117.24,97.1022159416,-85.0808083251,2.70021e-06,-83.1395,0.0152037,0.0273716
-147.599,1.00552,1.30466,99.353006811,6066.60007597,75.8215,1,0.3,1.01171,-84.0680142461,-84.0680142461,0.00842563,100,0.01,0.852426,100,6066.60007597,115.99,99.4513500242,-84.0680142461,6.57796e-07,-83.7047,0.0128956,0.00673287
-148.331,1.02212,1.81387,97.9396797902,5993.98375219,72.4706,1,0.3,0.999584,-85.3947703935,-85.3947703935,0.00640935,100,0.01,0.640668,100,5993.98375219,117.54,97.8362243739,-85.3947703935,2.12495e-06,-83.9116,0.0181462,0.0212319
-150.669,1.12629,1.4599,86.8447131071,7107.76790346,72.7626,1,0.3,0.945345,-89.3287144563,-89.3287144563,0.000584264,100,0.01,0.0552331,100,7107.76790346,122.29,88.7867724495,-89.3287144563,1.53011e-05,-83.0451,0.0154431,0.136742
-148.071,1.09305,2.06493,90.1724639439,7157.31156547,69.588,1,0.3,0.999968,-86.6546581113,-86.6546581113,0.000853343,100,0.01,0.0853316,100,7157.31156547,119.07,91.4868435575,-86.6546581113,1.10087e-05,-81.4527,0.02065,0.11008
-153.141,1.06379,1.31161,93.9618971336,8194.6353932,81.2983,1,0.3,1.01641,-92.001167434,-92.001167434,0.00252984,100,0.01,0.257136,100,8194.6353932,125.75,94.0032029147,-92.001167434,6.49101e-06,-87.4204,0.0129043,0.0670584
-140.412,1.03148,1.23111,96.5199479536,3785.88777074,53.0882,1,0.3,0.965102,-77.5565635954,-77.5565635954,0.00523278,100,0.01,0.505017,100,3785.88777074,108.23,96.9478547797,-77.5565635954,3.64194e-06,-75.6986,0.0127563,0.0339218
-143.031,1.00614,1.24399,99.455343061,3751.28489394,59.2532,1,0.3,1.00737,-79.5290105495,-79.5290105495,0.00900478,100,0.01,0.907114,100,3751.28489394,111.1,99.3899948733,-79.5290105495,5.53166e-07,-79.116,0.0123489,0.00561349
-154.33,1.09809,1.53383,92.8405014836,9328.80226169,84.5873,1,0.3,1.02111,-93.9320811403,-93.9320811403,0.00192996,100,0.01,0.197069,100,9328.80226169,126.9,91.0669553067,-93.9320811403,7.78951e-06,-87.5587,0.0150212,0.0812179
-141.259,1.03162,2.11121,95.921261631,4963.92851027,60.5456,1,0.3,1.02735,-78.7889467207,-78.7889467207,0.00622262,100,0.01,0.639283,100,4963.92851027,109.39,96.9353299393,-78.7889467207,4.29511e-06,-76.5416,0.02055,0.0453329
-149.203,1.09675,1.42074,92.1137648759,7099.12388344,60.4403,1,0.3,1.00989,-90.6333516546,-90.6333516546,0.00156979,100,0.01,0.158532,100,7099.12388344,124.41,91.1786882546,-90.6333516546,8.64791e-06,-82.4728,0.0140683,0.0881982
-144.653,1.05796,1.53784,95.1902306983,4879.01602693,54.5133,1,0.3,1.02952,-82.7927675411,-82.7927675411,0.00478792,100,0.01,0.492924,100,4879.01602693,114.33,94.5213905626,-82.7927675411,5.10385e-06,-79.1128,0.0149375,0.0540959
-141.748,1.0916,1.4922,90.7183292481,4917.73279351,46.776,1,0.3,0.980434,-80.3633573136,-80.3633573136,0.00195904,100,0.01,0.192071,100,4917.73279351,111.99,91.6086827991,-80.3633573136,1.03346e-05,-75.1742,0.0152198,0.0993419
-151.494,1.10147,1.68116,89.7223799057,8275.05742396,71.9948,1,0.3,1.008,-91.3986874679,-91.3986874679,0.00252526,100,0.01,0.254546,100,8275.05742396,124.33,90.7879428324,-91.3986874679,1.15706e-05,-84.6201,0.0166782,0.117565
-147.849,1.12942,1.91877,89.8681531345,7157.54445112,59.0741,1,0.3,1.03442,-88.0121169648,-88.0121169648,0.000712941,100,0.01,0.0737479,100,7157.54445112,120.69,88.541092523,-88.0121169648,1.1388e-05,-80.1314,0.0185493,0.121854
-152.109,1.04744,1.54878,96.2192191692,7095.8424049,76.5996,1,0.3,1.03864,-89.9040039778,-89.9040039778,0.00431321,100,0.01,0.447986,100,7095.8424049,123.23,95.4704555265,-89.9040039778,3.96903e-06,-86.8898,0.0149116,0.0428165
-146.541,1.14428,1.52267,84.882098754,7096.22714661,59.5199,1,0.3,0.956415,-88.0581311701,-88.0581311701,0.000631033,100,0.01,0.0603529,100,7096.22714661,120.67,87.3915563248,-88.0581311701,1.79903e-05,-78.3823,0.0159206,0.164563
