BatchSize,ESSClassic,VarNormIw,eRenyi2,ESSRenyi,IterType,VarJ,VarVanillaIw,MinNormIw,VanillaAvgRet,VarRet,AvgNormIw,AvgEpLen,VarDiscRet,AvgDiscRet,MinVanillaIw,EpsThisIter,Bound,MaxNormIw,AvgRet,AvgVanillaIw,MaxVanillaIw,J
100,48.72790082088006,0.0001062841,2.1359496,46.817583829659746,1,115.59563,1.428634,1.09150534e-07,-1425.449484050223,133464.22046860948,0.009999999,500.0,133464.22046860948,-1425.449484050223,1.265471e-05,100,-1412.9373,0.03354664,-1425.449484050223,1.1593814,3.8893352,-1166.9738
100,89.91952403081008,1.1323795e-05,1.1016968,90.76907145793368,1,67.70329,0.096113905,0.0018099109,-1166.0660062204854,21224.393845750594,0.01,500.0,21224.393845750594,-1166.0660062204854,0.16674557,100,-1316.9396,0.015970819,-1166.0660062204854,0.92129165,1.4713782,-1143.6947
100,89.9221399849368,1.1320531e-05,1.0806739,92.53484973001594,1,142.53426,0.111712106,0.0018452185,-1144.6666008834488,27798.08252434567,0.01,500.0,27798.08252434567,-1144.6666008834488,0.18330085,100,-1299.5005,0.017729066,-1144.6666008834488,0.99338293,1.7611752,-1127.9756
100,4.2627572010188,0.0022685863,3.4337275,29.122870093153796,1,1016.2601,67.246895,0.00019042406,-1133.513959850893,14469.065199296487,0.010000002,500.0,14469.065199296487,-1133.513959850893,0.03278539,100,-1213.3427,0.47813293,-1133.513959850893,1.7217041,82.32034,-909.8333
100,4.955446981814544,0.0019373549,3.7754316,26.487037700813904,1,1121.2108,45.027527,5.2482523e-05,-1115.2007636547057,10060.279224206242,0.010000002,500.0,10060.279224206242,-1115.2007636547057,0.00800109,100,-1094.261,0.44158235,-1115.2007636547057,1.5245247,67.32032,-877.34143
100,16.537871958647226,0.0005097704,3.314267,30.172584891651656,1,545.6188,6.0374837,5.7086186e-07,-1085.1389933176079,59871.42549889752,0.01,500.0,59871.42549889752,-1085.1389933176079,6.212576e-05,100,-1139.0588,0.1915586,-1085.1389933176079,1.0882801,20.84694,-838.8811
100,27.29446899043235,0.00026906523,2.5805886,38.75084963441122,1,260.11758,5.2730637,1.6771562e-06,-963.3613819234408,82591.88668354233,0.010000002,500.0,82591.88668354233,-963.3613819234408,0.00023478818,100,-1004.7567,0.12079673,-963.3613819234408,1.3999183,16.910557,-739.6163
100,39.729282126703005,0.00015323587,1.9514066,51.245086543122504,1,228.60986,1.3577427,1.5029866e-05,-842.3213086079942,123838.72486258343,0.01,500.0,123838.72486258343,-842.3213086079942,0.0014147628,100,-939.5532,0.06669073,-842.3213086079942,0.94130105,6.277605,-708.9416
100,74.3514989091416,3.4844707e-05,1.3931011,71.78229941540344,1,177.70372,0.3785179,9.345427e-05,-768.1051094342722,72133.27643617318,0.010000002,500.0,72133.27643617318,-768.1051094342722,0.009740335,100,-900.70386,0.023894472,-768.1051094342722,1.0422568,2.4904177,-706.038
100,75.91811795730811,3.2041302e-05,1.3468919,74.24500918171078,1,115.274574,0.3132564,0.00025049184,-730.0584664451416,34668.769146786435,0.009999999,500.0,34668.769146786435,-730.0584664451416,0.024767857,100,-866.9722,0.02052477,-730.0584664451416,0.98876905,2.0294259,-675.67316
100,77.23274039039704,2.9776545e-05,1.2279171,81.43872418029584,1,136.72766,0.37882978,0.0020576252,-686.4918914772901,46024.33028526578,0.01,500.0,46024.33028526578,-686.4918914772901,0.23208715,100,-825.5437,0.04173537,-686.4918914772901,1.127937,4.7074866,-642.726
100,85.76754055892636,1.6761865e-05,1.1625739,86.01603486001413,1,106.19767,0.1598967,0.00220013,-678.400064135619,40394.16703535011,0.01,500.0,40394.16703535011,-678.400064135619,0.21488538,100,-828.79016,0.017864764,-678.400064135619,0.97669405,1.7448407,-650.9701
100,2.811667117259838,0.0034915241,1.8221786,54.87936247206674,1,245.28757,169.66718,0.00039218174,-633.9315640123783,9173.12449363421,0.009999999,500.0,9173.12449363421,-633.9315640123783,0.086452745,100,-687.6956,0.5943927,-633.9315640123783,2.2044053,131.02824,-560.8338
100,66.70029963736063,5.0428673e-05,1.329094,75.23922014837053,1,68.02025,0.4707181,0.00015623946,-616.9351983736686,4379.562319213338,0.009999999,500.0,4379.562319213338,-616.9351983736686,0.015094977,100,-677.4174,0.037047967,-616.9351983736686,0.96614367,3.579366,-595.238
100,89.07578846616302,1.238783e-05,1.109608,90.12191253028153,1,45.74521,0.12574646,0.0014512338,-602.9522878978984,2681.30669024616,0.01,500.0,2681.30669024616,-602.9522878978984,0.14621355,100,-669.335,0.022310274,-602.9522878978984,1.0075121,2.247787,-594.1758
100,2.722893552013459,0.0036086498,1.0000005,99.99995231630692,1,193.80147,12.397912,,-606.1932624376047,5634.840858887617,0.01,500.0,5634.840858887617,-606.1932624376047,,100,-629.6766,0.53373575,-606.1932624376047,0.58614075,31.284428,-544.2728
100,69.61555305048337,4.4086944e-05,1.3752888,72.71199823104565,1,83.3809,0.5442382,0.0001053465,-624.7896312585249,20994.655454284588,0.01,500.0,20994.655454284588,-624.7896312585249,0.011704682,100,-698.3727,0.029495182,-624.7896312585249,1.1110651,3.2771068,-571.32007
100,77.30513894170957,2.9654033e-05,1.2777743,78.26108049186341,1,52.142853,0.32271203,0.0017535847,-571.3569735322785,3041.9882049597395,0.01,500.0,3041.9882049597395,-571.3569735322785,0.18293317,100,-627.25104,0.023338279,-571.3569735322785,1.0431955,2.4346387,-554.21515
100,81.13479943540011,2.3486547e-05,1.2545314,79.71103896967742,1,51.885086,0.31645653,0.0018666087,-555.8924902064831,3056.8843562320603,0.010000002,500.0,3056.8843562320603,-555.8924902064831,0.21667098,100,-608.967,0.022300351,-555.8924902064831,1.1607734,2.5885653,-540.32764
100,90.23929931347269,1.0925703e-05,1.0971539,91.14491577964,1,43.568474,0.11185974,0.0013504204,-546.7580502087764,3151.139961885419,0.01,500.0,3151.139961885419,-546.7580502087764,0.13664106,100,-617.31976,0.017603049,-546.7580502087764,1.0118408,1.7811484,-537.79645
100,80.9708286069546,2.3738685e-05,1.1780049,84.88929317784647,1,50.890915,0.2878598,0.0011150318,-547.0586921923236,3079.520704917359,0.009999998,500.0,3079.520704917359,-547.0586921923236,0.12278616,100,-607.73755,0.04190561,-547.0586921923236,1.1011899,4.614603,-533.81006
100,40.12739197058312,0.00015071347,1.713824,58.349047528490395,1,128.5841,1.8042345,0.00016350765,-541.7217681171601,2340.2979123439127,0.01,500.0,2340.2979123439127,-541.7217681171601,0.017889924,100,-590.06476,0.087826766,-541.7217681171601,1.0941337,9.609423,-517.0317
100,60.3219084541775,6.644166e-05,1.3013012,76.84615741180967,1,55.948685,0.6996812,0.002154655,-529.3800508689127,2303.0061987269814,0.01,500.0,2303.0061987269814,-529.3800508689127,0.22110963,100,-581.1365,0.06821757,-529.3800508689127,1.026195,7.0004525,-515.2761
100,82.871623535276,2.0877324e-05,1.1399926,87.7198680616475,1,49.242302,0.17626993,0.00038271263,-525.9839336190985,2653.482051170822,0.010000002,500.0,2653.482051170822,-525.9839336190985,0.035166126,100,-580.64484,0.0191231,-525.9839336190985,0.918865,1.7571548,-517.4138
100,73.9483136370507,3.558547e-05,1.3411278,74.56411199983644,1,68.91886,0.44493812,0.000301659,-514.4812111731617,3295.4345263407226,0.01,500.0,3295.4345263407226,-514.4812111731617,0.03373104,100,-566.61176,0.028896092,-514.4812111731617,1.1181844,3.231116,-497.3996
100,90.8439396404684,1.018069e-05,1.0813947,92.47317612415995,1,41.188557,0.08863131,0.0019870515,-526.0444447877624,1463.1747676203245,0.01,500.0,1463.1747676203245,-526.0444447877624,0.18540186,100,-578.3897,0.017310753,-526.0444447877624,0.93305016,1.6151801,-522.3849
100,86.29861186234925,1.6037091e-05,1.1110102,90.00817504269659,1,42.18004,0.13954319,0.0017829114,-510.9038349307035,1692.8251608768294,0.01,500.0,1692.8251608768294,-510.9038349307035,0.16631113,100,-558.811,0.019436143,-510.9038349307035,0.9328065,1.813016,-505.43756
100,86.67674467004225,1.5526452e-05,1.1000483,90.905099050984,1,45.537518,0.1652328,0.003580002,-507.3172457318387,1753.113223854001,0.01,500.0,1753.113223854001,-507.3172457318387,0.3693136,100,-559.4652,0.032804977,-507.3172457318387,1.0316017,3.3841667,-502.14114
100,77.74155012417192,2.8920564e-05,1.2194295,82.00556127115439,1,52.4773,0.28757522,0.0012877269,-512.4157579810189,1847.467736752003,0.01,500.0,1847.467736752003,-512.4157579810189,0.1284092,100,-559.2552,0.032389324,-512.4157579810189,0.9971773,3.2297897,-503.70273
100,78.50915939040452,2.7650183e-05,1.2074225,82.82105097706552,1,44.25159,0.21328369,0.0022778697,-507.05506119669224,1856.1114959012473,0.009999999,500.0,1856.1114959012473,-507.05506119669224,0.20005926,100,-560.0577,0.024229769,-507.05506119669224,0.87827355,2.1280365,-496.74692
100,93.42846160079313,7.1048344e-06,1.0830138,92.33492915447897,1,39.168785,0.06898851,0.0032488564,-499.0536317387043,1407.4455081251338,0.009999999,500.0,1407.4455081251338,-499.0536317387043,0.32014146,100,-546.4092,0.019209806,-499.0536317387043,0.9853974,1.8929293,-495.20447
100,82.3043443324005,2.1717462e-05,1.1552334,86.56259545135593,1,45.002346,0.20735605,0.0022785736,-494.42408536728135,1845.7009155475096,0.01,500.0,1845.7009155475096,-494.42408536728135,0.22264701,100,-540.155,0.024911258,-494.42408536728135,0.97713333,2.4341621,-487.40848
100,67.85756252839577,4.7845955e-05,1.3133376,76.14188667517347,1,51.842075,0.39051843,0.00017561422,-495.3917424675353,2315.662574038492,0.01,500.0,2315.662574038492,-495.3917424675353,0.015865648,100,-542.97107,0.02938638,-495.3917424675353,0.90343755,2.654876,-482.37024
100,94.11967408796333,6.310836e-06,1.0515522,95.09751606921573,1,41.085514,0.06453049,0.005368022,-489.192694769937,1420.7859985777459,0.01,500.0,1420.7859985777459,-489.192694769937,0.5428168,100,-538.5179,0.025396956,-489.192694769937,1.0112046,2.568152,-486.84808
100,86.54514135720956,1.5703681e-05,1.1540511,86.65127826162947,1,45.8769,0.1467936,0.00067222584,-486.91845002636546,1945.5896944615647,0.01,500.0,1945.5896944615647,-486.91845002636546,0.06499322,100,-532.9679,0.018036805,-486.91845002636546,0.9668361,1.7438633,-479.61993
100,86.56627586730447,1.5675168e-05,1.1361195,88.01891115235664,1,40.964066,0.15231237,0.0030538861,-484.55346580772436,1474.3302481882683,0.01,500.0,1474.3302481882683,-484.55346580772436,0.30103314,100,-530.5233,0.026879363,-484.55346580772436,0.9857379,2.6496007,-478.52985
100,87.7032288007344,1.4162505e-05,1.1168119,89.54059546584686,1,46.20125,0.13459963,0.0035746414,-481.13523471586245,1810.3258913821355,0.01,500.0,1810.3258913821355,-481.13523471586245,0.3484852,100,-531.34595,0.0306834,-481.13523471586245,0.9748816,2.9912682,-476.12082
100,77.62543983039919,2.9114895e-05,1.2670033,78.92639283037494,1,57.54787,0.24715167,0.00031936975,-480.99189277540376,2227.6292681478903,0.01,500.0,2227.6292681478903,-480.99189277540376,0.029425098,100,-527.32294,0.026179226,-480.99189277540376,0.9213489,2.4120202,-469.86746
100,97.39295543223658,2.7038636e-06,1.0323217,96.86902912350044,1,110.804146,0.027706148,0.00629763,-487.37945446548997,24074.708561737305,0.01,500.0,24074.708561737305,-487.37945446548997,0.6374891,100,-649.30115,0.013903545,-487.37945446548997,1.0122683,1.4074118,-481.64923
100,75.95605724992654,3.197481e-05,1.2014418,83.23333092554947,1,50.337105,0.34204105,0.0013571862,-472.2977586140157,1691.7810509755782,0.01,500.0,1691.7810509755782,-472.2977586140157,0.1403701,100,-520.01654,0.033199728,-472.2977586140157,1.0342729,3.4337578,-462.51962
100,5.010218450336912,0.0019150715,1.0000019,99.99980926550052,1,172.55104,68.67364,2.3329108e-05,-469.075809420022,1764.9435427336196,0.01,500.0,1764.9435427336196,-469.075809420022,0.0044177454,100,-484.7616,0.40533403,-469.075809420022,1.8936622,76.75658,-436.06628
100,74.3445430116747,3.4857454e-05,1.1975379,83.50466409627386,1,42.000862,0.30341047,0.0010216214,-478.6639409897143,1581.8248909180943,0.01,500.0,1581.8248909180943,-478.6639409897143,0.09531416,100,-524.5654,0.039979532,-478.6639409897143,0.9329695,3.7299685,-470.66718
100,86.2114462656631,1.6155427e-05,1.138377,87.84436463953016,1,48.45761,0.17638049,0.0036232118,-460.45416154481273,1772.3016414757528,0.010000002,500.0,1772.3016414757528,-460.45416154481273,0.37858182,100,-505.4166,0.02662474,-460.45416154481273,1.0448791,2.7819633,-454.14853
100,9.506343425445218,0.0009615444,1.000001,99.99990463265931,1,124.828995,2.3567367,9.159958e-13,-470.0274704199538,2276.6013396816224,0.010000002,500.0,2276.6013396816224,-470.0274704199538,4.534864e-11,100,-476.45746,0.24423347,-470.0274704199538,0.4950748,12.091384,-427.15265
200,1.0240197351916829,0.0097630685,nan,nan,,3.048861,4.8620415e+18,3.70602e-12,-470.0274704199538,2276.6013396816224,0.01,500.0,6612.786040369507,-483.1111087699492,0.082703516,100,-inf,0.9881423,-470.0274704199538,223159940.0,22051377000.0,-395.97983
200,2.2797515663617247,0.002179117,1.0000069,199.99861718180222,1,142.30527,3.6223114,2.4685341e-31,-466.2365222012879,2115.8699897803067,0.0049999994,500.0,2115.8699897803067,-466.2365222012879,1.006449e-29,100,-419.76083,0.62447166,-466.2365222012879,0.20385559,25.46041,-383.62897
200,100.0,3.5044917e-18,1.0,200.0,2,73.173355,,0.01,-479.9302933682185,5408.4236147170695,0.009999998,500.0,5408.4236147170695,-479.9302933682185,1.0,100,-535.60693,0.01,-479.9302933682185,1.0,1.0,-479.93027
300,,0.0047309897,0.03506743,8554.946457910484,,68.56689,inf,3.8448325e-31,-466.2365222012879,2115.8699897803067,0.005,500.0,5318.286813067476,-485.0434144315866,0.039276667,100,-inf,0.97263753,-466.2365222012879,5.1077215e+26,9.935923e+28,-559.0881
300,213.96709080442236,4.4825506e-06,1.3696129,219.03998782851224,1,60.287277,0.37781653,0.00017352251,-468.7881403582118,3051.591084479661,0.0033333334,500.0,3051.591084479661,-468.7881403582118,0.05037716,100,-498.94626,0.011166817,-468.7881403582118,0.9677354,3.2419572,-458.6092
300,100.0,3.5044917e-18,1.0,300.0,2,53.15385,,0.01,-465.80652188484487,2853.8710595546036,0.009999998,500.0,2853.8710595546036,-465.80652188484487,1.0,100,-519.43665,0.01,-465.80652188484487,1.0,1.0,-465.80655
300,200.00000010221265,2.179301e-19,1.0,300.0,2,49.191875,,0.005,-459.0847091702724,2011.8762543159344,0.0049999994,500.0,2011.8762543159344,-459.0847091702724,1.0,100,-500.36786,0.005,-459.0847091702724,1.0,1.0,-462.44562
300,179.985985004615,7.4336267e-06,1.6147412,185.78828536352958,1,66.3886,0.69527227,3.8313756e-05,-455.91785861446823,2757.145906284224,0.0033333336,500.0,2757.145906284224,-455.91785861446823,0.0117174145,100,-483.5231,0.02159288,-455.91785861446823,1.0194262,6.6037045,-444.1772
300,100.0,3.5044917e-18,1.0,300.0,2,47.19581,,0.01,-452.01639884808594,2249.943923613506,0.009999998,500.0,2249.943923613506,-452.01639884808594,1.0,100,-503.0307,0.01,-452.01639884808594,1.0,1.0,-452.0164
300,200.00000010221265,2.179301e-19,1.0,300.0,2,50.023933,,0.005,-452.23614543718656,2805.3733465162677,0.0049999994,500.0,2805.3733465162677,-452.23614543718656,1.0,100,-490.16696,0.005,-452.23614543718656,1.0,1.0,-452.12628
300,229.80916622477625,3.4050242e-06,1.271371,235.96573962780988,1,57.519394,0.30608645,0.00024811676,-439.0094054543455,2273.619268493487,0.0033333334,500.0,2273.619268493487,-439.0094054543455,0.074390605,100,-475.74094,0.011332032,-439.0094054543455,0.9994032,3.3975806,-440.71912
300,100.0,3.5044917e-18,1.0,300.0,2,53.36495,,0.01,-445.4659605780573,2876.583885641676,0.009999998,500.0,2876.583885641676,-445.4659605780573,1.0,100,-495.45532,0.01,-445.4659605780573,1.0,1.0,-445.46594
300,200.00000010221265,2.179301e-19,1.0,300.0,2,51.765278,,0.005,-454.62065507691534,2494.5117735100457,0.0049999994,500.0,2494.5117735100457,-454.62065507691534,1.0,100,-488.13583,0.005,-454.62065507691534,1.0,1.0,-450.04327
300,15.102363671320385,0.00021030592,2.5837722,116.10930794751302,1,239.75304,32.256535,1.3526997e-05,-442.88280961981627,1918.7340522250925,0.0033333332,500.0,1918.7340522250925,-442.88280961981627,0.0052976655,100,-470.39417,0.24983671,-442.88280961981627,1.305455,97.84518,-420.39972
300,100.0,3.5044917e-18,1.0,300.0,2,49.890575,,0.01,-453.7062683009874,2514.2116701516434,0.009999998,500.0,2514.2116701516434,-453.7062683009874,1.0,100,-504.86615,0.01,-453.7062683009874,1.0,1.0,-453.7063
300,200.00000010221265,2.179301e-19,1.0,300.0,2,50.937225,,0.005,-433.8554246367556,2528.3885159052297,0.0049999994,500.0,2528.3885159052297,-433.8554246367556,1.0,100,-479.9563,0.005,-433.8554246367556,1.0,1.0,-443.78082
300,147.54192483692765,1.1519737e-05,1.632866,183.726034721879,1,74.60276,1.0393599,9.27305e-06,-449.01460709904836,2454.6212160284813,0.0033333332,500.0,2454.6212160284813,-449.01460709904836,0.0027853788,100,-467.93546,0.03449044,-449.01460709904836,1.0012451,10.360016,-430.1918
300,100.0,3.5044917e-18,1.0,300.0,2,55.298996,,0.01,-436.8301362948182,3088.867780849163,0.009999998,500.0,3088.867780849163,-436.8301362948182,1.0,100,-488.4371,0.01,-436.8301362948182,1.0,1.0,-436.83014
