MaxNormIw,AvgDiscRet,eRenyi2,AvgVanillaIw,BatchSize,AvgEpLen,IterType,MaxVanillaIw,VarDiscRet,Delta,VarJ,VarNormIw,MinVanillaIw,VarVanillaIw,ESSRenyi,MinNormIw,J,VanillaAvgRet,AvgNormIw,AvgRet,EpsThisIter,ESSClassic,VarRet,Bound
0.00333333,91.0094746214,1.0,1.0,500,500.0,2,1.0,3.52895327011,1.0,3.6632,5.43914e-20,1.0,,500.0,0.00333333,90.2178,91.0094746214,0.00333333,91.0094746214,100,299.999969474,3.52895327011,90.2178
0.0025,91.5361368317,1.0,1.0,500,500.0,2,1.0,13.3753686366,1.0,3.70142,5.4346e-20,1.0,,500.0,0.0025,90.5474,91.5361368317,0.0025,91.5361368317,100,400.0,13.3753686366,90.5474
0.002,91.263310536,1.0,1.0,500,500.0,1,1.0,2.91306406371,1.0,3.4087,5.43187e-20,1.0,,500.0,0.002,90.6906,91.263310536,0.002,91.263310536,100,500.000006643,2.91306406371,90.6906
0.01,92.6195723703,1.0,1.0,500,500.0,2,1.0,15.8129646065,1.0,3.95662,3.50449e-18,1.0,,500.0,0.01,92.6196,92.6195723703,0.01,92.6195723703,100,100.0,15.8129646065,92.6196
0.005,88.9266405538,1.0,1.0,500,500.0,2,1.0,4.47158235634,1.0,3.66746,2.1793e-19,1.0,,500.0,0.005,90.7731,88.9266405538,0.005,88.9266405538,100,200.000000102,4.47158235634,90.7731
0.00333333,89.864563332,1.0,1.0,500,500.0,2,1.0,8.85653940565,1.0,3.47461,5.43914e-20,1.0,,500.0,0.00333333,90.4703,89.864563332,0.00333333,89.864563332,100,299.999969474,8.85653940565,90.4703
0.0025,92.8752900079,1.0,1.0,500,500.0,2,1.0,12.0130905197,1.0,3.62112,5.4346e-20,1.0,,500.0,0.0025,91.0715,92.8752900079,0.0025,92.8752900079,100,400.0,12.0130905197,91.0715
0.002,91.6436107393,1.0,1.0,500,500.0,1,1.0,10.3570549719,1.0,3.54867,5.43187e-20,1.0,,500.0,0.002,91.1859,91.6436107393,0.002,91.6436107393,100,500.000006643,10.3570549719,91.1859
0.01,88.557365094,1.0,1.0,500,500.0,2,1.0,17.3229108987,1.0,4.14122,3.50449e-18,1.0,,500.0,0.01,88.5574,88.557365094,0.01,88.557365094,100,100.0,17.3229108987,88.5574
0.005,90.7546434105,1.0,1.0,500,500.0,2,1.0,10.9658039191,1.0,3.89999,2.1793e-19,1.0,,500.0,0.005,89.656,90.7546434105,0.005,90.7546434105,100,200.000000102,10.9658039191,89.656
0.00333333,91.4540911234,1.0,1.0,500,500.0,2,1.0,6.61444780476,1.0,3.61126,5.43914e-20,1.0,,500.0,0.00333333,90.2554,91.4540911234,0.00333333,91.4540911234,100,299.999969474,6.61444780476,90.2554
0.0025,90.034725748,1.0,1.0,500,500.0,2,1.0,18.7149782782,1.0,3.79763,5.4346e-20,1.0,,500.0,0.0025,90.2002,90.034725748,0.0025,90.034725748,100,400.0,18.7149782782,90.2002
0.002,88.985568317,1.0,1.0,500,500.0,1,1.0,4.13921147322,1.0,3.54869,5.43187e-20,1.0,,500.0,0.002,89.9573,88.985568317,0.002,88.985568317,100,500.000006643,4.13921147322,89.9573
0.01,90.7530354505,1.0,1.0,500,500.0,2,1.0,21.1458365187,1.0,4.57541,3.50449e-18,1.0,,500.0,0.01,90.753,90.7530354505,0.01,90.7530354505,100,100.0,21.1458365187,90.753
0.005,89.4919261478,1.0,1.0,500,500.0,2,1.0,14.6075587552,1.0,4.25388,2.1793e-19,1.0,,500.0,0.005,90.1225,89.4919261478,0.005,89.4919261478,100,200.000000102,14.6075587552,90.1225
0.00333333,90.8093097316,1.0,1.0,500,500.0,2,1.0,22.6604364213,1.0,4.43243,5.43914e-20,1.0,,500.0,0.00333333,90.3514,90.8093097316,0.00333333,90.8093097316,100,299.999969474,22.6604364213,90.3514
0.0025,90.6792551046,1.0,1.0,500,500.0,2,1.0,16.2490772099,1.0,4.3332,5.4346e-20,1.0,,500.0,0.0025,90.4334,90.6792551046,0.0025,90.6792551046,100,400.0,16.2490772099,90.4334
0.002,90.8207774924,1.0,1.0,500,500.0,1,1.0,7.41359328511,1.0,4.06365,5.43187e-20,1.0,,500.0,0.002,90.5108,90.8207774924,0.002,90.8207774924,100,500.000006643,7.41359328511,90.5108
0.01,92.1372618819,1.0,1.0,500,500.0,2,1.0,12.5698539806,1.0,3.52763,3.50449e-18,1.0,,500.0,0.01,92.1373,92.1372618819,0.01,92.1372618819,100,100.0,12.5698539806,92.1373
0.005,88.7067687756,1.0,1.0,500,500.0,2,1.0,29.0308767328,1.0,4.85123,2.1793e-19,1.0,,500.0,0.005,90.422,88.7067687756,0.005,88.7067687756,100,200.000000102,29.0308767328,90.422
0.00333333,90.9093707354,1.0,1.0,500,500.0,2,1.0,20.0760793856,1.0,4.72943,5.43914e-20,1.0,,500.0,0.00333333,90.5845,90.9093707354,0.00333333,90.9093707354,100,299.999969474,20.0760793856,90.5845
0.0025,92.2224758721,1.0,1.0,500,500.0,2,1.0,5.26949712557,1.0,4.31079,5.4346e-20,1.0,,500.0,0.0025,90.994,92.2224758721,0.0025,92.2224758721,100,400.0,5.26949712557,90.994
0.002,90.5326732759,1.0,1.0,500,500.0,1,1.0,5.83706150904,1.0,4.00701,5.43187e-20,1.0,,500.0,0.002,90.9017,90.5326732759,0.002,90.5326732759,100,500.000006643,5.83706150904,90.9017
0.01,90.5440081958,1.0,1.0,500,500.0,2,1.0,15.0169480179,1.0,3.85575,3.50449e-18,1.0,,500.0,0.01,90.544,90.5440081958,0.01,90.5440081958,100,100.0,15.0169480179,90.544
0.005,92.1522680386,1.0,1.0,500,500.0,2,1.0,11.4995675727,1.0,3.71111,2.1793e-19,1.0,,500.0,0.005,91.3481,92.1522680386,0.005,92.1522680386,100,200.000000102,11.4995675727,91.3481
0.00333333,91.0759104522,1.0,1.0,500,500.0,2,1.0,7.19518814572,1.0,3.40182,5.43914e-20,1.0,,500.0,0.00333333,91.2574,91.0759104522,0.00333333,91.0759104522,100,299.999969474,7.19518814572,91.2574
0.0025,91.8440124747,1.0,1.0,500,500.0,2,1.0,11.3782084204,1.0,3.39999,5.4346e-20,1.0,,500.0,0.0025,91.404,91.8440124747,0.0025,91.8440124747,100,400.0,11.3782084204,91.404
0.002,91.396931113,1.0,1.0,500,500.0,1,1.0,6.89729926276,1.0,3.25786,5.43187e-20,1.0,,500.0,0.002,91.4026,91.396931113,0.002,91.396931113,100,500.000006643,6.89729926276,91.4026
0.01,89.8952283155,1.0,1.0,500,500.0,2,1.0,7.24765044116,1.0,2.67865,3.50449e-18,1.0,,500.0,0.01,89.8952,89.8952283155,0.01,89.8952283155,100,100.0,7.24765044116,89.8952
0.005,91.6555312224,1.0,1.0,500,500.0,2,1.0,7.52470899647,1.0,2.84376,2.1793e-19,1.0,,500.0,0.005,90.7754,91.6555312224,0.005,91.6555312224,100,200.000000102,7.52470899647,90.7754
0.00333333,91.9931719713,1.0,1.0,500,500.0,2,1.0,9.91468825584,1.0,2.99879,5.43914e-20,1.0,,500.0,0.00333333,91.1813,91.9931719713,0.00333333,91.9931719713,100,299.999969474,9.91468825584,91.1813
0.0025,90.7831530858,1.0,1.0,500,500.0,2,1.0,17.5358026012,1.0,3.33382,5.4346e-20,1.0,,500.0,0.0025,91.0818,90.7831530858,0.0025,90.7831530858,100,400.0,17.5358026012,91.0818
0.002,93.0586276465,1.0,1.0,500,500.0,1,1.0,8.8906224192,1.0,3.35814,5.43187e-20,1.0,,500.0,0.002,91.4772,93.0586276465,0.002,93.0586276465,100,500.000006643,8.8906224192,91.4772
0.01,89.2725998566,1.0,1.0,500,500.0,2,1.0,24.8797484712,1.0,4.96296,3.50449e-18,1.0,,500.0,0.01,89.2726,89.2725998566,0.01,89.2725998566,100,100.0,24.8797484712,89.2726
0.005,90.6547576841,1.0,1.0,500,500.0,2,1.0,7.52704232973,1.0,4.06435,2.1793e-19,1.0,,500.0,0.005,89.9637,90.6547576841,0.005,90.6547576841,100,200.000000102,7.52704232973,89.9637
0.00333333,91.0317800798,1.0,1.0,500,500.0,2,1.0,6.89901511962,1.0,3.68006,5.43914e-20,1.0,,500.0,0.00333333,90.3197,91.0317800798,0.00333333,91.0317800798,100,299.999969474,6.89901511962,90.3197
0.0025,91.1883297425,1.0,1.0,500,500.0,2,1.0,10.3179959079,1.0,3.58501,5.4346e-20,1.0,,500.0,0.0025,90.5369,91.1883297425,0.0025,91.1883297425,100,400.0,10.3179959079,90.5369
0.002,90.8906475595,1.0,1.0,500,500.0,1,1.0,27.7670157087,1.0,3.97489,5.43187e-20,1.0,,500.0,0.002,90.6077,90.8906475595,0.002,90.8906475595,100,500.000006643,27.7670157087,90.6077
0.01,90.6563406315,1.0,1.0,500,500.0,2,1.0,6.23951987861,1.0,2.48538,3.50449e-18,1.0,,500.0,0.01,90.6563,90.6563406315,0.01,90.6563406315,100,100.0,6.23951987861,90.6563
0.005,92.7938453168,1.0,1.0,500,500.0,2,1.0,18.2503790649,1.0,3.64208,2.1793e-19,1.0,,500.0,0.005,91.7251,92.7938453168,0.005,92.7938453168,100,200.000000102,18.2503790649,91.7251
0.00333333,89.1065156795,1.0,1.0,500,500.0,2,1.0,26.1451263794,1.0,4.3583,5.43914e-20,1.0,,500.0,0.00333333,90.8522,89.1065156795,0.00333333,89.1065156795,100,299.999969474,26.1451263794,90.8522
0.0025,90.8981245623,1.0,1.0,500,500.0,2,1.0,4.90389417212,1.0,3.93195,5.4346e-20,1.0,,500.0,0.0025,90.8637,90.8981245623,0.0025,90.8981245623,100,400.0,4.90389417212,90.8637
0.002,92.1718853968,1.0,1.0,500,500.0,1,1.0,8.9450193627,1.0,3.79646,5.43187e-20,1.0,,500.0,0.002,91.1253,92.1718853968,0.002,92.1718853968,100,500.000006643,8.9450193627,91.1253
0.01,90.5927282688,1.0,1.0,500,500.0,2,1.0,11.8593753104,1.0,3.42648,3.50449e-18,1.0,,500.0,0.01,90.5927,90.5927282688,0.01,90.5927282688,100,100.0,11.8593753104,90.5927
0.005,91.0978788055,1.0,1.0,500,500.0,2,1.0,8.61122520786,1.0,3.19323,2.1793e-19,1.0,,500.0,0.005,90.8453,91.0978788055,0.005,91.0978788055,100,200.000000102,8.61122520786,90.8453
0.00333333,91.9859632422,1.0,1.0,500,500.0,2,1.0,15.3529346103,1.0,3.48618,5.43914e-20,1.0,,500.0,0.00333333,91.2255,91.9859632422,0.00333333,91.9859632422,100,299.999969474,15.3529346103,91.2255
0.0025,92.6035002664,1.0,1.0,500,500.0,2,1.0,7.66472781754,1.0,3.37166,5.4346e-20,1.0,,500.0,0.0025,91.57,92.6035002664,0.0025,92.6035002664,100,400.0,7.66472781754,91.57
0.002,91.9436477078,1.0,1.0,500,500.0,1,1.0,7.8467860155,1.0,3.26657,5.43187e-20,1.0,,500.0,0.002,91.6448,91.9436477078,0.002,91.9436477078,100,500.000006643,7.8467860155,91.6448
0.01,89.599253063,1.0,1.0,500,500.0,2,1.0,11.0079148079,1.0,3.30119,3.50449e-18,1.0,,500.0,0.01,89.5993,89.599253063,0.01,89.599253063,100,100.0,11.0079148079,89.5993
0.005,90.0096647985,1.0,1.0,500,500.0,2,1.0,3.16247511739,1.0,2.6564,2.1793e-19,1.0,,500.0,0.005,89.8045,90.0096647985,0.005,90.0096647985,100,200.000000102,3.16247511739,89.8045
0.00333333,92.8297890645,1.0,1.0,500,500.0,2,1.0,5.43383203325,1.0,2.92085,5.43914e-20,1.0,,500.0,0.00333333,90.8129,92.8297890645,0.00333333,92.8297890645,100,299.999969474,5.43383203325,90.8129
0.0025,92.9507352468,1.0,1.0,500,500.0,2,1.0,2.60305958747,1.0,2.81065,5.4346e-20,1.0,,500.0,0.0025,91.3474,92.9507352468,0.0025,92.9507352468,100,400.0,2.60305958747,91.3474
0.002,93.5973698774,1.0,1.0,500,500.0,1,1.0,15.9513587487,1.0,3.20752,5.43187e-20,1.0,,500.0,0.002,91.7973,93.5973698774,0.002,93.5973698774,100,500.000006643,15.9513587487,91.7973
0.01,93.1112394586,1.0,1.0,500,500.0,2,1.0,5.41301066351,1.0,2.31493,3.50449e-18,1.0,,500.0,0.01,93.1112,93.1112394586,0.01,93.1112394586,100,100.0,5.41301066351,93.1112
0.005,90.7334567043,1.0,1.0,500,500.0,2,1.0,14.3377468945,1.0,3.34516,2.1793e-19,1.0,,500.0,0.005,91.9223,90.7334567043,0.005,90.7334567043,100,200.000000102,14.3377468945,91.9223
0.00333333,90.8789463278,1.0,1.0,500,500.0,2,1.0,13.2282150989,1.0,3.4738,5.43914e-20,1.0,,500.0,0.00333333,91.5745,90.8789463278,0.00333333,90.8789463278,100,299.999969474,13.2282150989,91.5745
0.0025,89.2412414404,1.0,1.0,500,500.0,2,1.0,13.8051945476,1.0,3.67261,5.4346e-20,1.0,,500.0,0.0025,90.9912,89.2412414404,0.0025,89.2412414404,100,400.0,13.8051945476,90.9912
0.002,90.884974592,1.0,1.0,500,500.0,1,1.0,8.65665482631,1.0,3.53642,5.43187e-20,1.0,,500.0,0.002,90.97,90.884974592,0.002,90.884974592,100,500.000006643,8.65665482631,90.97
0.01,89.815658168,1.0,1.0,500,500.0,2,1.0,15.7098590596,1.0,3.9437,3.50449e-18,1.0,,500.0,0.01,89.8157,89.815658168,0.01,89.815658168,100,100.0,15.7098590596,89.8157
0.005,91.1772018079,1.0,1.0,500,500.0,2,1.0,17.3778334407,1.0,4.10388,2.1793e-19,1.0,,500.0,0.005,90.4964,91.1772018079,0.005,91.1772018079,100,200.000000102,17.3778334407,90.4964
0.00333333,92.5686297761,1.0,1.0,500,500.0,2,1.0,8.30145361022,1.0,3.86285,5.43914e-20,1.0,,500.0,0.00333333,91.1872,92.5686297761,0.00333333,92.5686297761,100,299.999969474,8.30145361022,91.1872
0.0025,89.9366640191,1.0,1.0,500,500.0,2,1.0,14.8207440465,1.0,3.89263,5.4346e-20,1.0,,500.0,0.0025,90.8745,89.9366640191,0.0025,89.9366640191,100,400.0,14.8207440465,90.8745
0.002,93.1552872848,1.0,1.0,500,500.0,1,1.0,4.81254342843,1.0,3.72924,5.43187e-20,1.0,,500.0,0.002,91.3307,93.1552872848,0.002,93.1552872848,100,500.000006643,4.81254342843,91.3307
0.01,91.373130935,1.0,1.0,500,500.0,2,1.0,6.68373135801,1.0,2.57233,3.50449e-18,1.0,,500.0,0.01,91.3731,91.373130935,0.01,91.373130935,100,100.0,6.68373135801,91.3731
0.005,89.6021310737,1.0,1.0,500,500.0,2,1.0,14.1817884284,1.0,3.33355,2.1793e-19,1.0,,500.0,0.005,90.4876,89.6021310737,0.005,89.6021310737,100,200.000000102,14.1817884284,90.4876
0.00333333,91.5240198498,1.0,1.0,500,500.0,2,1.0,6.10266128423,1.0,3.1082,5.43914e-20,1.0,,500.0,0.00333333,90.8331,91.5240198498,0.00333333,91.5240198498,100,299.999969474,6.10266128423,90.8331
0.0025,90.0134467758,1.0,1.0,500,500.0,2,1.0,8.9664734274,1.0,3.09691,5.4346e-20,1.0,,500.0,0.0025,90.6282,90.0134467758,0.0025,90.0134467758,100,400.0,8.9664734274,90.6282
0.002,92.6548861502,1.0,1.0,500,500.0,1,1.0,7.61848806449,1.0,3.13662,5.43187e-20,1.0,,500.0,0.002,91.0335,92.6548861502,0.002,92.6548861502,100,500.000006643,7.61848806449,91.0335
0.01,91.3458651203,1.0,1.0,500,500.0,2,1.0,9.71784900266,1.0,3.10172,3.50449e-18,1.0,,500.0,0.01,91.3459,91.3458651203,0.01,91.3458651203,100,100.0,9.71784900266,91.3459
0.005,87.9268679347,1.0,1.0,500,500.0,2,1.0,43.5369119163,1.0,5.41142,2.1793e-19,1.0,,500.0,0.005,89.6364,87.9268679347,0.005,87.9268679347,100,200.000000102,43.5369119163,89.6364
0.00333333,91.4662012375,1.0,1.0,500,500.0,2,1.0,1.45318011151,1.0,4.55477,5.43914e-20,1.0,,500.0,0.00333333,90.2463,91.4662012375,0.00333333,91.4662012375,100,299.999969474,1.45318011151,90.2463
0.0025,93.2781229574,1.0,1.0,500,500.0,2,1.0,5.84214903173,1.0,4.32769,5.4346e-20,1.0,,500.0,0.0025,91.0043,93.2781229574,0.0025,93.2781229574,100,400.0,5.84214903173,91.0043
0.002,91.6908958789,1.0,1.0,500,500.0,1,1.0,12.2486573282,1.0,4.18136,5.43187e-20,1.0,,500.0,0.002,91.1416,91.6908958789,0.002,91.6908958789,100,500.000006643,12.2486573282,91.1416
0.01,92.1707684397,1.0,1.0,500,500.0,2,1.0,4.19199495552,1.0,2.03717,3.50449e-18,1.0,,500.0,0.01,92.1708,92.1707684397,0.01,92.1707684397,100,100.0,4.19199495552,92.1708
0.005,92.32748058,1.0,1.0,500,500.0,2,1.0,6.61541470689,1.0,2.31426,2.1793e-19,1.0,,500.0,0.005,92.2491,92.32748058,0.005,92.32748058,100,200.000000102,6.61541470689,92.2491
0.00333333,90.0618206608,1.0,1.0,500,500.0,2,1.0,16.9108320684,1.0,3.19598,5.43914e-20,1.0,,500.0,0.00333333,91.52,90.0618206608,0.00333333,90.0618206608,100,299.999969474,16.9108320684,91.52
0.0025,90.1851905966,1.0,1.0,500,500.0,2,1.0,10.1836863391,1.0,3.24272,5.4346e-20,1.0,,500.0,0.0025,91.1863,90.1851905966,0.0025,90.1851905966,100,400.0,10.1836863391,91.1863
0.002,91.4227187962,1.0,1.0,500,500.0,1,1.0,11.9975313327,1.0,3.28583,5.43187e-20,1.0,,500.0,0.002,91.2336,91.4227187962,0.002,91.4227187962,100,500.000006643,11.9975313327,91.2336
0.01,90.4632699767,1.0,1.0,500,500.0,2,1.0,10.3347823868,1.0,3.19866,3.50449e-18,1.0,,500.0,0.01,90.4633,90.4632699767,0.01,90.4632699767,100,100.0,10.3347823868,90.4633
0.005,89.5563318897,1.0,1.0,500,500.0,2,1.0,9.6285475485,1.0,3.17608,2.1793e-19,1.0,,500.0,0.005,90.0098,89.5563318897,0.005,89.5563318897,100,200.000000102,9.6285475485,90.0098
0.00333333,91.0058833542,1.0,1.0,500,500.0,2,1.0,25.1328169464,1.0,3.90376,5.43914e-20,1.0,,500.0,0.00333333,90.3418,91.0058833542,0.00333333,91.0058833542,100,299.999969474,25.1328169464,90.3418
0.0025,90.48264824,1.0,1.0,500,500.0,2,1.0,10.7125434152,1.0,3.75294,5.4346e-20,1.0,,500.0,0.0025,90.377,90.48264824,0.0025,90.48264824,100,400.0,10.7125434152,90.377
0.002,91.7499807895,1.0,1.0,500,500.0,1,1.0,6.89870598617,1.0,3.59655,5.43187e-20,1.0,,500.0,0.002,90.6516,91.7499807895,0.002,91.7499807895,100,500.000006643,6.89870598617,90.6516
0.01,89.3897697517,1.0,1.0,500,500.0,2,1.0,43.9372205177,1.0,6.59529,3.50449e-18,1.0,,500.0,0.01,89.3898,89.3897697517,0.01,89.3897697517,100,100.0,43.9372205177,89.3898
0.005,92.4648492022,1.0,1.0,500,500.0,2,1.0,8.08695917401,1.0,5.30245,2.1793e-19,1.0,,500.0,0.005,90.9273,92.4648492022,0.005,92.4648492022,100,200.000000102,8.08695917401,90.9273
0.00333333,92.1463210387,1.0,1.0,500,500.0,2,1.0,8.90217778085,1.0,4.69169,5.43914e-20,1.0,,500.0,0.00333333,91.3336,92.1463210387,0.00333333,92.1463210387,100,299.999969474,8.90217778085,91.3336
0.0025,91.1345973833,1.0,1.0,500,500.0,2,1.0,10.5508163878,1.0,4.37352,5.4346e-20,1.0,,500.0,0.0025,91.2839,91.1345973833,0.0025,91.1345973833,100,400.0,10.5508163878,91.2839
0.002,90.8596945954,1.0,1.0,500,500.0,1,1.0,10.332376726,1.0,4.16854,5.43187e-20,1.0,,500.0,0.002,91.1991,90.8596945954,0.002,90.8596945954,100,500.000006643,10.332376726,91.1991
0.01,89.5110943501,1.0,1.0,500,500.0,2,1.0,12.4445833208,1.0,3.51,3.50449e-18,1.0,,500.0,0.01,89.5111,89.5110943501,0.01,89.5110943501,100,100.0,12.4445833208,89.5111
0.005,89.3598785575,1.0,1.0,500,500.0,2,1.0,5.99877236087,1.0,3.02245,2.1793e-19,1.0,,500.0,0.005,89.4355,89.3598785575,0.005,89.3598785575,100,200.000000102,5.99877236087,89.4355
0.00333333,91.2457342507,1.0,1.0,500,500.0,2,1.0,9.12959958748,1.0,3.13546,5.43914e-20,1.0,,500.0,0.00333333,90.0389,91.2457342507,0.00333333,91.2457342507,100,299.999969474,9.12959958748,90.0389
0.0025,90.6121977464,1.0,1.0,500,500.0,2,1.0,9.3624912833,1.0,3.12285,5.4346e-20,1.0,,500.0,0.0025,90.1823,90.6121977464,0.0025,90.6121977464,100,400.0,9.3624912833,90.1823
0.002,90.9317304735,1.0,1.0,500,500.0,1,1.0,14.2360940798,1.0,3.27267,5.43187e-20,1.0,,500.0,0.002,90.3321,90.9317304735,0.002,90.9317304735,100,500.000006643,14.2360940798,90.3321
0.01,91.741950831,1.0,1.0,500,500.0,2,1.0,12.9733339213,1.0,3.5838,3.50449e-18,1.0,,500.0,0.01,91.7419,91.741950831,0.01,91.741950831,100,100.0,12.9733339213,91.7419
0.005,91.8857217684,1.0,1.0,500,500.0,2,1.0,8.89997432157,1.0,3.29127,2.1793e-19,1.0,,500.0,0.005,91.8138,91.8857217684,0.005,91.8857217684,100,200.000000102,8.89997432157,91.8138
0.00333333,92.1933976712,1.0,1.0,500,500.0,2,1.0,8.09482565027,1.0,3.15039,5.43914e-20,1.0,,500.0,0.00333333,91.9404,92.1933976712,0.00333333,92.1933976712,100,299.999969474,8.09482565027,91.9404
0.0025,92.7291889073,1.0,1.0,500,500.0,2,1.0,18.8318180907,1.0,3.49589,5.4346e-20,1.0,,500.0,0.0025,92.1376,92.7291889073,0.0025,92.7291889073,100,400.0,18.8318180907,92.1376
0.00200001,92.1954201071,1.00001,1.0,500,500.0,1,1.0,14.4866275965,1.0,3.5561,2.55298e-17,0.999992,6.38573e-12,499.996185332,0.00199998,92.1492,92.1954201071,0.002,92.1954201071,100,500.000287554,14.4866275965,92.1492
0.01,93.2009190085,1.0,1.0,500,500.0,2,1.0,6.94589903874,1.0,2.6223,3.50449e-18,1.0,,500.0,0.01,93.2009,93.2009190085,0.01,93.2009190085,100,100.0,6.94589903874,93.2009
0.005,90.0295261613,1.0,1.0,500,500.0,2,1.0,6.89422537796,1.0,3.06028,2.1793e-19,1.0,,500.0,0.005,91.6152,90.0295261613,0.005,90.0295261613,100,200.000000102,6.89422537796,91.6152
0.00333333,91.4385790664,1.0,1.0,500,500.0,2,1.0,7.60987950827,1.0,2.96002,5.43914e-20,1.0,,500.0,0.00333333,91.5563,91.4385790664,0.00333333,91.4385790664,100,299.999969474,7.60987950827,91.5563
0.0025,92.4856453536,1.0,1.0,500,500.0,2,1.0,15.3506614766,1.0,3.24538,5.4346e-20,1.0,,500.0,0.0025,91.7887,92.4856453536,0.0025,92.4856453536,100,400.0,15.3506614766,91.7887
0.002,91.129540082,1.0,1.0,500,500.0,1,1.0,12.5481988097,1.0,3.31362,5.43187e-20,1.0,,500.0,0.002,91.6569,91.129540082,0.002,91.129540082,100,500.000006643,12.5481988097,91.6569
0.01,90.4834308534,1.0,1.0,500,500.0,2,1.0,9.39150189929,1.0,3.04919,3.50449e-18,1.0,,500.0,0.01,90.4834,90.4834308534,0.01,90.4834308534,100,100.0,9.39150189929,90.4834
0.005,92.2605400349,1.0,1.0,500,500.0,2,1.0,4.37428605208,1.0,2.75746,2.1793e-19,1.0,,500.0,0.005,91.372,92.2605400349,0.005,92.2605400349,100,200.000000102,4.37428605208,91.372
0.00333333,90.4746344897,1.0,1.0,500,500.0,2,1.0,9.98856686684,1.0,2.92305,5.43914e-20,1.0,,500.0,0.00333333,91.0729,90.4746344897,0.00333333,90.4746344897,100,299.999969474,9.98856686684,91.0729
0.0025,88.8837943506,1.0,1.0,500,500.0,2,1.0,14.2874972882,1.0,3.29285,5.4346e-20,1.0,,500.0,0.0025,90.5256,88.8837943506,0.0025,88.8837943506,100,400.0,14.2874972882,90.5256
0.002,91.3299850682,1.0,1.0,500,500.0,1,1.0,8.23907378002,1.0,3.22632,5.43187e-20,1.0,,500.0,0.002,90.6865,91.3299850682,0.002,91.3299850682,100,500.000006643,8.23907378002,90.6865
0.01,91.1479721099,1.0,1.0,500,500.0,2,1.0,3.40190263244,1.0,1.83518,3.50449e-18,1.0,,500.0,0.01,91.148,91.1479721099,0.01,91.1479721099,100,100.0,3.40190263244,91.148
0.005,91.3982868601,1.0,1.0,500,500.0,2,1.0,14.4290091579,1.0,2.97354,2.1793e-19,1.0,,500.0,0.005,91.2731,91.3982868601,0.005,91.3982868601,100,200.000000102,14.4290091579,91.2731
0.00333333,91.7242603542,1.0,1.0,500,500.0,2,1.0,6.06881891332,1.0,2.81826,5.43914e-20,1.0,,500.0,0.00333333,91.4235,91.7242603542,0.00333333,91.7242603542,100,299.999969474,6.06881891332,91.4235
0.0025,90.2869074084,1.0,1.0,500,500.0,2,1.0,13.7946916707,1.0,3.10054,5.4346e-20,1.0,,500.0,0.0025,91.1394,90.2869074084,0.0025,90.2869074084,100,400.0,13.7946916707,91.1394
0.002,91.5753213919,1.0,1.0,500,500.0,1,1.0,2.93051237609,1.0,2.8812,5.43187e-20,1.0,,500.0,0.002,91.2266,91.5753213919,0.002,91.5753213919,100,500.000006643,2.93051237609,91.2266
0.01,91.5769432155,1.0,1.0,500,500.0,2,1.0,13.6709096272,1.0,3.67888,3.50449e-18,1.0,,500.0,0.01,91.5769,91.5769432155,0.01,91.5769432155,100,100.0,13.6709096272,91.5769
0.005,90.6282423561,1.0,1.0,500,500.0,2,1.0,13.3832674187,1.0,3.6901,2.1793e-19,1.0,,500.0,0.005,91.1026,90.6282423561,0.005,90.6282423561,100,200.000000102,13.3832674187,91.1026
0.00333333,89.9845696761,1.0,1.0,500,500.0,2,1.0,2.70360228637,1.0,3.20123,5.43914e-20,1.0,,500.0,0.00333333,90.7299,89.9845696761,0.00333333,89.9845696761,100,299.999969474,2.70360228637,90.7299
0.0025,92.9760718256,1.0,1.0,500,500.0,2,1.0,7.77688353389,1.0,3.2491,5.4346e-20,1.0,,500.0,0.0025,91.2914,92.9760718256,0.0025,92.9760718256,100,400.0,7.77688353389,91.2914
0.002,90.2254186965,1.0,1.0,500,500.0,1,1.0,24.6583985688,1.0,3.67553,5.43187e-20,1.0,,500.0,0.002,91.0782,90.2254186965,0.002,90.2254186965,100,500.000006643,24.6583985688,91.0782
0.01,92.8183969364,1.0,1.0,500,500.0,2,1.0,2.49676222798,1.0,1.57219,3.50449e-18,1.0,,500.0,0.01,92.8184,92.8183969364,0.01,92.8183969364,100,100.0,2.49676222798,92.8184
0.005,91.7088669757,1.0,1.0,500,500.0,2,1.0,8.29872480425,1.0,2.37729,2.1793e-19,1.0,,500.0,0.005,92.2636,91.7088669757,0.005,91.7088669757,100,200.000000102,8.29872480425,92.2636
0.00333333,90.1807225129,1.0,1.0,500,500.0,2,1.0,18.0105424227,1.0,3.2673,5.43914e-20,1.0,,500.0,0.00333333,91.5693,90.1807225129,0.00333333,90.1807225129,100,299.999969474,18.0105424227,91.5693
0.0025,91.0109157246,1.0,1.0,500,500.0,2,1.0,7.71427846671,1.0,3.1582,5.4346e-20,1.0,,500.0,0.0025,91.4297,91.0109157246,0.0025,91.0109157246,100,400.0,7.71427846671,91.4297
0.002,90.6421146636,1.0,1.0,500,500.0,1,1.0,14.5890997887,1.0,3.31169,5.43187e-20,1.0,,500.0,0.002,91.2722,90.6421146636,0.002,90.6421146636,100,500.000006643,14.5890997887,91.2722
