IterType,SamplesThisIter,VarNormIw,VanillaAvgRet,Bound,delta,MaxVanillaIw,AvgNormIw,J,EpsThisIter,ESSRenyi,AvgRet,MinVanillaIw,MinNormIw,AvgEpLen,renyi2,ESSClassic,AvgDiscRet,VarRet,VarDiscRet,MaxNormIw,VarVanillaIw,AvgVanillaIw,BatchSize,VarJ
1,50000,3.37629e-09,-373.205590836,-442.086,0.1,11.8876,5.09684e-05,-55122.1,109,nan,-373.205590836,1.72762e-05,7.71079e-10,458.71559633,nan,0.798427953045,-373.205590836,10093.882762,10093.882762,0.000530573,1.69487,1.14196,100,2877.78
1,50000,1.17407e-09,-381.365773406,-472.652,0.1,5.63833,5.24109e-05,-62286.9,106,nan,-381.365773406,0.0189761,9.47937e-07,471.698113208,nan,0.705259372228,-381.365773406,6651.49116869,6651.49116869,0.000281658,0.470489,1.04918,100,2556.13
1,50000,9.59536e-10,-380.277128089,-474.979,0.1,5.18617,5.24109e-05,-63095.1,106,nan,-380.277128089,0.175196,8.84747e-06,471.698113208,nan,0.708569496233,-380.277128089,6645.98650166,6645.98650166,0.000261904,0.376246,1.03783,100,2171.32
1,50000,4.02656e-09,-365.09064019,-427.545,0.1,14.1931,5.05051e-05,-52812.3,110,nan,-365.09064019,0.00426009,1.79469e-07,454.545454545,nan,0.817280941624,-365.09064019,11456.0585681,11456.0585681,0.000597928,2.26877,1.19885,100,2738.51
1,50000,8.22597e-10,-382.261911269,-480.449,0.1,4.95616,5.29101e-05,-64022.3,105,nan,-382.261911269,0.0186378,9.53742e-07,476.19047619,nan,0.67153929787,-382.261911269,5786.35070135,5786.35070135,0.000253618,0.314135,1.03396,100,2156.52
1,50000,3.43832e-09,-366.648655892,-432.896,0.1,13.4298,5.05051e-05,-54255.2,110,nan,-366.648655892,2.58427e-05,1.10215e-09,454.545454545,nan,1.0161500378,-366.648655892,11194.7842564,11194.7842564,0.000572761,1.89032,1.18421,100,2719.85
1,50000,1.98312e-10,-397.625999717,-513.25,0.1,4.21244,5.44662e-05,-70175.7,102,5.59479363884,-397.625999717,0.534941,2.93918e-05,490.196078431,2.88333,0.637637334269,-397.625999717,2542.42955813,2542.42955813,0.000231448,0.0656914,0.991305,100,1394.61
1,50000,1.64826e-09,-376.664202287,-459.828,0.1,6.1601,5.19211e-05,-59768.2,107,nan,-376.664202287,0.0182565,8.86713e-07,467.289719626,nan,0.595886184317,-376.664202287,8044.0411203,8044.0411203,0.000299195,0.698703,1.069,100,2599.68
1,50000,7.98682e-09,-359.422654473,-403.239,0.1,19.9962,4.96032e-05,-47728.1,112,nan,-359.422654473,0.000634466,2.11051e-08,446.428571429,nan,0.589321694129,-359.422654473,12392.0735203,12392.0735203,0.000665163,7.21797,1.49118,100,2268.58
1,50000,4.85861e-10,-386.752743438,-493.328,0.1,4.39682,5.34188e-05,-66538.8,104,2.05668451103,-386.752743438,0.0767025,3.99767e-06,480.769230769,3.88407,0.671052590101,-386.752743438,4583.54600826,4583.54600826,0.000229158,0.178862,1.02494,100,1891.92
1,50000,8.2942e-10,-380.468316145,-478.357,0.1,5.37855,5.29101e-05,-63808.2,105,nan,-380.468316145,0.180596,9.11797e-06,476.19047619,nan,0.689539322127,-380.468316145,5576.12604733,5576.12604733,0.000271553,0.325382,1.04797,100,2220.06
1,50000,1.72761e-09,-372.011656292,-455.331,0.1,6.98782,5.14403e-05,-59159.5,108,nan,-372.011656292,0.0418632,1.90956e-06,462.962962963,nan,0.746307456119,-372.011656292,8934.79346717,8934.79346717,0.000318744,0.830317,1.12773,100,2564.71
1,50000,1.23432e-09,-385.560105477,-477.045,0.1,5.81258,5.24109e-05,-62939.9,106,nan,-385.560105477,0.0721796,3.55569e-06,471.698113208,nan,0.637958924556,-385.560105477,6770.74741692,6770.74741692,0.000286337,0.508638,1.06393,100,2627.62
1,50000,3.47273e-09,-372.559297684,-441.667,0.1,11.4624,5.09684e-05,-55516.1,109,0.830297023506,-372.559297684,3.6569e-08,1.53833e-12,458.71559633,4.79114,0.639450646029,-372.559297684,10310.8333624,10310.8333624,0.000482182,1.96246,1.21162,100,2764.26
1,50000,8.02551e-09,-358.693124299,-407.444,0.1,22.4815,4.96032e-05,-48315.9,112,nan,-358.693124299,3.03759e-09,9.2583e-14,446.428571429,nan,0.768900263849,-358.693124299,13333.2021838,13333.2021838,0.000685217,8.6391,1.62745,100,2669.9
1,50000,1.15152e-09,-383.047256371,-474.39,0.1,5.41016,5.24109e-05,-62787.8,106,nan,-383.047256371,0.0325877,1.59862e-06,471.698113208,nan,0.613666698968,-383.047256371,6670.91273797,6670.91273797,0.000265401,0.478506,1.06839,100,2540.14
1,50000,3.00735e-09,-369.312478299,-439.844,0.1,10.0013,5.09684e-05,-55467.2,109,nan,-369.312478299,1.23072e-05,5.43354e-10,458.71559633,nan,0.653934217062,-369.312478299,10475.2341394,10475.2341394,0.000441553,1.54289,1.15445,100,2774.01
1,50000,1.20767e-09,-379.984554923,-469.487,0.1,5.74789,5.24109e-05,-61948.6,106,nan,-379.984554923,0.0664719,3.368e-06,471.698113208,nan,0.643801628054,-379.984554923,6949.71559871,6949.71559871,0.000291234,0.470412,1.0344,100,2603.39
1,50000,3.13421e-09,-367.937216994,-433.313,0.1,9.77846,5.0505e-05,-54759.8,110,nan,-367.937216994,1.04255e-09,4.54802e-14,454.545454545,nan,0.611714168091,-367.937216994,10969.3296736,10969.3296736,0.000426574,1.64695,1.15774,100,2731.8
1,50000,1.01583e-09,-379.150208198,-472.411,0.1,5.4825,5.24109e-05,-62705.4,106,nan,-379.150208198,0.0427663,2.12983e-06,471.698113208,nan,0.667553456694,-379.150208198,6520.80830415,6520.80830415,0.000273037,0.409576,1.05239,100,2252.64
1,50000,4.45445e-10,-392.185785005,-498.977,0.1,4.53504,5.34188e-05,-67710.4,104,0.0568281183199,-392.185785005,0.270861,1.42917e-05,480.769230769,7.47289,0.65809705169,-392.185785005,4390.00404762,4390.00404762,0.000239286,0.16,1.01241,100,1878.26
1,50000,1.68243e-09,-373.480145192,-455.131,0.1,6.60272,5.14403e-05,-59317.2,108,0.0247182953163,-373.480145192,0.00221213,1.04909e-07,462.962962963,8.30538,0.640478286047,-373.480145192,8080.58464691,8080.58464691,0.00031313,0.748056,1.08468,100,2458.81
1,50000,4.35674e-09,-367.089096619,-428.492,0.1,13.4988,5.05051e-05,-53106.8,110,0.00680324490864,-367.089096619,0.0129227,5.29065e-07,454.545454545,9.59553,0.717793647169,-367.089096619,11335.6280889,11335.6280889,0.000552649,2.59928,1.23362,100,2743.29
