Bound,VarVanillaIw,Delta,MinVanillaIw,J,AvgRet,MinNormIw,VarDiscRet,AvgVanillaIw,IterType,MaxNormIw,VanillaAvgRet,AvgNormIw,ESSRenyi,VarJ,BatchSize,ESSClassic,AvgEpLen,AvgDiscRet,MaxVanillaIw,EpsThisIter,VarNormIw,eRenyi2,VarRet
-96.2522,,0.9,1.0,-89.2999,-89.0318926048,0.0025,8303.27865722,1.0,2,0.0025,-89.0318926048,0.0025,500.0,88.9266,500,400.0,122.22,-89.0318926048,1.0,100,5.4346e-20,1.0,8303.27865722
-85.9431,5.37453,0.9,0.000726922,-77.3829,-82.9619993144,9.81167e-07,6076.6895899,1.48175,1,0.0133577,-82.9619993144,0.002,263.85564808,74.1406,500,145.222221017,115.41,-82.9619993144,9.8964,100,9.79154e-06,1.89498,6076.6895899
-107.379,,0.9,1.0,-93.4739,-93.4738989821,0.01,9302.87933226,1.0,2,0.01,-93.4738989821,0.01,500.0,95.968,500,100.0,127.54,-93.4738989821,1.0,100,3.50449e-18,1.0,9302.87933226
-93.9106,,0.9,1.0,-84.0785,-74.6830849208,0.005,3750.30423582,1.0,2,0.005,-74.6830849208,0.005,500.0,80.9296,500,200.000000102,105.13,-74.6830849208,1.0,100,2.1793e-19,1.0,3750.30423582
-96.1142,,0.9,1.0,-88.0856,-96.099745445,0.00333333,10427.8562115,1.0,2,0.00333333,-96.099745445,0.00333333,500.0,88.5421,500,299.999969474,130.16,-96.099745445,1.0,100,5.43914e-20,1.0,10427.8562115
-94.5532,,0.9,1.0,-87.6002,-86.1441098017,0.0025,7184.91541159,1.0,2,0.0025,-86.1441098017,0.0025,500.0,87.5143,500,400.0,119.19,-86.1441098017,1.0,100,5.4346e-20,1.0,7184.91541159
-93.7824,0.0345187,0.9,0.479196,-87.5235,-87.6756881222,0.000988296,7136.87867848,0.969742,1,0.00230634,-87.6756881222,0.002,493.639758541,88.5481,500,482.331009061,121.23,-87.6756881222,1.11828,100,1.46826e-07,1.01288,7136.87867848
-94.3325,,0.9,1.0,-80.4277,-80.4277047704,0.01,4922.72476343,1.0,2,0.01,-80.4277047704,0.01,500.0,69.8104,500,100.0,112.65,-80.4277047704,1.0,100,3.50449e-18,1.0,4922.72476343
-86.229,,0.9,1.0,-76.3969,-72.3660718594,0.005,2571.65191244,1.0,2,0.005,-72.3660718594,0.005,500.0,61.0407,500,200.000000102,103.23,-72.3660718594,1.0,100,2.1793e-19,1.0,2571.65191244
-81.4221,,0.9,1.0,-73.3942,-67.3888821244,0.00333333,1350.85798943,1.0,2,0.00333333,-67.3888821244,0.00333333,500.0,54.2936,500,299.999969474,97.17,-67.3888821244,1.0,100,5.43914e-20,1.0,1350.85798943
-83.7324,,0.9,1.0,-76.78,-86.9373221704,0.0025,7138.44778141,1.0,2,0.0025,-86.9373221704,0.0025,500.0,63.3403,500,400.0,120.15,-86.9373221704,1.0,100,5.4346e-20,1.0,7138.44778141
-85.6363,0.448696,0.9,0.798018,-78.8154,-93.6674450555,0.00144524,9328.63073136,1.10434,1,0.011636,-93.6674450555,0.002,415.569015819,68.4265,500,365.716580632,127.2,-93.6674450555,6.42503,100,1.47166e-06,1.20317,9328.63073136
-98.5893,,0.9,1.0,-84.6847,-84.6847022316,0.01,7209.41839857,1.0,2,0.01,-84.6847022316,0.01,500.0,84.4827,500,100.0,117.43,-84.6847022316,1.0,100,3.50449e-18,1.0,7209.41839857
-94.366,,0.9,1.0,-84.534,-84.383221207,0.005,6059.42017041,1.0,2,0.005,-84.383221207,0.005,500.0,81.0438,500,200.000000102,117.52,-84.383221207,1.0,100,2.1793e-19,1.0,6059.42017041
-94.6276,,0.9,1.0,-86.5997,-90.7311017276,0.00333333,8215.4974859,1.0,2,0.00333333,-90.7311017276,0.00333333,500.0,84.2519,500,299.999969474,124.59,-90.7311017276,1.0,100,5.43914e-20,1.0,8215.4974859
-88.8092,,0.9,1.0,-81.8568,-67.6283514883,0.0025,1360.55500591,1.0,2,0.0025,-67.6283514883,0.0025,500.0,75.6836,500,400.0,97.27,-67.6283514883,1.0,100,5.4346e-20,1.0,1360.55500591
-85.1127,1.54094,0.9,8.88154e-07,-76.9846,-87.8368650584,1.5612e-09,8338.22260825,1.13779,1,0.00466018,-87.8368650584,0.002,292.648203815,97.4552,500,228.526144844,120.52,-87.8368650584,2.65115,100,4.76128e-06,1.70854,8338.22260825
-101.992,,0.9,1.0,-88.0876,-88.0875920862,0.01,7098.2328273,1.0,2,0.01,-88.0875920862,0.01,500.0,83.8287,500,100.0,121.96,-88.0875920862,1.0,100,3.50449e-18,1.0,7098.2328273
-96.2117,,0.9,1.0,-86.3797,-84.6717157993,0.005,6030.13422411,1.0,2,0.005,-84.6717157993,0.005,500.0,80.6316,500,200.000000102,117.82,-84.6717157993,1.0,100,2.1793e-19,1.0,6030.13422411
-92.2738,,0.9,1.0,-84.2459,-79.9785514173,0.00333333,4933.68279384,1.0,2,0.00333333,-79.9785514173,0.00333333,500.0,77.2757,500,299.999969474,111.97,-79.9785514173,1.0,100,5.43914e-20,1.0,4933.68279384
-88.3235,,0.9,1.0,-81.3712,-72.7467452936,0.0025,2540.98490342,1.0,2,0.0025,-72.7467452936,0.0025,500.0,71.6403,500,400.0,104.25,-72.7467452936,1.0,100,5.4346e-20,1.0,2540.98490342
-82.14,5.54364,0.9,0.0681231,-74.084,-87.0371099421,8.43105e-05,7145.54814816,1.61601,1,0.0105693,-87.0371099421,0.002,297.910607583,47.8198,500,160.331286205,119.31,-87.0371099421,8.54007,100,8.49119e-06,1.67836,7145.54814816
-90.7871,,0.9,1.0,-76.8853,-76.8852698956,0.01,3760.07233824,1.0,2,0.01,-76.8852698956,0.01,500.0,61.0121,500,100.0,109.05,-76.8852698956,1.0,100,3.50449e-18,1.0,3760.07233824
-88.0602,,0.9,1.0,-78.2281,-79.5709544097,0.005,4959.03227237,1.0,2,0.005,-79.5709544097,0.005,500.0,65.7097,500,200.000000102,111.41,-79.5709544097,1.0,100,2.1793e-19,1.0,4959.03227237
-84.3857,,0.9,1.0,-76.3578,-72.6172250398,0.00333333,2566.99356215,1.0,2,0.00333333,-72.6172250398,0.00333333,500.0,61.0951,500,299.999969474,103.89,-72.6172250398,1.0,100,5.43914e-20,1.0,2566.99356215
-86.1467,,0.9,1.0,-79.1943,-87.7039183515,0.0025,7123.04738869,1.0,2,0.0025,-87.7039183515,0.0025,500.0,67.7241,500,400.0,121.36,-87.7039183515,1.0,100,5.4346e-20,1.0,7123.04738869
-77.6367,11.8581,0.9,0.743107,-69.6688,-77.1244652955,0.000928151,3737.92906949,1.60126,1,0.0197885,-77.1244652955,0.002,304.53126966,43.4492,500,89.0390056958,109.44,-77.1244652955,15.8433,100,1.84991e-05,1.64187,3737.92906949
-101.997,,0.9,1.0,-88.092,-88.0920183264,0.01,7111.21238583,1.0,2,0.01,-88.0920183264,0.01,500.0,83.9053,500,100.0,121.77,-88.0920183264,1.0,100,3.50449e-18,1.0,7111.21238583
-97.767,,0.9,1.0,-87.9348,-87.7776474799,0.005,7117.58994974,1.0,2,0.005,-87.7776474799,0.005,500.0,83.9243,500,200.000000102,121.04,-87.7776474799,1.0,100,2.1793e-19,1.0,7117.58994974
-93.8625,,0.9,1.0,-85.8345,-81.6339151783,0.00333333,6122.93717921,1.0,2,0.00333333,-81.6339151783,0.00333333,500.0,82.0056,500,299.999969474,112.71,-81.6339151783,1.0,100,5.43914e-20,1.0,6122.93717921
-94.5813,,0.9,1.0,-87.6289,-93.0122121102,0.0025,9328.47980801,1.0,2,0.0025,-93.0122121102,0.0025,500.0,85.8029,500,400.0,126.96,-93.0122121102,1.0,100,5.4346e-20,1.0,9328.47980801
-90.0381,1.53327,0.9,0.0340733,-82.6124,-86.1624913363,5.08097e-05,7179.77002103,1.34121,1,0.00685812,-86.1624913363,0.002,350.62835169,97.8404,500,270.174015745,118.63,-86.1624913363,4.5991,100,3.40945e-06,1.42601,7179.77002103
-99.6754,,0.9,1.0,-85.7707,-85.7707149908,0.01,7143.79984403,1.0,2,0.01,-85.7707149908,0.01,500.0,84.0973,500,100.0,118.92,-85.7707149908,1.0,100,3.50449e-18,1.0,7143.79984403
-101.138,,0.9,1.0,-91.3061,-96.8414556733,0.005,10348.2250761,1.0,2,0.005,-96.8414556733,0.005,500.0,93.2158,500,200.000000102,131.19,-96.8414556733,1.0,100,2.1793e-19,1.0,10348.2250761
-93.1768,,0.9,1.0,-85.1489,-72.8346080007,0.00333333,2586.37616719,1.0,2,0.00333333,-72.8346080007,0.00333333,500.0,81.9885,500,299.999969474,103.99,-72.8346080007,1.0,100,5.43914e-20,1.0,2586.37616719
-92.0555,,0.9,1.0,-85.1032,-84.9658720706,0.0025,7196.39615568,1.0,2,0.0025,-84.9658720706,0.0025,500.0,82.5997,500,400.0,117.78,-84.9658720706,1.0,100,5.4346e-20,1.0,7196.39615568
-89.9322,0.0996749,0.9,0.0596991,-83.5236,-85.6221877338,0.000102997,7192.99009371,1.15924,1,0.00259379,-85.6221877338,0.002,470.768453033,82.5044,500,465.541237222,117.96,-85.6221877338,1.50341,100,2.96686e-07,1.06209,7192.99009371
-107.472,,0.9,1.0,-93.5672,-93.5671860425,0.01,9287.54560886,1.0,2,0.01,-93.5671860425,0.01,500.0,95.8888,500,100.0,128.23,-93.5671860425,1.0,100,3.50449e-18,1.0,9287.54560886
-96.1039,,0.9,1.0,-86.2718,-78.9763495305,0.005,4917.06114033,1.0,2,0.005,-78.9763495305,0.005,500.0,84.1695,500,200.000000102,111.07,-78.9763495305,1.0,100,2.1793e-19,1.0,4917.06114033
-94.5225,,0.9,1.0,-86.4946,-86.9401339591,0.00333333,7145.13421862,1.0,2,0.00333333,-86.9401339591,0.00333333,500.0,84.1487,500,299.999969474,119.83,-86.9401339591,1.0,100,5.43914e-20,1.0,7145.13421862
-92.9888,,0.9,1.0,-86.0364,-84.6617729032,0.0025,6062.14170336,1.0,2,0.0025,-84.6617729032,0.0025,500.0,82.5334,500,400.0,117.55,-84.6617729032,1.0,100,5.4346e-20,1.0,6062.14170336
-86.9662,101.297,0.9,0.583007,-78.0161,-89.1901640064,0.000475343,8296.79997859,2.453,1,0.0650709,-89.1901640064,0.002,241.363979388,219.295,500,28.0883680642,122.32,-89.1901640064,79.8093,100,6.73386e-05,2.07156,8296.79997859
-95.8912,,0.9,1.0,-81.9866,-81.9866163768,0.01,4902.11099091,1.0,2,0.01,-81.9866163768,0.01,500.0,69.6641,500,100.0,114.95,-81.9866163768,1.0,100,3.50449e-18,1.0,4902.11099091
-96.3318,,0.9,1.0,-86.4997,-91.0127566829,0.005,8233.64600401,1.0,2,0.005,-91.0127566829,0.005,500.0,80.7624,500,200.000000102,124.4,-91.0127566829,1.0,100,2.1793e-19,1.0,8233.64600401
-99.3304,,0.9,1.0,-91.3025,-100.908108768,0.00333333,11324.6412136,1.0,2,0.00333333,-100.908108768,0.00333333,500.0,90.1756,500,299.999969474,136.38,-100.908108768,1.0,100,5.43914e-20,1.0,11324.6412136
-97.7775,,0.9,1.0,-90.8251,-89.3929056901,0.0025,8261.79895489,1.0,2,0.0025,-89.3929056901,0.0025,500.0,90.2453,500,400.0,122.44,-89.3929056901,1.0,100,5.4346e-20,1.0,8261.79895489
-89.9541,1.14791,0.9,9.15485e-07,-82.3882,-80.5352344596,1.52715e-09,4895.28762903,1.19895,1,0.00374959,-80.5352344596,0.002,337.757278669,96.7987,500,278.247110553,113.0,-80.5352344596,2.24778,100,3.19425e-06,1.48035,4895.28762903
-94.1979,,0.9,1.0,-80.2931,-80.2931309023,0.01,4882.28366511,1.0,2,0.01,-80.2931309023,0.01,500.0,69.5231,500,100.0,112.59,-80.2931309023,1.0,100,3.50449e-18,1.0,4882.28366511
-98.4661,,0.9,1.0,-88.6339,-96.9747754155,0.005,10323.3361542,1.0,2,0.005,-96.9747754155,0.005,500.0,87.1571,500,200.000000102,131.83,-96.9747754155,1.0,100,2.1793e-19,1.0,10323.3361542
-95.0721,,0.9,1.0,-87.0442,-83.864747227,0.00333333,6039.40725911,1.0,2,0.00333333,-83.864747227,0.00333333,500.0,84.0375,500,299.999969474,116.74,-83.864747227,1.0,100,5.43914e-20,1.0,6039.40725911
-93.5187,,0.9,1.0,-86.5663,-85.132472139,0.0025,7198.8834228,1.0,2,0.0025,-85.132472139,0.0025,500.0,84.1376,500,400.0,117.09,-85.132472139,1.0,100,5.4346e-20,1.0,7198.8834228
-89.8759,1.07865,0.9,0.0344187,-83.0879,-79.0900955777,5.0812e-05,4926.74358562,1.35475,1,0.00568759,-79.0900955777,0.002,419.599162783,93.2797,500,315.15230967,110.64,-79.0900955777,3.85263,100,2.35085e-06,1.19161,4926.74358562
-103.436,,0.9,1.0,-89.5316,-89.5316184938,0.01,8253.9201084,1.0,2,0.01,-89.5316184938,0.01,500.0,90.3957,500,100.0,122.74,-89.5316184938,1.0,100,3.50449e-18,1.0,8253.9201084
-91.9678,,0.9,1.0,-82.1357,-74.7397728162,0.005,3735.85326342,1.0,2,0.005,-74.7397728162,0.005,500.0,77.3927,500,200.000000102,105.86,-74.7397728162,1.0,100,2.1793e-19,1.0,3735.85326342
-94.0092,,0.9,1.0,-85.9813,-93.6726548204,0.00333333,9313.48166115,1.0,2,0.00333333,-93.6726548204,0.00333333,500.0,84.2385,500,299.999969474,127.31,-93.6726548204,1.0,100,5.43914e-20,1.0,9313.48166115
-91.5502,,0.9,1.0,-84.5979,-80.447419626,0.0025,4919.16009838,1.0,2,0.0025,-80.447419626,0.0025,500.0,80.9032,500,400.0,113.04,-80.447419626,1.0,100,5.4346e-20,1.0,4919.16009838
-88.7631,0.305788,0.9,0.0131731,-82.1921,-79.0442050467,2.35643e-05,4897.34547372,1.11805,1,0.00258541,-79.0442050467,0.002,447.773284712,83.0086,500,401.884925211,110.69,-79.0442050467,1.44531,100,9.78492e-07,1.11664,4897.34547372
-112.019,,0.9,1.0,-98.114,-98.1139582571,0.01,10284.650644,1.0,2,0.01,-98.1139582571,0.01,500.0,100.905,500,100.0,133.07,-98.1139582571,1.0,100,3.50449e-18,1.0,10284.650644
-99.2848,,0.9,1.0,-89.4527,-80.7914203985,0.005,4914.76956731,1.0,2,0.005,-80.7914203985,0.005,500.0,87.1707,500,200.000000102,113.38,-80.7914203985,1.0,100,2.1793e-19,1.0,4914.76956731
-101.286,,0.9,1.0,-93.2585,-100.870106148,0.00333333,11366.7489013,1.0,2,0.00333333,-100.870106148,0.00333333,500.0,94.0522,500,299.999969474,136.08,-100.870106148,1.0,100,5.43914e-20,1.0,11366.7489013
-98.0209,,0.9,1.0,-91.0685,-84.4984653878,0.0025,6011.40788083,1.0,2,0.0025,-84.4984653878,0.0025,500.0,90.203,500,400.0,117.85,-84.4984653878,1.0,100,5.4346e-20,1.0,6011.40788083
-75.0406,4380.5,0.9,0.00351099,-64.4855,-94.1610181279,1.3611e-06,9281.87866797,5.15905,1,0.406465,-94.1610181279,0.002,173.540507642,123.07,500,3.02564243817,128.74,-94.1610181279,1048.49,100,0.000658331,2.88117,9281.87866797
-96.8097,,0.9,1.0,-82.905,-82.9049667779,0.01,6056.86882982,1.0,2,0.01,-82.9049667779,0.01,500.0,77.4358,500,100.0,115.41,-82.9049667779,1.0,100,3.50449e-18,1.0,6056.86882982
-95.5694,,0.9,1.0,-85.7372,-88.5694624594,0.005,7096.92174135,1.0,2,0.005,-88.5694624594,0.005,500.0,80.7412,500,200.000000102,122.21,-88.5694624594,1.0,100,2.1793e-19,1.0,7096.92174135
-93.5339,,0.9,1.0,-85.506,-85.0434584834,0.00333333,6004.08633638,1.0,2,0.00333333,-85.0434584834,0.00333333,500.0,79.5459,500,299.999969474,118.33,-85.0434584834,1.0,100,5.43914e-20,1.0,6004.08633638
-90.4814,,0.9,1.0,-83.529,-77.5980976613,0.0025,3759.86671744,1.0,2,0.0025,-77.5980976613,0.0025,500.0,75.4185,500,400.0,109.41,-77.5980976613,1.0,100,5.4346e-20,1.0,3759.86671744
-80.4344,146.948,0.9,0.718636,-72.219,-93.7174399489,0.00056281,9292.15934867,2.55374,1,0.0652334,-93.7174399489,0.002,286.469406411,64.8666,500,21.2881119731,128.31,-93.7174399489,83.2946,100,9.01298e-05,1.74539,9292.15934867
-96.3975,,0.9,1.0,-82.4929,-82.4928732415,0.01,6068.75886282,1.0,2,0.01,-82.4928732415,0.01,500.0,77.5117,500,100.0,114.55,-82.4928732415,1.0,100,3.50449e-18,1.0,6068.75886282
-92.2886,,0.9,1.0,-82.4559,-82.4189934061,0.005,6113.54686231,1.0,2,0.005,-82.4189934061,0.005,500.0,77.6546,500,200.000000102,114.13,-82.4189934061,1.0,100,2.1793e-19,1.0,6113.54686231
-88.415,,0.9,1.0,-80.3867,-76.2480952767,0.00333333,3789.12991666,1.0,2,0.00333333,-76.2480952767,0.00333333,500.0,72.6577,500,299.999969474,107.8,-76.2480952767,1.0,100,5.43914e-20,1.0,3789.12991666
-89.9937,,0.9,1.0,-83.0409,-91.0037992483,0.0025,8207.30977746,1.0,2,0.0025,-91.0037992483,0.0025,500.0,77.5358,500,400.0,124.79,-91.0037992483,1.0,100,5.4346e-20,1.0,8207.30977746
-82.1723,154.667,0.9,6.60638e-22,-70.3074,-81.8038705593,2.45671e-25,6111.80482494,5.37824,1,0.0196483,-81.8038705593,0.002,137.355184127,46.0144,500,78.9088205592,113.66,-81.8038705593,52.8365,100,2.13884e-05,3.6402,6111.80482494
-97.0206,,0.9,1.0,-83.1195,-83.1195381133,0.01,6033.78511254,1.0,2,0.01,-83.1195381133,0.01,500.0,77.2881,500,100.0,115.65,-83.1195381133,1.0,100,3.50449e-18,1.0,6033.78511254
-87.6614,,0.9,1.0,-77.8304,-72.5412730469,0.005,2564.84665506,1.0,2,0.005,-72.5412730469,0.005,500.0,65.4546,500,200.000000102,103.82,-72.5412730469,1.0,100,2.1793e-19,1.0,2564.84665506
-84.6257,,0.9,1.0,-76.598,-74.1331156327,0.00333333,2558.85778272,1.0,2,0.00333333,-74.1331156327,0.00333333,500.0,60.8577,500,299.999969474,105.3,-74.1331156327,1.0,100,5.43914e-20,1.0,2558.85778272
-87.6847,,0.9,1.0,-80.7324,-93.1355820107,0.0025,9346.06877949,1.0,2,0.0025,-93.1355820107,0.0025,500.0,71.709,500,400.0,126.87,-93.1355820107,1.0,100,5.4346e-20,1.0,9346.06877949
-86.8376,0.177811,0.9,0.0975759,-80.3523,-85.0247119966,0.000176082,5988.43103875,1.1083,1,0.00231683,-85.0247119966,0.002,459.698267335,74.4873,500,436.883830329,118.5,-85.0247119966,1.28387,100,5.79032e-07,1.08767,5988.43103875
-90.6656,,0.9,1.0,-76.7609,-76.7608791614,0.01,3774.53001199,1.0,2,0.01,-76.7608791614,0.01,500.0,61.1292,500,100.0,108.89,-76.7608791614,1.0,100,3.50449e-18,1.0,3774.53001199
-92.5817,,0.9,1.0,-82.7495,-88.7381804663,0.005,8292.91452153,1.0,2,0.005,-88.7381804663,0.005,500.0,77.5193,500,200.000000102,121.51,-88.7381804663,1.0,100,2.1793e-19,1.0,8292.91452153
-89.0434,,0.9,1.0,-81.0155,-77.5474025209,0.00333333,4942.02119139,1.0,2,0.00333333,-77.5474025209,0.00333333,500.0,75.1202,500,299.999969474,108.47,-77.5474025209,1.0,100,5.43914e-20,1.0,4942.02119139
-88.2837,,0.9,1.0,-81.3313,-82.2789398423,0.0025,6064.15980927,1.0,2,0.0025,-82.2789398423,0.0025,500.0,75.7196,500,400.0,114.06,-82.2789398423,1.0,100,5.4346e-20,1.0,6064.15980927
-85.3396,8.59105,0.9,0.766447,-77.9695,-86.960882678,0.000933792,7112.12190869,1.64158,1,0.0139363,-86.960882678,0.002,355.943498871,116.301,500,119.570287356,120.09,-86.960882678,11.4388,100,1.27521e-05,1.40472,7112.12190869
-93.8544,,0.9,1.0,-79.9497,-79.9497037734,0.01,4899.21942557,1.0,2,0.01,-79.9497037734,0.01,500.0,69.6436,500,100.0,111.94,-79.9497037734,1.0,100,3.50449e-18,1.0,4899.21942557
-93.6874,,0.9,1.0,-83.8552,-87.7608019584,0.005,7147.00463799,1.0,2,0.005,-87.7608019584,0.005,500.0,77.3184,500,200.000000102,120.57,-87.7608019584,1.0,100,2.1793e-19,1.0,7147.00463799
-88.0259,,0.9,1.0,-79.998,-72.2834822863,0.00333333,2575.93689483,1.0,2,0.00333333,-72.2834822863,0.00333333,500.0,69.7513,500,299.999969474,102.87,-72.2834822863,1.0,100,5.43914e-20,1.0,2575.93689483
-90.4798,,0.9,1.0,-83.5274,-94.1157494383,0.0025,9292.25161741,1.0,2,0.0025,-94.1157494383,0.0025,500.0,77.3701,500,400.0,127.85,-94.1157494383,1.0,100,5.4346e-20,1.0,9292.25161741
-87.4299,0.00761746,0.9,0.796591,-81.2053,-71.9834923154,0.00160135,2597.31385843,0.994896,1,0.00207707,-71.9834923154,0.002,498.997734448,72.9496,500,496.190287372,102.31,-71.9834923154,1.03323,100,3.07832e-08,1.00201,2597.31385843
-114.365,,0.9,1.0,-100.459,-100.458655077,0.01,11347.9962178,1.0,2,0.01,-100.458655077,0.01,500.0,105.993,500,100.0,135.59,-100.458655077,1.0,100,3.50449e-18,1.0,11347.9962178
-98.7253,,0.9,1.0,-88.8923,-77.3258725931,0.005,3767.17377651,1.0,2,0.005,-77.3258725931,0.005,500.0,87.2685,500,200.000000102,109.38,-77.3258725931,1.0,100,2.1793e-19,1.0,3767.17377651
-100.037,,0.9,1.0,-92.0086,-98.2412566727,0.00333333,10278.304351,1.0,2,0.00333333,-98.2412566727,0.00333333,500.0,92.1328,500,299.999969474,133.03,-98.2412566727,1.0,100,5.43914e-20,1.0,10278.304351
-98.5871,,0.9,1.0,-91.634,-90.5104336479,0.0025,8252.0443998,1.0,2,0.0025,-90.5104336479,0.0025,500.0,91.7014,500,400.0,123.21,-90.5104336479,1.0,100,5.4346e-20,1.0,8252.0443998
-95.4526,0.114298,0.9,0.906493,-89.1583,-80.0254749776,0.00174053,4909.83495688,1.04163,1,0.00362075,-80.0254749776,0.002,488.093431581,90.6712,500,452.435967058,112.61,-80.0254749776,1.88574,100,4.21379e-07,1.02439,4909.83495688
-100.045,,0.9,1.0,-86.1405,-86.1405549377,0.01,7188.35926557,1.0,2,0.01,-86.1405549377,0.01,500.0,84.3592,500,100.0,118.86,-86.1405549377,1.0,100,3.50449e-18,1.0,7188.35926557
-92.7763,,0.9,1.0,-82.9442,-79.7479001422,0.005,4922.89435223,1.0,2,0.005,-79.7479001422,0.005,500.0,77.4938,500,200.000000102,111.51,-79.7479001422,1.0,100,2.1793e-19,1.0,4922.89435223
-90.9807,,0.9,1.0,-82.9528,-82.9699303842,0.00333333,6038.27142989,1.0,2,0.00333333,-82.9699303842,0.00333333,500.0,77.4348,500,299.999969474,115.32,-82.9699303842,1.0,100,5.43914e-20,1.0,6038.27142989
-89.0372,,0.9,1.0,-82.0849,-79.4810825528,0.0025,4927.6403605,1.0,2,0.0025,-79.4810825528,0.0025,500.0,75.6238,500,400.0,111.13,-79.4810825528,1.0,100,5.4346e-20,1.0,4927.6403605
-87.8301,0.0997767,0.9,0.337354,-81.4937,-80.7452840769,0.000658323,4887.12277795,1.02489,1,0.00228263,-80.7452840769,0.002,481.550180689,77.9423,500,456.704105913,112.96,-80.7452840769,1.16972,100,3.79957e-07,1.03831,4887.12277795
-92.9784,,0.9,1.0,-79.074,-79.0739604262,0.01,4946.26996869,1.0,2,0.01,-79.0739604262,0.01,500.0,69.9772,500,100.0,110.82,-79.0739604262,1.0,100,3.50449e-18,1.0,4946.26996869
-93.3707,,0.9,1.0,-83.5386,-88.0032396266,0.005,7118.46402979,1.0,2,0.005,-88.0032396266,0.005,500.0,77.4079,500,200.000000102,121.29,-88.0032396266,1.0,100,2.1793e-19,1.0,7118.46402979
-93.1575,,0.9,1.0,-85.1296,-88.3115912822,0.00333333,7129.33654835,1.0,2,0.00333333,-88.3115912822,0.00333333,500.0,79.7019,500,299.999969474,121.55,-88.3115912822,1.0,100,5.43914e-20,1.0,7129.33654835
-90.0147,,0.9,1.0,-83.0623,-76.8604542531,0.0025,3778.58491707,1.0,2,0.0025,-76.8604542531,0.0025,500.0,75.5799,500,400.0,107.71,-76.8604542531,1.0,100,5.4346e-20,1.0,3778.58491707
-86.9183,0.123726,0.9,0.120176,-80.5126,-75.0670763499,0.000218541,3739.26164827,1.0998,1,0.00222922,-75.0670763499,0.002,471.188898453,73.8231,500,453.684886344,106.28,-75.0670763499,1.22585,100,4.09159e-07,1.06115,3739.26164827
-92.1414,,0.9,1.0,-78.2555,-78.2555480567,0.01,4939.2575545,1.0,2,0.01,-78.2555480567,0.01,500.0,69.9276,500,100.0,109.77,-78.2555480567,1.0,100,3.50449e-18,1.0,4939.2575545
-86.8152,,0.9,1.0,-76.9832,-75.7108868298,0.005,3754.46087204,1.0,2,0.005,-75.7108868298,0.005,500.0,65.6126,500,200.000000102,106.79,-75.7108868298,1.0,100,2.1793e-19,1.0,3754.46087204
-93.787,,0.9,1.0,-85.7591,-103.310796496,0.00333333,12397.6491546,1.0,2,0.00333333,-103.310796496,0.00333333,500.0,84.352,500,299.999969474,138.45,-103.310796496,1.0,100,5.43914e-20,1.0,12397.6491546
-88.5406,,0.9,1.0,-81.5883,-69.07588284,0.0025,1339.00153042,1.0,2,0.0025,-69.07588284,0.0025,500.0,75.6309,500,400.0,99.48,-69.07588284,1.0,100,5.4346e-20,1.0,1339.00153042
-89.4756,0.0709111,0.9,0.0861664,-83.1354,-93.8945652023,0.000156167,9278.31337497,1.10352,1,0.00212607,-93.8945652023,0.002,480.962699654,80.6019,500,472.541450351,127.93,-93.8945652023,1.17308,100,2.32925e-07,1.03958,9278.31337497
-104.111,,0.9,1.0,-90.2057,-90.2057478404,0.01,8246.06674399,1.0,2,0.01,-90.2057478404,0.01,500.0,90.3527,500,100.0,124.12,-90.2057478404,1.0,100,3.50449e-18,1.0,8246.06674399
-99.1785,,0.9,1.0,-89.3463,-88.4868714863,0.005,8301.26189051,1.0,2,0.005,-88.4868714863,0.005,500.0,90.5078,500,200.000000102,121.25,-88.4868714863,1.0,100,2.1793e-19,1.0,8301.26189051
-95.2353,,0.9,1.0,-87.2074,-82.9294696547,0.00333333,6066.11740657,1.0,2,0.00333333,-82.9294696547,0.00333333,500.0,86.4412,500,299.999969474,114.63,-82.9294696547,1.0,100,5.43914e-20,1.0,6066.11740657
-92.0969,,0.9,1.0,-85.1445,-78.9560353063,0.0025,4970.35578568,1.0,2,0.0025,-78.9560353063,0.0025,500.0,82.7465,500,400.0,110.54,-78.9560353063,1.0,100,5.4346e-20,1.0,4970.35578568
-79.6094,109.251,0.9,0.742444,-71.4488,-81.0586215453,0.000516683,4915.66596853,2.87388,1,0.0375996,-81.0586215453,0.002,290.328712176,50.7509,500,35.2079861622,113.16,-81.0586215453,54.0284,100,5.29113e-05,1.72219,4915.66596853
-90.5466,,0.9,1.0,-76.642,-76.641955857,0.01,3769.07035848,1.0,2,0.01,-76.641955857,0.01,500.0,61.085,500,100.0,107.82,-76.641955857,1.0,100,3.50449e-18,1.0,3769.07035848
-86.1979,,0.9,1.0,-76.3658,-76.0897500011,0.005,3788.34681452,1.0,2,0.005,-76.0897500011,0.005,500.0,61.1637,500,200.000000102,107.71,-76.0897500011,1.0,100,2.1793e-19,1.0,3788.34681452
-85.9908,,0.9,1.0,-77.9629,-81.1570464532,0.00333333,6105.96349297,1.0,2,0.00333333,-81.1570464532,0.00333333,500.0,67.1868,500,299.999969474,112.71,-81.1570464532,1.0,100,5.43914e-20,1.0,6105.96349297
